[2024-06-13 12:18:02.898494] [0x0000007f98d14010] [MocapTag] [0x00002ff1] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-06-13 12:18:02.904735] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [4] 1718295482904605, 0.067721, 0.0835188, -0.184566, -0.313027, -0.998939, -0.00339366, -0.00246317, 0.045856, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.907420] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [6] 1718295482907294, 0.07041, 0.0835188, -0.184566, -0.313027, -0.998939, -0.00339366, -0.00246317, 0.045856, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.909916] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [7] 1718295482909792, 0.072908, 0.0835206, -0.184571, -0.313029, -0.998939, -0.00337347, -0.0024845, 0.0458641, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.912729] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8] 1718295482912613, 0.075729, 0.0835206, -0.184571, -0.313029, -0.998939, -0.00337347, -0.0024845, 0.0458641, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.915275] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [9] 1718295482915146, 0.078262, 0.0835206, -0.184571, -0.313029, -0.998939, -0.00337347, -0.0024845, 0.0458641, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.920321] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [11] 1718295482920196, 0.083312, 0.0835206, -0.184571, -0.313029, -0.998939, -0.00337347, -0.0024845, 0.0458641, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.921103] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [12] 1718295482920988, 0.084104, 0.0835226, -0.184569, -0.313028, -0.998939, -0.00338323, -0.00247918, 0.045864, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.924046] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [13] 1718295482923922, 0.087038, 0.0835226, -0.184569, -0.313028, -0.998939, -0.00338323, -0.00247918, 0.045864, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.926889] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [15] 1718295482926782, 0.089898, 0.0835226, -0.184569, -0.313028, -0.998939, -0.00338323, -0.00247918, 0.045864, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.929319] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [16] 1718295482929203, 0.092319, 0.083519, -0.184565, -0.313025, -0.998939, -0.00338854, -0.00247022, 0.0458675, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.933724] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [17] 1718295482933604, 0.09672, 0.083519, -0.184565, -0.313025, -0.998939, -0.00338854, -0.00247022, 0.0458675, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.936300] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [18] 1718295482936200, 0.099316, 0.083519, -0.184565, -0.313025, -0.998939, -0.00338854, -0.00247022, 0.0458675, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.939058] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [20] 1718295482938939, 0.102055, 0.0835246, -0.184574, -0.313029, -0.998939, -0.00336912, -0.00247995, 0.045866, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.941913] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [21] 1718295482941784, 0.1049, 0.0835246, -0.184574, -0.313029, -0.998939, -0.00336912, -0.00247995, 0.045866, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.944556] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [22] 1718295482944425, 0.107541, 0.0835246, -0.184574, -0.313029, -0.998939, -0.00336912, -0.00247995, 0.045866, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.947435] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [24] 1718295482947315, 0.110431, 0.0835246, -0.184574, -0.313029, -0.998939, -0.00336912, -0.00247995, 0.045866, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.950386] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [25] 1718295482950264, 0.11338, 0.0835215, -0.184576, -0.313029, -0.998938, -0.00337586, -0.00246277, 0.0458752, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.953145] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [26] 1718295482953021, 0.116137, 0.0835215, -0.184576, -0.313029, -0.998938, -0.00337586, -0.00246277, 0.0458752, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.955699] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [27] 1718295482955582, 0.118698, 0.0835215, -0.184576, -0.313029, -0.998938, -0.00337586, -0.00246277, 0.0458752, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.958203] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [29] 1718295482958086, 0.121202, 0.0835235, -0.184578, -0.31303, -0.998938, -0.0033829, -0.0024645, 0.0458743, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.961971] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [30] 1718295482961854, 0.12497, 0.0835235, -0.184578, -0.31303, -0.998938, -0.0033829, -0.0024645, 0.0458743, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.963470] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [31] 1718295482963357, 0.126473, 0.0835235, -0.184578, -0.31303, -0.998938, -0.0033829, -0.0024645, 0.0458743, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.967563] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [33] 1718295482967435, 0.130551, 0.0835235, -0.184578, -0.31303, -0.998938, -0.0033829, -0.0024645, 0.0458743, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.969598] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [34] 1718295482969484, 0.1326, 0.0835281, -0.184573, -0.313029, -0.998937, -0.0033913, -0.00245454, 0.0459033, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.972632] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [35] 1718295482972517, 0.135633, 0.0835281, -0.184573, -0.313029, -0.998937, -0.0033913, -0.00245454, 0.0459033, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.975335] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [36] 1718295482975221, 0.138337, 0.0835281, -0.184573, -0.313029, -0.998937, -0.0033913, -0.00245454, 0.0459033, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.977988] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [38] 1718295482977870, 0.140986, 0.0835277, -0.184569, -0.313034, -0.998939, -0.00339537, -0.00245126, 0.0458639, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.982810] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [39] 1718295482982694, 0.14581, 0.0835277, -0.184569, -0.313034, -0.998939, -0.00339537, -0.00245126, 0.0458639, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.985413] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [40] 1718295482985244, 0.14836, 0.0835277, -0.184569, -0.313034, -0.998939, -0.00339537, -0.00245126, 0.0458639, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.988212] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [42] 1718295482988087, 0.151203, 0.0835277, -0.184569, -0.313034, -0.998939, -0.00339537, -0.00245126, 0.0458639, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.990719] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [43] 1718295482990596, 0.153712, 0.0835261, -0.184573, -0.31304, -0.998939, -0.00337802, -0.00247145, 0.0458659, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.993411] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [44] 1718295482993284, 0.1564, 0.0835261, -0.184573, -0.31304, -0.998939, -0.00337802, -0.00247145, 0.0458659, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.997600] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [46] 1718295482997476, 0.160592, 0.0835261, -0.184573, -0.31304, -0.998939, -0.00337802, -0.00247145, 0.0458659, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.000259] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [47] 1718295483000139, 0.163255, 0.0835139, -0.184571, -0.31304, -0.998939, -0.00338329, -0.00249055, 0.0458683, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.003047] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [48] 1718295483002929, 0.166045, 0.0835139, -0.184571, -0.31304, -0.998939, -0.00338329, -0.00249055, 0.0458683, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.005556] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [49] 1718295483005430, 0.168546, 0.0835139, -0.184571, -0.31304, -0.998939, -0.00338329, -0.00249055, 0.0458683, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.009254] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [51] 1718295483009138, 0.172254, 0.0835264, -0.184571, -0.313031, -0.998939, -0.00339862, -0.00247187, 0.0458668, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.010879] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [52] 1718295483010754, 0.17387, 0.0835264, -0.184571, -0.313031, -0.998939, -0.00339862, -0.00247187, 0.0458668, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.014195] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [53] 1718295483014081, 0.177197, 0.0835264, -0.184571, -0.313031, -0.998939, -0.00339862, -0.00247187, 0.0458668, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.017949] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [55] 1718295483017821, 0.180937, 0.0835264, -0.184571, -0.313031, -0.998939, -0.00339862, -0.00247187, 0.0458668, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.019550] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [56] 1718295483019429, 0.182545, 0.0835233, -0.184567, -0.313036, -0.998939, -0.00338867, -0.0024676, 0.0458692, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.022444] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [57] 1718295483022317, 0.185433, 0.0835233, -0.184567, -0.313036, -0.998939, -0.00338867, -0.0024676, 0.0458692, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.024930] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [58] 1718295483024801, 0.187917, 0.0835233, -0.184567, -0.313036, -0.998939, -0.00338867, -0.0024676, 0.0458692, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.030464] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [60] 1718295483030340, 0.193456, 0.0835233, -0.184567, -0.313036, -0.998939, -0.00338867, -0.0024676, 0.0458692, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.031775] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [61] 1718295483031655, 0.194771, 0.0835257, -0.184574, -0.313038, -0.998939, -0.00337855, -0.00247497, 0.0458669, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.035827] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [62] 1718295483035696, 0.198812, 0.0835257, -0.184574, -0.313038, -0.998939, -0.00337855, -0.00247497, 0.0458669, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.037354] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [64] 1718295483037229, 0.200345, 0.0835257, -0.184574, -0.313038, -0.998939, -0.00337855, -0.00247497, 0.0458669, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.040327] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [65] 1718295483040204, 0.20332, 0.0835232, -0.184567, -0.313026, -0.998939, -0.00338252, -0.0024433, 0.0458708, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.042900] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [66] 1718295483042787, 0.205903, 0.0835232, -0.184567, -0.313026, -0.998939, -0.00338252, -0.0024433, 0.0458708, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.046140] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [67] 1718295483046049, 0.209165, 0.0835232, -0.184567, -0.313026, -0.998939, -0.00338252, -0.0024433, 0.0458708, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.048812] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [69] 1718295483048649, 0.211765, 0.0835216, -0.184566, -0.313023, -0.998939, -0.00336814, -0.00247869, 0.0458552, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.051524] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [70] 1718295483051408, 0.214524, 0.0835216, -0.184566, -0.313023, -0.998939, -0.00336814, -0.00247869, 0.0458552, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.054166] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [71] 1718295483054015, 0.217131, 0.0835216, -0.184566, -0.313023, -0.998939, -0.00336814, -0.00247869, 0.0458552, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.056884] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [73] 1718295483056771, 0.219887, 0.0835216, -0.184566, -0.313023, -0.998939, -0.00336814, -0.00247869, 0.0458552, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.059585] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [74] 1718295483059465, 0.222581, 0.0835337, -0.184559, -0.313027, -0.998939, -0.00339601, -0.00247358, 0.0458584, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.064429] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [75] 1718295483064307, 0.227423, 0.0835337, -0.184559, -0.313027, -0.998939, -0.00339601, -0.00247358, 0.0458584, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.066706] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [77] 1718295483066622, 0.229738, 0.0835337, -0.184559, -0.313027, -0.998939, -0.00339601, -0.00247358, 0.0458584, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.069392] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [78] 1718295483069272, 0.232388, 0.0835227, -0.184557, -0.313034, -0.998941, -0.00341814, -0.00240324, 0.045822, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.072162] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [79] 1718295483071996, 0.235112, 0.0835227, -0.184557, -0.313034, -0.998941, -0.00341814, -0.00240324, 0.045822, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.074720] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [80] 1718295483074607, 0.237723, 0.0835227, -0.184557, -0.313034, -0.998941, -0.00341814, -0.00240324, 0.045822, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.079925] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [82] 1718295483079799, 0.242915, 0.0835227, -0.184557, -0.313034, -0.998941, -0.00341814, -0.00240324, 0.045822, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.081251] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [83] 1718295483081133, 0.244249, 0.0835328, -0.184572, -0.313037, -0.998934, -0.00336472, -0.0024673, 0.045967, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.083667] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [84] 1718295483083548, 0.246664, 0.0835328, -0.184572, -0.313037, -0.998934, -0.00336472, -0.0024673, 0.045967, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.086182] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [85] 1718295483086098, 0.249214, 0.0835328, -0.184572, -0.313037, -0.998934, -0.00336472, -0.0024673, 0.045967, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.090720] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [87] 1718295483090606, 0.253722, 0.0835317, -0.184587, -0.313041, -0.998937, -0.00338496, -0.00247844, 0.0459054, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.093337] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [88] 1718295483093223, 0.256339, 0.0835317, -0.184587, -0.313041, -0.998937, -0.00338496, -0.00247844, 0.0459054, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.096476] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [90] 1718295483096415, 0.259531, 0.0835317, -0.184587, -0.313041, -0.998937, -0.00338496, -0.00247844, 0.0459054, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.098771] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [91] 1718295483098606, 0.261722, 0.0835167, -0.184534, -0.313017, -0.998958, -0.00368832, -0.00234936, 0.0454226, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.101433] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [92] 1718295483101312, 0.264428, 0.0835167, -0.184534, -0.313017, -0.998958, -0.00368832, -0.00234936, 0.0454226, 0, 0.00522952, 0.00236238, 0.0592232, 0, -0.096637, 
[2024-06-13 12:18:03.104011] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [93] 1718295483103902, 0.267018, 0.0835167, -0.184534, -0.313017, -0.998958, -0.00368832, -0.00234936, 0.0454226, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.106809] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [95] 1718295483106711, 0.269827, 0.0835167, -0.184534, -0.313017, -0.998958, -0.00368832, -0.00234936, 0.0454226, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.109909] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [96] 1718295483109793, 0.272909, 0.0835338, -0.184544, -0.313052, -0.998945, -0.00338532, -0.00247708, 0.0457362, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.113809] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [97] 1718295483113685, 0.276801, 0.0835338, -0.184544, -0.313052, -0.998945, -0.00338532, -0.00247708, 0.0457362, 0, 0, -0.00347642, -0.059247, 0, 0.062751, 
[2024-06-13 12:18:03.115294] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [98] 1718295483115171, 0.278287, 0.0835338, -0.184544, -0.313052, -0.998945, -0.00338532, -0.00247708, 0.0457362, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.117893] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [100] 1718295483117772, 0.280888, 0.0835338, -0.184544, -0.313052, -0.998945, -0.00338532, -0.00247708, 0.0457362, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.120375] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [101] 1718295483120261, 0.283377, 0.0835449, -0.184548, -0.313059, -0.998942, -0.00338439, -0.00247201, 0.0457977, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.123231] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [102] 1718295483123121, 0.286237, 0.0835449, -0.184548, -0.313059, -0.998942, -0.00338439, -0.00247201, 0.0457977, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.127957] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [104] 1718295483127831, 0.290947, 0.0835449, -0.184548, -0.313059, -0.998942, -0.00338439, -0.00247201, 0.0457977, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.130104] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [105] 1718295483129985, 0.293101, 0.0835214, -0.184556, -0.313056, -0.998936, -0.00338253, -0.00247558, 0.0459192, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.132853] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [106] 1718295483132737, 0.295853, 0.0835214, -0.184556, -0.313056, -0.998936, -0.00338253, -0.00247558, 0.0459192, -0.00234639, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.135472] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [107] 1718295483135321, 0.298437, 0.0835214, -0.184556, -0.313056, -0.998936, -0.00338253, -0.00247558, 0.0459192, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.138726] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [109] 1718295483138576, 0.301692, 0.0835225, -0.184564, -0.313052, -0.998936, -0.00341188, -0.00241146, 0.0459207, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.141917] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [110] 1718295483141808, 0.304924, 0.0835225, -0.184564, -0.313052, -0.998936, -0.00341188, -0.00241146, 0.0459207, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.145965] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [111] 1718295483145868, 0.308984, 0.0835225, -0.184564, -0.313052, -0.998936, -0.00341188, -0.00241146, 0.0459207, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.147549] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [113] 1718295483147422, 0.310538, 0.0835225, -0.184564, -0.313052, -0.998936, -0.00341188, -0.00241146, 0.0459207, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.150097] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [114] 1718295483149978, 0.313094, 0.0835217, -0.184559, -0.313045, -0.998935, -0.00338216, -0.00247709, 0.0459511, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.152753] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [115] 1718295483152641, 0.315757, 0.0835217, -0.184559, -0.313045, -0.998935, -0.00338216, -0.00247709, 0.0459511, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.157399] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [117] 1718295483157279, 0.320395, 0.0835217, -0.184559, -0.313045, -0.998935, -0.00338216, -0.00247709, 0.0459511, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.159841] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [118] 1718295483159732, 0.322848, 0.0835343, -0.18455, -0.31303, -0.998939, -0.00339002, -0.00245784, 0.0458525, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.162682] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [119] 1718295483162569, 0.325685, 0.0835343, -0.18455, -0.31303, -0.998939, -0.00339002, -0.00245784, 0.0458525, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.166592] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [120] 1718295483166470, 0.329586, 0.0835343, -0.18455, -0.31303, -0.998939, -0.00339002, -0.00245784, 0.0458525, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.167892] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [122] 1718295483167780, 0.330896, 0.0835343, -0.18455, -0.31303, -0.998939, -0.00339002, -0.00245784, 0.0458525, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.170316] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [123] 1718295483170196, 0.333312, 0.0835234, -0.18455, -0.313031, -0.998944, -0.00338214, -0.00250862, 0.0457441, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.174644] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [124] 1718295483174526, 0.337642, 0.0835234, -0.18455, -0.313031, -0.998944, -0.00338214, -0.00250862, 0.0457441, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.177406] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [126] 1718295483177285, 0.340401, 0.0835234, -0.18455, -0.313031, -0.998944, -0.00338214, -0.00250862, 0.0457441, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.179987] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [127] 1718295483179869, 0.342985, 0.0835381, -0.184558, -0.313012, -0.998933, -0.00340323, -0.00268705, 0.0459829, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.182890] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [128] 1718295483182772, 0.345888, 0.0835381, -0.184558, -0.313012, -0.998933, -0.00340323, -0.00268705, 0.0459829, 0, 0, 0, 0, -0.0352869, 0.0479683, 
[2024-06-13 12:18:03.185280] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [129] 1718295483185156, 0.348272, 0.0835381, -0.184558, -0.313012, -0.998933, -0.00340323, -0.00268705, 0.0459829, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.190256] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [131] 1718295483190138, 0.353254, 0.0834945, -0.184541, -0.313003, -0.998968, -0.00365807, -0.00213539, 0.0452167, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.192934] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [132] 1718295483192823, 0.355939, 0.0834945, -0.184541, -0.313003, -0.998968, -0.00365807, -0.00213539, 0.0452167, -0.00435599, 0, 0, 0.0455379, 0.111982, -0.153721, 
[2024-06-13 12:18:03.195939] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [133] 1718295483195821, 0.358937, 0.0834945, -0.184541, -0.313003, -0.998968, -0.00365807, -0.00213539, 0.0452167, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.198570] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [135] 1718295483198453, 0.361569, 0.0835213, -0.184559, -0.31304, -0.998937, -0.00338752, -0.00248416, 0.045899, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.201426] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [136] 1718295483201306, 0.364422, 0.0835213, -0.184559, -0.31304, -0.998937, -0.00338752, -0.00248416, 0.045899, 0.00267115, 0, -0.00369809, -0.0505686, -0.0716516, 0.136758, 
[2024-06-13 12:18:03.205922] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [137] 1718295483205823, 0.368939, 0.0835213, -0.184559, -0.31304, -0.998937, -0.00338752, -0.00248416, 0.045899, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.208830] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [139] 1718295483208659, 0.371775, 0.0835129, -0.184564, -0.313043, -0.998935, -0.00336994, -0.00247011, 0.0459455, 0, 0, 0, 0, 0, 0, 
