[2024-06-13 12:18:02.898494] [0x0000007f98d14010] [MocapTag] [0x00002ff1] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-06-13 12:18:08.050020] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2267] 1718295488049893, 5.21301, 0.0835544, -0.18456, -0.313049, -0.99893, -0.00340718, -0.00263441, 0.0460449, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.052726] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2268] 1718295488052607, 5.21572, 0.0835544, -0.18456, -0.313049, -0.99893, -0.00340718, -0.00263441, 0.0460449, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.055778] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2269] 1718295488055659, 5.21877, 0.0835544, -0.18456, -0.313049, -0.99893, -0.00340718, -0.00263441, 0.0460449, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.058301] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2271] 1718295488058186, 5.2213, 0.0835408, -0.184549, -0.313052, -0.998944, -0.00336623, -0.00250838, 0.0457601, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.061995] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2272] 1718295488061873, 5.22499, 0.0835408, -0.184549, -0.313052, -0.998944, -0.00336623, -0.00250838, 0.0457601, 0, 0, 0, 0, 0, -0.0571273, 
[2024-06-13 12:18:08.064637] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2273] 1718295488064517, 5.22763, 0.0835408, -0.184549, -0.313052, -0.998944, -0.00336623, -0.00250838, 0.0457601, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.067538] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2275] 1718295488067424, 5.23054, 0.0835408, -0.184549, -0.313052, -0.998944, -0.00336623, -0.00250838, 0.0457601, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.069696] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2276] 1718295488069582, 5.2327, 0.0835438, -0.184548, -0.313033, -0.998943, -0.0033854, -0.00247647, 0.0457739, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.072612] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2277] 1718295488072499, 5.23562, 0.0835438, -0.184548, -0.313033, -0.998943, -0.0033854, -0.00247647, 0.0457739, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.075239] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2278] 1718295488075123, 5.23824, 0.0835438, -0.184548, -0.313033, -0.998943, -0.0033854, -0.00247647, 0.0457739, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.079427] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2280] 1718295488079310, 5.24243, 0.0834961, -0.18453, -0.312993, -0.998959, -0.00387494, -0.0023327, 0.0453981, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.082630] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2281] 1718295488082504, 5.24562, 0.0834961, -0.18453, -0.312993, -0.998959, -0.00387494, -0.0023327, 0.0453981, -0.00477302, 0, 0.00405828, 0.0963211, 0, -0.0751324, 
[2024-06-13 12:18:08.085026] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2282] 1718295488084906, 5.24802, 0.0834961, -0.18453, -0.312993, -0.998959, -0.00387494, -0.0023327, 0.0453981, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.087574] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2284] 1718295488087456, 5.25057, 0.0835199, -0.18456, -0.313039, -0.998935, -0.00338612, -0.00248987, 0.0459557, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.090460] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2285] 1718295488090330, 5.25345, 0.0835199, -0.18456, -0.313039, -0.998935, -0.00338612, -0.00248987, 0.0459557, 0.00237622, -0.00304043, -0.00458687, -0.0959873, -0.0354509, 0.111537, 
[2024-06-13 12:18:08.093830] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2286] 1718295488093707, 5.25682, 0.0835199, -0.18456, -0.313039, -0.998935, -0.00338612, -0.00248987, 0.0459557, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.096397] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2287] 1718295488096305, 5.25942, 0.0835199, -0.18456, -0.313039, -0.998935, -0.00338612, -0.00248987, 0.0459557, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.099098] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2289] 1718295488098956, 5.26207, 0.083513, -0.184564, -0.313041, -0.998935, -0.00335861, -0.00248728, 0.045949, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.101789] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2290] 1718295488101670, 5.26479, 0.083513, -0.184564, -0.313041, -0.998935, -0.00335861, -0.00248728, 0.045949, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.104409] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2291] 1718295488104287, 5.2674, 0.083513, -0.184564, -0.313041, -0.998935, -0.00335861, -0.00248728, 0.045949, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.109120] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2293] 1718295488108996, 5.27211, 0.083513, -0.184564, -0.313041, -0.998935, -0.00335861, -0.00248728, 0.045949, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.111564] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2294] 1718295488111452, 5.27457, 0.0835189, -0.184563, -0.313034, -0.998937, -0.00336882, -0.00245244, 0.0459005, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.114442] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2295] 1718295488114324, 5.27744, 0.0835189, -0.184563, -0.313034, -0.998937, -0.00336882, -0.00245244, 0.0459005, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.117029] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2297] 1718295488116922, 5.28004, 0.0835189, -0.184563, -0.313034, -0.998937, -0.00336882, -0.00245244, 0.0459005, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.119637] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2298] 1718295488119510, 5.28263, 0.0835161, -0.184547, -0.313041, -0.99894, -0.0034173, -0.00248245, 0.0458293, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.122685] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2299] 1718295488122568, 5.28568, 0.0835161, -0.184547, -0.313041, -0.99894, -0.0034173, -0.00248245, 0.0458293, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.126305] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2300] 1718295488126205, 5.28932, 0.0835161, -0.184547, -0.313041, -0.99894, -0.0034173, -0.00248245, 0.0458293, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.128848] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2302] 1718295488128682, 5.2918, 0.0835233, -0.184538, -0.313005, -0.99893, -0.00380585, -0.00283925, 0.0460106, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.131597] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2303] 1718295488131469, 5.29458, 0.0835233, -0.184538, -0.313005, -0.99893, -0.00380585, -0.00283925, 0.0460106, 0, 0, 0.00357218, 0.0810146, -0.0675813, 0.0367768, 
[2024-06-13 12:18:08.134159] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2304] 1718295488134039, 5.29716, 0.0835233, -0.184538, -0.313005, -0.99893, -0.00380585, -0.00283925, 0.0460106, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.136913] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2306] 1718295488136796, 5.29991, 0.0835233, -0.184538, -0.313005, -0.99893, -0.00380585, -0.00283925, 0.0460106, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.141528] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2307] 1718295488141404, 5.30452, 0.0835165, -0.184538, -0.313054, -0.998943, -0.00336565, -0.00258627, 0.0457761, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.144525] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2308] 1718295488144409, 5.30753, 0.0835165, -0.184538, -0.313054, -0.998943, -0.00336565, -0.00258627, 0.0457761, 0, 0, -0.0048449, -0.0904083, 0.0463272, -0.0473656, 
[2024-06-13 12:18:08.147536] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2310] 1718295488147409, 5.31053, 0.0835165, -0.184538, -0.313054, -0.998943, -0.00336565, -0.00258627, 0.0457761, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.152306] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2311] 1718295488152179, 5.31529, 0.0835231, -0.184543, -0.313064, -0.998943, -0.00336914, -0.00249232, 0.0457786, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.152799] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2312] 1718295488152691, 5.31581, 0.0835231, -0.184543, -0.313064, -0.998943, -0.00336914, -0.00249232, 0.0457786, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.157141] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2314] 1718295488157010, 5.32013, 0.0835231, -0.184543, -0.313064, -0.998943, -0.00336914, -0.00249232, 0.0457786, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.159802] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2315] 1718295488159677, 5.32279, 0.0835191, -0.184543, -0.313067, -0.998938, -0.00341206, -0.00247803, 0.045889, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.162802] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2316] 1718295488162680, 5.3258, 0.0835191, -0.184543, -0.313067, -0.998938, -0.00341206, -0.00247803, 0.045889, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.165210] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2317] 1718295488165086, 5.3282, 0.0835191, -0.184543, -0.313067, -0.998938, -0.00341206, -0.00247803, 0.045889, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.167794] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2319] 1718295488167668, 5.33078, 0.0835146, -0.184551, -0.313072, -0.998935, -0.00340431, -0.00247765, 0.0459417, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.170488] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2320] 1718295488170363, 5.33348, 0.0835146, -0.184551, -0.313072, -0.998935, -0.00340431, -0.00247765, 0.0459417, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.173634] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2321] 1718295488173514, 5.33663, 0.0835146, -0.184551, -0.313072, -0.998935, -0.00340431, -0.00247765, 0.0459417, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.177287] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2323] 1718295488177170, 5.34029, 0.0835146, -0.184551, -0.313072, -0.998935, -0.00340431, -0.00247765, 0.0459417, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.179042] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2324] 1718295488178934, 5.34205, 0.0835361, -0.184564, -0.313064, -0.998911, -0.00343749, -0.00289087, 0.0464434, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.181639] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2325] 1718295488181499, 5.34462, 0.0835361, -0.184564, -0.313064, -0.998911, -0.00343749, -0.00289087, 0.0464434, 0.00214438, 0, 0, 0, -0.0818922, 0.100777, 
[2024-06-13 12:18:08.184177] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2326] 1718295488184059, 5.34718, 0.0835361, -0.184564, -0.313064, -0.998911, -0.00343749, -0.00289087, 0.0464434, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.188771] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2328] 1718295488188612, 5.35173, 0.0835361, -0.184564, -0.313064, -0.998911, -0.00343749, -0.00289087, 0.0464434, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.191297] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2329] 1718295488191180, 5.3543, 0.0835214, -0.18454, -0.31304, -0.998935, -0.0037694, -0.00267714, 0.0459064, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.194232] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2330] 1718295488194115, 5.35723, 0.0835214, -0.18454, -0.31304, -0.998935, -0.0037694, -0.00267714, 0.0459064, 0, 0.00237176, 0.00236265, 0.0640392, 0.0453648, -0.107522, 
[2024-06-13 12:18:08.196824] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2332] 1718295488196714, 5.35983, 0.0835214, -0.18454, -0.31304, -0.998935, -0.0037694, -0.00267714, 0.0459064, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.199451] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2333] 1718295488199337, 5.36245, 0.0835234, -0.184557, -0.313079, -0.998942, -0.00339515, -0.0025008, 0.045789, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.203665] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2334] 1718295488203541, 5.36666, 0.0835234, -0.184557, -0.313079, -0.998942, -0.00339515, -0.0025008, 0.045789, 0, 0, -0.00383963, -0.076437, 0, 0, 
[2024-06-13 12:18:08.206418] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2335] 1718295488206334, 5.36945, 0.0835234, -0.184557, -0.313079, -0.998942, -0.00339515, -0.0025008, 0.045789, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.209180] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2337] 1718295488209064, 5.37218, 0.0835223, -0.184533, -0.313083, -0.998944, -0.00340433, -0.00249677, 0.045745, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.211890] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2338] 1718295488211780, 5.3749, 0.0835223, -0.184533, -0.313083, -0.998944, -0.00340433, -0.00249677, 0.045745, 0, 0.00240442, 0, 0, 0, 0, 
[2024-06-13 12:18:08.214555] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2339] 1718295488214444, 5.37756, 0.0835223, -0.184533, -0.313083, -0.998944, -0.00340433, -0.00249677, 0.045745, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.218624] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2341] 1718295488218510, 5.38163, 0.0835223, -0.184533, -0.313083, -0.998944, -0.00340433, -0.00249677, 0.045745, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.221171] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2342] 1718295488221059, 5.38417, 0.0835296, -0.184556, -0.313088, -0.998941, -0.00340009, -0.00251178, 0.0458241, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.224036] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2343] 1718295488223925, 5.38704, 0.0835296, -0.184556, -0.313088, -0.998941, -0.00340009, -0.00251178, 0.0458241, 0, -0.00230384, 0, 0, 0, 0, 
[2024-06-13 12:18:08.226748] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2345] 1718295488226643, 5.38976, 0.0835296, -0.184556, -0.313088, -0.998941, -0.00340009, -0.00251178, 0.0458241, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.229547] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2346] 1718295488229435, 5.39255, 0.0835619, -0.184577, -0.313077, -0.998908, -0.00343918, -0.00300254, 0.0464865, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.232055] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2347] 1718295488231917, 5.39503, 0.0835619, -0.184577, -0.313077, -0.998908, -0.00343918, -0.00300254, 0.0464865, 0.00322205, -0.00207372, 0, 0, -0.0972157, 0.133011, 
[2024-06-13 12:18:08.235435] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2348] 1718295488235292, 5.39841, 0.0835619, -0.184577, -0.313077, -0.998908, -0.00343918, -0.00300254, 0.0464865, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.238191] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2350] 1718295488238077, 5.40119, 0.0835027, -0.184574, -0.3131, -0.998934, -0.00341054, -0.00249664, 0.0459685, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.240813] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2351] 1718295488240698, 5.40381, 0.0835027, -0.184574, -0.3131, -0.998934, -0.00341054, -0.00249664, 0.0459685, -0.00592029, 0, -0.0023598, 0, 0.100439, -0.104099, 
[2024-06-13 12:18:08.245049] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2352] 1718295488244937, 5.40805, 0.0835027, -0.184574, -0.3131, -0.998934, -0.00341054, -0.00249664, 0.0459685, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.246196] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2354] 1718295488246121, 5.40924, 0.0835027, -0.184574, -0.3131, -0.998934, -0.00341054, -0.00249664, 0.0459685, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.250559] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2355] 1718295488250439, 5.41355, 0.0835349, -0.184577, -0.313111, -0.998934, -0.00337279, -0.00248999, 0.0459621, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.253195] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2356] 1718295488253082, 5.4162, 0.0835349, -0.184577, -0.313111, -0.998934, -0.00337279, -0.00248999, 0.0459621, 0.00322961, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.255926] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2357] 1718295488255830, 5.41895, 0.0835349, -0.184577, -0.313111, -0.998934, -0.00337279, -0.00248999, 0.0459621, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.258522] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2359] 1718295488258407, 5.42152, 0.0835072, -0.18455, -0.313072, -0.998943, -0.00371185, -0.002574, 0.0457357, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.261420] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2360] 1718295488261308, 5.42442, 0.0835072, -0.18455, -0.313072, -0.998943, -0.00371185, -0.002574, 0.0457357, -0.00277355, 0.00271561, 0.00390699, 0.0684023, 0, -0.0450909, 
[2024-06-13 12:18:08.263908] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2361] 1718295488263798, 5.42691, 0.0835072, -0.18455, -0.313072, -0.998943, -0.00371185, -0.002574, 0.0457357, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.267490] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2363] 1718295488267343, 5.43046, 0.0835072, -0.18455, -0.313072, -0.998943, -0.00371185, -0.002574, 0.0457357, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.269826] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2364] 1718295488269680, 5.4328, 0.0835181, -0.184553, -0.313109, -0.998942, -0.0034104, -0.0024752, 0.0457883, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.272693] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2365] 1718295488272580, 5.4357, 0.0835181, -0.184553, -0.313109, -0.998942, -0.0034104, -0.0024752, 0.0457883, 0, 0, -0.00367424, -0.0611067, 0, 0, 
[2024-06-13 12:18:08.275161] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2366] 1718295488275053, 5.43817, 0.0835181, -0.184553, -0.313109, -0.998942, -0.0034104, -0.0024752, 0.0457883, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.277971] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2368] 1718295488277840, 5.44096, 0.0835706, -0.184569, -0.313077, -0.998912, -0.00352075, -0.00305987, 0.0463971, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.282248] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2369] 1718295488282135, 5.44525, 0.0835706, -0.184569, -0.313077, -0.998912, -0.00352075, -0.00305987, 0.0463971, 0.00524987, 0, 0.00313146, 0, -0.115354, 0.122394, 
[2024-06-13 12:18:08.286291] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2371] 1718295488286223, 5.44934, 0.0835706, -0.184569, -0.313077, -0.998912, -0.00352075, -0.00305987, 0.0463971, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.287321] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2372] 1718295488287168, 5.45028, 0.0835706, -0.184569, -0.313077, -0.998912, -0.00352075, -0.00305987, 0.0463971, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.289942] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2373] 1718295488289830, 5.45295, 0.08354, -0.184555, -0.313118, -0.998939, -0.00342301, -0.00249056, 0.0458512, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.292826] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2374] 1718295488292711, 5.45583, 0.08354, -0.184555, -0.313118, -0.998939, -0.00342301, -0.00249056, 0.0458512, -0.00306072, 0, -0.00405393, 0, 0.112446, -0.109786, 
[2024-06-13 12:18:08.295211] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2375] 1718295488295101, 5.45822, 0.08354, -0.184555, -0.313118, -0.998939, -0.00342301, -0.00249056, 0.0458512, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.298818] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2377] 1718295488298630, 5.46175, 0.0835266, -0.184554, -0.313109, -0.998946, -0.0036198, -0.00244289, 0.0456985, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.301605] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2378] 1718295488301490, 5.46461, 0.0835266, -0.184554, -0.313109, -0.998946, -0.0036198, -0.00244289, 0.0456985, 0, 0, 0, 0.0388145, 0, 0, 
[2024-06-13 12:18:08.304186] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2379] 1718295488304074, 5.46719, 0.0835266, -0.184554, -0.313109, -0.998946, -0.0036198, -0.00244289, 0.0456985, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.307991] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2381] 1718295488307877, 5.47099, 0.0835266, -0.184554, -0.313109, -0.998946, -0.0036198, -0.00244289, 0.0456985, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.309527] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2382] 1718295488309416, 5.47253, 0.0835456, -0.184582, -0.313127, -0.998934, -0.00337937, -0.00245879, 0.0459782, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.312239] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2383] 1718295488312128, 5.47524, 0.0835456, -0.184582, -0.313127, -0.998934, -0.00337937, -0.00245879, 0.0459782, 0, -0.00275052, 0, -0.0477791, 0, 0.0558905, 
[2024-06-13 12:18:08.316500] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2385] 1718295488316437, 5.47955, 0.0835456, -0.184582, -0.313127, -0.998934, -0.00337937, -0.00245879, 0.0459782, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.319182] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2386] 1718295488319070, 5.48219, 0.0835512, -0.184579, -0.313147, -0.998937, -0.00336256, -0.00247182, 0.0459144, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.321833] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2387] 1718295488321710, 5.48483, 0.0835512, -0.184579, -0.313147, -0.998937, -0.00336256, -0.00247182, 0.0459144, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.324481] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2388] 1718295488324358, 5.48747, 0.0835512, -0.184579, -0.313147, -0.998937, -0.00336256, -0.00247182, 0.0459144, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.327055] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2390] 1718295488326929, 5.49005, 0.0835512, -0.184579, -0.313147, -0.998937, -0.00336256, -0.00247182, 0.0459144, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.331195] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2391] 1718295488331074, 5.49419, 0.0835293, -0.184544, -0.313105, -0.998944, -0.00380517, -0.00253282, 0.0457161, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.334481] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2392] 1718295488334371, 5.49749, 0.0835293, -0.184544, -0.313105, -0.998944, -0.00380517, -0.00253282, 0.0457161, -0.00218216, 0.0035144, 0.00418558, 0.0889063, 0, -0.0394486, 
[2024-06-13 12:18:08.337676] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2394] 1718295488337555, 5.50067, 0.0835293, -0.184544, -0.313105, -0.998944, -0.00380517, -0.00253282, 0.0457161, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.339588] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2395] 1718295488339480, 5.5026, 0.0835599, -0.184547, -0.313163, -0.998941, -0.00336999, -0.00245972, 0.0458141, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.342963] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2396] 1718295488342840, 5.50596, 0.0835599, -0.184547, -0.313163, -0.998941, -0.00336999, -0.00245972, 0.0458141, 0.00305573, 0, -0.00585514, -0.0875711, 0, 0, 
[2024-06-13 12:18:08.347530] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2398] 1718295488347410, 5.51053, 0.0835599, -0.184547, -0.313163, -0.998941, -0.00336999, -0.00245972, 0.0458141, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:08.350151] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [2399] 1718295488350034, 5.51315, 0.0835425, -0.184557, -0.313172, -0.998941, -0.00340652, -0.00246836, 0.0458268, 0, 0, 0, 0, 0, 0, 
