[2025-01-13 19:09:50.173280] [0x0000007f842eb7c0] [MocapTag] [0x00001b7f] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-01-13 19:09:50.176550] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [3] 1736813390176359, 0.058015, 0.0790015, -0.272486, -0.311413, -0.99941, 0.0184003, -0.0162284, -0.0240257, 0.00310781, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.179236] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5] 1736813390179100, 0.060756, 0.0790015, -0.272486, -0.311413, -0.99941, 0.0184003, -0.0162284, -0.0240257, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.181641] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [7] 1736813390181513, 0.063169, 0.0789637, -0.272473, -0.311394, -0.99941, 0.0183595, -0.0162749, -0.0240461, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.184405] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [8] 1736813390184291, 0.065947, 0.0789637, -0.272473, -0.311394, -0.99941, 0.0183595, -0.0162749, -0.0240461, -0.00378091, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.188728] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [9] 1736813390188619, 0.070275, 0.0789637, -0.272473, -0.311394, -0.99941, 0.0183595, -0.0162749, -0.0240461, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.191301] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [11] 1736813390191176, 0.072832, 0.0789794, -0.272477, -0.311395, -0.999409, 0.0183914, -0.0162049, -0.0240995, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.194095] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [12] 1736813390193982, 0.075638, 0.0789794, -0.272477, -0.311395, -0.999409, 0.0183914, -0.0162049, -0.0240995, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.196744] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13] 1736813390196627, 0.078283, 0.0789794, -0.272477, -0.311395, -0.999409, 0.0183914, -0.0162049, -0.0240995, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.199542] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [14] 1736813390199431, 0.081087, 0.078987, -0.272475, -0.311388, -0.999409, 0.0183957, -0.0161729, -0.024109, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.202255] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [16] 1736813390202141, 0.083797, 0.078987, -0.272475, -0.311388, -0.999409, 0.0183957, -0.0161729, -0.024109, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.205938] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [17] 1736813390205817, 0.087473, 0.078987, -0.272475, -0.311388, -0.999409, 0.0183957, -0.0161729, -0.024109, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.208248] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [18] 1736813390208134, 0.08979, 0.078987, -0.272475, -0.311388, -0.999409, 0.0183957, -0.0161729, -0.024109, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.210358] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [19] 1736813390210266, 0.091922, 0.0789764, -0.272482, -0.311398, -0.999408, 0.0184414, -0.0162384, -0.0240668, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.213198] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [21] 1736813390213085, 0.094741, 0.0789764, -0.272482, -0.311398, -0.999408, 0.0184414, -0.0162384, -0.0240668, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.215822] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [22] 1736813390215661, 0.097317, 0.0789764, -0.272482, -0.311398, -0.999408, 0.0184414, -0.0162384, -0.0240668, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.218512] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [23] 1736813390218400, 0.100056, 0.0789764, -0.272482, -0.311398, -0.999408, 0.0184414, -0.0162384, -0.0240668, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.221286] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [25] 1736813390221180, 0.102836, 0.0789721, -0.272481, -0.311396, -0.999408, 0.0184796, -0.0162363, -0.0240679, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.225167] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [26] 1736813390225054, 0.10671, 0.0789721, -0.272481, -0.311396, -0.999408, 0.0184796, -0.0162363, -0.0240679, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.226614] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [27] 1736813390226504, 0.10816, 0.0789721, -0.272481, -0.311396, -0.999408, 0.0184796, -0.0162363, -0.0240679, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.229204] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [28] 1736813390229093, 0.110749, 0.0789575, -0.272451, -0.31137, -0.999407, 0.0184134, -0.0162186, -0.0241421, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.232061] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [30] 1736813390231935, 0.113591, 0.0789575, -0.272451, -0.31137, -0.999407, 0.0184134, -0.0162186, -0.0241421, 0, 0.00305231, 0.00254891, 0, 0, 0, 
[2025-01-13 19:09:50.234615] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [31] 1736813390234502, 0.116158, 0.0789575, -0.272451, -0.31137, -0.999407, 0.0184134, -0.0162186, -0.0241421, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.237326] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [32] 1736813390237218, 0.118874, 0.0789575, -0.272451, -0.31137, -0.999407, 0.0184134, -0.0162186, -0.0241421, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.240006] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [33] 1736813390239889, 0.121545, 0.078954, -0.272422, -0.311351, -0.999408, 0.0183509, -0.0161984, -0.0241913, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.243999] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [35] 1736813390243889, 0.125545, 0.078954, -0.272422, -0.311351, -0.999408, 0.0183509, -0.0161984, -0.0241913, 0, 0.00291186, 0, 0, 0, 0, 
[2025-01-13 19:09:50.245219] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [36] 1736813390245113, 0.126769, 0.078954, -0.272422, -0.311351, -0.999408, 0.0183509, -0.0161984, -0.0241913, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.249195] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [37] 1736813390249077, 0.130733, 0.078954, -0.272422, -0.311351, -0.999408, 0.0183509, -0.0161984, -0.0241913, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.250453] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [38] 1736813390250364, 0.13202, 0.0789597, -0.272422, -0.31135, -0.999408, 0.0183464, -0.0162251, -0.024147, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.253594] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [40] 1736813390253482, 0.135138, 0.0789597, -0.272422, -0.31135, -0.999408, 0.0183464, -0.0162251, -0.024147, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.256219] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [41] 1736813390256106, 0.137762, 0.0789597, -0.272422, -0.31135, -0.999408, 0.0183464, -0.0162251, -0.024147, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.258809] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [42] 1736813390258704, 0.14036, 0.0789597, -0.272422, -0.31135, -0.999408, 0.0183464, -0.0162251, -0.024147, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.261371] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [44] 1736813390261252, 0.142908, 0.0789608, -0.272428, -0.311357, -0.999409, 0.0183305, -0.0162426, -0.0241167, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.264103] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [45] 1736813390263993, 0.145649, 0.0789608, -0.272428, -0.311357, -0.999409, 0.0183305, -0.0162426, -0.0241167, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.268318] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [46] 1736813390268211, 0.149867, 0.0789608, -0.272428, -0.311357, -0.999409, 0.0183305, -0.0162426, -0.0241167, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.270965] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [48] 1736813390270906, 0.152562, 0.0789766, -0.272457, -0.311394, -0.99941, 0.0183532, -0.0162437, -0.0240448, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.273898] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [49] 1736813390273785, 0.155441, 0.0789766, -0.272457, -0.311394, -0.99941, 0.0183532, -0.0162437, -0.0240448, 0, -0.00293772, -0.00371339, 0, 0, 0, 
[2025-01-13 19:09:50.276439] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [50] 1736813390276323, 0.157979, 0.0789766, -0.272457, -0.311394, -0.99941, 0.0183532, -0.0162437, -0.0240448, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.278958] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [51] 1736813390278850, 0.160506, 0.0789979, -0.272475, -0.31141, -0.99941, 0.0183976, -0.0162425, -0.0240116, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.281915] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [53] 1736813390281790, 0.163446, 0.0789979, -0.272475, -0.31141, -0.99941, 0.0183976, -0.0162425, -0.0240116, 0.0021242, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.285121] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [54] 1736813390285010, 0.166666, 0.0789979, -0.272475, -0.31141, -0.99941, 0.0183976, -0.0162425, -0.0240116, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.287702] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [55] 1736813390287595, 0.169251, 0.0789979, -0.272475, -0.31141, -0.99941, 0.0183976, -0.0162425, -0.0240116, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.290325] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [56] 1736813390290237, 0.171893, 0.079003, -0.272476, -0.311415, -0.999411, 0.0183787, -0.016213, -0.0240191, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.293134] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [58] 1736813390293020, 0.174676, 0.079003, -0.272476, -0.311415, -0.999411, 0.0183787, -0.016213, -0.0240191, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.295682] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [59] 1736813390295576, 0.177232, 0.079003, -0.272476, -0.311415, -0.999411, 0.0183787, -0.016213, -0.0240191, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.298311] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [60] 1736813390298203, 0.179859, 0.079003, -0.272476, -0.311415, -0.999411, 0.0183787, -0.016213, -0.0240191, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.301059] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [62] 1736813390300956, 0.182612, 0.078979, -0.272477, -0.311429, -0.999409, 0.0183937, -0.0162167, -0.0240894, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.303735] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [63] 1736813390303622, 0.185278, 0.078979, -0.272477, -0.311429, -0.999409, 0.0183937, -0.0162167, -0.0240894, -0.00240399, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.306388] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [64] 1736813390306274, 0.18793, 0.078979, -0.272477, -0.311429, -0.999409, 0.0183937, -0.0162167, -0.0240894, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.308929] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [65] 1736813390308822, 0.190478, 0.0789514, -0.272471, -0.311418, -0.999409, 0.0183615, -0.0162967, -0.0240584, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.311967] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [67] 1736813390311838, 0.193494, 0.0789514, -0.272471, -0.311418, -0.999409, 0.0183615, -0.0162967, -0.0240584, -0.00276317, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.314495] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [68] 1736813390314383, 0.196039, 0.0789514, -0.272471, -0.311418, -0.999409, 0.0183615, -0.0162967, -0.0240584, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.318730] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [69] 1736813390318621, 0.200277, 0.0789514, -0.272471, -0.311418, -0.999409, 0.0183615, -0.0162967, -0.0240584, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.321584] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [71] 1736813390321468, 0.203124, 0.0789341, -0.272475, -0.31141, -0.999408, 0.0183749, -0.0163451, -0.0240514, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.324314] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [72] 1736813390324202, 0.205858, 0.0789341, -0.272475, -0.31141, -0.999408, 0.0183749, -0.0163451, -0.0240514, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.326812] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [73] 1736813390326702, 0.208358, 0.0789341, -0.272475, -0.31141, -0.999408, 0.0183749, -0.0163451, -0.0240514, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.331055] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [75] 1736813390330954, 0.21261, 0.0789411, -0.27248, -0.311394, -0.999409, 0.0183847, -0.0163505, -0.0240096, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.335263] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [76] 1736813390335151, 0.216807, 0.0789411, -0.27248, -0.311394, -0.999409, 0.0183847, -0.0163505, -0.0240096, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.336352] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [77] 1736813390336239, 0.217895, 0.0789411, -0.27248, -0.311394, -0.999409, 0.0183847, -0.0163505, -0.0240096, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.338919] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [78] 1736813390338816, 0.220472, 0.0789571, -0.272492, -0.311395, -0.999409, 0.0184276, -0.0163832, -0.0239459, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.342077] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [80] 1736813390341967, 0.223623, 0.0789571, -0.272492, -0.311395, -0.999409, 0.0184276, -0.0163832, -0.0239459, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.346116] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [81] 1736813390346008, 0.227664, 0.0789571, -0.272492, -0.311395, -0.999409, 0.0184276, -0.0163832, -0.0239459, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.348798] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [82] 1736813390348690, 0.230346, 0.0789571, -0.272492, -0.311395, -0.999409, 0.0184276, -0.0163832, -0.0239459, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.351665] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [84] 1736813390351541, 0.233197, 0.0789646, -0.272502, -0.311384, -0.999409, 0.0184554, -0.0163529, -0.023955, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.354491] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [85] 1736813390354374, 0.23603, 0.0789646, -0.272502, -0.311384, -0.999409, 0.0184554, -0.0163529, -0.023955, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.357229] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [86] 1736813390357117, 0.238773, 0.0789646, -0.272502, -0.311384, -0.999409, 0.0184554, -0.0163529, -0.023955, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.359952] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [87] 1736813390359840, 0.241496, 0.0789327, -0.272469, -0.311359, -0.999407, 0.0184271, -0.0163515, -0.0240419, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.363383] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [89] 1736813390363272, 0.244928, 0.0789327, -0.272469, -0.311359, -0.999407, 0.0184271, -0.0163515, -0.0240419, -0.00318314, 0.00328251, 0.00246087, 0, 0, 0, 
[2025-01-13 19:09:50.365985] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [90] 1736813390365875, 0.247531, 0.0789327, -0.272469, -0.311359, -0.999407, 0.0184271, -0.0163515, -0.0240419, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.368564] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [91] 1736813390368457, 0.250113, 0.0789327, -0.272469, -0.311359, -0.999407, 0.0184271, -0.0163515, -0.0240419, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.371137] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [93] 1736813390371026, 0.252682, 0.078925, -0.27247, -0.311355, -0.999406, 0.0184432, -0.0163291, -0.0241045, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.375015] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [94] 1736813390374895, 0.256551, 0.078925, -0.27247, -0.311355, -0.999406, 0.0184432, -0.0163291, -0.0241045, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.378621] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [95] 1736813390378509, 0.260165, 0.078925, -0.27247, -0.311355, -0.999406, 0.0184432, -0.0163291, -0.0241045, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.381386] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [97] 1736813390381269, 0.262925, 0.0789365, -0.272477, -0.31136, -0.999407, 0.0184569, -0.0163147, -0.0240746, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.383996] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [98] 1736813390383885, 0.265541, 0.0789365, -0.272477, -0.31136, -0.999407, 0.0184569, -0.0163147, -0.0240746, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.386438] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [99] 1736813390386332, 0.267988, 0.0789365, -0.272477, -0.31136, -0.999407, 0.0184569, -0.0163147, -0.0240746, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.389103] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [100] 1736813390388947, 0.270603, 0.0789497, -0.272486, -0.311378, -0.999407, 0.0184835, -0.016322, -0.0240487, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.391934] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [102] 1736813390391820, 0.273476, 0.0789497, -0.272486, -0.311378, -0.999407, 0.0184835, -0.016322, -0.0240487, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.395003] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [103] 1736813390394880, 0.276536, 0.0789497, -0.272486, -0.311378, -0.999407, 0.0184835, -0.016322, -0.0240487, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.397857] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [104] 1736813390397746, 0.279402, 0.0789497, -0.272486, -0.311378, -0.999407, 0.0184835, -0.016322, -0.0240487, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.400354] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [105] 1736813390400233, 0.281889, 0.0789637, -0.272502, -0.311401, -0.999407, 0.0185214, -0.0163187, -0.0240089, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.403156] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [107] 1736813390403018, 0.284674, 0.0789637, -0.272502, -0.311401, -0.999407, 0.0185214, -0.0163187, -0.0240089, 0, 0, -0.00230725, 0, 0, 0, 
[2025-01-13 19:09:50.405575] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [108] 1736813390405469, 0.287125, 0.0789637, -0.272502, -0.311401, -0.999407, 0.0185214, -0.0163187, -0.0240089, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.410599] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [109] 1736813390410509, 0.292165, 0.0789637, -0.272502, -0.311401, -0.999407, 0.0185214, -0.0163187, -0.0240089, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.413032] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [111] 1736813390412920, 0.294576, 0.0789788, -0.272516, -0.311417, -0.999408, 0.0185284, -0.01629, -0.0239936, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.415191] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [112] 1736813390415083, 0.296739, 0.0789788, -0.272516, -0.311417, -0.999408, 0.0185284, -0.01629, -0.0239936, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.419003] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [113] 1736813390418891, 0.300547, 0.0789788, -0.272516, -0.311417, -0.999408, 0.0185284, -0.01629, -0.0239936, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.420396] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [114] 1736813390420307, 0.301963, 0.0789703, -0.272509, -0.311425, -0.999408, 0.0185068, -0.0163053, -0.024003, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.423388] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [116] 1736813390423275, 0.304931, 0.0789703, -0.272509, -0.311425, -0.999408, 0.0185068, -0.0163053, -0.024003, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.426699] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [117] 1736813390426593, 0.308249, 0.0789703, -0.272509, -0.311425, -0.999408, 0.0185068, -0.0163053, -0.024003, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.429204] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [118] 1736813390429096, 0.310752, 0.0789504, -0.2725, -0.311416, -0.999409, 0.0184451, -0.0163349, -0.023972, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.432444] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [120] 1736813390432289, 0.313945, 0.0789504, -0.2725, -0.311416, -0.999409, 0.0184451, -0.0163349, -0.023972, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.434456] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [121] 1736813390434348, 0.316004, 0.0789504, -0.2725, -0.311416, -0.999409, 0.0184451, -0.0163349, -0.023972, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.437017] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [122] 1736813390436908, 0.318564, 0.0789504, -0.2725, -0.311416, -0.999409, 0.0184451, -0.0163349, -0.023972, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.439771] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [123] 1736813390439657, 0.321313, 0.0789274, -0.272456, -0.311397, -0.999406, 0.0183686, -0.0162657, -0.0241915, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.443134] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [125] 1736813390443022, 0.324678, 0.0789274, -0.272456, -0.311397, -0.999406, 0.0183686, -0.0162657, -0.0241915, -0.00229703, 0.00434515, 0, 0, 0, -0.0433937, 
[2025-01-13 19:09:50.445795] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [126] 1736813390445647, 0.327303, 0.0789274, -0.272456, -0.311397, -0.999406, 0.0183686, -0.0162657, -0.0241915, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.448554] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [127] 1736813390448448, 0.330104, 0.0789274, -0.272456, -0.311397, -0.999406, 0.0183686, -0.0162657, -0.0241915, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.450979] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [129] 1736813390450893, 0.332549, 0.0789338, -0.272449, -0.311397, -0.999406, 0.0183494, -0.0162171, -0.0242556, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.453759] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [130] 1736813390453647, 0.335303, 0.0789338, -0.272449, -0.311397, -0.999406, 0.0183494, -0.0162171, -0.0242556, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.457886] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [131] 1736813390457776, 0.339432, 0.0789338, -0.272449, -0.311397, -0.999406, 0.0183494, -0.0162171, -0.0242556, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.460808] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [133] 1736813390460740, 0.342396, 0.078945, -0.272493, -0.31141, -0.999407, 0.0184149, -0.0162154, -0.0241558, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.463623] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [134] 1736813390463508, 0.345164, 0.078945, -0.272493, -0.31141, -0.999407, 0.0184149, -0.0162154, -0.0241558, 0, -0.00438012, 0, 0, 0, 0, 
[2025-01-13 19:09:50.466889] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [135] 1736813390466777, 0.348433, 0.078945, -0.272493, -0.31141, -0.999407, 0.0184149, -0.0162154, -0.0241558, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:09:50.468804] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [136] 1736813390468698, 0.350354, 0.078945, -0.272493, -0.31141, -0.999407, 0.0184149, -0.0162154, -0.0241558, 0, 0, 0, 0, 0, 0, 
