[2025-01-13 19:09:50.173280] [0x0000007f842eb7c0] [MocapTag] [0x00001b7f] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-01-13 19:10:01.837266] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5176] 1736813401837150, 11.7188, -0.040398, -0.220467, -0.361852, -0.982625, 0.069732, 0.017347, -0.171129, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.839850] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5177] 1736813401839734, 11.7214, -0.0438695, -0.219402, -0.364326, -0.98205, 0.0696417, 0.0185308, -0.174311, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.842693] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5178] 1736813401842605, 11.7243, -0.0438695, -0.219402, -0.364326, -0.98205, 0.0696417, 0.0185308, -0.174311, -0.347142, 0.106539, -0.24734, 0.0767708, 0.272224, -0.632751, 
[2025-01-13 19:10:01.845272] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5180] 1736813401845157, 11.7268, -0.0438695, -0.219402, -0.364326, -0.98205, 0.0696417, 0.0185308, -0.174311, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.847996] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5181] 1736813401847884, 11.7295, -0.0438695, -0.219402, -0.364326, -0.98205, 0.0696417, 0.0185308, -0.174311, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.852298] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5182] 1736813401852213, 11.7339, -0.0474379, -0.218282, -0.366622, -0.980864, 0.0699877, 0.0241793, -0.180065, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.856090] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5184] 1736813401855968, 11.7376, -0.0474379, -0.218282, -0.366622, -0.980864, 0.0699877, 0.0241793, -0.180065, -0.356847, 0.111977, -0.22962, 0.164771, 1.19897, -1.10503, 
[2025-01-13 19:10:01.858600] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5185] 1736813401858488, 11.7401, -0.0509407, -0.2173, -0.369209, -0.980038, 0.0695475, 0.0265485, -0.184347, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.862627] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5186] 1736813401862513, 11.7442, -0.0509407, -0.2173, -0.369209, -0.980038, 0.0695475, 0.0265485, -0.184347, -0.350277, 0.098212, -0.258682, 0.203276, 0.50553, -0.849751, 
[2025-01-13 19:10:01.863860] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5188] 1736813401863803, 11.7455, -0.0509407, -0.2173, -0.369209, -0.980038, 0.0695475, 0.0265485, -0.184347, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.868134] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5189] 1736813401868018, 11.7497, -0.0509407, -0.2173, -0.369209, -0.980038, 0.0695475, 0.0265485, -0.184347, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.870823] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5190] 1736813401870707, 11.7524, -0.0544074, -0.21634, -0.371836, -0.979184, 0.0691662, 0.0286684, -0.188659, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.873637] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5192] 1736813401873542, 11.7552, -0.0544074, -0.21634, -0.371836, -0.979184, 0.0691662, 0.0286684, -0.188659, -0.346671, 0.0960002, -0.262767, 0.18692, 0.457677, -0.860107, 
[2025-01-13 19:10:01.876280] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5193] 1736813401876145, 11.7578, -0.0544074, -0.21634, -0.371836, -0.979184, 0.0691662, 0.0286684, -0.188659, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.878854] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5194] 1736813401878739, 11.7604, -0.0578617, -0.215387, -0.374559, -0.978296, 0.0687464, 0.0305768, -0.193067, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.881858] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5195] 1736813401881744, 11.7634, -0.0578617, -0.215387, -0.374559, -0.978296, 0.0687464, 0.0305768, -0.193067, -0.345427, 0.095297, -0.272241, 0.191188, 0.414537, -0.884131, 
[2025-01-13 19:10:01.885403] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5197] 1736813401885283, 11.7669, -0.0578617, -0.215387, -0.374559, -0.978296, 0.0687464, 0.0305768, -0.193067, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.888109] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5198] 1736813401887992, 11.7696, -0.0578617, -0.215387, -0.374559, -0.978296, 0.0687464, 0.0305768, -0.193067, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.890666] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5199] 1736813401890548, 11.7722, -0.0612543, -0.214536, -0.377347, -0.977505, 0.0674312, 0.0321695, -0.197236, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.893509] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5200] 1736813401893419, 11.7751, -0.0612543, -0.214536, -0.377347, -0.977505, 0.0674312, 0.0321695, -0.197236, -0.33926, 0.0851255, -0.278797, 0.356984, 0.313181, -0.847542, 
[2025-01-13 19:10:01.897132] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5202] 1736813401897017, 11.7787, -0.0612543, -0.214536, -0.377347, -0.977505, 0.0674312, 0.0321695, -0.197236, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.900721] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5203] 1736813401900606, 11.7823, -0.0634337, -0.217102, -0.380212, -0.980215, 0.0457639, 0.0224757, -0.191255, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.903348] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5205] 1736813401903286, 11.7849, -0.0634337, -0.217102, -0.380212, -0.980215, 0.0457639, 0.0224757, -0.191255, -0.217947, -0.256602, -0.286504, 3.8542, -2.80051, 0.994009, 
[2025-01-13 19:10:01.906513] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5206] 1736813401906399, 11.7881, -0.0634337, -0.217102, -0.380212, -0.980215, 0.0457639, 0.0224757, -0.191255, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.909471] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5207] 1736813401909361, 11.791, -0.0666499, -0.216291, -0.383181, -0.97916, 0.0451526, 0.0251434, -0.196407, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.912483] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5208] 1736813401912333, 11.794, -0.0666499, -0.216291, -0.383181, -0.97916, 0.0451526, 0.0251434, -0.196407, -0.321618, 0.0810351, -0.296916, 0.255895, 0.541951, -1.03971, 
[2025-01-13 19:10:01.918023] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5210] 1736813401917905, 11.7996, -0.0666499, -0.216291, -0.383181, -0.97916, 0.0451526, 0.0251434, -0.196407, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.920097] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5211] 1736813401919978, 11.8016, -0.0699709, -0.215434, -0.385952, -0.978111, 0.0443176, 0.0270192, -0.201507, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.923046] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5212] 1736813401922930, 11.8046, -0.0699709, -0.215434, -0.385952, -0.978111, 0.0443176, 0.0270192, -0.201507, -0.332096, 0.0857865, -0.27707, 0.273538, 0.374965, -1.0376, 
[2025-01-13 19:10:01.925535] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5214] 1736813401925421, 11.8071, -0.0699709, -0.215434, -0.385952, -0.978111, 0.0443176, 0.0270192, -0.201507, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.928233] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5215] 1736813401928118, 11.8098, -0.0699709, -0.215434, -0.385952, -0.978111, 0.0443176, 0.0270192, -0.201507, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.931935] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5216] 1736813401931816, 11.8135, -0.0733327, -0.214523, -0.388754, -0.97703, 0.0434345, 0.0288745, -0.20662, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.934650] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5218] 1736813401934533, 11.8162, -0.0733327, -0.214523, -0.388754, -0.97703, 0.0434345, 0.0288745, -0.20662, -0.336188, 0.0910632, -0.280198, 0.286007, 0.36649, -1.04335, 
[2025-01-13 19:10:01.937397] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5219] 1736813401937281, 11.8189, -0.0733327, -0.214523, -0.388754, -0.97703, 0.0434345, 0.0288745, -0.20662, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.939842] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5220] 1736813401939725, 11.8214, -0.0765033, -0.213811, -0.391587, -0.976069, 0.0427287, 0.0304759, -0.211031, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.942698] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5221] 1736813401942608, 11.8243, -0.0765033, -0.213811, -0.391587, -0.976069, 0.0427287, 0.0304759, -0.211031, -0.31705, 0.0711414, -0.283371, 0.238776, 0.316503, -0.901744, 
[2025-01-13 19:10:01.947017] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5223] 1736813401946903, 11.8286, -0.0765033, -0.213811, -0.391587, -0.976069, 0.0427287, 0.0304759, -0.211031, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.949533] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5224] 1736813401949407, 11.8311, -0.0795296, -0.213231, -0.3945, -0.975193, 0.0421516, 0.0319122, -0.214952, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.952324] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5225] 1736813401952236, 11.8339, -0.0795296, -0.213231, -0.3945, -0.975193, 0.0421516, 0.0319122, -0.214952, -0.302637, 0.0580165, -0.291284, 0.205255, 0.28438, -0.802881, 
[2025-01-13 19:10:01.954873] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5227] 1736813401954757, 11.8364, -0.0795296, -0.213231, -0.3945, -0.975193, 0.0421516, 0.0319122, -0.214952, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.957611] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5228] 1736813401957499, 11.8392, -0.0795296, -0.213231, -0.3945, -0.975193, 0.0421516, 0.0319122, -0.214952, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.960144] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5229] 1736813401960022, 11.8417, -0.0824604, -0.212744, -0.397422, -0.974303, 0.041764, 0.0330213, -0.218859, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.964616] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5231] 1736813401964490, 11.8461, -0.0824604, -0.212744, -0.397422, -0.974303, 0.041764, 0.0330213, -0.218859, -0.293079, 0.0486863, -0.292191, 0.15614, 0.227175, -0.80117, 
[2025-01-13 19:10:01.967241] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5232] 1736813401967125, 11.8488, -0.0824604, -0.212744, -0.397422, -0.974303, 0.041764, 0.0330213, -0.218859, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.969860] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5233] 1736813401969730, 11.8514, -0.0853001, -0.21235, -0.400259, -0.973423, 0.040981, 0.0341914, -0.222707, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.972908] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5234] 1736813401972794, 11.8544, -0.0853001, -0.21235, -0.400259, -0.973423, 0.040981, 0.0341914, -0.222707, -0.283972, 0.0394549, -0.283703, 0.237441, 0.220018, -0.793254, 
[2025-01-13 19:10:01.975278] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5236] 1736813401975165, 11.8568, -0.0853001, -0.21235, -0.400259, -0.973423, 0.040981, 0.0341914, -0.222707, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.978981] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5237] 1736813401978866, 11.8605, -0.0853001, -0.21235, -0.400259, -0.973423, 0.040981, 0.0341914, -0.222707, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.981825] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5238] 1736813401981708, 11.8634, -0.088092, -0.211908, -0.403037, -0.972484, 0.0401514, 0.0359209, -0.226656, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.984530] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5240] 1736813401984419, 11.8661, -0.088092, -0.211908, -0.403037, -0.972484, 0.0401514, 0.0359209, -0.226656, -0.279188, 0.044159, -0.277797, 0.274277, 0.325949, -0.814638, 
[2025-01-13 19:10:01.987222] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5241] 1736813401987107, 11.8688, -0.088092, -0.211908, -0.403037, -0.972484, 0.0401514, 0.0359209, -0.226656, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.989717] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5242] 1736813401989600, 11.8713, -0.0908057, -0.211572, -0.405594, -0.971496, 0.0397625, 0.0372927, -0.230703, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.994789] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5244] 1736813401994674, 11.8763, -0.0908057, -0.211572, -0.405594, -0.971496, 0.0397625, 0.0372927, -0.230703, -0.27137, 0.0336593, -0.25571, 0.175381, 0.275102, -0.833803, 
[2025-01-13 19:10:01.996589] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5245] 1736813401996479, 11.8781, -0.0908057, -0.211572, -0.405594, -0.971496, 0.0397625, 0.0372927, -0.230703, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:01.999606] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5246] 1736813401999493, 11.8811, -0.0936382, -0.211198, -0.408447, -0.970633, 0.0381218, 0.0388948, -0.234319, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.002198] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5247] 1736813402002083, 11.8837, -0.0936382, -0.211198, -0.408447, -0.970633, 0.0381218, 0.0388948, -0.234319, -0.283247, 0.0373805, -0.285317, 0.428557, 0.25752, -0.756729, 
[2025-01-13 19:10:02.004755] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5249] 1736813402004639, 11.8863, -0.0936382, -0.211198, -0.408447, -0.970633, 0.0381218, 0.0388948, -0.234319, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.009304] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5250] 1736813402009189, 11.8908, -0.0936382, -0.211198, -0.408447, -0.970633, 0.0381218, 0.0388948, -0.234319, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.012723] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5251] 1736813402012614, 11.8943, -0.0964887, -0.210793, -0.411081, -0.969528, 0.036928, 0.0405882, -0.238755, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.014855] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5253] 1736813402014726, 11.8964, -0.0964887, -0.210793, -0.411081, -0.969528, 0.036928, 0.0405882, -0.238755, -0.285054, 0.0404475, -0.26334, 0.355864, 0.297934, -0.924483, 
[2025-01-13 19:10:02.018888] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5254] 1736813402018774, 11.9004, -0.0964887, -0.210793, -0.411081, -0.969528, 0.036928, 0.0405882, -0.238755, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.020020] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5255] 1736813402019897, 11.9016, -0.0991985, -0.210285, -0.413675, -0.968333, 0.0357668, 0.0422373, -0.243451, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.022932] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5256] 1736813402022844, 11.9045, -0.0991985, -0.210285, -0.413675, -0.968333, 0.0357668, 0.0422373, -0.243451, -0.270981, 0.0508916, -0.25948, 0.352859, 0.289209, -0.980714, 
[2025-01-13 19:10:02.025918] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5258] 1736813402025804, 11.9075, -0.0991985, -0.210285, -0.413675, -0.968333, 0.0357668, 0.0422373, -0.243451, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.028493] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5259] 1736813402028379, 11.91, -0.101846, -0.209836, -0.416257, -0.967168, 0.0346486, 0.0440751, -0.247879, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.031338] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5260] 1736813402031220, 11.9129, -0.101846, -0.209836, -0.416257, -0.967168, 0.0346486, 0.0440751, -0.247879, -0.264699, 0.044818, -0.258199, 0.353789, 0.323531, -0.927234, 
[2025-01-13 19:10:02.033807] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5262] 1736813402033682, 11.9153, -0.101846, -0.209836, -0.416257, -0.967168, 0.0346486, 0.0440751, -0.247879, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.036266] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5263] 1736813402036142, 11.9178, -0.101846, -0.209836, -0.416257, -0.967168, 0.0346486, 0.0440751, -0.247879, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.038757] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5264] 1736813402038642, 11.9203, -0.104431, -0.209541, -0.418743, -0.966132, 0.0333102, 0.0455776, -0.251799, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.042072] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5265] 1736813402041957, 11.9236, -0.104431, -0.209541, -0.418743, -0.966132, 0.0333102, 0.0455776, -0.251799, -0.25859, 0.0295195, -0.248513, 0.377321, 0.242253, -0.82663, 
[2025-01-13 19:10:02.044530] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5267] 1736813402044404, 11.9261, -0.104431, -0.209541, -0.418743, -0.966132, 0.0333102, 0.0455776, -0.251799, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.047128] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5268] 1736813402047013, 11.9287, -0.104431, -0.209541, -0.418743, -0.966132, 0.0333102, 0.0455776, -0.251799, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.049733] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5269] 1736813402049611, 11.9313, -0.106743, -0.20919, -0.421215, -0.965132, 0.0313526, 0.04704, -0.255587, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.052489] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5270] 1736813402052334, 11.934, -0.106743, -0.20919, -0.421215, -0.965132, 0.0313526, 0.04704, -0.255587, -0.231151, 0.0351595, -0.247249, 0.496149, 0.199469, -0.807154, 
[2025-01-13 19:10:02.056889] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5272] 1736813402056775, 11.9384, -0.106743, -0.20919, -0.421215, -0.965132, 0.0313526, 0.04704, -0.255587, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.058247] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5273] 1736813402058131, 11.9398, -0.106743, -0.20919, -0.421215, -0.965132, 0.0313526, 0.04704, -0.255587, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.060786] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5274] 1736813402060669, 11.9423, -0.109021, -0.208908, -0.42367, -0.964084, 0.0298872, 0.0483682, -0.259439, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.063506] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5275] 1736813402063418, 11.9451, -0.109021, -0.208908, -0.42367, -0.964084, 0.0298872, 0.0483682, -0.259439, -0.227772, 0.0281927, -0.24545, 0.396109, 0.1955, -0.817716, 
[2025-01-13 19:10:02.066046] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5277] 1736813402065922, 11.9476, -0.109021, -0.208908, -0.42367, -0.964084, 0.0298872, 0.0483682, -0.259439, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.068630] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5278] 1736813402068515, 11.9502, -0.111244, -0.208651, -0.426106, -0.963099, 0.0284249, 0.0492994, -0.263062, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.072830] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5279] 1736813402072739, 11.9544, -0.111244, -0.208651, -0.426106, -0.963099, 0.0284249, 0.0492994, -0.263062, -0.22233, 0.0256354, -0.243643, 0.373626, 0.115235, -0.770724, 
[2025-01-13 19:10:02.076757] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5281] 1736813402076643, 11.9583, -0.111244, -0.208651, -0.426106, -0.963099, 0.0284249, 0.0492994, -0.263062, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.077999] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5282] 1736813402077885, 11.9595, -0.111244, -0.208651, -0.426106, -0.963099, 0.0284249, 0.0492994, -0.263062, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.080666] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5283] 1736813402080551, 11.9622, -0.113418, -0.208479, -0.428536, -0.962111, 0.0268491, 0.0502137, -0.266646, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.083757] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5285] 1736813402083667, 11.9653, -0.113418, -0.208479, -0.428536, -0.962111, 0.0268491, 0.0502137, -0.266646, -0.217417, 0.0172224, -0.243035, 0.395179, 0.103174, -0.765359, 
[2025-01-13 19:10:02.085920] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5286] 1736813402085804, 11.9675, -0.113418, -0.208479, -0.428536, -0.962111, 0.0268491, 0.0502137, -0.266646, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.090157] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5287] 1736813402090041, 11.9717, -0.11545, -0.208417, -0.43093, -0.961271, 0.0254229, 0.0511877, -0.269614, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.093119] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5288] 1736813402093033, 11.9747, -0.11545, -0.208417, -0.43093, -0.961271, 0.0254229, 0.0511877, -0.269614, -0.203146, 0.00619724, -0.239365, 0.363088, 0.118592, -0.63678, 
[2025-01-13 19:10:02.095642] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5290] 1736813402095514, 11.9772, -0.11545, -0.208417, -0.43093, -0.961271, 0.0254229, 0.0511877, -0.269614, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.098125] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5291] 1736813402098010, 11.9797, -0.11545, -0.208417, -0.43093, -0.961271, 0.0254229, 0.0511877, -0.269614, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.100766] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5292] 1736813402100647, 11.9823, -0.11742, -0.20817, -0.433262, -0.960217, 0.0238209, 0.0524137, -0.273257, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.105632] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5294] 1736813402105518, 11.9872, -0.11742, -0.20817, -0.433262, -0.960217, 0.0238209, 0.0524137, -0.273257, -0.197081, 0.0247539, -0.233218, 0.419712, 0.156613, -0.781989, 
[2025-01-13 19:10:02.108195] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5295] 1736813402108086, 11.9897, -0.11742, -0.20817, -0.433262, -0.960217, 0.0238209, 0.0524137, -0.273257, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.110820] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5296] 1736813402110701, 11.9924, -0.11927, -0.207959, -0.435555, -0.959208, 0.0219129, 0.0531423, -0.276797, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.113475] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5298] 1736813402113414, 11.9951, -0.11927, -0.207959, -0.435555, -0.959208, 0.0219129, 0.0531423, -0.276797, -0.184954, 0.0210169, -0.229286, 0.451231, 0.040701, -0.762969, 
[2025-01-13 19:10:02.116022] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5299] 1736813402115906, 11.9976, -0.11927, -0.207959, -0.435555, -0.959208, 0.0219129, 0.0531423, -0.276797, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.118636] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5300] 1736813402118522, 12.0002, -0.122626, -0.205489, -0.43512, -0.956915, 0.0101585, 0.0564241, -0.284654, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.123258] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5301] 1736813402123167, 12.0048, -0.122626, -0.205489, -0.43512, -0.956915, 0.0101585, 0.0564241, -0.284654, -0.335603, 0.247059, 0.0434786, -625.772, 0, -1.78511, 
[2025-01-13 19:10:02.127637] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5303] 1736813402127520, 12.0092, -0.122626, -0.205489, -0.43512, -0.956915, 0.0101585, 0.0564241, -0.284654, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:02.128289] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [5304] 1736813402128185, 12.0098, -0.124345, -0.20532, -0.437328, -0.955946, 0.00850357, 0.0574029, -0.28775, 0, 0, 0, 0, 0, 0, 
