[2025-01-13 17:15:04.932588] [0x0000007fa83317c0] [MocapTag] [0x000014bf] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-01-13 17:15:29.743688] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11266] 1736806529743574, 24.8587, -1.93692, -1.03484, -1.28606, -0.0241418, 0.0463056, 0.0328424, -0.998095, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.746805] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11268] 1736806529746690, 24.8618, -1.93692, -1.03484, -1.28606, -0.0241418, 0.0463056, 0.0328424, -0.998095, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.748731] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11269] 1736806529748619, 24.8638, -1.9476, -1.0322, -1.28576, -0.0254934, 0.0466209, 0.0326407, -0.998054, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.752005] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11270] 1736806529751890, 24.867, -1.9476, -1.0322, -1.28576, -0.0254934, 0.0466209, 0.0326407, -0.998054, -1.06735, 0.263662, 0.029808, -0.054574, 0.0707097, 0.271225, 
[2025-01-13 17:15:29.754448] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11271] 1736806529754333, 24.8695, -1.9476, -1.0322, -1.28576, -0.0254934, 0.0466209, 0.0326407, -0.998054, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.757183] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11273] 1736806529757067, 24.8722, -1.9476, -1.0322, -1.28576, -0.0254934, 0.0466209, 0.0326407, -0.998054, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.759719] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11274] 1736806529759606, 24.8748, -1.95822, -1.0295, -1.28537, -0.0266813, 0.0469295, 0.0324603, -0.998014, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.762382] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11275] 1736806529762264, 24.8774, -1.95822, -1.0295, -1.28537, -0.0266813, 0.0469295, 0.0324603, -0.998014, -1.06281, 0.269775, 0.0398169, -0.0489235, 0.0683345, 0.238276, 
[2025-01-13 17:15:29.764784] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11276] 1736806529764699, 24.8799, -1.95822, -1.0295, -1.28537, -0.0266813, 0.0469295, 0.0324603, -0.998014, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.767903] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11278] 1736806529767791, 24.883, -1.95822, -1.0295, -1.28537, -0.0266813, 0.0469295, 0.0324603, -0.998014, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.770790] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11279] 1736806529770676, 24.8858, -1.9688, -1.02684, -1.28498, -0.0277882, 0.047032, 0.0319377, -0.997996, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.773139] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11280] 1736806529773018, 24.8882, -1.9688, -1.02684, -1.28498, -0.0277882, 0.047032, 0.0319377, -0.997996, -1.05798, 0.266649, 0.0388968, -0.115991, 0, 0.226545, 
[2025-01-13 17:15:29.775518] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11282] 1736806529775432, 24.8906, -1.9688, -1.02684, -1.28498, -0.0277882, 0.047032, 0.0319377, -0.997996, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.779029] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11283] 1736806529778915, 24.8941, -1.9688, -1.02684, -1.28498, -0.0277882, 0.047032, 0.0319377, -0.997996, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.780513] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11284] 1736806529780403, 24.8956, -1.97539, -1.01913, -1.28664, -0.00335395, 0.0623941, 0.0543896, -0.996563, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.784003] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11285] 1736806529783887, 24.899, -1.97539, -1.01913, -1.28664, -0.00335395, 0.0623941, 0.0543896, -0.996563, -0.658396, 0.771224, -0.165849, 4.75988, 2.92528, 623.036, 
[2025-01-13 17:15:29.787405] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11287] 1736806529787292, 24.9025, -1.97539, -1.01913, -1.28664, -0.00335395, 0.0623941, 0.0543896, -0.996563, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.788992] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11288] 1736806529788877, 24.904, -1.98571, -1.01642, -1.28627, -0.00475546, 0.0623594, 0.0536338, -0.9966, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.791648] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11289] 1736806529791535, 24.9067, -1.98571, -1.01642, -1.28627, -0.00475546, 0.0623594, 0.0536338, -0.9966, -1.03208, 0.270442, 0.0367053, -0.169873, 0, -628.027, 
[2025-01-13 17:15:29.794206] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11290] 1736806529794091, 24.9093, -1.98571, -1.01642, -1.28627, -0.00475546, 0.0623594, 0.0536338, -0.9966, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.797707] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11292] 1736806529797593, 24.9128, -1.98571, -1.01642, -1.28627, -0.00475546, 0.0623594, 0.0536338, -0.9966, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.799465] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11293] 1736806529799359, 24.9145, -1.99603, -1.01373, -1.28581, -0.00550922, 0.0628197, 0.0531369, -0.996594, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.802327] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11294] 1736806529802210, 24.9174, -1.99603, -1.01373, -1.28581, -0.00550922, 0.0628197, 0.0531369, -0.996594, -1.0319, 0.269584, 0.0462941, -0.109172, 0.0999942, 0.152802, 
[2025-01-13 17:15:29.804777] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11295] 1736806529804692, 24.9199, -1.99603, -1.01373, -1.28581, -0.00550922, 0.0628197, 0.0531369, -0.996594, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.807674] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11297] 1736806529807560, 24.9227, -1.99603, -1.01373, -1.28581, -0.00550922, 0.0628197, 0.0531369, -0.996594, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.809923] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11298] 1736806529809812, 24.925, -2.00621, -1.011, -1.28546, -0.0068437, 0.0629413, 0.0520852, -0.996634, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.812990] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11299] 1736806529812868, 24.928, -2.00621, -1.011, -1.28546, -0.0068437, 0.0629413, 0.0520852, -0.996634, -1.01798, 0.272313, 0.03478, -0.228715, 0.0377625, 0.280237, 
[2025-01-13 17:15:29.816213] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11301] 1736806529816067, 24.9312, -2.00621, -1.011, -1.28546, -0.0068437, 0.0629413, 0.0520852, -0.996634, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.818642] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11302] 1736806529818528, 24.9337, -2.01638, -1.00825, -1.28508, -0.00811097, 0.0630374, 0.0508979, -0.996679, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.821288] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11303] 1736806529821176, 24.9363, -2.01638, -1.00825, -1.28508, -0.00811097, 0.0630374, 0.0508979, -0.996679, -1.0172, 0.274793, 0.0381683, -0.255275, 0, 0.268841, 
[2025-01-13 17:15:29.823944] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11304] 1736806529823828, 24.939, -2.01638, -1.00825, -1.28508, -0.00811097, 0.0630374, 0.0508979, -0.996679, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.826641] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11306] 1736806529826551, 24.9417, -2.01638, -1.00825, -1.28508, -0.00811097, 0.0630374, 0.0508979, -0.996679, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.831296] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11307] 1736806529831181, 24.9463, -2.02645, -1.00545, -1.28464, -0.00912389, 0.0633972, 0.0498699, -0.9967, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.834205] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11308] 1736806529834089, 24.9492, -2.02645, -1.00545, -1.28464, -0.00912389, 0.0633972, 0.0498699, -0.9967, -1.00711, 0.280138, 0.0431697, -0.219989, 0.0810578, 0.21317, 
[2025-01-13 17:15:29.836716] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11310] 1736806529836610, 24.9518, -2.02645, -1.00545, -1.28464, -0.00912389, 0.0633972, 0.0498699, -0.9967, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.839291] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11311] 1736806529839180, 24.9543, -2.03637, -1.00265, -1.2843, -0.0102377, 0.0636108, 0.0486995, -0.996733, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.841858] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11312] 1736806529841739, 24.9569, -2.03637, -1.00265, -1.2843, -0.0102377, 0.0636108, 0.0486995, -0.996733, -0.992379, 0.280302, 0.0341898, -0.250125, 0.0521421, 0.236893, 
[2025-01-13 17:15:29.845551] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11314] 1736806529845472, 24.9606, -2.03637, -1.00265, -1.2843, -0.0102377, 0.0636108, 0.0486995, -0.996733, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.847907] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11315] 1736806529847794, 24.963, -2.03637, -1.00265, -1.2843, -0.0102377, 0.0636108, 0.0486995, -0.996733, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.850369] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11316] 1736806529850258, 24.9654, -2.04628, -0.999795, -1.28393, -0.0113467, 0.063546, 0.0475437, -0.996781, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.853134] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11317] 1736806529853022, 24.9682, -2.04628, -0.999795, -1.28393, -0.0113467, 0.063546, 0.0475437, -0.996781, -0.990578, 0.285494, 0.0376195, -0.247121, 0, 0.23849, 
[2025-01-13 17:15:29.855624] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11319] 1736806529855559, 24.9707, -2.04628, -0.999795, -1.28393, -0.0113467, 0.063546, 0.0475437, -0.996781, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.858131] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11320] 1736806529858019, 24.9732, -2.05601, -0.996937, -1.28356, -0.0125856, 0.0635318, 0.0463579, -0.996823, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.860854] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11321] 1736806529860739, 24.9759, -2.05601, -0.996937, -1.28356, -0.0125856, 0.0635318, 0.0463579, -0.996823, -0.972542, 0.285862, 0.0370664, -0.254798, 0, 0.264525, 
[2025-01-13 17:15:29.865180] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11322] 1736806529865093, 24.9803, -2.05601, -0.996937, -1.28356, -0.0125856, 0.0635318, 0.0463579, -0.996823, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.867784] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11324] 1736806529867666, 24.9828, -2.05601, -0.996937, -1.28356, -0.0125856, 0.0635318, 0.0463579, -0.996823, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.870174] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11325] 1736806529870060, 24.9852, -2.06571, -0.994104, -1.28315, -0.0137668, 0.0633411, 0.0452773, -0.996869, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.873323] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11326] 1736806529873198, 24.9884, -2.06571, -0.994104, -1.28315, -0.0137668, 0.0633411, 0.0452773, -0.996869, -0.970798, 0.283248, 0.0404422, -0.232697, 0, 0.253105, 
[2025-01-13 17:15:29.875489] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11328] 1736806529875430, 24.9906, -2.06571, -0.994104, -1.28315, -0.0137668, 0.0633411, 0.0452773, -0.996869, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.879563] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11329] 1736806529879414, 24.9946, -2.06571, -0.994104, -1.28315, -0.0137668, 0.0633411, 0.0452773, -0.996869, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.882155] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11330] 1736806529882040, 24.9972, -2.07542, -0.991224, -1.28271, -0.0146738, 0.0632123, 0.0445113, -0.996899, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.884944] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11331] 1736806529884857, 25, -2.07542, -0.991224, -1.28271, -0.0146738, 0.0632123, 0.0445113, -0.996899, -0.97018, 0.288022, 0.0438339, -0.165772, 0, 0.193334, 
[2025-01-13 17:15:29.887645] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11333] 1736806529887527, 25.0027, -2.07542, -0.991224, -1.28271, -0.0146738, 0.0632123, 0.0445113, -0.996899, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.890139] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11334] 1736806529890028, 25.0052, -2.08498, -0.98829, -1.2824, -0.0158994, 0.0629346, 0.0436402, -0.996936, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.894564] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11335] 1736806529894469, 25.0096, -2.08498, -0.98829, -1.2824, -0.0158994, 0.0629346, 0.0436402, -0.996936, -0.955919, 0.29342, 0.0308626, -0.190759, -0.0471264, 0.259972, 
[2025-01-13 17:15:29.897327] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11337] 1736806529897213, 25.0124, -2.08498, -0.98829, -1.2824, -0.0158994, 0.0629346, 0.0436402, -0.996936, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.899920] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11338] 1736806529899810, 25.015, -2.09443, -0.985285, -1.28201, -0.017168, 0.0625541, 0.043043, -0.996965, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.902612] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11339] 1736806529902490, 25.0176, -2.09443, -0.985285, -1.28201, -0.017168, 0.0625541, 0.043043, -0.996965, -0.945653, 0.300497, 0.0396337, -0.135803, -0.0670195, 0.265837, 
[2025-01-13 17:15:29.904932] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11340] 1736806529904845, 25.02, -2.09443, -0.985285, -1.28201, -0.017168, 0.0625541, 0.043043, -0.996965, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.907743] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11342] 1736806529907628, 25.0228, -2.09443, -0.985285, -1.28201, -0.017168, 0.0625541, 0.043043, -0.996965, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.911485] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11343] 1736806529911373, 25.0265, -2.10381, -0.982291, -1.28167, -0.0183974, 0.0621238, 0.0425381, -0.996992, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.915286] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11344] 1736806529915193, 25.0304, -2.10381, -0.982291, -1.28167, -0.0183974, 0.0621238, 0.0425381, -0.996992, -0.937526, 0.299416, 0.0336749, -0.116372, -0.0773728, 0.257063, 
[2025-01-13 17:15:29.915862] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11346] 1736806529915810, 25.031, -2.10381, -0.982291, -1.28167, -0.0183974, 0.0621238, 0.0425381, -0.996992, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.918528] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11347] 1736806529918415, 25.0336, -2.11314, -0.979375, -1.28128, -0.0197364, 0.061402, 0.0419576, -0.997036, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.921099] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11348] 1736806529920992, 25.0362, -2.11314, -0.979375, -1.28128, -0.0197364, 0.061402, 0.0419576, -0.997036, -0.933622, 0.291587, 0.0393812, -0.13206, -0.135335, 0.282264, 
[2025-01-13 17:15:29.925300] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11349] 1736806529925211, 25.0404, -2.11314, -0.979375, -1.28128, -0.0197364, 0.061402, 0.0419576, -0.997036, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.928275] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11351] 1736806529928160, 25.0433, -2.11314, -0.979375, -1.28128, -0.0197364, 0.061402, 0.0419576, -0.997036, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.930742] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11352] 1736806529930631, 25.0458, -2.12236, -0.976379, -1.28088, -0.0210275, 0.0610314, 0.0416228, -0.997046, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.933611] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11353] 1736806529933492, 25.0487, -2.12236, -0.976379, -1.28088, -0.0210275, 0.0610314, 0.0416228, -0.997046, -0.921254, 0.299524, 0.039954, -0.0825167, -0.0648417, 0.266623, 
[2025-01-13 17:15:29.935997] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11354] 1736806529935911, 25.0511, -2.12236, -0.976379, -1.28088, -0.0210275, 0.0610314, 0.0416228, -0.997046, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.938607] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11356] 1736806529938475, 25.0536, -2.13163, -0.9733, -1.28054, -0.0223883, 0.0603882, 0.0413378, -0.997067, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.941536] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11357] 1736806529941418, 25.0566, -2.13163, -0.9733, -1.28054, -0.0223883, 0.0603882, 0.0413378, -0.997067, -0.927018, 0.307917, 0.0341611, -0.07236, -0.11885, 0.282025, 
[2025-01-13 17:15:29.944224] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11358] 1736806529944007, 25.0592, -2.13163, -0.9733, -1.28054, -0.0223883, 0.0603882, 0.0413378, -0.997067, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.946635] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11360] 1736806529946512, 25.0617, -2.13163, -0.9733, -1.28054, -0.0223883, 0.0603882, 0.0413378, -0.997067, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.949141] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11361] 1736806529949029, 25.0642, -2.14068, -0.970191, -1.28025, -0.0235432, 0.0599794, 0.0412537, -0.997069, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.951941] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11362] 1736806529951821, 25.067, -2.14068, -0.970191, -1.28025, -0.0235432, 0.0599794, 0.0412537, -0.997069, -0.904916, 0.310898, 0.0287615, 0, -0.0729084, 0.236297, 
[2025-01-13 17:15:29.954483] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11363] 1736806529954381, 25.0695, -2.14068, -0.970191, -1.28025, -0.0235432, 0.0599794, 0.0412537, -0.997069, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.957508] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11365] 1736806529957386, 25.0725, -2.14068, -0.970191, -1.28025, -0.0235432, 0.0599794, 0.0412537, -0.997069, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.960175] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11366] 1736806529960060, 25.0752, -2.14968, -0.967127, -1.27992, -0.0247475, 0.0592335, 0.0409734, -0.997096, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.965115] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11367] 1736806529964883, 25.08, -2.14968, -0.967127, -1.27992, -0.0247475, 0.0592335, 0.0409734, -0.997096, -0.900995, 0.306383, 0.0330225, -0.0684977, -0.140891, 0.251102, 
[2025-01-13 17:15:29.965792] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11369] 1736806529965689, 25.0808, -2.14968, -0.967127, -1.27992, -0.0247475, 0.0592335, 0.0409734, -0.997096, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.967924] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11370] 1736806529967810, 25.083, -2.14968, -0.967127, -1.27992, -0.0247475, 0.0592335, 0.0409734, -0.997096, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.970390] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11371] 1736806529970279, 25.0854, -2.15845, -0.96391, -1.28058, -0.0394867, 0.0477502, 0.0327054, -0.997543, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.973481] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11372] 1736806529973360, 25.0885, -2.15845, -0.96391, -1.28058, -0.0394867, 0.0477502, 0.0327054, -0.997543, -0.876608, 0.321712, -0.0666666, -1.76208, -2.24366, 3.12572, 
[2025-01-13 17:15:29.975979] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11374] 1736806529975866, 25.091, -2.15845, -0.96391, -1.28058, -0.0394867, 0.0477502, 0.0327054, -0.997543, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.978407] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11375] 1736806529978291, 25.0935, -2.16732, -0.9609, -1.28027, -0.0406433, 0.0470088, 0.0323592, -0.997543, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.981119] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11376] 1736806529981008, 25.0962, -2.16732, -0.9609, -1.28027, -0.0406433, 0.0470088, 0.0323592, -0.997543, -0.88668, 0.301059, 0.0312879, -0.0754356, -0.143843, 0.239611, 
[2025-01-13 17:15:29.983714] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11377] 1736806529983589, 25.0987, -2.16732, -0.9609, -1.28027, -0.0406433, 0.0470088, 0.0323592, -0.997543, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.986350] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11379] 1736806529986229, 25.1014, -2.16732, -0.9609, -1.28027, -0.0406433, 0.0470088, 0.0323592, -0.997543, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.988989] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11380] 1736806529988879, 25.104, -2.17619, -0.957907, -1.28004, -0.041648, 0.0463687, 0.0320286, -0.997542, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.992576] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11381] 1736806529992452, 25.1076, -2.17619, -0.957907, -1.28004, -0.041648, 0.0463687, 0.0320286, -0.997542, -0.886916, 0.299315, 0.0229865, -0.0712395, -0.124551, 0.208306, 
[2025-01-13 17:15:29.994558] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11382] 1736806529994444, 25.1096, -2.17619, -0.957907, -1.28004, -0.041648, 0.0463687, 0.0320286, -0.997542, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.997289] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11384] 1736806529997175, 25.1123, -2.17619, -0.957907, -1.28004, -0.041648, 0.0463687, 0.0320286, -0.997542, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:29.999762] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11385] 1736806529999655, 25.1148, -2.18491, -0.954889, -1.27986, -0.0427086, 0.0457998, 0.0316816, -0.997534, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:30.002541] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11386] 1736806530002425, 25.1176, -2.18491, -0.954889, -1.27986, -0.0427086, 0.0457998, 0.0316816, -0.997534, -0.871874, 0.301785, 0.0179501, -0.0753641, -0.110219, 0.219226, 
[2025-01-13 17:15:30.006925] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11388] 1736806530006803, 25.122, -2.18491, -0.954889, -1.27986, -0.0427086, 0.0457998, 0.0316816, -0.997534, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:30.009345] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11389] 1736806530009239, 25.1244, -2.19357, -0.951873, -1.27967, -0.0439779, 0.0449911, 0.0312629, -0.997529, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:30.012134] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11390] 1736806530012015, 25.1272, -2.19357, -0.951873, -1.27967, -0.0439779, 0.0449911, 0.0312629, -0.997529, -0.866416, 0.301585, 0.0193538, -0.0895023, -0.157718, 0.262904, 
[2025-01-13 17:15:30.014654] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11391] 1736806530014572, 25.1297, -2.19357, -0.951873, -1.27967, -0.0439779, 0.0449911, 0.0312629, -0.997529, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:30.017309] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11393] 1736806530017193, 25.1324, -2.19357, -0.951873, -1.27967, -0.0439779, 0.0449911, 0.0312629, -0.997529, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:30.021671] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [11394] 1736806530021551, 25.1367, -2.20217, -0.948883, -1.2795, -0.0452245, 0.044124, 0.0307663, -0.997528, 0, 0, 0, 0, 0, 0, 
