[2025-01-13 20:13:41.424362] [0x0000007fbc54d7c0] [MocapTag] [0x0000484f] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-01-13 20:14:08.948317] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12443] 1736817248948210, 27.5797, -2.43876, 0.0937629, -1.18801, -0.968216, 0.0450003, 0.0238318, -0.244879, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:08.950979] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12444] 1736817248950863, 27.5824, -2.43125, 0.0981651, -1.18895, -0.968812, 0.0446459, 0.0226817, -0.242683, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:08.953621] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12446] 1736817248953561, 27.5851, -2.43125, 0.0981651, -1.18895, -0.968812, 0.0446459, 0.0226817, -0.242683, 0.750918, 0.440223, -0.0940779, 0, -0.257533, 0.445902, 
[2025-01-13 20:14:08.956700] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12447] 1736817248956584, 27.5881, -2.43125, 0.0981651, -1.18895, -0.968812, 0.0446459, 0.0226817, -0.242683, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:08.958543] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12448] 1736817248958408, 27.5899, -2.43125, 0.0981651, -1.18895, -0.968812, 0.0446459, 0.0226817, -0.242683, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:08.961373] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12449] 1736817248961247, 27.5927, -2.42363, 0.102438, -1.18977, -0.969451, 0.0440907, 0.0212053, -0.240357, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:08.963867] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12450] 1736817248963778, 27.5953, -2.42363, 0.102438, -1.18977, -0.969451, 0.0440907, 0.0212053, -0.240357, 0.762451, 0.427281, -0.0817995, 0, -0.331501, 0.469592, 
[2025-01-13 20:14:08.966365] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12452] 1736817248966250, 27.5977, -2.42363, 0.102438, -1.18977, -0.969451, 0.0440907, 0.0212053, -0.240357, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:08.968794] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12453] 1736817248968687, 27.6002, -2.42363, 0.102438, -1.18977, -0.969451, 0.0440907, 0.0212053, -0.240357, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:08.971643] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12454] 1736817248971525, 27.603, -2.416, 0.106781, -1.19062, -0.969994, 0.0433858, 0.0203935, -0.238356, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:08.973981] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12455] 1736817248973892, 27.6054, -2.416, 0.106781, -1.19062, -0.969994, 0.0433858, 0.0203935, -0.238356, 0.762611, 0.434272, -0.084358, 0.0861168, -0.206828, 0.404602, 
[2025-01-13 20:14:08.977308] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12457] 1736817248977181, 27.6087, -2.416, 0.106781, -1.19062, -0.969994, 0.0433858, 0.0203935, -0.238356, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:08.979766] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12458] 1736817248979646, 27.6111, -2.40822, 0.110916, -1.19127, -0.970724, 0.0429435, 0.0198077, -0.235496, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:08.982456] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12459] 1736817248982333, 27.6138, -2.40822, 0.110916, -1.19127, -0.970724, 0.0429435, 0.0198077, -0.235496, 0.778651, 0.413521, -0.0650223, 0.041151, -0.156669, 0.583881, 
[2025-01-13 20:14:08.984887] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12461] 1736817248984756, 27.6163, -2.40822, 0.110916, -1.19127, -0.970724, 0.0429435, 0.0198077, -0.235496, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:08.987484] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12462] 1736817248987371, 27.6189, -2.40822, 0.110916, -1.19127, -0.970724, 0.0429435, 0.0198077, -0.235496, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:08.990646] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12463] 1736817248990512, 27.622, -2.40036, 0.115129, -1.19197, -0.971376, 0.0416509, 0.0183585, -0.233146, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:08.993561] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12464] 1736817248993426, 27.6249, -2.40036, 0.115129, -1.19197, -0.971376, 0.0416509, 0.0183585, -0.233146, 0.786056, 0.421278, -0.0702964, 0.170875, -0.360007, 0.470006, 
[2025-01-13 20:14:08.996631] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12466] 1736817248996497, 27.628, -2.40036, 0.115129, -1.19197, -0.971376, 0.0416509, 0.0183585, -0.233146, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:08.998718] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12467] 1736817248998598, 27.6301, -2.40036, 0.115129, -1.19197, -0.971376, 0.0416509, 0.0183585, -0.233146, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.001240] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12468] 1736817249001073, 27.6326, -2.39252, 0.119353, -1.19272, -0.972007, 0.0406706, 0.016658, -0.230804, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.003858] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12470] 1736817249003785, 27.6353, -2.39252, 0.119353, -1.19272, -0.972007, 0.0406706, 0.016658, -0.230804, 0.78392, 0.422396, -0.0748467, 0.100136, -0.393581, 0.468484, 
[2025-01-13 20:14:09.008146] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12471] 1736817249008019, 27.6395, -2.39252, 0.119353, -1.19272, -0.972007, 0.0406706, 0.016658, -0.230804, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.010787] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12472] 1736817249010668, 27.6422, -2.38454, 0.12334, -1.19327, -0.972653, 0.0400537, 0.0157933, -0.22824, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.013493] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12473] 1736817249013403, 27.6449, -2.38454, 0.12334, -1.19327, -0.972653, 0.0400537, 0.0157933, -0.22824, 0.797416, 0.398721, -0.0556186, 0.0677586, -0.215356, 0.519928, 
[2025-01-13 20:14:09.016068] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12475] 1736817249015946, 27.6474, -2.38454, 0.12334, -1.19327, -0.972653, 0.0400537, 0.0157933, -0.22824, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.018685] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12476] 1736817249018559, 27.6501, -2.38454, 0.12334, -1.19327, -0.972653, 0.0400537, 0.0157933, -0.22824, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.021690] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12477] 1736817249021571, 27.6531, -2.3766, 0.127405, -1.19385, -0.973218, 0.0399953, 0.0151977, -0.225866, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.024382] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12479] 1736817249024263, 27.6558, -2.3766, 0.127405, -1.19385, -0.973218, 0.0399953, 0.0151977, -0.225866, 0.793763, 0.406514, -0.0578677, 0, -0.135952, 0.484276, 
[2025-01-13 20:14:09.026980] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12480] 1736817249026863, 27.6584, -2.3766, 0.127405, -1.19385, -0.973218, 0.0399953, 0.0151977, -0.225866, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.030584] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12481] 1736817249030462, 27.662, -2.36855, 0.131484, -1.19429, -0.973788, 0.0393328, 0.0145968, -0.223554, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.032173] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12482] 1736817249032047, 27.6635, -2.36855, 0.131484, -1.19429, -0.973788, 0.0393328, 0.0145968, -0.223554, 0.805741, 0.407932, -0.0435297, 0.0914335, -0.163588, 0.468707, 
[2025-01-13 20:14:09.034765] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12484] 1736817249034659, 27.6662, -2.36855, 0.131484, -1.19429, -0.973788, 0.0393328, 0.0145968, -0.223554, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.037200] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12485] 1736817249037078, 27.6686, -2.36855, 0.131484, -1.19429, -0.973788, 0.0393328, 0.0145968, -0.223554, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.040929] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12486] 1736817249040804, 27.6723, -2.36055, 0.135552, -1.19494, -0.974348, 0.0386017, 0.0134292, -0.221302, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.043840] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12487] 1736817249043748, 27.6752, -2.36055, 0.135552, -1.19494, -0.974348, 0.0386017, 0.0134292, -0.221302, 0.799763, 0.40673, -0.0647524, 0.0809669, -0.276253, 0.452983, 
[2025-01-13 20:14:09.046104] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12489] 1736817249045975, 27.6775, -2.36055, 0.135552, -1.19494, -0.974348, 0.0386017, 0.0134292, -0.221302, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.048677] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12490] 1736817249048553, 27.6801, -2.36055, 0.135552, -1.19494, -0.974348, 0.0386017, 0.0134292, -0.221302, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.051329] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12491] 1736817249051194, 27.6827, -2.35242, 0.139498, -1.19547, -0.974918, 0.0377533, 0.0123716, -0.218991, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.055895] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12493] 1736817249055754, 27.6873, -2.35242, 0.139498, -1.19547, -0.974918, 0.0377533, 0.0123716, -0.218991, 0.813289, 0.394675, -0.0537594, 0.109601, -0.259899, 0.465032, 
[2025-01-13 20:14:09.058860] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12494] 1736817249058735, 27.6902, -2.35242, 0.139498, -1.19547, -0.974918, 0.0377533, 0.0123716, -0.218991, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.061731] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12495] 1736817249061609, 27.6931, -2.34421, 0.143351, -1.19598, -0.975475, 0.0375153, 0.0116425, -0.216578, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.064465] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12496] 1736817249064337, 27.6958, -2.34421, 0.143351, -1.19598, -0.975475, 0.0375153, 0.0116425, -0.216578, 0.820852, 0.385263, -0.0508947, 0, -0.169542, 0.489861, 
[2025-01-13 20:14:09.066983] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12498] 1736817249066859, 27.6984, -2.34421, 0.143351, -1.19598, -0.975475, 0.0375153, 0.0116425, -0.216578, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.069524] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12499] 1736817249069393, 27.7009, -2.33606, 0.147254, -1.19649, -0.975995, 0.0368568, 0.0107665, -0.214383, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.072464] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12500] 1736817249072347, 27.7038, -2.33606, 0.147254, -1.19649, -0.975995, 0.0368568, 0.0107665, -0.214383, 0.81499, 0.390315, -0.0506323, 0.0827789, -0.214634, 0.442496, 
[2025-01-13 20:14:09.075062] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12502] 1736817249074853, 27.7064, -2.33606, 0.147254, -1.19649, -0.975995, 0.0368568, 0.0107665, -0.214383, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.077925] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12503] 1736817249077754, 27.7093, -2.33606, 0.147254, -1.19649, -0.975995, 0.0368568, 0.0107665, -0.214383, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.080330] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12504] 1736817249080213, 27.7117, -2.32778, 0.151099, -1.19695, -0.976534, 0.0362413, 0.00962, -0.212074, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.083038] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12505] 1736817249082949, 27.7144, -2.32778, 0.151099, -1.19695, -0.976534, 0.0362413, 0.00962, -0.212074, 0.82796, 0.384518, -0.0459189, 0.0634432, -0.266057, 0.46455, 
[2025-01-13 20:14:09.085529] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12507] 1736817249085413, 27.7169, -2.32778, 0.151099, -1.19695, -0.976534, 0.0362413, 0.00962, -0.212074, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.089837] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12508] 1736817249089717, 27.7212, -2.31949, 0.154947, -1.19739, -0.977036, 0.0355167, 0.00895786, -0.209901, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.092866] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12509] 1736817249092752, 27.7242, -2.31949, 0.154947, -1.19739, -0.977036, 0.0355167, 0.00895786, -0.209901, 0.829096, 0.384802, -0.044583, 0.106645, -0.17468, 0.438619, 
[2025-01-13 20:14:09.095241] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12511] 1736817249095126, 27.7266, -2.31949, 0.154947, -1.19739, -0.977036, 0.0355167, 0.00895786, -0.209901, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.098507] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12512] 1736817249098394, 27.7299, -2.31949, 0.154947, -1.19739, -0.977036, 0.0355167, 0.00895786, -0.209901, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.100205] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12513] 1736817249100091, 27.7316, -2.31116, 0.158732, -1.19776, -0.977555, 0.0347458, 0.00844599, -0.207622, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.105801] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12515] 1736817249105685, 27.7372, -2.31116, 0.158732, -1.19776, -0.977555, 0.0347458, 0.00844599, -0.207622, 0.832664, 0.378439, -0.0365846, 0.122333, -0.147421, 0.460976, 
[2025-01-13 20:14:09.106855] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12516] 1736817249106748, 27.7382, -2.31116, 0.158732, -1.19776, -0.977555, 0.0347458, 0.00844599, -0.207622, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.109178] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12517] 1736817249109071, 27.7406, -2.31116, 0.158732, -1.19776, -0.977555, 0.0347458, 0.00844599, -0.207622, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.111809] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12518] 1736817249111688, 27.7432, -2.30296, 0.162578, -1.19828, -0.977957, 0.0339288, 0.00736085, -0.205902, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.114372] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12519] 1736817249114284, 27.7458, -2.30296, 0.162578, -1.19828, -0.977957, 0.0339288, 0.00736085, -0.205902, 0.820508, 0.384637, -0.0518676, 0.110173, -0.257281, 0.34363, 
[2025-01-13 20:14:09.116901] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12521] 1736817249116785, 27.7483, -2.30296, 0.162578, -1.19828, -0.977957, 0.0339288, 0.00736085, -0.205902, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.120158] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12522] 1736817249120037, 27.7515, -2.30296, 0.162578, -1.19828, -0.977957, 0.0339288, 0.00736085, -0.205902, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.122568] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12523] 1736817249122450, 27.7539, -2.29473, 0.166377, -1.19885, -0.978391, 0.0328767, 0.00594052, -0.204048, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.125440] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12525] 1736817249125302, 27.7568, -2.29473, 0.166377, -1.19885, -0.978391, 0.0328767, 0.00594052, -0.204048, 0.822881, 0.379923, -0.0570809, 0.143123, -0.332923, 0.368613, 
[2025-01-13 20:14:09.128010] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12526] 1736817249127900, 27.7594, -2.29473, 0.166377, -1.19885, -0.978391, 0.0328767, 0.00594052, -0.204048, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.130584] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12527] 1736817249130466, 27.762, -2.28646, 0.170005, -1.19932, -0.978909, 0.0321365, 0.00479058, -0.201695, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.133283] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12528] 1736817249133188, 27.7647, -2.28646, 0.170005, -1.19932, -0.978909, 0.0321365, 0.00479058, -0.201695, 0.82623, 0.362798, -0.0467945, 0.0929117, -0.269927, 0.47268, 
[2025-01-13 20:14:09.135864] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12530] 1736817249135749, 27.7672, -2.28646, 0.170005, -1.19932, -0.978909, 0.0321365, 0.00479058, -0.201695, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.138446] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12531] 1736817249138335, 27.7698, -2.28646, 0.170005, -1.19932, -0.978909, 0.0321365, 0.00479058, -0.201695, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.141232] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12532] 1736817249141058, 27.7726, -2.27811, 0.173513, -1.19973, -0.979498, 0.0315761, 0.00378492, -0.198929, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.143725] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12534] 1736817249143668, 27.7752, -2.27811, 0.173513, -1.19973, -0.979498, 0.0315761, 0.00378492, -0.198929, 0.83514, 0.350796, -0.0411557, 0.063777, -0.236567, 0.557908, 
[2025-01-13 20:14:09.146310] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12535] 1736817249146189, 27.7777, -2.27811, 0.173513, -1.19973, -0.979498, 0.0315761, 0.00378492, -0.198929, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.148753] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12536] 1736817249148638, 27.7801, -2.27811, 0.173513, -1.19973, -0.979498, 0.0315761, 0.00378492, -0.198929, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.153801] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12538] 1736817249153695, 27.7852, -2.26981, 0.17708, -1.20015, -0.979986, 0.0311198, 0.00302624, -0.196597, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.154947] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12539] 1736817249154812, 27.7863, -2.26981, 0.17708, -1.20015, -0.979986, 0.0311198, 0.00302624, -0.196597, 0.830499, 0.3567, -0.0419104, 0.0550747, -0.181032, 0.470784, 
[2025-01-13 20:14:09.157223] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12540] 1736817249157110, 27.7886, -2.26981, 0.17708, -1.20015, -0.979986, 0.0311198, 0.00302624, -0.196597, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.159771] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12541] 1736817249159651, 27.7911, -2.26147, 0.180728, -1.20054, -0.980445, 0.029889, 0.00179551, -0.194504, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.162603] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12542] 1736817249162482, 27.794, -2.26147, 0.180728, -1.20054, -0.980445, 0.029889, 0.00179551, -0.194504, 0.833368, 0.364812, -0.0397772, 0.189996, -0.302003, 0.418139, 
[2025-01-13 20:14:09.165054] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12544] 1736817249164940, 27.7964, -2.26147, 0.180728, -1.20054, -0.980445, 0.029889, 0.00179551, -0.194504, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.168085] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12545] 1736817249167966, 27.7995, -2.26147, 0.180728, -1.20054, -0.980445, 0.029889, 0.00179551, -0.194504, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.172055] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12546] 1736817249171934, 27.8034, -2.25318, 0.18434, -1.201, -0.980873, 0.0285813, 0.000360564, -0.192539, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.173256] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12547] 1736817249173170, 27.8047, -2.25318, 0.18434, -1.201, -0.980873, 0.0285813, 0.000360564, -0.192539, 0.829011, 0.361188, -0.0451249, 0.198627, -0.343484, 0.391313, 
[2025-01-13 20:14:09.175946] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12549] 1736817249175778, 27.8073, -2.25318, 0.18434, -1.201, -0.980873, 0.0285813, 0.000360564, -0.192539, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.178514] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12550] 1736817249178400, 27.8099, -2.25318, 0.18434, -1.201, -0.980873, 0.0285813, 0.000360564, -0.192539, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.181040] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12551] 1736817249180919, 27.8124, -2.24482, 0.187945, -1.20141, -0.981259, 0.0275301, -0.00121675, -0.190713, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.184009] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12552] 1736817249183911, 27.8154, -2.24482, 0.187945, -1.20141, -0.981259, 0.0275301, -0.00121675, -0.190713, 0.836831, 0.360455, -0.041544, 0.144219, -0.360075, 0.362739, 
[2025-01-13 20:14:09.186530] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12554] 1736817249186414, 27.8179, -2.24482, 0.187945, -1.20141, -0.981259, 0.0275301, -0.00121675, -0.190713, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.189178] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12555] 1736817249189068, 27.8206, -2.24482, 0.187945, -1.20141, -0.981259, 0.0275301, -0.00121675, -0.190713, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.192536] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12556] 1736817249192419, 27.8239, -2.23645, 0.191463, -1.20173, -0.981635, 0.0273425, -0.00174834, -0.18879, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.196013] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12558] 1736817249195897, 27.8274, -2.23645, 0.191463, -1.20173, -0.981635, 0.0273425, -0.00174834, -0.18879, 0.836398, 0.351809, -0.0318973, 0, -0.122127, 0.388581, 
[2025-01-13 20:14:09.199252] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12559] 1736817249199136, 27.8306, -2.23645, 0.191463, -1.20173, -0.981635, 0.0273425, -0.00174834, -0.18879, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.201808] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12560] 1736817249201693, 27.8332, -2.22805, 0.194961, -1.20199, -0.982015, 0.0270063, -0.00251475, -0.186842, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.204573] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12562] 1736817249204406, 27.8359, -2.22805, 0.194961, -1.20199, -0.982015, 0.0270063, -0.00251475, -0.186842, 0.839783, 0.34981, -0.0259512, 0.0361204, -0.173877, 0.392267, 
[2025-01-13 20:14:09.208126] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12563] 1736817249208011, 27.8395, -2.22805, 0.194961, -1.20199, -0.982015, 0.0270063, -0.00251475, -0.186842, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.209427] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12564] 1736817249209322, 27.8408, -2.21967, 0.198509, -1.20232, -0.982349, 0.0262905, -0.00371618, -0.185162, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.212291] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12565] 1736817249212175, 27.8437, -2.21967, 0.198509, -1.20232, -0.982349, 0.0262905, -0.00371618, -0.185162, 0.838323, 0.354853, -0.0330584, 0.0953674, -0.271798, 0.3353, 
[2025-01-13 20:14:09.215801] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12567] 1736817249215685, 27.8472, -2.21967, 0.198509, -1.20232, -0.982349, 0.0262905, -0.00371618, -0.185162, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.218385] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12568] 1736817249218271, 27.8498, -2.21967, 0.198509, -1.20232, -0.982349, 0.0262905, -0.00371618, -0.185162, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.220969] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12569] 1736817249220853, 27.8524, -2.21124, 0.201987, -1.20258, -0.98271, 0.0254327, -0.0047717, -0.183332, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:09.223454] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12571] 1736817249223398, 27.8549, -2.21124, 0.201987, -1.20258, -0.98271, 0.0254327, -0.0047717, -0.183332, 0.84329, 0.347772, -0.0258216, 0.129557, -0.248797, 0.366554, 
[2025-01-13 20:14:09.225993] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12572] 1736817249225877, 27.8574, -2.21124, 0.201987, -1.20258, -0.98271, 0.0254327, -0.0047717, -0.183332, 0, 0, 0, 0, 0, 0, 
