[2025-01-13 20:13:41.424362] [0x0000007fbc54d7c0] [MocapTag] [0x0000484f] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-01-13 20:13:41.427960] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [3] 1736817221427719, 0.059216, 0.0922376, -0.267806, -0.308984, -0.999267, -0.00946642, -0.0132762, -0.0346335, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.430508] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [5] 1736817221430410, 0.061907, 0.0922376, -0.267806, -0.308984, -0.999267, -0.00946642, -0.0132762, -0.0346335, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.433210] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [7] 1736817221433098, 0.064595, 0.0922476, -0.267801, -0.308984, -0.999267, -0.00946647, -0.0132274, -0.0346496, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.435819] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [8] 1736817221435709, 0.067206, 0.0922476, -0.267801, -0.308984, -0.999267, -0.00946647, -0.0132274, -0.0346496, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.438428] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [9] 1736817221438323, 0.06982, 0.0922476, -0.267801, -0.308984, -0.999267, -0.00946647, -0.0132274, -0.0346496, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.441071] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [11] 1736817221440962, 0.072459, 0.0922347, -0.267788, -0.308967, -0.999265, -0.00949061, -0.0132024, -0.0347128, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.444076] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [12] 1736817221443951, 0.075448, 0.0922347, -0.267788, -0.308967, -0.999265, -0.00949061, -0.0132024, -0.0347128, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.446657] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [13] 1736817221446534, 0.078031, 0.0922347, -0.267788, -0.308967, -0.999265, -0.00949061, -0.0132024, -0.0347128, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.449843] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [14] 1736817221449724, 0.081221, 0.0922347, -0.267788, -0.308967, -0.999265, -0.00949061, -0.0132024, -0.0347128, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.452671] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [16] 1736817221452554, 0.084051, 0.0922497, -0.267798, -0.308955, -0.999265, -0.00949422, -0.0131782, -0.034716, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.454478] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [17] 1736817221454345, 0.085842, 0.0922497, -0.267798, -0.308955, -0.999265, -0.00949422, -0.0131782, -0.034716, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.457008] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [18] 1736817221456892, 0.088389, 0.0922497, -0.267798, -0.308955, -0.999265, -0.00949422, -0.0131782, -0.034716, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.461458] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [20] 1736817221461347, 0.092844, 0.0922403, -0.267792, -0.30894, -0.999264, -0.00951445, -0.0131817, -0.0347397, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.464299] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [21] 1736817221464185, 0.095682, 0.0922403, -0.267792, -0.30894, -0.999264, -0.00951445, -0.0131817, -0.0347397, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.466668] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [22] 1736817221466561, 0.098058, 0.0922403, -0.267792, -0.30894, -0.999264, -0.00951445, -0.0131817, -0.0347397, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.469414] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [23] 1736817221469307, 0.100804, 0.0922403, -0.267792, -0.30894, -0.999264, -0.00951445, -0.0131817, -0.0347397, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.472236] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [25] 1736817221472118, 0.103615, 0.0922484, -0.267774, -0.30892, -0.999261, -0.00957267, -0.0131039, -0.0348379, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.475453] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [26] 1736817221475343, 0.10684, 0.0922484, -0.267774, -0.30892, -0.999261, -0.00957267, -0.0131039, -0.0348379, 0, 0, 0.00207129, 0, 0, 0, 
[2025-01-13 20:13:41.478613] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [27] 1736817221478493, 0.10999, 0.0922484, -0.267774, -0.30892, -0.999261, -0.00957267, -0.0131039, -0.0348379, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.480558] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [29] 1736817221480503, 0.112, 0.0922484, -0.267774, -0.30892, -0.999261, -0.00957267, -0.0131039, -0.0348379, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.483366] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [30] 1736817221483251, 0.114748, 0.0922375, -0.267802, -0.308851, -0.999272, -0.00892457, -0.0130311, -0.0347385, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.486320] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [31] 1736817221486191, 0.117688, 0.0922375, -0.267802, -0.308851, -0.999272, -0.00892457, -0.0130311, -0.0347385, 0, -0.002747, 0.00687914, -0.128818, 0, 0, 
[2025-01-13 20:13:41.490208] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [32] 1736817221490120, 0.121617, 0.0922375, -0.267802, -0.308851, -0.999272, -0.00892457, -0.0130311, -0.0347385, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.492767] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [34] 1736817221492651, 0.124148, 0.0921763, -0.267916, -0.308769, -0.99928, -0.00923641, -0.0128784, -0.0344593, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.495564] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [35] 1736817221495455, 0.126952, 0.0921763, -0.267916, -0.308769, -0.99928, -0.00923641, -0.0128784, -0.0344593, -0.00612263, -0.0114181, 0.00813727, 0.0641346, 0, 0.0564836, 
[2025-01-13 20:13:41.498198] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [36] 1736817221498091, 0.129588, 0.0921763, -0.267916, -0.308769, -0.99928, -0.00923641, -0.0128784, -0.0344593, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.500789] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [38] 1736817221500721, 0.132218, 0.0921763, -0.267916, -0.308769, -0.99928, -0.00923641, -0.0128784, -0.0344593, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.504993] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [39] 1736817221504879, 0.136376, 0.0922393, -0.267806, -0.308922, -0.999266, -0.0094955, -0.0131374, -0.0346965, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.507933] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [40] 1736817221507764, 0.139261, 0.0922393, -0.267806, -0.308922, -0.999266, -0.0094955, -0.0131374, -0.0346965, 0.00630316, 0.0109692, -0.0152517, 0.0494003, -0.053985, -0.0463784, 
[2025-01-13 20:13:41.510572] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [41] 1736817221510483, 0.14198, 0.0922393, -0.267806, -0.308922, -0.999266, -0.0094955, -0.0131374, -0.0346965, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.513119] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [43] 1736817221513006, 0.144503, 0.0922391, -0.267795, -0.308916, -0.999266, -0.00944382, -0.0131195, -0.0347304, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.515901] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [44] 1736817221515789, 0.147286, 0.0922391, -0.267795, -0.308916, -0.999266, -0.00944382, -0.0131195, -0.0347304, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.518408] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [45] 1736817221518304, 0.149801, 0.0922391, -0.267795, -0.308916, -0.999266, -0.00944382, -0.0131195, -0.0347304, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.522863] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [47] 1736817221522750, 0.154247, 0.0922096, -0.267828, -0.308855, -0.999278, -0.008747, -0.0130888, -0.0345853, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.525557] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [48] 1736817221525451, 0.156948, 0.0922096, -0.267828, -0.308855, -0.999278, -0.008747, -0.0130888, -0.0345853, -0.00295426, -0.00332782, 0.00606543, -0.138736, 0, 0, 
[2025-01-13 20:13:41.528392] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [49] 1736817221528276, 0.159773, 0.0922096, -0.267828, -0.308855, -0.999278, -0.008747, -0.0130888, -0.0345853, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.531276] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [51] 1736817221531167, 0.162664, 0.0922096, -0.267828, -0.308855, -0.999278, -0.008747, -0.0130888, -0.0345853, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.533713] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [52] 1736817221533596, 0.165093, 0.0921687, -0.267898, -0.308809, -0.999278, -0.00922079, -0.0129091, -0.0345269, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.537114] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [53] 1736817221537000, 0.168497, 0.0921687, -0.267898, -0.308809, -0.999278, -0.00922079, -0.0129091, -0.0345269, -0.00408176, -0.0070044, 0.00459118, 0.0961304, 0, 0, 
[2025-01-13 20:13:41.539834] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [54] 1736817221539704, 0.171201, 0.0921687, -0.267898, -0.308809, -0.999278, -0.00922079, -0.0129091, -0.0345269, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.542505] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [56] 1736817221542388, 0.173885, 0.0922489, -0.26779, -0.308963, -0.999264, -0.00950332, -0.0131742, -0.0347473, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.545118] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [57] 1736817221544968, 0.176465, 0.0922489, -0.26779, -0.308963, -0.999264, -0.00950332, -0.0131742, -0.0347473, 0.0080108, 0.0108518, -0.0153555, 0.0540733, -0.0553481, -0.0429384, 
[2025-01-13 20:13:41.547718] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [58] 1736817221547605, 0.179102, 0.0922489, -0.26779, -0.308963, -0.999264, -0.00950332, -0.0131742, -0.0347473, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.550488] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [60] 1736817221550430, 0.181927, 0.0922489, -0.26779, -0.308963, -0.999264, -0.00950332, -0.0131742, -0.0347473, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.555327] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [61] 1736817221554948, 0.186445, 0.0922382, -0.267816, -0.308972, -0.999267, -0.00945247, -0.0132055, -0.0346662, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.558053] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [62] 1736817221557938, 0.189435, 0.0922382, -0.267816, -0.308972, -0.999267, -0.00945247, -0.0132055, -0.0346662, 0, -0.0026298, 0, 0, 0, 0, 
[2025-01-13 20:13:41.560848] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [64] 1736817221560780, 0.192277, 0.0922382, -0.267816, -0.308972, -0.999267, -0.00945247, -0.0132055, -0.0346662, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.563560] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [65] 1736817221563446, 0.194943, 0.0922314, -0.267845, -0.308976, -0.999271, -0.0092372, -0.0132169, -0.0345986, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.566349] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [66] 1736817221566238, 0.197735, 0.0922314, -0.267845, -0.308976, -0.999271, -0.0092372, -0.0132169, -0.0345986, 0, -0.0029152, 0, -0.0429392, 0, 0, 
[2025-01-13 20:13:41.571188] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [68] 1736817221571027, 0.202524, 0.0922314, -0.267845, -0.308976, -0.999271, -0.0092372, -0.0132169, -0.0345986, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.573905] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [69] 1736817221573790, 0.205287, 0.0922014, -0.267876, -0.308906, -0.99928, -0.00871031, -0.0131282, -0.0345247, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.576887] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [70] 1736817221576765, 0.208262, 0.0922014, -0.267876, -0.308906, -0.99928, -0.00871031, -0.0131282, -0.0345247, -0.00300256, -0.00306842, 0.00699801, -0.104547, 0, 0, 
[2025-01-13 20:13:41.580109] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [71] 1736817221580022, 0.211519, 0.0922014, -0.267876, -0.308906, -0.99928, -0.00871031, -0.0131282, -0.0345247, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.584367] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [73] 1736817221584255, 0.215752, 0.092238, -0.267814, -0.308984, -0.999263, -0.00933707, -0.0130868, -0.0348645, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.588819] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [74] 1736817221588710, 0.220207, 0.092238, -0.267814, -0.308984, -0.999263, -0.00933707, -0.0130868, -0.0348645, 0.00366376, 0.006211, -0.00776454, 0.124693, 0, -0.0664018, 
[2025-01-13 20:13:41.590033] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [75] 1736817221589937, 0.221434, 0.092238, -0.267814, -0.308984, -0.999263, -0.00933707, -0.0130868, -0.0348645, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.592509] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [77] 1736817221592389, 0.223886, 0.0921434, -0.267946, -0.308827, -0.999279, -0.00911902, -0.0128732, -0.0345237, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.595352] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [78] 1736817221595239, 0.226736, 0.0921434, -0.267946, -0.308827, -0.999279, -0.00911902, -0.0128732, -0.0345237, -0.00946078, -0.0131821, 0.0156696, -0.0412226, 0.0448085, 0.0672989, 
[2025-01-13 20:13:41.597819] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [79] 1736817221597678, 0.229175, 0.0921434, -0.267946, -0.308827, -0.999279, -0.00911902, -0.0128732, -0.0345237, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.601189] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [81] 1736817221601040, 0.232537, 0.0921434, -0.267946, -0.308827, -0.999279, -0.00911902, -0.0128732, -0.0345237, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.603516] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [82] 1736817221603404, 0.234901, 0.0922351, -0.26779, -0.30896, -0.999261, -0.00946681, -0.013096, -0.0348743, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.606462] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [83] 1736817221606348, 0.237845, 0.0922351, -0.26779, -0.30896, -0.999261, -0.00946681, -0.013096, -0.0348743, 0.00916996, 0.01555, -0.0132548, 0.0670671, -0.0475723, -0.0689067, 
[2025-01-13 20:13:41.609174] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [84] 1736817221609067, 0.240564, 0.0922351, -0.26779, -0.30896, -0.999261, -0.00946681, -0.013096, -0.0348743, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.612006] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [86] 1736817221611889, 0.243386, 0.0922263, -0.267805, -0.308922, -0.999265, -0.00943528, -0.0130189, -0.0347999, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.616243] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [87] 1736817221616131, 0.247628, 0.0922263, -0.267805, -0.308922, -0.999265, -0.00943528, -0.0130189, -0.0347999, 0, 0, 0.00383608, 0, 0, 0, 
[2025-01-13 20:13:41.618755] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [88] 1736817221618638, 0.250135, 0.0922263, -0.267805, -0.308922, -0.999265, -0.00943528, -0.0130189, -0.0347999, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.621422] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [90] 1736817221621301, 0.252798, 0.0922362, -0.267789, -0.308917, -0.999264, -0.00954519, -0.0130643, -0.0347905, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.624063] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [91] 1736817221623958, 0.255455, 0.0922362, -0.267789, -0.308917, -0.999264, -0.00954519, -0.0130643, -0.0347905, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.626578] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [92] 1736817221626467, 0.257964, 0.0922362, -0.267789, -0.308917, -0.999264, -0.00954519, -0.0130643, -0.0347905, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.630917] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [94] 1736817221630850, 0.262347, 0.0922362, -0.267789, -0.308917, -0.999264, -0.00954519, -0.0130643, -0.0347905, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.633507] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [95] 1736817221633390, 0.264887, 0.0922396, -0.267784, -0.308921, -0.99926, -0.00951408, -0.0129835, -0.0349323, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.636205] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [96] 1736817221636095, 0.267592, 0.0922396, -0.267784, -0.308921, -0.99926, -0.00951408, -0.0129835, -0.0349323, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.638771] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [97] 1736817221638657, 0.270154, 0.0922396, -0.267784, -0.308921, -0.99926, -0.00951408, -0.0129835, -0.0349323, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.641269] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [99] 1736817221641150, 0.272647, 0.0922432, -0.267772, -0.308908, -0.999258, -0.00955487, -0.0129208, -0.0349991, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.643948] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [100] 1736817221643841, 0.275338, 0.0922432, -0.267772, -0.308908, -0.999258, -0.00955487, -0.0129208, -0.0349991, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.646680] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [101] 1736817221646565, 0.278062, 0.0922432, -0.267772, -0.308908, -0.999258, -0.00955487, -0.0129208, -0.0349991, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.650312] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [102] 1736817221650226, 0.281723, 0.0922432, -0.267772, -0.308908, -0.999258, -0.00955487, -0.0129208, -0.0349991, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.652066] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [104] 1736817221651944, 0.283441, 0.0922276, -0.267779, -0.3089, -0.99926, -0.00954515, -0.013068, -0.0348882, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.654961] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [105] 1736817221654847, 0.286344, 0.0922276, -0.267779, -0.3089, -0.99926, -0.00954515, -0.013068, -0.0348882, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.657032] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [106] 1736817221656928, 0.288425, 0.0922276, -0.267779, -0.3089, -0.99926, -0.00954515, -0.013068, -0.0348882, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.659872] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [107] 1736817221659756, 0.291253, 0.0922276, -0.267779, -0.3089, -0.99926, -0.00954515, -0.013068, -0.0348882, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.663019] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [109] 1736817221662899, 0.294396, 0.0922414, -0.267789, -0.308903, -0.999263, -0.00951774, -0.0130482, -0.0348293, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.666180] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [110] 1736817221666048, 0.297545, 0.0922414, -0.267789, -0.308903, -0.999263, -0.00951774, -0.0130482, -0.0348293, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.668227] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [111] 1736817221668117, 0.299614, 0.0922414, -0.267789, -0.308903, -0.999263, -0.00951774, -0.0130482, -0.0348293, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.670894] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [113] 1736817221670810, 0.302307, 0.0922414, -0.267789, -0.308903, -0.999263, -0.00951774, -0.0130482, -0.0348293, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.673413] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [114] 1736817221673298, 0.304795, 0.0922529, -0.267804, -0.308924, -0.999263, -0.0094683, -0.0129913, -0.0348616, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.675944] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [115] 1736817221675835, 0.307332, 0.0922529, -0.267804, -0.308924, -0.999263, -0.0094683, -0.0129913, -0.0348616, 0, 0, -0.0021639, 0, 0, 0, 
[2025-01-13 20:13:41.678740] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [116] 1736817221678624, 0.310121, 0.0922529, -0.267804, -0.308924, -0.999263, -0.0094683, -0.0129913, -0.0348616, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.681432] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [118] 1736817221681319, 0.312816, 0.0922666, -0.267809, -0.30894, -0.999262, -0.00944983, -0.0129014, -0.0349187, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.684086] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [119] 1736817221683973, 0.31547, 0.0922666, -0.267809, -0.30894, -0.999262, -0.00944983, -0.0129014, -0.0349187, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.686575] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [120] 1736817221686459, 0.317956, 0.0922666, -0.267809, -0.30894, -0.999262, -0.00944983, -0.0129014, -0.0349187, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.689320] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [121] 1736817221689211, 0.320708, 0.0922666, -0.267809, -0.30894, -0.999262, -0.00944983, -0.0129014, -0.0349187, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.691841] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [123] 1736817221691723, 0.32322, 0.0922588, -0.267807, -0.308955, -0.999262, -0.00943962, -0.0129603, -0.0348995, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.694986] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [124] 1736817221694875, 0.326372, 0.0922588, -0.267807, -0.308955, -0.999262, -0.00943962, -0.0129603, -0.0348995, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.698425] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [125] 1736817221698319, 0.329816, 0.0922588, -0.267807, -0.308955, -0.999262, -0.00943962, -0.0129603, -0.0348995, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.700310] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [126] 1736817221700221, 0.331718, 0.0922588, -0.267807, -0.308955, -0.999262, -0.00943962, -0.0129603, -0.0348995, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.702952] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [128] 1736817221702839, 0.334336, 0.0922589, -0.267805, -0.30897, -0.999263, -0.00941504, -0.0129826, -0.0348854, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.705570] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [129] 1736817221705460, 0.336957, 0.0922589, -0.267805, -0.30897, -0.999263, -0.00941504, -0.0129826, -0.0348854, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.709887] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [130] 1736817221709774, 0.341271, 0.0922589, -0.267805, -0.30897, -0.999263, -0.00941504, -0.0129826, -0.0348854, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.712791] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [132] 1736817221712677, 0.344174, 0.0922581, -0.267798, -0.308974, -0.999263, -0.0094497, -0.0130287, -0.0348434, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.715562] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [133] 1736817221715455, 0.346952, 0.0922581, -0.267798, -0.308974, -0.999263, -0.0094497, -0.0130287, -0.0348434, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.718118] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [134] 1736817221717994, 0.349491, 0.0922581, -0.267798, -0.308974, -0.999263, -0.0094497, -0.0130287, -0.0348434, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.721055] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [136] 1736817221720964, 0.352461, 0.0922581, -0.267798, -0.308974, -0.999263, -0.0094497, -0.0130287, -0.0348434, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:13:41.723368] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [137] 1736817221723256, 0.354753, 0.0922282, -0.267808, -0.308988, -0.999266, -0.00940609, -0.0131516, -0.0347414, 0, 0, 0, 0, 0, 0, 
