[2025-01-13 18:42:44.942925] [0x0000007f83d0e7c0] [MocapTag] [0x0000332d] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-01-13 18:43:14.534906] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13588] 1736811794534790, 29.647, -0.51549, 0.167625, -1.26543, -0.988499, 0.0230246, -0.0169338, 0.148501, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.536378] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13589] 1736811794536267, 29.6485, -0.51549, 0.167625, -1.26543, -0.988499, 0.0230246, -0.0169338, 0.148501, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.540507] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13590] 1736811794540389, 29.6526, -0.507779, 0.165124, -1.26521, -0.988375, 0.0239012, -0.0165651, 0.149231, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.546072] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13592] 1736811794545936, 29.6581, -0.507779, 0.165124, -1.26521, -0.988375, 0.0239012, -0.0165651, 0.149231, 0.771024, -0.250065, 0.0221682, -0.18146, 0.0438157, 0.145519, 
[2025-01-13 18:43:14.546664] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13593] 1736811794546570, 29.6588, -0.507779, 0.165124, -1.26521, -0.988375, 0.0239012, -0.0165651, 0.149231, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.552569] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13594] 1736811794552461, 29.6647, -0.500055, 0.162625, -1.26499, -0.988253, 0.0244234, -0.0159913, 0.15001, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.553252] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13596] 1736811794553153, 29.6654, -0.500055, 0.162625, -1.26499, -0.988253, 0.0244234, -0.0159913, 0.15001, 0.772438, -0.249937, 0.0218231, -0.117302, 0.0944924, 0.157326, 
[2025-01-13 18:43:14.559822] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13597] 1736811794559684, 29.6719, -0.500055, 0.162625, -1.26499, -0.988253, 0.0244234, -0.0159913, 0.15001, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.560557] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13598] 1736811794560433, 29.6726, -0.492385, 0.160105, -1.2648, -0.98813, 0.0247191, -0.015433, 0.150829, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.561692] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13599] 1736811794561572, 29.6738, -0.492385, 0.160105, -1.2648, -0.98813, 0.0247191, -0.015433, 0.150829, 0.766993, -0.251987, 0.0186062, -0.0720263, 0.0978831, 0.166523, 
[2025-01-13 18:43:14.565744] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13601] 1736811794565627, 29.6778, -0.492385, 0.160105, -1.2648, -0.98813, 0.0247191, -0.015433, 0.150829, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.566849] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13602] 1736811794566737, 29.6789, -0.492385, 0.160105, -1.2648, -0.98813, 0.0247191, -0.015433, 0.150829, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.571392] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13603] 1736811794571266, 29.6835, -0.48472, 0.157613, -1.26464, -0.988034, 0.0245624, -0.0148067, 0.151543, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.575040] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13605] 1736811794574921, 29.6871, -0.48472, 0.157613, -1.26464, -0.988034, 0.0245624, -0.0148067, 0.151543, 0.766541, -0.249134, 0.016439, 0, 0.125364, 0.147176, 
[2025-01-13 18:43:14.576852] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13606] 1736811794576741, 29.6889, -0.48472, 0.157613, -1.26464, -0.988034, 0.0245624, -0.0148067, 0.151543, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.581763] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13607] 1736811794581642, 29.6938, -0.477071, 0.155109, -1.26446, -0.987935, 0.0240908, -0.0141645, 0.152329, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.582480] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13608] 1736811794582393, 29.6946, -0.477071, 0.155109, -1.26446, -0.987935, 0.0240908, -0.0141645, 0.152329, 0.764884, -0.25041, 0.0177105, 0.0767946, 0.137779, 0.162762, 
[2025-01-13 18:43:14.586308] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13610] 1736811794586190, 29.6984, -0.477071, 0.155109, -1.26446, -0.987935, 0.0240908, -0.0141645, 0.152329, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.589238] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13611] 1736811794589121, 29.7013, -0.469468, 0.152563, -1.26434, -0.987835, 0.0232608, -0.0134965, 0.153161, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.592121] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13612] 1736811794592033, 29.7042, -0.469468, 0.152563, -1.26434, -0.987835, 0.0232608, -0.0134965, 0.153161, 0.760281, -0.25468, 0.0124601, 0.14677, 0.153769, 0.173533, 
[2025-01-13 18:43:14.594691] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13614] 1736811794594573, 29.7068, -0.469468, 0.152563, -1.26434, -0.987835, 0.0232608, -0.0134965, 0.153161, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.597236] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13615] 1736811794597126, 29.7093, -0.469468, 0.152563, -1.26434, -0.987835, 0.0232608, -0.0134965, 0.153161, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.599932] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13616] 1736811794599816, 29.712, -0.461883, 0.150034, -1.26422, -0.987724, 0.022334, -0.0128452, 0.154071, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.603315] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13618] 1736811794603241, 29.7154, -0.461883, 0.150034, -1.26422, -0.987724, 0.022334, -0.0128452, 0.154071, 0.758504, -0.25285, 0.0118785, 0.16644, 0.153361, 0.189185, 
[2025-01-13 18:43:14.606062] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13619] 1736811794605939, 29.7181, -0.461883, 0.150034, -1.26422, -0.987724, 0.022334, -0.0128452, 0.154071, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.608674] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13620] 1736811794608520, 29.7207, -0.454343, 0.14752, -1.26412, -0.987637, 0.0211776, -0.0123823, 0.154829, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.611520] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13621] 1736811794611400, 29.7236, -0.454343, 0.14752, -1.26412, -0.987637, 0.0211776, -0.0123823, 0.154829, 0.754019, -0.251388, 0.0102049, 0.216842, 0.12416, 0.158253, 
[2025-01-13 18:43:14.613998] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13623] 1736811794613873, 29.7261, -0.454343, 0.14752, -1.26412, -0.987637, 0.0211776, -0.0123823, 0.154829, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.618184] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13624] 1736811794618068, 29.7303, -0.454343, 0.14752, -1.26412, -0.987637, 0.0211776, -0.0123823, 0.154829, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.620810] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13625] 1736811794620684, 29.7329, -0.446802, 0.144982, -1.26404, -0.987578, 0.0197597, -0.0119111, 0.155429, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.623493] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13626] 1736811794623402, 29.7356, -0.446802, 0.144982, -1.26404, -0.987578, 0.0197597, -0.0119111, 0.155429, 0.754024, -0.253772, 0.00745166, 0.267601, 0.134804, 0.127107, 
[2025-01-13 18:43:14.626444] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13628] 1736811794626328, 29.7385, -0.446802, 0.144982, -1.26404, -0.987578, 0.0197597, -0.0119111, 0.155429, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.628769] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13629] 1736811794628657, 29.7409, -0.439304, 0.142431, -1.26398, -0.9875, 0.0181904, -0.0113648, 0.156153, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.633536] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13631] 1736811794633453, 29.7457, -0.439304, 0.142431, -1.26398, -0.9875, 0.0181904, -0.0113648, 0.156153, 0.749844, -0.25515, 0.00643863, 0.295353, 0.154294, 0.152281, 
[2025-01-13 18:43:14.636048] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13632] 1736811794635932, 29.7481, -0.439304, 0.142431, -1.26398, -0.9875, 0.0181904, -0.0113648, 0.156153, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.638470] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13633] 1736811794638363, 29.7506, -0.431848, 0.139826, -1.26387, -0.987435, 0.0167624, -0.0107591, 0.156764, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.641609] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13634] 1736811794641494, 29.7537, -0.431848, 0.139826, -1.26387, -0.987435, 0.0167624, -0.0107591, 0.156764, 0.745612, -0.260493, 0.0106893, 0.265026, 0.162366, 0.128967, 
[2025-01-13 18:43:14.644103] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13636] 1736811794643984, 29.7562, -0.431848, 0.139826, -1.26387, -0.987435, 0.0167624, -0.0107591, 0.156764, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.648670] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13637] 1736811794648518, 29.7607, -0.431848, 0.139826, -1.26387, -0.987435, 0.0167624, -0.0107591, 0.156764, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.651320] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13638] 1736811794651201, 29.7634, -0.4244, 0.137201, -1.26381, -0.987337, 0.0153343, -0.010283, 0.15756, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.655058] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13640] 1736811794654931, 29.7671, -0.4244, 0.137201, -1.26381, -0.987337, 0.0153343, -0.010283, 0.15756, 0.744824, -0.262505, 0.00649464, 0.269341, 0.136619, 0.16574, 
[2025-01-13 18:43:14.656548] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13641] 1736811794656432, 29.7686, -0.4244, 0.137201, -1.26381, -0.987337, 0.0153343, -0.010283, 0.15756, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.659016] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13642] 1736811794658906, 29.7711, -0.41699, 0.134594, -1.26376, -0.98724, 0.013976, -0.00994957, 0.158314, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.661855] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13643] 1736811794661738, 29.7739, -0.41699, 0.134594, -1.26376, -0.98724, 0.013976, -0.00994957, 0.158314, 0.740988, -0.260742, 0.00497459, 0.259709, 0.106757, 0.156489, 
[2025-01-13 18:43:14.665914] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13645] 1736811794665798, 29.778, -0.41699, 0.134594, -1.26376, -0.98724, 0.013976, -0.00994957, 0.158314, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.668464] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13646] 1736811794668358, 29.7806, -0.409595, 0.131957, -1.26372, -0.987139, 0.0127319, -0.00977644, 0.159059, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.671331] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13647] 1736811794671202, 29.7834, -0.409595, 0.131957, -1.26372, -0.987139, 0.0127319, -0.00977644, 0.159059, 0.739518, -0.263655, 0.003384, 0.242043, 0.0718947, 0.154182, 
[2025-01-13 18:43:14.673902] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13648] 1736811794673811, 29.786, -0.409595, 0.131957, -1.26372, -0.987139, 0.0127319, -0.00977644, 0.159059, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.677393] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13650] 1736811794677276, 29.7895, -0.409595, 0.131957, -1.26372, -0.987139, 0.0127319, -0.00977644, 0.159059, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.681358] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13651] 1736811794681242, 29.7934, -0.402273, 0.129332, -1.26372, -0.987063, 0.0111741, -0.00966184, 0.159654, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.683888] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13653] 1736811794683807, 29.796, -0.402273, 0.129332, -1.26372, -0.987063, 0.0111741, -0.00966184, 0.159654, 0.73221, -0.262543, 0, 0.305414, 0.0710199, 0.124061, 
[2025-01-13 18:43:14.685324] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13654] 1736811794685164, 29.7974, -0.402273, 0.129332, -1.26372, -0.987063, 0.0111741, -0.00966184, 0.159654, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.687904] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13655] 1736811794687787, 29.8, -0.402273, 0.129332, -1.26372, -0.987063, 0.0111741, -0.00966184, 0.159654, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.692634] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13657] 1736811794692573, 29.8048, -0.394906, 0.126645, -1.26369, -0.987009, 0.00959347, -0.0094033, 0.1601, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.693322] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13658] 1736811794693200, 29.8054, -0.394906, 0.126645, -1.26369, -0.987009, 0.00959347, -0.0094033, 0.1601, 0.736652, -0.268637, 0.00268835, 0.304866, 0.100779, 0.0940382, 
[2025-01-13 18:43:14.697546] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13659] 1736811794697429, 29.8096, -0.394906, 0.126645, -1.26369, -0.987009, 0.00959347, -0.0094033, 0.1601, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.700180] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13660] 1736811794700051, 29.8123, -0.387598, 0.123961, -1.26369, -0.986942, 0.00821274, -0.0094177, 0.160594, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.702812] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13661] 1736811794702696, 29.8149, -0.387598, 0.123961, -1.26369, -0.986942, 0.00821274, -0.0094177, 0.160594, 0.730754, -0.268406, 0, 0.274181, 0.0406943, 0.102845, 
[2025-01-13 18:43:14.705556] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13663] 1736811794705431, 29.8176, -0.387598, 0.123961, -1.26369, -0.986942, 0.00821274, -0.0094177, 0.160594, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.708021] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13664] 1736811794707908, 29.8201, -0.387598, 0.123961, -1.26369, -0.986942, 0.00821274, -0.0094177, 0.160594, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.711888] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13665] 1736811794711769, 29.824, -0.380335, 0.121258, -1.26371, -0.986849, 0.00708586, -0.00961083, 0.161203, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.715060] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13667] 1736811794714933, 29.8271, -0.380335, 0.121258, -1.26371, -0.986849, 0.00708586, -0.00961083, 0.161203, 0.726317, -0.270294, 0, 0.230002, 0, 0.125715, 
[2025-01-13 18:43:14.717629] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13668] 1736811794717515, 29.8297, -0.380335, 0.121258, -1.26371, -0.986849, 0.00708586, -0.00961083, 0.161203, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.720462] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13669] 1736811794720340, 29.8325, -0.373129, 0.118588, -1.26371, -0.986766, 0.00600746, -0.00986467, 0.161738, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.723038] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13670] 1736811794722946, 29.8351, -0.373129, 0.118588, -1.26371, -0.986766, 0.00600746, -0.00986467, 0.161738, 0.720635, -0.267067, 0, 0.222254, 0, 0.110623, 
[2025-01-13 18:43:14.727223] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13672] 1736811794727105, 29.8393, -0.373129, 0.118588, -1.26371, -0.986766, 0.00600746, -0.00986467, 0.161738, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.729939] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13673] 1736811794729823, 29.842, -0.365993, 0.115838, -1.26375, -0.986652, 0.00506529, -0.0103907, 0.162431, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.732699] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13674] 1736811794732607, 29.8448, -0.365993, 0.115838, -1.26375, -0.986652, 0.00506529, -0.0103907, 0.162431, 0.713647, -0.274909, -0.00410946, 0.204539, -0.073812, 0.142321, 
[2025-01-13 18:43:14.735174] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13676] 1736811794735059, 29.8473, -0.365993, 0.115838, -1.26375, -0.986652, 0.00506529, -0.0103907, 0.162431, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.737792] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13677] 1736811794737675, 29.8499, -0.365993, 0.115838, -1.26375, -0.986652, 0.00506529, -0.0103907, 0.162431, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.740450] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13678] 1736811794740330, 29.8525, -0.358834, 0.113088, -1.26382, -0.986559, 0.00406059, -0.0108351, 0.162995, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.744672] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13680] 1736811794744550, 29.8568, -0.358834, 0.113088, -1.26382, -0.986559, 0.00406059, -0.0108351, 0.162995, 0.715835, -0.275016, -0.00697585, 0.214052, -0.0553243, 0.116599, 
[2025-01-13 18:43:14.747117] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13681] 1736811794747005, 29.8592, -0.358834, 0.113088, -1.26382, -0.986559, 0.00406059, -0.0108351, 0.162995, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.749828] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13682] 1736811794749702, 29.8619, -0.351663, 0.110287, -1.26384, -0.986473, 0.00328416, -0.0112975, 0.163502, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.752618] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13683] 1736811794752497, 29.8647, -0.351663, 0.110287, -1.26384, -0.986473, 0.00328416, -0.0112975, 0.163502, 0.717147, -0.280086, -0.00221084, 0.169516, -0.0660876, 0.104672, 
[2025-01-13 18:43:14.755070] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13685] 1736811794754946, 29.8671, -0.351663, 0.110287, -1.26384, -0.986473, 0.00328416, -0.0112975, 0.163502, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.760194] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13686] 1736811794760076, 29.8723, -0.351663, 0.110287, -1.26384, -0.986473, 0.00328416, -0.0112975, 0.163502, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.762939] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13687] 1736811794762823, 29.875, -0.344528, 0.107498, -1.26393, -0.986389, 0.00261124, -0.0118909, 0.163975, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.765760] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13689] 1736811794765643, 29.8778, -0.344528, 0.107498, -1.26393, -0.986389, 0.00261124, -0.0118909, 0.163975, 0.713471, -0.278967, -0.00804153, 0.153375, -0.0951383, 0.0978559, 
[2025-01-13 18:43:14.768221] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13690] 1736811794768114, 29.8803, -0.344528, 0.107498, -1.26393, -0.986389, 0.00261124, -0.0118909, 0.163975, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.770975] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13691] 1736811794770856, 29.8831, -0.337491, 0.104709, -1.26401, -0.98628, 0.00208929, -0.0125908, 0.164586, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.776412] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13693] 1736811794776287, 29.8885, -0.337491, 0.104709, -1.26401, -0.98628, 0.00208929, -0.0125908, 0.164586, 0.703701, -0.278878, -0.00849102, -628.191, -0.120976, 0.125635, 
[2025-01-13 18:43:14.778790] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13694] 1736811794778674, 29.8909, -0.330523, 0.101906, -1.26411, -0.98617, 0.00169955, -0.0134551, 0.16518, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.781723] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13695] 1736811794781602, 29.8938, -0.330523, 0.101906, -1.26411, -0.98617, 0.00169955, -0.0134551, 0.16518, 0.696812, -0.280307, -0.00983841, 0.107002, -0.157633, 0.122327, 
[2025-01-13 18:43:14.784161] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13697] 1736811794784037, 29.8962, -0.330523, 0.101906, -1.26411, -0.98617, 0.00169955, -0.0134551, 0.16518, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.786908] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13698] 1736811794786790, 29.899, -0.330523, 0.101906, -1.26411, -0.98617, 0.00169955, -0.0134551, 0.16518, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.791516] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13699] 1736811794791392, 29.9036, -0.323506, 0.0980762, -1.26456, -0.985786, 0.00307707, -0.014794, 0.167325, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.794137] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13701] 1736811794794051, 29.9063, -0.323506, 0.0980762, -1.26456, -0.985786, 0.00307707, -0.014794, 0.167325, 0.701703, -0.382972, -0.0455566, 628.098, -0.309886, 0.432757, 
[2025-01-13 18:43:14.796927] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13702] 1736811794796812, 29.909, -0.323506, 0.0980762, -1.26456, -0.985786, 0.00307707, -0.014794, 0.167325, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.799533] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13703] 1736811794799413, 29.9116, -0.316577, 0.0952463, -1.26464, -0.985695, 0.00295356, -0.0157488, 0.167776, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.802447] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13704] 1736811794802331, 29.9145, -0.316577, 0.0952463, -1.26464, -0.985695, 0.00295356, -0.0157488, 0.167776, 0.692915, -0.282981, -0.00733575, 0.0578165, -0.184192, 0.0927478, 
[2025-01-13 18:43:14.804927] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13706] 1736811794804808, 29.917, -0.316577, 0.0952463, -1.26464, -0.985695, 0.00295356, -0.0157488, 0.167776, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.808046] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13707] 1736811794807931, 29.9201, -0.316577, 0.0952463, -1.26464, -0.985695, 0.00295356, -0.0157488, 0.167776, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.810605] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13708] 1736811794810486, 29.9227, -0.309628, 0.0923607, -1.26477, -0.985577, 0.00301803, -0.0168954, 0.168354, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.813426] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13710] 1736811794813328, 29.9255, -0.309628, 0.0923607, -1.26477, -0.985577, 0.00301803, -0.0168954, 0.168354, 0.694884, -0.288566, -0.0129396, 0, -0.228265, 0.118288, 
[2025-01-13 18:43:14.815932] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13711] 1736811794815813, 29.928, -0.309628, 0.0923607, -1.26477, -0.985577, 0.00301803, -0.0168954, 0.168354, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.818344] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13712] 1736811794818238, 29.9304, -0.302765, 0.0895048, -1.26487, -0.985462, 0.0031557, -0.0180776, 0.1689, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.822686] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13713] 1736811794822596, 29.9348, -0.302765, 0.0895048, -1.26487, -0.985462, 0.0031557, -0.0180776, 0.1689, 0.686281, -0.285587, -0.0101048, 0, -0.237757, 0.111845, 
[2025-01-13 18:43:14.825313] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13715] 1736811794825164, 29.9374, -0.302765, 0.0895048, -1.26487, -0.985462, 0.0031557, -0.0180776, 0.1689, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.827910] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13716] 1736811794827780, 29.94, -0.302765, 0.0895048, -1.26487, -0.985462, 0.0031557, -0.0180776, 0.1689, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.831256] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13717] 1736811794831137, 29.9433, -0.295961, 0.0866618, -1.26497, -0.985331, 0.00334241, -0.0194418, 0.169509, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:43:14.833257] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13718] 1736811794833155, 29.9454, -0.295961, 0.0866618, -1.26497, -0.985331, 0.00334241, -0.0194418, 0.169509, 0.680397, -0.284303, -0.00997632, -628.307, -0.275268, 0.124687, 
[2025-01-13 18:43:14.835738] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13720] 1736811794835623, 29.9478, -0.295961, 0.0866618, -1.26497, -0.985331, 0.00334241, -0.0194418, 0.169509, 0, 0, 0, 0, 0, 0, 
