[2025-01-13 18:42:44.942925] [0x0000007f83d0e7c0] [MocapTag] [0x0000332d] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-01-13 18:42:44.945717] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [3] 1736811764945532, 0.057736, 0.103874, -0.258303, -0.309461, -0.99885, 0.0110755, -0.040411, 0.0232863, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:44.948271] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [5] 1736811764948143, 0.060347, 0.103874, -0.258303, -0.309461, -0.99885, 0.0110755, -0.040411, 0.0232863, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:44.950335] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [7] 1736811764950276, 0.06248, 0.103853, -0.258294, -0.309472, -0.998833, 0.01106, -0.0406771, 0.0235749, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:44.953065] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [8] 1736811764952947, 0.065151, 0.103853, -0.258294, -0.309472, -0.998833, 0.01106, -0.0406771, 0.0235749, -0.00211345, 0, 0, 0, -0.0537723, 0.057565, 
[2025-01-13 18:42:44.956015] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [9] 1736811764955902, 0.068106, 0.103853, -0.258294, -0.309472, -0.998833, 0.01106, -0.0406771, 0.0235749, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:44.958856] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [10] 1736811764958750, 0.070954, 0.103853, -0.258294, -0.309472, -0.998833, 0.01106, -0.0406771, 0.0235749, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:44.961735] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [12] 1736811764961621, 0.073825, 0.103844, -0.258329, -0.309523, -0.998853, 0.0111507, -0.0403865, 0.0231705, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:44.964470] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [13] 1736811764964355, 0.076559, 0.103844, -0.258329, -0.309523, -0.998853, 0.0111507, -0.0403865, 0.0231705, 0, -0.00352237, -0.00503359, 0, 0.0585549, -0.0813682, 
[2025-01-13 18:42:44.967130] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [14] 1736811764967017, 0.079221, 0.103844, -0.258329, -0.309523, -0.998853, 0.0111507, -0.0403865, 0.0231705, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:44.971713] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [16] 1736811764971594, 0.083798, 0.103844, -0.258329, -0.309523, -0.998853, 0.0111507, -0.0403865, 0.0231705, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:44.974134] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [17] 1736811764974021, 0.086225, 0.103848, -0.258309, -0.309492, -0.998855, 0.0111087, -0.0403714, 0.023138, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:44.976888] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [18] 1736811764976764, 0.088968, 0.103848, -0.258309, -0.309492, -0.998855, 0.0111087, -0.0403714, 0.023138, 0, 0.00200351, 0.00310552, 0, 0, 0, 
[2025-01-13 18:42:44.979493] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [19] 1736811764979406, 0.09161, 0.103848, -0.258309, -0.309492, -0.998855, 0.0111087, -0.0403714, 0.023138, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:44.982070] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [21] 1736811764981952, 0.094156, 0.103865, -0.258314, -0.309491, -0.99885, 0.0110968, -0.0404151, 0.0232824, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:44.984602] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [22] 1736811764984496, 0.0967, 0.103865, -0.258314, -0.309491, -0.99885, 0.0110968, -0.0404151, 0.0232824, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:44.987587] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [23] 1736811764987467, 0.099671, 0.103865, -0.258314, -0.309491, -0.99885, 0.0110968, -0.0404151, 0.0232824, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:44.990280] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [25] 1736811764990210, 0.102414, 0.103861, -0.258313, -0.309477, -0.99885, 0.0111012, -0.0404144, 0.023286, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:44.992956] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [26] 1736811764992840, 0.105044, 0.103861, -0.258313, -0.309477, -0.99885, 0.0111012, -0.0404144, 0.023286, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:44.995896] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [27] 1736811764995784, 0.107988, 0.103861, -0.258313, -0.309477, -0.99885, 0.0111012, -0.0404144, 0.023286, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:44.998267] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [28] 1736811764998155, 0.110359, 0.103861, -0.258313, -0.309477, -0.99885, 0.0111012, -0.0404144, 0.023286, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.001001] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [30] 1736811765000882, 0.113086, 0.103877, -0.258313, -0.309475, -0.998848, 0.011099, -0.0404199, 0.0233741, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.003998] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [31] 1736811765003888, 0.116092, 0.103877, -0.258313, -0.309475, -0.998848, 0.011099, -0.0404199, 0.0233741, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.006532] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [32] 1736811765006420, 0.118624, 0.103877, -0.258313, -0.309475, -0.998848, 0.011099, -0.0404199, 0.0233741, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.009396] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [33] 1736811765009283, 0.121487, 0.103877, -0.258313, -0.309475, -0.998848, 0.011099, -0.0404199, 0.0233741, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.011999] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [35] 1736811765011831, 0.124035, 0.1039, -0.258296, -0.309463, -0.998847, 0.0110489, -0.0404159, 0.0234371, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.014565] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [36] 1736811765014451, 0.126655, 0.1039, -0.258296, -0.309463, -0.998847, 0.0110489, -0.0404159, 0.0234371, 0.00225665, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.017051] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [37] 1736811765016937, 0.129141, 0.1039, -0.258296, -0.309463, -0.998847, 0.0110489, -0.0404159, 0.0234371, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.021509] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [39] 1736811765021390, 0.133594, 0.103892, -0.258277, -0.309447, -0.998846, 0.0110024, -0.0404598, 0.0234434, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.024111] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [40] 1736811765024001, 0.136205, 0.103892, -0.258277, -0.309447, -0.998846, 0.0110024, -0.0404598, 0.0234434, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.026810] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [41] 1736811765026695, 0.138899, 0.103892, -0.258277, -0.309447, -0.998846, 0.0110024, -0.0404598, 0.0234434, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.029369] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [42] 1736811765029256, 0.14146, 0.103892, -0.258277, -0.309447, -0.998846, 0.0110024, -0.0404598, 0.0234434, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.031905] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [44] 1736811765031791, 0.143995, 0.103907, -0.258277, -0.309467, -0.99885, 0.0110206, -0.0403776, 0.0233741, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.036130] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [45] 1736811765035976, 0.14818, 0.103907, -0.258277, -0.309467, -0.99885, 0.0110206, -0.0403776, 0.0233741, 0, 0, -0.0020255, 0, 0, 0, 
[2025-01-13 18:42:45.038075] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [46] 1736811765037968, 0.150172, 0.103907, -0.258277, -0.309467, -0.99885, 0.0110206, -0.0403776, 0.0233741, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.040783] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [48] 1736811765040674, 0.152878, 0.10391, -0.258264, -0.309466, -0.998854, 0.0110186, -0.0403101, 0.0233222, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.043488] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [49] 1736811765043376, 0.15558, 0.10391, -0.258264, -0.309466, -0.998854, 0.0110186, -0.0403101, 0.0233222, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.045855] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [50] 1736811765045747, 0.157951, 0.10391, -0.258264, -0.309466, -0.998854, 0.0110186, -0.0403101, 0.0233222, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.048497] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [51] 1736811765048386, 0.16059, 0.10391, -0.258264, -0.309466, -0.998854, 0.0110186, -0.0403101, 0.0233222, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.051725] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [53] 1736811765051607, 0.163811, 0.103922, -0.258259, -0.309473, -0.998852, 0.011017, -0.0403268, 0.0233879, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.054355] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [54] 1736811765054245, 0.166449, 0.103922, -0.258259, -0.309473, -0.998852, 0.011017, -0.0403268, 0.0233879, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.056917] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [55] 1736811765056804, 0.169008, 0.103922, -0.258259, -0.309473, -0.998852, 0.011017, -0.0403268, 0.0233879, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.059613] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [56] 1736811765059522, 0.171726, 0.103922, -0.258259, -0.309473, -0.998852, 0.011017, -0.0403268, 0.0233879, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.062213] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [58] 1736811765062100, 0.174304, 0.103925, -0.258254, -0.309472, -0.998854, 0.0109808, -0.0403106, 0.0233444, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.064785] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [59] 1736811765064673, 0.176877, 0.103925, -0.258254, -0.309472, -0.998854, 0.0109808, -0.0403106, 0.0233444, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.070006] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [60] 1736811765069914, 0.182118, 0.103925, -0.258254, -0.309472, -0.998854, 0.0109808, -0.0403106, 0.0233444, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.071668] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [62] 1736811765071549, 0.183753, 0.103925, -0.25826, -0.30947, -0.998856, 0.0110109, -0.0402731, 0.0233219, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.075684] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [63] 1736811765075563, 0.187767, 0.103925, -0.25826, -0.30947, -0.998856, 0.0110109, -0.0402731, 0.0233219, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.076926] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [64] 1736811765076801, 0.189005, 0.103925, -0.25826, -0.30947, -0.998856, 0.0110109, -0.0402731, 0.0233219, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.079480] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [65] 1736811765079365, 0.191569, 0.103925, -0.25826, -0.30947, -0.998856, 0.0110109, -0.0402731, 0.0233219, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.084028] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [67] 1736811765083901, 0.196105, 0.103921, -0.258263, -0.309473, -0.998852, 0.0109665, -0.0403461, 0.0233905, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.086263] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [68] 1736811765086150, 0.198354, 0.103921, -0.258263, -0.309473, -0.998852, 0.0109665, -0.0403461, 0.0233905, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.088850] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [69] 1736811765088745, 0.200949, 0.103921, -0.258263, -0.309473, -0.998852, 0.0109665, -0.0403461, 0.0233905, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.092672] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [71] 1736811765092554, 0.204758, 0.103952, -0.258268, -0.309489, -0.998854, 0.0109933, -0.0402778, 0.0234047, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.094249] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [72] 1736811765094140, 0.206344, 0.103952, -0.258268, -0.309489, -0.998854, 0.0109933, -0.0402778, 0.0234047, 0.00310537, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.098249] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [73] 1736811765098140, 0.210344, 0.103952, -0.258268, -0.309489, -0.998854, 0.0109933, -0.0402778, 0.0234047, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.100874] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [75] 1736811765100798, 0.213002, 0.103903, -0.258243, -0.309447, -0.998857, 0.010911, -0.0402947, 0.0232853, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.103553] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [76] 1736811765103440, 0.215644, 0.103903, -0.258243, -0.309447, -0.998857, 0.010911, -0.0402947, 0.0232853, -0.00480787, 0.00250203, 0.00412187, 0, 0, 0, 
[2025-01-13 18:42:45.106039] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [77] 1736811765105928, 0.218132, 0.103903, -0.258243, -0.309447, -0.998857, 0.010911, -0.0402947, 0.0232853, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.108626] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [78] 1736811765108487, 0.220691, 0.103903, -0.258243, -0.309447, -0.998857, 0.010911, -0.0402947, 0.0232853, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.111162] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [80] 1736811765111043, 0.223247, 0.103926, -0.258255, -0.309468, -0.998862, 0.0109204, -0.0402105, 0.0232273, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.115548] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [81] 1736811765115437, 0.227641, 0.103926, -0.258255, -0.309468, -0.998862, 0.0109204, -0.0402105, 0.0232273, 0.0022364, 0, -0.00207004, 0, 0, 0, 
[2025-01-13 18:42:45.117998] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [82] 1736811765117889, 0.230093, 0.103926, -0.258255, -0.309468, -0.998862, 0.0109204, -0.0402105, 0.0232273, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.120531] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [84] 1736811765120444, 0.232648, 0.103898, -0.25825, -0.309453, -0.998859, 0.010914, -0.0402735, 0.023228, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.123278] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [85] 1736811765123167, 0.235371, 0.103898, -0.25825, -0.309453, -0.998859, 0.010914, -0.0402735, 0.023228, -0.00274253, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.125890] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [86] 1736811765125773, 0.237977, 0.103898, -0.25825, -0.309453, -0.998859, 0.010914, -0.0402735, 0.023228, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.130238] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [88] 1736811765130156, 0.24236, 0.103898, -0.25825, -0.309453, -0.998859, 0.010914, -0.0402735, 0.023228, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.133029] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [89] 1736811765132913, 0.245117, 0.103843, -0.258262, -0.309457, -0.998853, 0.0109442, -0.0404082, 0.0232351, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.135575] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [90] 1736811765135461, 0.247665, 0.103843, -0.258262, -0.309457, -0.998853, 0.0109442, -0.0404082, 0.0232351, -0.0054986, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.138440] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [91] 1736811765138332, 0.250536, 0.103843, -0.258262, -0.309457, -0.998853, 0.0109442, -0.0404082, 0.0232351, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.140701] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [93] 1736811765140594, 0.252798, 0.103878, -0.258255, -0.309448, -0.99886, 0.010955, -0.0402879, 0.0231423, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.143422] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [94] 1736811765143306, 0.25551, 0.103878, -0.258255, -0.309448, -0.99886, 0.010955, -0.0402879, 0.0231423, 0.00349819, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.146505] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [95] 1736811765146394, 0.258598, 0.103878, -0.258255, -0.309448, -0.99886, 0.010955, -0.0402879, 0.0231423, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.149251] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [96] 1736811765149134, 0.261338, 0.103878, -0.258255, -0.309448, -0.99886, 0.010955, -0.0402879, 0.0231423, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.151777] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [98] 1736811765151663, 0.263867, 0.103876, -0.258233, -0.30943, -0.998859, 0.0108914, -0.0403119, 0.0231806, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.154649] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [99] 1736811765154534, 0.266738, 0.103876, -0.258233, -0.30943, -0.998859, 0.0108914, -0.0403119, 0.0231806, 0, 0.00223733, 0, 0, 0, 0, 
[2025-01-13 18:42:45.156985] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [100] 1736811765156876, 0.26908, 0.103876, -0.258233, -0.30943, -0.998859, 0.0108914, -0.0403119, 0.0231806, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.159634] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [101] 1736811765159526, 0.27173, 0.103876, -0.258233, -0.30943, -0.998859, 0.0108914, -0.0403119, 0.0231806, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.162943] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [103] 1736811765162828, 0.275032, 0.103855, -0.258268, -0.309454, -0.998858, 0.0109945, -0.0403271, 0.0231528, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.165919] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [104] 1736811765165807, 0.278011, 0.103855, -0.258268, -0.309454, -0.998858, 0.0109945, -0.0403271, 0.0231528, -0.00211429, -0.0034772, -0.00238847, 0, 0, 0, 
[2025-01-13 18:42:45.168380] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [105] 1736811765168269, 0.280473, 0.103855, -0.258268, -0.309454, -0.998858, 0.0109945, -0.0403271, 0.0231528, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.171023] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [107] 1736811765170915, 0.283119, 0.10385, -0.258287, -0.30946, -0.998865, 0.0109903, -0.0402199, 0.0230191, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.174547] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [108] 1736811765174434, 0.286638, 0.10385, -0.258287, -0.30946, -0.998865, 0.0109903, -0.0402199, 0.0230191, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.179953] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [110] 1736811765179900, 0.292104, 0.10385, -0.258287, -0.30946, -0.998865, 0.0109903, -0.0402199, 0.0230191, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.181898] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [111] 1736811765181777, 0.293981, 0.103843, -0.258247, -0.309408, -0.998864, 0.0109309, -0.0402536, 0.0230503, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.184626] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [112] 1736811765184513, 0.296717, 0.103843, -0.258247, -0.309408, -0.998864, 0.0109309, -0.0402536, 0.0230503, 0, 0.00403042, 0.00522923, 0, 0, 0, 
[2025-01-13 18:42:45.186989] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [113] 1736811765186871, 0.299075, 0.103843, -0.258247, -0.309408, -0.998864, 0.0109309, -0.0402536, 0.0230503, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.189624] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [114] 1736811765189508, 0.301712, 0.103843, -0.258247, -0.309408, -0.998864, 0.0109309, -0.0402536, 0.0230503, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.195038] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [116] 1736811765194918, 0.307122, 0.103882, -0.258279, -0.309421, -0.998875, 0.0109553, -0.0400432, 0.0229313, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.199664] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [117] 1736811765199571, 0.311775, 0.103882, -0.258279, -0.309421, -0.998875, 0.0109553, -0.0400432, 0.0229313, 0.00382239, -0.00319725, 0, 0, 0.0422217, 0, 
[2025-01-13 18:42:45.201224] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [119] 1736811765201106, 0.31331, 0.103882, -0.258279, -0.309421, -0.998875, 0.0109553, -0.0400432, 0.0229313, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.202191] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [120] 1736811765202082, 0.314286, 0.103861, -0.258314, -0.309448, -0.998859, 0.0109799, -0.0402896, 0.0231788, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.205334] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [121] 1736811765205167, 0.317371, 0.103861, -0.258314, -0.309448, -0.998859, 0.0109799, -0.0402896, 0.0231788, -0.00209372, -0.00353924, -0.00272041, 0, -0.0499144, 0.0490226, 
[2025-01-13 18:42:45.207719] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [122] 1736811765207612, 0.319816, 0.103861, -0.258314, -0.309448, -0.998859, 0.0109799, -0.0402896, 0.0231788, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.212257] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [124] 1736811765212142, 0.324346, 0.103833, -0.258294, -0.309461, -0.998867, 0.0109584, -0.0402197, 0.0229655, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.215094] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [125] 1736811765214987, 0.327191, 0.103833, -0.258294, -0.309461, -0.998867, 0.0109584, -0.0402197, 0.0229655, -0.00277744, 0, 0, 0, 0, -0.0424832, 
[2025-01-13 18:42:45.217670] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [126] 1736811765217557, 0.329761, 0.103833, -0.258294, -0.309461, -0.998867, 0.0109584, -0.0402197, 0.0229655, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.219968] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [128] 1736811765219911, 0.332115, 0.103863, -0.258284, -0.309473, -0.998871, 0.0109442, -0.0401353, 0.0229391, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.222795] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [129] 1736811765222682, 0.334886, 0.103863, -0.258284, -0.309473, -0.998871, 0.0109442, -0.0401353, 0.0229391, 0.0029778, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.226514] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [130] 1736811765226401, 0.338605, 0.103863, -0.258284, -0.309473, -0.998871, 0.0109442, -0.0401353, 0.0229391, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.229613] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [131] 1736811765229527, 0.341731, 0.103863, -0.258284, -0.309473, -0.998871, 0.0109442, -0.0401353, 0.0229391, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.231732] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [133] 1736811765231615, 0.343819, 0.103892, -0.258241, -0.309478, -0.998867, 0.0108583, -0.0401987, 0.0230402, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.235576] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [134] 1736811765235460, 0.347664, 0.103892, -0.258241, -0.309478, -0.998867, 0.0108583, -0.0401987, 0.0230402, 0.0029101, 0.00434466, 0, 0, 0, 0, 
[2025-01-13 18:42:45.236786] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [135] 1736811765236680, 0.348884, 0.103892, -0.258241, -0.309478, -0.998867, 0.0108583, -0.0401987, 0.0230402, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.239418] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [136] 1736811765239299, 0.351503, 0.103892, -0.258241, -0.309478, -0.998867, 0.0108583, -0.0401987, 0.0230402, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.242504] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [138] 1736811765242390, 0.354594, 0.103883, -0.258211, -0.309469, -0.998872, 0.0108152, -0.040154, 0.0229202, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:45.245324] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [139] 1736811765245179, 0.357383, 0.103883, -0.258211, -0.309469, -0.998872, 0.0108152, -0.040154, 0.0229202, 0, 0.00302924, 0, 0, 0, 0, 
