[2024-06-13 12:18:02.844126] [0x0000007f98d14010] [LogDataTag] [0x00002ff1] [1] Initial timestamp, Current time [s], User-defined position x [m], User-defined position y [m], User-defined position z [m], User-defined velocity x [m/s], User-defined velocity y [m/s], User-defined velocity z [m/s], User-defined acceleration x [m/s^2], User-defined acceleration y [m/s^2], User-defined acceleration z [m/s^2], User-defined yaw [rad], User-defined yaw_dot [rad/s], User-defined yaw_dot_dot [rad/s^2], Odometry time [s], Position x [m], Position y [m], Position z [m], Quaternion q0 [-], Quaternion q1 [-], Quaternion q2 [-], Quaternion q3 [-], Velocity x [m/s], Velocity y [m/s], Velocity z [m/s], Angular velocity x [rad/s], Angular velocity y [rad/s], Angular velocity z [rad/s], Roll [rad], Pitch [rad], Yaw [rad], Algorithm execution time [us], Mu translational raw x [N], Mu translational raw y [N], Mu translational raw z [N], Mu translational x [N], Mu translational y [N], Mu translational z [N], U control input U1 [N], U control input U2 [Nm], U control input U3 [Nm], U control input U4 [Nm], Roll reference [rad], Pitch reference [rad], Roll_dot reference [rad/s], Pitch_dot reference [rad/s], Roll_dot_dot reference [rad/s^2], Pitch_dot_dot reference [rad/s^2], Roll_dot [rad/s], Pitch_dot [rad/s], Yaw_dot [rad/s], Thrust motors QUADCOPTER T1 [N], Thrust motors QUADCOPTER T2 [N], Thrust motors QUADCOPTER T3 [N], Thrust motors QUADCOPTER T4 [N], Thrust motors normalized QUADCOPTER T1 [-], Thrust motors normalized QUADCOPTER T2 [-], Thrust motors normalized QUADCOPTER T3 [-], Thrust motors normalized QUADCOPTER T4 [-], Thrust motors X8COPTER T1 [N], Thrust motors X8COPTER T2 [N], Thrust motors X8COPTER T3 [N], Thrust motors X8COPTER T4 [N], Thrust motors X8COPTER T5 [N], Thrust motors X8COPTER T6 [N], Thrust motors X8COPTER T7 [N], Thrust motors X8COPTER T8 [N], Thrust motors normalized X8COPTER T1 [-], Thrust motors normalized X8COPTER T2 [-], Thrust motors normalized X8COPTER T3 [-], Thrust motors normalized X8COPTER T4 [-], Thrust motors normalized X8COPTER T5 [-], Thrust motors normalized X8COPTER T6 [-], Thrust motors normalized X8COPTER T7 [-], Thrust motors normalized X8COPTER T8 [-], Roll error [rad], Pitch error [rad], Yaw error [rad], Outer loop Proportional term x [-], Outer loop Proportional term y [-], Outer loop Proportional term z [-], Outer loop Integral term x [-], Outer loop Integral term y [-], Outer loop Integral term z [-], Outer loop Derivative term x [-], Outer loop Derivative term y [-], Outer loop Derivative term z [-], Outer loop Dynamic Inversion term x [-], Outer loop Dynamic Inversion term y [-], Outer loop Dynamic Inversion term z [-], Inner loop Proportional term x [-], Inner loop Proportional term y [-], Inner loop Proportional term z [-], Inner loop Integral term x [-], Inner loop Integral term y [-], Inner loop Integral term z [-], Inner loop Derivative term x [-], Inner loop Derivative term y [-], Inner loop Derivative term z [-], Inner loop Dynamic Inversion term x [-], Inner loop Dynamic Inversion term y [-], Inner loop Dynamic Inversion term z [-], 
[2024-06-13 12:18:02.904411] [0x0000007f915b79a0] [LogDataTag] [0x00002ff1] [3] 1718295482836884, 0.066912, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.906171] [0x0000007f91db89a0] [LogDataTag] [0x00002ff1] [5] 1718295482836884, 0.06878, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.07993, -0.192984, -0.316034, 0.99897, -0.00526658, -0.00375531, -0.044911, -0.00127155, 0.000139714, -0.00107865, 0.00234412, 0.00279242, 0.00185263, -0.0101855, -0.00797602, -0.0898135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.916221] [0x0000007f925b99a0] [LogDataTag] [0x00002ff1] [10] 1718295482836884, 0.078841, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.079945, -0.192992, -0.316002, 0.998971, -0.00526485, -0.00375896, -0.0449001, -0.0012726, 0.000233036, -0.00111963, 0.000379485, -0.000622407, 0.00209167, -0.0101818, -0.00798305, -0.0897916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.926627] [0x0000007f915b79a0] [LogDataTag] [0x00002ff1] [14] 1718295482836884, 0.088893, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.0799561, -0.193, -0.315994, 0.998971, -0.00526433, -0.00376071, -0.0448995, -0.00135714, 0.000261179, -0.000735738, 0.00617068, 0.0050253, 0.00508085, -0.0101806, -0.00798649, -0.0897904, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.936540] [0x0000007f915b79a0] [LogDataTag] [0x00002ff1] [19] 1718295482836884, 0.0989, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.0799561, -0.193, -0.315994, 0.998971, -0.00526433, -0.00376071, -0.0448995, -0.00135714, 0.000261179, -0.000735738, 0.00617068, 0.0050253, 0.00508085, -0.0101806, -0.00798649, -0.0897904, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.946252] [0x0000007f98d14010] [LogDataTag] [0x00002ff1] [23] 1718295482836884, 0.108899, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.0799799, -0.193015, -0.315971, 0.99897, -0.0052733, -0.00374253, -0.0449192, -0.0012305, 0.000328215, -0.000786485, 0.00263135, 0.00185361, 0.00644181, -0.0102, -0.00795117, -0.0898301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.956036] [0x0000007f91db89a0] [LogDataTag] [0x00002ff1] [28] 1718295482836884, 0.118758, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.0799857, -0.19302, -0.315965, 0.998971, -0.00527126, -0.00374815, -0.0448962, -0.00119894, 0.000215626, -0.000598406, -0.00318896, 0.00475257, 0.00915389, -0.0101956, -0.00796199, -0.0897839, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.966288] [0x0000007f91db89a0] [LogDataTag] [0x00002ff1] [32] 1718295482836884, 0.128922, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.0799857, -0.19302, -0.315965, 0.998971, -0.00527126, -0.00374815, -0.0448962, -0.00119894, 0.000215626, -0.000598406, -0.00318896, 0.00475257, 0.00915389, -0.0101956, -0.00796199, -0.0897839, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.976195] [0x0000007f98d14010] [LogDataTag] [0x00002ff1] [37] 1718295482836884, 0.138849, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.0799953, -0.193032, -0.31586, 0.998969, -0.00526859, -0.00377859, -0.0449269, -0.00137323, 0.000205593, -0.000583509, -0.00151895, -0.00214553, -0.00478194, -0.0101873, -0.00802288, -0.089845, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.986249] [0x0000007f98d14010] [LogDataTag] [0x00002ff1] [41] 1718295482836884, 0.148889, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.0799953, -0.193032, -0.31586, 0.998969, -0.00526859, -0.00377859, -0.0449269, -0.00137323, 0.000205593, -0.000583509, -0.00151895, -0.00214553, -0.00478194, -0.0101873, -0.00802288, -0.089845, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:02.996311] [0x0000007f915b79a0] [LogDataTag] [0x00002ff1] [45] 1718295482836884, 0.158887, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.0799975, -0.193042, -0.315693, 0.99897, -0.00524593, -0.00379521, -0.0449094, -0.00135615, 0.000148208, -0.000510679, 0.00413598, 2.19092e-05, 0.00654196, -0.0101407, -0.00805388, -0.0898101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.006612] [0x0000007f98d14010] [LogDataTag] [0x00002ff1] [50] 1718295482836884, 0.169167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.0799964, -0.193046, -0.315619, 0.99897, -0.00525245, -0.00378303, -0.0449091, -0.00140689, 0.000201634, -0.00041585, -0.00225808, 0.000874067, 0.00494611, -0.0101548, -0.00803012, -0.0898096, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.016403] [0x0000007f98d14010] [LogDataTag] [0x00002ff1] [54] 1718295482836884, 0.179009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.0799964, -0.193046, -0.315619, 0.99897, -0.00525245, -0.00378303, -0.0449091, -0.00140689, 0.000201634, -0.00041585, -0.00225808, 0.000874067, 0.00494611, -0.0101548, -0.00803012, -0.0898096, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.026241] [0x0000007f91db89a0] [LogDataTag] [0x00002ff1] [59] 1718295482836884, 0.188874, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.0799901, -0.193059, -0.315469, 0.99897, -0.0052604, -0.00376501, -0.0449167, -0.00128671, 0.000223125, -0.000140208, -0.00196388, -0.000431698, -0.000521429, -0.0101722, -0.0079949, -0.0898249, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.036270] [0x0000007f91db89a0] [LogDataTag] [0x00002ff1] [63] 1718295482836884, 0.198952, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.0799864, -0.193062, -0.315452, 0.99897, -0.00524822, -0.00377002, -0.044914, -0.00144636, 0.000229607, 9.30111e-05, 0.00195688, -0.00141128, 0.00227021, -0.0101475, -0.0080038, -0.0898196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.046248] [0x0000007f915b79a0] [LogDataTag] [0x00002ff1] [68] 1718295482836884, 0.208919, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.0799806, -0.193065, -0.315435, 0.998971, -0.00523403, -0.00375303, -0.0449012, -0.00155373, 0.000205676, 0.000139699, 0.00333184, 0.00195584, 0.00452746, -0.0101207, -0.00796846, -0.0897941, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.056250] [0x0000007f915b79a0] [LogDataTag] [0x00002ff1] [72] 1718295482836884, 0.218886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.0799806, -0.193065, -0.315435, 0.998971, -0.00523403, -0.00375303, -0.0449012, -0.00155373, 0.000205676, 0.000139699, 0.00333184, 0.00195584, 0.00452746, -0.0101207, -0.00796846, -0.0897941, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.066451] [0x0000007f98d14010] [LogDataTag] [0x00002ff1] [76] 1718295482836884, 0.228835, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.0799638, -0.193091, -0.315406, 0.998965, -0.00525118, -0.00375052, -0.0450301, -0.00146725, -0.00174688, -0.000355688, -0.00606786, 0.000180583, -0.0249124, -0.0101542, -0.00796628, -0.0900522, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.076278] [0x0000007f91db89a0] [LogDataTag] [0x00002ff1] [81] 1718295482836884, 0.238913, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.0799527, -0.1931, -0.315394, 0.998964, -0.00524855, -0.0037662, -0.0450578, -0.00217394, 0.000607785, 1.46322e-05, 0.000967285, -0.00801977, 0.00483776, -0.0101473, -0.00799766, -0.0901074, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.086212] [0x0000007f925b99a0] [LogDataTag] [0x00002ff1] [86] 1718295482836884, 0.24889, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.0799596, -0.193088, -0.315295, 0.99897, -0.00524335, -0.00374852, -0.0449203, -0.00156088, 0.00301849, -0.000566191, 0.00317301, 0.000419255, 0.0449355, -0.0101396, -0.00796046, -0.0898324, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.096442] [0x0000007f915b79a0] [LogDataTag] [0x00002ff1] [89] 1718295482836884, 0.259073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.079966, -0.193068, -0.315207, 0.998977, -0.0052424, -0.00374416, -0.0447588, -0.00177017, 0.00246893, -0.000745035, 0.00133639, -0.00321261, 0.0331266, -0.0101394, -0.00795003, -0.0895091, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.106259] [0x0000007f915b79a0] [LogDataTag] [0x00002ff1] [94] 1718295482836884, 0.268902, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.0799666, -0.193059, -0.315125, 0.998981, -0.00521542, -0.00373126, -0.0446737, -0.00237387, 0.000506627, -0.000175551, 0.00635743, 0.00661552, 0.0133619, -0.0100873, -0.00792099, -0.0893391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.116410] [0x0000007f915b79a0] [LogDataTag] [0x00002ff1] [99] 1718295482836884, 0.27889, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.0799666, -0.193059, -0.315125, 0.998981, -0.00521542, -0.00373126, -0.0446737, -0.00237387, 0.000506627, -0.000175551, 0.00635743, 0.00661552, 0.0133619, -0.0100873, -0.00792099, -0.0893391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.126185] [0x0000007f91db89a0] [LogDataTag] [0x00002ff1] [103] 1718295482836884, 0.288834, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.0833506, -0.184495, -0.313844, 0.998964, -0.00526374, -0.00377178, -0.045044, -0.00252502, -0.000829717, 0.00107262, -0.00132038, -0.00309364, -0.0296652, -0.0101773, -0.00801003, -0.0900796, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.136275] [0x0000007f915b79a0] [LogDataTag] [0x00002ff1] [108] 1718295482836884, 0.298875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.0833419, -0.184498, -0.313775, 0.998961, -0.00526844, -0.00378663, -0.0451048, -0.00256056, 0.00112997, 0.000700465, 0.00519601, -0.00331214, -0.00251072, -0.0101848, -0.00804074, -0.0902013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.146228] [0x0000007f915b79a0] [LogDataTag] [0x00002ff1] [112] 1718295482836884, 0.308937, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.0833419, -0.184498, -0.313775, 0.998961, -0.00526844, -0.00378663, -0.0451048, -0.00256056, 0.00112997, 0.000700465, 0.00519601, -0.00331214, -0.00251072, -0.0101848, -0.00804074, -0.0902013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.156225] [0x0000007f91db89a0] [LogDataTag] [0x00002ff1] [116] 1718295482836884, 0.318865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.0833207, -0.184458, -0.31366, 0.998972, -0.00523699, -0.00376616, -0.0448732, -0.00251083, 0.00334574, -0.000187904, 0.0100219, 0.00368897, 0.0348742, -0.0101257, -0.00799466, -0.0897379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.167334] [0x0000007f91db89a0] [LogDataTag] [0x00002ff1] [121] 1718295482836884, 0.329992, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.0833207, -0.184458, -0.31366, 0.998972, -0.00523699, -0.00376616, -0.0448732, -0.00251083, 0.00334574, -0.000187904, 0.0100219, 0.00368897, 0.0348742, -0.0101257, -0.00799466, -0.0897379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:03.176227] [0x0000007f98d14010] [LogDataTag] [0x00002ff1] [125] 1718295482836884, 0.338878, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8445e+13, 0.0832988, -0.184427, -0.313564, 0.998978, -0.00526343, -0.00374621, -0.0447474, -0.00244458, 0.000637268, 0.000438753, -0.00243401, -0.00638385, -0.00375437, -0.0101813, -0.00795589, -0.089486, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
