[2024-06-13 12:18:02.844126] [0x0000007f98d14010] [LogDataTag] [0x00002ff1] [1] Initial timestamp, Current time [s], User-defined position x [m], User-defined position y [m], User-defined position z [m], User-defined velocity x [m/s], User-defined velocity y [m/s], User-defined velocity z [m/s], User-defined acceleration x [m/s^2], User-defined acceleration y [m/s^2], User-defined acceleration z [m/s^2], User-defined yaw [rad], User-defined yaw_dot [rad/s], User-defined yaw_dot_dot [rad/s^2], Odometry time [s], Position x [m], Position y [m], Position z [m], Quaternion q0 [-], Quaternion q1 [-], Quaternion q2 [-], Quaternion q3 [-], Velocity x [m/s], Velocity y [m/s], Velocity z [m/s], Angular velocity x [rad/s], Angular velocity y [rad/s], Angular velocity z [rad/s], Roll [rad], Pitch [rad], Yaw [rad], Algorithm execution time [us], Mu translational raw x [N], Mu translational raw y [N], Mu translational raw z [N], Mu translational x [N], Mu translational y [N], Mu translational z [N], U control input U1 [N], U control input U2 [Nm], U control input U3 [Nm], U control input U4 [Nm], Roll reference [rad], Pitch reference [rad], Roll_dot reference [rad/s], Pitch_dot reference [rad/s], Roll_dot_dot reference [rad/s^2], Pitch_dot_dot reference [rad/s^2], Roll_dot [rad/s], Pitch_dot [rad/s], Yaw_dot [rad/s], Thrust motors QUADCOPTER T1 [N], Thrust motors QUADCOPTER T2 [N], Thrust motors QUADCOPTER T3 [N], Thrust motors QUADCOPTER T4 [N], Thrust motors normalized QUADCOPTER T1 [-], Thrust motors normalized QUADCOPTER T2 [-], Thrust motors normalized QUADCOPTER T3 [-], Thrust motors normalized QUADCOPTER T4 [-], Thrust motors X8COPTER T1 [N], Thrust motors X8COPTER T2 [N], Thrust motors X8COPTER T3 [N], Thrust motors X8COPTER T4 [N], Thrust motors X8COPTER T5 [N], Thrust motors X8COPTER T6 [N], Thrust motors X8COPTER T7 [N], Thrust motors X8COPTER T8 [N], Thrust motors normalized X8COPTER T1 [-], Thrust motors normalized X8COPTER T2 [-], Thrust motors normalized X8COPTER T3 [-], Thrust motors normalized X8COPTER T4 [-], Thrust motors normalized X8COPTER T5 [-], Thrust motors normalized X8COPTER T6 [-], Thrust motors normalized X8COPTER T7 [-], Thrust motors normalized X8COPTER T8 [-], Roll error [rad], Pitch error [rad], Yaw error [rad], Outer loop Proportional term x [-], Outer loop Proportional term y [-], Outer loop Proportional term z [-], Outer loop Integral term x [-], Outer loop Integral term y [-], Outer loop Integral term z [-], Outer loop Derivative term x [-], Outer loop Derivative term y [-], Outer loop Derivative term z [-], Outer loop Dynamic Inversion term x [-], Outer loop Dynamic Inversion term y [-], Outer loop Dynamic Inversion term z [-], Inner loop Proportional term x [-], Inner loop Proportional term y [-], Inner loop Proportional term z [-], Inner loop Integral term x [-], Inner loop Integral term y [-], Inner loop Integral term z [-], Inner loop Derivative term x [-], Inner loop Derivative term y [-], Inner loop Derivative term z [-], Inner loop Dynamic Inversion term x [-], Inner loop Dynamic Inversion term y [-], Inner loop Dynamic Inversion term z [-], 
[2024-06-13 12:18:20.937320] [0x0000007f98d14010] [LogDataTag] [0x00002ff1] [8047] 1718295482836884, 18.0989, -2.74705e-11, 1.92091e-11, -1, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, -0.137508, -0.0572643, -0.662493, -0.958189, 0.0090463, 0.0482174, 0.2819, -0.070017, 0.213639, -0.0570556, -0.230537, -0.217677, -0.209247, 0.00989615, -0.0976582, -0.572739, 1061, 2.82468, -2.29367, -23.5944, 1.29918, -0.632696, -23.8295, 23.8733, 0.0529323, 0.103085, -0.0125585, -0.0265053, -0.0544659, 0.0499141, 0.0437845, 0.660379, 0.307475, -0.209827, -0.215595, -0.212403, 0, 0, 0, 0, 0, 0, 0, 0, 2.91233, 3.34843, 2.74203, 2.93386, 3.03447, 3.22629, 2.61989, 3.056, 0.400487, 0.440503, 0.384366, 0.402504, 0.411871, 0.429468, 0.372615, 0.413862, 0.0364015, -0.0431923, 0.033294, 0.962554, 0.515379, -3.03756, 0.0185149, 0.640036, -0.0150877, 0.490119, -2.35003, 0.570556, -0, -0, -18.8288, -1.45606, 1.72769, -0.33294, 0.515272, 0.0384372, -0.727941, 2.59741, 2.5938, 0.424806, -0.000317551, 0.000325888, 1.08435e-05, 
[2024-06-13 12:18:20.947561] [0x0000007f91db89a0] [LogDataTag] [0x00002ff1] [8051] 1718295482836884, 18.1089, -2.74705e-11, 1.92091e-11, -1, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, -0.140848, -0.0532955, -0.662932, -0.957798, 0.0104794, 0.0491525, 0.283015, -0.0637976, 0.217495, -0.0602013, -0.123632, -0.220599, -0.171321, 0.00778666, -0.100256, -0.575009, 1276, 2.79002, -2.43897, -23.5847, 1.2888, -0.714986, -23.8285, 23.874, 0.00281135, 0.100933, -0.0112388, -0.0299527, -0.0540339, 0.0505644, 0.0509616, -0.467591, -0.0120598, -0.106226, -0.219259, -0.173907, 0, 0, 0, 0, 0, 0, 0, 0, 2.98369, 3.27115, 2.70385, 2.97833, 2.99018, 3.26466, 2.69736, 2.98482, 0.407156, 0.433536, 0.38071, 0.406657, 0.407759, 0.432948, 0.380087, 0.407261, 0.0377394, -0.0462219, 0.0310241, 0.985939, 0.479659, -3.03361, 0.0206109, 0.642494, -0.045437, 0.446583, -2.39245, 0.602013, -0, -0, -18.8288, -1.50958, 1.84888, -0.310241, 0.514711, 0.0391132, -0.729848, 1.5679, 2.7022, 0.347814, -0.000249101, 0.000124703, 1.91886e-05, 
[2024-06-13 12:18:20.958081] [0x0000007f925b99a0] [LogDataTag] [0x00002ff1] [8056] 1718295482836884, 18.1189, -2.74705e-11, 1.92091e-11, -1, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, -0.144009, -0.0493637, -0.663404, -0.957372, 0.0120124, 0.0501513, 0.284219, -0.053572, 0.219016, -0.0764104, -0.164103, -0.231539, -0.2103, 0.00553665, -0.103037, -0.577459, 1708, 2.69918, -2.53466, -23.3235, 1.2269, -0.78071, -23.5708, 23.6156, -0.00944884, 0.10948, -0.00907954, -0.0330651, -0.0520047, 0.0222213, 0.0557549, -1.04086, 0.0198347, -0.142225, -0.230371, -0.212707, 0, 0, 0, 0, 0, 0, 0, 0, 3.00464, 3.20983, 2.67227, 2.92106, 2.98284, 3.23163, 2.69407, 2.89925, 0.409104, 0.427971, 0.377674, 0.401305, 0.407076, 0.429953, 0.379771, 0.39926, 0.0386018, -0.0510327, 0.0285749, 1.00806, 0.444274, -3.02937, 0.0227552, 0.644774, -0.0757448, 0.375004, -2.40918, 0.764104, -0, -0, -18.8288, -1.54407, 2.04131, -0.285749, 0.514134, 0.0398525, -0.731611, 1.64446, 2.86126, 0.425414, -0.000323848, 0.000208947, 2.26576e-05, 
[2024-06-13 12:18:20.967400] [0x0000007f915b79a0] [LogDataTag] [0x00002ff1] [8060] 1718295482836884, 18.1289, -2.74705e-11, 1.92091e-11, -1, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, -0.147143, -0.0454353, -0.663888, -0.956887, 0.0136258, 0.0510639, 0.285613, -0.0503434, 0.214226, -0.0822909, -0.315617, -0.328275, -0.319863, 0.00310968, -0.105705, -0.580291, 1120, 2.70211, -2.49734, -23.2603, 1.15459, -0.680163, -23.5114, 23.5496, 0.0474814, 0.141117, -0.00762088, -0.0288862, -0.0490681, 0.00950107, 0.0649138, -0.0363665, 0.151155, -0.281572, -0.327278, -0.322683, 0, 0, 0, 0, 0, 0, 0, 0, 2.99382, 3.2939, 2.70305, 2.78401, 3.10338, 3.18434, 2.59349, 2.89357, 0.408098, 0.435592, 0.380634, 0.388368, 0.418231, 0.425648, 0.370052, 0.398726, 0.0319959, -0.0566367, 0.025742, 1.03, 0.408917, -3.02501, 0.0249467, 0.646877, -0.106009, 0.352404, -2.35649, 0.822909, -0, -0, -18.8288, -1.27984, 2.26547, -0.25742, 0.513619, 0.0406719, -0.733212, 2.91073, 3.92192, 0.645366, -0.000720017, 0.000659587, 3.35275e-05, 
[2024-06-13 12:18:20.977617] [0x0000007f925b99a0] [LogDataTag] [0x00002ff1] [8064] 1718295482836884, 18.1389, -2.74705e-11, 1.92091e-11, -1, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, -0.153299, -0.0374422, -0.664925, -0.956021, 0.0162218, 0.052564, 0.288094, -0.0519922, 0.213012, -0.0690869, -0.249561, -0.298146, -0.283058, -0.000734553, -0.110073, -0.585344, 1377, 2.81136, -2.60635, -23.5539, 1.17298, -0.601711, -23.8274, 23.8638, 0.0555151, 0.128005, -0.00840829, -0.025217, -0.0491885, 0.0223251, 0.0647582, 0.513582, -0.314467, -0.218302, -0.298353, -0.284562, 0, 0, 0, 0, 0, 0, 0, 0, 2.99539, 3.3337, 2.76036, 2.84247, 3.12349, 3.2056, 2.63226, 2.97057, 0.408244, 0.439179, 0.386116, 0.39391, 0.420079, 0.427586, 0.373812, 0.405933, 0.0244825, -0.0608849, 0.0206895, 1.07309, 0.33698, -3.01568, 0.0272154, 0.648682, -0.136197, 0.363945, -2.34314, 0.690869, -0, -0, -18.8288, -0.979298, 2.4354, -0.206895, 0.513212, 0.0415619, -0.734555, 2.40627, 3.63112, 0.569123, -0.000569837, 0.000445439, 3.32205e-05, 
[2024-06-13 12:18:20.987275] [0x0000007f925b99a0] [LogDataTag] [0x00002ff1] [8069] 1718295482836884, 18.1489, -2.74705e-11, 1.92091e-11, -1, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, -0.153299, -0.0374422, -0.664925, -0.956021, 0.0162218, 0.052564, 0.288094, -0.0519922, 0.213012, -0.0690869, -0.249561, -0.298146, -0.283058, -0.000734553, -0.110073, -0.585344, 1071, 2.81578, -2.60312, -23.6118, 1.1685, -0.596533, -23.8852, 23.9212, 0.0517351, 0.121731, -0.00826285, -0.02494, -0.0488827, 0.0355385, 0.0538483, 0.204226, -0.50348, -0.218302, -0.298353, -0.284562, 0, 0, 0, 0, 0, 0, 0, 0, 2.99984, 3.32578, 2.77388, 2.86108, 3.11921, 3.20641, 2.65451, 2.98045, 0.408658, 0.438467, 0.387404, 0.395667, 0.419686, 0.427659, 0.375962, 0.406854, 0.0242055, -0.0611908, 0.0206895, 1.07309, 0.33698, -3.01568, 0.0295149, 0.650367, -0.166354, 0.363945, -2.34314, 0.690869, -0, -0, -18.8288, -0.968219, 2.44763, -0.206895, 0.512846, 0.0424762, -0.735796, 2.5384, 3.52202, 0.569123, -0.000569837, 0.000445439, 3.32205e-05, 
[2024-06-13 12:18:20.997838] [0x0000007f915b79a0] [LogDataTag] [0x00002ff1] [8073] 1718295482836884, 18.159, -2.74705e-11, 1.92091e-11, -1, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, -0.156285, -0.033384, -0.665527, -0.955592, 0.0172761, 0.0530611, 0.289362, -0.0492415, 0.210842, -0.0777102, -0.141672, -0.137179, -0.236908, -0.00232452, -0.111639, -0.587934, 1312, 2.82342, -2.62441, -23.4937, 1.16389, -0.562492, -23.7727, 23.8078, 0.0313142, 0.0817134, -0.0084673, -0.0236286, -0.0489201, 0.0440767, 0.0369619, 0.116481, -0.596134, -0.115149, -0.137729, -0.23807, 0, 0, 0, 0, 0, 0, 0, 0, 2.94991, 3.23385, 2.79036, 2.92978, 3.02216, 3.16159, 2.7181, 3.00204, 0.404005, 0.430154, 0.388971, 0.402123, 0.41073, 0.42357, 0.382077, 0.408862, 0.021304, -0.0627192, 0.0180998, 1.094, 0.300456, -3.01026, 0.0318442, 0.65193, -0.196475, 0.34469, -2.31927, 0.777102, -0, -0, -18.8288, -0.852162, 2.50877, -0.180998, 0.51251, 0.0434074, -0.736934, 1.59226, 1.74691, 0.47614, -0.000210376, 0.000184106, 1.92011e-05, 
[2024-06-13 12:18:21.007338] [0x0000007f98d14010] [LogDataTag] [0x00002ff1] [8077] 1718295482836884, 18.1689, -2.74705e-11, 1.92091e-11, -1, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, -0.161886, -0.0253712, -0.666912, -0.954693, 0.019952, 0.0539446, 0.29198, -0.0292704, 0.211594, -0.107402, -0.229857, -0.152173, -0.237536, -0.00663833, -0.114905, -0.593224, 1102, 2.6349, -2.77633, -22.9573, 1.08003, -0.674713, -23.2393, 23.2742, 0.0190548, 0.0985145, -0.00709224, -0.0289938, -0.046441, 0.0226326, 0.0286386, -1.03624, -0.148805, -0.202559, -0.153746, -0.238091, 0, 0, 0, 0, 0, 0, 0, 0, 2.93837, 3.15964, 2.70287, 2.83621, 2.98234, 3.11568, 2.6589, 2.88018, 0.402926, 0.423392, 0.380616, 0.393318, 0.40703, 0.419361, 0.376386, 0.397466, 0.0223555, -0.068464, 0.0128097, 1.13321, 0.228341, -2.99779, 0.0342445, 0.653192, -0.226494, 0.204893, -2.32754, 1.07402, -0, -0, -18.8288, -0.89422, 2.73856, -0.128097, 0.512178, 0.0444037, -0.737808, 2.25192, 1.82385, 0.476182, -0.000247239, 0.000354844, 1.19227e-05, 
[2024-06-13 12:18:21.017546] [0x0000007f98d14010] [LogDataTag] [0x00002ff1] [8082] 1718295482836884, 18.1789, -2.74705e-11, 1.92091e-11, -1, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, -0.161886, -0.0253712, -0.666912, -0.954693, 0.019952, 0.0539446, 0.29198, -0.0292704, 0.211594, -0.107402, -0.229857, -0.152173, -0.237536, -0.00663833, -0.114905, -0.593224, 1292, 2.63956, -2.77414, -23.0148, 1.07606, -0.669908, -23.2968, 23.3312, 0.0215463, 0.0966352, -0.00721512, -0.0287169, -0.0461563, -0.0058216, 0.0237765, -0.652838, -0.197909, -0.202559, -0.153746, -0.238091, 0, 0, 0, 0, 0, 0, 0, 0, 2.93842, 3.16852, 2.714, 2.84466, 2.98814, 3.1188, 2.66429, 2.89438, 0.402931, 0.424203, 0.381684, 0.394117, 0.40757, 0.419648, 0.376905, 0.398802, 0.0220786, -0.0687486, 0.0128097, 1.13321, 0.228341, -2.99779, 0.0366728, 0.654334, -0.256472, 0.204893, -2.32754, 1.07402, -0, -0, -18.8288, -0.883142, 2.74995, -0.128097, 0.511844, 0.0454317, -0.738577, 1.96738, 1.77523, 0.476182, -0.000247239, 0.000354844, 1.19227e-05, 
[2024-06-13 12:18:21.027356] [0x0000007f925b99a0] [LogDataTag] [0x00002ff1] [8087] 1718295482836884, 18.1889, -2.74705e-11, 1.92091e-11, -1, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, -0.164499, -0.0214298, -0.667682, -0.954241, 0.0211645, 0.0542965, 0.293304, -0.0256692, 0.208822, -0.110831, -0.304163, -0.224733, -0.323926, -0.00859953, -0.116301, -0.595907, 1165, 2.63098, -2.78173, -22.9932, 1.04541, -0.62545, -23.2779, 23.3098, 0.0512319, 0.118597, -0.00532479, -0.0268353, -0.0448798, -0.0161273, 0.0218787, -0.0164916, -0.0395496, -0.266547, -0.22751, -0.324172, 0, 0, 0, 0, 0, 0, 0, 0, 2.95627, 3.20761, 2.73805, 2.75295, 3.07449, 3.08939, 2.61983, 2.87117, 0.404599, 0.427769, 0.383986, 0.385409, 0.41557, 0.416944, 0.372609, 0.396618, 0.0182358, -0.0714215, 0.010127, 1.15149, 0.192869, -2.99086, 0.0391273, 0.655357, -0.286404, 0.179684, -2.29704, 1.10831, -0, -0, -18.8288, -0.729432, 2.85686, -0.10127, 0.51155, 0.0464878, -0.739238, 2.50419, 2.49389, 0.648343, -0.000495832, 0.000634291, 2.55237e-05, 
[2024-06-13 12:18:21.037450] [0x0000007f915b79a0] [LogDataTag] [0x00002ff1] [8091] 1718295482836884, 18.1989, -2.74705e-11, 1.92091e-11, -1, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, -0.167064, -0.0175206, -0.668483, -0.953805, 0.0221492, 0.0544505, 0.294619, -0.0300426, 0.204826, -0.101297, -0.296233, -0.220234, -0.316748, -0.0102381, -0.11719, -0.598581, 1226, 2.72902, -2.76325, -23.2197, 1.07052, -0.504403, -23.5125, 23.5423, 0.0829149, 0.112356, -0.00654528, -0.021427, -0.0454985, 0.00556295, 0.0166201, 0.9523, -0.239996, -0.25921, -0.223466, -0.316648, 0, 0, 0, 0, 0, 0, 0, 0, 2.92467, 3.27963, 2.79726, 2.76957, 3.11599, 3.0883, 2.60594, 2.96089, 0.401644, 0.434302, 0.389627, 0.386994, 0.419391, 0.416843, 0.371261, 0.405031, 0.0111889, -0.0716911, 0.00745226, 1.16944, 0.157686, -2.98365, 0.0416204, 0.656204, -0.316264, 0.210298, -2.25308, 1.01297, -0, -0, -18.8288, -0.447556, 2.86764, -0.0745226, 0.511345, 0.0475601, -0.739739, 2.64772, 2.40086, 0.633297, -0.000474878, 0.000603302, 2.46451e-05, 
[2024-06-13 12:18:21.047640] [0x0000007f915b79a0] [LogDataTag] [0x00002ff1] [8095] 1718295482836884, 18.2089, -2.74705e-11, 1.92091e-11, -1, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, -0.172029, -0.00964403, -0.670187, -0.953006, 0.0239518, 0.054133, 0.297111, -0.0259891, 0.198973, -0.111495, -0.0929166, 0.0694767, -0.209562, -0.0135797, -0.117682, -0.603624, 1370, 2.74613, -2.77447, -23.0516, 1.10267, -0.408348, -23.3503, 23.3799, 0.061255, 0.0375963, -0.00818084, -0.0174667, -0.047188, 0.039893, 0.00784026, 1.24253, -0.576559, -0.0680311, 0.0666246, -0.211952, 0, 0, 0, 0, 0, 0, 0, 0, 2.80288, 3.14874, 2.83757, 2.90074, 2.94422, 3.0074, 2.69622, 3.04209, 0.39016, 0.422394, 0.393446, 0.3994, 0.403473, 0.40936, 0.379978, 0.412576, 0.00388698, -0.0704944, 0.00240926, 1.2042, 0.0867963, -2.96831, 0.0441513, 0.656875, -0.34605, 0.181924, -2.18871, 1.11495, -0, -0, -18.8288, -0.155479, 2.81978, -0.0240926, 0.511222, 0.0486341, -0.740036, 1.07924, -0.587843, 0.423904, 9.19014e-05, 9.27133e-05, -1.00102e-05, 
[2024-06-13 12:18:21.057593] [0x0000007f915b79a0] [LogDataTag] [0x00002ff1] [8100] 1718295482836884, 18.2189, -2.74705e-11, 1.92091e-11, -1, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, -0.172029, -0.00964403, -0.670187, -0.953006, 0.0239518, 0.054133, 0.297111, -0.0259891, 0.198973, -0.111495, -0.0929166, 0.0694767, -0.209562, -0.0135797, -0.117682, -0.603624, 1317, 2.75106, -2.77354, -23.1087, 1.09949, -0.404009, -23.4073, 23.4366, 0.0521693, 0.040023, -0.0077817, -0.0172393, -0.0469375, 0.0687879, -0.00553219, 0.544678, -0.343831, -0.0680311, 0.0666246, -0.211952, 0, 0, 0, 0, 0, 0, 0, 0, 2.82888, 3.1438, 2.83572, 2.90988, 2.94926, 3.02342, 2.71534, 3.03026, 0.392625, 0.421941, 0.393272, 0.400258, 0.403944, 0.410847, 0.381812, 0.411481, 0.00365954, -0.0707449, 0.00240926, 1.2042, 0.0867963, -2.96831, 0.0467215, 0.657358, -0.375755, 0.181924, -2.18871, 1.11495, -0, -0, -18.8288, -0.146382, 2.8298, -0.0240926, 0.511152, 0.0496962, -0.740207, 1.36819, -0.721568, 0.423904, 9.19014e-05, 9.27133e-05, -1.00102e-05, 
[2024-06-13 12:18:21.068288] [0x0000007f925b99a0] [LogDataTag] [0x00002ff1] [8105] 1718295482836884, 18.2289, -2.74705e-11, 1.92091e-11, -1, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, -0.174434, -0.0057184, -0.671085, -0.95256, 0.0250894, 0.0539822, 0.298472, -0.0141941, 0.196383, -0.131503, -0.167413, 0.0320711, -0.236289, -0.0156838, -0.118094, -0.606366, 2015, 2.62987, -2.78606, -22.7659, 1.04038, -0.429068, -23.0586, 23.086, 0.0505657, 0.0609304, -0.00640798, -0.0185867, -0.0450885, 0.074252, -0.00759959, -0.317997, 0.145785, -0.139322, 0.0283614, -0.238424, 0, 0, 0, 0, 0, 0, 0, 0, 2.83374, 3.11061, 2.77757, 2.82109, 2.95042, 2.99394, 2.66089, 2.93777, 0.393084, 0.418896, 0.387755, 0.391887, 0.404052, 0.408109, 0.376577, 0.40287, 0.00290291, -0.0730054, -0.000332577, 1.22104, 0.0514656, -2.96024, 0.049326, 0.657674, -0.405384, 0.0993586, -2.16021, 1.31503, -0, -0, -18.8288, -0.116116, 2.92022, 0.00332577, 0.511104, 0.0507784, -0.740242, 2.13574, -0.35961, 0.476847, 4.98472e-05, 0.000232189, -3.80244e-06, 
[2024-06-13 12:18:21.078170] [0x0000007f925b99a0] [LogDataTag] [0x00002ff1] [8109] 1718295482836884, 18.2389, -2.74705e-11, 1.92091e-11, -1, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, -0.176691, -0.00189336, -0.67202, -0.952108, 0.0262251, 0.0539297, 0.299824, -0.00663175, 0.195724, -0.133024, -0.282231, -0.121569, -0.291894, -0.017725, -0.118698, -0.609096, 1885, 2.56364, -2.83797, -22.7773, 1.00279, -0.452061, -23.0699, 23.0961, 0.0616754, 0.105196, -0.00472646, -0.0195743, -0.0434401, 0.0577551, 0.00280051, -0.770381, 0.396248, -0.247682, -0.126723, -0.291746, 0, 0, 0, 0, 0, 0, 0, 0, 2.90599, 3.16646, 2.74988, 2.72573, 3.0483, 3.02415, 2.60756, 2.86804, 0.399892, 0.424015, 0.385116, 0.382807, 0.413151, 0.410914, 0.371419, 0.396323, 0.0018493, -0.075258, -0.00306266, 1.23684, 0.0170402, -2.95182, 0.0519651, 0.657817, -0.434931, 0.0464223, -2.15297, 1.33024, -0, -0, -18.8288, -0.0739722, 3.01032, 0.0306266, 0.511069, 0.0518946, -0.740113, 3.05437, 1.29524, 0.583493, -0.000242713, 0.000535496, 1.16524e-05, 
[2024-06-13 12:18:21.087663] [0x0000007f98d14010] [LogDataTag] [0x00002ff1] [8113] 1718295482836884, 18.2489, -2.74705e-11, 1.92091e-11, -1, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, -0.178901, 0.00191154, -0.673011, -0.951698, 0.0270402, 0.053583, 0.301112, -0.00987845, 0.193129, -0.120535, -0.301562, -0.105378, -0.312998, -0.0193361, -0.118551, -0.611711, 1363, 2.6421, -2.84895, -23.0565, 1.04542, -0.363564, -23.3554, 23.3816, 0.0834259, 0.093128, -0.00457678, -0.0155498, -0.0447316, 0.050318, 0.00750548, -0.130482, 0.00747647, -0.264531, -0.11141, -0.313099, 0, 0, 0, 0, 0, 0, 0, 0, 2.90133, 3.20825, 2.82964, 2.75156, 3.09383, 3.01575, 2.63714, 2.94406, 0.399455, 0.427827, 0.392697, 0.385277, 0.417352, 0.410136, 0.374284, 0.403459, -0.00378633, -0.0738198, -0.00567722, 1.25231, -0.0172038, -2.9429, 0.0546375, 0.657788, -0.464389, 0.0691491, -2.12441, 1.20535, -0, -0, -18.8288, 0.151453, 2.95279, 0.0567722, 0.511096, 0.0530077, -0.739825, 3.14849, 1.18915, 0.626199, -0.000225488, 0.000612963, 1.08825e-05, 
[2024-06-13 12:18:21.097255] [0x0000007f915b79a0] [LogDataTag] [0x00002ff1] [8118] 1718295482836884, 18.2589, -2.74705e-11, 1.92091e-11, -1, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, -0.180917, 0.00561981, -0.674084, -0.951324, 0.0277522, 0.0530704, 0.302318, -0.0100576, 0.184248, -0.116479, -0.17997, 0.0527404, -0.24044, -0.0208611, -0.118028, -0.614155, 1065, 2.6768, -2.72585, -23.1722, 1.00369, -0.195796, -23.4628, 23.485, 0.0917893, 0.0666664, -0.00680694, -0.00833713, -0.0427519, 0.0734731, 0.0149299, 0.769345, 0.279617, -0.151335, 0.0477134, -0.24318, 0, 0, 0, 0, 0, 0, 0, 0, 2.8392, 3.22118, 2.86188, 2.82026, 3.051, 3.00938, 2.65008, 3.03206, 0.393601, 0.429003, 0.395742, 0.391808, 0.413401, 0.409544, 0.375535, 0.411647, -0.012524, -0.0752761, -0.00812131, 1.26642, -0.0505783, -2.93325, 0.0573412, 0.65759, -0.493754, 0.0704032, -2.02673, 1.16479, -0, -0, -18.8288, 0.50096, 3.01104, 0.0812131, 0.511239, 0.0541282, -0.739386, 2.24808, -0.327835, 0.48636, 8.39791e-05, 0.000259052, -6.03578e-06, 
[2024-06-13 12:18:21.107427] [0x0000007f91db89a0] [LogDataTag] [0x00002ff1] [8122] 1718295482836884, 18.2689, -2.74705e-11, 1.92091e-11, -1, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, -0.182909, 0.00929426, -0.675135, -0.950904, 0.028473, 0.0527303, 0.303629, -0.00446126, 0.179079, -0.13227, -0.0555336, 0.147703, -0.205078, -0.0222857, -0.117846, -0.616832, 1138, 2.6336, -2.68088, -22.9071, 0.980121, -0.146647, -23.1921, 23.2133, 0.0628996, 0.0448556, -0.00618536, -0.00631743, -0.0422358, 0.0986259, 0.0233977, 0.306396, 0.153564, -0.0308699, 0.143097, -0.209773, 0, 0, 0, 0, 0, 0, 0, 0, 2.8154, 3.11517, 2.83329, 2.84279, 2.96054, 2.97003, 2.68815, 2.98792, 0.391348, 0.419315, 0.393042, 0.39394, 0.404997, 0.405883, 0.379202, 0.40755, -0.0159683, -0.0756101, -0.0107983, 1.28036, -0.0836483, -2.92379, 0.0600749, 0.657227, -0.523023, 0.0312288, -1.96987, 1.3227, -0, -0, -18.8288, 0.638731, 3.0244, 0.107983, 0.51146, 0.0552595, -0.738792, 1.29496, -1.19699, 0.419547, 0.000186105, 3.59934e-05, -2.44723e-05, 
[2024-06-13 12:18:21.117346] [0x0000007f925b99a0] [LogDataTag] [0x00002ff1] [8126] 1718295482836884, 18.2789, -2.74705e-11, 1.92091e-11, -1, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, -0.18483, 0.0129622, -0.676184, -0.950455, 0.0294092, 0.0525877, 0.304969, 0.0157766, 0.180696, -0.152069, -0.137482, 0.0385083, -0.218147, -0.0239987, -0.118177, -0.619557, 1073, 2.39272, -2.77943, -22.5648, 0.876663, -0.325413, -22.8418, 22.8609, 0.0239508, 0.0859648, -0.00364309, -0.014235, -0.038361, 0.0696544, 0.0418317, -1.66776, 0.561791, -0.111479, 0.0332625, -0.220547, 0, 0, 0, 0, 0, 0, 0, 0, 2.90638, 3.05272, 2.71777, 2.75359, 2.96164, 2.99745, 2.66251, 2.80885, 0.399928, 0.413559, 0.382045, 0.38547, 0.4051, 0.408436, 0.376734, 0.390727, -0.00976377, -0.0798161, -0.0135236, 1.29381, -0.11666, -2.91435, 0.0628377, 0.656699, -0.552198, -0.110436, -1.98766, 1.52069, -0, -0, -18.8288, 0.390551, 3.19264, 0.135236, 0.511637, 0.0564346, -0.738035, 1.81133, 0.0856922, 0.441093, 5.4589e-05, 0.00016843, -4.67146e-06, 
