[2025-10-13 19:02:43.797635] [0x0000007fa9cd37c0] [MocapTag] [0x00000fa6] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 19:02:46.632220] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1304] 1760396566632109, 5.59384, 0.0506965, -0.369493, -0.308755, -0.99977, -0.00814685, 0.0103654, 0.0169283, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.635143] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1305] 1760396566635030, 5.59676, 0.0506965, -0.369493, -0.308755, -0.99977, -0.00814685, 0.0103654, 0.0169283, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.638209] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1307] 1760396566638092, 5.59982, 0.050677, -0.36953, -0.308728, -0.999766, -0.00814624, 0.0104764, 0.017071, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.642251] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1308] 1760396566642140, 5.60387, 0.050677, -0.36953, -0.308728, -0.999766, -0.00814624, 0.0104764, 0.017071, 0, -0.00370964, 0.00267932, 0, 0, 0, 
[2025-10-13 19:02:46.643523] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1309] 1760396566643413, 5.60514, 0.050677, -0.36953, -0.308728, -0.999766, -0.00814624, 0.0104764, 0.017071, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.646374] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1310] 1760396566646259, 5.60799, 0.0507295, -0.3695, -0.308799, -0.99977, -0.00817512, 0.0103537, 0.0169092, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.648919] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1312] 1760396566648802, 5.61053, 0.0507295, -0.3695, -0.308799, -0.99977, -0.00817512, 0.0103537, 0.0169092, 0.00524945, 0.0030333, -0.00703398, 0, 0, 0, 
[2025-10-13 19:02:46.651860] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1313] 1760396566651749, 5.61348, 0.0507295, -0.3695, -0.308799, -0.99977, -0.00817512, 0.0103537, 0.0169092, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.654521] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1314] 1760396566654408, 5.61613, 0.0507295, -0.3695, -0.308799, -0.99977, -0.00817512, 0.0103537, 0.0169092, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.656975] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1316] 1760396566656918, 5.61864, 0.0507486, -0.369491, -0.308803, -0.99977, -0.00818265, 0.0103866, 0.0169021, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.659968] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1317] 1760396566659852, 5.62158, 0.0507486, -0.369491, -0.308803, -0.99977, -0.00818265, 0.0103866, 0.0169021, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.662371] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1318] 1760396566662261, 5.62399, 0.0507486, -0.369491, -0.308803, -0.99977, -0.00818265, 0.0103866, 0.0169021, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.664989] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1319] 1760396566664878, 5.6266, 0.0507486, -0.369491, -0.308803, -0.99977, -0.00818265, 0.0103866, 0.0169021, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.667632] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1321] 1760396566667537, 5.62926, 0.0507648, -0.369417, -0.308798, -0.999773, -0.0081177, 0.0103016, 0.0167993, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.670915] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1322] 1760396566670800, 5.63253, 0.0507648, -0.369417, -0.308798, -0.999773, -0.0081177, 0.0103016, 0.0167993, 0, 0.00745751, 0, 0, 0, 0, 
[2025-10-13 19:02:46.673683] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1323] 1760396566673564, 5.63529, 0.0507648, -0.369417, -0.308798, -0.999773, -0.0081177, 0.0103016, 0.0167993, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.675852] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1324] 1760396566675742, 5.63747, 0.0507648, -0.369417, -0.308798, -0.999773, -0.0081177, 0.0103016, 0.0167993, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.679933] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1326] 1760396566679819, 5.64155, 0.050733, -0.36948, -0.30877, -0.999767, -0.00827439, 0.0103836, 0.017014, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.681779] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1327] 1760396566681656, 5.64338, 0.050733, -0.36948, -0.30877, -0.999767, -0.00827439, 0.0103836, 0.017014, -0.00318549, -0.00635689, 0.00284152, 0, 0, 0.0425093, 
[2025-10-13 19:02:46.683881] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1328] 1760396566683769, 5.6455, 0.050733, -0.36948, -0.30877, -0.999767, -0.00827439, 0.0103836, 0.017014, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.686630] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1329] 1760396566686541, 5.64827, 0.0507007, -0.369519, -0.308749, -0.999766, -0.00814579, 0.0104312, 0.017132, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.689661] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1331] 1760396566689548, 5.65128, 0.0507007, -0.369519, -0.308749, -0.999766, -0.00814579, 0.0104312, 0.017132, -0.00323049, -0.00390164, 0.00204581, 0, 0, 0, 
[2025-10-13 19:02:46.692097] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1332] 1760396566691986, 5.65371, 0.0507007, -0.369519, -0.308749, -0.999766, -0.00814579, 0.0104312, 0.017132, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.694971] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1333] 1760396566694859, 5.65659, 0.0507007, -0.369519, -0.308749, -0.999766, -0.00814579, 0.0104312, 0.017132, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.697516] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1335] 1760396566697431, 5.65916, 0.0507639, -0.369453, -0.30877, -0.999769, -0.00818601, 0.0105124, 0.0168568, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.702186] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1336] 1760396566702061, 5.66379, 0.0507639, -0.369453, -0.30877, -0.999769, -0.00818601, 0.0105124, 0.0168568, 0.00632614, 0.00661204, -0.00206331, 0, 0, -0.0552703, 
[2025-10-13 19:02:46.704362] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1337] 1760396566704250, 5.66598, 0.0507639, -0.369453, -0.30877, -0.999769, -0.00818601, 0.0105124, 0.0168568, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.707090] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1338] 1760396566707009, 5.66874, 0.0507659, -0.369475, -0.308798, -0.99977, -0.00815961, 0.0104012, 0.016859, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.710088] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1340] 1760396566709971, 5.6717, 0.0507659, -0.369475, -0.308798, -0.99977, -0.00815961, 0.0104012, 0.016859, 0, -0.00221793, -0.00284338, 0, 0, 0, 
[2025-10-13 19:02:46.712477] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1341] 1760396566712368, 5.6741, 0.0507659, -0.369475, -0.308798, -0.99977, -0.00815961, 0.0104012, 0.016859, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.716111] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1342] 1760396566715993, 5.67772, 0.0507659, -0.369475, -0.308798, -0.99977, -0.00815961, 0.0104012, 0.016859, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.718757] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1344] 1760396566718646, 5.68037, 0.0508319, -0.369406, -0.308768, -0.999773, -0.00807817, 0.0104288, 0.0167386, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.721711] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1345] 1760396566721601, 5.68333, 0.0508319, -0.369406, -0.308768, -0.999773, -0.00807817, 0.0104288, 0.0167386, 0.00660179, 0.00693628, 0.00307709, 0, 0, 0, 
[2025-10-13 19:02:46.724648] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1346] 1760396566724536, 5.68626, 0.0508319, -0.369406, -0.308768, -0.999773, -0.00807817, 0.0104288, 0.0167386, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.727368] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1348] 1760396566727289, 5.68902, 0.0507629, -0.36948, -0.308744, -0.999768, -0.0081717, 0.0105269, 0.0169285, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.730272] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1349] 1760396566730150, 5.69188, 0.0507629, -0.36948, -0.308744, -0.999768, -0.0081717, 0.0105269, 0.0169285, -0.00689652, -0.00736866, 0.00236539, 0, 0, 0.0376262, 
[2025-10-13 19:02:46.732629] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1350] 1760396566732518, 5.69424, 0.0507629, -0.36948, -0.308744, -0.999768, -0.0081717, 0.0105269, 0.0169285, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.735498] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1351] 1760396566735385, 5.69711, 0.0507629, -0.36948, -0.308744, -0.999768, -0.0081717, 0.0105269, 0.0169285, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.737895] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1353] 1760396566737789, 5.69952, 0.0507584, -0.369496, -0.308711, -0.999765, -0.00817964, 0.0106129, 0.0170194, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.740874] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1354] 1760396566740764, 5.70249, 0.0507584, -0.369496, -0.308711, -0.999765, -0.00817964, 0.0106129, 0.0170194, 0, 0, 0.00332179, 0, 0, 0, 
[2025-10-13 19:02:46.744400] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1355] 1760396566744288, 5.70601, 0.0507584, -0.369496, -0.308711, -0.999765, -0.00817964, 0.0106129, 0.0170194, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.746093] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1356] 1760396566745959, 5.70769, 0.050814, -0.369476, -0.308749, -0.999768, -0.00821058, 0.0105481, 0.0168921, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.748894] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1358] 1760396566748780, 5.71051, 0.050814, -0.369476, -0.308749, -0.999768, -0.00821058, 0.0105481, 0.0168921, 0.0055624, 0.00200667, -0.00382779, 0, 0, 0, 
[2025-10-13 19:02:46.751374] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1359] 1760396566751255, 5.71298, 0.050814, -0.369476, -0.308749, -0.999768, -0.00821058, 0.0105481, 0.0168921, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.754002] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1360] 1760396566753888, 5.71561, 0.050814, -0.369476, -0.308749, -0.999768, -0.00821058, 0.0105481, 0.0168921, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.756650] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1361] 1760396566756559, 5.71829, 0.0508167, -0.369487, -0.308748, -0.999767, -0.00822135, 0.0105526, 0.0169108, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.759680] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1363] 1760396566759566, 5.72129, 0.0508167, -0.369487, -0.308748, -0.999767, -0.00822135, 0.0105526, 0.0169108, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.761864] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1364] 1760396566761753, 5.72348, 0.0508167, -0.369487, -0.308748, -0.999767, -0.00822135, 0.0105526, 0.0169108, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.764645] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1365] 1760396566764533, 5.72626, 0.0508167, -0.369487, -0.308748, -0.999767, -0.00822135, 0.0105526, 0.0169108, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.767084] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1367] 1760396566767029, 5.72876, 0.0507718, -0.369546, -0.308732, -0.999768, -0.00810006, 0.0102759, 0.0171268, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.770138] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1368] 1760396566769975, 5.7317, 0.0507718, -0.369546, -0.308732, -0.999768, -0.00810006, 0.0102759, 0.0171268, -0.00449241, -0.00583667, 0, 0, -0.0553891, 0.0438776, 
[2025-10-13 19:02:46.772650] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1369] 1760396566772538, 5.73426, 0.0507718, -0.369546, -0.308732, -0.999768, -0.00810006, 0.0102759, 0.0171268, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.775360] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1370] 1760396566775250, 5.73698, 0.0507718, -0.369546, -0.308732, -0.999768, -0.00810006, 0.0102759, 0.0171268, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.777929] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1372] 1760396566777807, 5.73953, 0.0508053, -0.369492, -0.308734, -0.999766, -0.00821702, 0.0106293, 0.0169769, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.780742] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1373] 1760396566780630, 5.74236, 0.0508053, -0.369492, -0.308734, -0.999766, -0.00821702, 0.0106293, 0.0169769, 0.00334818, 0.00538157, 0, 0, 0.070814, 0, 
[2025-10-13 19:02:46.783878] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1374] 1760396566783767, 5.74549, 0.0508053, -0.369492, -0.308734, -0.999766, -0.00821702, 0.0106293, 0.0169769, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.785720] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1375] 1760396566785613, 5.74734, 0.0508053, -0.369492, -0.308734, -0.999766, -0.00821702, 0.0106293, 0.0169769, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.788451] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1377] 1760396566788340, 5.75007, 0.0507916, -0.36952, -0.308749, -0.999766, -0.00812203, 0.0105868, 0.0170236, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.791357] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1378] 1760396566791242, 5.75297, 0.0507916, -0.36952, -0.308749, -0.999766, -0.00812203, 0.0105868, 0.0170236, 0, -0.00284948, 0, 0, 0, 0, 
[2025-10-13 19:02:46.793718] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1379] 1760396566793609, 5.75534, 0.0507916, -0.36952, -0.308749, -0.999766, -0.00812203, 0.0105868, 0.0170236, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.796809] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1380] 1760396566796721, 5.75845, 0.0508118, -0.369481, -0.308793, -0.999768, -0.00816447, 0.0105472, 0.016889, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.799147] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1382] 1760396566799034, 5.76076, 0.0508118, -0.369481, -0.308793, -0.999768, -0.00816447, 0.0105472, 0.016889, 0.00201775, 0.00398538, -0.00442304, 0, 0, 0, 
[2025-10-13 19:02:46.801714] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1383] 1760396566801605, 5.76333, 0.0508118, -0.369481, -0.308793, -0.999768, -0.00816447, 0.0105472, 0.016889, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.804517] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1384] 1760396566804392, 5.76612, 0.0508118, -0.369481, -0.308793, -0.999768, -0.00816447, 0.0105472, 0.016889, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.807107] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1385] 1760396566807018, 5.76875, 0.0508006, -0.369476, -0.308792, -0.999769, -0.00815759, 0.0104927, 0.0168762, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.809918] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1387] 1760396566809768, 5.77149, 0.0508006, -0.369476, -0.308792, -0.999769, -0.00815759, 0.0104927, 0.0168762, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.812385] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1388] 1760396566812272, 5.774, 0.0508006, -0.369476, -0.308792, -0.999769, -0.00815759, 0.0104927, 0.0168762, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.815525] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1389] 1760396566815414, 5.77714, 0.0508006, -0.369476, -0.308792, -0.999769, -0.00815759, 0.0104927, 0.0168762, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.818016] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1391] 1760396566817900, 5.77963, 0.0508362, -0.369369, -0.308782, -0.999775, -0.00804515, 0.0103925, 0.0166475, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.820355] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1392] 1760396566820244, 5.78197, 0.0508362, -0.369369, -0.308782, -0.999775, -0.00804515, 0.0103925, 0.0166475, 0.00355782, 0.0106742, 0, 0, 0, -0.0453576, 
[2025-10-13 19:02:46.822901] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1393] 1760396566822783, 5.78451, 0.0508362, -0.369369, -0.308782, -0.999775, -0.00804515, 0.0103925, 0.0166475, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.825645] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1394] 1760396566825532, 5.78726, 0.0508362, -0.369369, -0.308782, -0.999775, -0.00804515, 0.0103925, 0.0166475, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.828720] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1396] 1760396566828607, 5.79033, 0.0507375, -0.369501, -0.308784, -0.999768, -0.00814183, 0.0104601, 0.0169845, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.831166] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1397] 1760396566831045, 5.79277, 0.0507375, -0.369501, -0.308784, -0.999768, -0.00814183, 0.0104601, 0.0169845, -0.00987478, -0.013131, 0, 0, 0, 0.0671096, 
[2025-10-13 19:02:46.833637] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1398] 1760396566833524, 5.79525, 0.0507375, -0.369501, -0.308784, -0.999768, -0.00814183, 0.0104601, 0.0169845, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.836350] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1399] 1760396566836238, 5.79796, 0.0507096, -0.369497, -0.308782, -0.999769, -0.00810832, 0.0104054, 0.0169609, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.839035] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1401] 1760396566838917, 5.80064, 0.0507096, -0.369497, -0.308782, -0.999769, -0.00810832, 0.0104054, 0.0169609, -0.00278751, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.841623] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1402] 1760396566841511, 5.80324, 0.0507096, -0.369497, -0.308782, -0.999769, -0.00810832, 0.0104054, 0.0169609, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.844364] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1403] 1760396566844252, 5.80598, 0.0507096, -0.369497, -0.308782, -0.999769, -0.00810832, 0.0104054, 0.0169609, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.846994] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1404] 1760396566846904, 5.80863, 0.0507481, -0.369462, -0.308779, -0.999769, -0.00825615, 0.0103766, 0.0169135, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.850402] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1406] 1760396566850290, 5.81202, 0.0507481, -0.369462, -0.308779, -0.999769, -0.00825615, 0.0103766, 0.0169135, 0.00384951, 0.00342088, 0, 0, 0, 0, 
[2025-10-13 19:02:46.852527] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1407] 1760396566852415, 5.81414, 0.0507481, -0.369462, -0.308779, -0.999769, -0.00825615, 0.0103766, 0.0169135, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.854981] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1408] 1760396566854871, 5.8166, 0.0507481, -0.369462, -0.308779, -0.999769, -0.00825615, 0.0103766, 0.0169135, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.857663] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1410] 1760396566857552, 5.81928, 0.050736, -0.369466, -0.308778, -0.99977, -0.00818793, 0.0103885, 0.0168665, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.860993] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1411] 1760396566860880, 5.82261, 0.050736, -0.369466, -0.308778, -0.99977, -0.00818793, 0.0103885, 0.0168665, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.862946] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1412] 1760396566862837, 5.82456, 0.050736, -0.369466, -0.308778, -0.99977, -0.00818793, 0.0103885, 0.0168665, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.865463] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1413] 1760396566865353, 5.82708, 0.050736, -0.369466, -0.308778, -0.99977, -0.00818793, 0.0103885, 0.0168665, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.868036] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1415] 1760396566867914, 5.82964, 0.0508003, -0.369384, -0.30879, -0.999777, -0.00799974, 0.0102307, 0.0166609, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.871229] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1416] 1760396566871120, 5.83285, 0.0508003, -0.369384, -0.30879, -0.999777, -0.00799974, 0.0102307, 0.0166609, 0.00643725, 0.008208, 0, -0.0366926, 0, -0.0404965, 
[2025-10-13 19:02:46.873427] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1417] 1760396566873314, 5.83504, 0.0508003, -0.369384, -0.30879, -0.999777, -0.00799974, 0.0102307, 0.0166609, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.875959] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1418] 1760396566875851, 5.83758, 0.0508003, -0.369384, -0.30879, -0.999777, -0.00799974, 0.0102307, 0.0166609, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.878643] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1420] 1760396566878527, 5.84025, 0.05074, -0.369475, -0.308745, -0.999767, -0.00818958, 0.0105249, 0.0169483, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.881395] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1421] 1760396566881282, 5.84301, 0.05074, -0.369475, -0.308745, -0.999767, -0.00818958, 0.0105249, 0.0169483, -0.00603305, -0.0090733, 0.00450241, 0.0363827, 0.059933, 0.0566591, 
[2025-10-13 19:02:46.883959] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1422] 1760396566883851, 5.84558, 0.05074, -0.369475, -0.308745, -0.999767, -0.00818958, 0.0105249, 0.0169483, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.886851] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1423] 1760396566886758, 5.84849, 0.0507299, -0.369492, -0.308762, -0.999768, -0.00815393, 0.0104626, 0.0169616, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.889534] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1425] 1760396566889421, 5.85115, 0.0507299, -0.369492, -0.308762, -0.999768, -0.00815393, 0.0104626, 0.0169616, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.892509] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1426] 1760396566892398, 5.85412, 0.0507299, -0.369492, -0.308762, -0.999768, -0.00815393, 0.0104626, 0.0169616, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.895036] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1427] 1760396566894923, 5.85665, 0.0507299, -0.369492, -0.308762, -0.999768, -0.00815393, 0.0104626, 0.0169616, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.897681] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1429] 1760396566897569, 5.8593, 0.0507392, -0.369485, -0.308793, -0.99977, -0.00818082, 0.0104064, 0.0168783, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.900564] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1430] 1760396566900368, 5.8621, 0.0507392, -0.369485, -0.308793, -0.99977, -0.00818082, 0.0104064, 0.0168783, 0, 0, -0.00313298, 0, 0, 0, 
[2025-10-13 19:02:46.903206] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1431] 1760396566903062, 5.86479, 0.0507392, -0.369485, -0.308793, -0.99977, -0.00818082, 0.0104064, 0.0168783, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:46.907007] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [1432] 1760396566906916, 5.86864, 0.0507392, -0.369485, -0.308793, -0.99977, -0.00818082, 0.0104064, 0.0168783, 0, 0, 0, 0, 0, 0, 
