[2025-10-13 19:02:43.797635] [0x0000007fa9cd37c0] [MocapTag] [0x00000fa6] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 19:02:43.799882] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [3] 1760396563799616, 2.76134, 0.0507365, -0.369487, -0.308738, -0.99977, -0.00818043, 0.0103076, 0.0169136, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.801834] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [5] 1760396563801771, 2.7635, 0.0507365, -0.369487, -0.308738, -0.99977, -0.00818043, 0.0103076, 0.0169136, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.804672] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [6] 1760396563804552, 2.76628, 0.0507365, -0.369487, -0.308738, -0.99977, -0.00818043, 0.0103076, 0.0169136, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.807097] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [8] 1760396563807029, 2.76876, 0.0507311, -0.369476, -0.308749, -0.999771, -0.00825416, 0.0102271, 0.0169135, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.810110] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [9] 1760396563809937, 2.77166, 0.0507311, -0.369476, -0.308749, -0.999771, -0.00825416, 0.0102271, 0.0169135, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.812487] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [10] 1760396563812375, 2.7741, 0.0507311, -0.369476, -0.308749, -0.999771, -0.00825416, 0.0102271, 0.0169135, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.815873] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [11] 1760396563815763, 2.77749, 0.0507311, -0.369476, -0.308749, -0.999771, -0.00825416, 0.0102271, 0.0169135, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.817870] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [13] 1760396563817749, 2.77948, 0.0507306, -0.369489, -0.308757, -0.999771, -0.00812589, 0.0103427, 0.0168538, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.820580] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [14] 1760396563820470, 2.7822, 0.0507306, -0.369489, -0.308757, -0.999771, -0.00812589, 0.0103427, 0.0168538, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.823283] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [15] 1760396563823168, 2.7849, 0.0507306, -0.369489, -0.308757, -0.999771, -0.00812589, 0.0103427, 0.0168538, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.826726] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [16] 1760396563826635, 2.78836, 0.0507306, -0.369489, -0.308757, -0.999771, -0.00812589, 0.0103427, 0.0168538, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.829122] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [18] 1760396563829003, 2.79073, 0.050732, -0.369466, -0.30873, -0.999771, -0.00816662, 0.010429, 0.0168214, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.831805] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [19] 1760396563831698, 2.79343, 0.050732, -0.369466, -0.30873, -0.999771, -0.00816662, 0.010429, 0.0168214, 0, 0.00228263, 0.00271047, 0, 0, 0, 
[2025-10-13 19:02:43.834509] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [20] 1760396563834406, 2.79613, 0.050732, -0.369466, -0.30873, -0.999771, -0.00816662, 0.010429, 0.0168214, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.837025] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [22] 1760396563836968, 2.79869, 0.0506868, -0.369468, -0.308734, -0.999772, -0.008154, 0.0103199, 0.0168066, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.839883] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [23] 1760396563839720, 2.80145, 0.0506868, -0.369468, -0.308734, -0.999772, -0.008154, 0.0103199, 0.0168066, -0.00451588, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.843378] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [24] 1760396563843267, 2.80499, 0.0506868, -0.369468, -0.308734, -0.999772, -0.008154, 0.0103199, 0.0168066, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.845908] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [25] 1760396563845800, 2.80753, 0.0506868, -0.369468, -0.308734, -0.999772, -0.008154, 0.0103199, 0.0168066, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.848920] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [27] 1760396563848803, 2.81053, 0.0507365, -0.369503, -0.308755, -0.999771, -0.00812126, 0.0103714, 0.0168891, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.851349] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [28] 1760396563851237, 2.81296, 0.0507365, -0.369503, -0.308755, -0.999771, -0.00812126, 0.0103714, 0.0168891, 0.00496736, -0.00346101, -0.00202862, 0, 0, 0, 
[2025-10-13 19:02:43.853893] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [29] 1760396563853784, 2.81551, 0.0507365, -0.369503, -0.308755, -0.999771, -0.00812126, 0.0103714, 0.0168891, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.856610] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [30] 1760396563856522, 2.81825, 0.0507269, -0.369497, -0.308745, -0.999771, -0.00811613, 0.0104178, 0.016826, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.859872] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [32] 1760396563859714, 2.82144, 0.0507269, -0.369497, -0.308745, -0.999771, -0.00811613, 0.0104178, 0.016826, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.862474] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [33] 1760396563862361, 2.82409, 0.0507269, -0.369497, -0.308745, -0.999771, -0.00811613, 0.0104178, 0.016826, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.865282] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [34] 1760396563865173, 2.8269, 0.0507269, -0.369497, -0.308745, -0.999771, -0.00811613, 0.0104178, 0.016826, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.867853] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [36] 1760396563867732, 2.82946, 0.0506828, -0.369505, -0.308724, -0.999772, -0.00806884, 0.0103483, 0.0168701, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.871074] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [37] 1760396563870964, 2.83269, 0.0506828, -0.369505, -0.308724, -0.999772, -0.00806884, 0.0103483, 0.0168701, -0.00440429, 0, 0.00206187, 0, 0, 0, 
[2025-10-13 19:02:43.873423] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [38] 1760396563873312, 2.83504, 0.0506828, -0.369505, -0.308724, -0.999772, -0.00806884, 0.0103483, 0.0168701, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.877399] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [40] 1760396563877295, 2.83902, 0.0506828, -0.369505, -0.308724, -0.999772, -0.00806884, 0.0103483, 0.0168701, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.878571] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [41] 1760396563878460, 2.84019, 0.0506708, -0.369556, -0.308699, -0.999766, -0.00807687, 0.0104905, 0.0170854, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.881337] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [42] 1760396563881211, 2.84294, 0.0506708, -0.369556, -0.308699, -0.999766, -0.00807687, 0.0104905, 0.0170854, 0, -0.00508523, 0.00257901, 0, 0, 0.0428397, 
[2025-10-13 19:02:43.883956] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [43] 1760396563883845, 2.84557, 0.0506708, -0.369556, -0.308699, -0.999766, -0.00807687, 0.0104905, 0.0170854, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.886630] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [44] 1760396563886542, 2.84827, 0.0506273, -0.369622, -0.308674, -0.999761, -0.008147, 0.0104339, 0.0173866, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.890292] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [46] 1760396563890178, 2.8519, 0.0506273, -0.369622, -0.308674, -0.999761, -0.008147, 0.0104339, 0.0173866, -0.00434707, -0.00656654, 0.00243528, 0, 0, 0.0602081, 
[2025-10-13 19:02:43.892865] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [47] 1760396563892754, 2.85448, 0.0506273, -0.369622, -0.308674, -0.999761, -0.008147, 0.0104339, 0.0173866, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.895533] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [48] 1760396563895424, 2.85715, 0.0506273, -0.369622, -0.308674, -0.999761, -0.008147, 0.0104339, 0.0173866, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.898285] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [50] 1760396563898173, 2.8599, 0.0507416, -0.369452, -0.308745, -0.999776, -0.00799104, 0.0101935, 0.0167658, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.901615] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [51] 1760396563901502, 2.86323, 0.0507416, -0.369452, -0.308745, -0.999776, -0.00799104, 0.0101935, 0.0167658, 0.0114347, 0.0169471, -0.0070955, 0, -0.0495972, -0.123506, 
[2025-10-13 19:02:43.903592] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [52] 1760396563903481, 2.86521, 0.0507416, -0.369452, -0.308745, -0.999776, -0.00799104, 0.0101935, 0.0167658, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.906970] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [53] 1760396563906880, 2.86861, 0.0507424, -0.36949, -0.308751, -0.999771, -0.00813249, 0.0104174, 0.0168417, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.910017] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [55] 1760396563909903, 2.87163, 0.0507424, -0.36949, -0.308751, -0.999771, -0.00813249, 0.0104174, 0.0168417, 0, -0.00377059, 0, 0, 0.0453766, 0, 
[2025-10-13 19:02:43.912504] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [56] 1760396563912392, 2.87412, 0.0507424, -0.36949, -0.308751, -0.999771, -0.00813249, 0.0104174, 0.0168417, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.915151] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [57] 1760396563915044, 2.87677, 0.0507424, -0.36949, -0.308751, -0.999771, -0.00813249, 0.0104174, 0.0168417, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.918349] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [59] 1760396563918236, 2.87996, 0.0507519, -0.369486, -0.308726, -0.99977, -0.00816072, 0.0104685, 0.0168486, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.920748] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [60] 1760396563920636, 2.88236, 0.0507519, -0.369486, -0.308726, -0.99977, -0.00816072, 0.0104685, 0.0168486, 0, 0, 0.00253632, 0, 0, 0, 
[2025-10-13 19:02:43.923031] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [61] 1760396563922928, 2.88465, 0.0507519, -0.369486, -0.308726, -0.99977, -0.00816072, 0.0104685, 0.0168486, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.925777] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [62] 1760396563925673, 2.8874, 0.0507519, -0.369486, -0.308726, -0.99977, -0.00816072, 0.0104685, 0.0168486, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.928466] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [64] 1760396563928355, 2.89008, 0.0507187, -0.369487, -0.308741, -0.999772, -0.00811716, 0.0103322, 0.0168374, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.931178] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [65] 1760396563931070, 2.8928, 0.0507187, -0.369487, -0.308741, -0.999772, -0.00811716, 0.0103322, 0.0168374, -0.00332275, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.934233] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [66] 1760396563934122, 2.89585, 0.0507187, -0.369487, -0.308741, -0.999772, -0.00811716, 0.0103322, 0.0168374, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.936585] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [67] 1760396563936499, 2.89823, 0.0507438, -0.369475, -0.308743, -0.999771, -0.00818624, 0.0103206, 0.0168646, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.939498] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [69] 1760396563939386, 2.90111, 0.0507438, -0.369475, -0.308743, -0.999771, -0.00818624, 0.0103206, 0.0168646, 0.00250926, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.942101] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [70] 1760396563941990, 2.90372, 0.0507438, -0.369475, -0.308743, -0.999771, -0.00818624, 0.0103206, 0.0168646, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.945554] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [71] 1760396563945446, 2.90717, 0.0507438, -0.369475, -0.308743, -0.999771, -0.00818624, 0.0103206, 0.0168646, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.947481] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [73] 1760396563947375, 2.9091, 0.050654, -0.369595, -0.308676, -0.999763, -0.00812297, 0.0105718, 0.0172078, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.950314] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [74] 1760396563950201, 2.91193, 0.050654, -0.369595, -0.308676, -0.999763, -0.00812297, 0.0105718, 0.0172078, -0.0089766, -0.011981, 0.00672571, 0, 0.0505706, 0.0684109, 
[2025-10-13 19:02:43.953216] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [75] 1760396563953062, 2.91479, 0.050654, -0.369595, -0.308676, -0.999763, -0.00812297, 0.0105718, 0.0172078, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.955278] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [76] 1760396563955174, 2.9169, 0.050654, -0.369595, -0.308676, -0.999763, -0.00812297, 0.0105718, 0.0172078, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.958185] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [78] 1760396563958068, 2.9198, 0.0506892, -0.369501, -0.308767, -0.99977, -0.00809784, 0.0103751, 0.0169073, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.960921] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [79] 1760396563960812, 2.92254, 0.0506892, -0.369501, -0.308767, -0.99977, -0.00809784, 0.0103751, 0.0169073, 0.0035204, 0.00937481, -0.00911297, 0, -0.0398997, -0.059779, 
[2025-10-13 19:02:43.963642] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [80] 1760396563963514, 2.92524, 0.0506892, -0.369501, -0.308767, -0.99977, -0.00809784, 0.0103751, 0.0169073, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.966716] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [81] 1760396563966627, 2.92835, 0.0507617, -0.36937, -0.308758, -0.999778, -0.00797978, 0.0101933, 0.0166127, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.969856] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [83] 1760396563969701, 2.93143, 0.0507617, -0.36937, -0.308758, -0.999778, -0.00797978, 0.0101933, 0.0166127, 0.00724788, 0.0131223, 0, 0, -0.0372278, -0.05842, 
[2025-10-13 19:02:43.972816] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [84] 1760396563972706, 2.93443, 0.0507617, -0.36937, -0.308758, -0.999778, -0.00797978, 0.0101933, 0.0166127, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.975320] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [85] 1760396563975210, 2.93694, 0.0507617, -0.36937, -0.308758, -0.999778, -0.00797978, 0.0101933, 0.0166127, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.978180] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [87] 1760396563978055, 2.93978, 0.0507343, -0.36952, -0.308773, -0.99977, -0.00810743, 0.0103263, 0.0169321, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.981022] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [88] 1760396563980829, 2.94256, 0.0507343, -0.36952, -0.308773, -0.99977, -0.00810743, 0.0103263, 0.0169321, -0.00273757, -0.0149837, 0, 0, 0, 0.0634503, 
[2025-10-13 19:02:43.983454] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [89] 1760396563983341, 2.94507, 0.0507343, -0.36952, -0.308773, -0.99977, -0.00810743, 0.0103263, 0.0169321, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.986990] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [91] 1760396563986934, 2.94866, 0.0507343, -0.36952, -0.308773, -0.99977, -0.00810743, 0.0103263, 0.0169321, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.989883] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [92] 1760396563989682, 2.95141, 0.0505814, -0.36966, -0.308715, -0.999759, -0.00815291, 0.0106164, 0.017419, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.992586] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [93] 1760396563992469, 2.9542, 0.0505814, -0.36966, -0.308715, -0.999759, -0.00815291, 0.0106164, 0.017419, -0.0152909, -0.0140423, 0.00576838, 0, 0.0589401, 0.0968531, 
[2025-10-13 19:02:43.995484] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [94] 1760396563995359, 2.95709, 0.0505814, -0.36966, -0.308715, -0.999759, -0.00815291, 0.0106164, 0.017419, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:43.998011] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [96] 1760396563997889, 2.95962, 0.0507488, -0.36947, -0.308781, -0.999772, -0.00813848, 0.0103497, 0.0168166, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:44.002199] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [97] 1760396564002071, 2.9638, 0.0507488, -0.36947, -0.308781, -0.999772, -0.00813848, 0.0103497, 0.0168166, 0.0167367, 0.0189608, -0.00658017, 0, -0.0543572, -0.120067, 
[2025-10-13 19:02:44.004254] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [98] 1760396564004138, 2.96586, 0.0507488, -0.36947, -0.308781, -0.999772, -0.00813848, 0.0103497, 0.0168166, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:44.007486] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [100] 1760396564007381, 2.96911, 0.0507306, -0.369467, -0.308744, -0.999772, -0.0081557, 0.0104017, 0.0167623, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:44.009830] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [101] 1760396564009681, 2.97141, 0.0507306, -0.369467, -0.308744, -0.999772, -0.0081557, 0.0104017, 0.0167623, 0, 0, 0.00364717, 0, 0, 0, 
[2025-10-13 19:02:44.012326] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [102] 1760396564012212, 2.97394, 0.0507306, -0.369467, -0.308744, -0.999772, -0.0081557, 0.0104017, 0.0167623, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:44.015098] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [103] 1760396564014981, 2.97671, 0.0507306, -0.369467, -0.308744, -0.999772, -0.0081557, 0.0104017, 0.0167623, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:44.018469] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [105] 1760396564018349, 2.98008, 0.0507378, -0.369492, -0.30873, -0.999771, -0.00813965, 0.0104043, 0.0168383, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:44.021172] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [106] 1760396564021054, 2.98278, 0.0507378, -0.369492, -0.30873, -0.999771, -0.00813965, 0.0104043, 0.0168383, 0, -0.0025042, 0, 0, 0, 0, 
[2025-10-13 19:02:44.023964] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [107] 1760396564023851, 2.98558, 0.0507378, -0.369492, -0.30873, -0.999771, -0.00813965, 0.0104043, 0.0168383, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:44.026424] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [108] 1760396564026330, 2.98806, 0.0507318, -0.369493, -0.308708, -0.999771, -0.0081252, 0.0103898, 0.016837, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:44.029458] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [110] 1760396564029338, 2.99106, 0.0507318, -0.369493, -0.308708, -0.999771, -0.0081252, 0.0103898, 0.016837, 0, 0, 0.00210926, 0, 0, 0, 
[2025-10-13 19:02:44.032029] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [111] 1760396564031911, 2.99364, 0.0507318, -0.369493, -0.308708, -0.999771, -0.0081252, 0.0103898, 0.016837, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:44.034786] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [112] 1760396564034672, 2.9964, 0.0507318, -0.369493, -0.308708, -0.999771, -0.0081252, 0.0103898, 0.016837, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:44.037425] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [114] 1760396564037334, 2.99906, 0.0507275, -0.36949, -0.308727, -0.999772, -0.00809777, 0.0103746, 0.0168423, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:44.040606] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [115] 1760396564040489, 3.00222, 0.0507275, -0.36949, -0.308727, -0.999772, -0.00809777, 0.0103746, 0.0168423, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:44.043243] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [116] 1760396564043092, 3.00482, 0.0507275, -0.36949, -0.308727, -0.999772, -0.00809777, 0.0103746, 0.0168423, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:44.046098] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [117] 1760396564045984, 3.00771, 0.0507275, -0.36949, -0.308727, -0.999772, -0.00809777, 0.0103746, 0.0168423, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:44.049057] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [119] 1760396564048940, 3.01067, 0.0507626, -0.369503, -0.308716, -0.99977, -0.00809415, 0.0105001, 0.0168743, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:44.051202] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [120] 1760396564051083, 3.01281, 0.0507626, -0.369503, -0.308716, -0.99977, -0.00809415, 0.0105001, 0.0168743, 0.00351173, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:44.053740] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [121] 1760396564053628, 3.01536, 0.0507626, -0.369503, -0.308716, -0.99977, -0.00809415, 0.0105001, 0.0168743, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:44.056315] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [122] 1760396564056194, 3.01792, 0.0507483, -0.369484, -0.308686, -0.999768, -0.00814465, 0.0104873, 0.016946, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:44.059124] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [124] 1760396564059011, 3.02074, 0.0507483, -0.369484, -0.308686, -0.999768, -0.00814465, 0.0104873, 0.016946, 0, 0, 0.00294839, 0, 0, 0, 
[2025-10-13 19:02:44.061799] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [125] 1760396564061692, 3.02342, 0.0507483, -0.369484, -0.308686, -0.999768, -0.00814465, 0.0104873, 0.016946, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:44.064362] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [126] 1760396564064250, 3.02598, 0.0507483, -0.369484, -0.308686, -0.999768, -0.00814465, 0.0104873, 0.016946, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:44.067829] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [128] 1760396564067709, 3.02944, 0.0507304, -0.369492, -0.308707, -0.999768, -0.00822969, 0.0103005, 0.0170595, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:44.070611] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [129] 1760396564070491, 3.03222, 0.0507304, -0.369492, -0.308707, -0.999768, -0.00822969, 0.0103005, 0.0170595, 0, 0, -0.0020559, 0, -0.0368858, 0, 
[2025-10-13 19:02:44.073092] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [130] 1760396564072981, 3.03471, 0.0507304, -0.369492, -0.308707, -0.999768, -0.00822969, 0.0103005, 0.0170595, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:44.075676] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [131] 1760396564075568, 3.03729, 0.0507304, -0.369492, -0.308707, -0.999768, -0.00822969, 0.0103005, 0.0170595, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:44.078442] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [133] 1760396564078326, 3.04005, 0.050742, -0.369524, -0.308728, -0.999767, -0.0080778, 0.010509, 0.0170068, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:02:44.081935] [0x0000007fa53ac9a0] [MocapTag] [0x00000fa6] [134] 1760396564081826, 3.04355, 0.050742, -0.369524, -0.308728, -0.999767, -0.0080778, 0.010509, 0.0170068, 0, -0.00316134, -0.00213162, 0, 0.0411041, 0, 
