[2025-10-13 19:23:34.884323] [0x0000007fbe8c77c0] [MocapTag] [0x000009e1] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 19:24:05.280475] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14254] 1760397845280395, 33.1523, 0.0630162, -0.402002, -0.309598, -0.957637, -0.00641113, 0.0187084, 0.287298, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.283931] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14255] 1760397845283813, 33.1557, 0.0630162, -0.402002, -0.309598, -0.957637, -0.00641113, 0.0187084, 0.287298, -0.00292076, -0.019945, -0.0387279, 0, -0.215844, 0.19601, 
[2025-10-13 19:24:05.286463] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14256] 1760397845286347, 33.1582, 0.0630162, -0.402002, -0.309598, -0.957637, -0.00641113, 0.0187084, 0.287298, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.289147] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14257] 1760397845289027, 33.1609, 0.0624431, -0.401964, -0.309758, -0.957613, -0.00623812, 0.0174881, 0.28746, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.291994] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14259] 1760397845291879, 33.1637, 0.0624431, -0.401964, -0.309758, -0.957613, -0.00623812, 0.0174881, 0.28746, -0.0573055, 0.00384153, -0.0160546, 0.0363827, -0.243737, 0, 
[2025-10-13 19:24:05.295442] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14260] 1760397845295328, 33.1672, 0.0624431, -0.401964, -0.309758, -0.957613, -0.00623812, 0.0174881, 0.28746, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.297834] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14261] 1760397845297716, 33.1696, 0.0624431, -0.401964, -0.309758, -0.957613, -0.00623812, 0.0174881, 0.28746, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.300545] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14263] 1760397845300437, 33.1723, 0.0620031, -0.401689, -0.309873, -0.957583, -0.00652973, 0.0165092, 0.287609, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.303322] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14264] 1760397845303207, 33.1751, 0.0620031, -0.401689, -0.309873, -0.957583, -0.00652973, 0.0165092, 0.287609, -0.0440017, 0.0274608, -0.0114729, 0.111675, -0.170733, 0, 
[2025-10-13 19:24:05.305928] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14265] 1760397845305811, 33.1777, 0.0620031, -0.401689, -0.309873, -0.957583, -0.00652973, 0.0165092, 0.287609, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.308577] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14266] 1760397845308456, 33.1803, 0.0620031, -0.401689, -0.309873, -0.957583, -0.00652973, 0.0165092, 0.287609, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.311169] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14268] 1760397845311049, 33.1829, 0.0607819, -0.401334, -0.309832, -0.958024, -0.00609891, 0.015138, 0.286223, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.314562] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14269] 1760397845314434, 33.1863, 0.0607819, -0.401334, -0.309832, -0.958024, -0.00609891, 0.015138, 0.286223, -0.122126, 0.0354928, 0.00405847, 0, -0.287902, -0.290495, 
[2025-10-13 19:24:05.317629] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14270] 1760397845317513, 33.1894, 0.0607819, -0.401334, -0.309832, -0.958024, -0.00609891, 0.015138, 0.286223, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.319923] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14272] 1760397845319807, 33.1917, 0.0603215, -0.40084, -0.309812, -0.958117, -0.00656554, 0.0142237, 0.285949, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.322661] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14273] 1760397845322547, 33.1944, 0.0603215, -0.40084, -0.309812, -0.958117, -0.00656554, 0.0142237, 0.285949, -0.0460328, 0.0493973, 0.00207856, 0.142717, -0.14865, -0.0599682, 
[2025-10-13 19:24:05.325240] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14274] 1760397845325122, 33.197, 0.0603215, -0.40084, -0.309812, -0.958117, -0.00656554, 0.0142237, 0.285949, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.328083] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14275] 1760397845327968, 33.1998, 0.0603215, -0.40084, -0.309812, -0.958117, -0.00656554, 0.0142237, 0.285949, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.331150] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14277] 1760397845331033, 33.2029, 0.0603723, -0.400246, -0.309898, -0.957893, -0.00764838, 0.0132025, 0.286718, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.335885] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14278] 1760397845335758, 33.2076, 0.0603723, -0.400246, -0.309898, -0.957893, -0.00764838, 0.0132025, 0.286718, 0.00508046, 0.0594163, -0.00864365, 0.263619, -0.133226, 0.15673, 
[2025-10-13 19:24:05.337224] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14279] 1760397845337101, 33.209, 0.0603723, -0.400246, -0.309898, -0.957893, -0.00764838, 0.0132025, 0.286718, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.340066] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14281] 1760397845339945, 33.2118, 0.0597367, -0.399594, -0.309714, -0.958044, -0.00820022, 0.0130241, 0.286208, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.342663] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14282] 1760397845342540, 33.2144, 0.0597367, -0.399594, -0.309714, -0.958044, -0.00820022, 0.0130241, 0.286208, -0.0635648, 0.0652415, 0.0183843, 0.117588, 0, -0.108266, 
[2025-10-13 19:24:05.345905] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14283] 1760397845345787, 33.2177, 0.0597367, -0.399594, -0.309714, -0.958044, -0.00820022, 0.0130241, 0.286208, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.348744] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14284] 1760397845348637, 33.2205, 0.0597367, -0.399594, -0.309714, -0.958044, -0.00820022, 0.0130241, 0.286208, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.351660] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14286] 1760397845351511, 33.2234, 0.0587611, -0.399265, -0.309955, -0.958281, -0.00796893, 0.0110012, 0.285505, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.354398] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14287] 1760397845354282, 33.2262, 0.0587611, -0.399265, -0.309955, -0.958281, -0.00796893, 0.0110012, 0.285505, -0.097556, 0.0328355, -0.0240895, 0.0733376, -0.401601, -0.147587, 
[2025-10-13 19:24:05.357269] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14288] 1760397845357143, 33.229, 0.0587611, -0.399265, -0.309955, -0.958281, -0.00796893, 0.0110012, 0.285505, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.360334] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14290] 1760397845360194, 33.2321, 0.0581392, -0.398823, -0.310277, -0.958263, -0.00832189, 0.00955163, 0.285607, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.363273] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14291] 1760397845363155, 33.235, 0.0581392, -0.398823, -0.310277, -0.958263, -0.00832189, 0.00955163, 0.285607, -0.0621916, 0.0442386, -0.0322069, 0.15018, -0.257603, 0, 
[2025-10-13 19:24:05.365951] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14292] 1760397845365566, 33.2374, 0.0581392, -0.398823, -0.310277, -0.958263, -0.00832189, 0.00955163, 0.285607, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.368726] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14293] 1760397845368638, 33.2405, 0.0581392, -0.398823, -0.310277, -0.958263, -0.00832189, 0.00955163, 0.285607, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.371792] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14295] 1760397845371652, 33.2435, 0.0575073, -0.398478, -0.310613, -0.958238, -0.00857488, 0.00807616, 0.285729, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.374984] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14296] 1760397845374859, 33.2467, 0.0575073, -0.398478, -0.310613, -0.958238, -0.00857488, 0.00807616, 0.285729, -0.0631961, 0.0345108, -0.0335954, 0.132513, -0.268221, 0, 
[2025-10-13 19:24:05.380061] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14298] 1760397845379939, 33.2518, 0.0575073, -0.398478, -0.310613, -0.958238, -0.00857488, 0.00807616, 0.285729, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.381076] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14299] 1760397845380956, 33.2528, 0.0569897, -0.398265, -0.310779, -0.958199, -0.00865816, 0.00698748, 0.285887, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.384087] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14300] 1760397845383925, 33.2558, 0.0569897, -0.398265, -0.310779, -0.958199, -0.00865816, 0.00698748, 0.285887, -0.0517516, 0.021239, -0.0165424, 0.0778437, -0.203704, 0, 
[2025-10-13 19:24:05.386734] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14301] 1760397845386620, 33.2585, 0.0569897, -0.398265, -0.310779, -0.958199, -0.00865816, 0.00698748, 0.285887, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.389259] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14303] 1760397845389200, 33.2611, 0.0566264, -0.398202, -0.310809, -0.95817, -0.00859188, 0.00635727, 0.286001, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.392334] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14304] 1760397845392217, 33.2641, 0.0566264, -0.398202, -0.310809, -0.95817, -0.00859188, 0.00635727, 0.286001, -0.0363367, 0.00632027, -0.00300451, 0, -0.124423, 0, 
[2025-10-13 19:24:05.394762] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14305] 1760397845394649, 33.2665, 0.0566264, -0.398202, -0.310809, -0.95817, -0.00859188, 0.00635727, 0.286001, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.397880] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14306] 1760397845397754, 33.2696, 0.0566264, -0.398202, -0.310809, -0.95817, -0.00859188, 0.00635727, 0.286001, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.400245] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14308] 1760397845400125, 33.272, 0.0564689, -0.398187, -0.310771, -0.958186, -0.00856069, 0.00616769, 0.285952, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.403030] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14309] 1760397845402910, 33.2748, 0.0564689, -0.398187, -0.310771, -0.958186, -0.00856069, 0.00616769, 0.285952, -0.0157467, 0, 0.0037801, 0, -0.0381837, 0, 
[2025-10-13 19:24:05.405556] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14310] 1760397845405438, 33.2773, 0.0564689, -0.398187, -0.310771, -0.958186, -0.00856069, 0.00616769, 0.285952, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.408339] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14311] 1760397845408228, 33.2801, 0.0564689, -0.398187, -0.310771, -0.958186, -0.00856069, 0.00616769, 0.285952, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.411126] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14313] 1760397845410999, 33.2829, 0.0564848, -0.398244, -0.31068, -0.958218, -0.00847228, 0.00632221, 0.285845, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.413778] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14314] 1760397845413665, 33.2855, 0.0564848, -0.398244, -0.31068, -0.958218, -0.00847228, 0.00632221, 0.285845, 0, -0.00572334, 0.00906973, 0, 0, 0, 
[2025-10-13 19:24:05.416437] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14315] 1760397845416322, 33.2882, 0.0564848, -0.398244, -0.31068, -0.958218, -0.00847228, 0.00632221, 0.285845, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.418916] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14316] 1760397845418788, 33.2907, 0.0564848, -0.398244, -0.31068, -0.958218, -0.00847228, 0.00632221, 0.285845, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.421547] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14318] 1760397845421432, 33.2933, 0.0569783, -0.398084, -0.310524, -0.958038, -0.00922881, 0.00726837, 0.286399, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.424314] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14319] 1760397845424199, 33.2961, 0.0569783, -0.398084, -0.310524, -0.958038, -0.00922881, 0.00726837, 0.286399, 0.0493585, 0.0160393, 0.0156257, 0.0898361, 0.225375, 0.114208, 
[2025-10-13 19:24:05.427493] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14320] 1760397845427375, 33.2992, 0.0569783, -0.398084, -0.310524, -0.958038, -0.00922881, 0.00726837, 0.286399, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.429507] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14321] 1760397845429418, 33.3013, 0.0568184, -0.398471, -0.310501, -0.958264, -0.00831015, 0.0070913, 0.285676, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.432343] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14323] 1760397845432220, 33.3041, 0.0568184, -0.398471, -0.310501, -0.958264, -0.00831015, 0.0070913, 0.285676, -0.0159985, -0.0387071, 0.00229403, -0.164557, -0.087445, -0.149405, 
[2025-10-13 19:24:05.434895] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14324] 1760397845434776, 33.3066, 0.0568184, -0.398471, -0.310501, -0.958264, -0.00831015, 0.0070913, 0.285676, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.437803] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14325] 1760397845437686, 33.3096, 0.0568184, -0.398471, -0.310501, -0.958264, -0.00831015, 0.0070913, 0.285676, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.440360] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14327] 1760397845440240, 33.3121, 0.0570709, -0.398672, -0.31045, -0.95826, -0.00814675, 0.00757039, 0.285683, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.442874] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14328] 1760397845442759, 33.3146, 0.0570709, -0.398672, -0.31045, -0.95826, -0.00814675, 0.00757039, 0.285683, 0.0252503, -0.0200927, 0.00512753, -0.0586987, 0.0825033, 0, 
[2025-10-13 19:24:05.445556] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14329] 1760397845445439, 33.3173, 0.0570709, -0.398672, -0.31045, -0.95826, -0.00814675, 0.00757039, 0.285683, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.448326] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14330] 1760397845448210, 33.3201, 0.0570709, -0.398672, -0.31045, -0.95826, -0.00814675, 0.00757039, 0.285683, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.451029] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14332] 1760397845450913, 33.3228, 0.0574268, -0.398909, -0.310431, -0.958252, -0.00797186, 0.00830771, 0.285694, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.454085] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14333] 1760397845453929, 33.3258, 0.0574268, -0.398909, -0.310431, -0.958252, -0.00797186, 0.00830771, 0.285694, 0.0355903, -0.0237295, 0, -0.0756741, 0.131346, 0, 
[2025-10-13 19:24:05.456859] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14334] 1760397845456745, 33.3286, 0.0574268, -0.398909, -0.310431, -0.958252, -0.00797186, 0.00830771, 0.285694, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.459526] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14335] 1760397845459440, 33.3313, 0.0578972, -0.399273, -0.310248, -0.958431, -0.00737568, 0.00851436, 0.285102, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.462371] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14337] 1760397845462254, 33.3341, 0.0578972, -0.399273, -0.310248, -0.958431, -0.00737568, 0.00851436, 0.285102, 0.0470431, -0.036358, 0.0183489, -0.124812, 0, -0.122374, 
[2025-10-13 19:24:05.464750] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14338] 1760397845464638, 33.3365, 0.0578972, -0.399273, -0.310248, -0.958431, -0.00737568, 0.00851436, 0.285102, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.467971] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14339] 1760397845467856, 33.3397, 0.0578972, -0.399273, -0.310248, -0.958431, -0.00737568, 0.00851436, 0.285102, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.470181] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14341] 1760397845470058, 33.3419, 0.0582351, -0.399609, -0.310324, -0.958331, -0.00762319, 0.0101332, 0.285377, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.472884] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14342] 1760397845472771, 33.3446, 0.0582351, -0.399609, -0.310324, -0.958331, -0.00762319, 0.0101332, 0.285377, 0.0337941, -0.0336407, -0.00759311, -0.0455141, 0.324722, 0.0574648, 
[2025-10-13 19:24:05.475557] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14343] 1760397845475439, 33.3473, 0.0582351, -0.399609, -0.310324, -0.958331, -0.00762319, 0.0101332, 0.285377, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.478357] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14344] 1760397845478241, 33.3501, 0.0582351, -0.399609, -0.310324, -0.958331, -0.00762319, 0.0101332, 0.285377, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.481047] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14346] 1760397845480928, 33.3528, 0.0588673, -0.399552, -0.310447, -0.95771, -0.00864722, 0.0127712, 0.287321, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.483557] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14347] 1760397845483443, 33.3553, 0.0588673, -0.399552, -0.310447, -0.95771, -0.00864722, 0.0127712, 0.287321, 0.0632196, 0.00567807, -0.0123555, 0.0398159, 0.566038, 0.404888, 
[2025-10-13 19:24:05.486218] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14348] 1760397845486102, 33.358, 0.0588673, -0.399552, -0.310447, -0.95771, -0.00864722, 0.0127712, 0.287321, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.488921] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14349] 1760397845488796, 33.3607, 0.0588673, -0.399552, -0.310447, -0.95771, -0.00864722, 0.0127712, 0.287321, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.491547] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14351] 1760397845491433, 33.3633, 0.0596959, -0.399664, -0.3102, -0.957459, -0.00926229, 0.0145769, 0.288052, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.494274] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14352] 1760397845494162, 33.366, 0.0596959, -0.399664, -0.3102, -0.957459, -0.00926229, 0.0145769, 0.288052, 0.0828596, -0.011195, 0.0247373, 0, 0.382029, 0.15263, 
[2025-10-13 19:24:05.496986] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14353] 1760397845496868, 33.3687, 0.0596959, -0.399664, -0.3102, -0.957459, -0.00926229, 0.0145769, 0.288052, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.500048] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14354] 1760397845499960, 33.3718, 0.0599633, -0.400075, -0.310005, -0.957719, -0.00828385, 0.0149242, 0.287198, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.502830] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14356] 1760397845502704, 33.3746, 0.0599633, -0.400075, -0.310005, -0.957719, -0.00828385, 0.0149242, 0.287198, 0.0267406, -0.0411186, 0.0195069, -0.204515, 0, -0.175321, 
[2025-10-13 19:24:05.505465] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14357] 1760397845505347, 33.3772, 0.0599633, -0.400075, -0.310005, -0.957719, -0.00828385, 0.0149242, 0.287198, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.508092] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14358] 1760397845507976, 33.3798, 0.0599633, -0.400075, -0.310005, -0.957719, -0.00828385, 0.0149242, 0.287198, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.510810] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14360] 1760397845510696, 33.3826, 0.0604195, -0.400268, -0.309855, -0.95773, -0.00817962, 0.0158298, 0.287117, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.513630] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14361] 1760397845513518, 33.3854, 0.0604195, -0.400268, -0.309855, -0.95773, -0.00817962, 0.0158298, 0.287117, 0.0456153, -0.0192556, 0.01502, -0.0717163, 0.167476, 0, 
[2025-10-13 19:24:05.516594] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14362] 1760397845516480, 33.3883, 0.0604195, -0.400268, -0.309855, -0.95773, -0.00817962, 0.0158298, 0.287117, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.519027] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14363] 1760397845518939, 33.3908, 0.0604195, -0.400268, -0.309855, -0.95773, -0.00817962, 0.0158298, 0.287117, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.521538] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14365] 1760397845521424, 33.3933, 0.0607258, -0.400737, -0.309572, -0.958275, -0.00708006, 0.0151938, 0.285354, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.524473] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14366] 1760397845524359, 33.3962, 0.0607258, -0.400737, -0.309572, -0.958275, -0.00708006, 0.0151938, 0.285354, 0.0306281, -0.0468858, 0.0283151, -0.168085, -0.185907, -0.36571, 
[2025-10-13 19:24:05.527095] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14367] 1760397845526979, 33.3988, 0.0607258, -0.400737, -0.309572, -0.958275, -0.00708006, 0.0151938, 0.285354, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.529633] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14369] 1760397845529572, 33.4014, 0.0611702, -0.400712, -0.309548, -0.958164, -0.00694564, 0.0156779, 0.285706, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.532438] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14370] 1760397845532323, 33.4042, 0.0611702, -0.400712, -0.309548, -0.958164, -0.00694564, 0.0156779, 0.285706, 0.0444467, 0.00251516, 0.00232844, -0.0546694, 0.0852939, 0.0746071, 
[2025-10-13 19:24:05.535155] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14371] 1760397845535031, 33.4069, 0.0611702, -0.400712, -0.309548, -0.958164, -0.00694564, 0.0156779, 0.285706, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.537968] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14372] 1760397845537851, 33.4097, 0.0611702, -0.400712, -0.309548, -0.958164, -0.00694564, 0.0156779, 0.285706, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.540693] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14374] 1760397845540546, 33.4124, 0.0617158, -0.400652, -0.309469, -0.957933, -0.00754695, 0.016724, 0.286405, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.543322] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14375] 1760397845543208, 33.4151, 0.0617158, -0.400652, -0.309469, -0.957933, -0.00754695, 0.016724, 0.286405, 0.0545605, 0.0059309, 0.00794245, 0.0528336, 0.235249, 0.145596, 
[2025-10-13 19:24:05.546600] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14376] 1760397845546483, 33.4184, 0.0617158, -0.400652, -0.309469, -0.957933, -0.00754695, 0.016724, 0.286405, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.549514] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14377] 1760397845549415, 33.4213, 0.0618933, -0.400737, -0.309453, -0.957856, -0.00757914, 0.0171024, 0.286637, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.553186] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14379] 1760397845553070, 33.4249, 0.0618933, -0.400737, -0.309453, -0.957856, -0.00757914, 0.0171024, 0.286637, 0.0177436, -0.00845106, 0, 0, 0.0744864, 0.0490725, 
[2025-10-13 19:24:05.555542] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14380] 1760397845555425, 33.4273, 0.0618933, -0.400737, -0.309453, -0.957856, -0.00757914, 0.0171024, 0.286637, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:24:05.557828] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14381] 1760397845557710, 33.4296, 0.0618933, -0.400737, -0.309453, -0.957856, -0.00757914, 0.0171024, 0.286637, 0, 0, 0, 0, 0, 0, 
