[2025-10-13 19:23:34.884323] [0x0000007fbe8c77c0] [MocapTag] [0x000009e1] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 19:23:34.888031] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3] 1760397814887900, 2.75977, 0.0347985, -0.346997, -0.308869, -0.999829, -0.00855157, 0.0138462, 0.00882172, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.890636] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [5] 1760397814890486, 2.76235, 0.0349706, -0.34685, -0.308964, -0.999834, -0.0083519, 0.0139241, 0.00830196, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.893227] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [6] 1760397814893140, 2.76501, 0.0349706, -0.34685, -0.308964, -0.999834, -0.0083519, 0.0139241, 0.00830196, 0.0172091, 0.0146378, -0.00944514, -0.0386238, 0, -0.103551, 
[2025-10-13 19:23:34.895837] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [8] 1760397814895725, 2.76759, 0.0349706, -0.34685, -0.308964, -0.999834, -0.0083519, 0.0139241, 0.00830196, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.898466] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [9] 1760397814898347, 2.77022, 0.0349706, -0.34685, -0.308964, -0.999834, -0.0083519, 0.0139241, 0.00830196, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.901119] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [10] 1760397814901009, 2.77288, 0.0348513, -0.346894, -0.308853, -0.999833, -0.0082365, 0.0139124, 0.00852663, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.903823] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [11] 1760397814903736, 2.77561, 0.0348513, -0.346894, -0.308853, -0.999833, -0.0082365, 0.0139124, 0.00852663, -0.0119335, -0.00437302, 0.0110714, 0, 0, 0.0452876, 
[2025-10-13 19:23:34.906337] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [13] 1760397814906227, 2.7781, 0.0348513, -0.346894, -0.308853, -0.999833, -0.0082365, 0.0139124, 0.00852663, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.908944] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [14] 1760397814908838, 2.78071, 0.0349926, -0.346829, -0.308957, -0.999833, -0.00836953, 0.0139752, 0.00826786, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.911757] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [15] 1760397814911608, 2.78348, 0.0349926, -0.346829, -0.308957, -0.999833, -0.00836953, 0.0139752, 0.00826786, 0.0141332, 0.00647053, -0.0104187, 0, 0, -0.0522431, 
[2025-10-13 19:23:34.914450] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [17] 1760397814914368, 2.78624, 0.0349926, -0.346829, -0.308957, -0.999833, -0.00836953, 0.0139752, 0.00826786, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.917084] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [18] 1760397814916972, 2.78884, 0.0349926, -0.346829, -0.308957, -0.999833, -0.00836953, 0.0139752, 0.00826786, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.919652] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [19] 1760397814919547, 2.79142, 0.0348114, -0.346907, -0.308844, -0.999833, -0.00832819, 0.0138445, 0.00859763, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.922487] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [20] 1760397814922375, 2.79424, 0.0348114, -0.346907, -0.308844, -0.999833, -0.00832819, 0.0138445, 0.00859763, -0.0181218, -0.00772563, 0.0113802, 0, 0, 0.0662984, 
[2025-10-13 19:23:34.925015] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [22] 1760397814924905, 2.79677, 0.0348114, -0.346907, -0.308844, -0.999833, -0.00832819, 0.0138445, 0.00859763, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.927913] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [23] 1760397814927789, 2.79966, 0.0348114, -0.346907, -0.308844, -0.999833, -0.00832819, 0.0138445, 0.00859763, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.930430] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [24] 1760397814930322, 2.80219, 0.0349896, -0.346835, -0.30892, -0.999832, -0.00836306, 0.0140139, 0.00830229, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.934518] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [26] 1760397814934419, 2.80629, 0.0349896, -0.346835, -0.30892, -0.999832, -0.00836306, 0.0140139, 0.00830229, 0.0178204, 0.00719486, -0.00765329, 0, 0, -0.0594528, 
[2025-10-13 19:23:34.935707] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [27] 1760397814935601, 2.80747, 0.0349896, -0.346835, -0.30892, -0.999832, -0.00836306, 0.0140139, 0.00830229, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.938385] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [28] 1760397814938284, 2.81015, 0.0349896, -0.346835, -0.30892, -0.999832, -0.00836306, 0.0140139, 0.00830229, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.941480] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [29] 1760397814941361, 2.81323, 0.0349848, -0.346844, -0.308978, -0.999833, -0.00839419, 0.0139756, 0.00827925, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.944403] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [31] 1760397814944314, 2.81618, 0.0349848, -0.346844, -0.308978, -0.999833, -0.00839419, 0.0139756, 0.00827925, 0, 0, -0.00580542, 0, 0, 0, 
[2025-10-13 19:23:34.947188] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [32] 1760397814947076, 2.81894, 0.0349848, -0.346844, -0.308978, -0.999833, -0.00839419, 0.0139756, 0.00827925, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.949702] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [33] 1760397814949592, 2.82146, 0.035018, -0.346832, -0.308959, -0.999833, -0.00835512, 0.0140153, 0.00826181, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.952423] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [34] 1760397814952314, 2.82418, 0.035018, -0.346832, -0.308959, -0.999833, -0.00835512, 0.0140153, 0.00826181, 0.00332182, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.956707] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [36] 1760397814956597, 2.82847, 0.035018, -0.346832, -0.308959, -0.999833, -0.00835512, 0.0140153, 0.00826181, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.957766] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [37] 1760397814957661, 2.82953, 0.035018, -0.346832, -0.308959, -0.999833, -0.00835512, 0.0140153, 0.00826181, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.960179] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [38] 1760397814960065, 2.83193, 0.0347997, -0.347017, -0.30892, -0.999828, -0.00844305, 0.014004, 0.00873347, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.963004] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [39] 1760397814962891, 2.83476, 0.0347997, -0.347017, -0.30892, -0.999828, -0.00844305, 0.014004, 0.00873347, -0.0218368, -0.0185108, 0.00387034, 0, 0, 0.0941301, 
[2025-10-13 19:23:34.965487] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [41] 1760397814965377, 2.83725, 0.0347997, -0.347017, -0.30892, -0.999828, -0.00844305, 0.014004, 0.00873347, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.968229] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [42] 1760397814968121, 2.83999, 0.0347997, -0.347017, -0.30892, -0.999828, -0.00844305, 0.014004, 0.00873347, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.970819] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [43] 1760397814970715, 2.84258, 0.0348118, -0.347022, -0.308918, -0.999828, -0.00841725, 0.0140073, 0.00873852, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.974605] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [45] 1760397814974496, 2.84637, 0.0348118, -0.347022, -0.308918, -0.999828, -0.00841725, 0.0140073, 0.00873852, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.976055] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [46] 1760397814975946, 2.84782, 0.0348118, -0.347022, -0.308918, -0.999828, -0.00841725, 0.0140073, 0.00873852, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.978787] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [47] 1760397814978682, 2.85055, 0.0348138, -0.347034, -0.308915, -0.999828, -0.00841197, 0.0140124, 0.00878124, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.982098] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [48] 1760397814981989, 2.85386, 0.0348138, -0.347034, -0.308915, -0.999828, -0.00841197, 0.0140124, 0.00878124, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.984861] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [50] 1760397814984747, 2.85662, 0.0348138, -0.347034, -0.308915, -0.999828, -0.00841197, 0.0140124, 0.00878124, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.987506] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [51] 1760397814987387, 2.85926, 0.0348138, -0.347034, -0.308915, -0.999828, -0.00841197, 0.0140124, 0.00878124, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.990075] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [52] 1760397814989966, 2.86184, 0.0347959, -0.347031, -0.308924, -0.999829, -0.00838792, 0.0139911, 0.00874371, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.992805] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [53] 1760397814992693, 2.86456, 0.0347959, -0.347031, -0.308924, -0.999829, -0.00838792, 0.0139911, 0.00874371, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.995547] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [55] 1760397814995432, 2.8673, 0.0347959, -0.347031, -0.308924, -0.999829, -0.00838792, 0.0139911, 0.00874371, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:34.998050] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [56] 1760397814997942, 2.86981, 0.0347959, -0.347031, -0.308924, -0.999829, -0.00838792, 0.0139911, 0.00874371, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.000806] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [57] 1760397815000689, 2.87256, 0.03482, -0.347021, -0.308887, -0.999828, -0.00842907, 0.0140256, 0.00875146, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.003700] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [58] 1760397815003610, 2.87548, 0.03482, -0.347021, -0.308887, -0.999828, -0.00842907, 0.0140256, 0.00875146, 0.00241856, 0, 0.0037628, 0, 0, 0, 
[2025-10-13 19:23:35.006219] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [60] 1760397815006108, 2.87798, 0.03482, -0.347021, -0.308887, -0.999828, -0.00842907, 0.0140256, 0.00875146, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.008829] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [61] 1760397815008722, 2.88059, 0.0348106, -0.347015, -0.30891, -0.999828, -0.00843796, 0.0140131, 0.00873368, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.011648] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [62] 1760397815011547, 2.88342, 0.0348106, -0.347015, -0.30891, -0.999828, -0.00843796, 0.0140131, 0.00873368, 0, 0, -0.00239007, 0, 0, 0, 
[2025-10-13 19:23:35.014266] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [64] 1760397815014170, 2.88604, 0.0348106, -0.347015, -0.30891, -0.999828, -0.00843796, 0.0140131, 0.00873368, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.018842] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [65] 1760397815018731, 2.8906, 0.0348106, -0.347015, -0.30891, -0.999828, -0.00843796, 0.0140131, 0.00873368, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.019484] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [66] 1760397815019395, 2.89126, 0.0348282, -0.347009, -0.308895, -0.999828, -0.00853005, 0.0138894, 0.00880853, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.022225] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [67] 1760397815022115, 2.89398, 0.0348282, -0.347009, -0.308895, -0.999828, -0.00853005, 0.0138894, 0.00880853, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.024819] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [69] 1760397815024707, 2.89658, 0.0348282, -0.347009, -0.308895, -0.999828, -0.00853005, 0.0138894, 0.00880853, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.027712] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [70] 1760397815027596, 2.89947, 0.0348282, -0.347009, -0.308895, -0.999828, -0.00853005, 0.0138894, 0.00880853, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.030169] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [71] 1760397815030063, 2.90193, 0.0347982, -0.347007, -0.308868, -0.999828, -0.00863204, 0.0138527, 0.00876248, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.033057] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [72] 1760397815032932, 2.9048, 0.0347982, -0.347007, -0.308868, -0.999828, -0.00863204, 0.0138527, 0.00876248, -0.00300423, 0, 0.00266027, 0, 0, 0, 
[2025-10-13 19:23:35.035591] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [74] 1760397815035479, 2.90735, 0.0347982, -0.347007, -0.308868, -0.999828, -0.00863204, 0.0138527, 0.00876248, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.038150] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [75] 1760397815038045, 2.90991, 0.0347982, -0.347007, -0.308868, -0.999828, -0.00863204, 0.0138527, 0.00876248, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.041030] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [76] 1760397815040920, 2.91279, 0.0348224, -0.347033, -0.308917, -0.999829, -0.00841612, 0.0139978, 0.00870201, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.043682] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [77] 1760397815043596, 2.91547, 0.0348224, -0.347033, -0.308917, -0.999829, -0.00841612, 0.0139978, 0.00870201, 0.00242086, -0.002591, -0.00489126, -0.043273, 0, 0, 
[2025-10-13 19:23:35.046347] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [79] 1760397815046229, 2.9181, 0.0348224, -0.347033, -0.308917, -0.999829, -0.00841612, 0.0139978, 0.00870201, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.048884] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [80] 1760397815048772, 2.92064, 0.0348252, -0.347023, -0.308902, -0.999828, -0.00842447, 0.0140188, 0.00874884, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.051801] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [81] 1760397815051692, 2.92356, 0.0348252, -0.347023, -0.308902, -0.999828, -0.00842447, 0.0140188, 0.00874884, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.054960] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [83] 1760397815054837, 2.92671, 0.0348252, -0.347023, -0.308902, -0.999828, -0.00842447, 0.0140188, 0.00874884, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.057726] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [84] 1760397815057618, 2.92949, 0.0348252, -0.347023, -0.308902, -0.999828, -0.00842447, 0.0140188, 0.00874884, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.060351] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [85] 1760397815060241, 2.93211, 0.0348183, -0.347021, -0.308901, -0.999828, -0.00841593, 0.0140177, 0.00870593, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.063180] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [86] 1760397815063064, 2.93493, 0.0348183, -0.347021, -0.308901, -0.999828, -0.00841593, 0.0140177, 0.00870593, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.066467] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [88] 1760397815066349, 2.93822, 0.0348183, -0.347021, -0.308901, -0.999828, -0.00841593, 0.0140177, 0.00870593, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.070464] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [89] 1760397815070354, 2.94222, 0.0348183, -0.347021, -0.308901, -0.999828, -0.00841593, 0.0140177, 0.00870593, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.071142] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [90] 1760397815071039, 2.94291, 0.0348333, -0.347019, -0.308916, -0.999827, -0.0084478, 0.0140686, 0.00872819, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.074114] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [91] 1760397815074027, 2.9459, 0.0348333, -0.347019, -0.308916, -0.999827, -0.0084478, 0.0140686, 0.00872819, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.076599] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [93] 1760397815076489, 2.94836, 0.0348333, -0.347019, -0.308916, -0.999827, -0.0084478, 0.0140686, 0.00872819, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.079253] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [94] 1760397815079144, 2.95101, 0.0348227, -0.347026, -0.308906, -0.999828, -0.00840646, 0.0140297, 0.00873678, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.082427] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [95] 1760397815082317, 2.95419, 0.0348227, -0.347026, -0.308906, -0.999828, -0.00840646, 0.0140297, 0.00873678, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.085592] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [97] 1760397815085479, 2.95735, 0.0348227, -0.347026, -0.308906, -0.999828, -0.00840646, 0.0140297, 0.00873678, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.088471] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [98] 1760397815088361, 2.96023, 0.0348227, -0.347026, -0.308906, -0.999828, -0.00840646, 0.0140297, 0.00873678, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.091181] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [99] 1760397815091074, 2.96294, 0.0348255, -0.347017, -0.308905, -0.999828, -0.00841748, 0.0140485, 0.00869728, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.094150] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [101] 1760397815094076, 2.96595, 0.0348255, -0.347017, -0.308905, -0.999828, -0.00841748, 0.0140485, 0.00869728, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.097610] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [102] 1760397815097501, 2.96937, 0.0348255, -0.347017, -0.308905, -0.999828, -0.00841748, 0.0140485, 0.00869728, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.100227] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [103] 1760397815100116, 2.97199, 0.0348325, -0.347022, -0.308916, -0.999828, -0.0084179, 0.0140729, 0.0087099, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.103051] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [104] 1760397815102941, 2.97481, 0.0348325, -0.347022, -0.308916, -0.999828, -0.0084179, 0.0140729, 0.0087099, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.105638] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [106] 1760397815105517, 2.97739, 0.0348325, -0.347022, -0.308916, -0.999828, -0.0084179, 0.0140729, 0.0087099, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.108308] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [107] 1760397815108198, 2.98007, 0.0348325, -0.347022, -0.308916, -0.999828, -0.0084179, 0.0140729, 0.0087099, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.111169] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [108] 1760397815111059, 2.98293, 0.0348166, -0.347016, -0.308908, -0.999828, -0.00842285, 0.0140325, 0.0087052, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.114478] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [110] 1760397815114384, 2.98625, 0.0348166, -0.347016, -0.308908, -0.999828, -0.00842285, 0.0140325, 0.0087052, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.117668] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [111] 1760397815117551, 2.98942, 0.0348166, -0.347016, -0.308908, -0.999828, -0.00842285, 0.0140325, 0.0087052, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.120175] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [112] 1760397815120068, 2.99194, 0.0348322, -0.347012, -0.308917, -0.999828, -0.00841619, 0.0140593, 0.00871869, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.122905] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [113] 1760397815122797, 2.99467, 0.0348322, -0.347012, -0.308917, -0.999828, -0.00841619, 0.0140593, 0.00871869, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.125605] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [115] 1760397815125486, 2.99736, 0.0348322, -0.347012, -0.308917, -0.999828, -0.00841619, 0.0140593, 0.00871869, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.128931] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [116] 1760397815128824, 3.00069, 0.0348322, -0.347012, -0.308917, -0.999828, -0.00841619, 0.0140593, 0.00871869, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.131409] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [117] 1760397815131302, 3.00317, 0.0350042, -0.346818, -0.308931, -0.999832, -0.00854, 0.0139042, 0.00834654, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.134531] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [119] 1760397815134432, 3.0063, 0.0350042, -0.346818, -0.308931, -0.999832, -0.00854, 0.0139042, 0.00834654, 0.0172063, 0.0194671, 0, 0, 0, -0.0745488, 
[2025-10-13 19:23:35.136973] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [120] 1760397815136862, 3.00873, 0.0350042, -0.346818, -0.308931, -0.999832, -0.00854, 0.0139042, 0.00834654, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.139979] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [121] 1760397815139868, 3.01174, 0.035002, -0.346856, -0.308969, -0.999832, -0.00836117, 0.0140028, 0.00834689, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.142312] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [122] 1760397815142203, 3.01407, 0.035002, -0.346856, -0.308969, -0.999832, -0.00836117, 0.0140028, 0.00834689, 0, -0.00385354, -0.00383154, -0.0359297, 0, 0, 
[2025-10-13 19:23:35.144995] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [124] 1760397815144877, 3.01675, 0.035002, -0.346856, -0.308969, -0.999832, -0.00836117, 0.0140028, 0.00834689, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.147793] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [125] 1760397815147680, 3.01955, 0.035002, -0.346856, -0.308969, -0.999832, -0.00836117, 0.0140028, 0.00834689, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.150156] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [126] 1760397815150053, 3.02192, 0.0349691, -0.346857, -0.308967, -0.999833, -0.00830334, 0.0139892, 0.00836977, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.153098] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [127] 1760397815152977, 3.02485, 0.0349691, -0.346857, -0.308967, -0.999833, -0.00830334, 0.0139892, 0.00836977, -0.00328812, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.155614] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [129] 1760397815155500, 3.02737, 0.0349691, -0.346857, -0.308967, -0.999833, -0.00830334, 0.0139892, 0.00836977, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.158275] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [130] 1760397815158157, 3.03003, 0.0349691, -0.346857, -0.308967, -0.999833, -0.00830334, 0.0139892, 0.00836977, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.161049] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [131] 1760397815160938, 3.03281, 0.0349425, -0.346873, -0.308909, -0.999832, -0.00826855, 0.0139992, 0.00842381, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.163686] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [132] 1760397815163599, 3.03547, 0.0349425, -0.346873, -0.308909, -0.999832, -0.00826855, 0.0139992, 0.00842381, -0.00265488, 0, 0.00573177, 0, 0, 0, 
[2025-10-13 19:23:35.166352] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [134] 1760397815166241, 3.03811, 0.0349425, -0.346873, -0.308909, -0.999832, -0.00826855, 0.0139992, 0.00842381, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.169042] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [135] 1760397815168935, 3.0408, 0.0349425, -0.346873, -0.308909, -0.999832, -0.00826855, 0.0139992, 0.00842381, 0, 0, 0, 0, 0, 0, 
