[2025-10-13 19:08:42.142005] [0x0000007fa6aea7c0] [MocapTag] [0x000019ee] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 19:09:02.148227] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9372] 1760396942148104, 22.7536, -1.02631, 0.268363, -1.29306, -0.993791, 0.0619976, 0.0902428, -0.0198047, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.150638] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9373] 1760396942150522, 22.756, -1.012, 0.262714, -1.29457, -0.99449, 0.0561193, 0.0871654, -0.0155481, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.153354] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9374] 1760396942153235, 22.7587, -1.012, 0.262714, -1.29457, -0.99449, 0.0561193, 0.0871654, -0.0155481, 1.43115, -0.564892, -0.151513, 1.11353, -0.681455, 0.718027, 
[2025-10-13 19:09:02.155038] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9375] 1760396942154917, 22.7604, -1.012, 0.262714, -1.29457, -0.99449, 0.0561193, 0.0871654, -0.0155481, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.159052] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9377] 1760396942158931, 22.7644, -1.012, 0.262714, -1.29457, -0.99449, 0.0561193, 0.0871654, -0.0155481, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.160738] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9378] 1760396942160624, 22.7661, -0.997787, 0.255994, -1.29608, -0.995349, 0.0490976, 0.0824746, -0.00821808, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.164323] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9379] 1760396942164203, 22.7697, -0.997787, 0.255994, -1.29608, -0.995349, 0.0490976, 0.0824746, -0.00821808, 1.42132, -0.672041, -0.151274, 1.29676, -1.02762, 1.30991, 
[2025-10-13 19:09:02.166969] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9380] 1760396942166907, 22.7724, -0.997787, 0.255994, -1.29608, -0.995349, 0.0490976, 0.0824746, -0.00821808, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.169816] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9382] 1760396942169652, 22.7751, -0.983222, 0.250501, -1.29687, -0.995867, 0.0431563, 0.079834, -0.0037317, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.172762] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9383] 1760396942172638, 22.7781, -0.983222, 0.250501, -1.29687, -0.995867, 0.0431563, 0.079834, -0.0037317, 1.45652, -0.549277, -0.078254, 1.13058, -0.573479, 0.78271, 
[2025-10-13 19:09:02.175385] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9384] 1760396942175299, 22.7808, -0.983222, 0.250501, -1.29687, -0.995867, 0.0431563, 0.079834, -0.0037317, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.179275] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9386] 1760396942179161, 22.7847, -0.983222, 0.250501, -1.29687, -0.995867, 0.0431563, 0.079834, -0.0037317, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.181891] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9387] 1760396942181776, 22.7873, -0.969472, 0.244188, -1.29812, -0.99638, 0.0396755, 0.0751845, -0.000568751, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.184850] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9388] 1760396942184734, 22.7902, -0.969472, 0.244188, -1.29812, -0.99638, 0.0396755, 0.0751845, -0.000568751, 1.37496, -0.631302, -0.125263, 0.660706, -0.957547, 0.54367, 
[2025-10-13 19:09:02.187873] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9390] 1760396942187742, 22.7932, -0.969472, 0.244188, -1.29812, -0.99638, 0.0396755, 0.0751845, -0.000568751, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.190261] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9391] 1760396942190089, 22.7956, -0.955144, 0.23851, -1.29874, -0.996835, 0.0346086, 0.071493, 0.00318878, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.193021] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9392] 1760396942192891, 22.7984, -0.955144, 0.23851, -1.29874, -0.996835, 0.0346086, 0.071493, 0.00318878, 1.43284, -0.567776, -0.0618184, 0.973964, -0.763908, 0.653463, 
[2025-10-13 19:09:02.195869] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9393] 1760396942195747, 22.8012, -0.955144, 0.23851, -1.29874, -0.996835, 0.0346086, 0.071493, 0.00318878, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.199073] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9395] 1760396942198952, 22.8044, -0.955144, 0.23851, -1.29874, -0.996835, 0.0346086, 0.071493, 0.00318878, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.200683] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9396] 1760396942200566, 22.8061, -0.940782, 0.232781, -1.29917, -0.997244, 0.0297169, 0.0676545, 0.00666683, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.203395] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9397] 1760396942203271, 22.8088, -0.940782, 0.232781, -1.29917, -0.997244, 0.0297169, 0.0676545, 0.00666683, 1.43619, -0.572974, -0.0431215, 0.946426, -0.784855, 0.605523, 
[2025-10-13 19:09:02.205976] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9398] 1760396942205851, 22.8113, -0.940782, 0.232781, -1.29917, -0.997244, 0.0297169, 0.0676545, 0.00666683, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.209543] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9400] 1760396942209417, 22.8149, -0.940782, 0.232781, -1.29917, -0.997244, 0.0297169, 0.0676545, 0.00666683, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.212091] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9401] 1760396942211966, 22.8175, -0.926351, 0.227115, -1.2994, -0.997603, 0.0250166, 0.0637355, 0.0100311, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.214005] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9402] 1760396942213882, 22.8194, -0.926351, 0.227115, -1.2994, -0.997603, 0.0250166, 0.0637355, 0.0100311, 1.44314, -0.56653, -0.0232661, 0.913119, -0.794429, 0.59159, 
[2025-10-13 19:09:02.217629] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9404] 1760396942217499, 22.823, -0.926351, 0.227115, -1.2994, -0.997603, 0.0250166, 0.0637355, 0.0100311, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.220254] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9405] 1760396942220136, 22.8256, -0.911896, 0.221398, -1.29943, -0.997919, 0.0205321, 0.0596402, 0.0133536, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.222957] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9406] 1760396942222834, 22.8283, -0.911896, 0.221398, -1.29943, -0.997919, 0.0205321, 0.0596402, 0.0133536, 1.44547, -0.571762, -0.0030181, 0.874376, -0.824189, 0.59178, 
[2025-10-13 19:09:02.225563] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9407] 1760396942225445, 22.8309, -0.911896, 0.221398, -1.29943, -0.997919, 0.0205321, 0.0596402, 0.0133536, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.228212] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9409] 1760396942228092, 22.8336, -0.911896, 0.221398, -1.29943, -0.997919, 0.0205321, 0.0596402, 0.0133536, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.230821] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9410] 1760396942230701, 22.8362, -0.897114, 0.215829, -1.29913, -0.99816, 0.0156901, 0.0559072, 0.0174318, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.233530] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9411] 1760396942233406, 22.8389, -0.897114, 0.215829, -1.29913, -0.99816, 0.0156901, 0.0559072, 0.0174318, 1.47821, -0.556888, 0.0302162, 0.94018, -0.747149, 0.747828, 
[2025-10-13 19:09:02.236222] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9412] 1760396942236102, 22.8416, -0.897114, 0.215829, -1.29913, -0.99816, 0.0156901, 0.0559072, 0.0174318, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.240366] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9414] 1760396942240249, 22.8457, -0.897114, 0.215829, -1.29913, -0.99816, 0.0156901, 0.0559072, 0.0174318, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.242557] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9415] 1760396942242437, 22.8479, -0.882817, 0.209943, -1.29877, -0.998395, 0.0121662, 0.0515582, 0.0200464, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.245227] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9416] 1760396942245105, 22.8506, -0.882817, 0.209943, -1.29877, -0.998395, 0.0121662, 0.0515582, 0.0200464, 1.4297, -0.588572, 0.0364015, 0.698185, -0.864805, 0.472371, 
[2025-10-13 19:09:02.249088] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9418] 1760396942248967, 22.8545, -0.882817, 0.209943, -1.29877, -0.998395, 0.0121662, 0.0515582, 0.0200464, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.250521] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9419] 1760396942250404, 22.8559, -0.868257, 0.204193, -1.29815, -0.998585, 0.00822947, 0.0470433, 0.0234095, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.254107] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9420] 1760396942253976, 22.8595, -0.868257, 0.204193, -1.29815, -0.998585, 0.00822947, 0.0470433, 0.0234095, 1.45603, -0.574988, 0.061504, 0.778151, -0.893803, 0.624127, 
[2025-10-13 19:09:02.256643] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9421] 1760396942256522, 22.862, -0.868257, 0.204193, -1.29815, -0.998585, 0.00822947, 0.0470433, 0.0234095, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.259361] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9423] 1760396942259237, 22.8647, -0.853683, 0.198468, -1.29728, -0.998719, 0.00473256, 0.0428324, 0.026505, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.262108] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9424] 1760396942261981, 22.8675, -0.853683, 0.198468, -1.29728, -0.998719, 0.00473256, 0.0428324, 0.026505, 1.45737, -0.572539, 0.0870619, 0.695467, -0.829728, 0.581375, 
[2025-10-13 19:09:02.265150] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9425] 1760396942265032, 22.8705, -0.853683, 0.198468, -1.29728, -0.998719, 0.00473256, 0.0428324, 0.026505, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.267286] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9427] 1760396942267161, 22.8727, -0.853683, 0.198468, -1.29728, -0.998719, 0.00473256, 0.0428324, 0.026505, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.270691] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9428] 1760396942270573, 22.8761, -0.838732, 0.192978, -1.29611, -0.998785, 0.000493865, 0.0387427, 0.0304578, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.273623] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9429] 1760396942273508, 22.879, -0.838732, 0.192978, -1.29611, -0.998785, 0.000493865, 0.0387427, 0.0304578, 1.49507, -0.548963, 0.116613, 0.841022, -0.796939, 0.753255, 
[2025-10-13 19:09:02.276016] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9431] 1760396942275957, 22.8814, -0.838732, 0.192978, -1.29611, -0.998785, 0.000493865, 0.0387427, 0.0304578, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.278684] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9432] 1760396942278564, 22.8841, -0.838732, 0.192978, -1.29611, -0.998785, 0.000493865, 0.0387427, 0.0304578, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.281286] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9433] 1760396942281159, 22.8866, -0.824094, 0.187266, -1.29484, -0.998855, -0.00276032, 0.0340476, 0.033485, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.284071] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9434] 1760396942283952, 22.8894, -0.824094, 0.187266, -1.29484, -0.998855, -0.00276032, 0.0340476, 0.033485, 1.46385, -0.571227, 0.127236, -627.659, -0.918347, 0.580999, 
[2025-10-13 19:09:02.287531] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9436] 1760396942287399, 22.8929, -0.824094, 0.187266, -1.29484, -0.998855, -0.00276032, 0.0340476, 0.033485, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.290439] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9437] 1760396942290320, 22.8958, -0.809479, 0.181526, -1.29331, -0.998886, -0.00572958, 0.0293983, 0.0364526, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.292498] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9438] 1760396942292375, 22.8979, -0.809479, 0.181526, -1.29331, -0.998886, -0.00572958, 0.0293983, 0.0364526, 1.46144, -0.574008, 0.153012, 0.607777, -0.907167, 0.576738, 
[2025-10-13 19:09:02.295659] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9439] 1760396942295538, 22.901, -0.809479, 0.181526, -1.29331, -0.998886, -0.00572958, 0.0293983, 0.0364526, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.298240] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9441] 1760396942298118, 22.9036, -0.809479, 0.181526, -1.29331, -0.998886, -0.00572958, 0.0293983, 0.0364526, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.300802] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9442] 1760396942300677, 22.9062, -0.794785, 0.175839, -1.29164, -0.998883, -0.00879228, 0.0245868, 0.0393827, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.303747] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9443] 1760396942303624, 22.9091, -0.794785, 0.175839, -1.29164, -0.998883, -0.00879228, 0.0245868, 0.0393827, 1.46943, -0.568648, 0.167399, 0.632882, -0.935155, 0.574437, 
[2025-10-13 19:09:02.306310] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9445] 1760396942306244, 22.9117, -0.794785, 0.175839, -1.29164, -0.998883, -0.00879228, 0.0245868, 0.0393827, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.308905] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9446] 1760396942308792, 22.9143, -0.794785, 0.175839, -1.29164, -0.998883, -0.00879228, 0.0245868, 0.0393827, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.311526] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9447] 1760396942311416, 22.9169, -0.780187, 0.170143, -1.28964, -0.998843, -0.011472, 0.0197456, 0.0423182, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.314423] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9448] 1760396942314310, 22.9198, -0.780187, 0.170143, -1.28964, -0.998843, -0.011472, 0.0197456, 0.0423182, 1.45975, -0.569637, 0.19923, 0.56169, -0.940439, 0.583122, 
[2025-10-13 19:09:02.321158] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9450] 1760396942320928, 22.9264, -0.780187, 0.170143, -1.28964, -0.998843, -0.011472, 0.0197456, 0.0423182, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.322265] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9451] 1760396942322100, 22.9276, -0.765635, 0.164374, -1.28755, -0.998772, -0.0142926, 0.0146966, 0.0451066, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.324235] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9452] 1760396942324101, 22.9296, -0.765635, 0.164374, -1.28755, -0.998772, -0.0142926, 0.0146966, 0.0451066, 1.4552, -0.576899, 0.209151, 0.597525, -0.977621, 0.559129, 
[2025-10-13 19:09:02.326065] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9453] 1760396942325945, 22.9314, -0.765635, 0.164374, -1.28755, -0.998772, -0.0142926, 0.0146966, 0.0451066, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.328662] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9454] 1760396942328573, 22.9341, -0.765635, 0.164374, -1.28755, -0.998772, -0.0142926, 0.0146966, 0.0451066, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.331640] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9456] 1760396942331513, 22.937, -0.751009, 0.158659, -1.28522, -0.998675, -0.0168353, 0.00947041, 0.0476919, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.335147] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9457] 1760396942335027, 22.9405, -0.751009, 0.158659, -1.28522, -0.998675, -0.0168353, 0.00947041, 0.0476919, 1.46262, -0.571517, 0.233286, 0.549507, -1.01283, 0.525669, 
[2025-10-13 19:09:02.337819] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9459] 1760396942337697, 22.9432, -0.751009, 0.158659, -1.28522, -0.998675, -0.0168353, 0.00947041, 0.0476919, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.340410] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9460] 1760396942340292, 22.9458, -0.736498, 0.152912, -1.2827, -0.998543, -0.0192091, 0.00428724, 0.0502416, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.343170] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9461] 1760396942343013, 22.9485, -0.736498, 0.152912, -1.2827, -0.998543, -0.0192091, 0.00428724, 0.0502416, 1.45109, -0.574712, 0.251676, 0.520706, -1.00306, 0.524399, 
[2025-10-13 19:09:02.345639] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9462] 1760396942345519, 22.951, -0.736498, 0.152912, -1.2827, -0.998543, -0.0192091, 0.00428724, 0.0502416, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.348347] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9464] 1760396942348226, 22.9537, -0.736498, 0.152912, -1.2827, -0.998543, -0.0192091, 0.00428724, 0.0502416, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.351631] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9465] 1760396942351484, 22.957, -0.721783, 0.147335, -1.28002, -0.998376, -0.0214661, -0.000751737, 0.0527624, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.353699] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9466] 1760396942353577, 22.9591, -0.721783, 0.147335, -1.28002, -0.998376, -0.0214661, -0.000751737, 0.0527624, 1.47154, -0.557666, 0.268773, 0.501251, -0.97282, 0.523584, 
[2025-10-13 19:09:02.356221] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9467] 1760396942356104, 22.9616, -0.721783, 0.147335, -1.28002, -0.998376, -0.0214661, -0.000751737, 0.0527624, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.358857] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9469] 1760396942358734, 22.9642, -0.721783, 0.147335, -1.28002, -0.998376, -0.0214661, -0.000751737, 0.0527624, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.361683] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9470] 1760396942361565, 22.9671, -0.707203, 0.141521, -1.27728, -0.998156, -0.0241088, -0.00546588, 0.0554362, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.364064] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9471] 1760396942363941, 22.9694, -0.707203, 0.141521, -1.27728, -0.998156, -0.0241088, -0.00546588, 0.0554362, 1.45798, -0.581352, 0.273962, 0.580072, -0.900286, 0.558241, 
[2025-10-13 19:09:02.366747] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9472] 1760396942366624, 22.9721, -0.707203, 0.141521, -1.27728, -0.998156, -0.0241088, -0.00546588, 0.0554362, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.369532] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9474] 1760396942369409, 22.9749, -0.692549, 0.13593, -1.27435, -0.997918, -0.0264504, -0.0101332, 0.0579458, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.372232] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9475] 1760396942372111, 22.9776, -0.692549, 0.13593, -1.27435, -0.997918, -0.0264504, -0.0101332, 0.0579458, 1.46543, -0.559187, 0.29215, 0.52433, -0.892093, 0.530252, 
[2025-10-13 19:09:02.375457] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9476] 1760396942375368, 22.9809, -0.692549, 0.13593, -1.27435, -0.997918, -0.0264504, -0.0101332, 0.0579458, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.378477] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9478] 1760396942378356, 22.9838, -0.692549, 0.13593, -1.27435, -0.997918, -0.0264504, -0.0101332, 0.0579458, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.379947] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9479] 1760396942379827, 22.9853, -0.67789, 0.130329, -1.2713, -0.997663, -0.0286154, -0.0142295, 0.0603924, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.382745] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9480] 1760396942382621, 22.9881, -0.67789, 0.130329, -1.2713, -0.997663, -0.0286154, -0.0142295, 0.0603924, 1.46592, -0.560032, 0.305928, 0.486898, -0.777917, 0.518782, 
[2025-10-13 19:09:02.385223] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9481] 1760396942385102, 22.9906, -0.67789, 0.130329, -1.2713, -0.997663, -0.0286154, -0.0142295, 0.0603924, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.387762] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9483] 1760396942387688, 22.9932, -0.67789, 0.130329, -1.2713, -0.997663, -0.0286154, -0.0142295, 0.0603924, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.390358] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9484] 1760396942390237, 22.9957, -0.663208, 0.12457, -1.26839, -0.997369, -0.0315901, -0.0179922, 0.0627099, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.393131] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9485] 1760396942392973, 22.9985, -0.663208, 0.12457, -1.26839, -0.997369, -0.0315901, -0.0179922, 0.0627099, 1.46817, -0.575959, 0.290152, 0.648212, -0.699436, 0.497477, 
[2025-10-13 19:09:02.397061] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9487] 1760396942397000, 23.0025, -0.663208, 0.12457, -1.26839, -0.997369, -0.0315901, -0.0179922, 0.0627099, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.398868] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9488] 1760396942398736, 23.0042, -0.663208, 0.12457, -1.26839, -0.997369, -0.0315901, -0.0179922, 0.0627099, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.401442] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9489] 1760396942401325, 23.0068, -0.6485, 0.118929, -1.26533, -0.99706, -0.0342663, -0.0214065, 0.0651072, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.404206] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9490] 1760396942404083, 23.0096, -0.6485, 0.118929, -1.26533, -0.99706, -0.0342663, -0.0214065, 0.0651072, 1.47082, -0.564073, 0.306818, 0.588059, -0.630132, 0.514655, 
[2025-10-13 19:09:02.406525] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9492] 1760396942406464, 23.012, -0.6485, 0.118929, -1.26533, -0.99706, -0.0342663, -0.0214065, 0.0651072, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.409195] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9493] 1760396942409070, 23.0146, -0.633718, 0.113294, -1.26222, -0.996724, -0.0369762, -0.0245744, 0.0676017, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.411812] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9494] 1760396942411692, 23.0172, -0.633718, 0.113294, -1.26222, -0.996724, -0.0369762, -0.0245744, 0.0676017, 1.47816, -0.563471, 0.31037, 0.595307, -0.576821, 0.536394, 
[2025-10-13 19:09:02.414476] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9495] 1760396942414354, 23.0198, -0.633718, 0.113294, -1.26222, -0.996724, -0.0369762, -0.0245744, 0.0676017, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.418458] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9497] 1760396942418351, 23.0238, -0.633718, 0.113294, -1.26222, -0.996724, -0.0369762, -0.0245744, 0.0676017, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.419811] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9498] 1760396942419651, 23.0251, -0.61911, 0.107466, -1.25911, -0.996338, -0.039906, -0.0273424, 0.0705016, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:09:02.422558] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9499] 1760396942422432, 23.0279, -0.61911, 0.107466, -1.25911, -0.996338, -0.039906, -0.0273424, 0.0705016, 1.46078, -0.582868, 0.310685, 0.638819, -0.487449, 0.619014, 
[2025-10-13 19:09:02.424956] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9500] 1760396942424833, 23.0303, -0.61911, 0.107466, -1.25911, -0.996338, -0.039906, -0.0273424, 0.0705016, 0, 0, 0, 0, 0, 0, 
