[2025-10-13 19:08:42.142005] [0x0000007fa6aea7c0] [MocapTag] [0x000019ee] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 19:08:42.145479] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3] 1760396922145329, 2.75082, 0.0460934, -0.359177, -0.309153, -0.999944, -0.00646217, 0.00823528, -0.00174988, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.148074] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [5] 1760396922147948, 2.75344, 0.0460731, -0.359191, -0.309139, -0.999944, -0.00640894, 0.00821187, -0.00169402, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.150835] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [6] 1760396922150747, 2.75624, 0.0460731, -0.359191, -0.309139, -0.999944, -0.00640894, 0.00821187, -0.00169402, -0.00203127, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.153521] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [8] 1760396922153406, 2.7589, 0.0460731, -0.359191, -0.309139, -0.999944, -0.00640894, 0.00821187, -0.00169402, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.156667] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [9] 1760396922156558, 2.76205, 0.0460731, -0.359191, -0.309139, -0.999944, -0.00640894, 0.00821187, -0.00169402, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.160291] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [10] 1760396922160176, 2.76567, 0.0460341, -0.359236, -0.309109, -0.999945, -0.00631872, 0.00820542, -0.00152327, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.163132] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [12] 1760396922162982, 2.76847, 0.0460341, -0.359236, -0.309109, -0.999945, -0.00631872, 0.00820542, -0.00152327, -0.00390772, -0.00453968, 0.00302551, 0, 0, 0, 
[2025-10-13 19:08:42.166319] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [13] 1760396922166207, 2.7717, 0.0460341, -0.359236, -0.309109, -0.999945, -0.00631872, 0.00820542, -0.00152327, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.168265] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [14] 1760396922168158, 2.77365, 0.0461103, -0.359215, -0.309182, -0.999944, -0.00644935, 0.00821197, -0.00163021, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.171046] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [15] 1760396922170955, 2.77645, 0.0461103, -0.359215, -0.309182, -0.999944, -0.00644935, 0.00821197, -0.00163021, 0.00762647, 0.00210922, -0.00731934, 0, 0, 0, 
[2025-10-13 19:08:42.174295] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [17] 1760396922174182, 2.77967, 0.0461103, -0.359215, -0.309182, -0.999944, -0.00644935, 0.00821197, -0.00163021, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.177549] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [18] 1760396922177437, 2.78293, 0.0461103, -0.359215, -0.309182, -0.999944, -0.00644935, 0.00821197, -0.00163021, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.179604] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [19] 1760396922179499, 2.78499, 0.0460586, -0.35925, -0.309148, -0.999945, -0.00635553, 0.00820152, -0.00149648, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.182452] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [21] 1760396922182328, 2.78782, 0.0460586, -0.35925, -0.309148, -0.999945, -0.00635553, 0.00820152, -0.00149648, -0.00516896, -0.00350574, 0.00343129, 0, 0, 0, 
[2025-10-13 19:08:42.184911] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [22] 1760396922184799, 2.79029, 0.0460586, -0.35925, -0.309148, -0.999945, -0.00635553, 0.00820152, -0.00149648, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.187603] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [23] 1760396922187498, 2.79299, 0.0460586, -0.35925, -0.309148, -0.999945, -0.00635553, 0.00820152, -0.00149648, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.190377] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [24] 1760396922190262, 2.79575, 0.046128, -0.359192, -0.309184, -0.999944, -0.00640017, 0.00819473, -0.00172125, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.193110] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [26] 1760396922192969, 2.79846, 0.046128, -0.359192, -0.309184, -0.999944, -0.00640017, 0.00819473, -0.00172125, 0.0069333, 0.00580924, -0.00364439, 0, 0, -0.0450223, 
[2025-10-13 19:08:42.195457] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [27] 1760396922195347, 2.80084, 0.046128, -0.359192, -0.309184, -0.999944, -0.00640017, 0.00819473, -0.00172125, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.198176] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [28] 1760396922198065, 2.80356, 0.0460506, -0.359236, -0.309143, -0.999945, -0.00636144, 0.00823236, -0.00155054, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.201130] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [29] 1760396922201043, 2.80653, 0.0460506, -0.359236, -0.309143, -0.999945, -0.00636144, 0.00823236, -0.00155054, -0.00774081, -0.00440231, 0.00407347, 0, 0, 0, 
[2025-10-13 19:08:42.203623] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [31] 1760396922203510, 2.809, 0.0460506, -0.359236, -0.309143, -0.999945, -0.00636144, 0.00823236, -0.00155054, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.206650] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [32] 1760396922206542, 2.81203, 0.0460506, -0.359236, -0.309143, -0.999945, -0.00636144, 0.00823236, -0.00155054, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.209350] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [33] 1760396922209247, 2.81474, 0.0461111, -0.359197, -0.309193, -0.999944, -0.00646019, 0.00825068, -0.00173967, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.212173] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [35] 1760396922212071, 2.81756, 0.0461111, -0.359197, -0.309193, -0.999944, -0.00646019, 0.00825068, -0.00173967, 0.00605904, 0.00389039, -0.00500195, 0, 0, -0.0380147, 
[2025-10-13 19:08:42.214780] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [36] 1760396922214668, 2.82016, 0.0461111, -0.359197, -0.309193, -0.999944, -0.00646019, 0.00825068, -0.00173967, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.217446] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [37] 1760396922217330, 2.82282, 0.0461111, -0.359197, -0.309193, -0.999944, -0.00646019, 0.00825068, -0.00173967, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.219900] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [38] 1760396922219786, 2.82528, 0.0460048, -0.359216, -0.309133, -0.999945, -0.00632612, 0.00819253, -0.00159827, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.222700] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [40] 1760396922222578, 2.82807, 0.0460048, -0.359216, -0.309133, -0.999945, -0.00632612, 0.00819253, -0.00159827, -0.010632, 0, 0.00607395, 0, 0, 0, 
[2025-10-13 19:08:42.225146] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [41] 1760396922225037, 2.83053, 0.0460048, -0.359216, -0.309133, -0.999945, -0.00632612, 0.00819253, -0.00159827, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.227737] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [42] 1760396922227632, 2.83312, 0.0460733, -0.35919, -0.309186, -0.999944, -0.00644531, 0.00819146, -0.00174838, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.230653] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [43] 1760396922230534, 2.83602, 0.0460733, -0.35919, -0.309186, -0.999944, -0.00644531, 0.00819146, -0.00174838, 0.0068424, 0.00258169, -0.00535748, 0, 0, 0, 
[2025-10-13 19:08:42.233275] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [45] 1760396922233161, 2.83865, 0.0460733, -0.35919, -0.309186, -0.999944, -0.00644531, 0.00819146, -0.00174838, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.235906] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [46] 1760396922235788, 2.84128, 0.0460733, -0.35919, -0.309186, -0.999944, -0.00644531, 0.00819146, -0.00174838, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.238650] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [47] 1760396922238539, 2.84403, 0.04614, -0.359081, -0.30917, -0.999945, -0.00635422, 0.00811099, -0.00192726, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.241366] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [49] 1760396922241310, 2.8468, 0.04614, -0.359081, -0.30917, -0.999945, -0.00635422, 0.00811099, -0.00192726, 0.00667364, 0.010934, 0, 0, 0, -0.0355269, 
[2025-10-13 19:08:42.243812] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [50] 1760396922243698, 2.84919, 0.04614, -0.359081, -0.30917, -0.999945, -0.00635422, 0.00811099, -0.00192726, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.246561] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [51] 1760396922246445, 2.85194, 0.04614, -0.359081, -0.30917, -0.999945, -0.00635422, 0.00811099, -0.00192726, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.248864] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [52] 1760396922248758, 2.85425, 0.0460612, -0.359212, -0.309152, -0.999945, -0.00640027, 0.00820936, -0.00163157, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.251636] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [54] 1760396922251574, 2.85706, 0.0460612, -0.359212, -0.309152, -0.999945, -0.00640027, 0.00820936, -0.00163157, -0.00788287, -0.0130985, 0, 0, 0, 0.0589427, 
[2025-10-13 19:08:42.254287] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [55] 1760396922254174, 2.85967, 0.0460612, -0.359212, -0.309152, -0.999945, -0.00640027, 0.00820936, -0.00163157, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.257059] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [56] 1760396922256947, 2.86244, 0.0460612, -0.359212, -0.309152, -0.999945, -0.00640027, 0.00820936, -0.00163157, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.259601] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [57] 1760396922259497, 2.86499, 0.0461068, -0.359199, -0.309163, -0.999944, -0.00646541, 0.00819559, -0.00164995, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.262564] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [59] 1760396922262449, 2.86794, 0.0461068, -0.359199, -0.309163, -0.999944, -0.00646541, 0.00819559, -0.00164995, 0.0045658, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.265667] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [60] 1760396922265552, 2.87104, 0.0461068, -0.359199, -0.309163, -0.999944, -0.00646541, 0.00819559, -0.00164995, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.267621] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [61] 1760396922267515, 2.87301, 0.0461068, -0.359199, -0.309163, -0.999944, -0.00646541, 0.00819559, -0.00164995, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.270763] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [62] 1760396922270677, 2.87617, 0.046047, -0.359235, -0.309095, -0.999945, -0.00632468, 0.00826244, -0.00151637, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.273568] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [64] 1760396922273455, 2.87895, 0.046047, -0.359235, -0.309095, -0.999945, -0.00632468, 0.00826244, -0.00151637, -0.00598563, -0.00363007, 0.00683484, 0, 0, 0, 
[2025-10-13 19:08:42.276139] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [65] 1760396922276030, 2.88152, 0.046047, -0.359235, -0.309095, -0.999945, -0.00632468, 0.00826244, -0.00151637, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.279904] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [66] 1760396922279793, 2.88528, 0.0461249, -0.359199, -0.30916, -0.999944, -0.00643223, 0.00824681, -0.00167372, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.281388] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [68] 1760396922281329, 2.88682, 0.0461249, -0.359199, -0.30916, -0.999944, -0.00643223, 0.00824681, -0.00167372, 0.00779222, 0.00359289, -0.00650803, 0, 0, 0, 
[2025-10-13 19:08:42.284198] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [69] 1760396922284087, 2.88958, 0.0461249, -0.359199, -0.30916, -0.999944, -0.00643223, 0.00824681, -0.00167372, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.287127] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [70] 1760396922287019, 2.89251, 0.0461249, -0.359199, -0.30916, -0.999944, -0.00643223, 0.00824681, -0.00167372, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.289682] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [71] 1760396922289572, 2.89506, 0.0461371, -0.359194, -0.309163, -0.999944, -0.00651812, 0.00816704, -0.00167976, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.292545] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [73] 1760396922292433, 2.89792, 0.0461371, -0.359194, -0.309163, -0.999944, -0.00651812, 0.00816704, -0.00167976, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.294903] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [74] 1760396922294792, 2.90028, 0.0461371, -0.359194, -0.309163, -0.999944, -0.00651812, 0.00816704, -0.00167976, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.297536] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [75] 1760396922297425, 2.90292, 0.0461371, -0.359194, -0.309163, -0.999944, -0.00651812, 0.00816704, -0.00167976, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.301658] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [77] 1760396922301585, 2.90708, 0.0460481, -0.359238, -0.309125, -0.999945, -0.00631054, 0.00820444, -0.00156614, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.305091] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [78] 1760396922304978, 2.91047, 0.0460481, -0.359238, -0.309125, -0.999945, -0.00631054, 0.00820444, -0.00156614, -0.00890146, -0.00443698, 0.00378334, -0.0416994, 0, 0, 
[2025-10-13 19:08:42.307510] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [79] 1760396922307400, 2.91289, 0.0460481, -0.359238, -0.309125, -0.999945, -0.00631054, 0.00820444, -0.00156614, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.310172] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [80] 1760396922310064, 2.91555, 0.046056, -0.359223, -0.30915, -0.999945, -0.00635499, 0.00820531, -0.00160851, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.313051] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [82] 1760396922312938, 2.91843, 0.046056, -0.359223, -0.30915, -0.999945, -0.00635499, 0.00820531, -0.00160851, 0, 0, -0.00244169, 0, 0, 0, 
[2025-10-13 19:08:42.315270] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [83] 1760396922315164, 2.92066, 0.046056, -0.359223, -0.30915, -0.999945, -0.00635499, 0.00820531, -0.00160851, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.318705] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [84] 1760396922318592, 2.92408, 0.046056, -0.359223, -0.30915, -0.999945, -0.00635499, 0.00820531, -0.00160851, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.321162] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [86] 1760396922321078, 2.92657, 0.0461051, -0.359203, -0.309199, -0.999944, -0.0064396, 0.00820111, -0.00167517, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.323980] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [87] 1760396922323865, 2.92936, 0.0461051, -0.359203, -0.309199, -0.999944, -0.0064396, 0.00820111, -0.00167517, 0.0049087, 0.00205667, -0.00494384, 0, 0, 0, 
[2025-10-13 19:08:42.326730] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [88] 1760396922326619, 2.93211, 0.0461051, -0.359203, -0.309199, -0.999944, -0.0064396, 0.00820111, -0.00167517, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.329261] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [89] 1760396922329155, 2.93465, 0.0461268, -0.359187, -0.309189, -0.999944, -0.00649608, 0.00819194, -0.0016667, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.333023] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [91] 1760396922332898, 2.93839, 0.0461268, -0.359187, -0.309189, -0.999944, -0.00649608, 0.00819194, -0.0016667, 0.00216648, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.335420] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [92] 1760396922335310, 2.9408, 0.0461268, -0.359187, -0.309189, -0.999944, -0.00649608, 0.00819194, -0.0016667, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.338140] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [93] 1760396922338034, 2.94353, 0.0461764, -0.359075, -0.309189, -0.999945, -0.00633739, 0.00816422, -0.00188726, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.341043] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [94] 1760396922340952, 2.94644, 0.0461764, -0.359075, -0.309189, -0.999945, -0.00633739, 0.00816422, -0.00188726, 0.00496094, 0.011215, 0, 0, 0, -0.0438201, 
[2025-10-13 19:08:42.343488] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [96] 1760396922343377, 2.94887, 0.0461764, -0.359075, -0.309189, -0.999945, -0.00633739, 0.00816422, -0.00188726, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.346143] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [97] 1760396922346031, 2.95152, 0.0461764, -0.359075, -0.309189, -0.999945, -0.00633739, 0.00816422, -0.00188726, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.349636] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [98] 1760396922349528, 2.95502, 0.0460246, -0.359206, -0.309133, -0.999945, -0.00633419, 0.00822616, -0.00151795, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.352639] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [100] 1760396922352518, 2.95801, 0.0460246, -0.359206, -0.309133, -0.999945, -0.00633419, 0.00822616, -0.00151795, -0.015176, -0.01311, 0.00556878, 0, 0, 0.0737945, 
[2025-10-13 19:08:42.355158] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [101] 1760396922355047, 2.96054, 0.0460246, -0.359206, -0.309133, -0.999945, -0.00633419, 0.00822616, -0.00151795, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.357748] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [102] 1760396922357640, 2.96313, 0.0460246, -0.359206, -0.309133, -0.999945, -0.00633419, 0.00822616, -0.00151795, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.360284] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [103] 1760396922360174, 2.96566, 0.046016, -0.359207, -0.309132, -0.999945, -0.00631867, 0.00821275, -0.00155142, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.363926] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [105] 1760396922363814, 2.9693, 0.046016, -0.359207, -0.309132, -0.999945, -0.00631867, 0.00821275, -0.00155142, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.366867] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [106] 1760396922366755, 2.97225, 0.046016, -0.359207, -0.309132, -0.999945, -0.00631867, 0.00821275, -0.00155142, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.369375] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [107] 1760396922369269, 2.97476, 0.046012, -0.359221, -0.309129, -0.999945, -0.00631751, 0.00819428, -0.00155359, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.372227] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [109] 1760396922372104, 2.97759, 0.046012, -0.359221, -0.309129, -0.999945, -0.00631751, 0.00819428, -0.00155359, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.374686] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [110] 1760396922374572, 2.98006, 0.046012, -0.359221, -0.309129, -0.999945, -0.00631751, 0.00819428, -0.00155359, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.377309] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [111] 1760396922377195, 2.98269, 0.046012, -0.359221, -0.309129, -0.999945, -0.00631751, 0.00819428, -0.00155359, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.379918] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [112] 1760396922379813, 2.9853, 0.0461838, -0.35904, -0.309184, -0.999945, -0.00634135, 0.00805411, -0.0020343, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.382945] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [114] 1760396922382828, 2.98832, 0.0461838, -0.35904, -0.309184, -0.999945, -0.00634135, 0.00805411, -0.0020343, 0.0171788, 0.0181063, -0.00550553, 0, 0, -0.0960089, 
[2025-10-13 19:08:42.385191] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [115] 1760396922385080, 2.99057, 0.0461838, -0.35904, -0.309184, -0.999945, -0.00634135, 0.00805411, -0.0020343, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.387747] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [116] 1760396922387638, 2.99313, 0.0461838, -0.35904, -0.309184, -0.999945, -0.00634135, 0.00805411, -0.0020343, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.390439] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [117] 1760396922390325, 2.99582, 0.0466217, -0.358542, -0.308754, -0.999926, -0.00800564, 0.00916011, -0.000858088, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.393250] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [119] 1760396922393134, 2.99863, 0.0466217, -0.358542, -0.308754, -0.999926, -0.00800564, 0.00916011, -0.000858088, 0.0437859, 0.0498113, 0.0430005, 0.331259, 0.222392, 0.230805, 
[2025-10-13 19:08:42.396001] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [120] 1760396922395884, 3.00137, 0.0466217, -0.358542, -0.308754, -0.999926, -0.00800564, 0.00916011, -0.000858088, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.398700] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [121] 1760396922398589, 3.00408, 0.0466021, -0.358581, -0.308756, -0.999926, -0.00796852, 0.00920257, -0.000843694, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.401570] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [123] 1760396922401494, 3.00698, 0.0466021, -0.358581, -0.308756, -0.999926, -0.00796852, 0.00920257, -0.000843694, 0, -0.00390056, 0, 0, 0, 0, 
[2025-10-13 19:08:42.404281] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [124] 1760396922404166, 3.00966, 0.0466021, -0.358581, -0.308756, -0.999926, -0.00796852, 0.00920257, -0.000843694, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.406920] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [125] 1760396922406813, 3.0123, 0.0466021, -0.358581, -0.308756, -0.999926, -0.00796852, 0.00920257, -0.000843694, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.410149] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [126] 1760396922410036, 3.01553, 0.0466421, -0.358595, -0.308738, -0.999925, -0.00796279, 0.00926555, -0.000762605, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.413123] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [128] 1760396922412966, 3.01846, 0.0466421, -0.358595, -0.308738, -0.999925, -0.00796279, 0.00926555, -0.000762605, 0.00400231, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.415452] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [129] 1760396922415337, 3.02083, 0.0466421, -0.358595, -0.308738, -0.999925, -0.00796279, 0.00926555, -0.000762605, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.419407] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [130] 1760396922419298, 3.02479, 0.0465517, -0.358655, -0.308662, -0.999925, -0.00789635, 0.00935773, -0.000476089, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.421045] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [131] 1760396922420958, 3.02645, 0.0465517, -0.358655, -0.308662, -0.999925, -0.00789635, 0.00935773, -0.000476089, -0.00903759, -0.00600261, 0.00759829, 0, 0, 0.057286, 
[2025-10-13 19:08:42.423701] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [133] 1760396922423577, 3.02907, 0.0465517, -0.358655, -0.308662, -0.999925, -0.00789635, 0.00935773, -0.000476089, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.427196] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [134] 1760396922427085, 3.03258, 0.0465517, -0.358655, -0.308662, -0.999925, -0.00789635, 0.00935773, -0.000476089, 0, 0, 0, 0, 0, 0, 
