[2025-10-13 19:11:28.877367] [0x0000007fa07aa7c0] [MocapTag] [0x00001fb8] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 19:11:28.880369] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [3] 1760397088880195, 2.70406, 0.048685, -0.36487, -0.309579, -0.999877, -0.00654579, 0.00724611, 0.012275, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.883389] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5] 1760397088883263, 2.70713, 0.048685, -0.36487, -0.309579, -0.999877, -0.00654579, 0.00724611, 0.012275, -0.00346755, -0.0143395, -0.0115607, 0, -0.0682179, 0.0409873, 
[2025-10-13 19:11:28.886278] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [6] 1760397088886189, 2.71005, 0.048685, -0.36487, -0.309579, -0.999877, -0.00654579, 0.00724611, 0.012275, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.887920] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [8] 1760397088887808, 2.71167, 0.048685, -0.36487, -0.309579, -0.999877, -0.00654579, 0.00724611, 0.012275, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.890389] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [9] 1760397088890278, 2.71414, 0.0487868, -0.364713, -0.309514, -0.999877, -0.00674488, 0.00753814, 0.0119945, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.893125] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [10] 1760397088892984, 2.71685, 0.0487868, -0.364713, -0.309514, -0.999877, -0.00674488, 0.00753814, 0.0119945, 0.0101765, 0.015707, 0.0065049, 0.0395298, 0.0585154, -0.0567758, 
[2025-10-13 19:11:28.895869] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [11] 1760397088895747, 2.71961, 0.0487868, -0.364713, -0.309514, -0.999877, -0.00674488, 0.00753814, 0.0119945, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.898536] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [13] 1760397088898426, 2.72229, 0.0487868, -0.364713, -0.309514, -0.999877, -0.00674488, 0.00753814, 0.0119945, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.901007] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [14] 1760397088900899, 2.72476, 0.0488527, -0.364608, -0.309511, -0.99988, -0.00664938, 0.00745375, 0.0118062, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.904094] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [15] 1760397088903988, 2.72785, 0.0488527, -0.364608, -0.309511, -0.99988, -0.00664938, 0.00745375, 0.0118062, 0.00659368, 0.0105232, 0, 0, 0, -0.0374123, 
[2025-10-13 19:11:28.906367] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [16] 1760397088906269, 2.73013, 0.0488527, -0.364608, -0.309511, -0.99988, -0.00664938, 0.00745375, 0.0118062, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.909351] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [18] 1760397088909239, 2.7331, 0.0490601, -0.36397, -0.309071, -0.999852, -0.00776203, 0.00929199, 0.0122325, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.912097] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [19] 1760397088911989, 2.73585, 0.0490601, -0.36397, -0.309071, -0.999852, -0.00776203, 0.00929199, 0.0122325, 0.0207362, 0.0638, 0.0439591, 0.217485, 0.370894, 0.080861, 
[2025-10-13 19:11:28.914670] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [20] 1760397088914560, 2.73842, 0.0490601, -0.36397, -0.309071, -0.999852, -0.00776203, 0.00929199, 0.0122325, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.917991] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [22] 1760397088917872, 2.74174, 0.0490601, -0.36397, -0.309071, -0.999852, -0.00776203, 0.00929199, 0.0122325, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.920446] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [23] 1760397088920332, 2.7442, 0.0490975, -0.363893, -0.309076, -0.999857, -0.00764073, 0.00912428, 0.0120301, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.924243] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [24] 1760397088924134, 2.748, 0.0490975, -0.363893, -0.309076, -0.999857, -0.00764073, 0.00912428, 0.0120301, 0.00374415, 0.00770148, 0, 0, 0, -0.0400279, 
[2025-10-13 19:11:28.927001] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [26] 1760397088926917, 2.75078, 0.0490975, -0.363893, -0.309076, -0.999857, -0.00764073, 0.00912428, 0.0120301, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.929727] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [27] 1760397088929613, 2.75348, 0.0490389, -0.363974, -0.309042, -0.999851, -0.00774806, 0.00927616, 0.0123635, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.932491] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [28] 1760397088932385, 2.75625, 0.0490389, -0.363974, -0.309042, -0.999851, -0.00774806, 0.00927616, 0.0123635, -0.0058604, -0.00816982, 0.00337905, 0, 0, 0.0662819, 
[2025-10-13 19:11:28.935415] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [29] 1760397088935306, 2.75917, 0.0490389, -0.363974, -0.309042, -0.999851, -0.00774806, 0.00927616, 0.0123635, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.937907] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [31] 1760397088937790, 2.76166, 0.0490389, -0.363974, -0.309042, -0.999851, -0.00774806, 0.00927616, 0.0123635, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.942036] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [32] 1760397088941913, 2.76578, 0.0490926, -0.363964, -0.309088, -0.999852, -0.00776229, 0.00924935, 0.0122347, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.943406] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [33] 1760397088943295, 2.76716, 0.0490926, -0.363964, -0.309088, -0.999852, -0.00776229, 0.00924935, 0.0122347, 0.00536264, 0, -0.00459855, 0, 0, 0, 
[2025-10-13 19:11:28.945723] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [34] 1760397088945618, 2.76948, 0.0490926, -0.363964, -0.309088, -0.999852, -0.00776229, 0.00924935, 0.0122347, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.948741] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [36] 1760397088948624, 2.77249, 0.0490926, -0.363964, -0.309088, -0.999852, -0.00776229, 0.00924935, 0.0122347, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.951231] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [37] 1760397088951126, 2.77499, 0.049042, -0.363981, -0.309048, -0.999852, -0.00771152, 0.00929596, 0.0122901, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.953935] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [38] 1760397088953815, 2.77768, 0.049042, -0.363981, -0.309048, -0.999852, -0.00771152, 0.00929596, 0.0122901, -0.00505171, 0, 0.00404555, 0, 0, 0, 
[2025-10-13 19:11:28.956636] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [40] 1760397088956582, 2.78045, 0.049042, -0.363981, -0.309048, -0.999852, -0.00771152, 0.00929596, 0.0122901, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.959177] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [41] 1760397088959066, 2.78293, 0.0486939, -0.364929, -0.309561, -0.999875, -0.00660798, 0.00727361, 0.0123719, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.961891] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [42] 1760397088961774, 2.78564, 0.0486939, -0.364929, -0.309561, -0.999875, -0.00660798, 0.00727361, 0.0123719, -0.0348096, -0.0948513, -0.0513668, -0.215936, -0.407038, 0, 
[2025-10-13 19:11:28.964501] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [43] 1760397088964391, 2.78826, 0.0486939, -0.364929, -0.309561, -0.999875, -0.00660798, 0.00727361, 0.0123719, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.967275] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [45] 1760397088967178, 2.79104, 0.0486939, -0.364929, -0.309561, -0.999875, -0.00660798, 0.00727361, 0.0123719, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.969943] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [46] 1760397088969831, 2.7937, 0.0487397, -0.364831, -0.309549, -0.999879, -0.00650846, 0.00719518, 0.0121759, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.972714] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [47] 1760397088972610, 2.79648, 0.0487397, -0.364831, -0.309549, -0.999879, -0.00650846, 0.00719518, 0.0121759, 0.00457445, 0.00979999, 0, 0, 0, -0.0389582, 
[2025-10-13 19:11:28.975372] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [48] 1760397088975254, 2.79912, 0.0487397, -0.364831, -0.309549, -0.999879, -0.00650846, 0.00719518, 0.0121759, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.978366] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [50] 1760397088978255, 2.80212, 0.0487397, -0.364831, -0.309549, -0.999879, -0.00650846, 0.00719518, 0.0121759, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.980740] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [51] 1760397088980628, 2.80449, 0.0489843, -0.363992, -0.309027, -0.999851, -0.00771056, 0.0092729, 0.0123424, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.983621] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [52] 1760397088983504, 2.80737, 0.0489843, -0.363992, -0.309027, -0.999851, -0.00771056, 0.0092729, 0.0123424, 0.0244637, 0.0839526, 0.0521869, 0.235128, 0.418684, 0, 
[2025-10-13 19:11:28.989944] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [54] 1760397088989825, 2.81369, 0.0489843, -0.363992, -0.309027, -0.999851, -0.00771056, 0.0092729, 0.0123424, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.990617] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [55] 1760397088990510, 2.81438, 0.04907, -0.363953, -0.309092, -0.999853, -0.00779315, 0.00924639, 0.0121722, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.992373] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [56] 1760397088992267, 2.81613, 0.04907, -0.363953, -0.309092, -0.999853, -0.00779315, 0.00924639, 0.0121722, 0.00856973, 0.003915, -0.00650124, 0, 0, 0, 
[2025-10-13 19:11:28.994840] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [57] 1760397088994733, 2.8186, 0.04907, -0.363953, -0.309092, -0.999853, -0.00779315, 0.00924639, 0.0121722, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:28.997533] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [59] 1760397088997437, 2.8213, 0.04907, -0.363953, -0.309092, -0.999853, -0.00779315, 0.00924639, 0.0121722, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.000095] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [60] 1760397088999985, 2.82385, 0.0490864, -0.363922, -0.309089, -0.999855, -0.00771389, 0.00920632, 0.0121127, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.003673] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [61] 1760397089003552, 2.82742, 0.0490864, -0.363922, -0.309089, -0.999855, -0.00771389, 0.00920632, 0.0121127, 0, 0.00304249, 0, 0, 0, 0, 
[2025-10-13 19:11:29.006140] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [62] 1760397089006053, 2.82992, 0.0490864, -0.363922, -0.309089, -0.999855, -0.00771389, 0.00920632, 0.0121127, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.008783] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [64] 1760397089008674, 2.83254, 0.0490047, -0.363979, -0.30905, -0.999851, -0.00776499, 0.0091664, 0.0123844, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.011644] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [65] 1760397089011533, 2.8354, 0.0490047, -0.363979, -0.30905, -0.999851, -0.00776499, 0.0091664, 0.0123844, -0.00817048, -0.00571627, 0.00388464, 0, 0, 0.0543159, 
[2025-10-13 19:11:29.014109] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [66] 1760397089014002, 2.83787, 0.0490047, -0.363979, -0.30905, -0.999851, -0.00776499, 0.0091664, 0.0123844, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.016923] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [68] 1760397089016860, 2.84072, 0.0490047, -0.363979, -0.30905, -0.999851, -0.00776499, 0.0091664, 0.0123844, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.019840] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [69] 1760397089019690, 2.84355, 0.0487369, -0.364754, -0.309482, -0.999875, -0.00670741, 0.00758492, 0.012135, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.022618] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [70] 1760397089022508, 2.84637, 0.0487369, -0.364754, -0.309482, -0.999875, -0.00670741, 0.00758492, 0.012135, -0.0267803, -0.0774495, -0.0431977, -0.207281, -0.319213, -0.0459051, 
[2025-10-13 19:11:29.025286] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [71] 1760397089025171, 2.84904, 0.0487369, -0.364754, -0.309482, -0.999875, -0.00670741, 0.00758492, 0.012135, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.028108] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [73] 1760397089027994, 2.85186, 0.0487369, -0.364754, -0.309482, -0.999875, -0.00670741, 0.00758492, 0.012135, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.030579] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [74] 1760397089030468, 2.85433, 0.0486689, -0.364944, -0.309579, -0.999875, -0.00657616, 0.00727668, 0.0124276, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.033479] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [75] 1760397089033367, 2.85723, 0.0486689, -0.364944, -0.309579, -0.999875, -0.00657616, 0.00727668, 0.0124276, -0.00680224, -0.019033, -0.00966299, 0, -0.061582, 0.0591153, 
[2025-10-13 19:11:29.036999] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [77] 1760397089036929, 2.86079, 0.0486689, -0.364944, -0.309579, -0.999875, -0.00657616, 0.00727668, 0.0124276, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.039714] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [78] 1760397089039603, 2.86347, 0.0488101, -0.36473, -0.309517, -0.999877, -0.00680146, 0.00755613, 0.0119723, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.042368] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [79] 1760397089042261, 2.86613, 0.0488101, -0.36473, -0.309517, -0.999877, -0.00680146, 0.00755613, 0.0119723, 0.0141202, 0.0214097, 0.00620345, 0.045085, 0.0558345, -0.091771, 
[2025-10-13 19:11:29.044920] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [80] 1760397089044801, 2.86867, 0.0488101, -0.36473, -0.309517, -0.999877, -0.00680146, 0.00755613, 0.0119723, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.047677] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [82] 1760397089047569, 2.87143, 0.0488101, -0.36473, -0.309517, -0.999877, -0.00680146, 0.00755613, 0.0119723, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.051010] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [83] 1760397089050903, 2.87477, 0.0486823, -0.364942, -0.309565, -0.999875, -0.00659046, 0.00727868, 0.0123688, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.053765] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [84] 1760397089053654, 2.87752, 0.0486823, -0.364942, -0.309565, -0.999875, -0.00659046, 0.00727868, 0.0123688, -0.0127837, -0.0211658, -0.00478317, -0.0421524, -0.0554744, 0.0799833, 
[2025-10-13 19:11:29.056530] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [85] 1760397089056443, 2.88031, 0.0486823, -0.364942, -0.309565, -0.999875, -0.00659046, 0.00727868, 0.0123688, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.059318] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [87] 1760397089059196, 2.88306, 0.048696, -0.364934, -0.309573, -0.999875, -0.00660554, 0.00727554, 0.0123641, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.062022] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [88] 1760397089061914, 2.88578, 0.048696, -0.364934, -0.309573, -0.999875, -0.00660554, 0.00727554, 0.0123641, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.064674] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [89] 1760397089064556, 2.88842, 0.048696, -0.364934, -0.309573, -0.999875, -0.00660554, 0.00727554, 0.0123641, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.067407] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [91] 1760397089067293, 2.89116, 0.048696, -0.364934, -0.309573, -0.999875, -0.00660554, 0.00727554, 0.0123641, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.070514] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [92] 1760397089070405, 2.89427, 0.0488363, -0.364721, -0.309535, -0.999877, -0.00679696, 0.00754499, 0.0119609, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.072752] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [93] 1760397089072641, 2.89651, 0.0488363, -0.364721, -0.309535, -0.999877, -0.00679696, 0.00754499, 0.0119609, 0.0140238, 0.02128, 0.00377317, 0.0382423, 0.0538177, -0.0812858, 
[2025-10-13 19:11:29.075227] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [94] 1760397089075120, 2.89899, 0.0488363, -0.364721, -0.309535, -0.999877, -0.00679696, 0.00754499, 0.0119609, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.078081] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [96] 1760397089077960, 2.90183, 0.0488363, -0.364721, -0.309535, -0.999877, -0.00679696, 0.00754499, 0.0119609, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.080654] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [97] 1760397089080544, 2.90441, 0.0488195, -0.364735, -0.309529, -0.999877, -0.00679072, 0.0075314, 0.0119812, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.083523] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [98] 1760397089083413, 2.90728, 0.0488195, -0.364735, -0.309529, -0.999877, -0.00679072, 0.0075314, 0.0119812, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.086018] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [99] 1760397089085934, 2.9098, 0.0488195, -0.364735, -0.309529, -0.999877, -0.00679072, 0.0075314, 0.0119812, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.088672] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [101] 1760397089088561, 2.91243, 0.0487958, -0.364731, -0.309506, -0.999876, -0.00679058, 0.00759064, 0.0120169, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.091519] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [102] 1760397089091408, 2.91527, 0.0487958, -0.364731, -0.309506, -0.999876, -0.00679058, 0.00759064, 0.0120169, -0.00236658, 0, 0.00228658, 0, 0, 0, 
[2025-10-13 19:11:29.094115] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [103] 1760397089094009, 2.91787, 0.0487958, -0.364731, -0.309506, -0.999876, -0.00679058, 0.00759064, 0.0120169, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.097662] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [105] 1760397089097544, 2.92141, 0.0487958, -0.364731, -0.309506, -0.999876, -0.00679058, 0.00759064, 0.0120169, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.100429] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [106] 1760397089100319, 2.92418, 0.048633, -0.364886, -0.309441, -0.999871, -0.00670934, 0.00767972, 0.0124148, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.102963] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [107] 1760397089102859, 2.92672, 0.048633, -0.364886, -0.309441, -0.999871, -0.00670934, 0.00767972, 0.0124148, -0.0162827, -0.0155652, 0.00650192, 0, 0, 0.0796091, 
[2025-10-13 19:11:29.105537] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [108] 1760397089105428, 2.92929, 0.048633, -0.364886, -0.309441, -0.999871, -0.00670934, 0.00767972, 0.0124148, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.108311] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [110] 1760397089108194, 2.93206, 0.048633, -0.364886, -0.309441, -0.999871, -0.00670934, 0.00767972, 0.0124148, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.110748] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [111] 1760397089110641, 2.93451, 0.0487067, -0.364912, -0.309608, -0.999877, -0.00650522, 0.00724024, 0.0122991, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.114392] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [112] 1760397089114281, 2.93815, 0.0487067, -0.364912, -0.309608, -0.999877, -0.00650522, 0.00724024, 0.0122991, 0.00736646, -0.00255993, -0.0166715, -0.0395775, -0.0885443, 0, 
[2025-10-13 19:11:29.118059] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [114] 1760397089117946, 2.94181, 0.0487067, -0.364912, -0.309608, -0.999877, -0.00650522, 0.00724024, 0.0122991, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.119855] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [115] 1760397089119703, 2.94357, 0.0490666, -0.363976, -0.309138, -0.999851, -0.00780381, 0.00933455, 0.0122503, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.122519] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [116] 1760397089122410, 2.94627, 0.0490666, -0.363976, -0.309138, -0.999851, -0.00780381, 0.00933455, 0.0122503, 0.0359936, 0.0935501, 0.0469543, 0.254726, 0.421939, 0, 
[2025-10-13 19:11:29.125008] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [117] 1760397089124899, 2.94876, 0.0490666, -0.363976, -0.309138, -0.999851, -0.00780381, 0.00933455, 0.0122503, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.127803] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [119] 1760397089127683, 2.95155, 0.0490666, -0.363976, -0.309138, -0.999851, -0.00780381, 0.00933455, 0.0122503, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.130520] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [120] 1760397089130410, 2.95427, 0.0490038, -0.36397, -0.309111, -0.999852, -0.00773285, 0.00925308, 0.0122649, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.133311] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [121] 1760397089133201, 2.95707, 0.0490038, -0.36397, -0.309111, -0.999852, -0.00773285, 0.00925308, 0.0122649, -0.0062859, 0, 0.0027241, 0, 0, 0, 
[2025-10-13 19:11:29.135861] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [122] 1760397089135752, 2.95962, 0.0490038, -0.36397, -0.309111, -0.999852, -0.00773285, 0.00925308, 0.0122649, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.139999] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [124] 1760397089139880, 2.96374, 0.0490038, -0.36397, -0.309111, -0.999852, -0.00773285, 0.00925308, 0.0122649, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.141405] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [125] 1760397089141299, 2.96516, 0.049055, -0.363944, -0.309127, -0.999852, -0.00781833, 0.00932112, 0.0121901, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.145028] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [126] 1760397089144917, 2.96878, 0.049055, -0.363944, -0.309127, -0.999852, -0.00781833, 0.00932112, 0.0121901, 0.00512798, 0.00268767, 0, 0, 0, 0, 
[2025-10-13 19:11:29.148004] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [128] 1760397089147888, 2.97175, 0.049055, -0.363944, -0.309127, -0.999852, -0.00781833, 0.00932112, 0.0121901, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.150503] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [129] 1760397089150396, 2.97426, 0.0489367, -0.364048, -0.309069, -0.999849, -0.00768033, 0.00929968, 0.0124719, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.153369] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [130] 1760397089153232, 2.9771, 0.0489367, -0.364048, -0.309069, -0.999849, -0.00768033, 0.00929968, 0.0124719, -0.0118379, -0.010433, 0.00587976, 0, 0, 0.0566695, 
[2025-10-13 19:11:29.155903] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [131] 1760397089155783, 2.97965, 0.0489367, -0.364048, -0.309069, -0.999849, -0.00768033, 0.00929968, 0.0124719, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:29.158689] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [133] 1760397089158578, 2.98244, 0.0489367, -0.364048, -0.309069, -0.999849, -0.00768033, 0.00929968, 0.0124719, 0, 0, 0, 0, 0, 0, 
