[2025-10-13 19:11:28.877367] [0x0000007fa07aa7c0] [MocapTag] [0x00001fb8] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 19:11:37.642229] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4043] 1760397097642114, 11.466, 0.114124, -0.270406, -0.467492, -0.964103, -0.0201874, 0.00237239, -0.264751, 0.161354, 0.242192, -0.509452, -0.1019, -0.0511551, -0.681037, 
[2025-10-13 19:11:37.644558] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4044] 1760397097644449, 11.4683, 0.114124, -0.270406, -0.467492, -0.964103, -0.0201874, 0.00237239, -0.264751, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.647908] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4045] 1760397097647792, 11.4717, 0.114124, -0.270406, -0.467492, -0.964103, -0.0201874, 0.00237239, -0.264751, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.649919] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4046] 1760397097649803, 11.4737, 0.11583, -0.267887, -0.472686, -0.963229, -0.0202508, 0.00183707, -0.267912, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.652476] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4048] 1760397097652338, 11.4762, 0.11583, -0.267887, -0.472686, -0.963229, -0.0202508, 0.00183707, -0.267912, 0.170598, 0.251896, -0.51939, 0, -0.119704, -0.65372, 
[2025-10-13 19:11:37.654964] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4049] 1760397097654851, 11.4787, 0.11583, -0.267887, -0.472686, -0.963229, -0.0202508, 0.00183707, -0.267912, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.657784] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4050] 1760397097657664, 11.4815, 0.11583, -0.267887, -0.472686, -0.963229, -0.0202508, 0.00183707, -0.267912, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.660105] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4051] 1760397097660018, 11.4839, 0.117481, -0.265368, -0.477828, -0.96238, -0.0201419, 0.00158028, -0.270955, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.663591] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4053] 1760397097663474, 11.4873, 0.117481, -0.265368, -0.477828, -0.96238, -0.0201419, 0.00158028, -0.270955, 0.165104, 0.25188, -0.514195, -0.0372171, -0.056164, -0.631076, 
[2025-10-13 19:11:37.665382] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4054] 1760397097665271, 11.4891, 0.117481, -0.265368, -0.477828, -0.96238, -0.0201419, 0.00158028, -0.270955, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.668661] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4055] 1760397097668543, 11.4924, 0.117481, -0.265368, -0.477828, -0.96238, -0.0201419, 0.00158028, -0.270955, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.671077] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4057] 1760397097670989, 11.4949, 0.119133, -0.262829, -0.48313, -0.961521, -0.0201242, 0.00130315, -0.273992, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.673730] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4058] 1760397097673613, 11.4975, 0.119133, -0.262829, -0.48313, -0.961521, -0.0201242, 0.00130315, -0.273992, 0.16523, 0.253958, -0.530186, 0, -0.0648282, -0.630128, 
[2025-10-13 19:11:37.676345] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4059] 1760397097676225, 11.5001, 0.119133, -0.262829, -0.48313, -0.961521, -0.0201242, 0.00130315, -0.273992, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.679016] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4060] 1760397097678896, 11.5028, 0.120768, -0.260312, -0.48843, -0.960726, -0.0200725, 0.00114471, -0.276768, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.683136] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4062] 1760397097682970, 11.5068, 0.120768, -0.260312, -0.48843, -0.960726, -0.0200725, 0.00114471, -0.276768, 0.163504, 0.251707, -0.530021, 0, -0.0389629, -0.576907, 
[2025-10-13 19:11:37.685650] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4063] 1760397097685542, 11.5094, 0.120768, -0.260312, -0.48843, -0.960726, -0.0200725, 0.00114471, -0.276768, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.688515] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4064] 1760397097688395, 11.5123, 0.120768, -0.260312, -0.48843, -0.960726, -0.0200725, 0.00114471, -0.276768, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.692511] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4066] 1760397097692395, 11.5163, 0.122419, -0.257676, -0.493746, -0.959928, -0.0201461, 0.00113954, -0.27952, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.693669] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4067] 1760397097693559, 11.5174, 0.122419, -0.257676, -0.493746, -0.959928, -0.0201461, 0.00113954, -0.27952, 0.165095, 0.26359, -0.531572, 0, 0, -0.572944, 
[2025-10-13 19:11:37.696257] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4068] 1760397097696094, 11.52, 0.122419, -0.257676, -0.493746, -0.959928, -0.0201461, 0.00113954, -0.27952, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.699342] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4069] 1760397097699223, 11.5231, 0.124227, -0.254962, -0.499212, -0.95913, -0.0206175, 0.0013648, -0.282212, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.702269] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4071] 1760397097702151, 11.526, 0.124227, -0.254962, -0.499212, -0.95913, -0.0206175, 0.0013648, -0.282212, 0.180775, 0.271427, -0.546564, 0.100613, 0, -0.56119, 
[2025-10-13 19:11:37.704427] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4072] 1760397097704315, 11.5282, 0.124227, -0.254962, -0.499212, -0.95913, -0.0206175, 0.0013648, -0.282212, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.707262] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4073] 1760397097707143, 11.531, 0.124227, -0.254962, -0.499212, -0.95913, -0.0206175, 0.0013648, -0.282212, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.710343] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4074] 1760397097710255, 11.5341, 0.125702, -0.252375, -0.504535, -0.958407, -0.0207659, 0.000508011, -0.284649, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.713379] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4076] 1760397097713264, 11.5371, 0.125702, -0.252375, -0.504535, -0.958407, -0.0207659, 0.000508011, -0.284649, 0.147532, 0.258643, -0.532345, 0, -0.182933, -0.505006, 
[2025-10-13 19:11:37.715881] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4077] 1760397097715768, 11.5396, 0.125702, -0.252375, -0.504535, -0.958407, -0.0207659, 0.000508011, -0.284649, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.718476] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4078] 1760397097718362, 11.5422, 0.125702, -0.252375, -0.504535, -0.958407, -0.0207659, 0.000508011, -0.284649, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.721089] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4079] 1760397097720999, 11.5449, 0.12729, -0.2497, -0.509985, -0.957709, -0.0208247, 0.000133708, -0.286982, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.723710] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4081] 1760397097723595, 11.5475, 0.12729, -0.2497, -0.509985, -0.957709, -0.0208247, 0.000133708, -0.286982, 0.158797, 0.267511, -0.544959, 0, -0.084837, -0.485557, 
[2025-10-13 19:11:37.726110] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4082] 1760397097726003, 11.5499, 0.12729, -0.2497, -0.509985, -0.957709, -0.0208247, 0.000133708, -0.286982, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.729631] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4083] 1760397097729515, 11.5534, 0.128844, -0.246924, -0.515455, -0.957023, -0.0211525, -0.000683197, -0.289239, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.732179] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4085] 1760397097732085, 11.5559, 0.128844, -0.246924, -0.515455, -0.957023, -0.0211525, -0.000683197, -0.289239, 0.15543, 0.277571, -0.547058, 0, -0.184754, -0.468004, 
[2025-10-13 19:11:37.734800] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4086] 1760397097734688, 11.5586, 0.128844, -0.246924, -0.515455, -0.957023, -0.0211525, -0.000683197, -0.289239, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.737475] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4087] 1760397097737360, 11.5612, 0.128844, -0.246924, -0.515455, -0.957023, -0.0211525, -0.000683197, -0.289239, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.740023] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4088] 1760397097739906, 11.5638, 0.130458, -0.244278, -0.521021, -0.956323, -0.0208143, -0.00131469, -0.291566, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.742784] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4090] 1760397097742667, 11.5665, 0.130458, -0.244278, -0.521021, -0.956323, -0.0208143, -0.00131469, -0.291566, 0.161404, 0.264599, -0.556534, -0.104809, -0.110823, -0.484675, 
[2025-10-13 19:11:37.746274] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4091] 1760397097746164, 11.57, 0.130458, -0.244278, -0.521021, -0.956323, -0.0208143, -0.00131469, -0.291566, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.748211] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4092] 1760397097748096, 11.572, 0.130458, -0.244278, -0.521021, -0.956323, -0.0208143, -0.00131469, -0.291566, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.750863] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4093] 1760397097750748, 11.5746, 0.131959, -0.24162, -0.526595, -0.955721, -0.020113, -0.00191858, -0.293581, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.753559] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4095] 1760397097753445, 11.5773, 0.131959, -0.24162, -0.526595, -0.955721, -0.020113, -0.00191858, -0.293581, 0.150113, 0.265823, -0.557392, -0.172639, -0.0824891, -0.420439, 
[2025-10-13 19:11:37.756012] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4096] 1760397097755906, 11.5798, 0.131959, -0.24162, -0.526595, -0.955721, -0.020113, -0.00191858, -0.293581, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.758774] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4097] 1760397097758662, 11.5825, 0.133432, -0.23879, -0.53223, -0.955093, -0.0198106, -0.00269023, -0.29563, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.761324] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4098] 1760397097761237, 11.5851, 0.133432, -0.23879, -0.53223, -0.955093, -0.0198106, -0.00269023, -0.29563, 0.147244, 0.282989, -0.563511, -0.106716, -0.13754, -0.426942, 
[2025-10-13 19:11:37.763815] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4100] 1760397097763699, 11.5876, 0.133432, -0.23879, -0.53223, -0.955093, -0.0198106, -0.00269023, -0.29563, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.766191] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4101] 1760397097766078, 11.5899, 0.133432, -0.23879, -0.53223, -0.955093, -0.0198106, -0.00269023, -0.29563, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.769382] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4102] 1760397097769266, 11.5931, 0.135031, -0.235764, -0.537934, -0.954158, -0.018975, -0.000993577, -0.298701, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.771512] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4104] 1760397097771454, 11.5953, 0.135031, -0.235764, -0.537934, -0.954158, -0.018975, -0.000993577, -0.298701, 0.159969, 0.302606, -0.570456, -0.0637054, 0.362069, -0.649285, 
[2025-10-13 19:11:37.774067] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4105] 1760397097773952, 11.5978, 0.135031, -0.235764, -0.537934, -0.954158, -0.018975, -0.000993577, -0.298701, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.777093] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4106] 1760397097776976, 11.6008, 0.135031, -0.235764, -0.537934, -0.954158, -0.018975, -0.000993577, -0.298701, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.779594] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4107] 1760397097779480, 11.6033, 0.136478, -0.233028, -0.543635, -0.953572, -0.0178859, -0.00205015, -0.300625, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.783369] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4109] 1760397097783254, 11.6071, 0.136478, -0.233028, -0.543635, -0.953572, -0.0178859, -0.00205015, -0.300625, 0.144662, 0.273672, -0.570119, -0.273943, -0.143221, -0.401747, 
[2025-10-13 19:11:37.784753] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4110] 1760397097784646, 11.6085, 0.136478, -0.233028, -0.543635, -0.953572, -0.0178859, -0.00205015, -0.300625, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.787587] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4111] 1760397097787469, 11.6113, 0.136478, -0.233028, -0.543635, -0.953572, -0.0178859, -0.00205015, -0.300625, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.790478] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4112] 1760397097790363, 11.6142, 0.138085, -0.230137, -0.549468, -0.953027, -0.016766, -0.00259699, -0.302409, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.792972] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4114] 1760397097792855, 11.6167, 0.138085, -0.230137, -0.549468, -0.953027, -0.016766, -0.00259699, -0.302409, 0.16064, 0.289005, -0.583228, -0.249362, -0.0426596, -0.37424, 
[2025-10-13 19:11:37.795385] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4115] 1760397097795275, 11.6191, 0.138085, -0.230137, -0.549468, -0.953027, -0.016766, -0.00259699, -0.302409, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.798322] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4116] 1760397097798203, 11.6221, 0.138085, -0.230137, -0.549468, -0.953027, -0.016766, -0.00259699, -0.302409, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.800667] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4117] 1760397097800579, 11.6244, 0.139415, -0.227429, -0.555267, -0.952561, -0.0151213, -0.0041459, -0.303944, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.803372] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4119] 1760397097803257, 11.6271, 0.139415, -0.227429, -0.555267, -0.952561, -0.0151213, -0.0041459, -0.303944, 0.13304, 0.270848, -0.579932, -0.409985, -0.200037, -0.321424, 
[2025-10-13 19:11:37.805749] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4120] 1760397097805641, 11.6295, 0.139415, -0.227429, -0.555267, -0.952561, -0.0151213, -0.0041459, -0.303944, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.808922] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4121] 1760397097808802, 11.6327, 0.139415, -0.227429, -0.555267, -0.952561, -0.0151213, -0.0041459, -0.303944, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.811464] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4123] 1760397097811355, 11.6352, 0.141252, -0.224804, -0.560843, -0.952323, -0.013323, -0.00364944, -0.304778, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.814251] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4124] 1760397097814137, 11.638, 0.141252, -0.224804, -0.560843, -0.952323, -0.013323, -0.00364944, -0.304778, 0.183717, 0.262507, -0.557643, -0.313854, 0.201873, -0.178301, 
[2025-10-13 19:11:37.816815] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4125] 1760397097816713, 11.6406, 0.141252, -0.224804, -0.560843, -0.952323, -0.013323, -0.00364944, -0.304778, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.819536] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4126] 1760397097819412, 11.6433, 0.142468, -0.22206, -0.566703, -0.95176, -0.0117268, -0.00522067, -0.306575, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.822277] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4128] 1760397097822163, 11.646, 0.142468, -0.22206, -0.566703, -0.95176, -0.0117268, -0.00522067, -0.306575, 0.121544, 0.274344, -0.585926, -0.40307, -0.205618, -0.377667, 
[2025-10-13 19:11:37.824767] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4129] 1760397097824654, 11.6485, 0.142468, -0.22206, -0.566703, -0.95176, -0.0117268, -0.00522067, -0.306575, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.827685] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4130] 1760397097827565, 11.6514, 0.142468, -0.22206, -0.566703, -0.95176, -0.0117268, -0.00522067, -0.306575, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.830357] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4131] 1760397097830262, 11.6541, 0.143942, -0.219241, -0.572431, -0.951502, -0.0103723, -0.00695134, -0.30739, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.832845] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4133] 1760397097832730, 11.6566, 0.143942, -0.219241, -0.572431, -0.951502, -0.0103723, -0.00695134, -0.30739, 0.147448, 0.281914, -0.572839, -0.365663, -0.24776, -0.172329, 
[2025-10-13 19:11:37.835290] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4134] 1760397097835178, 11.659, 0.143942, -0.219241, -0.572431, -0.951502, -0.0103723, -0.00695134, -0.30739, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.838089] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4135] 1760397097837968, 11.6618, 0.143942, -0.219241, -0.572431, -0.951502, -0.0103723, -0.00695134, -0.30739, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.840695] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4136] 1760397097840614, 11.6645, 0.145568, -0.216315, -0.578488, -0.950877, -0.00772342, -0.00585511, -0.309417, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.843524] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4138] 1760397097843407, 11.6673, 0.145568, -0.216315, -0.578488, -0.950877, -0.00772342, -0.00585511, -0.309417, 0.16259, 0.292653, -0.605724, -0.440216, 0.369118, -0.430584, 
[2025-10-13 19:11:37.845973] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4139] 1760397097845857, 11.6697, 0.145568, -0.216315, -0.578488, -0.950877, -0.00772342, -0.00585511, -0.309417, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.848790] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4140] 1760397097848675, 11.6725, 0.145568, -0.216315, -0.578488, -0.950877, -0.00772342, -0.00585511, -0.309417, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.852354] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4142] 1760397097852238, 11.6761, 0.147106, -0.213465, -0.584446, -0.950473, -0.00572955, -0.00629564, -0.310691, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.853805] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4143] 1760397097853695, 11.6776, 0.147106, -0.213465, -0.584446, -0.950473, -0.00572955, -0.00629564, -0.310691, 0.153767, 0.284955, -0.595756, -0.408578, 0.0386642, -0.270581, 
[2025-10-13 19:11:37.856759] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4144] 1760397097856640, 11.6805, 0.147106, -0.213465, -0.584446, -0.950473, -0.00572955, -0.00629564, -0.310691, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.859850] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4145] 1760397097859684, 11.6835, 0.148318, -0.210702, -0.5903, -0.950028, -0.00303487, -0.00688529, -0.312075, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.862116] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4147] 1760397097862000, 11.6859, 0.148318, -0.210702, -0.5903, -0.950028, -0.00303487, -0.00688529, -0.312075, 0.121294, 0.276369, -0.585429, -0.551152, 0.0551331, -0.295061, 
[2025-10-13 19:11:37.864923] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4148] 1760397097864786, 11.6887, 0.148318, -0.210702, -0.5903, -0.950028, -0.00303487, -0.00688529, -0.312075, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.867795] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4149] 1760397097867677, 11.6915, 0.148318, -0.210702, -0.5903, -0.950028, -0.00303487, -0.00688529, -0.312075, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.870351] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4150] 1760397097870184, 11.694, 0.149956, -0.207771, -0.596388, -0.949603, -0.00103504, -0.00671766, -0.31338, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.873293] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4152] 1760397097873142, 11.697, 0.149956, -0.207771, -0.596388, -0.949603, -0.00103504, -0.00671766, -0.31338, 0.163776, 0.293059, -0.608745, 627.947, 0.156986, -0.277126, 
[2025-10-13 19:11:37.875801] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4153] 1760397097875689, 11.6996, 0.149956, -0.207771, -0.596388, -0.949603, -0.00103504, -0.00671766, -0.31338, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.879177] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4154] 1760397097879052, 11.7029, 0.149956, -0.207771, -0.596388, -0.949603, -0.00103504, -0.00671766, -0.31338, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.881604] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4156] 1760397097881491, 11.7054, 0.151454, -0.20501, -0.602418, -0.949039, 0.00135677, -0.00624186, -0.315093, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.883826] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4157] 1760397097883712, 11.7076, 0.151454, -0.20501, -0.602418, -0.949039, 0.00135677, -0.00624186, -0.315093, 0.149805, 0.276105, -0.603011, -0.426435, 0.24146, -0.362778, 
[2025-10-13 19:11:37.887698] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4158] 1760397097887580, 11.7114, 0.151454, -0.20501, -0.602418, -0.949039, 0.00135677, -0.00624186, -0.315093, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.890351] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4159] 1760397097890261, 11.7141, 0.152851, -0.202091, -0.608311, -0.948883, 0.00364729, -0.00647093, -0.315541, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.893263] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4161] 1760397097893146, 11.717, 0.152851, -0.202091, -0.608311, -0.948883, 0.00364729, -0.00647093, -0.315541, 0.139628, 0.291845, -0.589341, -0.449705, 0.101401, -0.0968635, 
[2025-10-13 19:11:37.897365] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4162] 1760397097897247, 11.7211, 0.152851, -0.202091, -0.608311, -0.948883, 0.00364729, -0.00647093, -0.315541, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.898634] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4163] 1760397097898514, 11.7224, 0.152851, -0.202091, -0.608311, -0.948883, 0.00364729, -0.00647093, -0.315541, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.901759] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4165] 1760397097901704, 11.7256, 0.154216, -0.199347, -0.614356, -0.948465, 0.0057768, -0.00686757, -0.316756, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.904578] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4166] 1760397097904462, 11.7283, 0.154216, -0.199347, -0.614356, -0.948465, 0.0057768, -0.00686757, -0.316756, 0.136581, 0.27441, -0.604474, -0.430393, 0.0610961, -0.258619, 
[2025-10-13 19:11:37.907471] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4167] 1760397097907357, 11.7312, 0.154216, -0.199347, -0.614356, -0.948465, 0.0057768, -0.00686757, -0.316756, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.910054] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4168] 1760397097909935, 11.7338, 0.155792, -0.196441, -0.620296, -0.947901, 0.00848685, -0.00450977, -0.318421, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.912566] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4170] 1760397097912469, 11.7363, 0.155792, -0.196441, -0.620296, -0.947901, 0.00848685, -0.00450977, -0.318421, 0.157593, 0.290679, -0.594001, -0.365233, 0.622292, -0.347388, 
[2025-10-13 19:11:37.915206] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4171] 1760397097915092, 11.739, 0.155792, -0.196441, -0.620296, -0.947901, 0.00848685, -0.00450977, -0.318421, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:37.918962] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [4172] 1760397097918843, 11.7427, 0.155792, -0.196441, -0.620296, -0.947901, 0.00848685, -0.00450977, -0.318421, 0, 0, 0, 0, 0, 0, 
