[2025-10-01 21:02:57.901902] [0x0000007fbd0747c0] [MocapTag] [0x00000c98] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-01 21:02:57.905182] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [3] 1759366977904992, 2.74608, -0.0137769, -0.372687, -0.309768, -0.999807, -0.00904525, 0.0120836, 0.0125801, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.907293] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [5] 1759366977907178, 2.74826, -0.0137769, -0.372687, -0.309768, -0.999807, -0.00904525, 0.0120836, 0.0125801, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.910001] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [6] 1759366977909887, 2.75097, -0.0137769, -0.372687, -0.309768, -0.999807, -0.00904525, 0.0120836, 0.0125801, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.913444] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [8] 1759366977913323, 2.75441, -0.0137649, -0.372667, -0.309762, -0.999806, -0.0090981, 0.0120702, 0.0126549, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.916085] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [9] 1759366977915974, 2.75706, -0.0137649, -0.372667, -0.309762, -0.999806, -0.0090981, 0.0120702, 0.0126549, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.919174] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10] 1759366977919059, 2.76014, -0.0137649, -0.372667, -0.309762, -0.999806, -0.0090981, 0.0120702, 0.0126549, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.922001] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [12] 1759366977921885, 2.76297, -0.013754, -0.372692, -0.309779, -0.999806, -0.0090353, 0.0121019, 0.0126261, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.924674] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [13] 1759366977924566, 2.76565, -0.013754, -0.372692, -0.309779, -0.999806, -0.0090353, 0.0121019, 0.0126261, 0, -0.00245454, 0, 0, 0, 0, 
[2025-10-01 21:02:57.928415] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [14] 1759366977928307, 2.76939, -0.013754, -0.372692, -0.309779, -0.999806, -0.0090353, 0.0121019, 0.0126261, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.931100] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [16] 1759366977931028, 2.77211, -0.0137753, -0.37268, -0.309763, -0.999807, -0.00905665, 0.0120436, 0.0126306, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.936357] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [17] 1759366977936243, 2.77733, -0.0137753, -0.37268, -0.309763, -0.999807, -0.00905665, 0.0120436, 0.0126306, -0.00212911, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.937041] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [18] 1759366977936944, 2.77803, -0.0137753, -0.37268, -0.309763, -0.999807, -0.00905665, 0.0120436, 0.0126306, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.939642] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [19] 1759366977939538, 2.78062, -0.0137753, -0.37268, -0.309763, -0.999807, -0.00905665, 0.0120436, 0.0126306, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.943982] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [21] 1759366977943867, 2.78495, -0.0137401, -0.372683, -0.309763, -0.999805, -0.0090608, 0.0121431, 0.0126431, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.946983] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [22] 1759366977946873, 2.78796, -0.0137401, -0.372683, -0.309763, -0.999805, -0.0090608, 0.0121431, 0.0126431, 0.00351796, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.949708] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [23] 1759366977949586, 2.79067, -0.0137401, -0.372683, -0.309763, -0.999805, -0.0090608, 0.0121431, 0.0126431, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.952654] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [25] 1759366977952543, 2.79363, -0.0137835, -0.372674, -0.309763, -0.999807, -0.00905167, 0.0120236, 0.0126321, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.955451] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [26] 1759366977955335, 2.79642, -0.0137835, -0.372674, -0.309763, -0.999807, -0.00905167, 0.0120236, 0.0126321, -0.00434144, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.959538] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [27] 1759366977959430, 2.80051, -0.0137835, -0.372674, -0.309763, -0.999807, -0.00905167, 0.0120236, 0.0126321, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.962254] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [29] 1759366977962133, 2.80322, -0.0137612, -0.37268, -0.309772, -0.999806, -0.00904616, 0.0120768, 0.0126311, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.965135] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [30] 1759366977965021, 2.80611, -0.0137612, -0.37268, -0.309772, -0.999806, -0.00904616, 0.0120768, 0.0126311, 0.00222696, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.968021] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [31] 1759366977967917, 2.809, -0.0137612, -0.37268, -0.309772, -0.999806, -0.00904616, 0.0120768, 0.0126311, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.970459] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [32] 1759366977970370, 2.81146, -0.0137566, -0.372686, -0.309767, -0.999806, -0.00903763, 0.0121216, 0.0126083, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.973194] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [34] 1759366977973083, 2.81417, -0.0137566, -0.372686, -0.309767, -0.999806, -0.00903763, 0.0121216, 0.0126083, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.976316] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [35] 1759366977976204, 2.81729, -0.0137566, -0.372686, -0.309767, -0.999806, -0.00903763, 0.0121216, 0.0126083, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.979035] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [36] 1759366977978925, 2.82001, -0.0137566, -0.372686, -0.309767, -0.999806, -0.00903763, 0.0121216, 0.0126083, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.981951] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [38] 1759366977981831, 2.82292, -0.013764, -0.372678, -0.309764, -0.999806, -0.00905956, 0.0120899, 0.0126458, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.984593] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [39] 1759366977984481, 2.82557, -0.013764, -0.372678, -0.309764, -0.999806, -0.00905956, 0.0120899, 0.0126458, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.987122] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [40] 1759366977987014, 2.8281, -0.013764, -0.372678, -0.309764, -0.999806, -0.00905956, 0.0120899, 0.0126458, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.993350] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [42] 1759366977993236, 2.83432, -0.013764, -0.372678, -0.309764, -0.999806, -0.00905956, 0.0120899, 0.0126458, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.994010] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [43] 1759366977993912, 2.835, -0.0138356, -0.372696, -0.309714, -0.999805, -0.00896708, 0.0121109, 0.0127571, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:57.996940] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [44] 1759366977996830, 2.83792, -0.0138356, -0.372696, -0.309714, -0.999805, -0.00896708, 0.0121109, 0.0127571, -0.00716521, 0, 0.00503735, 0, 0, 0, 
[2025-10-01 21:02:57.999641] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [45] 1759366977999536, 2.84062, -0.0138356, -0.372696, -0.309714, -0.999805, -0.00896708, 0.0121109, 0.0127571, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.003001] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [47] 1759366978002881, 2.84397, -0.0138918, -0.372769, -0.309717, -0.999801, -0.00907952, 0.0121365, 0.0129734, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.005351] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [48] 1759366978005242, 2.84633, -0.0138918, -0.372769, -0.309717, -0.999801, -0.00907952, 0.0121365, 0.0129734, -0.0056196, -0.00732113, 0, 0, 0, 0.0429604, 
[2025-10-01 21:02:58.008697] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [49] 1759366978008583, 2.84967, -0.0138918, -0.372769, -0.309717, -0.999801, -0.00907952, 0.0121365, 0.0129734, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.011475] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [51] 1759366978011354, 2.85244, -0.0137377, -0.372667, -0.309794, -0.999806, -0.00908755, 0.0120906, 0.0126032, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.014291] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [52] 1759366978014181, 2.85527, -0.0137377, -0.372667, -0.309794, -0.999806, -0.00908755, 0.0120906, 0.0126032, 0.0154065, 0.010233, -0.00767258, 0, 0, -0.0740077, 
[2025-10-01 21:02:58.016949] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [53] 1759366978016837, 2.85792, -0.0137377, -0.372667, -0.309794, -0.999806, -0.00908755, 0.0120906, 0.0126032, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.019767] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [54] 1759366978019664, 2.86075, -0.0137377, -0.372667, -0.309794, -0.999806, -0.00908755, 0.0120906, 0.0126032, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.024231] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [56] 1759366978024119, 2.8652, -0.0137768, -0.372679, -0.309771, -0.999807, -0.00903825, 0.0120754, 0.0125821, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.027041] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [57] 1759366978026933, 2.86802, -0.0137768, -0.372679, -0.309771, -0.999807, -0.00903825, 0.0120754, 0.0125821, -0.0039088, 0, 0.00221326, 0, 0, 0, 
[2025-10-01 21:02:58.029957] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [58] 1759366978029839, 2.87092, -0.0137768, -0.372679, -0.309771, -0.999807, -0.00903825, 0.0120754, 0.0125821, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.032953] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [60] 1759366978032840, 2.87392, -0.0139848, -0.372854, -0.309654, -0.999796, -0.00904501, 0.0122462, 0.013279, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.035655] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [61] 1759366978035533, 2.87662, -0.0139848, -0.372854, -0.309654, -0.999796, -0.00904501, 0.0122462, 0.013279, -0.020793, -0.017519, 0.0117831, 0, 0.0354115, 0.139109, 
[2025-10-01 21:02:58.039976] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [62] 1759366978039859, 2.88094, -0.0139848, -0.372854, -0.309654, -0.999796, -0.00904501, 0.0122462, 0.013279, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.042738] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [64] 1759366978042622, 2.88371, -0.0137614, -0.372668, -0.309788, -0.999808, -0.00904084, 0.0120151, 0.0125318, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.045466] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [65] 1759366978045337, 2.88642, -0.0137614, -0.372668, -0.309788, -0.999808, -0.00904084, 0.0120151, 0.0125318, 0.0223334, 0.0186349, -0.0134481, 0, -0.0475466, -0.149076, 
[2025-10-01 21:02:58.048140] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [66] 1759366978048034, 2.88912, -0.0137614, -0.372668, -0.309788, -0.999808, -0.00904084, 0.0120151, 0.0125318, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.050798] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [67] 1759366978050711, 2.8918, -0.0137635, -0.372703, -0.309782, -0.999806, -0.0090315, 0.0120739, 0.0127047, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.055474] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [69] 1759366978055362, 2.89645, -0.0137635, -0.372703, -0.309782, -0.999806, -0.0090315, 0.0120739, 0.0127047, 0, -0.00354704, 0, 0, 0, 0, 
[2025-10-01 21:02:58.058254] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [70] 1759366978058143, 2.89923, -0.0137635, -0.372703, -0.309782, -0.999806, -0.0090315, 0.0120739, 0.0127047, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.060802] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [72] 1759366978060739, 2.90182, -0.0138676, -0.372781, -0.309694, -0.9998, -0.00906756, 0.0122259, 0.0129855, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.063732] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [73] 1759366978063620, 2.9047, -0.0138676, -0.372781, -0.309694, -0.9998, -0.00906756, 0.0122259, 0.0129855, -0.0104055, -0.00778772, 0.00883242, 0, 0, 0.0558164, 
[2025-10-01 21:02:58.066278] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [74] 1759366978066170, 2.90726, -0.0138676, -0.372781, -0.309694, -0.9998, -0.00906756, 0.0122259, 0.0129855, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.069065] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [75] 1759366978068954, 2.91004, -0.0138676, -0.372781, -0.309694, -0.9998, -0.00906756, 0.0122259, 0.0129855, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.072233] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [77] 1759366978072120, 2.91321, -0.0137404, -0.372682, -0.309789, -0.999807, -0.00906685, 0.012099, 0.0125757, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.075103] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [78] 1759366978074993, 2.91608, -0.0137404, -0.372682, -0.309789, -0.999807, -0.00906685, 0.012099, 0.0125757, 0.0127167, 0.0098885, -0.00955296, 0, 0, -0.0817699, 
[2025-10-01 21:02:58.078391] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [79] 1759366978078243, 2.91933, -0.0137404, -0.372682, -0.309789, -0.999807, -0.00906685, 0.012099, 0.0125757, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.080954] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [81] 1759366978080877, 2.92196, -0.0137809, -0.372675, -0.309745, -0.999806, -0.00903323, 0.0121006, 0.0126541, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.083246] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [82] 1759366978083134, 2.92422, -0.0137809, -0.372675, -0.309745, -0.999806, -0.00903323, 0.0121006, 0.0126541, -0.00405017, 0, 0.00447495, 0, 0, 0, 
[2025-10-01 21:02:58.087302] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [83] 1759366978087195, 2.92828, -0.0137809, -0.372675, -0.309745, -0.999806, -0.00903323, 0.0121006, 0.0126541, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.090207] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [84] 1759366978090088, 2.93117, -0.0137809, -0.372675, -0.309745, -0.999806, -0.00903323, 0.0121006, 0.0126541, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.092741] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [86] 1759366978092628, 2.93371, -0.0138811, -0.37277, -0.309715, -0.9998, -0.00908588, 0.0121754, 0.0129849, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.095585] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [87] 1759366978095475, 2.93656, -0.0138811, -0.37277, -0.309715, -0.9998, -0.00908588, 0.0121754, 0.0129849, -0.0100165, -0.00950085, 0.0029727, 0, 0, 0.0659011, 
[2025-10-01 21:02:58.098799] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [88] 1759366978098688, 2.93977, -0.0138811, -0.37277, -0.309715, -0.9998, -0.00908588, 0.0121754, 0.0129849, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.101488] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [90] 1759366978101367, 2.94245, -0.0137339, -0.372667, -0.309796, -0.999806, -0.00908903, 0.0121003, 0.0125782, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.104362] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [91] 1759366978104251, 2.94534, -0.0137339, -0.372667, -0.309796, -0.999806, -0.00908903, 0.0121003, 0.0125782, 0.0147192, 0.0103081, -0.0081046, 0, 0, -0.0812361, 
[2025-10-01 21:02:58.106789] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [92] 1759366978106684, 2.94777, -0.0137339, -0.372667, -0.309796, -0.999806, -0.00908903, 0.0121003, 0.0125782, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.109724] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [93] 1759366978109612, 2.9507, -0.0137339, -0.372667, -0.309796, -0.999806, -0.00908903, 0.0121003, 0.0125782, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.112542] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [95] 1759366978112430, 2.95351, -0.0138061, -0.372662, -0.309741, -0.999806, -0.00912607, 0.0119765, 0.0126784, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.115407] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [96] 1759366978115295, 2.95638, -0.0138061, -0.372662, -0.309741, -0.999806, -0.00912607, 0.0119765, 0.0126784, -0.00721977, 0, 0.00552707, 0, 0, 0, 
[2025-10-01 21:02:58.120456] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [97] 1759366978120365, 2.96145, -0.0138061, -0.372662, -0.309741, -0.999806, -0.00912607, 0.0119765, 0.0126784, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.122465] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [99] 1759366978122354, 2.96344, -0.0139149, -0.372781, -0.3097, -0.999801, -0.00906356, 0.0121244, 0.0129636, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.125194] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [100] 1759366978125089, 2.96617, -0.0139149, -0.372781, -0.3097, -0.999801, -0.00906356, 0.0121244, 0.0129636, -0.0108773, -0.0119092, 0.00409899, 0, 0, 0.0569513, 
[2025-10-01 21:02:58.127990] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [101] 1759366978127875, 2.96896, -0.0139149, -0.372781, -0.3097, -0.999801, -0.00906356, 0.0121244, 0.0129636, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.130557] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [102] 1759366978130471, 2.97156, -0.0137269, -0.372655, -0.309794, -0.999807, -0.00908793, 0.0120857, 0.0125753, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.135287] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [104] 1759366978135173, 2.97626, -0.0137269, -0.372655, -0.309794, -0.999807, -0.00908793, 0.0120857, 0.0125753, 0.0187935, 0.0126412, -0.00939834, 0, 0, -0.0776859, 
[2025-10-01 21:02:58.138039] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [105] 1759366978137931, 2.97902, -0.0137269, -0.372655, -0.309794, -0.999807, -0.00908793, 0.0120857, 0.0125753, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.141250] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [107] 1759366978141146, 2.98223, -0.0137469, -0.37268, -0.309767, -0.999805, -0.00907396, 0.0121414, 0.0126614, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.143606] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [108] 1759366978143492, 2.98458, -0.0137469, -0.37268, -0.309767, -0.999805, -0.00907396, 0.0121414, 0.0126614, -0.0020018, -0.00253173, 0.00267602, 0, 0, 0, 
[2025-10-01 21:02:58.146168] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [109] 1759366978146064, 2.98715, -0.0137469, -0.37268, -0.309767, -0.999805, -0.00907396, 0.0121414, 0.0126614, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.150828] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [110] 1759366978150740, 2.99182, -0.0137469, -0.37268, -0.309767, -0.999805, -0.00907396, 0.0121414, 0.0126614, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.154083] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [112] 1759366978153970, 2.99505, -0.0138488, -0.372721, -0.30971, -0.999803, -0.00900818, 0.0120973, 0.0128793, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.156301] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [113] 1759366978156194, 2.99728, -0.0138488, -0.372721, -0.30971, -0.999803, -0.00900818, 0.0120973, 0.0128793, -0.0101826, -0.00403202, 0.00571754, 0, 0, 0.0438366, 
[2025-10-01 21:02:58.159129] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [114] 1759366978159021, 3.00011, -0.0138488, -0.372721, -0.30971, -0.999803, -0.00900818, 0.0120973, 0.0128793, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.161942] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [116] 1759366978161830, 3.00291, -0.0138931, -0.372778, -0.309702, -0.999801, -0.00906991, 0.0121372, 0.012972, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.164672] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [117] 1759366978164564, 3.00565, -0.0138931, -0.372778, -0.309702, -0.999801, -0.00906991, 0.0121372, 0.012972, -0.00443882, -0.00570444, 0, 0, 0, 0, 
[2025-10-01 21:02:58.167572] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [118] 1759366978167463, 3.00855, -0.0138931, -0.372778, -0.309702, -0.999801, -0.00906991, 0.0121372, 0.012972, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.170310] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [119] 1759366978170223, 3.01131, -0.0137622, -0.372675, -0.309777, -0.999807, -0.00908875, 0.0120219, 0.0125652, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.173169] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [121] 1759366978173054, 3.01414, -0.0137622, -0.372675, -0.309777, -0.999807, -0.00908875, 0.0120219, 0.0125652, 0.013093, 0.0102902, -0.00748881, 0, 0, -0.0812327, 
[2025-10-01 21:02:58.176045] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [122] 1759366978175936, 3.01702, -0.0137622, -0.372675, -0.309777, -0.999807, -0.00908875, 0.0120219, 0.0125652, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.178555] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [123] 1759366978178452, 3.01954, -0.0137622, -0.372675, -0.309777, -0.999807, -0.00908875, 0.0120219, 0.0125652, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.182967] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [125] 1759366978182856, 3.02394, -0.0137977, -0.372678, -0.309749, -0.999806, -0.00899941, 0.0120853, 0.0126789, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.187225] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [126] 1759366978187104, 3.02819, -0.0137977, -0.372678, -0.309749, -0.999806, -0.00899941, 0.0120853, 0.0126789, -0.00354497, 0, 0.00278884, 0, 0, 0, 
[2025-10-01 21:02:58.188827] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [127] 1759366978188715, 3.0298, -0.0137977, -0.372678, -0.309749, -0.999806, -0.00899941, 0.0120853, 0.0126789, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.191959] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [129] 1759366978191840, 3.03293, -0.0139035, -0.372754, -0.30969, -0.9998, -0.00910964, 0.0121709, 0.0129821, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.195238] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [130] 1759366978195126, 3.03621, -0.0139035, -0.372754, -0.30969, -0.9998, -0.00910964, 0.0121709, 0.0129821, -0.0105826, -0.00760996, 0.00584992, 0, 0, 0.0602404, 
[2025-10-01 21:02:58.196764] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [131] 1759366978196660, 3.03775, -0.0139035, -0.372754, -0.30969, -0.9998, -0.00910964, 0.0121709, 0.0129821, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.201336] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [133] 1759366978201253, 3.04234, -0.0137496, -0.37268, -0.309798, -0.999807, -0.00905546, 0.012066, 0.0125728, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.204231] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [134] 1759366978204120, 3.04521, -0.0137496, -0.37268, -0.309798, -0.999807, -0.00905546, 0.012066, 0.0125728, 0.0153932, 0.00736249, -0.0108051, 0, 0, -0.081577, 
[2025-10-01 21:02:58.206794] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [135] 1759366978206690, 3.04778, -0.0137496, -0.37268, -0.309798, -0.999807, -0.00905546, 0.012066, 0.0125728, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:02:58.209751] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [136] 1759366978209635, 3.05072, -0.0137496, -0.37268, -0.309798, -0.999807, -0.00905546, 0.012066, 0.0125728, 0, 0, 0, 0, 0, 0, 
