[2025-10-01 21:02:57.901902] [0x0000007fbd0747c0] [MocapTag] [0x00000c98] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-01 21:03:15.692840] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7898] 1759366995692721, 20.5338, -2.87376, -0.838607, -1.25209, -0.198935, 0.0424071, 0.0305412, -0.978618, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.695725] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7900] 1759366995695585, 20.5367, -2.87376, -0.838607, -1.25209, -0.198935, 0.0424071, 0.0305412, -0.978618, -0.743754, 0.678822, 0.070461, -0.562048, -0.335849, 1.30162, 
[2025-10-01 21:03:15.699537] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7901] 1759366995699422, 20.5405, -2.87376, -0.838607, -1.25209, -0.198935, 0.0424071, 0.0305412, -0.978618, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.701015] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7902] 1759366995700894, 20.542, -2.88048, -0.831855, -1.25174, -0.20523, 0.0429293, 0.0280703, -0.977369, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.703791] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7903] 1759366995703675, 20.5448, -2.88048, -0.831855, -1.25174, -0.20523, 0.0429293, 0.0280703, -0.977369, -0.672439, 0.675199, 0.0344928, -0.568366, 0, 1.31183, 
[2025-10-01 21:03:15.706004] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7904] 1759366995705919, 20.547, -2.88048, -0.831855, -1.25174, -0.20523, 0.0429293, 0.0280703, -0.977369, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.709062] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7906] 1759366995708948, 20.55, -2.88048, -0.831855, -1.25174, -0.20523, 0.0429293, 0.0280703, -0.977369, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.711590] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7907] 1759366995711474, 20.5526, -2.88709, -0.825043, -1.25134, -0.211602, 0.0435868, 0.0257012, -0.976045, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.714223] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7908] 1759366995714109, 20.5552, -2.88709, -0.825043, -1.25134, -0.211602, 0.0435868, 0.0257012, -0.976045, -0.660739, 0.681251, 0.0398745, -0.555158, 0.0527382, 1.32885, 
[2025-10-01 21:03:15.716686] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7910] 1759366995716570, 20.5577, -2.88709, -0.825043, -1.25134, -0.211602, 0.0435868, 0.0257012, -0.976045, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.719378] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7911] 1759366995719266, 20.5604, -2.88709, -0.825043, -1.25134, -0.211602, 0.0435868, 0.0257012, -0.976045, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.722003] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7912] 1759366995721888, 20.563, -2.8936, -0.818259, -1.25089, -0.217936, 0.0441421, 0.0231951, -0.974688, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.724906] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7913] 1759366995724812, 20.5659, -2.8936, -0.818259, -1.25089, -0.217936, 0.0441421, 0.0231951, -0.974688, -0.651162, 0.678428, 0.0448925, -0.577807, 0, 1.32484, 
[2025-10-01 21:03:15.727421] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7915] 1759366995727308, 20.5684, -2.8936, -0.818259, -1.25089, -0.217936, 0.0441421, 0.0231951, -0.974688, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.729997] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7916] 1759366995729885, 20.571, -2.90003, -0.811479, -1.25035, -0.224243, 0.0446946, 0.0206737, -0.973288, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.732690] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7917] 1759366995732572, 20.5737, -2.90003, -0.811479, -1.25035, -0.224243, 0.0446946, 0.0206737, -0.973288, -0.642832, 0.67791, 0.0546253, -0.580549, 0, 1.32146, 
[2025-10-01 21:03:15.735181] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7918] 1759366995735093, 20.5762, -2.90003, -0.811479, -1.25035, -0.224243, 0.0446946, 0.0206737, -0.973288, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.737539] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7920] 1759366995737419, 20.5785, -2.90003, -0.811479, -1.25035, -0.224243, 0.0446946, 0.0206737, -0.973288, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.741033] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7921] 1759366995740920, 20.582, -2.90631, -0.804632, -1.24976, -0.230957, 0.045226, 0.0181956, -0.971742, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.744231] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7922] 1759366995744117, 20.5852, -2.90631, -0.804632, -1.24976, -0.230957, 0.045226, 0.0181956, -0.971742, -0.627926, 0.684779, 0.0585181, -0.575352, 0, 1.40743, 
[2025-10-01 21:03:15.746283] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7924] 1759366995746169, 20.5873, -2.90631, -0.804632, -1.24976, -0.230957, 0.045226, 0.0181956, -0.971742, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.748998] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7925] 1759366995748887, 20.59, -2.90631, -0.804632, -1.24976, -0.230957, 0.045226, 0.0181956, -0.971742, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.754287] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7926] 1759366995754135, 20.5952, -2.91249, -0.797733, -1.24907, -0.237983, 0.0457767, 0.0160097, -0.970058, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.755880] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7927] 1759366995755791, 20.5969, -2.91249, -0.797733, -1.24907, -0.237983, 0.0457767, 0.0160097, -0.970058, -0.617541, 0.689905, 0.0692475, -0.522423, 0, 1.47185, 
[2025-10-01 21:03:15.758777] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7929] 1759366995758664, 20.5997, -2.91249, -0.797733, -1.24907, -0.237983, 0.0457767, 0.0160097, -0.970058, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.761129] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7930] 1759366995761025, 20.6021, -2.91858, -0.790698, -1.24833, -0.245357, 0.0462927, 0.0139502, -0.968226, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.763852] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7931] 1759366995763735, 20.6048, -2.91858, -0.790698, -1.24833, -0.245357, 0.0462927, 0.0139502, -0.968226, -0.609601, 0.703456, 0.0736806, -0.499868, 0, 1.54555, 
[2025-10-01 21:03:15.766307] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7933] 1759366995766182, 20.6073, -2.91858, -0.790698, -1.24833, -0.245357, 0.0462927, 0.0139502, -0.968226, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.768878] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7934] 1759366995768765, 20.6099, -2.91858, -0.790698, -1.24833, -0.245357, 0.0462927, 0.0139502, -0.968226, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.773278] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7935] 1759366995773157, 20.6142, -2.92456, -0.783713, -1.24753, -0.252954, 0.0468608, 0.0122405, -0.966265, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.775956] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7937] 1759366995775845, 20.6169, -2.92456, -0.783713, -1.24753, -0.252954, 0.0468608, 0.0122405, -0.966265, -0.598289, 0.698511, 0.0803902, 627.882, 0, 1.59209, 
[2025-10-01 21:03:15.778746] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7938] 1759366995778626, 20.6197, -2.92456, -0.783713, -1.24753, -0.252954, 0.0468608, 0.0122405, -0.966265, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.781196] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7939] 1759366995781081, 20.6222, -2.93045, -0.776716, -1.24663, -0.260565, 0.0473417, 0.0107211, -0.964235, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.784140] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7940] 1759366995784022, 20.6251, -2.93045, -0.776716, -1.24663, -0.260565, 0.0473417, 0.0107211, -0.964235, -0.588496, 0.699739, 0.0898245, -0.396228, 0, 1.59652, 
[2025-10-01 21:03:15.788905] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7942] 1759366995788790, 20.6299, -2.93045, -0.776716, -1.24663, -0.260565, 0.0473417, 0.0107211, -0.964235, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.791126] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7943] 1759366995791006, 20.6321, -2.93623, -0.769672, -1.2457, -0.268253, 0.0476532, 0.00935457, -0.962124, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.793961] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7944] 1759366995793842, 20.6349, -2.93623, -0.769672, -1.2457, -0.268253, 0.0476532, 0.00935457, -0.962124, -0.577692, 0.704366, 0.0929296, -0.358677, 0, 1.61381, 
[2025-10-01 21:03:15.796257] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7945] 1759366995796165, 20.6373, -2.93623, -0.769672, -1.2457, -0.268253, 0.0476532, 0.00935457, -0.962124, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.799045] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7947] 1759366995798929, 20.64, -2.93623, -0.769672, -1.2457, -0.268253, 0.0476532, 0.00935457, -0.962124, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.801743] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7948] 1759366995801577, 20.6427, -2.94192, -0.762607, -1.24465, -0.275615, 0.0481715, 0.00827606, -0.960025, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.805061] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7949] 1759366995804924, 20.646, -2.94192, -0.762607, -1.24465, -0.275615, 0.0481715, 0.00827606, -0.960025, -0.569435, 0.706467, 0.104842, -0.311255, 0, 1.54805, 
[2025-10-01 21:03:15.808179] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7951] 1759366995808064, 20.6491, -2.94192, -0.762607, -1.24465, -0.275615, 0.0481715, 0.00827606, -0.960025, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.809847] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7952] 1759366995809739, 20.6508, -2.94192, -0.762607, -1.24465, -0.275615, 0.0481715, 0.00827606, -0.960025, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.813876] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7953] 1759366995813760, 20.6548, -2.94751, -0.755508, -1.2437, -0.283111, 0.0488484, 0.00663457, -0.957819, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.815295] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7955] 1759366995815236, 20.6563, -2.94751, -0.755508, -1.2437, -0.283111, 0.0488484, 0.00663457, -0.957819, -0.559119, 0.70995, 0.0954654, -0.430751, 0, 1.58587, 
[2025-10-01 21:03:15.817870] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7956] 1759366995817749, 20.6588, -2.94751, -0.755508, -1.2437, -0.283111, 0.0488484, 0.00663457, -0.957819, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.822471] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7957] 1759366995822354, 20.6634, -2.95301, -0.748479, -1.24286, -0.292019, 0.0482784, 0.00381159, -0.955186, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.825213] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7958] 1759366995825122, 20.6662, -2.95301, -0.748479, -1.24286, -0.292019, 0.0482784, 0.00381159, -0.955186, -0.550226, 0.702858, 0.0840465, -0.598884, -0.289007, 1.88625, 
[2025-10-01 21:03:15.827720] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7960] 1759366995827606, 20.6687, -2.95301, -0.748479, -1.24286, -0.292019, 0.0482784, 0.00381159, -0.955186, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.830381] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7961] 1759366995830269, 20.6714, -2.95846, -0.741245, -1.24161, -0.298689, 0.0496713, 0.00423669, -0.953048, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.832962] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7962] 1759366995832848, 20.6739, -2.95846, -0.741245, -1.24161, -0.298689, 0.0496713, 0.00423669, -0.953048, -0.544686, 0.723428, 0.124885, -0.0691175, 0.276615, 1.40872, 
[2025-10-01 21:03:15.836401] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7964] 1759366995836318, 20.6774, -2.95846, -0.741245, -1.24161, -0.298689, 0.0496713, 0.00423669, -0.953048, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.839210] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7965] 1759366995839082, 20.6802, -2.95846, -0.741245, -1.24161, -0.298689, 0.0496713, 0.00423669, -0.953048, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.841770] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7966] 1759366995841599, 20.6827, -2.96301, -0.733442, -1.2395, -0.313647, 0.0438848, 0.00258341, -0.948521, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.844449] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7967] 1759366995844360, 20.6854, -2.96301, -0.733442, -1.2395, -0.313647, 0.0438848, 0.00258341, -0.948521, -0.455148, 0.78032, 0.210567, -0.101018, -1.23888, 3.11949, 
[2025-10-01 21:03:15.847078] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7969] 1759366995846958, 20.688, -2.96301, -0.733442, -1.2395, -0.313647, 0.0438848, 0.00258341, -0.948521, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.850275] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7970] 1759366995850160, 20.6912, -2.96301, -0.733442, -1.2395, -0.313647, 0.0438848, 0.00258341, -0.948521, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.856724] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7972] 1759366995856603, 20.6977, -2.93579, -0.621483, -1.2194, -0.322372, 0.0506031, 0.0236888, -0.944963, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.857330] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7973] 1759366995857238, 20.6983, -2.93579, -0.621483, -1.2194, -0.322372, 0.0506031, 0.0236888, -0.944963, 2.72186, 11.1959, 2.01011, -624.825, 2.61639, 1.71859, 
[2025-10-01 21:03:15.857944] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7974] 1759366995857834, 20.6989, -2.93579, -0.621483, -1.2194, -0.322372, 0.0506031, 0.0236888, -0.944963, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.860478] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7975] 1759366995860371, 20.7015, -2.94015, -0.614041, -1.21836, -0.331145, 0.0503072, 0.0235917, -0.941942, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.863306] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7976] 1759366995863178, 20.7043, -2.94015, -0.614041, -1.21836, -0.331145, 0.0503072, 0.0235917, -0.941942, -0.435255, 0.744167, 0.104352, -0.102496, -0.0515021, 1.8646, 
[2025-10-01 21:03:15.865631] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7978] 1759366995865571, 20.7067, -2.94015, -0.614041, -1.21836, -0.331145, 0.0503072, 0.0235917, -0.941942, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.868804] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7979] 1759366995868689, 20.7098, -2.94015, -0.614041, -1.21836, -0.331145, 0.0503072, 0.0235917, -0.941942, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.871268] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7980] 1759366995871150, 20.7122, -2.94532, -0.606946, -1.21669, -0.341572, 0.0501927, 0.0230875, -0.93823, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.874261] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7981] 1759366995874142, 20.7152, -2.94532, -0.606946, -1.21669, -0.341572, 0.0501927, 0.0230875, -0.93823, -0.517598, 0.709509, 0.166701, -0.210547, -0.0443429, 2.22881, 
[2025-10-01 21:03:15.876975] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7983] 1759366995876861, 20.7179, -2.94532, -0.606946, -1.21669, -0.341572, 0.0501927, 0.0230875, -0.93823, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.879438] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7984] 1759366995879325, 20.7204, -2.94532, -0.606946, -1.21669, -0.341572, 0.0501927, 0.0230875, -0.93823, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.882026] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7985] 1759366995881912, 20.723, -2.94984, -0.599615, -1.21532, -0.351143, 0.0498379, 0.0230144, -0.934711, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.886373] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7987] 1759366995886254, 20.7273, -2.94984, -0.599615, -1.21532, -0.351143, 0.0498379, 0.0230144, -0.934711, -0.451389, 0.733056, 0.137705, -0.101757, -0.0629827, 2.04856, 
[2025-10-01 21:03:15.889024] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7988] 1759366995888913, 20.73, -2.94984, -0.599615, -1.21532, -0.351143, 0.0498379, 0.0230144, -0.934711, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.891726] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7989] 1759366995891562, 20.7326, -2.95424, -0.592254, -1.21396, -0.361058, 0.0495267, 0.0230253, -0.930943, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.894341] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7990] 1759366995894226, 20.7353, -2.95424, -0.592254, -1.21396, -0.361058, 0.0495267, 0.0230253, -0.930943, -0.440212, 0.736167, 0.135701, -0.092268, -0.0493832, 2.12979, 
[2025-10-01 21:03:15.897573] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7992] 1759366995897455, 20.7385, -2.95424, -0.592254, -1.21396, -0.361058, 0.0495267, 0.0230253, -0.930943, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.900567] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7993] 1759366995900446, 20.7415, -2.95424, -0.592254, -1.21396, -0.361058, 0.0495267, 0.0230253, -0.930943, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.903216] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7994] 1759366995903099, 20.7442, -2.95859, -0.584958, -1.21256, -0.371035, 0.0492605, 0.0232103, -0.927021, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.905908] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7995] 1759366995905821, 20.7469, -2.95859, -0.584958, -1.21256, -0.371035, 0.0492605, 0.0232103, -0.927021, -0.43479, 0.729526, 0.139437, -0.0632048, 0, 2.15063, 
[2025-10-01 21:03:15.908620] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7997] 1759366995908505, 20.7496, -2.95859, -0.584958, -1.21256, -0.371035, 0.0492605, 0.0232103, -0.927021, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.911093] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7998] 1759366995910972, 20.7521, -2.96274, -0.577582, -1.2112, -0.381341, 0.0488868, 0.0234469, -0.922843, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.915596] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [7999] 1759366995915501, 20.7566, -2.96274, -0.577582, -1.2112, -0.381341, 0.0488868, 0.0234469, -0.922843, -0.415309, 0.737678, 0.136255, -0.0490904, -0.0445068, 2.23038, 
[2025-10-01 21:03:15.918322] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [8001] 1759366995918176, 20.7593, -2.96274, -0.577582, -1.2112, -0.381341, 0.0488868, 0.0234469, -0.922843, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.920936] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [8002] 1759366995920819, 20.7619, -2.96674, -0.570226, -1.20985, -0.391814, 0.0488449, 0.0237548, -0.91844, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.923742] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [8003] 1759366995923627, 20.7647, -2.96674, -0.570226, -1.20985, -0.391814, 0.0488449, 0.0237548, -0.91844, -0.400351, 0.735586, 0.134691, -0.0635624, 0, 2.27885, 
[2025-10-01 21:03:15.926171] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [8005] 1759366995926050, 20.7671, -2.96674, -0.570226, -1.20985, -0.391814, 0.0488449, 0.0237548, -0.91844, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.928833] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [8006] 1759366995928721, 20.7698, -2.96674, -0.570226, -1.20985, -0.391814, 0.0488449, 0.0237548, -0.91844, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.932332] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [8007] 1759366995932217, 20.7733, -2.97079, -0.56292, -1.2083, -0.402786, 0.0490702, 0.0240836, -0.913661, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.935336] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [8009] 1759366995935246, 20.7763, -2.97079, -0.56292, -1.2083, -0.402786, 0.0490702, 0.0240836, -0.913661, -0.404277, 0.730555, 0.155231, -0.0884533, 0.0735141, 2.40171, 
[2025-10-01 21:03:15.937796] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [8010] 1759366995937681, 20.7788, -2.97079, -0.56292, -1.2083, -0.402786, 0.0490702, 0.0240836, -0.913661, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.940351] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [8011] 1759366995940244, 20.7813, -2.97458, -0.555669, -1.20703, -0.413164, 0.0487622, 0.0244943, -0.90902, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.943183] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [8012] 1759366995943054, 20.7841, -2.97458, -0.555669, -1.20703, -0.413164, 0.0487622, 0.0244943, -0.90902, -0.379082, 0.725138, 0.127186, 0, 0, 2.27845, 
[2025-10-01 21:03:15.947181] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [8014] 1759366995947068, 20.7882, -2.97458, -0.555669, -1.20703, -0.413164, 0.0487622, 0.0244943, -0.90902, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.950014] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [8015] 1759366995949901, 20.791, -2.97458, -0.555669, -1.20703, -0.413164, 0.0487622, 0.0244943, -0.90902, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.952969] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [8016] 1759366995952856, 20.7939, -2.97831, -0.548371, -1.20563, -0.424354, 0.0487034, 0.0247528, -0.903847, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.955450] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [8018] 1759366995955384, 20.7965, -2.97831, -0.548371, -1.20563, -0.424354, 0.0487034, 0.0247528, -0.903847, -0.373001, 0.729746, 0.140093, -0.0832558, 0, 2.47381, 
[2025-10-01 21:03:15.959175] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [8019] 1759366995959061, 20.8001, -2.97831, -0.548371, -1.20563, -0.424354, 0.0487034, 0.0247528, -0.903847, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.963688] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [8020] 1759366995963569, 20.8047, -2.98207, -0.541282, -1.20412, -0.435895, 0.0486931, 0.0248871, -0.898335, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.964989] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [8021] 1759366995964860, 20.8059, -2.98207, -0.541282, -1.20412, -0.435895, 0.0486931, 0.0248871, -0.898335, -0.376042, 0.708984, 0.15057, -0.115371, 0, 2.56822, 
[2025-10-01 21:03:15.967530] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [8023] 1759366995967417, 20.8085, -2.98207, -0.541282, -1.20412, -0.435895, 0.0486931, 0.0248871, -0.898335, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.970285] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [8024] 1759366995970174, 20.8113, -2.98207, -0.541282, -1.20412, -0.435895, 0.0486931, 0.0248871, -0.898335, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.972841] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [8025] 1759366995972726, 20.8138, -2.98548, -0.533886, -1.20277, -0.447025, 0.0480246, 0.0254912, -0.892868, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:15.976311] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [8027] 1759366995976214, 20.8173, -2.98548, -0.533886, -1.20277, -0.447025, 0.0480246, 0.0254912, -0.892868, -0.341302, 0.73952, 0.135818, 0, -0.063578, 2.48199, 
[2025-10-01 21:03:15.978929] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [8028] 1759366995978815, 20.8199, -2.98548, -0.533886, -1.20277, -0.447025, 0.0480246, 0.0254912, -0.892868, 0, 0, 0, 0, 0, 0, 
