[2025-10-01 18:34:54.228806] [0x0000007fa68607c0] [MocapTag] [0x00007459] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-01 18:34:54.233373] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [4] 1759358094233253, 2.71826, -0.00970029, -0.401535, -0.310369, -0.99969, -0.00500531, 0.00314084, 0.0242057, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.235638] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [5] 1759358094235501, 2.72051, -0.00970029, -0.401535, -0.310369, -0.99969, -0.00500531, 0.00314084, 0.0242057, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.240772] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [7] 1759358094240658, 2.72567, -0.00970029, -0.401535, -0.310369, -0.99969, -0.00500531, 0.00314084, 0.0242057, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.243349] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [8] 1759358094243242, 2.72825, -0.00970571, -0.401526, -0.310366, -0.99969, -0.00501731, 0.00311299, 0.0241875, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.246364] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [9] 1759358094246254, 2.73126, -0.00970571, -0.401526, -0.310366, -0.99969, -0.00501731, 0.00311299, 0.0241875, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.249089] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11] 1759358094248985, 2.73399, -0.00970571, -0.401526, -0.310366, -0.99969, -0.00501731, 0.00311299, 0.0241875, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.254028] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [12] 1759358094253917, 2.73893, -0.00970571, -0.401526, -0.310366, -0.99969, -0.00501731, 0.00311299, 0.0241875, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.257253] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [13] 1759358094257144, 2.74215, -0.00970971, -0.401525, -0.310365, -0.99969, -0.00501997, 0.00309181, 0.0241976, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.260263] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [15] 1759358094260149, 2.74516, -0.00970971, -0.401525, -0.310365, -0.99969, -0.00501997, 0.00309181, 0.0241976, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.262936] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [16] 1759358094262820, 2.74783, -0.00970817, -0.401542, -0.310364, -0.99969, -0.00499273, 0.00311506, 0.0241955, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.265786] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [17] 1759358094265677, 2.75068, -0.00970817, -0.401542, -0.310364, -0.99969, -0.00499273, 0.00311506, 0.0241955, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.270235] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [19] 1759358094270121, 2.75513, -0.00970817, -0.401542, -0.310364, -0.99969, -0.00499273, 0.00311506, 0.0241955, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.272980] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [20] 1759358094272873, 2.75788, -0.00975418, -0.40153, -0.310343, -0.999689, -0.00503877, 0.00300197, 0.0242495, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.275895] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [21] 1759358094275783, 2.76079, -0.00975418, -0.40153, -0.310343, -0.999689, -0.00503877, 0.00300197, 0.0242495, -0.00460079, 0, 0.0021002, 0, 0, 0, 
[2025-10-01 18:34:54.278466] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [23] 1759358094278410, 2.76342, -0.00975418, -0.40153, -0.310343, -0.999689, -0.00503877, 0.00300197, 0.0242495, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.281311] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [24] 1759358094281199, 2.76621, -0.00975418, -0.40153, -0.310343, -0.999689, -0.00503877, 0.00300197, 0.0242495, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.285509] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [25] 1759358094285402, 2.77041, -0.0098546, -0.401642, -0.310216, -0.99967, -0.00495009, 0.00359457, 0.024966, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.288937] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [27] 1759358094288864, 2.77387, -0.0098546, -0.401642, -0.310216, -0.99967, -0.00495009, 0.00359457, 0.024966, -0.0100422, -0.0112036, 0.0126862, 0, 0.118751, 0.142854, 
[2025-10-01 18:34:54.291636] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [28] 1759358094291523, 2.77653, -0.0098546, -0.401642, -0.310216, -0.99967, -0.00495009, 0.00359457, 0.024966, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.294238] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [29] 1759358094294124, 2.77913, -0.00973534, -0.401626, -0.310453, -0.99968, -0.00550185, 0.00311444, 0.0245061, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.297131] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [30] 1759358094297020, 2.78203, -0.00973534, -0.401626, -0.310453, -0.99968, -0.00550185, 0.00311444, 0.0245061, 0.0119263, 0, -0.0236251, 0.11301, -0.0937405, -0.0919238, 
[2025-10-01 18:34:54.301677] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [32] 1759358094301565, 2.78657, -0.00973534, -0.401626, -0.310453, -0.99968, -0.00550185, 0.00311444, 0.0245061, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.304326] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [33] 1759358094304216, 2.78922, -0.00972303, -0.401517, -0.310353, -0.999692, -0.00498059, 0.00303721, 0.0241173, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.307441] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [34] 1759358094307331, 2.79234, -0.00972303, -0.401517, -0.310353, -0.999692, -0.00498059, 0.00303721, 0.0241173, 0, 0.0109072, 0.00993675, -0.103593, 0, -0.0773598, 
[2025-10-01 18:34:54.310284] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [36] 1759358094310172, 2.79518, -0.00972303, -0.401517, -0.310353, -0.999692, -0.00498059, 0.00303721, 0.0241173, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.314492] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [37] 1759358094314384, 2.79939, -0.00970633, -0.401492, -0.310364, -0.999694, -0.0050163, 0.00304651, 0.0240406, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.317449] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [38] 1759358094317345, 2.80235, -0.00970633, -0.401492, -0.310364, -0.999694, -0.0050163, 0.00304651, 0.0240406, 0, 0.00247299, 0, 0, 0, 0, 
[2025-10-01 18:34:54.320678] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [40] 1759358094320567, 2.80558, -0.00970633, -0.401492, -0.310364, -0.999694, -0.0050163, 0.00304651, 0.0240406, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.323334] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [41] 1759358094323227, 2.80823, -0.0097499, -0.401535, -0.310285, -0.999685, -0.00501612, 0.00322106, 0.0243957, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.326192] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [42] 1759358094326087, 2.81109, -0.0097499, -0.401535, -0.310285, -0.999685, -0.00501612, 0.00322106, 0.0243957, -0.00435646, -0.00431089, 0.00790184, 0, 0.0352495, 0.0708792, 
[2025-10-01 18:34:54.329016] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [44] 1759358094328914, 2.81392, -0.0097499, -0.401535, -0.310285, -0.999685, -0.00501612, 0.00322106, 0.0243957, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.333160] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [45] 1759358094333046, 2.81805, -0.0097499, -0.401535, -0.310285, -0.999685, -0.00501612, 0.00322106, 0.0243957, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.335910] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [46] 1759358094335798, 2.82081, -0.00970622, -0.40158, -0.310474, -0.999685, -0.00555047, 0.00302953, 0.0242969, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.338906] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [48] 1759358094338826, 2.82383, -0.00970622, -0.40158, -0.310474, -0.999685, -0.00555047, 0.00302953, 0.0242969, 0.00436796, -0.00447788, -0.0188413, 0.107837, -0.0357971, 0, 
[2025-10-01 18:34:54.341685] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [49] 1759358094341573, 2.82658, -0.00970622, -0.40158, -0.310474, -0.999685, -0.00555047, 0.00302953, 0.0242969, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.344302] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [50] 1759358094344189, 2.8292, -0.00966912, -0.401441, -0.310354, -0.999701, -0.00478159, 0.00285962, 0.0238124, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.348785] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [52] 1759358094348724, 2.83373, -0.00966912, -0.401441, -0.310354, -0.999701, -0.00478159, 0.00285962, 0.0238124, 0.00371027, 0.013844, 0.0119612, -0.152636, -0.0381618, -0.0962924, 
[2025-10-01 18:34:54.351653] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [53] 1759358094351542, 2.83655, -0.00966912, -0.401441, -0.310354, -0.999701, -0.00478159, 0.00285962, 0.0238124, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.354208] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [54] 1759358094354100, 2.83911, -0.00970555, -0.401559, -0.310367, -0.999686, -0.00502433, 0.00311752, 0.0243328, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.357358] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [55] 1759358094357248, 2.84226, -0.00970555, -0.401559, -0.310367, -0.999686, -0.00502433, 0.00311752, 0.0243328, -0.00364332, -0.0117645, 0, 0.0469685, 0.0532357, 0.103726, 
[2025-10-01 18:34:54.360198] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [57] 1759358094360081, 2.84509, -0.00970555, -0.401559, -0.310367, -0.999686, -0.00502433, 0.00311752, 0.0243328, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.364543] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [58] 1759358094364433, 2.84944, -0.00976053, -0.401559, -0.310339, -0.999686, -0.00497002, 0.00309427, 0.024371, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.367478] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [59] 1759358094367370, 2.85238, -0.00976053, -0.401559, -0.310339, -0.999686, -0.00497002, 0.00309427, 0.024371, -0.00549778, 0, 0.00284727, 0, 0, 0, 
[2025-10-01 18:34:54.370456] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [61] 1759358094370346, 2.85535, -0.00976053, -0.401559, -0.310339, -0.999686, -0.00497002, 0.00309427, 0.024371, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.373100] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [62] 1759358094372993, 2.858, -0.00973146, -0.401623, -0.310452, -0.999676, -0.00557256, 0.00318047, 0.0246254, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.375835] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [63] 1759358094375731, 2.86074, -0.00973146, -0.401623, -0.310452, -0.999676, -0.00557256, 0.00318047, 0.0246254, 0.00290636, -0.0064362, -0.0113528, 0.119877, 0, 0.0504076, 
[2025-10-01 18:34:54.379822] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [65] 1759358094379710, 2.86472, -0.00973146, -0.401623, -0.310452, -0.999676, -0.00557256, 0.00318047, 0.0246254, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.382478] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [66] 1759358094382370, 2.86738, -0.00972259, -0.401611, -0.310452, -0.999679, -0.00552166, 0.00312799, 0.0245095, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.386239] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [67] 1759358094386131, 2.87114, -0.00972259, -0.401611, -0.310452, -0.999679, -0.00552166, 0.00312799, 0.0245095, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.388369] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [68] 1759358094388266, 2.87327, -0.00972259, -0.401611, -0.310452, -0.999679, -0.00552166, 0.00312799, 0.0245095, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.391170] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [70] 1759358094391056, 2.87606, -0.00972259, -0.401611, -0.310452, -0.999679, -0.00552166, 0.00312799, 0.0245095, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.395384] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [71] 1759358094395247, 2.88026, -0.00970626, -0.401485, -0.310362, -0.999694, -0.00496265, 0.00302584, 0.0240565, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.398418] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [72] 1759358094398325, 2.88333, -0.00970626, -0.401485, -0.310362, -0.999694, -0.00496265, 0.00302584, 0.0240565, 0, 0.0125634, 0.00899622, -0.110984, 0, -0.0901587, 
[2025-10-01 18:34:54.401293] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [74] 1759358094401177, 2.88618, -0.00970626, -0.401485, -0.310362, -0.999694, -0.00496265, 0.00302584, 0.0240565, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.403851] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [75] 1759358094403743, 2.88875, -0.00971593, -0.401503, -0.310361, -0.999693, -0.00501286, 0.00302827, 0.0240748, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.406865] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [76] 1759358094406756, 2.89176, -0.00971593, -0.401503, -0.310361, -0.999693, -0.00501286, 0.00302827, 0.0240748, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.410890] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [78] 1759358094410781, 2.89579, -0.00971593, -0.401503, -0.310361, -0.999693, -0.00501286, 0.00302827, 0.0240748, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.413488] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [79] 1759358094413373, 2.89838, -0.00973427, -0.401507, -0.310362, -0.999694, -0.00498812, 0.00295035, 0.02403, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.416889] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [80] 1759358094416779, 2.90179, -0.00973427, -0.401507, -0.310362, -0.999694, -0.00498812, 0.00295035, 0.02403, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.419144] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [82] 1759358094419028, 2.90404, -0.00973427, -0.401507, -0.310362, -0.999694, -0.00498812, 0.00295035, 0.02403, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.421774] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [83] 1759358094421665, 2.90667, -0.00973427, -0.401507, -0.310362, -0.999694, -0.00498812, 0.00295035, 0.02403, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.425498] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [84] 1759358094425392, 2.9104, -0.00975941, -0.40152, -0.310334, -0.999691, -0.00497515, 0.00302987, 0.0241646, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.429282] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [86] 1759358094429182, 2.91419, -0.00975941, -0.40152, -0.310334, -0.999691, -0.00497515, 0.00302987, 0.0241646, -0.00251427, 0, 0.00280491, 0, 0, 0, 
[2025-10-01 18:34:54.432150] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [87] 1759358094432040, 2.91705, -0.00975941, -0.40152, -0.310334, -0.999691, -0.00497515, 0.00302987, 0.0241646, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.434911] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [88] 1759358094434800, 2.91981, -0.00986356, -0.401642, -0.310196, -0.999669, -0.00495674, 0.00365932, 0.0249828, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.437734] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [89] 1759358094437618, 2.92263, -0.00986356, -0.401642, -0.310196, -0.999669, -0.00495674, 0.00365932, 0.0249828, -0.0104145, -0.0122436, 0.0137976, 0, 0.126561, 0.16311, 
[2025-10-01 18:34:54.442312] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [91] 1759358094442200, 2.92721, -0.00986356, -0.401642, -0.310196, -0.999669, -0.00495674, 0.00365932, 0.0249828, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.444975] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [92] 1759358094444864, 2.92987, -0.00972199, -0.401625, -0.310461, -0.99968, -0.00550663, 0.00308759, 0.0244772, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.447903] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [93] 1759358094447808, 2.93282, -0.00972199, -0.401625, -0.310461, -0.99968, -0.00550663, 0.00308759, 0.0244772, 0.0141572, 0, -0.0265382, 0.113106, -0.112113, -0.10096, 
[2025-10-01 18:34:54.450859] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [95] 1759358094450737, 2.93574, -0.00972199, -0.401625, -0.310461, -0.99968, -0.00550663, 0.00308759, 0.0244772, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.453642] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [96] 1759358094453530, 2.93854, -0.00968426, -0.40149, -0.310347, -0.999695, -0.00483892, 0.00301161, 0.0240376, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.458110] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [97] 1759358094458016, 2.94302, -0.00968426, -0.40149, -0.310347, -0.999695, -0.00483892, 0.00301161, 0.0240376, 0.00377295, 0.0134692, 0.0114612, -0.132847, 0, -0.0874415, 
[2025-10-01 18:34:54.461305] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [99] 1759358094461193, 2.9462, -0.00968426, -0.40149, -0.310347, -0.999695, -0.00483892, 0.00301161, 0.0240376, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.464087] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [100] 1759358094463980, 2.94899, -0.0097058, -0.401537, -0.310337, -0.999687, -0.00505898, 0.00315868, 0.0243002, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.467004] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [101] 1759358094466896, 2.9519, -0.0097058, -0.401537, -0.310337, -0.999687, -0.00505898, 0.00315868, 0.0243002, -0.00215438, -0.00475374, 0, 0.0431299, 0, 0.052258, 
[2025-10-01 18:34:54.469911] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [103] 1759358094469801, 2.95481, -0.0097058, -0.401537, -0.310337, -0.999687, -0.00505898, 0.00315868, 0.0243002, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.473653] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [104] 1759358094473544, 2.95855, -0.00982812, -0.401606, -0.310228, -0.999673, -0.00497802, 0.00351616, 0.024834, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.477130] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [105] 1759358094477021, 2.96203, -0.00982812, -0.401606, -0.310228, -0.999673, -0.00497802, 0.00351616, 0.024834, -0.0122319, -0.0068429, 0.0108959, 0, 0.0716031, 0.106507, 
[2025-10-01 18:34:54.479594] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [107] 1759358094479480, 2.96449, -0.00982812, -0.401606, -0.310228, -0.999673, -0.00497802, 0.00351616, 0.024834, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.482108] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [108] 1759358094481940, 2.96695, -0.00982812, -0.401606, -0.310228, -0.999673, -0.00497802, 0.00351616, 0.024834, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.484754] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [109] 1759358094484645, 2.96965, -0.00970402, -0.401617, -0.310486, -0.999683, -0.00547082, 0.00307388, 0.0243633, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.489548] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [111] 1759358094489425, 2.97443, -0.00970402, -0.401617, -0.310486, -0.999683, -0.00547082, 0.00307388, 0.0243633, 0.0124095, 0, -0.025813, 0.101018, -0.086491, -0.0940803, 
[2025-10-01 18:34:54.492036] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [112] 1759358094491878, 2.97689, -0.00970402, -0.401617, -0.310486, -0.999683, -0.00547082, 0.00307388, 0.0243633, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.495214] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [113] 1759358094495111, 2.98012, -0.00970256, -0.401508, -0.310368, -0.999692, -0.00501185, 0.00304178, 0.0240946, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.497779] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [114] 1759358094497691, 2.9827, -0.00970256, -0.401508, -0.310368, -0.999692, -0.00501185, 0.00304178, 0.0240946, 0, 0.0109544, 0.0118669, -0.0914335, 0, -0.0534218, 
[2025-10-01 18:34:54.501142] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [116] 1759358094501031, 2.98604, -0.00970256, -0.401508, -0.310368, -0.999692, -0.00501185, 0.00304178, 0.0240946, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.505020] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [117] 1759358094504912, 2.98992, -0.0097321, -0.401501, -0.310364, -0.999692, -0.00502477, 0.00300181, 0.0241318, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.507881] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [118] 1759358094507764, 2.99277, -0.0097321, -0.401501, -0.310364, -0.999692, -0.00502477, 0.00300181, 0.0241318, -0.00295474, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.510805] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [120] 1759358094510692, 2.9957, -0.0097321, -0.401501, -0.310364, -0.999692, -0.00502477, 0.00300181, 0.0241318, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.513346] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [121] 1759358094513238, 2.99825, -0.00981829, -0.401603, -0.310232, -0.999675, -0.00495846, 0.00354159, 0.0247349, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.519340] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [123] 1759358094519219, 3.00423, -0.00981829, -0.401603, -0.310232, -0.999675, -0.00495846, 0.00354159, 0.0247349, -0.00861879, -0.0102177, 0.0131598, 0, 0.108193, 0.120194, 
[2025-10-01 18:34:54.521402] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [124] 1759358094521294, 3.0063, -0.00981829, -0.401603, -0.310232, -0.999675, -0.00495846, 0.00354159, 0.0247349, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.523740] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [125] 1759358094523635, 3.00864, -0.00970824, -0.401624, -0.310471, -0.999683, -0.00547933, 0.00307097, 0.0243652, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.526684] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [126] 1759358094526574, 3.01158, -0.00970824, -0.401624, -0.310471, -0.999683, -0.00547933, 0.00307097, 0.0243652, 0.0110054, -0.00209922, -0.0238685, 0.106716, -0.0919187, -0.0738546, 
[2025-10-01 18:34:54.529294] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [128] 1759358094529187, 3.01419, -0.00970824, -0.401624, -0.310471, -0.999683, -0.00547933, 0.00307097, 0.0243652, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.532142] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [129] 1759358094532028, 3.01704, -0.00970824, -0.401624, -0.310471, -0.999683, -0.00547933, 0.00307097, 0.0243652, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.536357] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [130] 1759358094536252, 3.02126, -0.00968937, -0.401474, -0.310358, -0.999696, -0.00487823, 0.00297241, 0.0240007, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.539191] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [132] 1759358094539073, 3.02408, -0.00968937, -0.401474, -0.310358, -0.999696, -0.00487823, 0.00297241, 0.0240007, 0, 0.0149325, 0.0113348, -0.119495, 0, -0.0724528, 
[2025-10-01 18:34:54.542019] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [133] 1759358094541883, 3.02689, -0.00968937, -0.401474, -0.310358, -0.999696, -0.00487823, 0.00297241, 0.0240007, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.544573] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [134] 1759358094544473, 3.02948, -0.0097216, -0.401538, -0.310357, -0.999688, -0.00503985, 0.00312488, 0.0242795, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.547542] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [135] 1759358094547429, 3.03244, -0.0097216, -0.401538, -0.310357, -0.999688, -0.00503985, 0.00312488, 0.0242795, -0.0032226, -0.00641441, 0, 0, 0, 0.055537, 
[2025-10-01 18:34:54.552083] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [137] 1759358094551914, 3.03692, -0.0097216, -0.401538, -0.310357, -0.999688, -0.00503985, 0.00312488, 0.0242795, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.554619] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [138] 1759358094554509, 3.03952, -0.00971013, -0.40155, -0.310349, -0.999687, -0.00503641, 0.00315004, 0.0242853, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:34:54.557456] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [139] 1759358094557352, 3.04236, -0.00971013, -0.40155, -0.310349, -0.999687, -0.00503641, 0.00315004, 0.0242853, 0, 0, 0, 0, 0, 0, 
