[2025-10-01 18:34:54.228806] [0x0000007fa68607c0] [MocapTag] [0x00007459] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-01 18:35:09.368476] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6628] 1759358109368344, 17.8534, 2.22935, -1.10866, -1.29117, 0.213207, -0.145171, 0.113227, -0.959504, -1.50614, -0.350843, -0.114142, 0.0464201, 0.290605, 0.784111, 
[2025-10-01 18:35:09.369228] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6629] 1759358109369106, 17.8541, 2.22935, -1.10866, -1.29117, 0.213207, -0.145171, 0.113227, -0.959504, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.372134] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6630] 1759358109372020, 17.857, 2.22935, -1.10866, -1.29117, 0.213207, -0.145171, 0.113227, -0.959504, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.374634] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6632] 1759358109374522, 17.8595, 2.21417, -1.11177, -1.29207, 0.209554, -0.143476, 0.11304, -0.960585, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.377117] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6633] 1759358109377009, 17.862, 2.21417, -1.11177, -1.29207, 0.209554, -0.143476, 0.11304, -0.960585, -1.51799, -0.311944, -0.08974, 0.154257, 0.40696, 0.764298, 
[2025-10-01 18:35:09.379714] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6634] 1759358109379601, 17.8646, 2.21417, -1.11177, -1.29207, 0.209554, -0.143476, 0.11304, -0.960585, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.382229] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6635] 1759358109382144, 17.8672, 2.19882, -1.11492, -1.29296, 0.205892, -0.141655, 0.11243, -0.961718, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.384804] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6637] 1759358109384682, 17.8697, 2.19882, -1.11492, -1.29296, 0.205892, -0.141655, 0.11243, -0.961718, -1.5347, -0.314755, -0.0889871, 0.0689268, 0.449285, 0.749493, 
[2025-10-01 18:35:09.387763] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6638] 1759358109387642, 17.8727, 2.19882, -1.11492, -1.29296, 0.205892, -0.141655, 0.11243, -0.961718, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.390324] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6639] 1759358109390210, 17.8752, 2.19882, -1.11492, -1.29296, 0.205892, -0.141655, 0.11243, -0.961718, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.392845] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6640] 1759358109392753, 17.8778, 2.18332, -1.11694, -1.29369, 0.199896, -0.140618, 0.111208, -0.963276, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.396171] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6642] 1759358109396057, 17.8811, 2.18332, -1.11694, -1.29369, 0.199896, -0.140618, 0.111208, -0.963276, -1.55013, -0.202194, -0.0729699, 0, 0.357845, 1.22597, 
[2025-10-01 18:35:09.398777] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6643] 1759358109398660, 17.8837, 2.18332, -1.11694, -1.29369, 0.199896, -0.140618, 0.111208, -0.963276, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.403086] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6644] 1759358109402973, 17.888, 2.18332, -1.11694, -1.29369, 0.199896, -0.140618, 0.111208, -0.963276, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.405813] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6646] 1759358109405699, 17.8907, 2.16742, -1.11981, -1.29417, 0.196683, -0.13836, 0.110367, -0.964361, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.408258] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6647] 1759358109408142, 17.8931, 2.16742, -1.11981, -1.29417, 0.196683, -0.13836, 0.110367, -0.964361, -1.59044, -0.286319, -0.0486167, 0, 0.536516, 0.640368, 
[2025-10-01 18:35:09.410983] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6648] 1759358109410870, 17.8959, 2.16742, -1.11981, -1.29417, 0.196683, -0.13836, 0.110367, -0.964361, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.413413] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6649] 1759358109413321, 17.8983, 2.15134, -1.12262, -1.29463, 0.193092, -0.136235, 0.10909, -0.965533, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.417557] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6651] 1759358109417444, 17.9025, 2.15134, -1.12262, -1.29463, 0.193092, -0.136235, 0.10909, -0.965533, -1.60796, -0.281302, -0.0457394, -0.0709534, 0.532234, 0.70529, 
[2025-10-01 18:35:09.420385] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6652] 1759358109420268, 17.9053, 2.15134, -1.12262, -1.29463, 0.193092, -0.136235, 0.10909, -0.965533, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.422589] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6653] 1759358109422474, 17.9075, 2.13504, -1.12538, -1.29505, 0.189652, -0.133708, 0.107704, -0.966723, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.425387] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6655] 1759358109425239, 17.9102, 2.13504, -1.12538, -1.29505, 0.189652, -0.133708, 0.107704, -0.966723, -1.62936, -0.275807, -0.0419914, -0.0883102, 0.612345, 0.666118, 
[2025-10-01 18:35:09.427943] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6656] 1759358109427829, 17.9128, 2.13504, -1.12538, -1.29505, 0.189652, -0.133708, 0.107704, -0.966723, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.430502] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6657] 1759358109430387, 17.9154, 2.13504, -1.12538, -1.29505, 0.189652, -0.133708, 0.107704, -0.966723, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.433811] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6659] 1759358109433699, 17.9187, 2.11861, -1.12818, -1.29536, 0.186078, -0.131394, 0.105895, -0.967934, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.437666] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6660] 1759358109437552, 17.9226, 2.11861, -1.12818, -1.29536, 0.186078, -0.131394, 0.105895, -0.967934, -1.64285, -0.279971, -0.0308701, -0.181556, 0.586414, 0.681758, 
[2025-10-01 18:35:09.438939] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6661] 1759358109438822, 17.9238, 2.11861, -1.12818, -1.29536, 0.186078, -0.131394, 0.105895, -0.967934, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.441588] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6662] 1759358109441463, 17.9265, 2.11861, -1.12818, -1.29536, 0.186078, -0.131394, 0.105895, -0.967934, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.444077] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6664] 1759358109443953, 17.929, 2.10195, -1.13078, -1.2955, 0.182851, -0.128445, 0.104229, -0.969125, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.446636] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6665] 1759358109446528, 17.9315, 2.10195, -1.13078, -1.2955, 0.182851, -0.128445, 0.104229, -0.969125, -1.6659, -0.260425, -0.0139254, -0.14627, 0.699684, 0.6078, 
[2025-10-01 18:35:09.449807] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6666] 1759358109449692, 17.9347, 2.10195, -1.13078, -1.2955, 0.182851, -0.128445, 0.104229, -0.969125, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.451977] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6667] 1759358109451833, 17.9368, 2.08509, -1.13328, -1.29543, 0.179473, -0.1256, 0.10182, -0.970385, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.455870] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6669] 1759358109455756, 17.9408, 2.08509, -1.13328, -1.29543, 0.179473, -0.1256, 0.10182, -0.970385, -1.68665, -0.249874, 0.0065248, -0.300646, 0.705695, 0.618076, 
[2025-10-01 18:35:09.457118] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6670] 1759358109457014, 17.942, 2.08509, -1.13328, -1.29543, 0.179473, -0.1256, 0.10182, -0.970385, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.459699] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6671] 1759358109459585, 17.9446, 2.08509, -1.13328, -1.29543, 0.179473, -0.1256, 0.10182, -0.970385, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.462132] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6672] 1759358109462015, 17.947, 2.06806, -1.13584, -1.2955, 0.175957, -0.122759, 0.0992066, -0.971662, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.465742] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6674] 1759358109465626, 17.9506, 2.06806, -1.13584, -1.2955, 0.175957, -0.122759, 0.0992066, -0.971662, -1.70247, -0.255643, -0.00679938, -0.341892, 0.71142, 0.641465, 
[2025-10-01 18:35:09.470103] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6675] 1759358109469990, 17.955, 2.06806, -1.13584, -1.2955, 0.175957, -0.122759, 0.0992066, -0.971662, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.471502] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6676] 1759358109471384, 17.9564, 2.06806, -1.13584, -1.2955, 0.175957, -0.122759, 0.0992066, -0.971662, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.473396] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6677] 1759358109473309, 17.9583, 2.05063, -1.13816, -1.29501, 0.172785, -0.119847, 0.0964335, -0.972873, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.476897] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6679] 1759358109476771, 17.9618, 2.05063, -1.13816, -1.29501, 0.172785, -0.119847, 0.0964335, -0.972873, -1.74378, -0.232647, 0.0489246, -0.385761, 0.722435, 0.565004, 
[2025-10-01 18:35:09.480365] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6680] 1759358109480251, 17.9653, 2.05063, -1.13816, -1.29501, 0.172785, -0.119847, 0.0964335, -0.972873, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.482843] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6681] 1759358109482729, 17.9677, 2.03319, -1.14048, -1.29461, 0.169516, -0.116568, 0.0935308, -0.974129, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.485611] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6683] 1759358109485497, 17.9705, 2.03319, -1.14048, -1.29461, 0.169516, -0.116568, 0.0935308, -0.974129, -1.74399, -0.231256, 0.0405862, -0.401664, 0.798112, 0.580382, 
[2025-10-01 18:35:09.487856] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6684] 1759358109487751, 17.9728, 2.03319, -1.14048, -1.29461, 0.169516, -0.116568, 0.0935308, -0.974129, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.490618] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6685] 1759358109490504, 17.9755, 2.03319, -1.14048, -1.29461, 0.169516, -0.116568, 0.0935308, -0.974129, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.493049] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6686] 1759358109492962, 17.978, 2.01555, -1.14274, -1.29409, 0.166191, -0.113318, 0.0903809, -0.975382, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.496790] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6688] 1759358109496677, 17.9817, 2.01555, -1.14274, -1.29409, 0.166191, -0.113318, 0.0903809, -0.975382, -1.76311, -0.225965, 0.0513955, -0.454783, 0.798166, 0.586987, 
[2025-10-01 18:35:09.499955] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6689] 1759358109499839, 17.9848, 2.01555, -1.14274, -1.29409, 0.166191, -0.113318, 0.0903809, -0.975382, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.502811] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6690] 1759358109502694, 17.9877, 2.01555, -1.14274, -1.29409, 0.166191, -0.113318, 0.0903809, -0.975382, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.504217] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6692] 1759358109504163, 17.9892, 1.99783, -1.14496, -1.29353, 0.162999, -0.109816, 0.0871384, -0.976616, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.507115] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6693] 1759358109506990, 17.992, 1.99783, -1.14496, -1.29353, 0.162999, -0.109816, 0.0871384, -0.976616, -1.77229, -0.222666, 0.0560723, -0.473213, 0.845626, 0.556922, 
[2025-10-01 18:35:09.509587] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6694] 1759358109509470, 17.9945, 1.99783, -1.14496, -1.29353, 0.162999, -0.109816, 0.0871384, -0.976616, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.512738] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6695] 1759358109512644, 17.9977, 1.99783, -1.14496, -1.29353, 0.162999, -0.109816, 0.0871384, -0.976616, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.515185] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6697] 1759358109515072, 18.0001, 1.97987, -1.14711, -1.2927, 0.159737, -0.10655, 0.0835657, -0.977828, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.517771] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6698] 1759358109517661, 18.0027, 1.97987, -1.14711, -1.2927, 0.159737, -0.10655, 0.0835657, -0.977828, -1.7959, -0.2146, 0.0829508, -0.548577, 0.806482, 0.567102, 
[2025-10-01 18:35:09.520421] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6699] 1759358109520300, 18.0053, 1.97987, -1.14711, -1.2927, 0.159737, -0.10655, 0.0835657, -0.977828, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.522788] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6700] 1759358109522700, 18.0077, 1.96187, -1.14921, -1.29189, 0.156636, -0.102775, 0.0800056, -0.979031, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.527055] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6702] 1759358109526942, 18.0119, 1.96187, -1.14921, -1.29189, 0.156636, -0.102775, 0.0800056, -0.979031, -1.80047, -0.209823, 0.0817413, -0.538802, 0.901151, 0.533414, 
[2025-10-01 18:35:09.531050] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6703] 1759358109530933, 18.0159, 1.96187, -1.14921, -1.29189, 0.156636, -0.102775, 0.0800056, -0.979031, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.532430] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6704] 1759358109532314, 18.0173, 1.94367, -1.15128, -1.2909, 0.153502, -0.0990463, 0.0761112, -0.980221, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.534864] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6706] 1759358109534748, 18.0198, 1.94367, -1.15128, -1.2909, 0.153502, -0.0990463, 0.0761112, -0.980221, -1.81967, -0.207443, 0.0982267, -0.61028, 0.898686, 0.53587, 
[2025-10-01 18:35:09.537298] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6707] 1759358109537185, 18.0222, 1.94367, -1.15128, -1.2909, 0.153502, -0.0990463, 0.0761112, -0.980221, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.540226] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6708] 1759358109540111, 18.0251, 1.94367, -1.15128, -1.2909, 0.153502, -0.0990463, 0.0761112, -0.980221, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.544041] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6710] 1759358109543963, 18.029, 1.92535, -1.1533, -1.28977, 0.150446, -0.0952433, 0.0720082, -0.981381, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.547715] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6711] 1759358109547594, 18.0326, 1.92535, -1.1533, -1.28977, 0.150446, -0.0952433, 0.0720082, -0.981381, -1.83237, -0.202172, 0.113492, -0.655341, 0.914434, 0.518584, 
[2025-10-01 18:35:09.549224] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6712] 1759358109549109, 18.0341, 1.92535, -1.1533, -1.28977, 0.150446, -0.0952433, 0.0720082, -0.981381, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.551852] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6713] 1759358109551738, 18.0367, 1.92535, -1.1533, -1.28977, 0.150446, -0.0952433, 0.0720082, -0.981381, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.554467] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6715] 1759358109554347, 18.0394, 1.90691, -1.1553, -1.28855, 0.147482, -0.0913197, 0.0678093, -0.982503, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.557059] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6716] 1759358109556945, 18.042, 1.90691, -1.1553, -1.28855, 0.147482, -0.0913197, 0.0678093, -0.982503, -1.84333, -0.199447, 0.122241, -0.676489, 0.935856, 0.500989, 
[2025-10-01 18:35:09.559712] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6717] 1759358109559598, 18.0446, 1.90691, -1.1553, -1.28855, 0.147482, -0.0913197, 0.0678093, -0.982503, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.562252] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6718] 1759358109562137, 18.0471, 1.88823, -1.15725, -1.28711, 0.144506, -0.0876489, 0.0634444, -0.98357, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.565714] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6720] 1759358109565601, 18.0506, 1.88823, -1.15725, -1.28711, 0.144506, -0.0876489, 0.0634444, -0.98357, -1.8687, -0.195571, 0.143907, -0.719571, 0.886156, 0.505877, 
[2025-10-01 18:35:09.567099] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6721] 1759358109566995, 18.052, 1.88823, -1.15725, -1.28711, 0.144506, -0.0876489, 0.0634444, -0.98357, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.572474] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6722] 1759358109572359, 18.0574, 1.88823, -1.15725, -1.28711, 0.144506, -0.0876489, 0.0634444, -0.98357, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.573077] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6723] 1759358109572996, 18.058, 1.86943, -1.15915, -1.28557, 0.141728, -0.0839799, 0.0592415, -0.984556, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.575869] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6725] 1759358109575755, 18.0608, 1.86943, -1.15915, -1.28557, 0.141728, -0.0839799, 0.0592415, -0.984556, -1.87924, -0.189248, 0.153462, -0.693822, 0.874919, 0.472736, 
[2025-10-01 18:35:09.578132] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6726] 1759358109578025, 18.063, 1.86943, -1.15915, -1.28557, 0.141728, -0.0839799, 0.0592415, -0.984556, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.581023] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6727] 1759358109580911, 18.0659, 1.86943, -1.15915, -1.28557, 0.141728, -0.0839799, 0.0592415, -0.984556, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.583457] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6729] 1759358109583365, 18.0684, 1.85048, -1.16101, -1.28387, 0.138864, -0.0806483, 0.0550433, -0.985486, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.586191] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6730] 1759358109586077, 18.0711, 1.85048, -1.16101, -1.28387, 0.138864, -0.0806483, 0.0550433, -0.985486, -1.89557, -0.186518, 0.170656, -0.702977, 0.80442, 0.495982, 
[2025-10-01 18:35:09.590360] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6731] 1759358109590245, 18.0753, 1.85048, -1.16101, -1.28387, 0.138864, -0.0806483, 0.0550433, -0.985486, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.593192] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6733] 1759358109593101, 18.0781, 1.8314, -1.16284, -1.28205, 0.135917, -0.0774526, 0.0509372, -0.986374, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.595598] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6734] 1759358109595477, 18.0805, 1.8314, -1.16284, -1.28205, 0.135917, -0.0774526, 0.0509372, -0.986374, -1.90758, -0.182939, 0.181728, -0.689387, 0.771461, 0.519037, 
[2025-10-01 18:35:09.597923] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6735] 1759358109597811, 18.0828, 1.8314, -1.16284, -1.28205, 0.135917, -0.0774526, 0.0509372, -0.986374, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.600782] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6736] 1759358109600667, 18.0857, 1.8314, -1.16284, -1.28205, 0.135917, -0.0774526, 0.0509372, -0.986374, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.603319] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6738] 1759358109603227, 18.0882, 1.81223, -1.16467, -1.28019, 0.132916, -0.074252, 0.046924, -0.987228, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.607042] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6739] 1759358109606927, 18.0919, 1.81223, -1.16467, -1.28019, 0.132916, -0.074252, 0.046924, -0.987228, -1.91743, -0.182813, 0.185784, -0.672698, 0.766212, 0.535369, 
[2025-10-01 18:35:09.609593] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6740] 1759358109609478, 18.0945, 1.81223, -1.16467, -1.28019, 0.132916, -0.074252, 0.046924, -0.987228, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.612195] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6741] 1759358109612081, 18.0971, 1.79294, -1.1664, -1.2782, 0.129959, -0.0711554, 0.0429185, -0.988031, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.614803] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6743] 1759358109614690, 18.0997, 1.79294, -1.1664, -1.2782, 0.129959, -0.0711554, 0.0429185, -0.988031, -1.92879, -0.173266, 0.199082, -0.677609, 0.740851, 0.530267, 
[2025-10-01 18:35:09.617331] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6744] 1759358109617213, 18.1022, 1.79294, -1.1664, -1.2782, 0.129959, -0.0711554, 0.0429185, -0.988031, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.619983] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6745] 1759358109619869, 18.1049, 1.79294, -1.1664, -1.2782, 0.129959, -0.0711554, 0.0429185, -0.988031, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.622932] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6746] 1759358109622847, 18.1079, 1.77352, -1.16812, -1.27613, 0.127182, -0.0679399, 0.0390741, -0.988778, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.625696] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6748] 1759358109625583, 18.1106, 1.77352, -1.16812, -1.27613, 0.127182, -0.0679399, 0.0390741, -0.988778, -1.94228, -0.171408, 0.207091, -0.648117, 0.755191, 0.499272, 
[2025-10-01 18:35:09.628473] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6749] 1759358109628364, 18.1134, 1.77352, -1.16812, -1.27613, 0.127182, -0.0679399, 0.0390741, -0.988778, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.630846] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6750] 1759358109630731, 18.1157, 1.77352, -1.16812, -1.27613, 0.127182, -0.0679399, 0.0390741, -0.988778, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.633283] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6752] 1759358109633209, 18.1182, 1.75526, -1.17051, -1.27557, 0.126592, -0.0611524, 0.0351809, -0.989443, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.637844] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6753] 1759358109637721, 18.1227, 1.75526, -1.17051, -1.27557, 0.126592, -0.0611524, 0.0351809, -0.989443, -1.82604, -0.239118, 0.0558053, -0.603557, 1.45102, 0.0506639, 
[2025-10-01 18:35:09.640502] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6754] 1759358109640391, 18.1254, 1.75526, -1.17051, -1.27557, 0.126592, -0.0611524, 0.0351809, -0.989443, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.642912] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6755] 1759358109642843, 18.1279, 1.73556, -1.17221, -1.2733, 0.124032, -0.0580001, 0.0315401, -0.990079, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.645604] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6757] 1759358109645490, 18.1305, 1.73556, -1.17221, -1.2733, 0.124032, -0.0580001, 0.0315401, -0.990079, -1.9696, -0.170537, 0.227036, -0.617456, 0.730601, 0.467062, 
[2025-10-01 18:35:09.647866] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6758] 1759358109647762, 18.1328, 1.73556, -1.17221, -1.2733, 0.124032, -0.0580001, 0.0315401, -0.990079, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:09.652602] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [6759] 1759358109652514, 18.1375, 1.73556, -1.17221, -1.2733, 0.124032, -0.0580001, 0.0315401, -0.990079, 0, 0, 0, 0, 0, 0, 
