[2025-10-01 21:10:55.762222] [0x0000007fa809e7c0] [MocapTag] [0x00001b60] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-01 21:11:17.654607] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9669] 1759367477654492, 24.5912, 0.0737179, -0.307312, -1.27727, -0.939625, -0.0163522, 0.0321944, 0.340296, -0.264518, 0.149613, 0.0656895, -0.45135, 0, 0.129807, 
[2025-10-01 21:11:17.657425] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9670] 1759367477657308, 24.5941, 0.0737179, -0.307312, -1.27727, -0.939625, -0.0163522, 0.0321944, 0.340296, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.661943] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9672] 1759367477661851, 24.5986, 0.0737179, -0.307312, -1.27727, -0.939625, -0.0163522, 0.0321944, 0.340296, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.664640] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9673] 1759367477664526, 24.6013, 0.0710905, -0.305872, -1.27673, -0.93938, -0.0146992, 0.0332448, 0.340945, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.666968] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9674] 1759367477666848, 24.6036, 0.0710905, -0.305872, -1.27673, -0.93938, -0.0146992, 0.0332448, 0.340945, -0.262742, 0.144023, 0.0541931, -0.388145, 0.0853933, 0.152528, 
[2025-10-01 21:11:17.670834] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9675] 1759367477670747, 24.6075, 0.0710905, -0.305872, -1.27673, -0.93938, -0.0146992, 0.0332448, 0.340945, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.672952] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9677] 1759367477672833, 24.6096, 0.0684742, -0.304443, -1.27618, -0.939167, -0.0130056, 0.0342415, 0.341501, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.675235] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9678] 1759367477675120, 24.6119, 0.0684742, -0.304443, -1.27618, -0.939167, -0.0130056, 0.0342415, 0.341501, -0.261627, 0.142947, 0.0551269, -0.391531, 0.0719659, 0.1333, 
[2025-10-01 21:11:17.678801] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9679] 1759367477678682, 24.6154, 0.0684742, -0.304443, -1.27618, -0.939167, -0.0130056, 0.0342415, 0.341501, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.681269] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9681] 1759367477681205, 24.618, 0.0661603, -0.302866, -1.27563, -0.938865, -0.0118023, 0.0352747, 0.342271, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.684022] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9682] 1759367477683904, 24.6206, 0.0661603, -0.302866, -1.27563, -0.938865, -0.0118023, 0.0352747, 0.342271, -0.231386, 0.157663, 0.054418, 628.015, 0.111858, 0.176883, 
[2025-10-01 21:11:17.686496] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9683] 1759367477686385, 24.6231, 0.0661603, -0.302866, -1.27563, -0.938865, -0.0118023, 0.0352747, 0.342271, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.689319] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9684] 1759367477689202, 24.6259, 0.0661603, -0.302866, -1.27563, -0.938865, -0.0118023, 0.0352747, 0.342271, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.693510] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9686] 1759367477693396, 24.6301, 0.0634286, -0.301567, -1.27506, -0.938797, -0.0099135, 0.0356743, 0.342474, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.696259] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9687] 1759367477696145, 24.6329, 0.0634286, -0.301567, -1.27506, -0.938797, -0.0099135, 0.0356743, 0.342474, -0.273178, 0.129857, 0.0572156, -0.384617, -0.0544958, 0.0568867, 
[2025-10-01 21:11:17.699214] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9688] 1759367477699093, 24.6358, 0.0634286, -0.301567, -1.27506, -0.938797, -0.0099135, 0.0356743, 0.342474, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.701669] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9689] 1759367477701534, 24.6383, 0.0610846, -0.300119, -1.27445, -0.938664, -0.00817295, 0.0358966, 0.342863, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.704541] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9691] 1759367477704427, 24.6412, 0.0610846, -0.300119, -1.27445, -0.938664, -0.00817295, 0.0358966, 0.342863, -0.234395, 0.144888, 0.0609358, -0.345945, -0.0780098, 0.0947118, 
[2025-10-01 21:11:17.706992] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9692] 1759367477706870, 24.6436, 0.0610846, -0.300119, -1.27445, -0.938664, -0.00817295, 0.0358966, 0.342863, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.711050] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9693] 1759367477710962, 24.6477, 0.0610846, -0.300119, -1.27445, -0.938664, -0.00817295, 0.0358966, 0.342863, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.713662] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9695] 1759367477713548, 24.6503, 0.0588185, -0.298694, -1.27386, -0.938517, -0.00654532, 0.0362353, 0.343264, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.716356] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9696] 1759367477716245, 24.653, 0.0588185, -0.298694, -1.27386, -0.938517, -0.00654532, 0.0362353, 0.343264, -0.226609, 0.14243, 0.0589347, -0.332737, -0.0486881, 0.0971913, 
[2025-10-01 21:11:17.719361] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9697] 1759367477719237, 24.656, 0.0588185, -0.298694, -1.27386, -0.938517, -0.00654532, 0.0362353, 0.343264, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.721921] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9698] 1759367477721833, 24.6586, 0.0566362, -0.297254, -1.27328, -0.93829, -0.00510116, 0.0367399, 0.343856, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.726900] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9700] 1759367477726801, 24.6635, 0.0566362, -0.297254, -1.27328, -0.93829, -0.00510116, 0.0367399, 0.343856, -0.218235, 0.144042, 0.0578898, -0.31116, 0, 0.13817, 
[2025-10-01 21:11:17.729983] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9701] 1759367477729861, 24.6666, 0.0566362, -0.297254, -1.27328, -0.93829, -0.00510116, 0.0367399, 0.343856, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.732418] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9703] 1759367477732303, 24.669, 0.054391, -0.295859, -1.27275, -0.938065, -0.00395915, 0.037522, 0.3444, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.735587] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9704] 1759367477735477, 24.6722, 0.054391, -0.295859, -1.27275, -0.938065, -0.00395915, 0.037522, 0.3444, -0.224514, 0.139503, 0.0536306, -0.273204, 0.0671372, 0.128323, 
[2025-10-01 21:11:17.737931] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9705] 1759367477737817, 24.6746, 0.054391, -0.295859, -1.27275, -0.938065, -0.00395915, 0.037522, 0.3444, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.741985] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9707] 1759367477741872, 24.6786, 0.0522275, -0.294478, -1.27221, -0.937879, -0.00303969, 0.0382986, 0.344828, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.744798] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9708] 1759367477744677, 24.6814, 0.0522275, -0.294478, -1.27221, -0.937879, -0.00303969, 0.0382986, 0.344828, -0.216348, 0.138104, 0.0533004, -0.230169, 0.0814326, 0.102419, 
[2025-10-01 21:11:17.747395] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9709] 1759367477747277, 24.684, 0.0522275, -0.294478, -1.27221, -0.937879, -0.00303969, 0.0382986, 0.344828, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.750061] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9710] 1759367477749938, 24.6867, 0.0522275, -0.294478, -1.27221, -0.937879, -0.00303969, 0.0382986, 0.344828, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.752638] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9712] 1759367477752552, 24.6893, 0.0501271, -0.293136, -1.27163, -0.93767, -0.00220399, 0.0390639, 0.345317, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.755884] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9713] 1759367477755769, 24.6925, 0.0501271, -0.293136, -1.27163, -0.93767, -0.00220399, 0.0390639, 0.345317, -0.210044, 0.134187, 0.0580911, -0.214219, 0.0847302, 0.115258, 
[2025-10-01 21:11:17.760213] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9714] 1759367477760097, 24.6968, 0.0501271, -0.293136, -1.27163, -0.93767, -0.00220399, 0.0390639, 0.345317, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.762548] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9716] 1759367477762433, 24.6992, 0.0484003, -0.291734, -1.27103, -0.937336, -0.00188494, 0.0400288, 0.346114, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.765329] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9717] 1759367477765212, 24.702, 0.0484003, -0.291734, -1.27103, -0.937336, -0.00188494, 0.0400288, 0.346114, -0.172678, 0.140205, 0.0596908, -0.133681, 0.15699, 0.179654, 
[2025-10-01 21:11:17.767814] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9718] 1759367477767702, 24.7044, 0.0484003, -0.291734, -1.27103, -0.937336, -0.00188494, 0.0400288, 0.346114, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.770530] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9719] 1759367477770445, 24.7072, 0.0462891, -0.290643, -1.27042, -0.937329, -0.000587641, 0.0401089, 0.346129, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.774275] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9721] 1759367477774160, 24.7109, 0.0462891, -0.290643, -1.27042, -0.937329, -0.000587641, 0.0401089, 0.346129, -0.211118, 0.109136, 0.0616798, -0.249529, -0.0750557, 0, 
[2025-10-01 21:11:17.776833] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9722] 1759367477776715, 24.7135, 0.0462891, -0.290643, -1.27042, -0.937329, -0.000587641, 0.0401089, 0.346129, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.779456] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9723] 1759367477779339, 24.7161, 0.0462891, -0.290643, -1.27042, -0.937329, -0.000587641, 0.0401089, 0.346129, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.782088] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9725] 1759367477781973, 24.7187, 0.0448607, -0.289329, -1.26979, -0.937128, -5.80867e-05, 0.040453, 0.346632, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.785043] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9726] 1759367477784873, 24.7216, 0.0448607, -0.289329, -1.26979, -0.937128, -5.80867e-05, 0.040453, 0.346632, -0.142846, 0.131357, 0.0629675, -0.127625, 0, 0.113595, 
[2025-10-01 21:11:17.789336] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9727] 1759367477789221, 24.726, 0.0448607, -0.289329, -1.26979, -0.937128, -5.80867e-05, 0.040453, 0.346632, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.791928] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9729] 1759367477791850, 24.7286, 0.0427752, -0.288164, -1.26929, -0.936914, 0.000468312, 0.0413498, 0.347106, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.794676] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9730] 1759367477794533, 24.7313, 0.0427752, -0.288164, -1.26929, -0.936914, 0.000468312, 0.0413498, 0.347106, -0.208549, 0.116496, 0.0494145, -0.165582, 0.130153, 0.112057, 
[2025-10-01 21:11:17.798829] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9731] 1759367477798713, 24.7355, 0.0427752, -0.288164, -1.26929, -0.936914, 0.000468312, 0.0413498, 0.347106, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.800100] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9732] 1759367477799983, 24.7367, 0.0427752, -0.288164, -1.26929, -0.936914, 0.000468312, 0.0413498, 0.347106, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.802644] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9734] 1759367477802554, 24.7393, 0.0416252, -0.287038, -1.26862, -0.936755, 0.0014822, 0.04127, 0.347541, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.806180] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9735] 1759367477806057, 24.7428, 0.0416252, -0.287038, -1.26862, -0.936755, 0.0014822, 0.04127, 0.347541, -0.114995, 0.112601, 0.0674095, -0.188422, -0.087022, 0.0985384, 
[2025-10-01 21:11:17.809061] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9736] 1759367477808945, 24.7457, 0.0416252, -0.287038, -1.26862, -0.936755, 0.0014822, 0.04127, 0.347541, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.811707] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9738] 1759367477811647, 24.7484, 0.0396353, -0.285928, -1.26799, -0.936705, 0.0020623, 0.0412674, 0.347672, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.814295] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9739] 1759367477814148, 24.7509, 0.0396353, -0.285928, -1.26799, -0.936705, 0.0020623, 0.0412674, 0.347672, -0.198995, 0.110965, 0.0635168, -0.109839, -0.0413932, 0, 
[2025-10-01 21:11:17.816897] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9740] 1759367477816768, 24.7535, 0.0396353, -0.285928, -1.26799, -0.936705, 0.0020623, 0.0412674, 0.347672, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.821299] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9741] 1759367477821212, 24.758, 0.0396353, -0.285928, -1.26799, -0.936705, 0.0020623, 0.0412674, 0.347672, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.824776] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9743] 1759367477824664, 24.7614, 0.0384517, -0.284779, -1.26748, -0.936421, 0.00220907, 0.0423245, 0.34831, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.826475] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9744] 1759367477826366, 24.7631, 0.0384517, -0.284779, -1.26748, -0.936421, 0.00220907, 0.0423245, 0.34831, -0.118358, 0.114937, 0.050339, -0.107121, 0.185688, 0.146776, 
[2025-10-01 21:11:17.829456] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9745] 1759367477829340, 24.7661, 0.0384517, -0.284779, -1.26748, -0.936421, 0.00220907, 0.0423245, 0.34831, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.831910] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9747] 1759367477831792, 24.7685, 0.0365749, -0.283797, -1.26687, -0.936488, 0.00308024, 0.0422234, 0.348136, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.834666] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9748] 1759367477834550, 24.7713, 0.0365749, -0.283797, -1.26687, -0.936488, 0.00308024, 0.0422234, 0.348136, -0.187675, 0.0982161, 0.0611744, -0.155044, -0.0791848, 0, 
[2025-10-01 21:11:17.838086] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9749] 1759367477837971, 24.7747, 0.0365749, -0.283797, -1.26687, -0.936488, 0.00308024, 0.0422234, 0.348136, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.840648] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9750] 1759367477840564, 24.7773, 0.0351568, -0.282741, -1.26628, -0.936414, 0.00354331, 0.0422611, 0.348325, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.843452] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9752] 1759367477843327, 24.7801, 0.0351568, -0.282741, -1.26628, -0.936414, 0.00354331, 0.0422611, 0.348325, -0.141811, 0.105599, 0.059307, -0.0911474, 0, 0.0435531, 
[2025-10-01 21:11:17.845893] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9753] 1759367477845780, 24.7825, 0.0351568, -0.282741, -1.26628, -0.936414, 0.00354331, 0.0422611, 0.348325, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.848782] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9754] 1759367477848666, 24.7854, 0.0351568, -0.282741, -1.26628, -0.936414, 0.00354331, 0.0422611, 0.348325, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.851259] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9756] 1759367477851195, 24.7879, 0.0338564, -0.281721, -1.26575, -0.936198, 0.00385688, 0.0427265, 0.348846, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.858440] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9757] 1759367477858314, 24.7951, 0.0338564, -0.281721, -1.26575, -0.936198, 0.00385688, 0.0427265, 0.348846, -0.130038, 0.101994, 0.0526933, -0.0959635, 0.063248, 0.117749, 
[2025-10-01 21:11:17.859134] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9758] 1759367477859018, 24.7958, 0.0338564, -0.281721, -1.26575, -0.936198, 0.00385688, 0.0427265, 0.348846, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.861076] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9760] 1759367477861020, 24.7978, 0.0326593, -0.280752, -1.26517, -0.93609, 0.00425326, 0.0427107, 0.349132, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.863996] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9761] 1759367477863870, 24.8006, 0.0326593, -0.280752, -1.26517, -0.93609, 0.00425326, 0.0427107, 0.349132, -0.119711, 0.0969214, 0.058397, -0.0756502, 0, 0.0635982, 
[2025-10-01 21:11:17.866405] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9762] 1759367477866291, 24.803, 0.0326593, -0.280752, -1.26517, -0.93609, 0.00425326, 0.0427107, 0.349132, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.869992] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9763] 1759367477869876, 24.8066, 0.0326593, -0.280752, -1.26517, -0.93609, 0.00425326, 0.0427107, 0.349132, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.872446] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9765] 1759367477872373, 24.8091, 0.0319153, -0.279716, -1.26445, -0.936018, 0.00472754, 0.0416563, 0.349445, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.875464] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9766] 1759367477875349, 24.8121, 0.0319153, -0.279716, -1.26445, -0.936018, 0.00472754, 0.0416563, 0.349445, -0.0744072, 0.103564, 0.0716945, 0, -0.232076, 0.0598788, 
[2025-10-01 21:11:17.878075] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9767] 1759367477877960, 24.8147, 0.0319153, -0.279716, -1.26445, -0.936018, 0.00472754, 0.0416563, 0.349445, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.880574] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9768] 1759367477880459, 24.8172, 0.030585, -0.278958, -1.26388, -0.936063, 0.00536139, 0.0415187, 0.349334, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.884984] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9770] 1759367477884822, 24.8216, 0.030585, -0.278958, -1.26388, -0.936063, 0.00536139, 0.0415187, 0.349334, -0.133028, 0.0758512, 0.0570867, -0.108361, -0.0697598, 0, 
[2025-10-01 21:11:17.887369] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9771] 1759367477887254, 24.824, 0.030585, -0.278958, -1.26388, -0.936063, 0.00536139, 0.0415187, 0.349334, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.890219] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9772] 1759367477890099, 24.8268, 0.030585, -0.278958, -1.26388, -0.936063, 0.00536139, 0.0415187, 0.349334, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.892487] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9774] 1759367477892413, 24.8292, 0.0302292, -0.278461, -1.26375, -0.936009, 0.00536482, 0.0413939, 0.349494, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.895595] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9775] 1759367477895473, 24.8322, 0.0302292, -0.278461, -1.26375, -0.936009, 0.00536482, 0.0413939, 0.349494, -0.0355788, 0.0496139, 0.0124054, 0, 0, 0, 
[2025-10-01 21:11:17.899877] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9776] 1759367477899765, 24.8365, 0.0302292, -0.278461, -1.26375, -0.936009, 0.00536482, 0.0413939, 0.349494, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.902406] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9778] 1759367477902289, 24.839, 0.0295249, -0.277643, -1.26323, -0.935896, 0.00534, 0.0415295, 0.349778, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.905163] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9779] 1759367477905051, 24.8418, 0.0295249, -0.277643, -1.26323, -0.935896, 0.00534, 0.0415295, 0.349778, -0.0704311, 0.0818739, 0.0525782, 0, 0, 0.0619411, 
[2025-10-01 21:11:17.908204] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9780] 1759367477908088, 24.8448, 0.0295249, -0.277643, -1.26323, -0.935896, 0.00534, 0.0415295, 0.349778, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.910550] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9781] 1759367477910465, 24.8472, 0.0286033, -0.276775, -1.26258, -0.935937, 0.0055274, 0.0405357, 0.349783, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.915197] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9783] 1759367477915071, 24.8518, 0.0286033, -0.276775, -1.26258, -0.935937, 0.0055274, 0.0405357, 0.349783, -0.0921628, 0.0867734, 0.0651015, 0.0350475, -0.199338, 0, 
[2025-10-01 21:11:17.917694] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9784] 1759367477917578, 24.8543, 0.0286033, -0.276775, -1.26258, -0.935937, 0.0055274, 0.0405357, 0.349783, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.920443] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9785] 1759367477920325, 24.8571, 0.0277995, -0.276194, -1.26197, -0.936099, 0.00657133, 0.0394656, 0.349454, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.923289] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9787] 1759367477923168, 24.8599, 0.0277995, -0.276194, -1.26197, -0.936099, 0.00657133, 0.0394656, 0.349454, -0.0803712, 0.0580735, 0.0604149, -0.117779, -0.272305, -0.0743806, 
[2025-10-01 21:11:17.925870] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9788] 1759367477925761, 24.8625, 0.0277995, -0.276194, -1.26197, -0.936099, 0.00657133, 0.0394656, 0.349454, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.928761] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9789] 1759367477928642, 24.8654, 0.0277995, -0.276194, -1.26197, -0.936099, 0.00657133, 0.0394656, 0.349454, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.932475] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9791] 1759367477932369, 24.8691, 0.0270447, -0.275499, -1.26156, -0.935874, 0.00636376, 0.0397642, 0.350026, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.935190] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9792] 1759367477935074, 24.8718, 0.0270447, -0.275499, -1.26156, -0.935874, 0.00636376, 0.0397642, 0.350026, -0.075485, 0.0695216, 0.041093, 0, 0.0680566, 0.123996, 
[2025-10-01 21:11:17.937802] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9793] 1759367477937686, 24.8744, 0.0270447, -0.275499, -1.26156, -0.935874, 0.00636376, 0.0397642, 0.350026, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.940588] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9794] 1759367477940471, 24.8772, 0.0265732, -0.274771, -1.261, -0.935776, 0.00637976, 0.0392642, 0.350345, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.943548] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9796] 1759367477943435, 24.8802, 0.0265732, -0.274771, -1.261, -0.935776, 0.00637976, 0.0392642, 0.350345, -0.0471491, 0.072838, 0.0561924, 0, -0.096105, 0.063628, 
[2025-10-01 21:11:17.947885] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9797] 1759367477947767, 24.8845, 0.0265732, -0.274771, -1.261, -0.935776, 0.00637976, 0.0392642, 0.350345, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:17.950528] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [9798] 1759367477950442, 24.8872, 0.0259871, -0.274249, -1.26029, -0.936024, 0.00732153, 0.03728, 0.349879, 0, 0, 0, 0, 0, 0, 
