[2025-10-01 20:48:16.811296] [0x0000007fa26517c0] [MocapTag] [0x00006aa9] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-01 20:48:16.815268] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [3] 1759366096815084, 2.84604, 0.015652, -0.367511, -0.310901, -0.999938, -0.00952664, 0.00342531, -0.00462151, -0.0052518, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.819465] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [5] 1759366096819345, 2.8503, 0.015652, -0.367511, -0.310901, -0.999938, -0.00952664, 0.00342531, -0.00462151, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.822591] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [7] 1759366096822473, 2.85343, 0.0157238, -0.367521, -0.310892, -0.999937, -0.00954323, 0.00359046, -0.00463099, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.824715] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [8] 1759366096824592, 2.85555, 0.0157238, -0.367521, -0.310892, -0.999937, -0.00954323, 0.00359046, -0.00463099, 0.00717458, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.827334] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [9] 1759366096827218, 2.85818, 0.0157238, -0.367521, -0.310892, -0.999937, -0.00954323, 0.00359046, -0.00463099, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.830076] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [10] 1759366096829954, 2.86091, 0.0155063, -0.36762, -0.311197, -0.999942, -0.00876669, 0.00259434, -0.00567946, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.833791] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [12] 1759366096833677, 2.86463, 0.0155063, -0.36762, -0.311197, -0.999942, -0.00876669, 0.00259434, -0.00567946, -0.0217449, -0.00987105, -0.0305344, -0.155711, -0.20033, -0.207384, 
[2025-10-01 20:48:16.836253] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13] 1759366096836142, 2.8671, 0.0155063, -0.36762, -0.311197, -0.999942, -0.00876669, 0.00259434, -0.00567946, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.838781] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [14] 1759366096838674, 2.86963, 0.0155063, -0.36762, -0.311197, -0.999942, -0.00876669, 0.00259434, -0.00567946, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.841402] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [16] 1759366096841294, 2.87225, 0.0158632, -0.367395, -0.311051, -0.999935, -0.00957431, 0.00322291, -0.00526568, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.844138] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [17] 1759366096844024, 2.87498, 0.0158632, -0.367395, -0.311051, -0.999935, -0.00957431, 0.00322291, -0.00526568, 0.0356923, 0.0224389, 0.0146709, 0.161982, 0.125579, 0.0811346, 
[2025-10-01 20:48:16.846532] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [18] 1759366096846429, 2.87739, 0.0158632, -0.367395, -0.311051, -0.999935, -0.00957431, 0.00322291, -0.00526568, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.849970] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [19] 1759366096849853, 2.88081, 0.0158632, -0.367395, -0.311051, -0.999935, -0.00957431, 0.00322291, -0.00526568, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.852597] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [21] 1759366096852452, 2.88341, 0.0159136, -0.367399, -0.31104, -0.999934, -0.00966141, 0.00336217, -0.00524786, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.855122] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [22] 1759366096854964, 2.88592, 0.0159136, -0.367399, -0.31104, -0.999934, -0.00966141, 0.00336217, -0.00524786, 0.00503884, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.858906] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [23] 1759366096858793, 2.88975, 0.0159136, -0.367399, -0.31104, -0.999934, -0.00966141, 0.00336217, -0.00524786, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.861440] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [25] 1759366096861362, 2.89232, 0.0155362, -0.367132, -0.310555, -0.999928, -0.00995282, 0.0038685, -0.00545188, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.866223] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [26] 1759366096866110, 2.89707, 0.0155362, -0.367132, -0.310555, -0.999928, -0.00995282, 0.0038685, -0.00545188, -0.0377424, 0.0266913, 0.0484946, 0.0589848, 0.100546, -0.0420112, 
[2025-10-01 20:48:16.868892] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [27] 1759366096868787, 2.89974, 0.0155362, -0.367132, -0.310555, -0.999928, -0.00995282, 0.0038685, -0.00545188, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.871439] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [29] 1759366096871362, 2.90232, 0.0156056, -0.367122, -0.310536, -0.999927, -0.0100204, 0.00404123, -0.00543457, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.874224] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [30] 1759366096874112, 2.90507, 0.0156056, -0.367122, -0.310536, -0.999927, -0.0100204, 0.00404123, -0.00543457, 0.00693994, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.876888] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [31] 1759366096876725, 2.90768, 0.0156056, -0.367122, -0.310536, -0.999927, -0.0100204, 0.00404123, -0.00543457, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.881379] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [33] 1759366096881280, 2.91224, 0.0156056, -0.367122, -0.310536, -0.999927, -0.0100204, 0.00404123, -0.00543457, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.884135] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [34] 1759366096884025, 2.91498, 0.0155686, -0.36714, -0.310554, -0.999928, -0.00997041, 0.00400024, -0.00543629, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.886967] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [35] 1759366096886861, 2.91782, 0.0155686, -0.36714, -0.310554, -0.999928, -0.00997041, 0.00400024, -0.00543629, -0.00369669, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.889674] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [36] 1759366096889569, 2.92053, 0.0155686, -0.36714, -0.310554, -0.999928, -0.00997041, 0.00400024, -0.00543629, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.892449] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [38] 1759366096892337, 2.92329, 0.0157141, -0.367013, -0.310659, -0.999925, -0.0099924, 0.00375275, -0.00597421, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.897023] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [39] 1759366096896906, 2.92786, 0.0157141, -0.367013, -0.310659, -0.999925, -0.0099924, 0.00375275, -0.00597421, 0.0145431, 0.0127333, -0.0104667, 0, -0.0505973, -0.107102, 
[2025-10-01 20:48:16.899692] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [40] 1759366096899586, 2.93054, 0.0157141, -0.367013, -0.310659, -0.999925, -0.0099924, 0.00375275, -0.00597421, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.902297] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [42] 1759366096902184, 2.93314, 0.0158046, -0.366988, -0.310683, -0.999923, -0.0101451, 0.0038833, -0.00604199, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.905103] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [43] 1759366096904990, 2.93595, 0.0158046, -0.366988, -0.310683, -0.999923, -0.0101451, 0.0038833, -0.00604199, 0.00905431, 0.00245545, -0.00238055, 0, 0, 0, 
[2025-10-01 20:48:16.908927] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [44] 1759366096908822, 2.93978, 0.0158046, -0.366988, -0.310683, -0.999923, -0.0101451, 0.0038833, -0.00604199, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.910271] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [45] 1759366096910134, 2.94109, 0.0157201, -0.367019, -0.310696, -0.999925, -0.0100194, 0.00372372, -0.00599907, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.914031] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [47] 1759366096913921, 2.94488, 0.0157201, -0.367019, -0.310696, -0.999925, -0.0100194, 0.00372372, -0.00599907, -0.00845027, -0.00312843, 0, 0, 0, 0, 
[2025-10-01 20:48:16.916569] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [48] 1759366096916459, 2.94742, 0.0157201, -0.367019, -0.310696, -0.999925, -0.0100194, 0.00372372, -0.00599907, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.919926] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [49] 1759366096919810, 2.95077, 0.0157201, -0.367019, -0.310696, -0.999925, -0.0100194, 0.00372372, -0.00599907, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.922265] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [51] 1759366096922153, 2.95311, 0.0157532, -0.366994, -0.310688, -0.999924, -0.0100855, 0.00380073, -0.00599934, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.925118] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [52] 1759366096925006, 2.95596, 0.0157532, -0.366994, -0.310688, -0.999924, -0.0100855, 0.00380073, -0.00599934, 0.00330906, 0.00254025, 0, 0, 0, 0, 
[2025-10-01 20:48:16.929451] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [53] 1759366096929341, 2.9603, 0.0157532, -0.366994, -0.310688, -0.999924, -0.0100855, 0.00380073, -0.00599934, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.932034] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [55] 1759366096931920, 2.96288, 0.01582, -0.367014, -0.310709, -0.999923, -0.0100883, 0.00392657, -0.00604328, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.934665] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [56] 1759366096934558, 2.96552, 0.01582, -0.367014, -0.310709, -0.999923, -0.0100883, 0.00392657, -0.00604328, 0.00667811, -0.00203028, -0.00209497, 0, 0, 0, 
[2025-10-01 20:48:16.937211] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [57] 1759366096937103, 2.96806, 0.01582, -0.367014, -0.310709, -0.999923, -0.0100883, 0.00392657, -0.00604328, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.939876] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [58] 1759366096939773, 2.97073, 0.015776, -0.367021, -0.310727, -0.999924, -0.0101122, 0.00378538, -0.00602702, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.942557] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [60] 1759366096942439, 2.9734, 0.015776, -0.367021, -0.310727, -0.999924, -0.0101122, 0.00378538, -0.00602702, -0.00439382, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.945077] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [61] 1759366096944966, 2.97592, 0.015776, -0.367021, -0.310727, -0.999924, -0.0101122, 0.00378538, -0.00602702, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.947687] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [62] 1759366096947570, 2.97853, 0.015776, -0.367021, -0.310727, -0.999924, -0.0101122, 0.00378538, -0.00602702, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.950275] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [63] 1759366096950186, 2.98114, 0.0158148, -0.367009, -0.310735, -0.999923, -0.010146, 0.00383843, -0.00608552, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.952961] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [65] 1759366096952851, 2.98381, 0.0158148, -0.367009, -0.310735, -0.999923, -0.010146, 0.00383843, -0.00608552, 0.00388096, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.955435] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [66] 1759366096955326, 2.98628, 0.0158148, -0.367009, -0.310735, -0.999923, -0.010146, 0.00383843, -0.00608552, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.958152] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [67] 1759366096958047, 2.98901, 0.0158148, -0.367009, -0.310735, -0.999923, -0.010146, 0.00383843, -0.00608552, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.961495] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [69] 1759366096961377, 2.99234, 0.0156164, -0.367132, -0.310553, -0.999927, -0.00999164, 0.00410195, -0.00544632, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.964237] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [70] 1759366096964123, 2.99508, 0.0156164, -0.367132, -0.310553, -0.999927, -0.00999164, 0.00410195, -0.00544632, -0.0198481, -0.0123122, 0.0181624, 0, 0.054171, 0.127425, 
[2025-10-01 20:48:16.966735] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [71] 1759366096966621, 2.99758, 0.0156164, -0.367132, -0.310553, -0.999927, -0.00999164, 0.00410195, -0.00544632, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.969444] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [72] 1759366096969334, 3.00029, 0.0156164, -0.367132, -0.310553, -0.999927, -0.00999164, 0.00410195, -0.00544632, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.972075] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [74] 1759366096971958, 3.00292, 0.0155704, -0.367139, -0.310552, -0.999928, -0.00993541, 0.00395977, -0.00542986, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.976416] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [75] 1759366096976305, 3.00726, 0.0155704, -0.367139, -0.310552, -0.999928, -0.00993541, 0.00395977, -0.00542986, -0.00459756, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.979167] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [76] 1759366096979061, 3.01002, 0.0155704, -0.367139, -0.310552, -0.999928, -0.00993541, 0.00395977, -0.00542986, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.981704] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [78] 1759366096981595, 3.01255, 0.0156104, -0.367123, -0.310544, -0.999927, -0.0100168, 0.00408254, -0.00541902, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.984491] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [79] 1759366096984379, 3.01534, 0.0156104, -0.367123, -0.310544, -0.999927, -0.0100168, 0.00408254, -0.00541902, 0.00400135, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.987066] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [80] 1759366096986958, 3.01792, 0.0156104, -0.367123, -0.310544, -0.999927, -0.0100168, 0.00408254, -0.00541902, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.989716] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [81] 1759366096989607, 3.02056, 0.0156104, -0.367123, -0.310544, -0.999927, -0.0100168, 0.00408254, -0.00541902, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.992458] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [83] 1759366096992348, 3.02331, 0.015581, -0.367153, -0.310574, -0.999928, -0.00992856, 0.00400765, -0.0054565, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:16.995312] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [84] 1759366096995202, 3.02616, 0.015581, -0.367153, -0.310574, -0.999928, -0.00992856, 0.00400765, -0.0054565, -0.00294412, -0.00295706, -0.00303004, 0, 0, 0, 
[2025-10-01 20:48:16.997778] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [85] 1759366096997672, 3.02863, 0.015581, -0.367153, -0.310574, -0.999928, -0.00992856, 0.00400765, -0.0054565, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.000295] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [86] 1759366097000211, 3.03117, 0.015572, -0.367133, -0.310608, -0.999928, -0.00996871, 0.0039517, -0.00541163, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.003284] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [88] 1759366097003172, 3.03413, 0.015572, -0.367133, -0.310608, -0.999928, -0.00996871, 0.0039517, -0.00541163, 0, 0, -0.00345053, 0, 0, 0, 
[2025-10-01 20:48:17.005667] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [89] 1759366097005555, 3.03651, 0.015572, -0.367133, -0.310608, -0.999928, -0.00996871, 0.0039517, -0.00541163, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.010270] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [90] 1759366097010183, 3.04114, 0.0158325, -0.367019, -0.31071, -0.999922, -0.0102098, 0.00395485, -0.00594324, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.012840] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [92] 1759366097012729, 3.04369, 0.0158325, -0.367019, -0.31071, -0.999922, -0.0102098, 0.00395485, -0.00594324, 0.0260538, 0.0114347, -0.010101, 0.0486374, 0, -0.106515, 
[2025-10-01 20:48:17.015583] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [93] 1759366097015471, 3.04643, 0.0158325, -0.367019, -0.31071, -0.999922, -0.0102098, 0.00395485, -0.00594324, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.018281] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [94] 1759366097018172, 3.04913, 0.0158325, -0.367019, -0.31071, -0.999922, -0.0102098, 0.00395485, -0.00594324, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.020891] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [96] 1759366097020836, 3.05179, 0.0157387, -0.367027, -0.310655, -0.999925, -0.0100054, 0.00391203, -0.0059037, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.027500] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [97] 1759366097027374, 3.05833, 0.0157387, -0.367027, -0.310655, -0.999925, -0.0100054, 0.00391203, -0.0059037, -0.00937935, 0, 0.00547596, -0.0409603, 0, 0, 
[2025-10-01 20:48:17.028116] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [98] 1759366097028027, 3.05898, 0.0157387, -0.367027, -0.310655, -0.999925, -0.0100054, 0.00391203, -0.0059037, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.029652] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [99] 1759366097029544, 3.0605, 0.0157387, -0.367027, -0.310655, -0.999925, -0.0100054, 0.00391203, -0.0059037, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.032353] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [101] 1759366097032237, 3.06319, 0.0157807, -0.366993, -0.310673, -0.999924, -0.0100391, 0.00381537, -0.00607683, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.035237] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [102] 1759366097035122, 3.06608, 0.0157807, -0.366993, -0.310673, -0.999924, -0.0100391, 0.00381537, -0.00607683, 0.00419587, 0.00344056, 0, 0, 0, 0, 
[2025-10-01 20:48:17.039544] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [103] 1759366097039434, 3.07039, 0.0157807, -0.366993, -0.310673, -0.999924, -0.0100391, 0.00381537, -0.00607683, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.042165] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [105] 1759366097042053, 3.07301, 0.0158407, -0.366979, -0.310664, -0.999922, -0.0101989, 0.00393618, -0.00606074, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.044970] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [106] 1759366097044859, 3.07582, 0.0158407, -0.366979, -0.310664, -0.999922, -0.0101989, 0.00393618, -0.00606074, 0.00600165, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.047539] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [107] 1759366097047431, 3.07839, 0.0158407, -0.366979, -0.310664, -0.999922, -0.0101989, 0.00393618, -0.00606074, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.050255] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [108] 1759366097050112, 3.08107, 0.0158317, -0.366995, -0.310707, -0.999923, -0.0101679, 0.00387078, -0.00604996, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.053107] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [110] 1759366097052993, 3.08395, 0.0158317, -0.366995, -0.310707, -0.999923, -0.0101679, 0.00387078, -0.00604996, 0, 0, -0.00434594, 0, 0, 0, 
[2025-10-01 20:48:17.056201] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [111] 1759366097056089, 3.08705, 0.0158317, -0.366995, -0.310707, -0.999923, -0.0101679, 0.00387078, -0.00604996, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.058910] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [112] 1759366097058802, 3.08976, 0.0158317, -0.366995, -0.310707, -0.999923, -0.0101679, 0.00387078, -0.00604996, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.063045] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [114] 1759366097062928, 3.09389, 0.0155999, -0.367118, -0.310544, -0.999927, -0.00999464, 0.00404237, -0.00545056, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.064440] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [115] 1759366097064327, 3.09529, 0.0155999, -0.367118, -0.310544, -0.999927, -0.00999464, 0.00404237, -0.00545056, -0.0231794, -0.0122915, 0.0162772, -0.0349283, 0.0357278, 0.119667, 
[2025-10-01 20:48:17.066945] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [116] 1759366097066798, 3.09776, 0.0155999, -0.367118, -0.310544, -0.999927, -0.00999464, 0.00404237, -0.00545056, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.069523] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [117] 1759366097069417, 3.10038, 0.0155999, -0.367118, -0.310544, -0.999927, -0.00999464, 0.00404237, -0.00545056, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.074083] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [119] 1759366097073971, 3.10493, 0.0156193, -0.367119, -0.310557, -0.999927, -0.0100143, 0.004091, -0.00541199, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.076934] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [120] 1759366097076796, 3.10775, 0.0156193, -0.367119, -0.310557, -0.999927, -0.0100143, 0.004091, -0.00541199, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.079523] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [121] 1759366097079415, 3.11037, 0.0156193, -0.367119, -0.310557, -0.999927, -0.0100143, 0.004091, -0.00541199, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.082289] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [123] 1759366097082177, 3.11314, 0.0155685, -0.367126, -0.310585, -0.999928, -0.00996772, 0.00399267, -0.00543902, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.086715] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [124] 1759366097086604, 3.11756, 0.0155685, -0.367126, -0.310585, -0.999928, -0.00996772, 0.00399267, -0.00543902, -0.00508032, 0, -0.00284179, 0, 0, 0, 
[2025-10-01 20:48:17.089676] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [125] 1759366097089569, 3.12053, 0.0155685, -0.367126, -0.310585, -0.999928, -0.00996772, 0.00399267, -0.00543902, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.092279] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [127] 1759366097092165, 3.12312, 0.015762, -0.367009, -0.310654, -0.999924, -0.0100256, 0.00397342, -0.00590611, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.094966] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [128] 1759366097094853, 3.12581, 0.015762, -0.367009, -0.310654, -0.999924, -0.0100256, 0.00397342, -0.00590611, 0.0193473, 0.0117245, -0.00692231, 0, 0, -0.0934237, 
[2025-10-01 20:48:17.097943] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [129] 1759366097097833, 3.12879, 0.015762, -0.367009, -0.310654, -0.999924, -0.0100256, 0.00397342, -0.00590611, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.102108] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [131] 1759366097101996, 3.13295, 0.0157237, -0.367022, -0.310668, -0.999925, -0.010003, 0.00391138, -0.0058858, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.104979] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [132] 1759366097104867, 3.13583, 0.0157237, -0.367022, -0.310668, -0.999925, -0.010003, 0.00391138, -0.0058858, -0.00382677, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.107563] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [133] 1759366097107454, 3.13841, 0.0157237, -0.367022, -0.310668, -0.999925, -0.010003, 0.00391138, -0.0058858, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.110201] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [134] 1759366097110049, 3.14101, 0.0157246, -0.367021, -0.310685, -0.999925, -0.00996942, 0.00382955, -0.00595859, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.113197] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [136] 1759366097113077, 3.14404, 0.0157246, -0.367021, -0.310685, -0.999925, -0.00996942, 0.00382955, -0.00595859, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:17.117329] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [137] 1759366097117218, 3.14818, 0.0157246, -0.367021, -0.310685, -0.999925, -0.00996942, 0.00382955, -0.00595859, 0, 0, 0, 0, 0, 0, 
