[2025-10-01 20:48:16.811296] [0x0000007fa26517c0] [MocapTag] [0x00006aa9] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-01 20:48:22.505043] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2507] 1759366102504930, 8.53589, 0.01599, -0.367356, -0.311126, -0.999934, -0.00956117, 0.00341144, -0.00532207, 0, 0.00334957, -0.00731876, 0, 0, 0, 
[2025-10-01 20:48:22.507489] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2508] 1759366102507380, 8.53834, 0.01599, -0.367356, -0.311126, -0.999934, -0.00956117, 0.00341144, -0.00532207, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.509983] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2509] 1759366102509873, 8.54083, 0.0159144, -0.367403, -0.311068, -0.999936, -0.0095015, 0.00353016, -0.00504792, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.512920] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2511] 1759366102512808, 8.54377, 0.0159144, -0.367403, -0.311068, -0.999936, -0.0095015, 0.00353016, -0.00504792, -0.00755747, -0.00464438, 0.00579949, 0, 0, 0.0546426, 
[2025-10-01 20:48:22.515388] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2512] 1759366102515277, 8.54623, 0.0159144, -0.367403, -0.311068, -0.999936, -0.0095015, 0.00353016, -0.00504792, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.518635] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2513] 1759366102518519, 8.54948, 0.0159144, -0.367403, -0.311068, -0.999936, -0.0095015, 0.00353016, -0.00504792, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.521814] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2515] 1759366102521699, 8.55266, 0.0159805, -0.367377, -0.311126, -0.999934, -0.00963281, 0.00346562, -0.0052514, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.524058] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2516] 1759366102523940, 8.5549, 0.0159805, -0.367377, -0.311126, -0.999934, -0.00963281, 0.00346562, -0.0052514, 0.00660487, 0.00259733, -0.00582143, 0, 0, -0.0406616, 
[2025-10-01 20:48:22.526535] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2517] 1759366102526423, 8.55738, 0.0159805, -0.367377, -0.311126, -0.999934, -0.00963281, 0.00346562, -0.0052514, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.529268] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2518] 1759366102529159, 8.56012, 0.0159805, -0.367377, -0.311126, -0.999934, -0.00963281, 0.00346562, -0.0052514, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.533594] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2520] 1759366102533441, 8.5644, 0.0160014, -0.367373, -0.311081, -0.999934, -0.0096188, 0.00345682, -0.00528208, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.536328] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2521] 1759366102536215, 8.56717, 0.0160014, -0.367373, -0.311081, -0.999934, -0.0096188, 0.00345682, -0.00528208, 0.00209405, 0, 0.00456319, 0, 0, 0, 
[2025-10-01 20:48:22.539000] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2522] 1759366102538890, 8.56985, 0.0160014, -0.367373, -0.311081, -0.999934, -0.0096188, 0.00345682, -0.00528208, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.541557] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2524] 1759366102541463, 8.57242, 0.0160215, -0.367372, -0.311052, -0.999934, -0.00958459, 0.00354181, -0.00527631, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.544559] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2525] 1759366102544449, 8.57541, 0.0160215, -0.367372, -0.311052, -0.999934, -0.00958459, 0.00354181, -0.00527631, 0.00200638, 0, 0.00281847, 0, 0, 0, 
[2025-10-01 20:48:22.547042] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2526] 1759366102546934, 8.57789, 0.0160215, -0.367372, -0.311052, -0.999934, -0.00958459, 0.00354181, -0.00527631, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.550479] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2527] 1759366102550364, 8.58132, 0.0160215, -0.367372, -0.311052, -0.999934, -0.00958459, 0.00354181, -0.00527631, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.552958] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2529] 1759366102552847, 8.5838, 0.0157981, -0.367496, -0.310905, -0.999937, -0.00955129, 0.00372888, -0.00463489, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.557028] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2530] 1759366102556918, 8.58788, 0.0157981, -0.367496, -0.310905, -0.999937, -0.00955129, 0.00372888, -0.00463489, -0.0223378, -0.0124579, 0.0147662, 0, 0.0386747, 0.127945, 
[2025-10-01 20:48:22.558500] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2531] 1759366102558389, 8.58935, 0.0157981, -0.367496, -0.310905, -0.999937, -0.00955129, 0.00372888, -0.00463489, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.561159] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2532] 1759366102561066, 8.59202, 0.0159303, -0.36739, -0.311063, -0.999935, -0.00955416, 0.00342045, -0.00522913, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.565683] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2534] 1759366102565570, 8.59653, 0.0159303, -0.36739, -0.311063, -0.999935, -0.00955416, 0.00342045, -0.00522913, 0.0132209, 0.0106531, -0.0157958, 0, -0.0628231, -0.118256, 
[2025-10-01 20:48:22.568431] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2535] 1759366102568321, 8.59928, 0.0159303, -0.36739, -0.311063, -0.999935, -0.00955416, 0.00342045, -0.00522913, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.570901] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2536] 1759366102570811, 8.60177, 0.015949, -0.36735, -0.311119, -0.999934, -0.00959441, 0.00335111, -0.00535992, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.573729] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2538] 1759366102573617, 8.60458, 0.015949, -0.36735, -0.311119, -0.999934, -0.00959441, 0.00335111, -0.00535992, 0, 0.00400595, -0.00563206, 0, 0, 0, 
[2025-10-01 20:48:22.575981] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2539] 1759366102575873, 8.60683, 0.015949, -0.36735, -0.311119, -0.999934, -0.00959441, 0.00335111, -0.00535992, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.578810] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2540] 1759366102578700, 8.60966, 0.015949, -0.36735, -0.311119, -0.999934, -0.00959441, 0.00335111, -0.00535992, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.582377] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2542] 1759366102582259, 8.61322, 0.0158331, -0.367417, -0.311067, -0.999937, -0.00949018, 0.00335109, -0.0050677, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.584972] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2543] 1759366102584858, 8.61582, 0.0158331, -0.367417, -0.311067, -0.999937, -0.00949018, 0.00335109, -0.0050677, -0.0115893, -0.00675397, 0.00524957, 0, 0, 0.0585103, 
[2025-10-01 20:48:22.587743] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2544] 1759366102587634, 8.61859, 0.0158331, -0.367417, -0.311067, -0.999937, -0.00949018, 0.00335109, -0.0050677, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.590406] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2545] 1759366102590288, 8.62125, 0.0159236, -0.367393, -0.311128, -0.999935, -0.00960999, 0.00337143, -0.0051903, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.593203] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2547] 1759366102593089, 8.62405, 0.0159236, -0.367393, -0.311128, -0.999935, -0.00960999, 0.00337143, -0.0051903, 0.00904595, 0.0023929, -0.00617243, 0, 0, 0, 
[2025-10-01 20:48:22.597535] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2548] 1759366102597414, 8.62837, 0.0159236, -0.367393, -0.311128, -0.999935, -0.00960999, 0.00337143, -0.0051903, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.600189] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2549] 1759366102600044, 8.631, 0.0157097, -0.367523, -0.310939, -0.999938, -0.00947155, 0.00358013, -0.00463061, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.603330] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2551] 1759366102603219, 8.63418, 0.0157097, -0.367523, -0.310939, -0.999938, -0.00947155, 0.00358013, -0.00463061, -0.0213844, -0.0129498, 0.0188831, 0, 0.0429447, 0.111631, 
[2025-10-01 20:48:22.605544] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2552] 1759366102605432, 8.63639, 0.0157097, -0.367523, -0.310939, -0.999938, -0.00947155, 0.00358013, -0.00463061, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.608364] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2553] 1759366102608258, 8.63922, 0.0157097, -0.367523, -0.310939, -0.999938, -0.00947155, 0.00358013, -0.00463061, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.611001] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2554] 1759366102610915, 8.64187, 0.015899, -0.367394, -0.311056, -0.999934, -0.00960269, 0.00336972, -0.00523366, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.614430] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2556] 1759366102614316, 8.64527, 0.015899, -0.367394, -0.311056, -0.999934, -0.00960269, 0.00336972, -0.00523366, 0.0189245, 0.0128642, -0.0116593, 0, -0.0433611, -0.120295, 
[2025-10-01 20:48:22.616925] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2557] 1759366102616766, 8.64772, 0.015899, -0.367394, -0.311056, -0.999934, -0.00960269, 0.00336972, -0.00523366, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.619490] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2558] 1759366102619377, 8.65034, 0.015899, -0.367394, -0.311056, -0.999934, -0.00960269, 0.00336972, -0.00523366, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.622118] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2560] 1759366102622007, 8.65297, 0.0157102, -0.367505, -0.310941, -0.999937, -0.00951796, 0.00361284, -0.00462577, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.625255] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2561] 1759366102625139, 8.6561, 0.0157102, -0.367505, -0.310941, -0.999937, -0.00951796, 0.00361284, -0.00462577, -0.0188732, -0.0111302, 0.0115522, 0, 0.0498698, 0.121169, 
[2025-10-01 20:48:22.627422] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2562] 1759366102627311, 8.65827, 0.0157102, -0.367505, -0.310941, -0.999937, -0.00951796, 0.00361284, -0.00462577, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.631648] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2564] 1759366102631571, 8.66253, 0.0158568, -0.367386, -0.311081, -0.999935, -0.00958909, 0.00333588, -0.00515307, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.634618] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2565] 1759366102634504, 8.66546, 0.0158568, -0.367386, -0.311081, -0.999935, -0.00958909, 0.00333588, -0.00515307, 0.0146529, 0.0118878, -0.0140304, 0, -0.0564699, -0.104976, 
[2025-10-01 20:48:22.637044] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2566] 1759366102636934, 8.66789, 0.0158568, -0.367386, -0.311081, -0.999935, -0.00958909, 0.00333588, -0.00515307, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.639733] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2567] 1759366102639626, 8.67058, 0.0158568, -0.367386, -0.311081, -0.999935, -0.00958909, 0.00333588, -0.00515307, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.642382] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2569] 1759366102642266, 8.67322, 0.0158611, -0.367358, -0.311147, -0.999935, -0.00959661, 0.0031613, -0.00532017, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.646427] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2570] 1759366102646313, 8.67727, 0.0158611, -0.367358, -0.311147, -0.999935, -0.00959661, 0.0031613, -0.00532017, 0, 0.0028279, -0.00658119, 0, -0.0352432, 0, 
[2025-10-01 20:48:22.649112] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2571] 1759366102649006, 8.67996, 0.0158611, -0.367358, -0.311147, -0.999935, -0.00959661, 0.0031613, -0.00532017, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.651772] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2573] 1759366102651697, 8.68266, 0.0157728, -0.367418, -0.31108, -0.999937, -0.00947494, 0.00322056, -0.0051061, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.654645] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2574] 1759366102654530, 8.68549, 0.0157728, -0.367418, -0.31108, -0.999937, -0.00947494, 0.00322056, -0.0051061, -0.00882956, -0.00599186, 0.00666343, 0, 0, 0.0427761, 
[2025-10-01 20:48:22.659253] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2575] 1759366102659142, 8.6901, 0.0157728, -0.367418, -0.31108, -0.999937, -0.00947494, 0.00322056, -0.0051061, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.661405] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2577] 1759366102661322, 8.69228, 0.015868, -0.367395, -0.311125, -0.999935, -0.00960036, 0.0032419, -0.00523146, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.664303] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2578] 1759366102664188, 8.69515, 0.015868, -0.367395, -0.311125, -0.999935, -0.00960036, 0.0032419, -0.00523146, 0.00952254, 0.00235343, -0.00445276, 0, 0, 0, 
[2025-10-01 20:48:22.667174] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2579] 1759366102667063, 8.69802, 0.015868, -0.367395, -0.311125, -0.999935, -0.00960036, 0.0032419, -0.00523146, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.669753] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2580] 1759366102669643, 8.7006, 0.015868, -0.367395, -0.311125, -0.999935, -0.00960036, 0.0032419, -0.00523146, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.673414] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2582] 1759366102673302, 8.70426, 0.015858, -0.367388, -0.311092, -0.999935, -0.00960608, 0.00327545, -0.00527868, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.675061] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2583] 1759366102674945, 8.7059, 0.015858, -0.367388, -0.311092, -0.999935, -0.00960608, 0.00327545, -0.00527868, 0, 0, 0.00323584, 0, 0, 0, 
[2025-10-01 20:48:22.678142] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2584] 1759366102678034, 8.70899, 0.015858, -0.367388, -0.311092, -0.999935, -0.00960608, 0.00327545, -0.00527868, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.680890] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2585] 1759366102680799, 8.71176, 0.0158591, -0.367394, -0.311087, -0.999935, -0.00958015, 0.00330441, -0.00525306, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.683836] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2587] 1759366102683724, 8.71468, 0.0158591, -0.367394, -0.311087, -0.999935, -0.00958015, 0.00330441, -0.00525306, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.686246] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2588] 1759366102686136, 8.71709, 0.0158591, -0.367394, -0.311087, -0.999935, -0.00958015, 0.00330441, -0.00525306, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.689146] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2589] 1759366102689036, 8.71999, 0.0158591, -0.367394, -0.311087, -0.999935, -0.00958015, 0.00330441, -0.00525306, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.693524] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2591] 1759366102693376, 8.72433, 0.0156728, -0.367492, -0.310968, -0.999938, -0.00952432, 0.00352103, -0.00458115, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.696213] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2592] 1759366102696100, 8.72706, 0.0156728, -0.367492, -0.310968, -0.999938, -0.00952432, 0.00352103, -0.00458115, -0.0186215, -0.0098145, 0.0119329, 0, 0.0446646, 0.134001, 
[2025-10-01 20:48:22.699128] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2593] 1759366102699019, 8.72998, 0.0156728, -0.367492, -0.310968, -0.999938, -0.00952432, 0.00352103, -0.00458115, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.701664] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2595] 1759366102701581, 8.73254, 0.0158408, -0.367352, -0.311097, -0.999934, -0.00965219, 0.00334898, -0.00521616, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.704327] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2596] 1759366102704213, 8.73517, 0.0158408, -0.367352, -0.311097, -0.999934, -0.00965219, 0.00334898, -0.00521616, 0.0167998, 0.0140066, -0.0128795, 0, -0.0357556, -0.126756, 
[2025-10-01 20:48:22.706737] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2597] 1759366102706632, 8.73759, 0.0158408, -0.367352, -0.311097, -0.999934, -0.00965219, 0.00334898, -0.00521616, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.710057] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2598] 1759366102709947, 8.7409, 0.0158408, -0.367352, -0.311097, -0.999934, -0.00965219, 0.00334898, -0.00521616, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.712710] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2600] 1759366102712598, 8.74356, 0.0156961, -0.3675, -0.310991, -0.999938, -0.00953821, 0.00353089, -0.00459212, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.715571] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2601] 1759366102715448, 8.74641, 0.0156961, -0.3675, -0.310991, -0.999938, -0.00953821, 0.00353089, -0.00459212, -0.0144794, -0.014751, 0.0105579, 0, 0.0376923, 0.124534, 
[2025-10-01 20:48:22.718280] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2602] 1759366102718170, 8.74913, 0.0156961, -0.3675, -0.310991, -0.999938, -0.00953821, 0.00353089, -0.00459212, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.720889] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2603] 1759366102720799, 8.75176, 0.0158262, -0.367404, -0.311069, -0.999937, -0.0094842, 0.00328618, -0.0051224, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.725326] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2605] 1759366102725214, 8.75617, 0.0158262, -0.367404, -0.311069, -0.999937, -0.0094842, 0.00328618, -0.0051224, 0.0130115, 0.00959779, -0.00778217, 0, -0.0498963, -0.105551, 
[2025-10-01 20:48:22.728014] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2606] 1759366102727905, 8.75886, 0.0158262, -0.367404, -0.311069, -0.999937, -0.0094842, 0.00328618, -0.0051224, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.730840] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2607] 1759366102730752, 8.76171, 0.0159029, -0.367396, -0.311088, -0.999934, -0.00960801, 0.00328965, -0.00529927, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.735191] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2609] 1759366102735079, 8.76604, 0.0159029, -0.367396, -0.311088, -0.999934, -0.00960801, 0.00328965, -0.00529927, 0.00766977, 0, 0, 0, 0, -0.0354604, 
[2025-10-01 20:48:22.736165] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2610] 1759366102736050, 8.76701, 0.0159029, -0.367396, -0.311088, -0.999934, -0.00960801, 0.00328965, -0.00529927, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.738872] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2611] 1759366102738764, 8.76972, 0.0159029, -0.367396, -0.311088, -0.999934, -0.00960801, 0.00328965, -0.00529927, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.741795] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2613] 1759366102741712, 8.77267, 0.0158974, -0.367421, -0.311045, -0.999935, -0.00957246, 0.00340442, -0.00516214, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.744587] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2614] 1759366102744474, 8.77543, 0.0158974, -0.367421, -0.311045, -0.999935, -0.00957246, 0.00340442, -0.00516214, 0, -0.00246849, 0.00430979, 0, 0, 0, 
[2025-10-01 20:48:22.747282] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2615] 1759366102747173, 8.77813, 0.0158974, -0.367421, -0.311045, -0.999935, -0.00957246, 0.00340442, -0.00516214, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.749855] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2616] 1759366102749749, 8.78071, 0.0159381, -0.367394, -0.311072, -0.999934, -0.00962082, 0.00342787, -0.00526958, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.752708] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2618] 1759366102752589, 8.78355, 0.0159381, -0.367394, -0.311072, -0.999934, -0.00962082, 0.00342787, -0.00526958, 0.00406808, 0.00264008, -0.00270518, 0, 0, 0, 
[2025-10-01 20:48:22.756673] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2619] 1759366102756560, 8.78752, 0.0159381, -0.367394, -0.311072, -0.999934, -0.00962082, 0.00342787, -0.00526958, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.761965] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2621] 1759366102761833, 8.79279, 0.0159381, -0.367394, -0.311072, -0.999934, -0.00962082, 0.00342787, -0.00526958, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.762531] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2622] 1759366102762455, 8.79341, 0.0157551, -0.367516, -0.31097, -0.999937, -0.00950705, 0.00368533, -0.00461825, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.764703] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2623] 1759366102764590, 8.79555, 0.0157551, -0.367516, -0.31097, -0.999937, -0.00950705, 0.00368533, -0.00461825, -0.0182978, -0.0122007, 0.0101826, 0, 0.0528503, 0.129849, 
[2025-10-01 20:48:22.768270] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2624] 1759366102768159, 8.79912, 0.0157551, -0.367516, -0.31097, -0.999937, -0.00950705, 0.00368533, -0.00461825, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.771393] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2626] 1759366102771306, 8.80226, 0.0159295, -0.367386, -0.311116, -0.999935, -0.00955023, 0.00343913, -0.00520284, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.774320] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2627] 1759366102774208, 8.80517, 0.0159295, -0.367386, -0.311116, -0.999935, -0.00955023, 0.00343913, -0.00520284, 0.0174356, 0.0130582, -0.0146212, 0, -0.0503954, -0.116474, 
[2025-10-01 20:48:22.776784] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2628] 1759366102776672, 8.80763, 0.0159295, -0.367386, -0.311116, -0.999935, -0.00955023, 0.00343913, -0.00520284, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.779756] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2629] 1759366102779646, 8.8106, 0.0159295, -0.367386, -0.311116, -0.999935, -0.00955023, 0.00343913, -0.00520284, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.782596] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2631] 1759366102782479, 8.81344, 0.0157559, -0.367507, -0.310987, -0.999937, -0.00953348, 0.00364013, -0.00459882, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.785457] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2632] 1759366102785343, 8.8163, 0.0157559, -0.367507, -0.310987, -0.999937, -0.00953348, 0.00364013, -0.00459882, -0.0173568, -0.0120965, 0.01291, 0, 0.0413692, 0.120427, 
[2025-10-01 20:48:22.788509] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2633] 1759366102788399, 8.81936, 0.0157559, -0.367507, -0.310987, -0.999937, -0.00953348, 0.00364013, -0.00459882, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.791236] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2635] 1759366102791179, 8.82214, 0.0159448, -0.367399, -0.311029, -0.999935, -0.00951928, 0.00355072, -0.00509575, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:22.794042] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2636] 1759366102793929, 8.82489, 0.0159448, -0.367399, -0.311029, -0.999935, -0.00951928, 0.00355072, -0.00509575, 0.0188916, 0.0108048, -0.00412342, 0, 0, -0.0992017, 
[2025-10-01 20:48:22.796633] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [2637] 1759366102796525, 8.82748, 0.0159448, -0.367399, -0.311029, -0.999935, -0.00951928, 0.00355072, -0.00509575, 0, 0, 0, 0, 0, 0, 
