[2025-10-01 18:45:46.485367] [0x0000007fa00007c0] [MocapTag] [0x00000db6] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-01 18:46:06.841628] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9062] 1759358766841519, 23.0344, -0.749816, 0.171027, -1.34038, -0.993877, 0.065707, -0.0087852, 0.0883976, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.843025] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9063] 1759358766842913, 23.0358, -0.749816, 0.171027, -1.34038, -0.993877, 0.065707, -0.0087852, 0.0883976, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.845711] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9064] 1759358766845598, 23.0385, -0.731565, 0.161486, -1.33704, -0.990273, 0.0544891, -0.00884456, 0.127717, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.849264] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9065] 1759358766849145, 23.042, -0.731565, 0.161486, -1.33704, -0.990273, 0.0544891, -0.00884456, 0.127717, 1.82513, -0.954096, 0.334401, 2.35631, -0.235696, 7.93274, 
[2025-10-01 18:46:06.852031] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9067] 1759358766851917, 23.0448, -0.731565, 0.161486, -1.33704, -0.990273, 0.0544891, -0.00884456, 0.127717, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.854414] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9068] 1759358766854307, 23.0472, -0.718004, 0.15451, -1.33467, -0.990217, 0.0471974, -0.0121309, 0.130751, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.857377] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9069] 1759358766857261, 23.0502, -0.718004, 0.15451, -1.33467, -0.990217, 0.0471974, -0.0121309, 0.130751, 1.35606, -0.697643, 0.23675, 1.54269, -0.493415, 0.606111, 
[2025-10-01 18:46:06.859993] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9070] 1759358766859880, 23.0528, -0.718004, 0.15451, -1.33467, -0.990217, 0.0471974, -0.0121309, 0.130751, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.864997] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9072] 1759358766864883, 23.0578, -0.718004, 0.15451, -1.33467, -0.990217, 0.0471974, -0.0121309, 0.130751, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.867636] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9073] 1759358766867520, 23.0604, -0.704461, 0.147328, -1.33198, -0.990114, 0.0395792, -0.0147875, 0.133753, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.870208] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9074] 1759358766870121, 23.063, -0.704461, 0.147328, -1.33198, -0.990114, 0.0395792, -0.0147875, 0.133753, 1.35428, -0.718148, 0.268811, 1.59338, -0.350621, 0.6143, 
[2025-10-01 18:46:06.872972] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9076] 1759358766872859, 23.0658, -0.704461, 0.147328, -1.33198, -0.990114, 0.0395792, -0.0147875, 0.133753, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.875521] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9077] 1759358766875407, 23.0683, -0.69107, 0.140124, -1.32901, -0.989881, 0.0330935, -0.0169314, 0.136943, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.878416] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9078] 1759358766878297, 23.0712, -0.69107, 0.140124, -1.32901, -0.989881, 0.0330935, -0.0169314, 0.136943, 1.33915, -0.720444, 0.296594, 1.35753, -0.271596, 0.657699, 
[2025-10-01 18:46:06.883619] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9080] 1759358766883498, 23.0764, -0.69107, 0.140124, -1.32901, -0.989881, 0.0330935, -0.0169314, 0.136943, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.885679] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9081] 1759358766885559, 23.0785, -0.677544, 0.132896, -1.32586, -0.989705, 0.0257452, -0.019501, 0.139429, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.888431] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9082] 1759358766888290, 23.0812, -0.677544, 0.132896, -1.32586, -0.989705, 0.0257452, -0.019501, 0.139429, 1.3526, -0.722711, 0.315389, 1.53873, -0.319893, 0.523174, 
[2025-10-01 18:46:06.890903] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9083] 1759358766890842, 23.0837, -0.677544, 0.132896, -1.32586, -0.989705, 0.0257452, -0.019501, 0.139429, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.893566] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9085] 1759358766893449, 23.0863, -0.677544, 0.132896, -1.32586, -0.989705, 0.0257452, -0.019501, 0.139429, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.897576] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9086] 1759358766897456, 23.0904, -0.664212, 0.125579, -1.32254, -0.989467, 0.0185752, -0.0213319, 0.141967, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.900356] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9088] 1759358766900263, 23.0932, -0.664212, 0.125579, -1.32254, -0.989467, 0.0185752, -0.0213319, 0.141967, 1.33314, -0.731751, 0.332174, 1.48439, -0.171054, 0.540841, 
[2025-10-01 18:46:06.903102] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9089] 1759358766902989, 23.0959, -0.664212, 0.125579, -1.32254, -0.989467, 0.0185752, -0.0213319, 0.141967, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.905690] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9090] 1759358766905575, 23.0985, -0.650922, 0.118278, -1.31882, -0.989038, 0.0127342, -0.0229223, 0.145311, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.908568] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9091] 1759358766908449, 23.1013, -0.650922, 0.118278, -1.31882, -0.989038, 0.0127342, -0.0229223, 0.145311, 1.329, -0.730114, 0.3722, 1.21911, -0.15563, 0.702047, 
[2025-10-01 18:46:06.913230] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9093] 1759358766913115, 23.106, -0.650922, 0.118278, -1.31882, -0.989038, 0.0127342, -0.0229223, 0.145311, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.915608] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9094] 1759358766915489, 23.1084, -0.642205, 0.11383, -1.31583, -0.993485, 0.00966475, -0.0258965, 0.110562, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.918474] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9095] 1759358766918356, 23.1113, -0.642205, 0.11383, -1.31583, -0.993485, 0.00966475, -0.0258965, 0.110562, 0.871764, -0.444803, 0.29858, 0.505376, -0.455569, -7.00016, 
[2025-10-01 18:46:06.920939] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9097] 1759358766920818, 23.1137, -0.642205, 0.11383, -1.31583, -0.993485, 0.00966475, -0.0258965, 0.110562, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.923571] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9098] 1759358766923453, 23.1164, -0.642205, 0.11383, -1.31583, -0.993485, 0.00966475, -0.0258965, 0.110562, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.926231] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9099] 1759358766926115, 23.119, -0.628804, 0.106416, -1.31202, -0.99324, 0.00337326, -0.0270908, 0.112827, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.929185] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9100] 1759358766929061, 23.122, -0.628804, 0.106416, -1.31202, -0.99324, 0.00337326, -0.0270908, 0.112827, 1.34008, -0.741342, 0.381421, 1.29085, -0.0985239, 0.490518, 
[2025-10-01 18:46:06.931966] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9102] 1759358766931833, 23.1247, -0.628804, 0.106416, -1.31202, -0.99324, 0.00337326, -0.0270908, 0.112827, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.934416] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9103] 1759358766934305, 23.1272, -0.614889, 0.0993389, -1.30801, -0.99303, -0.00306563, -0.0277109, 0.114519, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.937277] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9104] 1759358766937152, 23.1301, -0.614889, 0.0993389, -1.30801, -0.99303, -0.00306563, -0.0277109, 0.114519, 1.39152, -0.707748, 0.400791, -627.014, 0, 0.376491, 
[2025-10-01 18:46:06.942080] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9106] 1759358766941967, 23.1349, -0.614889, 0.0993389, -1.30801, -0.99303, -0.00306563, -0.0277109, 0.114519, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.944432] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9107] 1759358766944318, 23.1372, -0.614889, 0.0993389, -1.30801, -0.99303, -0.00306563, -0.0277109, 0.114519, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.946758] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9108] 1759358766946644, 23.1395, -0.601969, 0.0915967, -1.30379, -0.992625, -0.00817756, -0.0293895, 0.117324, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.949453] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9109] 1759358766949352, 23.1423, -0.601969, 0.0915967, -1.30379, -0.992625, -0.00817756, -0.0293895, 0.117324, 1.29203, -0.774223, 0.42178, 1.07155, -0.209649, 0.598451, 
[2025-10-01 18:46:06.952205] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9111] 1759358766952093, 23.145, -0.601969, 0.0915967, -1.30379, -0.992625, -0.00817756, -0.0293895, 0.117324, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.954776] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9112] 1759358766954667, 23.1476, -0.588267, 0.0843786, -1.29968, -0.992316, -0.0140931, -0.0301348, 0.119173, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.957649] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9113] 1759358766957531, 23.1504, -0.588267, 0.0843786, -1.29968, -0.992316, -0.0140931, -0.0301348, 0.119173, 1.37016, -0.721807, 0.411441, 1.20459, 0, 0.408794, 
[2025-10-01 18:46:06.960884] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9115] 1759358766960761, 23.1537, -0.588267, 0.0843786, -1.29968, -0.992316, -0.0140931, -0.0301348, 0.119173, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.963461] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9116] 1759358766963349, 23.1562, -0.588267, 0.0843786, -1.29968, -0.992316, -0.0140931, -0.0301348, 0.119173, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.966100] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9117] 1759358766965983, 23.1589, -0.575496, 0.0765466, -1.29534, -0.991838, -0.018697, -0.0318801, 0.122028, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.968887] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9118] 1759358766968770, 23.1617, -0.575496, 0.0765466, -1.29534, -0.991838, -0.018697, -0.0318801, 0.122028, 1.27706, -0.783198, 0.433887, 0.974631, -0.223304, 0.611237, 
[2025-10-01 18:46:06.972839] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9120] 1759358766972726, 23.1656, -0.575496, 0.0765466, -1.29534, -0.991838, -0.018697, -0.0318801, 0.122028, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.974056] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9121] 1759358766973948, 23.1668, -0.557558, 0.0660961, -1.29057, -0.98596, -0.0262441, -0.0336059, 0.161447, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.977109] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9122] 1759358766976991, 23.1699, -0.557558, 0.0660961, -1.29057, -0.98596, -0.0262441, -0.0336059, 0.161447, 1.79385, -1.04505, 0.4772, 1.77865, 0.0884216, 8.02724, 
[2025-10-01 18:46:06.979768] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9123] 1759358766979652, 23.1726, -0.557558, 0.0660961, -1.29057, -0.98596, -0.0262441, -0.0336059, 0.161447, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.982469] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9125] 1759358766982356, 23.1753, -0.557558, 0.0660961, -1.29057, -0.98596, -0.0262441, -0.0336059, 0.161447, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.985065] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9126] 1759358766984952, 23.1779, -0.544647, 0.0585816, -1.28627, -0.985374, -0.0308001, -0.0349505, 0.163912, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.987906] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9127] 1759358766987790, 23.1807, -0.544647, 0.0585816, -1.28627, -0.985374, -0.0308001, -0.0349505, 0.163912, 1.29113, -0.751448, 0.429262, 0.959659, -0.0989363, 0.537422, 
[2025-10-01 18:46:06.992211] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9129] 1759358766992098, 23.185, -0.544647, 0.0585816, -1.28627, -0.985374, -0.0308001, -0.0349505, 0.163912, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.994911] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9130] 1759358766994752, 23.1877, -0.528751, 0.0552671, -1.28076, -0.990662, -0.0372865, -0.0227262, 0.12916, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:06.997701] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9131] 1759358766997581, 23.1905, -0.528751, 0.0552671, -1.28076, -0.990662, -0.0372865, -0.0227262, 0.12916, 1.5896, -0.331448, 0.550887, 0.753736, 2.34122, -7.10929, 
[2025-10-01 18:46:07.000050] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9133] 1759358766999982, 23.1929, -0.528751, 0.0552671, -1.28076, -0.990662, -0.0372865, -0.0227262, 0.12916, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.003004] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9134] 1759358767002890, 23.1958, -0.528751, 0.0552671, -1.28076, -0.990662, -0.0372865, -0.0227262, 0.12916, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.005484] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9135] 1759358767005363, 23.1983, -0.515642, 0.0479204, -1.27662, -0.990217, -0.0415765, -0.0247726, 0.130872, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.009045] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9136] 1759358767008932, 23.2018, -0.515642, 0.0479204, -1.27662, -0.990217, -0.0415765, -0.0247726, 0.130872, 1.31081, -0.734673, 0.41439, 0.912356, -0.278398, 0.380018, 
[2025-10-01 18:46:07.011579] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9138] 1759358767011394, 23.2043, -0.515642, 0.0479204, -1.27662, -0.990217, -0.0415765, -0.0247726, 0.130872, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.014213] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9139] 1759358767014080, 23.207, -0.50266, 0.0405827, -1.27253, -0.989721, -0.0457783, -0.0271033, 0.132751, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.016950] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9140] 1759358767016831, 23.2097, -0.50266, 0.0405827, -1.27253, -0.989721, -0.0457783, -0.0271033, 0.132751, 1.2982, -0.733769, 0.409216, 0.904703, -0.331974, 0.419745, 
[2025-10-01 18:46:07.019367] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9141] 1759358767019270, 23.2122, -0.50266, 0.0405827, -1.27253, -0.989721, -0.0457783, -0.0271033, 0.132751, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.022277] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9143] 1759358767022146, 23.215, -0.50266, 0.0405827, -1.27253, -0.989721, -0.0457783, -0.0271033, 0.132751, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.026363] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9144] 1759358767026241, 23.2191, -0.490276, 0.0330225, -1.26865, -0.989222, -0.0491333, -0.030541, 0.134511, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.029352] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9145] 1759358767029229, 23.2221, -0.490276, 0.0330225, -1.26865, -0.989222, -0.0491333, -0.030541, 0.134511, 1.23846, -0.756021, 0.388082, 0.768518, -0.571619, 0.408942, 
[2025-10-01 18:46:07.032115] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9147] 1759358767031999, 23.2249, -0.490276, 0.0330225, -1.26865, -0.989222, -0.0491333, -0.030541, 0.134511, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.034568] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9148] 1759358767034444, 23.2273, -0.477087, 0.0260058, -1.26461, -0.988654, -0.0533294, -0.0323709, 0.136646, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.037393] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9149] 1759358767037274, 23.2302, -0.477087, 0.0260058, -1.26461, -0.988654, -0.0533294, -0.0323709, 0.136646, 1.31885, -0.701674, 0.404085, 0.894856, -0.222963, 0.473273, 
[2025-10-01 18:46:07.040794] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9150] 1759358767040701, 23.2336, -0.477087, 0.0260058, -1.26461, -0.988654, -0.0533294, -0.0323709, 0.136646, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.044910] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9152] 1759358767044740, 23.2376, -0.477087, 0.0260058, -1.26461, -0.988654, -0.0533294, -0.0323709, 0.136646, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.046171] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9153] 1759358767046053, 23.239, -0.464383, 0.0189156, -1.26069, -0.988127, -0.056738, -0.0351031, 0.1384, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.048959] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9154] 1759358767048839, 23.2417, -0.464383, 0.0189156, -1.26069, -0.988127, -0.056738, -0.0351031, 0.1384, 1.27045, -0.709018, 0.391306, 0.763917, -0.42404, 0.407588, 
[2025-10-01 18:46:07.051756] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9156] 1759358767051680, 23.2446, -0.464383, 0.0189156, -1.26069, -0.988127, -0.056738, -0.0351031, 0.1384, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.056007] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9157] 1759358767055881, 23.2488, -0.451737, 0.0118125, -1.25691, -0.987602, -0.0599324, -0.0380118, 0.140021, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.058682] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9158] 1759358767058561, 23.2515, -0.451737, 0.0118125, -1.25691, -0.987602, -0.0599324, -0.0380118, 0.140021, 1.26457, -0.710313, 0.377903, 0.728011, -0.463704, 0.386351, 
[2025-10-01 18:46:07.061193] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9159] 1759358767061099, 23.254, -0.451737, 0.0118125, -1.25691, -0.987602, -0.0599324, -0.0380118, 0.140021, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.063867] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9161] 1759358767063747, 23.2566, -0.43917, 0.00486332, -1.25318, -0.987089, -0.0629045, -0.0408836, 0.141517, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.066732] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9162] 1759358767066612, 23.2595, -0.43917, 0.00486332, -1.25318, -0.987089, -0.0629045, -0.0408836, 0.141517, 1.25668, -0.694913, 0.373357, 0.684261, -0.461863, 0.36312, 
[2025-10-01 18:46:07.069383] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9163] 1759358767069271, 23.2622, -0.43917, 0.00486332, -1.25318, -0.987089, -0.0629045, -0.0408836, 0.141517, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.073329] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9165] 1759358767073208, 23.2661, -0.43917, 0.00486332, -1.25318, -0.987089, -0.0629045, -0.0408836, 0.141517, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.075741] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9166] 1759358767075641, 23.2685, -0.426719, -0.00205266, -1.24943, -0.986596, -0.0655476, -0.0436977, 0.14291, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.078902] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9167] 1759358767078784, 23.2717, -0.426719, -0.00205266, -1.24943, -0.986596, -0.0655476, -0.0436977, 0.14291, 1.24518, -0.691598, 0.375067, 0.618625, -0.459134, 0.34309, 
[2025-10-01 18:46:07.081454] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9169] 1759358767081329, 23.2742, -0.426719, -0.00205266, -1.24943, -0.986596, -0.0655476, -0.0436977, 0.14291, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.084341] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9170] 1759358767084204, 23.2771, -0.414316, -0.00887492, -1.2458, -0.986067, -0.0680027, -0.046484, 0.144522, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.088765] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9171] 1759358767088650, 23.2815, -0.414316, -0.00887492, -1.2458, -0.986067, -0.0680027, -0.046484, 0.144522, 1.2403, -0.682226, 0.362997, 0.584054, -0.453886, 0.388983, 
[2025-10-01 18:46:07.091228] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9173] 1759358767091109, 23.284, -0.414316, -0.00887492, -1.2458, -0.986067, -0.0680027, -0.046484, 0.144522, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.094707] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9174] 1759358767094587, 23.2875, -0.414316, -0.00887492, -1.2458, -0.986067, -0.0680027, -0.046484, 0.144522, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.096681] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9175] 1759358767096560, 23.2895, -0.402519, -0.0158027, -1.24226, -0.985565, -0.0696732, -0.0502344, 0.145893, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.099371] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9176] 1759358767099254, 23.2922, -0.402519, -0.0158027, -1.24226, -0.985565, -0.0696732, -0.0502344, 0.145893, 1.17965, -0.692777, 0.353671, 0.458694, -0.669096, 0.354928, 
[2025-10-01 18:46:07.104268] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9178] 1759358767104153, 23.2971, -0.402519, -0.0158027, -1.24226, -0.985565, -0.0696732, -0.0502344, 0.145893, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.106889] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9179] 1759358767106774, 23.2997, -0.389947, -0.0223455, -1.2387, -0.985052, -0.0718191, -0.0520622, 0.147664, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.109596] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9180] 1759358767109476, 23.3024, -0.389947, -0.0223455, -1.2387, -0.985052, -0.0718191, -0.0520622, 0.147664, 1.25718, -0.654286, 0.35638, 0.498319, -0.267747, 0.407892, 
[2025-10-01 18:46:07.112396] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9182] 1759358767112237, 23.3051, -0.389947, -0.0223455, -1.2387, -0.985052, -0.0718191, -0.0520622, 0.147664, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.114968] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9183] 1759358767114856, 23.3078, -0.377923, -0.0289035, -1.23522, -0.984569, -0.0733737, -0.0546685, 0.149172, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.118240] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9184] 1759358767118082, 23.311, -0.377923, -0.0289035, -1.23522, -0.984569, -0.0733737, -0.0546685, 0.149172, 1.20244, -0.655793, 0.347844, 0.405097, -0.441698, 0.366497, 
[2025-10-01 18:46:07.120379] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9186] 1759358767120302, 23.3132, -0.377923, -0.0289035, -1.23522, -0.984569, -0.0733737, -0.0546685, 0.149172, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.123217] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9187] 1759358767123104, 23.316, -0.377923, -0.0289035, -1.23522, -0.984569, -0.0733737, -0.0546685, 0.149172, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.127950] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9188] 1759358767127834, 23.3207, -0.366022, -0.0352507, -1.23174, -0.984116, -0.0748217, -0.0572274, 0.150475, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.128739] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9189] 1759358767128619, 23.3215, -0.366022, -0.0352507, -1.23174, -0.984116, -0.0748217, -0.0572274, 0.150475, 1.19004, -0.634718, 0.348438, 0.382495, -0.43769, 0.325429, 
[2025-10-01 18:46:07.131219] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9191] 1759358767131104, 23.324, -0.366022, -0.0352507, -1.23174, -0.984116, -0.0748217, -0.0572274, 0.150475, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:46:07.135726] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [9192] 1759358767135610, 23.3285, -0.354061, -0.0417087, -1.22843, -0.98376, -0.0756702, -0.0590778, 0.151655, 0, 0, 0, 0, 0, 0, 
