[2025-10-01 18:45:46.485367] [0x0000007fa00007c0] [MocapTag] [0x00000db6] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-01 18:45:55.734714] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [3989] 1759358755734610, 11.9275, 0.0263311, -0.221759, -0.759547, -0.946539, 0.0235722, 0.0455773, -0.318482, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.737578] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [3990] 1759358755737460, 11.9304, 0.0263311, -0.221759, -0.759547, -0.946539, 0.0235722, 0.0455773, -0.318482, 0.305251, 0.0977247, -0.630157, 0.0481606, -0.328946, 0.213397, 
[2025-10-01 18:45:55.740142] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [3992] 1759358755740067, 11.933, 0.0263311, -0.221759, -0.759547, -0.946539, 0.0235722, 0.0455773, -0.318482, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.742788] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [3993] 1759358755742675, 11.9356, 0.0263311, -0.221759, -0.759547, -0.946539, 0.0235722, 0.0455773, -0.318482, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.746219] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [3994] 1759358755746104, 11.939, 0.0294605, -0.22049, -0.765453, -0.946537, 0.0226241, 0.0455529, -0.318561, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.748956] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [3995] 1759358755748841, 11.9417, 0.0294605, -0.22049, -0.765453, -0.946537, 0.0226241, 0.0455529, -0.318561, 0.312935, 0.126949, -0.590567, 0.179696, -0.0650026, 0, 
[2025-10-01 18:45:55.751673] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [3997] 1759358755751558, 11.9445, 0.0294605, -0.22049, -0.765453, -0.946537, 0.0226241, 0.0455529, -0.318561, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.754196] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [3998] 1759358755754084, 11.947, 0.0326623, -0.218958, -0.771081, -0.946287, 0.0214039, 0.0461416, -0.319302, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.756984] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [3999] 1759358755756866, 11.9498, 0.0326623, -0.218958, -0.771081, -0.946287, 0.0214039, 0.0461416, -0.319302, 0.320186, 0.153156, -0.56288, 0.277781, 0, -0.170279, 
[2025-10-01 18:45:55.761035] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4001] 1759358755760921, 11.9538, 0.0326623, -0.218958, -0.771081, -0.946287, 0.0214039, 0.0461416, -0.319302, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.763742] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4002] 1759358755763629, 11.9565, 0.0326623, -0.218958, -0.771081, -0.946287, 0.0214039, 0.0461416, -0.319302, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.766325] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4003] 1759358755766195, 11.9591, 0.03594, -0.217991, -0.777143, -0.946643, 0.0214865, 0.0454635, -0.318336, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.769080] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4004] 1759358755768987, 11.9619, 0.03594, -0.217991, -0.777143, -0.946643, 0.0214865, 0.0454635, -0.318336, 0.327769, 0.0966914, -0.606156, -0.0694513, -0.124582, 0.208688, 
[2025-10-01 18:45:55.771753] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4006] 1759358755771639, 11.9645, 0.03594, -0.217991, -0.777143, -0.946643, 0.0214865, 0.0454635, -0.318336, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.775762] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4007] 1759358755775644, 11.9685, 0.0394315, -0.21671, -0.782805, -0.946356, 0.022584, 0.0460035, -0.319037, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.781331] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4009] 1759358755781198, 11.9741, 0.0394315, -0.21671, -0.782805, -0.946356, 0.022584, 0.0460035, -0.319037, 0.349154, 0.128127, -0.566165, -0.16675, 0.173502, -0.141823, 
[2025-10-01 18:45:55.782186] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4010] 1759358755782077, 11.975, 0.0394315, -0.21671, -0.782805, -0.946356, 0.022584, 0.0460035, -0.319037, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.783775] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4011] 1759358755783667, 11.9766, 0.0394315, -0.21671, -0.782805, -0.946356, 0.022584, 0.0460035, -0.319037, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.786437] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4012] 1759358755786317, 11.9792, 0.0428672, -0.215102, -0.788262, -0.946143, 0.0212066, 0.0459458, -0.319769, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.789053] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4013] 1759358755788965, 11.9819, 0.0428672, -0.215102, -0.788262, -0.946143, 0.0212066, 0.0459458, -0.319769, 0.343565, 0.160837, -0.545776, 0.266147, -0.0981577, -0.166547, 
[2025-10-01 18:45:55.792209] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4015] 1759358755792096, 11.985, 0.0428672, -0.215102, -0.788262, -0.946143, 0.0212066, 0.0459458, -0.319769, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.795320] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4016] 1759358755795203, 11.9881, -0.0198237, -0.305449, -0.792698, 0.368541, -0.381999, 0.462884, -0.709924, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.797580] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4017] 1759358755797461, 11.9904, -0.0198237, -0.305449, -0.792698, 0.368541, -0.381999, 0.462884, -0.709924, -6.26909, -9.0347, -0.443573, -534.148, -118.409, 342.224, 
[2025-10-01 18:45:55.800188] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4018] 1759358755800126, 11.993, -0.0198237, -0.305449, -0.792698, 0.368541, -0.381999, 0.462884, -0.709924, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.802921] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4020] 1759358755802807, 11.9957, -0.0198237, -0.305449, -0.792698, 0.368541, -0.381999, 0.462884, -0.709924, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.807378] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4021] 1759358755807258, 12.0002, -0.016268, -0.304104, -0.798264, 0.368446, -0.382233, 0.463368, -0.709532, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.809989] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4023] 1759358755809934, 12.0028, -0.016268, -0.304104, -0.798264, 0.368446, -0.382233, 0.463368, -0.709532, 0.355572, 0.134457, -0.556576, 0.243425, -0.0643015, 0.184488, 
[2025-10-01 18:45:55.813030] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4024] 1759358755812917, 12.0058, -0.016268, -0.304104, -0.798264, 0.368446, -0.382233, 0.463368, -0.709532, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.815886] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4025] 1759358755815772, 12.0087, -0.01271, -0.302764, -0.803815, 0.367883, -0.382227, 0.464163, -0.709307, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.818385] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4026] 1759358755818298, 12.0112, -0.01271, -0.302764, -0.803815, 0.367883, -0.382227, 0.464163, -0.709307, 0.355797, 0.133984, -0.555084, 0.424123, 0, 0.376821, 
[2025-10-01 18:45:55.820713] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4028] 1759358755820589, 12.0135, -0.01271, -0.302764, -0.803815, 0.367883, -0.382227, 0.464163, -0.709307, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.824036] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4029] 1759358755823924, 12.0168, -0.01271, -0.302764, -0.803815, 0.367883, -0.382227, 0.464163, -0.709307, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.826389] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4030] 1759358755826271, 12.0192, -0.00898057, -0.301404, -0.809082, 0.367341, -0.383041, 0.463681, -0.709465, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.829189] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4032] 1759358755829106, 12.022, -0.00898057, -0.301404, -0.809082, 0.367341, -0.383041, 0.463681, -0.709465, 0.372946, 0.136066, -0.526749, 0, -0.0892162, 0.173545, 
[2025-10-01 18:45:55.832007] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4033] 1759358755831893, 12.0248, -0.00898057, -0.301404, -0.809082, 0.367341, -0.383041, 0.463681, -0.709465, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.834736] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4034] 1759358755834620, 12.0275, -0.00549856, -0.300176, -0.814586, 0.366376, -0.384063, 0.464316, -0.708996, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.840565] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4036] 1759358755840438, 12.0333, -0.00549856, -0.300176, -0.814586, 0.366376, -0.384063, 0.464316, -0.708996, 0.348201, 0.122737, -0.550364, 0.533104, -0.141585, 0.620151, 
[2025-10-01 18:45:55.842015] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4037] 1759358755841903, 12.0348, -0.00549856, -0.300176, -0.814586, 0.366376, -0.384063, 0.464316, -0.708996, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.844613] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4038] 1759358755844508, 12.0374, -0.00181612, -0.298862, -0.819947, 0.366155, -0.385128, 0.464683, -0.708291, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.847707] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4039] 1759358755847592, 12.0405, -0.00181612, -0.298862, -0.819947, 0.366155, -0.385128, 0.464683, -0.708291, 0.368243, 0.13148, -0.536102, 0.310326, -0.221741, 0.325084, 
[2025-10-01 18:45:55.850182] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4041] 1759358755850067, 12.043, -0.00181612, -0.298862, -0.819947, 0.366155, -0.385128, 0.464683, -0.708291, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.852928] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4042] 1759358755852813, 12.0457, -0.00181612, -0.298862, -0.819947, 0.366155, -0.385128, 0.464683, -0.708291, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.857399] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4043] 1759358755857284, 12.0502, 0.00202532, -0.297496, -0.825407, 0.365762, -0.386485, 0.464892, -0.707617, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.860031] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4045] 1759358755859913, 12.0528, 0.00202532, -0.297496, -0.825407, 0.365762, -0.386485, 0.464892, -0.707617, 0.384144, 0.136523, -0.546052, 0.306964, -0.257134, 0.388408, 
[2025-10-01 18:45:55.863079] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4046] 1759358755862948, 12.0558, 0.00202532, -0.297496, -0.825407, 0.365762, -0.386485, 0.464892, -0.707617, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.865549] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4047] 1759358755865434, 12.0583, 0.00606781, -0.296055, -0.83082, 0.365581, -0.387817, 0.465281, -0.706726, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.868445] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4048] 1759358755868327, 12.0612, 0.00606781, -0.296055, -0.83082, 0.365581, -0.387817, 0.465281, -0.706726, 0.404249, 0.144103, -0.541277, 0.35193, -0.284362, 0.366759, 
[2025-10-01 18:45:55.871726] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4050] 1759358755871612, 12.0645, 0.00606781, -0.296055, -0.83082, 0.365581, -0.387817, 0.465281, -0.706726, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.874231] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4051] 1759358755874123, 12.067, 0.0103107, -0.29456, -0.835822, 0.365866, -0.389338, 0.463872, -0.706668, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.877249] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4052] 1759358755877131, 12.07, 0.0103107, -0.29456, -0.835822, 0.365866, -0.389338, 0.463872, -0.706668, 0.424293, 0.149512, -0.500191, -0.474453, -0.292599, -0.215626, 
[2025-10-01 18:45:55.879896] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4053] 1759358755879808, 12.0727, 0.0103107, -0.29456, -0.835822, 0.365866, -0.389338, 0.463872, -0.706668, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.882835] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4055] 1759358755882713, 12.0756, 0.0103107, -0.29456, -0.835822, 0.365866, -0.389338, 0.463872, -0.706668, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.886776] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4056] 1759358755886660, 12.0796, 0.0142616, -0.293162, -0.84095, 0.365136, -0.390419, 0.464422, -0.706089, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.889675] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4058] 1759358755889559, 12.0825, 0.0142616, -0.293162, -0.84095, 0.365136, -0.390419, 0.464422, -0.706089, 0.395086, 0.139767, -0.512845, 0.485206, -0.17513, 0.550175, 
[2025-10-01 18:45:55.892301] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4059] 1759358755892187, 12.0851, 0.0142616, -0.293162, -0.84095, 0.365136, -0.390419, 0.464422, -0.706089, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.894953] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4060] 1759358755894788, 12.0877, 0.018355, -0.291784, -0.84579, 0.365232, -0.391298, 0.464019, -0.705817, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.898322] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4061] 1759358755898199, 12.0911, 0.018355, -0.291784, -0.84579, 0.365232, -0.391298, 0.464019, -0.705817, 0.409339, 0.137829, -0.48396, -0.0841141, -0.181484, 0, 
[2025-10-01 18:45:55.902173] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4063] 1759358755902059, 12.095, 0.018355, -0.291784, -0.84579, 0.365232, -0.391298, 0.464019, -0.705817, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.904877] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4064] 1759358755904718, 12.0976, 0.0222838, -0.290465, -0.850852, 0.364409, -0.391625, 0.466169, -0.704644, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.907613] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4065] 1759358755907494, 12.1004, 0.0222838, -0.290465, -0.850852, 0.364409, -0.391625, 0.466169, -0.704644, 0.392886, 0.131911, -0.506221, 1.11227, -0.0761271, 0.884032, 
[2025-10-01 18:45:55.910196] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4067] 1759358755910094, 12.103, 0.0222838, -0.290465, -0.850852, 0.364409, -0.391625, 0.466169, -0.704644, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.913054] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4068] 1759358755912941, 12.1058, 0.0222838, -0.290465, -0.850852, 0.364409, -0.391625, 0.466169, -0.704644, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.917231] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4069] 1759358755917112, 12.11, 0.089201, -0.196325, -0.860846, -0.956113, 0.00130381, 0.0345694, -0.290949, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.919800] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4070] 1759358755919708, 12.1126, 0.089201, -0.196325, -0.860846, -0.956113, 0.00130381, 0.0345694, -0.290949, 6.69172, 9.41403, -0.999411, -94.5024, 116.792, -339.893, 
[2025-10-01 18:45:55.922545] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4072] 1759358755922432, 12.1153, 0.089201, -0.196325, -0.860846, -0.956113, 0.00130381, 0.0345694, -0.290949, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.925038] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4073] 1759358755924914, 12.1178, 0.093457, -0.194705, -0.865348, -0.955601, -0.000781286, 0.0354333, -0.292524, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.927859] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4074] 1759358755927741, 12.1206, 0.093457, -0.194705, -0.865348, -0.955601, -0.000781286, 0.0354333, -0.292524, 0.425598, 0.161958, -0.450194, 0.461245, 0.0400759, -0.347328, 
[2025-10-01 18:45:55.930234] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4076] 1759358755930176, 12.1231, 0.093457, -0.194705, -0.865348, -0.955601, -0.000781286, 0.0354333, -0.292524, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.934056] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4077] 1759358755933942, 12.1268, 0.093457, -0.194705, -0.865348, -0.955601, -0.000781286, 0.0354333, -0.292524, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.936620] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4078] 1759358755936503, 12.1294, 0.0981163, -0.193127, -0.869967, -0.955547, -0.00216771, 0.0362487, -0.292594, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.939292] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4080] 1759358755939220, 12.1321, 0.0981163, -0.193127, -0.869967, -0.955547, -0.00216771, 0.0362487, -0.292594, 0.465932, 0.157781, -0.461812, 0.314093, 0.0744857, 0, 
[2025-10-01 18:45:55.942051] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4081] 1759358755941936, 12.1348, 0.0981163, -0.193127, -0.869967, -0.955547, -0.00216771, 0.0362487, -0.292594, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.944489] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4082] 1759358755944378, 12.1373, 0.102836, -0.191761, -0.874723, -0.956045, -0.00214852, 0.0340269, -0.291231, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.949054] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4083] 1759358755948964, 12.1419, 0.102836, -0.191761, -0.874723, -0.956045, -0.00214852, 0.0340269, -0.291231, 0.471974, 0.136684, -0.475649, -0.14379, -0.420432, 0.299865, 
[2025-10-01 18:45:55.951711] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4085] 1759358755951598, 12.1445, 0.102836, -0.191761, -0.874723, -0.956045, -0.00214852, 0.0340269, -0.291231, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.954850] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4086] 1759358755954681, 12.1476, 0.107487, -0.190216, -0.879135, -0.956201, -0.00371316, 0.033882, -0.290718, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.956966] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4087] 1759358755956847, 12.1497, 0.107487, -0.190216, -0.879135, -0.956201, -0.00371316, 0.033882, -0.290718, 0.465105, 0.154463, -0.441169, 0.287867, -0.117625, 0.099802, 
[2025-10-01 18:45:55.959487] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4088] 1759358755959397, 12.1523, 0.107487, -0.190216, -0.879135, -0.956201, -0.00371316, 0.033882, -0.290718, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.962008] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4090] 1759358755961892, 12.1548, 0.107487, -0.190216, -0.879135, -0.956201, -0.00371316, 0.033882, -0.290718, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.965385] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4091] 1759358755965267, 12.1582, 0.112138, -0.188698, -0.883448, -0.956179, -0.0048687, 0.0341212, -0.290746, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.968720] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4092] 1759358755968601, 12.1615, 0.112138, -0.188698, -0.883448, -0.956179, -0.0048687, 0.0341212, -0.290746, 0.465074, 0.151809, -0.431333, 0.235581, 0, 0, 
[2025-10-01 18:45:55.970636] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4094] 1759358755970544, 12.1634, 0.112138, -0.188698, -0.883448, -0.956179, -0.0048687, 0.0341212, -0.290746, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.973307] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4095] 1759358755973185, 12.1661, 0.112138, -0.188698, -0.883448, -0.956179, -0.0048687, 0.0341212, -0.290746, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.976509] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4096] 1759358755976397, 12.1693, 0.113625, -0.18518, -0.883956, -0.946636, -0.0173685, 0.0586728, -0.316442, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.978510] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4097] 1759358755978394, 12.1713, 0.113625, -0.18518, -0.883956, -0.946636, -0.0173685, 0.0586728, -0.316442, 0.148736, 0.351759, -0.0507628, 4.12149, 3.77977, -5.74543, 
[2025-10-01 18:45:55.981177] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4099] 1759358755981062, 12.174, 0.113625, -0.18518, -0.883956, -0.946636, -0.0173685, 0.0586728, -0.316442, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.985198] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4100] 1759358755985080, 12.178, 0.118572, -0.183644, -0.88786, -0.946785, -0.0194384, 0.0592256, -0.315773, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.986586] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4101] 1759358755986464, 12.1794, 0.118572, -0.183644, -0.88786, -0.946785, -0.0194384, 0.0592256, -0.315773, 0.494676, 0.153616, -0.39045, 0.422597, 0, 0.116193, 
[2025-10-01 18:45:55.989042] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4102] 1759358755988955, 12.1819, 0.118572, -0.183644, -0.88786, -0.946785, -0.0194384, 0.0592256, -0.315773, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.991749] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4104] 1759358755991630, 12.1845, 0.118572, -0.183644, -0.88786, -0.946785, -0.0194384, 0.0592256, -0.315773, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.994423] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4105] 1759358755994311, 12.1872, 0.123626, -0.181923, -0.89175, -0.946833, -0.0217982, 0.0600161, -0.315324, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:55.997370] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4106] 1759358755997253, 12.1902, 0.123626, -0.181923, -0.89175, -0.946833, -0.0217982, 0.0600161, -0.315324, 0.505403, 0.172082, -0.388998, 0.495553, 0, 0.0634134, 
[2025-10-01 18:45:55.999944] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4108] 1759358755999854, 12.1928, 0.123626, -0.181923, -0.89175, -0.946833, -0.0217982, 0.0600161, -0.315324, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:56.002565] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4109] 1759358756002451, 12.1954, 0.123626, -0.181923, -0.89175, -0.946833, -0.0217982, 0.0600161, -0.315324, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:56.005217] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4110] 1759358756005100, 12.198, 0.128704, -0.180198, -0.895523, -0.946862, -0.0243183, 0.0607262, -0.314919, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:56.007908] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4111] 1759358756007787, 12.2007, 0.128704, -0.180198, -0.895523, -0.946862, -0.0243183, 0.0607262, -0.314919, 0.507767, 0.172517, -0.377336, 0.521398, 0, 0.0535965, 
[2025-10-01 18:45:56.011880] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4113] 1759358756011764, 12.2047, 0.128704, -0.180198, -0.895523, -0.946862, -0.0243183, 0.0607262, -0.314919, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:56.014425] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4114] 1759358756014314, 12.2072, 0.133763, -0.178541, -0.899184, -0.946898, -0.0267876, 0.0613512, -0.314487, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:56.017223] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4115] 1759358756017108, 12.21, 0.133763, -0.178541, -0.899184, -0.946898, -0.0267876, 0.0613512, -0.314487, 0.505951, 0.165701, -0.366041, 0.50602, 0, 0.0606894, 
[2025-10-01 18:45:56.019653] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4117] 1759358756019569, 12.2125, 0.133763, -0.178541, -0.899184, -0.946898, -0.0267876, 0.0613512, -0.314487, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:56.022424] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4118] 1759358756022310, 12.2152, 0.133763, -0.178541, -0.899184, -0.946898, -0.0267876, 0.0613512, -0.314487, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:56.024887] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4119] 1759358756024750, 12.2177, 0.138781, -0.176773, -0.90286, -0.94686, -0.0293324, 0.0618716, -0.314274, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:45:56.028818] [0x0000007f86ffc9a0] [MocapTag] [0x00000db6] [4120] 1759358756028725, 12.2216, 0.138781, -0.176773, -0.90286, -0.94686, -0.0293324, 0.0618716, -0.314274, 0.501731, 0.176817, -0.367637, 0.515962, -0.061027, 0, 
