[2024-07-29 17:59:31.049191] [0x0000007fbd68f7c0] [MocapTag] [0x0000129a] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-29 17:59:31.053863] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [4] 1722290371053767, 0.052366, 0.0716734, -0.204324, -0.307036, -0.999936, 0.00446555, -0.00485454, -0.0092187, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.058020] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6] 1722290371057900, 0.056499, 0.0716731, -0.204325, -0.307029, -0.999936, 0.00445872, -0.00484477, -0.00922541, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.061998] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [7] 1722290371061879, 0.060478, 0.0716731, -0.204325, -0.307029, -0.999936, 0.00445872, -0.00484477, -0.00922541, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.063511] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [8] 1722290371063399, 0.061998, 0.0716731, -0.204325, -0.307029, -0.999936, 0.00445872, -0.00484477, -0.00922541, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.065902] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [10] 1722290371065775, 0.064374, 0.0716741, -0.204326, -0.307029, -0.999936, 0.00445269, -0.00484194, -0.00922499, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.068607] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [11] 1722290371068496, 0.067095, 0.0716741, -0.204326, -0.307029, -0.999936, 0.00445269, -0.00484194, -0.00922499, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.071239] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [12] 1722290371071129, 0.069728, 0.0716741, -0.204326, -0.307029, -0.999936, 0.00445269, -0.00484194, -0.00922499, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.074307] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [13] 1722290371074198, 0.072797, 0.0716741, -0.204326, -0.307029, -0.999936, 0.00445269, -0.00484194, -0.00922499, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.076950] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [15] 1722290371076835, 0.075434, 0.0716714, -0.204321, -0.307029, -0.999936, 0.004463, -0.00484355, -0.00923241, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.079707] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [16] 1722290371079560, 0.078159, 0.0716714, -0.204321, -0.307029, -0.999936, 0.004463, -0.00484355, -0.00923241, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.082337] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [17] 1722290371082216, 0.080815, 0.0716714, -0.204321, -0.307029, -0.999936, 0.004463, -0.00484355, -0.00923241, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.084912] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [19] 1722290371084854, 0.083453, 0.0716714, -0.204321, -0.307029, -0.999936, 0.004463, -0.00484355, -0.00923241, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.087519] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [20] 1722290371087379, 0.085978, 0.0716746, -0.204329, -0.307026, -0.999936, 0.00446857, -0.00484117, -0.00922639, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.090973] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [21] 1722290371090859, 0.089458, 0.0716746, -0.204329, -0.307026, -0.999936, 0.00446857, -0.00484117, -0.00922639, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.093785] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [22] 1722290371093677, 0.092276, 0.0716746, -0.204329, -0.307026, -0.999936, 0.00446857, -0.00484117, -0.00922639, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.096572] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [24] 1722290371096459, 0.095058, 0.0716658, -0.204331, -0.307026, -0.999936, 0.00447348, -0.00485468, -0.00922232, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.099162] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [25] 1722290371099054, 0.097653, 0.0716658, -0.204331, -0.307026, -0.999936, 0.00447348, -0.00485468, -0.00922232, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.101724] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [26] 1722290371101596, 0.100195, 0.0716658, -0.204331, -0.307026, -0.999936, 0.00447348, -0.00485468, -0.00922232, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.106502] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [28] 1722290371106387, 0.104986, 0.0716658, -0.204331, -0.307026, -0.999936, 0.00447348, -0.00485468, -0.00922232, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.109604] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [29] 1722290371109491, 0.10809, 0.0716716, -0.20433, -0.307027, -0.999936, 0.00447199, -0.00485646, -0.00921972, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.112423] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [30] 1722290371112314, 0.110913, 0.0716716, -0.20433, -0.307027, -0.999936, 0.00447199, -0.00485646, -0.00921972, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.115741] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [32] 1722290371115625, 0.114224, 0.0716716, -0.20433, -0.307027, -0.999936, 0.00447199, -0.00485646, -0.00921972, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.117702] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [33] 1722290371117587, 0.116186, 0.0716713, -0.204332, -0.307033, -0.999936, 0.00446698, -0.00486083, -0.00921736, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.122239] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [34] 1722290371122129, 0.120728, 0.0716713, -0.204332, -0.307033, -0.999936, 0.00446698, -0.00486083, -0.00921736, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.125043] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [35] 1722290371124956, 0.123555, 0.0716713, -0.204332, -0.307033, -0.999936, 0.00446698, -0.00486083, -0.00921736, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.128003] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [37] 1722290371127878, 0.126477, 0.0716731, -0.204334, -0.307031, -0.999936, 0.00447469, -0.00485619, -0.0092124, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.130213] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [38] 1722290371130100, 0.128699, 0.0716731, -0.204334, -0.307031, -0.999936, 0.00447469, -0.00485619, -0.0092124, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.132900] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [39] 1722290371132793, 0.131392, 0.0716731, -0.204334, -0.307031, -0.999936, 0.00447469, -0.00485619, -0.0092124, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.135540] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [41] 1722290371135428, 0.134027, 0.0716731, -0.204334, -0.307031, -0.999936, 0.00447469, -0.00485619, -0.0092124, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.139868] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [42] 1722290371139754, 0.138353, 0.0716713, -0.204333, -0.307036, -0.999936, 0.00446803, -0.00486516, -0.00922223, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.142656] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [43] 1722290371142549, 0.141148, 0.0716713, -0.204333, -0.307036, -0.999936, 0.00446803, -0.00486516, -0.00922223, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.146173] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [45] 1722290371146053, 0.144652, 0.0716713, -0.204333, -0.307036, -0.999936, 0.00446803, -0.00486516, -0.00922223, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.147944] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [46] 1722290371147833, 0.146432, 0.0716731, -0.20433, -0.30704, -0.999936, 0.00445378, -0.00486263, -0.00921994, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.150730] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [47] 1722290371150616, 0.149215, 0.0716731, -0.20433, -0.30704, -0.999936, 0.00445378, -0.00486263, -0.00921994, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.153919] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [48] 1722290371153811, 0.15241, 0.0716731, -0.20433, -0.30704, -0.999936, 0.00445378, -0.00486263, -0.00921994, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.156731] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [50] 1722290371156609, 0.155208, 0.0716742, -0.204335, -0.30704, -0.999936, 0.0044661, -0.00485506, -0.0092162, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.159329] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [51] 1722290371159214, 0.157813, 0.0716742, -0.204335, -0.30704, -0.999936, 0.0044661, -0.00485506, -0.0092162, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.161770] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [52] 1722290371161663, 0.160262, 0.0716742, -0.204335, -0.30704, -0.999936, 0.0044661, -0.00485506, -0.0092162, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.164588] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [53] 1722290371164493, 0.163092, 0.0716742, -0.204335, -0.30704, -0.999936, 0.0044661, -0.00485506, -0.0092162, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.167257] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [55] 1722290371167142, 0.165741, 0.0716731, -0.204335, -0.307042, -0.999936, 0.00447429, -0.00484899, -0.00921664, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.170207] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [56] 1722290371170095, 0.168694, 0.0716731, -0.204335, -0.307042, -0.999936, 0.00447429, -0.00484899, -0.00921664, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.172768] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [57] 1722290371172663, 0.171262, 0.0716731, -0.204335, -0.307042, -0.999936, 0.00447429, -0.00484899, -0.00921664, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.175476] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [59] 1722290371175370, 0.173969, 0.0716731, -0.204335, -0.307042, -0.999936, 0.00447429, -0.00484899, -0.00921664, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.178148] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [60] 1722290371178034, 0.176633, 0.0716701, -0.204333, -0.307038, -0.999936, 0.00447116, -0.00485595, -0.00921723, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.180810] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [61] 1722290371180700, 0.179299, 0.0716701, -0.204333, -0.307038, -0.999936, 0.00447116, -0.00485595, -0.00921723, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.183405] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [62] 1722290371183299, 0.181898, 0.0716701, -0.204333, -0.307038, -0.999936, 0.00447116, -0.00485595, -0.00921723, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.187610] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [64] 1722290371187491, 0.18609, 0.0716745, -0.204334, -0.307042, -0.999936, 0.00446094, -0.00485641, -0.00920225, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.190308] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [65] 1722290371190197, 0.188796, 0.0716745, -0.204334, -0.307042, -0.999936, 0.00446094, -0.00485641, -0.00920225, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.192936] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [66] 1722290371192825, 0.191424, 0.0716745, -0.204334, -0.307042, -0.999936, 0.00446094, -0.00485641, -0.00920225, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.195555] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [68] 1722290371195473, 0.194072, 0.0716745, -0.204334, -0.307042, -0.999936, 0.00446094, -0.00485641, -0.00920225, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.198105] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [69] 1722290371197989, 0.196588, 0.0716712, -0.204335, -0.307035, -0.999936, 0.00446328, -0.0048655, -0.00921283, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.202096] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [70] 1722290371201982, 0.200581, 0.0716712, -0.204335, -0.307035, -0.999936, 0.00446328, -0.0048655, -0.00921283, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.204683] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [71] 1722290371204596, 0.203195, 0.0716712, -0.204335, -0.307035, -0.999936, 0.00446328, -0.0048655, -0.00921283, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.207438] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [73] 1722290371207325, 0.205924, 0.0716739, -0.204337, -0.307035, -0.999936, 0.00448149, -0.00484838, -0.00921942, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.209951] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [74] 1722290371209841, 0.20844, 0.0716739, -0.204337, -0.307035, -0.999936, 0.00448149, -0.00484838, -0.00921942, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.212570] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [75] 1722290371212460, 0.211059, 0.0716739, -0.204337, -0.307035, -0.999936, 0.00448149, -0.00484838, -0.00921942, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.216971] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [77] 1722290371216860, 0.215459, 0.0716739, -0.204337, -0.307035, -0.999936, 0.00448149, -0.00484838, -0.00921942, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.219528] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [78] 1722290371219422, 0.218021, 0.0716745, -0.204334, -0.307033, -0.999936, 0.00447603, -0.0048491, -0.00920558, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.222281] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [79] 1722290371222175, 0.220774, 0.0716745, -0.204334, -0.307033, -0.999936, 0.00447603, -0.0048491, -0.00920558, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.225129] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [81] 1722290371225050, 0.223649, 0.0716745, -0.204334, -0.307033, -0.999936, 0.00447603, -0.0048491, -0.00920558, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.227652] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [82] 1722290371227535, 0.226134, 0.0716769, -0.20433, -0.307029, -0.999936, 0.00446673, -0.00485191, -0.00922439, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.230254] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [83] 1722290371230130, 0.228729, 0.0716769, -0.20433, -0.307029, -0.999936, 0.00446673, -0.00485191, -0.00922439, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.233859] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [84] 1722290371233743, 0.232342, 0.0716769, -0.20433, -0.307029, -0.999936, 0.00446673, -0.00485191, -0.00922439, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.238257] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [86] 1722290371238143, 0.236742, 0.0716773, -0.204329, -0.307026, -0.999936, 0.004464, -0.00484725, -0.00921501, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.239203] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [87] 1722290371239101, 0.2377, 0.0716773, -0.204329, -0.307026, -0.999936, 0.004464, -0.00484725, -0.00921501, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.241840] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [88] 1722290371241733, 0.240332, 0.0716773, -0.204329, -0.307026, -0.999936, 0.004464, -0.00484725, -0.00921501, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.244455] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [89] 1722290371244357, 0.242956, 0.0716773, -0.204329, -0.307026, -0.999936, 0.004464, -0.00484725, -0.00921501, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.247170] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [91] 1722290371247055, 0.245654, 0.0716781, -0.204329, -0.307027, -0.999936, 0.00446582, -0.00484815, -0.00921999, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.250044] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [92] 1722290371249929, 0.248528, 0.0716781, -0.204329, -0.307027, -0.999936, 0.00446582, -0.00484815, -0.00921999, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.252685] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [93] 1722290371252577, 0.251176, 0.0716781, -0.204329, -0.307027, -0.999936, 0.00446582, -0.00484815, -0.00921999, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.256390] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [95] 1722290371256237, 0.254836, 0.0716781, -0.204329, -0.307027, -0.999936, 0.00446582, -0.00484815, -0.00921999, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.257948] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [96] 1722290371257839, 0.256438, 0.0716769, -0.204329, -0.307023, -0.999936, 0.0044663, -0.00485106, -0.009213, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.260706] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [97] 1722290371260595, 0.259194, 0.0716769, -0.204329, -0.307023, -0.999936, 0.0044663, -0.00485106, -0.009213, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.264930] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [98] 1722290371264843, 0.263442, 0.0716769, -0.204329, -0.307023, -0.999936, 0.0044663, -0.00485106, -0.009213, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.267637] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [100] 1722290371267521, 0.26612, 0.0716761, -0.204327, -0.307032, -0.999936, 0.00446243, -0.00485188, -0.00921891, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.270296] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [101] 1722290371270186, 0.268785, 0.0716761, -0.204327, -0.307032, -0.999936, 0.00446243, -0.00485188, -0.00921891, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.273095] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [102] 1722290371272940, 0.271539, 0.0716761, -0.204327, -0.307032, -0.999936, 0.00446243, -0.00485188, -0.00921891, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.276374] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [104] 1722290371276209, 0.274808, 0.0716761, -0.204327, -0.307032, -0.999936, 0.00446243, -0.00485188, -0.00921891, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.278215] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [105] 1722290371278103, 0.276702, 0.0716752, -0.204327, -0.307033, -0.999936, 0.00446081, -0.00484426, -0.00922112, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.281958] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [106] 1722290371281846, 0.280445, 0.0716752, -0.204327, -0.307033, -0.999936, 0.00446081, -0.00484426, -0.00922112, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.284729] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [107] 1722290371284641, 0.28324, 0.0716752, -0.204327, -0.307033, -0.999936, 0.00446081, -0.00484426, -0.00922112, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.287314] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [109] 1722290371287190, 0.285789, 0.0716746, -0.204333, -0.30704, -0.999936, 0.00446515, -0.00484816, -0.00922123, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.290031] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [110] 1722290371289915, 0.288514, 0.0716746, -0.204333, -0.30704, -0.999936, 0.00446515, -0.00484816, -0.00922123, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.292560] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [111] 1722290371292453, 0.291052, 0.0716746, -0.204333, -0.30704, -0.999936, 0.00446515, -0.00484816, -0.00922123, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.297002] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [113] 1722290371296887, 0.295486, 0.0716746, -0.204333, -0.30704, -0.999936, 0.00446515, -0.00484816, -0.00922123, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.300032] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [114] 1722290371299898, 0.298497, 0.0716764, -0.204331, -0.307041, -0.999936, 0.00446758, -0.00484973, -0.00921594, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.302525] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [115] 1722290371302410, 0.301009, 0.0716764, -0.204331, -0.307041, -0.999936, 0.00446758, -0.00484973, -0.00921594, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.305388] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [117] 1722290371305281, 0.30388, 0.0716764, -0.204331, -0.307041, -0.999936, 0.00446758, -0.00484973, -0.00921594, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.307971] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [118] 1722290371307857, 0.306456, 0.0716749, -0.204333, -0.307039, -0.999936, 0.00446551, -0.0048453, -0.00921521, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.310726] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [119] 1722290371310588, 0.309187, 0.0716749, -0.204333, -0.307039, -0.999936, 0.00446551, -0.0048453, -0.00921521, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.314246] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [120] 1722290371314128, 0.312727, 0.0716749, -0.204333, -0.307039, -0.999936, 0.00446551, -0.0048453, -0.00921521, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.317350] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [122] 1722290371317236, 0.315835, 0.0716762, -0.204331, -0.307033, -0.999936, 0.00444986, -0.00484507, -0.00921371, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.319936] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [123] 1722290371319830, 0.318429, 0.0716762, -0.204331, -0.307033, -0.999936, 0.00444986, -0.00484507, -0.00921371, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.322480] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [124] 1722290371322368, 0.320967, 0.0716762, -0.204331, -0.307033, -0.999936, 0.00444986, -0.00484507, -0.00921371, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.325219] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [126] 1722290371325132, 0.323731, 0.0716762, -0.204331, -0.307033, -0.999936, 0.00444986, -0.00484507, -0.00921371, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.329486] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [127] 1722290371329372, 0.327971, 0.0716767, -0.204331, -0.307035, -0.999936, 0.00445289, -0.00484843, -0.00921559, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.332327] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [128] 1722290371332216, 0.330815, 0.0716767, -0.204331, -0.307035, -0.999936, 0.00445289, -0.00484843, -0.00921559, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.334936] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [129] 1722290371334847, 0.333446, 0.0716767, -0.204331, -0.307035, -0.999936, 0.00445289, -0.00484843, -0.00921559, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.337614] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [131] 1722290371337498, 0.336097, 0.0716774, -0.204331, -0.307031, -0.999936, 0.00446483, -0.00485768, -0.00921054, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.340362] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [132] 1722290371340247, 0.338846, 0.0716774, -0.204331, -0.307031, -0.999936, 0.00446483, -0.00485768, -0.00921054, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.342791] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [133] 1722290371342681, 0.34128, 0.0716774, -0.204331, -0.307031, -0.999936, 0.00446483, -0.00485768, -0.00921054, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.346412] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [135] 1722290371346263, 0.344862, 0.0716774, -0.204331, -0.307031, -0.999936, 0.00446483, -0.00485768, -0.00921054, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.348280] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [136] 1722290371348175, 0.346774, 0.071677, -0.204334, -0.307037, -0.999936, 0.00446861, -0.00486119, -0.00920957, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.351073] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [137] 1722290371350963, 0.349562, 0.071677, -0.204334, -0.307037, -0.999936, 0.00446861, -0.00486119, -0.00920957, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.355040] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [139] 1722290371354978, 0.353577, 0.071677, -0.204334, -0.307037, -0.999936, 0.00446861, -0.00486119, -0.00920957, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.356407] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [140] 1722290371356249, 0.354848, 0.0716742, -0.204328, -0.307031, -0.999936, 0.00445932, -0.00486079, -0.00921614, 0, 0, 0, 0, 0, 0, 
