[2024-07-29 17:59:31.049191] [0x0000007fbd68f7c0] [MocapTag] [0x0000129a] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-29 17:59:45.156849] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6276] 1722290385156755, 14.1554, 0.776173, 0.00278624, -0.81981, -0.965537, -0.0355351, 0.0254008, -0.256575, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.160098] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6277] 1722290385159975, 14.1586, 0.776173, 0.00278624, -0.81981, -0.965537, -0.0355351, 0.0254008, -0.256575, 0.635849, 0.418039, -0.134537, -0.0352383, -0.117458, -0.123698, 
[2024-07-29 17:59:45.161957] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6278] 1722290385161841, 14.1604, 0.776173, 0.00278624, -0.81981, -0.965537, -0.0355351, 0.0254008, -0.256575, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.164603] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6279] 1722290385164487, 14.1631, 0.776173, 0.00278624, -0.81981, -0.965537, -0.0355351, 0.0254008, -0.256575, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.167100] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6280] 1722290385167010, 14.1656, 0.782475, 0.00689075, -0.821389, -0.965505, -0.0359395, 0.0246778, -0.256711, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.169787] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6282] 1722290385169615, 14.1682, 0.782475, 0.00689075, -0.821389, -0.965505, -0.0359395, 0.0246778, -0.256711, 0.630189, 0.410451, -0.157907, 0.0411749, -0.161581, 0, 
[2024-07-29 17:59:45.174592] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6283] 1722290385174471, 14.1731, 0.782475, 0.00689075, -0.821389, -0.965505, -0.0359395, 0.0246778, -0.256711, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.177198] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6285] 1722290385177125, 14.1757, 0.788752, 0.0110285, -0.823085, -0.965554, -0.0367969, 0.0241008, -0.256459, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.181741] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6286] 1722290385181597, 14.1802, 0.788752, 0.0110285, -0.823085, -0.965554, -0.0367969, 0.0241008, -0.256459, 0.627796, 0.413775, -0.169591, 0.135255, -0.153413, 0.055629, 
[2024-07-29 17:59:45.183082] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6287] 1722290385182934, 14.1815, 0.788752, 0.0110285, -0.823085, -0.965554, -0.0367969, 0.0241008, -0.256459, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.185783] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6288] 1722290385185665, 14.1843, 0.795068, 0.0153268, -0.824337, -0.965364, -0.0369798, 0.0237034, -0.257183, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.190353] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6290] 1722290385190236, 14.1888, 0.795068, 0.0153268, -0.824337, -0.965364, -0.0369798, 0.0237034, -0.257183, 0.631594, 0.429832, -0.125167, 0, -0.0924168, -0.146163, 
[2024-07-29 17:59:45.193035] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6291] 1722290385192879, 14.1915, 0.795068, 0.0153268, -0.824337, -0.965364, -0.0369798, 0.0237034, -0.257183, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.195665] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6292] 1722290385195551, 14.1942, 0.801432, 0.0196391, -0.825967, -0.965383, -0.0365323, 0.0231517, -0.257227, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.198369] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6294] 1722290385198252, 14.1969, 0.801432, 0.0196391, -0.825967, -0.965383, -0.0365323, 0.0231517, -0.257227, 0.636334, 0.43123, -0.162985, -0.115037, -0.0837658, 0, 
[2024-07-29 17:59:45.203104] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6295] 1722290385202950, 14.2015, 0.801432, 0.0196391, -0.825967, -0.965383, -0.0365323, 0.0231517, -0.257227, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.206561] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6297] 1722290385206480, 14.2051, 0.807683, 0.0239589, -0.827441, -0.965304, -0.0375984, 0.0228562, -0.257395, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.209422] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6298] 1722290385209296, 14.2079, 0.807683, 0.0239589, -0.827441, -0.965304, -0.0375984, 0.0228562, -0.257395, 0.625169, 0.431975, -0.147487, 0.191283, -0.11355, 0, 
[2024-07-29 17:59:45.211980] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6299] 1722290385211864, 14.2105, 0.807683, 0.0239589, -0.827441, -0.965304, -0.0375984, 0.0228562, -0.257395, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.215142] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6300] 1722290385215016, 14.2136, 0.807683, 0.0239589, -0.827441, -0.965304, -0.0375984, 0.0228562, -0.257395, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.218871] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6302] 1722290385218752, 14.2174, 0.813982, 0.028343, -0.828937, -0.965284, -0.0380344, 0.0224495, -0.257442, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.221883] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6303] 1722290385221757, 14.2204, 0.813982, 0.028343, -0.828937, -0.965284, -0.0380344, 0.0224495, -0.257442, 0.629877, 0.438416, -0.14952, 0.063324, -0.101443, 0, 
[2024-07-29 17:59:45.224775] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6304] 1722290385224651, 14.2233, 0.813982, 0.028343, -0.828937, -0.965284, -0.0380344, 0.0224495, -0.257442, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.227240] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6306] 1722290385227148, 14.2257, 0.820435, 0.0327761, -0.830237, -0.96521, -0.0377418, 0.0221107, -0.257791, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.229909] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6307] 1722290385229792, 14.2284, 0.820435, 0.0327761, -0.830237, -0.96521, -0.0377418, 0.0221107, -0.257791, 0.645228, 0.443304, -0.130055, -0.0733137, -0.0533173, -0.0683069, 
[2024-07-29 17:59:45.234186] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6308] 1722290385234074, 14.2327, 0.820435, 0.0327761, -0.830237, -0.96521, -0.0377418, 0.0221107, -0.257791, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.236816] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6310] 1722290385236732, 14.2353, 0.826835, 0.0372459, -0.831669, -0.965273, -0.0379089, 0.0217192, -0.257565, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.239551] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6311] 1722290385239433, 14.238, 0.826835, 0.0372459, -0.831669, -0.965273, -0.0379089, 0.0217192, -0.257565, 0.640034, 0.446983, -0.143179, 0, -0.0822287, 0.0503719, 
[2024-07-29 17:59:45.242919] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6312] 1722290385242809, 14.2414, 0.826835, 0.0372459, -0.831669, -0.965273, -0.0379089, 0.0217192, -0.257565, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.244652] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6313] 1722290385244532, 14.2431, 0.826835, 0.0372459, -0.831669, -0.965273, -0.0379089, 0.0217192, -0.257565, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.247087] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6315] 1722290385247004, 14.2456, 0.833161, 0.0417411, -0.833188, -0.965401, -0.0382197, 0.0211852, -0.257083, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.250734] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6316] 1722290385250610, 14.2492, 0.833161, 0.0417411, -0.833188, -0.965401, -0.0382197, 0.0211852, -0.257083, 0.632658, 0.449517, -0.151924, 0, -0.114897, 0.104403, 
[2024-07-29 17:59:45.253444] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6317] 1722290385253330, 14.2519, 0.833161, 0.0417411, -0.833188, -0.965401, -0.0382197, 0.0211852, -0.257083, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.255977] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6318] 1722290385255893, 14.2545, 0.839521, 0.0463166, -0.834733, -0.965501, -0.038212, 0.0202476, -0.256783, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.258723] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6320] 1722290385258607, 14.2572, 0.839521, 0.0463166, -0.834733, -0.965501, -0.038212, 0.0202476, -0.256783, 0.635952, 0.457551, -0.154511, -0.0506401, -0.17798, 0.0710726, 
[2024-07-29 17:59:45.261740] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6321] 1722290385261625, 14.2602, 0.839521, 0.0463166, -0.834733, -0.965501, -0.038212, 0.0202476, -0.256783, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.265666] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6322] 1722290385265539, 14.2641, 0.839521, 0.0463166, -0.834733, -0.965501, -0.038212, 0.0202476, -0.256783, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.268033] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6324] 1722290385267916, 14.2665, 0.846025, 0.050923, -0.835977, -0.965435, -0.0374441, 0.0194453, -0.257205, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.270835] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6325] 1722290385270721, 14.2693, 0.846025, 0.050923, -0.835977, -0.965435, -0.0374441, 0.0194453, -0.257205, 0.650353, 0.460643, -0.124353, -0.189233, -0.118928, -0.0781596, 
[2024-07-29 17:59:45.273499] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6326] 1722290385273379, 14.272, 0.846025, 0.050923, -0.835977, -0.965435, -0.0374441, 0.0194453, -0.257205, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.276032] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6327] 1722290385275913, 14.2745, 0.852461, 0.0555743, -0.837408, -0.965408, -0.0373213, 0.0189925, -0.25736, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.278620] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6329] 1722290385278504, 14.2771, 0.852461, 0.0555743, -0.837408, -0.965408, -0.0373213, 0.0189925, -0.25736, 0.643679, 0.465129, -0.143155, -0.0469208, -0.082384, 0, 
[2024-07-29 17:59:45.283052] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6330] 1722290385282887, 14.2815, 0.852461, 0.0555743, -0.837408, -0.965408, -0.0373213, 0.0189925, -0.25736, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.285768] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6331] 1722290385285644, 14.2842, 0.85882, 0.0602926, -0.838852, -0.965445, -0.0375966, 0.0186067, -0.257207, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.288373] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6333] 1722290385288255, 14.2869, 0.85882, 0.0602926, -0.838852, -0.965445, -0.0375966, 0.0186067, -0.257207, 0.635918, 0.471828, -0.14432, 0, -0.0873782, 0, 
[2024-07-29 17:59:45.291440] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6334] 1722290385291327, 14.2899, 0.85882, 0.0602926, -0.838852, -0.965445, -0.0375966, 0.0186067, -0.257207, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.293402] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6335] 1722290385293287, 14.2919, 0.85882, 0.0602926, -0.838852, -0.965445, -0.0375966, 0.0186067, -0.257207, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.297031] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6337] 1722290385296915, 14.2955, 0.865177, 0.0650705, -0.840279, -0.965521, -0.0375455, 0.0181074, -0.256966, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.299846] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6338] 1722290385299723, 14.2983, 0.865177, 0.0650705, -0.840279, -0.965521, -0.0375455, 0.0181074, -0.256966, 0.63561, 0.477798, -0.142714, -0.0360966, -0.0917094, 0.0545263, 
[2024-07-29 17:59:45.302405] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6339] 1722290385302285, 14.3009, 0.865177, 0.0650705, -0.840279, -0.965521, -0.0375455, 0.0181074, -0.256966, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.305031] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6340] 1722290385304910, 14.3035, 0.865177, 0.0650705, -0.840279, -0.965521, -0.0375455, 0.0181074, -0.256966, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.307716] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6342] 1722290385307599, 14.3062, 0.871707, 0.0698422, -0.841487, -0.965491, -0.0368865, 0.0175241, -0.257213, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.311953] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6343] 1722290385311840, 14.3104, 0.871707, 0.0698422, -0.841487, -0.965491, -0.0368865, 0.0175241, -0.257213, 0.653057, 0.477166, -0.120837, -0.157213, -0.0807019, -0.0448883, 
[2024-07-29 17:59:45.314674] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6344] 1722290385314556, 14.3132, 0.871707, 0.0698422, -0.841487, -0.965491, -0.0368865, 0.0175241, -0.257213, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.317114] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6346] 1722290385316994, 14.3156, 0.878224, 0.0746395, -0.842895, -0.965626, -0.0368076, 0.0168369, -0.256766, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.319909] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6347] 1722290385319793, 14.3184, 0.878224, 0.0746395, -0.842895, -0.965626, -0.0368076, 0.0168369, -0.256766, 0.651639, 0.479731, -0.140768, -0.0514269, -0.124912, 0.0988066, 
[2024-07-29 17:59:45.322316] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6348] 1722290385322182, 14.3208, 0.878224, 0.0746395, -0.842895, -0.965626, -0.0368076, 0.0168369, -0.256766, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.326483] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6350] 1722290385326426, 14.325, 0.878224, 0.0746395, -0.842895, -0.965626, -0.0368076, 0.0168369, -0.256766, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.328967] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6351] 1722290385328851, 14.3275, 0.884722, 0.0794803, -0.844341, -0.965878, -0.0370284, 0.0162201, -0.255824, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.331742] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6352] 1722290385331626, 14.3302, 0.884722, 0.0794803, -0.844341, -0.965878, -0.0370284, 0.0162201, -0.255824, 0.649833, 0.48408, -0.144582, 0, -0.122673, 0.199991, 
[2024-07-29 17:59:45.334505] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6353] 1722290385334382, 14.333, 0.884722, 0.0794803, -0.844341, -0.965878, -0.0370284, 0.0162201, -0.255824, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.336990] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6355] 1722290385336907, 14.3355, 0.891162, 0.0845126, -0.84564, -0.965966, -0.0369161, 0.0156622, -0.255544, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.339704] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6356] 1722290385339548, 14.3381, 0.891162, 0.0845126, -0.84564, -0.965966, -0.0369161, 0.0156622, -0.255544, 0.643983, 0.503228, -0.129918, -0.0507355, -0.0996929, 0.0630677, 
[2024-07-29 17:59:45.343261] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6357] 1722290385343145, 14.3417, 0.891162, 0.0845126, -0.84564, -0.965966, -0.0369161, 0.0156622, -0.255544, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.345787] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6358] 1722290385345666, 14.3443, 0.897722, 0.0894777, -0.846716, -0.965939, -0.0363993, 0.0152015, -0.255747, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.348517] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6360] 1722290385348397, 14.347, 0.897722, 0.0894777, -0.846716, -0.965939, -0.0363993, 0.0152015, -0.255747, 0.656078, 0.496514, -0.107599, -0.123405, -0.0641507, -0.0375688, 
[2024-07-29 17:59:45.351071] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6361] 1722290385350960, 14.3496, 0.897722, 0.0894777, -0.846716, -0.965939, -0.0363993, 0.0152015, -0.255747, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.353753] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6362] 1722290385353629, 14.3522, 0.897722, 0.0894777, -0.846716, -0.965939, -0.0363993, 0.0152015, -0.255747, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.358054] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6364] 1722290385357919, 14.3565, 0.904172, 0.0945339, -0.847966, -0.965903, -0.0360827, 0.014989, -0.255939, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.360640] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6365] 1722290385360516, 14.3591, 0.904172, 0.0945339, -0.847966, -0.965903, -0.0360827, 0.014989, -0.255939, 0.644954, 0.505619, -0.12507, -0.0719547, 0, -0.0375628, 
[2024-07-29 17:59:45.363407] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6366] 1722290385363288, 14.3619, 0.904172, 0.0945339, -0.847966, -0.965903, -0.0360827, 0.014989, -0.255939, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.366120] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6367] 1722290385366024, 14.3646, 0.910541, 0.0996551, -0.849336, -0.965969, -0.0363287, 0.0146136, -0.255676, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.368636] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6369] 1722290385368515, 14.3671, 0.910541, 0.0996551, -0.849336, -0.965969, -0.0363287, 0.0146136, -0.255676, 0.636894, 0.512114, -0.136975, 0, -0.0830068, 0.0573516, 
[2024-07-29 17:59:45.371076] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6370] 1722290385370963, 14.3696, 0.910541, 0.0996551, -0.849336, -0.965969, -0.0363287, 0.0146136, -0.255676, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.374917] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6371] 1722290385374797, 14.3734, 0.910541, 0.0996551, -0.849336, -0.965969, -0.0363287, 0.0146136, -0.255676, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.377375] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6373] 1722290385377254, 14.3759, 0.917026, 0.104722, -0.850679, -0.966126, -0.0362324, 0.0139513, -0.255134, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.380148] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6374] 1722290385380017, 14.3786, 0.917026, 0.104722, -0.850679, -0.966126, -0.0362324, 0.0139513, -0.255134, 0.648487, 0.506655, -0.134229, -0.0530958, -0.118682, 0.117803, 
[2024-07-29 17:59:45.383018] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6375] 1722290385382872, 14.3815, 0.917026, 0.104722, -0.850679, -0.966126, -0.0362324, 0.0139513, -0.255134, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.385245] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6376] 1722290385385118, 14.3837, 0.923584, 0.109881, -0.851861, -0.966215, -0.0353121, 0.0132551, -0.254961, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.387902] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6378] 1722290385387779, 14.3864, 0.923584, 0.109881, -0.851861, -0.966215, -0.0353121, 0.0132551, -0.254961, 0.655846, 0.515902, -0.118291, -0.213861, -0.0860996, 0.0422418, 
[2024-07-29 17:59:45.390630] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6379] 1722290385390515, 14.3891, 0.923584, 0.109881, -0.851861, -0.966215, -0.0353121, 0.0132551, -0.254961, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.393398] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6380] 1722290385393283, 14.3919, 0.923584, 0.109881, -0.851861, -0.966215, -0.0353121, 0.0132551, -0.254961, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.395886] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6381] 1722290385395799, 14.3944, 0.930091, 0.115079, -0.85322, -0.966385, -0.0348922, 0.0129426, -0.254391, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.398480] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6383] 1722290385398361, 14.397, 0.930091, 0.115079, -0.85322, -0.966385, -0.0348922, 0.0129426, -0.254391, 0.650643, 0.519846, -0.135857, -0.0976563, 0, 0.120634, 
[2024-07-29 17:59:45.400974] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6384] 1722290385400860, 14.3995, 0.930091, 0.115079, -0.85322, -0.966385, -0.0348922, 0.0129426, -0.254391, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.406074] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6385] 1722290385405954, 14.4046, 0.930091, 0.115079, -0.85322, -0.966385, -0.0348922, 0.0129426, -0.254391, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.408545] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6387] 1722290385408426, 14.407, 0.936625, 0.120254, -0.854611, -0.966642, -0.0351537, 0.01229, -0.253408, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.411314] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6388] 1722290385411204, 14.4098, 0.936625, 0.120254, -0.854611, -0.966642, -0.0351537, 0.01229, -0.253408, 0.653469, 0.517452, -0.139122, 0, -0.131898, 0.208187, 
[2024-07-29 17:59:45.414110] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6389] 1722290385413992, 14.4126, 0.936625, 0.120254, -0.854611, -0.966642, -0.0351537, 0.01229, -0.253408, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.416726] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6390] 1722290385416630, 14.4152, 0.943156, 0.125575, -0.855765, -0.966738, -0.0343434, 0.0116676, -0.253186, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.421481] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6392] 1722290385421366, 14.42, 0.943156, 0.125575, -0.855765, -0.966738, -0.0343434, 0.0116676, -0.253186, 0.653026, 0.532178, -0.115381, -0.188613, -0.0775162, 0.0511944, 
[2024-07-29 17:59:45.424360] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6393] 1722290385424237, 14.4228, 0.943156, 0.125575, -0.855765, -0.966738, -0.0343434, 0.0116676, -0.253186, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.427468] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6395] 1722290385427374, 14.426, 0.949566, 0.130889, -0.857093, -0.966886, -0.0340048, 0.0112585, -0.252681, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.429672] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6396] 1722290385429510, 14.4281, 0.949566, 0.130889, -0.857093, -0.966886, -0.0340048, 0.0112585, -0.252681, 0.641052, 0.531383, -0.132814, -0.0865459, -0.0581842, 0.107443, 
[2024-07-29 17:59:45.432051] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6397] 1722290385431941, 14.4305, 0.949566, 0.130889, -0.857093, -0.966886, -0.0340048, 0.0112585, -0.252681, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.436710] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6399] 1722290385436626, 14.4352, 0.949566, 0.130889, -0.857093, -0.966886, -0.0340048, 0.0112585, -0.252681, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.439380] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6400] 1722290385439266, 14.4379, 0.956047, 0.136184, -0.858391, -0.96708, -0.0341552, 0.0112747, -0.25192, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.442043] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6401] 1722290385441933, 14.4405, 0.956047, 0.136184, -0.858391, -0.96708, -0.0341552, 0.0112747, -0.25192, 0.648076, 0.529429, -0.129764, 0, 0, 0.157171, 
[2024-07-29 17:59:45.445607] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6402] 1722290385445482, 14.4441, 0.956047, 0.136184, -0.858391, -0.96708, -0.0341552, 0.0112747, -0.25192, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.447812] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6404] 1722290385447694, 14.4463, 0.962512, 0.141703, -0.859497, -0.967158, -0.0337287, 0.0107255, -0.2517, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:45.449950] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6405] 1722290385449838, 14.4484, 0.962512, 0.141703, -0.859497, -0.967158, -0.0337287, 0.0107255, -0.2517, 0.646537, 0.551935, -0.110644, -0.110412, -0.0830978, 0.049758, 
[2024-07-29 17:59:45.454691] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [6406] 1722290385454569, 14.4532, 0.962512, 0.141703, -0.859497, -0.967158, -0.0337287, 0.0107255, -0.2517, 0, 0, 0, 0, 0, 0, 
