[2024-07-29 16:38:17.521588] [0x0000007f8657f7c0] [MocapTag] [0x0000262e] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-29 16:38:30.597084] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5766] 1722285510596965, 13.119, -0.408022, -0.255662, -0.797854, -0.996034, 0.021589, -0.0205154, 0.0838374, -0.2175, 0.0934413, -0.0673206, 0.055933, 0, 0.2593, 
[2024-07-29 16:38:30.599841] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5768] 1722285510599756, 13.1218, -0.408022, -0.255662, -0.797854, -0.996034, 0.021589, -0.0205154, 0.0838374, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.602355] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5769] 1722285510602237, 13.1243, -0.410202, -0.254716, -0.79847, -0.995931, 0.0213731, -0.0206922, 0.0850708, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.605212] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5770] 1722285510605094, 13.1272, -0.410202, -0.254716, -0.79847, -0.995931, 0.0213731, -0.0206922, 0.0850708, -0.218058, 0.0946044, -0.0616243, 0.0515461, -0.0364799, 0.248085, 
[2024-07-29 16:38:30.607732] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5771] 1722285510607610, 13.1297, -0.410202, -0.254716, -0.79847, -0.995931, 0.0213731, -0.0206922, 0.0850708, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.610728] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5773] 1722285510610607, 13.1327, -0.410202, -0.254716, -0.79847, -0.995931, 0.0213731, -0.0206922, 0.0850708, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.613137] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5774] 1722285510613025, 13.1351, -0.412197, -0.254288, -0.798995, -0.995751, 0.021891, -0.0203004, 0.0871117, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.615866] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5775] 1722285510615754, 13.1378, -0.412197, -0.254288, -0.798995, -0.995751, 0.021891, -0.0203004, 0.0871117, -0.19942, 0.0428249, -0.0524913, -0.100803, 0.0610743, 0.408903, 
[2024-07-29 16:38:30.618741] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5776] 1722285510618618, 13.1407, -0.412197, -0.254288, -0.798995, -0.995751, 0.021891, -0.0203004, 0.0871117, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.621685] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5778] 1722285510621567, 13.1437, -0.414501, -0.25344, -0.79969, -0.995656, 0.0215989, -0.0204927, 0.0882182, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.625812] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5779] 1722285510625694, 13.1478, -0.414501, -0.25344, -0.79969, -0.995656, 0.0215989, -0.0204927, 0.0882182, -0.230436, 0.0847758, -0.0694516, 0.0664949, -0.0376318, 0.222944, 
[2024-07-29 16:38:30.628607] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5780] 1722285510628512, 13.1506, -0.414501, -0.25344, -0.79969, -0.995656, 0.0215989, -0.0204927, 0.0882182, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.631204] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5782] 1722285510631087, 13.1532, -0.416855, -0.252635, -0.800239, -0.995557, 0.0208902, -0.0205619, 0.0894853, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.633961] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5783] 1722285510633843, 13.1559, -0.416855, -0.252635, -0.800239, -0.995557, 0.0208902, -0.0205619, 0.0894853, -0.235453, 0.0805383, -0.0549217, 0.148225, 0, 0.257479, 
[2024-07-29 16:38:30.636562] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5784] 1722285510636445, 13.1585, -0.416855, -0.252635, -0.800239, -0.995557, 0.0208902, -0.0205619, 0.0894853, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.639396] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5786] 1722285510639325, 13.1614, -0.416855, -0.252635, -0.800239, -0.995557, 0.0208902, -0.0205619, 0.0894853, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.642698] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5787] 1722285510642580, 13.1647, -0.419276, -0.251873, -0.800797, -0.995462, 0.0202173, -0.0206331, 0.0906658, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.645394] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5788] 1722285510645280, 13.1674, -0.419276, -0.251873, -0.800797, -0.995462, 0.0202173, -0.0206331, 0.0906658, -0.242024, 0.0762142, -0.0557633, 0.140738, 0, 0.239979, 
[2024-07-29 16:38:30.648026] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5789] 1722285510647905, 13.17, -0.419276, -0.251873, -0.800797, -0.995462, 0.0202173, -0.0206331, 0.0906658, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.650722] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5791] 1722285510650604, 13.1727, -0.419276, -0.251873, -0.800797, -0.995462, 0.0202173, -0.0206331, 0.0906658, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.653291] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5792] 1722285510653177, 13.1753, -0.421752, -0.251132, -0.801343, -0.995377, 0.0193078, -0.0205625, 0.0918127, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.657719] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5793] 1722285510657595, 13.1797, -0.421752, -0.251132, -0.801343, -0.995377, 0.0193078, -0.0205625, 0.0918127, -0.247608, 0.0741083, -0.0545819, 0.185204, 0, 0.234672, 
[2024-07-29 16:38:30.661825] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5795] 1722285510661708, 13.1838, -0.421752, -0.251132, -0.801343, -0.995377, 0.0193078, -0.0205625, 0.0918127, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.663128] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5796] 1722285510663018, 13.1851, -0.424205, -0.250422, -0.801864, -0.99531, 0.0184218, -0.0203061, 0.0927673, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.665768] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5797] 1722285510665654, 13.1877, -0.424205, -0.250422, -0.801864, -0.99531, 0.0184218, -0.0203061, 0.0927673, -0.245332, 0.0709611, -0.0521467, 0.176144, 0.0641212, 0.196391, 
[2024-07-29 16:38:30.668487] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5798] 1722285510668357, 13.1904, -0.424205, -0.250422, -0.801864, -0.99531, 0.0184218, -0.0203061, 0.0927673, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.671213] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5800] 1722285510671092, 13.1932, -0.426755, -0.249736, -0.802336, -0.995252, 0.0176181, -0.0199843, 0.0936132, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.674162] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5801] 1722285510674044, 13.1961, -0.426755, -0.249736, -0.802336, -0.995252, 0.0176181, -0.0199843, 0.0936132, -0.254979, 0.0686437, -0.0471633, 0.157952, 0.0762973, 0.174242, 
[2024-07-29 16:38:30.676790] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5802] 1722285510676626, 13.1987, -0.426755, -0.249736, -0.802336, -0.995252, 0.0176181, -0.0199843, 0.0936132, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.679705] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5803] 1722285510679615, 13.2017, -0.426755, -0.249736, -0.802336, -0.995252, 0.0176181, -0.0199843, 0.0936132, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.681982] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5805] 1722285510681857, 13.2039, -0.429365, -0.249162, -0.802843, -0.995188, 0.0166072, -0.0194647, 0.0945824, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.684663] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5806] 1722285510684545, 13.2066, -0.429365, -0.249162, -0.802843, -0.995188, 0.0166072, -0.0194647, 0.0945824, -0.260998, 0.05738, -0.0507188, 0.195885, 0.119496, 0.200234, 
[2024-07-29 16:38:30.689088] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5807] 1722285510688998, 13.2111, -0.429365, -0.249162, -0.802843, -0.995188, 0.0166072, -0.0194647, 0.0945824, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.691693] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5809] 1722285510691576, 13.2137, -0.43196, -0.248562, -0.803331, -0.995145, 0.0155639, -0.018966, 0.0953124, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.694409] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5810] 1722285510694292, 13.2164, -0.43196, -0.248562, -0.803331, -0.995145, 0.0155639, -0.018966, 0.0953124, -0.259464, 0.0600315, -0.0488082, 0.201535, 0.116989, 0.15204, 
[2024-07-29 16:38:30.697073] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5811] 1722285510696948, 13.219, -0.43196, -0.248562, -0.803331, -0.995145, 0.0155639, -0.018966, 0.0953124, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.699706] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5813] 1722285510699618, 13.2217, -0.43196, -0.248562, -0.803331, -0.995145, 0.0155639, -0.018966, 0.0953124, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.703779] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5814] 1722285510703662, 13.2257, -0.434595, -0.248055, -0.803859, -0.995102, 0.0144913, -0.018497, 0.0960187, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.706390] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5815] 1722285510706278, 13.2284, -0.434595, -0.248055, -0.803859, -0.995102, 0.0144913, -0.018497, 0.0960187, -0.263576, 0.0507034, -0.0528154, 0.207639, 0.111987, 0.14711, 
[2024-07-29 16:38:30.709225] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5817] 1722285510709163, 13.2312, -0.434595, -0.248055, -0.803859, -0.995102, 0.0144913, -0.018497, 0.0960187, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.711746] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5818] 1722285510711627, 13.2337, -0.436959, -0.244485, -0.802392, -0.995677, 0.0110371, -0.0143695, 0.091094, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.714795] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5819] 1722285510714681, 13.2368, -0.436959, -0.244485, -0.802392, -0.995677, 0.0110371, -0.0143695, 0.091094, -0.236345, 0.356948, 0.146667, 0.593972, 0.897564, -0.971141, 
[2024-07-29 16:38:30.719201] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5820] 1722285510719106, 13.2412, -0.436959, -0.244485, -0.802392, -0.995677, 0.0110371, -0.0143695, 0.091094, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.721810] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5822] 1722285510721692, 13.2438, -0.439617, -0.244067, -0.802913, -0.995613, 0.00984452, -0.0138464, 0.0920076, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.724507] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5823] 1722285510724393, 13.2465, -0.439617, -0.244067, -0.802913, -0.995613, 0.00984452, -0.0138464, 0.0920076, -0.265797, 0.0418254, -0.0520716, 0.230837, 0.124332, 0.187753, 
[2024-07-29 16:38:30.727234] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5824] 1722285510727108, 13.2492, -0.439617, -0.244067, -0.802913, -0.995613, 0.00984452, -0.0138464, 0.0920076, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.729972] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5826] 1722285510729854, 13.2519, -0.439617, -0.244067, -0.802913, -0.995613, 0.00984452, -0.0138464, 0.0920076, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.732556] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5827] 1722285510732438, 13.2545, -0.442292, -0.24369, -0.803432, -0.995557, 0.0085026, -0.0129401, 0.0928742, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.735542] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5828] 1722285510735424, 13.2575, -0.442292, -0.24369, -0.803432, -0.995557, 0.0085026, -0.0129401, 0.0928742, -0.267481, 0.0377266, -0.0518699, 0.253081, 0.203918, 0.178836, 
[2024-07-29 16:38:30.738104] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5829] 1722285510737984, 13.2601, -0.442292, -0.24369, -0.803432, -0.995557, 0.0085026, -0.0129401, 0.0928742, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.740910] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5831] 1722285510740775, 13.2629, -0.445011, -0.243329, -0.803955, -0.995529, 0.00733965, -0.0121778, 0.0933756, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.743704] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5832] 1722285510743578, 13.2657, -0.445011, -0.243329, -0.803955, -0.995529, 0.00733965, -0.0121778, 0.0933756, -0.271907, 0.0360335, -0.052329, 0.218821, 0.172783, 0.104427, 
[2024-07-29 16:38:30.746336] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5833] 1722285510746209, 13.2683, -0.445011, -0.243329, -0.803955, -0.995529, 0.00733965, -0.0121778, 0.0933756, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.750708] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5835] 1722285510750581, 13.2727, -0.445011, -0.243329, -0.803955, -0.995529, 0.00733965, -0.0121778, 0.0933756, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.753234] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5836] 1722285510753111, 13.2752, -0.447708, -0.242903, -0.80446, -0.995512, 0.00591985, -0.0110837, 0.0937996, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.756202] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5837] 1722285510756068, 13.2782, -0.447708, -0.242903, -0.80446, -0.995512, 0.00591985, -0.0110837, 0.0937996, -0.269705, 0.0425843, -0.0505298, 0.263381, 0.243959, 0.089334, 
[2024-07-29 16:38:30.758788] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5838] 1722285510758656, 13.2807, -0.447708, -0.242903, -0.80446, -0.995512, 0.00591985, -0.0110837, 0.0937996, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.761369] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5840] 1722285510761247, 13.2833, -0.450098, -0.241462, -0.805123, -0.996421, 0.0101626, -0.0218223, 0.0810315, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.764172] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5841] 1722285510764045, 13.2861, -0.450098, -0.241462, -0.805123, -0.996421, 0.0101626, -0.0218223, 0.0810315, -0.239018, 0.144099, -0.0662446, -0.702357, -2.19702, -2.58676, 
[2024-07-29 16:38:30.767712] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5842] 1722285510767587, 13.2897, -0.450098, -0.241462, -0.805123, -0.996421, 0.0101626, -0.0218223, 0.0810315, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.771991] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5844] 1722285510771856, 13.2939, -0.450098, -0.241462, -0.805123, -0.996421, 0.0101626, -0.0218223, 0.0810315, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.772818] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5845] 1722285510772691, 13.2948, -0.452913, -0.241212, -0.805466, -0.996396, 0.00846348, -0.0198094, 0.0820458, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.775674] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5846] 1722285510775553, 13.2976, -0.452913, -0.241212, -0.805466, -0.996396, 0.00846348, -0.0198094, 0.0820458, -0.281543, 0.0250721, -0.0343269, 0.310636, 0.427447, 0.21257, 
[2024-07-29 16:38:30.778554] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5847] 1722285510778429, 13.3005, -0.452913, -0.241212, -0.805466, -0.996396, 0.00846348, -0.0198094, 0.0820458, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.782824] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5849] 1722285510782697, 13.3048, -0.455626, -0.240666, -0.805964, -0.996465, 0.00692149, -0.0186188, 0.0816275, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.785546] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5850] 1722285510785413, 13.3075, -0.455626, -0.240666, -0.805964, -0.996465, 0.00692149, -0.0186188, 0.0816275, -0.27131, 0.0545999, -0.0498183, 0.28646, 0.263092, -0.0772461, 
[2024-07-29 16:38:30.788040] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5851] 1722285510787909, 13.31, -0.455626, -0.240666, -0.805964, -0.996465, 0.00692149, -0.0186188, 0.0816275, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.790672] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5853] 1722285510790552, 13.3126, -0.458391, -0.240155, -0.80657, -0.996523, 0.00542897, -0.0179062, 0.0811953, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.794030] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5854] 1722285510793899, 13.316, -0.458391, -0.240155, -0.80657, -0.996523, 0.00542897, -0.0179062, 0.0811953, -0.276479, 0.0510457, -0.0605585, 0.284481, 0.166779, -0.0809997, 
[2024-07-29 16:38:30.796004] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5855] 1722285510795883, 13.318, -0.458391, -0.240155, -0.80657, -0.996523, 0.00542897, -0.0179062, 0.0811953, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.799783] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5857] 1722285510799659, 13.3217, -0.458391, -0.240155, -0.80657, -0.996523, 0.00542897, -0.0179062, 0.0811953, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.802110] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5858] 1722285510801982, 13.3241, -0.461809, -0.244016, -0.808912, -0.994907, -0.000414839, -0.00853519, 0.100433, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.804752] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5859] 1722285510804628, 13.3267, -0.461809, -0.244016, -0.808912, -0.994907, -0.000414839, -0.00853519, 0.100433, -0.341817, -0.386052, -0.234177, -627.273, 1.96766, 3.87813, 
[2024-07-29 16:38:30.807671] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5860] 1722285510807548, 13.3296, -0.461809, -0.244016, -0.808912, -0.994907, -0.000414839, -0.00853519, 0.100433, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.810190] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5862] 1722285510810067, 13.3322, -0.461809, -0.244016, -0.808912, -0.994907, -0.000414839, -0.00853519, 0.100433, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.814276] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5863] 1722285510814158, 13.3362, -0.464611, -0.243703, -0.809462, -0.994884, -0.00205868, -0.007295, 0.100741, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.817190] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5864] 1722285510817083, 13.3392, -0.464611, -0.243703, -0.809462, -0.994884, -0.00205868, -0.007295, 0.100741, -0.280167, 0.0313154, -0.0549911, 0.302649, 0.279989, 0.0633985, 
[2024-07-29 16:38:30.819967] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5866] 1722285510819851, 13.3419, -0.464611, -0.243703, -0.809462, -0.994884, -0.00205868, -0.007295, 0.100741, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.822436] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5867] 1722285510822318, 13.3444, -0.467453, -0.243444, -0.809994, -0.994854, -0.00368534, -0.00610014, 0.101067, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.825514] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5868] 1722285510825399, 13.3475, -0.467453, -0.243444, -0.809994, -0.994854, -0.00368534, -0.00610014, 0.101067, -0.284225, 0.0258078, -0.0532757, 0.299978, 0.270823, 0.0664338, 
[2024-07-29 16:38:30.828500] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5869] 1722285510828382, 13.3505, -0.467453, -0.243444, -0.809994, -0.994854, -0.00368534, -0.00610014, 0.101067, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.831300] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5871] 1722285510831182, 13.3533, -0.47036, -0.24324, -0.810612, -0.994826, -0.00502879, -0.00518004, 0.101333, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.833912] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5872] 1722285510833794, 13.3559, -0.47036, -0.24324, -0.810612, -0.994826, -0.00502879, -0.00518004, 0.101333, -0.290678, 0.0204598, -0.0617717, 0.248957, 0.210537, 0.0537649, 
[2024-07-29 16:38:30.836272] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5873] 1722285510836156, 13.3582, -0.47036, -0.24324, -0.810612, -0.994826, -0.00502879, -0.00518004, 0.101333, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.838938] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5874] 1722285510838851, 13.3609, -0.47036, -0.24324, -0.810612, -0.994826, -0.00502879, -0.00518004, 0.101333, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.841553] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5876] 1722285510841437, 13.3635, -0.473155, -0.243223, -0.811129, -0.994863, -0.00575751, -0.00398286, 0.100987, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.844500] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5877] 1722285510844384, 13.3665, -0.473155, -0.243223, -0.811129, -0.994863, -0.00575751, -0.00398286, 0.100987, -0.279518, 0, -0.0516825, 0.120473, 0.252546, -0.0704437, 
[2024-07-29 16:38:30.848876] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5878] 1722285510848761, 13.3708, -0.473155, -0.243223, -0.811129, -0.994863, -0.00575751, -0.00398286, 0.100987, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.851449] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5880] 1722285510851333, 13.3734, -0.476127, -0.24291, -0.811683, -0.994886, -0.007039, -0.00321244, 0.100713, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.856408] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5881] 1722285510856284, 13.3784, -0.476127, -0.24291, -0.811683, -0.994886, -0.007039, -0.00321244, 0.100713, -0.297201, 0.0313143, -0.0554164, 0.239301, 0.178777, -0.0556484, 
[2024-07-29 16:38:30.857072] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5882] 1722285510856932, 13.379, -0.476127, -0.24291, -0.811683, -0.994886, -0.007039, -0.00321244, 0.100713, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.859525] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5883] 1722285510859396, 13.3815, -0.476127, -0.24291, -0.811683, -0.994886, -0.007039, -0.00321244, 0.100713, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.863087] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5885] 1722285510862971, 13.3851, -0.479107, -0.242604, -0.812289, -0.994888, -0.0087835, -0.00210286, 0.100576, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.865763] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5886] 1722285510865648, 13.3877, -0.479107, -0.242604, -0.812289, -0.994888, -0.0087835, -0.00210286, 0.100576, -0.29796, 0.0305877, -0.060602, 0.324726, 0.25568, 0, 
[2024-07-29 16:38:30.868483] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5887] 1722285510868366, 13.3905, -0.479107, -0.242604, -0.812289, -0.994888, -0.0087835, -0.00210286, 0.100576, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.871023] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5889] 1722285510870901, 13.393, -0.482021, -0.242279, -0.812809, -0.994906, -0.0103834, -0.00093256, 0.100263, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.873834] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5890] 1722285510873701, 13.3958, -0.482021, -0.242279, -0.812809, -0.994906, -0.0103834, -0.00093256, 0.100263, -0.291432, 0.0325522, -0.0520452, 0.294852, 0.264393, -0.0651807, 
[2024-07-29 16:38:30.876402] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5891] 1722285510876279, 13.3984, -0.482021, -0.242279, -0.812809, -0.994906, -0.0103834, -0.00093256, 0.100263, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.880676] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5893] 1722285510880559, 13.4026, -0.485435, -0.240589, -0.813972, -0.996198, -0.0106796, -0.0130067, 0.0854763, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:30.883278] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5894] 1722285510883164, 13.4052, -0.485435, -0.240589, -0.813972, -0.996198, -0.0106796, -0.0130067, 0.0854763, -0.34143, 0.169013, -0.116227, 0.266075, -2.43176, -2.94021, 
[2024-07-29 16:38:30.885930] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [5895] 1722285510885814, 13.4079, -0.485435, -0.240589, -0.813972, -0.996198, -0.0106796, -0.0130067, 0.0854763, 0, 0, 0, 0, 0, 0, 
