[2024-07-29 17:45:59.163113] [0x0000007faf9c07c0] [MocapTag] [0x00008ceb] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-29 17:45:59.166143] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [3] 1722289559165955, 0.045158, 0.0674972, -0.212227, -0.307311, -0.99996, 0.00473111, -0.00619512, 0.00446197, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.170522] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [5] 1722289559170402, 0.049605, 0.0674972, -0.212227, -0.307311, -0.99996, 0.00473111, -0.00619512, 0.00446197, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.173294] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [7] 1722289559173174, 0.052377, 0.0675011, -0.212226, -0.307316, -0.99996, 0.00472094, -0.00619375, 0.00447633, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.176105] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [8] 1722289559175989, 0.055192, 0.0675011, -0.212226, -0.307316, -0.99996, 0.00472094, -0.00619375, 0.00447633, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.179438] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [9] 1722289559179321, 0.058524, 0.0675011, -0.212226, -0.307316, -0.99996, 0.00472094, -0.00619375, 0.00447633, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.181321] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [10] 1722289559181197, 0.0604, 0.0675011, -0.212226, -0.307316, -0.99996, 0.00472094, -0.00619375, 0.00447633, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.184044] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [12] 1722289559183931, 0.063134, 0.0675004, -0.212228, -0.307312, -0.99996, 0.00471735, -0.00619957, 0.00448289, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.186933] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [13] 1722289559186820, 0.066023, 0.0675004, -0.212228, -0.307312, -0.99996, 0.00471735, -0.00619957, 0.00448289, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.189509] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [14] 1722289559189408, 0.068611, 0.0675004, -0.212228, -0.307312, -0.99996, 0.00471735, -0.00619957, 0.00448289, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.192257] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [15] 1722289559192167, 0.07137, 0.0675009, -0.212227, -0.307312, -0.99996, 0.0047365, -0.00619622, 0.00447233, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.196387] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [17] 1722289559196230, 0.075433, 0.0675009, -0.212227, -0.307312, -0.99996, 0.0047365, -0.00619622, 0.00447233, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.197741] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18] 1722289559197625, 0.076828, 0.0675009, -0.212227, -0.307312, -0.99996, 0.0047365, -0.00619622, 0.00447233, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.202297] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [20] 1722289559202205, 0.081408, 0.0675009, -0.212227, -0.307312, -0.99996, 0.0047365, -0.00619622, 0.00447233, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.204477] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [21] 1722289559204364, 0.083567, 0.0675034, -0.212223, -0.307302, -0.99996, 0.00472884, -0.00620525, 0.00446082, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.207660] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [22] 1722289559207543, 0.086746, 0.0675034, -0.212223, -0.307302, -0.99996, 0.00472884, -0.00620525, 0.00446082, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.210458] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [23] 1722289559210345, 0.089548, 0.0675034, -0.212223, -0.307302, -0.99996, 0.00472884, -0.00620525, 0.00446082, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.212693] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [25] 1722289559212579, 0.091782, 0.0674961, -0.212223, -0.307305, -0.99996, 0.00474616, -0.00620065, 0.00446537, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.215809] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [26] 1722289559215694, 0.094897, 0.0674961, -0.212223, -0.307305, -0.99996, 0.00474616, -0.00620065, 0.00446537, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.218343] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [27] 1722289559218229, 0.097432, 0.0674961, -0.212223, -0.307305, -0.99996, 0.00474616, -0.00620065, 0.00446537, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.220898] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [28] 1722289559220791, 0.099994, 0.0674961, -0.212223, -0.307305, -0.99996, 0.00474616, -0.00620065, 0.00446537, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.223732] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [30] 1722289559223617, 0.10282, 0.0674999, -0.21222, -0.307297, -0.99996, 0.00471769, -0.00619676, 0.0044708, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.226799] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [31] 1722289559226691, 0.105894, 0.0674999, -0.21222, -0.307297, -0.99996, 0.00471769, -0.00619676, 0.0044708, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.229443] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [32] 1722289559229322, 0.108525, 0.0674999, -0.21222, -0.307297, -0.99996, 0.00471769, -0.00619676, 0.0044708, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.233588] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [34] 1722289559233474, 0.112677, 0.0675013, -0.212218, -0.307295, -0.99996, 0.00471957, -0.00619982, 0.0044609, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.236303] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [35] 1722289559236168, 0.115371, 0.0675013, -0.212218, -0.307295, -0.99996, 0.00471957, -0.00619982, 0.0044609, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.239104] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [36] 1722289559238992, 0.118195, 0.0675013, -0.212218, -0.307295, -0.99996, 0.00471957, -0.00619982, 0.0044609, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.241687] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [37] 1722289559241601, 0.120804, 0.0675039, -0.212218, -0.30729, -0.99996, 0.00472199, -0.00619401, 0.00446458, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.244864] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [39] 1722289559244744, 0.123947, 0.0675039, -0.212218, -0.30729, -0.99996, 0.00472199, -0.00619401, 0.00446458, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.246960] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [40] 1722289559246849, 0.126052, 0.0675039, -0.212218, -0.30729, -0.99996, 0.00472199, -0.00619401, 0.00446458, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.250187] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [41] 1722289559250072, 0.129275, 0.0675039, -0.212218, -0.30729, -0.99996, 0.00472199, -0.00619401, 0.00446458, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.252698] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [43] 1722289559252612, 0.131815, 0.0675051, -0.21222, -0.307294, -0.99996, 0.00472695, -0.00619756, 0.00445961, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.255585] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [44] 1722289559255470, 0.134673, 0.0675051, -0.21222, -0.307294, -0.99996, 0.00472695, -0.00619756, 0.00445961, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.258163] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [45] 1722289559258050, 0.137253, 0.0675051, -0.21222, -0.307294, -0.99996, 0.00472695, -0.00619756, 0.00445961, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.260954] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [46] 1722289559260841, 0.140044, 0.0675051, -0.21222, -0.307294, -0.99996, 0.00472695, -0.00619756, 0.00445961, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.263604] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [48] 1722289559263490, 0.142693, 0.0675018, -0.212222, -0.307295, -0.99996, 0.00472384, -0.0062041, 0.00446885, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.268092] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [49] 1722289559267980, 0.147183, 0.0675018, -0.212222, -0.307295, -0.99996, 0.00472384, -0.0062041, 0.00446885, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.270678] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [50] 1722289559270564, 0.149767, 0.0675018, -0.212222, -0.307295, -0.99996, 0.00472384, -0.0062041, 0.00446885, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.273439] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [52] 1722289559273325, 0.152528, 0.0675049, -0.212219, -0.307302, -0.99996, 0.00472115, -0.00620334, 0.00445839, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.276040] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [53] 1722289559275931, 0.155134, 0.0675049, -0.212219, -0.307302, -0.99996, 0.00472115, -0.00620334, 0.00445839, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.278522] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [54] 1722289559278415, 0.157618, 0.0675049, -0.212219, -0.307302, -0.99996, 0.00472115, -0.00620334, 0.00445839, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.282382] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [56] 1722289559282289, 0.161492, 0.0675024, -0.212222, -0.307308, -0.99996, 0.00472256, -0.00621456, 0.00446566, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.285082] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [57] 1722289559284970, 0.164173, 0.0675024, -0.212222, -0.307308, -0.99996, 0.00472256, -0.00621456, 0.00446566, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.287850] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [58] 1722289559287738, 0.166941, 0.0675024, -0.212222, -0.307308, -0.99996, 0.00472256, -0.00621456, 0.00446566, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.290549] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [59] 1722289559290441, 0.169644, 0.0675024, -0.212222, -0.307308, -0.99996, 0.00472256, -0.00621456, 0.00446566, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.293192] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [61] 1722289559293073, 0.172276, 0.0675033, -0.212228, -0.307309, -0.99996, 0.00472706, -0.00620582, 0.00447072, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.297805] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [62] 1722289559297696, 0.176899, 0.0675033, -0.212228, -0.307309, -0.99996, 0.00472706, -0.00620582, 0.00447072, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.300377] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [63] 1722289559300265, 0.179468, 0.0675033, -0.212228, -0.307309, -0.99996, 0.00472706, -0.00620582, 0.00447072, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.302851] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [65] 1722289559302731, 0.181934, 0.0675016, -0.212227, -0.307313, -0.99996, 0.0047214, -0.00620408, 0.0044727, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.305709] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [66] 1722289559305596, 0.184799, 0.0675016, -0.212227, -0.307313, -0.99996, 0.0047214, -0.00620408, 0.0044727, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.308074] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [67] 1722289559307950, 0.187153, 0.0675016, -0.212227, -0.307313, -0.99996, 0.0047214, -0.00620408, 0.0044727, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.310860] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [68] 1722289559310751, 0.189954, 0.0675016, -0.212227, -0.307313, -0.99996, 0.0047214, -0.00620408, 0.0044727, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.313856] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [70] 1722289559313742, 0.192945, 0.0675012, -0.212226, -0.307314, -0.99996, 0.00471312, -0.00620221, 0.0044724, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.316974] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [71] 1722289559316863, 0.196066, 0.0675012, -0.212226, -0.307314, -0.99996, 0.00471312, -0.00620221, 0.0044724, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.319390] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [72] 1722289559319284, 0.198487, 0.0675012, -0.212226, -0.307314, -0.99996, 0.00471312, -0.00620221, 0.0044724, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.322032] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [74] 1722289559321976, 0.201179, 0.0674963, -0.212228, -0.307313, -0.99996, 0.00472772, -0.00619974, 0.0044628, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.324969] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [75] 1722289559324856, 0.204059, 0.0674963, -0.212228, -0.307313, -0.99996, 0.00472772, -0.00619974, 0.0044628, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.328976] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [76] 1722289559328866, 0.208069, 0.0674963, -0.212228, -0.307313, -0.99996, 0.00472772, -0.00619974, 0.0044628, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.332166] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [77] 1722289559332079, 0.211282, 0.0674974, -0.212222, -0.307311, -0.99996, 0.00470797, -0.00619673, 0.00446271, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.334462] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [79] 1722289559334348, 0.213551, 0.0674974, -0.212222, -0.307311, -0.99996, 0.00470797, -0.00619673, 0.00446271, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.337337] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [80] 1722289559337224, 0.216427, 0.0674974, -0.212222, -0.307311, -0.99996, 0.00470797, -0.00619673, 0.00446271, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.340069] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [81] 1722289559339960, 0.219163, 0.0674974, -0.212222, -0.307311, -0.99996, 0.00470797, -0.00619673, 0.00446271, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.342311] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [83] 1722289559342239, 0.221442, 0.067494, -0.212225, -0.307307, -0.99996, 0.00472093, -0.00620493, 0.00446347, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.345237] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [84] 1722289559345125, 0.224328, 0.067494, -0.212225, -0.307307, -0.99996, 0.00472093, -0.00620493, 0.00446347, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.347910] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [85] 1722289559347803, 0.227006, 0.067494, -0.212225, -0.307307, -0.99996, 0.00472093, -0.00620493, 0.00446347, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.350597] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [86] 1722289559350484, 0.229687, 0.067494, -0.212225, -0.307307, -0.99996, 0.00472093, -0.00620493, 0.00446347, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.353718] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [88] 1722289559353603, 0.232806, 0.0674983, -0.212224, -0.307301, -0.99996, 0.00471897, -0.00619208, 0.00447591, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.355766] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [89] 1722289559355663, 0.234866, 0.0674983, -0.212224, -0.307301, -0.99996, 0.00471897, -0.00619208, 0.00447591, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.358334] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [90] 1722289559358225, 0.237428, 0.0674983, -0.212224, -0.307301, -0.99996, 0.00471897, -0.00619208, 0.00447591, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.361957] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [91] 1722289559361858, 0.241061, 0.0674983, -0.212224, -0.307301, -0.99996, 0.00471897, -0.00619208, 0.00447591, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.364468] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [93] 1722289559364354, 0.243557, 0.0674938, -0.212221, -0.307299, -0.99996, 0.0047269, -0.00620397, 0.00446092, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.367283] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [94] 1722289559367178, 0.246381, 0.0674938, -0.212221, -0.307299, -0.99996, 0.0047269, -0.00620397, 0.00446092, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.370097] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [95] 1722289559369983, 0.249186, 0.0674938, -0.212221, -0.307299, -0.99996, 0.0047269, -0.00620397, 0.00446092, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.373470] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [97] 1722289559373352, 0.252555, 0.0675013, -0.212223, -0.307295, -0.99996, 0.00472259, -0.00619516, 0.00446901, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.377599] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [98] 1722289559377489, 0.256692, 0.0675013, -0.212223, -0.307295, -0.99996, 0.00472259, -0.00619516, 0.00446901, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.380273] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [99] 1722289559380168, 0.259371, 0.0675013, -0.212223, -0.307295, -0.99996, 0.00472259, -0.00619516, 0.00446901, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.383005] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [101] 1722289559382844, 0.262047, 0.0675014, -0.212221, -0.307291, -0.99996, 0.00471603, -0.00620241, 0.00446705, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.385697] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [102] 1722289559385583, 0.264786, 0.0675014, -0.212221, -0.307291, -0.99996, 0.00471603, -0.00620241, 0.00446705, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.388281] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [103] 1722289559388175, 0.267378, 0.0675014, -0.212221, -0.307291, -0.99996, 0.00471603, -0.00620241, 0.00446705, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.394218] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [105] 1722289559394107, 0.27331, 0.0675014, -0.212221, -0.307291, -0.99996, 0.00471603, -0.00620241, 0.00446705, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.395281] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [106] 1722289559395174, 0.274377, 0.0675011, -0.212221, -0.30729, -0.99996, 0.00472297, -0.00620568, 0.00446406, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.398223] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [107] 1722289559398110, 0.277313, 0.0675011, -0.212221, -0.30729, -0.99996, 0.00472297, -0.00620568, 0.00446406, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.400913] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [108] 1722289559400806, 0.280009, 0.0675011, -0.212221, -0.30729, -0.99996, 0.00472297, -0.00620568, 0.00446406, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.403567] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [110] 1722289559403455, 0.282658, 0.0675023, -0.212222, -0.307294, -0.99996, 0.00472737, -0.00620298, 0.00446487, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.406372] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [111] 1722289559406233, 0.285436, 0.0675023, -0.212222, -0.307294, -0.99996, 0.00472737, -0.00620298, 0.00446487, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.410825] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [112] 1722289559410712, 0.289915, 0.0675023, -0.212222, -0.307294, -0.99996, 0.00472737, -0.00620298, 0.00446487, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.413485] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [114] 1722289559413373, 0.292576, 0.0675026, -0.212223, -0.307299, -0.99996, 0.00473009, -0.00620585, 0.00446905, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.416174] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [115] 1722289559416051, 0.295254, 0.0675026, -0.212223, -0.307299, -0.99996, 0.00473009, -0.00620585, 0.00446905, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.418596] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [116] 1722289559418482, 0.297685, 0.0675026, -0.212223, -0.307299, -0.99996, 0.00473009, -0.00620585, 0.00446905, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.421184] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [117] 1722289559421072, 0.300275, 0.0675026, -0.212223, -0.307299, -0.99996, 0.00473009, -0.00620585, 0.00446905, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.424707] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [119] 1722289559424596, 0.303799, 0.0675029, -0.212223, -0.307304, -0.99996, 0.00472467, -0.00620361, 0.00447058, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.427565] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [120] 1722289559427452, 0.306655, 0.0675029, -0.212223, -0.307304, -0.99996, 0.00472467, -0.00620361, 0.00447058, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.430281] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [121] 1722289559430173, 0.309376, 0.0675029, -0.212223, -0.307304, -0.99996, 0.00472467, -0.00620361, 0.00447058, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.433198] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [123] 1722289559433083, 0.312286, 0.0675037, -0.212217, -0.307305, -0.99996, 0.00473194, -0.00618359, 0.00445273, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.435785] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [124] 1722289559435680, 0.314883, 0.0675037, -0.212217, -0.307305, -0.99996, 0.00473194, -0.00618359, 0.00445273, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.440173] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [125] 1722289559440060, 0.319263, 0.0675037, -0.212217, -0.307305, -0.99996, 0.00473194, -0.00618359, 0.00445273, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.442685] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [127] 1722289559442578, 0.321781, 0.0675024, -0.212221, -0.30731, -0.99996, 0.00471981, -0.00619948, 0.0044656, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.445462] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [128] 1722289559445350, 0.324553, 0.0675024, -0.212221, -0.30731, -0.99996, 0.00471981, -0.00619948, 0.0044656, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.448074] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [129] 1722289559447965, 0.327168, 0.0675024, -0.212221, -0.30731, -0.99996, 0.00471981, -0.00619948, 0.0044656, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.450780] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [130] 1722289559450674, 0.329877, 0.0675024, -0.212221, -0.30731, -0.99996, 0.00471981, -0.00619948, 0.0044656, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.453436] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [132] 1722289559453315, 0.332518, 0.0674982, -0.212222, -0.307317, -0.99996, 0.00471955, -0.00619346, 0.00447277, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.456914] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [133] 1722289559456807, 0.33601, 0.0674982, -0.212222, -0.307317, -0.99996, 0.00471955, -0.00619346, 0.00447277, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.460050] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [134] 1722289559459935, 0.339138, 0.0674982, -0.212222, -0.307317, -0.99996, 0.00471955, -0.00619346, 0.00447277, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.462203] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [135] 1722289559462110, 0.341313, 0.0674964, -0.212222, -0.307318, -0.99996, 0.00471941, -0.00620271, 0.00445909, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.464971] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [137] 1722289559464858, 0.344061, 0.0674964, -0.212222, -0.307318, -0.99996, 0.00471941, -0.00620271, 0.00445909, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:45:59.467960] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [138] 1722289559467838, 0.347041, 0.0674964, -0.212222, -0.307318, -0.99996, 0.00471941, -0.00620271, 0.00445909, 0, 0, 0, 0, 0, 0, 
