[2024-07-29 17:45:59.163113] [0x0000007faf9c07c0] [MocapTag] [0x00008ceb] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-29 17:46:24.720011] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11573] 1722289584719884, 25.5991, -2.74165, -0.666761, -1.17733, -0.214001, 0.0143842, 0.0200259, -0.976522, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.722749] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11574] 1722289584722622, 25.6018, -2.74165, -0.666761, -1.17733, -0.214001, 0.0143842, 0.0200259, -0.976522, -0.636416, 0.325343, -0.0303803, -0.0640154, 0.0422314, 0.564027, 
[2024-07-29 17:46:24.725349] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11576] 1722289584725217, 25.6044, -2.74165, -0.666761, -1.17733, -0.214001, 0.0143842, 0.0200259, -0.976522, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.727964] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11577] 1722289584727829, 25.607, -2.74165, -0.666761, -1.17733, -0.214001, 0.0143842, 0.0200259, -0.976522, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.730542] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11578] 1722289584730422, 25.6096, -2.74793, -0.663392, -1.17759, -0.217381, 0.0141717, 0.0195075, -0.975789, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.733279] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11579] 1722289584733193, 25.6124, -2.74793, -0.663392, -1.17759, -0.217381, 0.0141717, 0.0195075, -0.975789, -0.628117, 0.336899, -0.025621, -0.104785, -0.0526108, 0.694633, 
[2024-07-29 17:46:24.735830] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11581] 1722289584735704, 25.6149, -2.74793, -0.663392, -1.17759, -0.217381, 0.0141717, 0.0195075, -0.975789, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.738598] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11582] 1722289584738463, 25.6177, -2.74793, -0.663392, -1.17759, -0.217381, 0.0141717, 0.0195075, -0.975789, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.741516] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11583] 1722289584741382, 25.6206, -2.75414, -0.660118, -1.17794, -0.220141, 0.0146016, 0.0191404, -0.975171, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.744780] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11585] 1722289584744654, 25.6239, -2.75414, -0.660118, -1.17794, -0.220141, 0.0146016, 0.0191404, -0.975171, -0.620334, 0.327328, -0.0353638, -0.10078, 0.0767626, 0.56653, 
[2024-07-29 17:46:24.747025] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11586] 1722289584746898, 25.6261, -2.75414, -0.660118, -1.17794, -0.220141, 0.0146016, 0.0191404, -0.975171, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.749626] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11587] 1722289584749458, 25.6287, -2.75414, -0.660118, -1.17794, -0.220141, 0.0146016, 0.0191404, -0.975171, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.752068] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11588] 1722289584751946, 25.6311, -2.7603, -0.656866, -1.17823, -0.222632, 0.015101, 0.019138, -0.974598, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.754868] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11590] 1722289584754737, 25.6339, -2.7603, -0.656866, -1.17823, -0.222632, 0.015101, 0.019138, -0.974598, -0.61611, 0.325259, -0.0290157, 0, 0.105152, 0.510287, 
[2024-07-29 17:46:24.757166] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11591] 1722289584757046, 25.6362, -2.7603, -0.656866, -1.17823, -0.222632, 0.015101, 0.019138, -0.974598, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.759918] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11592] 1722289584759797, 25.639, -2.76629, -0.653458, -1.17844, -0.226219, 0.0150966, 0.0187228, -0.973779, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.762685] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11593] 1722289584762564, 25.6418, -2.76629, -0.653458, -1.17844, -0.226219, 0.0150966, 0.0187228, -0.973779, -0.599491, 0.340739, -0.0214232, -0.0947475, 0, 0.738001, 
[2024-07-29 17:46:24.765393] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11595] 1722289584765270, 25.6445, -2.76629, -0.653458, -1.17844, -0.226219, 0.0150966, 0.0187228, -0.973779, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.768266] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11596] 1722289584768143, 25.6473, -2.76629, -0.653458, -1.17844, -0.226219, 0.0150966, 0.0187228, -0.973779, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.770988] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11597] 1722289584770850, 25.6501, -2.77232, -0.65013, -1.17869, -0.22941, 0.0152646, 0.0185518, -0.973033, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.775635] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11599] 1722289584775506, 25.6547, -2.77232, -0.65013, -1.17869, -0.22941, 0.0152646, 0.0185518, -0.973033, -0.602221, 0.332883, -0.0242652, -0.0534534, 0, 0.656056, 
[2024-07-29 17:46:24.778321] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11600] 1722289584778204, 25.6574, -2.77232, -0.65013, -1.17869, -0.22941, 0.0152646, 0.0185518, -0.973033, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.780893] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11601] 1722289584780776, 25.66, -2.77827, -0.646838, -1.17898, -0.232258, 0.0156069, 0.0184463, -0.972354, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.783569] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11603] 1722289584783511, 25.6627, -2.77827, -0.646838, -1.17898, -0.232258, 0.0156069, 0.0184463, -0.972354, -0.595802, 0.329189, -0.029511, -0.0476122, 0.0702024, 0.585723, 
[2024-07-29 17:46:24.786235] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11604] 1722289584786121, 25.6653, -2.77827, -0.646838, -1.17898, -0.232258, 0.0156069, 0.0184463, -0.972354, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.789038] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11605] 1722289584788928, 25.6681, -2.77827, -0.646838, -1.17898, -0.232258, 0.0156069, 0.0184463, -0.972354, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.791562] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11606] 1722289584791439, 25.6706, -2.78411, -0.643452, -1.17919, -0.235496, 0.0158195, 0.0183093, -0.971574, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.794380] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11608] 1722289584794285, 25.6735, -2.78411, -0.643452, -1.17919, -0.235496, 0.0158195, 0.0183093, -0.971574, -0.583346, 0.338612, -0.0206065, -0.0496149, 0.0444204, 0.666666, 
[2024-07-29 17:46:24.796873] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11609] 1722289584796754, 25.676, -2.78411, -0.643452, -1.17919, -0.235496, 0.0158195, 0.0183093, -0.971574, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.799483] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11610] 1722289584799366, 25.6786, -2.78411, -0.643452, -1.17919, -0.235496, 0.0158195, 0.0183093, -0.971574, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.802001] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11611] 1722289584801883, 25.6811, -2.78993, -0.64006, -1.17948, -0.238754, 0.0161003, 0.018115, -0.970778, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.806634] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11613] 1722289584806517, 25.6857, -2.78993, -0.64006, -1.17948, -0.238754, 0.0161003, 0.018115, -0.970778, -0.582613, 0.339148, -0.0288571, -0.064373, 0.0546932, 0.671458, 
[2024-07-29 17:46:24.808906] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11614] 1722289584808796, 25.688, -2.78993, -0.64006, -1.17948, -0.238754, 0.0161003, 0.018115, -0.970778, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.811467] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11615] 1722289584811343, 25.6905, -2.79601, -0.636564, -1.17966, -0.244502, 0.0141455, 0.0162612, -0.969409, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.814231] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11617] 1722289584814144, 25.6933, -2.79601, -0.636564, -1.17966, -0.244502, 0.0141455, 0.0162612, -0.969409, -0.607582, 0.349565, -0.0188193, -0.288033, -0.45357, 1.19333, 
[2024-07-29 17:46:24.816622] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11618] 1722289584816506, 25.6957, -2.79601, -0.636564, -1.17966, -0.244502, 0.0141455, 0.0162612, -0.969409, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.820866] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11619] 1722289584820750, 25.7, -2.79601, -0.636564, -1.17966, -0.244502, 0.0141455, 0.0162612, -0.969409, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.823415] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11620] 1722289584823329, 25.7025, -2.80168, -0.633061, -1.17993, -0.24797, 0.014308, 0.016137, -0.968527, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.826234] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11622] 1722289584826117, 25.7053, -2.80168, -0.633061, -1.17993, -0.24797, 0.014308, 0.016137, -0.968527, -0.567548, 0.350335, -0.0263801, -0.0448227, 0, 0.716305, 
[2024-07-29 17:46:24.828914] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11623] 1722289584828801, 25.708, -2.80168, -0.633061, -1.17993, -0.24797, 0.014308, 0.016137, -0.968527, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.831458] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11624] 1722289584831337, 25.7105, -2.8073, -0.629652, -1.18023, -0.251752, 0.0144247, 0.0161192, -0.96755, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.834071] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11626] 1722289584834015, 25.7132, -2.8073, -0.629652, -1.18023, -0.251752, 0.0144247, 0.0161192, -0.96755, -0.561505, 0.340929, -0.0307398, 0, 0, 0.781369, 
[2024-07-29 17:46:24.837648] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11627] 1722289584837525, 25.7167, -2.8073, -0.629652, -1.18023, -0.251752, 0.0144247, 0.0161192, -0.96755, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.840105] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11628] 1722289584839991, 25.7192, -2.81295, -0.62617, -1.18034, -0.252525, 0.0169508, 0.0177107, -0.96728, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.842957] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11629] 1722289584842822, 25.722, -2.81295, -0.62617, -1.18034, -0.252525, 0.0169508, 0.0177107, -0.96728, -0.564512, 0.348145, -0.0109239, 0.177956, 0.571206, 0.152731, 
[2024-07-29 17:46:24.845467] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11631] 1722289584845347, 25.7246, -2.81295, -0.62617, -1.18034, -0.252525, 0.0169508, 0.0177107, -0.96728, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.848226] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11632] 1722289584848111, 25.7273, -2.81295, -0.62617, -1.18034, -0.252525, 0.0169508, 0.0177107, -0.96728, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.852249] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11633] 1722289584852131, 25.7313, -2.81841, -0.62273, -1.18061, -0.256201, 0.0170932, 0.0175256, -0.966313, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.854985] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11635] 1722289584854887, 25.7341, -2.81841, -0.62273, -1.18061, -0.256201, 0.0170932, 0.0175256, -0.966313, -0.546181, 0.344, -0.0263011, -0.0589848, 0, 0.761294, 
[2024-07-29 17:46:24.857574] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11636] 1722289584857460, 25.7367, -2.81841, -0.62273, -1.18061, -0.256201, 0.0170932, 0.0175256, -0.966313, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.860043] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11637] 1722289584859935, 25.7391, -2.82379, -0.61927, -1.18089, -0.259621, 0.0171737, 0.017362, -0.965402, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.862874] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11638] 1722289584862757, 25.742, -2.82379, -0.61927, -1.18089, -0.259621, 0.0171737, 0.017362, -0.965402, -0.538229, 0.346045, -0.0283692, -0.0507116, 0, 0.708914, 
[2024-07-29 17:46:24.865402] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11640] 1722289584865270, 25.7445, -2.82379, -0.61927, -1.18089, -0.259621, 0.0171737, 0.017362, -0.965402, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.869222] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11641] 1722289584869107, 25.7483, -2.82379, -0.61927, -1.18089, -0.259621, 0.0171737, 0.017362, -0.965402, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.871568] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11642] 1722289584871450, 25.7507, -2.82908, -0.615766, -1.1813, -0.263108, 0.0175305, 0.0172357, -0.964453, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.874399] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11644] 1722289584874303, 25.7535, -2.82908, -0.615766, -1.1813, -0.263108, 0.0175305, 0.0172357, -0.964453, -0.528995, 0.350441, -0.0407362, -0.0583887, 0.0710856, 0.723386, 
[2024-07-29 17:46:24.876846] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11645] 1722289584876725, 25.7559, -2.82908, -0.615766, -1.1813, -0.263108, 0.0175305, 0.0172357, -0.964453, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.880351] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11646] 1722289584880237, 25.7594, -2.82908, -0.615766, -1.1813, -0.263108, 0.0175305, 0.0172357, -0.964453, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.881962] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11647] 1722289584881847, 25.7611, -2.83439, -0.612224, -1.18179, -0.266699, 0.0179714, 0.0171837, -0.963459, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.885135] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11649] 1722289584885022, 25.7642, -2.83439, -0.612224, -1.18179, -0.266699, 0.0179714, 0.0171837, -0.963459, -0.531032, 0.354156, -0.0492829, -0.0495434, 0.0911567, 0.745344, 
[2024-07-29 17:46:24.887709] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11650] 1722289584887594, 25.7668, -2.83439, -0.612224, -1.18179, -0.266699, 0.0179714, 0.0171837, -0.963459, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.891369] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11651] 1722289584891247, 25.7705, -2.83968, -0.608681, -1.18215, -0.270505, 0.0185323, 0.0171124, -0.962388, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.893117] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11652] 1722289584893030, 25.7722, -2.83968, -0.608681, -1.18215, -0.270505, 0.0185323, 0.0171124, -0.962388, -0.528844, 0.354265, -0.0357779, -0.0613928, 0.113463, 0.79124, 
[2024-07-29 17:46:24.895872] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11654] 1722289584895748, 25.775, -2.83968, -0.608681, -1.18215, -0.270505, 0.0185323, 0.0171124, -0.962388, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.900230] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11655] 1722289584900113, 25.7793, -2.83968, -0.608681, -1.18215, -0.270505, 0.0185323, 0.0171124, -0.962388, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.902810] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11656] 1722289584902694, 25.7819, -2.84484, -0.605131, -1.18264, -0.274631, 0.018655, 0.0166056, -0.961225, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.905499] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11658] 1722289584905379, 25.7846, -2.84484, -0.605131, -1.18264, -0.274631, 0.018655, 0.0166056, -0.961225, -0.515938, 0.355015, -0.0493564, -0.123596, 0, 0.860333, 
[2024-07-29 17:46:24.908106] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11659] 1722289584907995, 25.7872, -2.84484, -0.605131, -1.18264, -0.274631, 0.018655, 0.0166056, -0.961225, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.910849] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11660] 1722289584910734, 25.7899, -2.84985, -0.601489, -1.18305, -0.278815, 0.018498, 0.0162826, -0.960028, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.913499] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11661] 1722289584913412, 25.7926, -2.84985, -0.601489, -1.18305, -0.278815, 0.018498, 0.0162826, -0.960028, -0.501423, 0.36417, -0.0411206, -0.0729561, -0.0387609, 0.872636, 
[2024-07-29 17:46:24.916854] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11663] 1722289584916733, 25.7959, -2.84985, -0.601489, -1.18305, -0.278815, 0.018498, 0.0162826, -0.960028, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.919499] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11664] 1722289584919386, 25.7986, -2.84985, -0.601489, -1.18305, -0.278815, 0.018498, 0.0162826, -0.960028, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.922155] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11665] 1722289584922037, 25.8012, -2.85475, -0.59784, -1.18351, -0.283338, 0.0183648, 0.0161474, -0.958708, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.924739] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11667] 1722289584924619, 25.8038, -2.85475, -0.59784, -1.18351, -0.283338, 0.0183648, 0.0161474, -0.958708, -0.489935, 0.364933, -0.0457764, -0.0394821, 0, 0.943708, 
[2024-07-29 17:46:24.927204] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11668] 1722289584927093, 25.8063, -2.85475, -0.59784, -1.18351, -0.283338, 0.0183648, 0.0161474, -0.958708, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.929849] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11669] 1722289584929736, 25.8089, -2.85967, -0.594292, -1.18404, -0.287477, 0.0185372, 0.0162965, -0.957469, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.933222] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11670] 1722289584933106, 25.8123, -2.85967, -0.594292, -1.18404, -0.287477, 0.0185372, 0.0162965, -0.957469, -0.492274, 0.354842, -0.0527092, 0, 0.0504419, 0.863838, 
[2024-07-29 17:46:24.935677] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11672] 1722289584935561, 25.8148, -2.85967, -0.594292, -1.18404, -0.287477, 0.0185372, 0.0162965, -0.957469, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.939306] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11673] 1722289584939195, 25.8184, -2.85967, -0.594292, -1.18404, -0.287477, 0.0185372, 0.0162965, -0.957469, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.940813] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11674] 1722289584940700, 25.8199, -2.86456, -0.590751, -1.18446, -0.291526, 0.0186737, 0.0162356, -0.956243, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.943456] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11675] 1722289584943391, 25.8226, -2.86456, -0.590751, -1.18446, -0.291526, 0.0186737, 0.0162356, -0.956243, -0.489129, 0.354078, -0.0422022, -0.0386477, 0, 0.84703, 
[2024-07-29 17:46:24.945954] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11677] 1722289584945841, 25.825, -2.86456, -0.590751, -1.18446, -0.291526, 0.0186737, 0.0162356, -0.956243, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.949415] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11678] 1722289584949303, 25.8285, -2.86456, -0.590751, -1.18446, -0.291526, 0.0186737, 0.0162356, -0.956243, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.951977] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11679] 1722289584951854, 25.8311, -2.86932, -0.587174, -1.18496, -0.295755, 0.018732, 0.0161819, -0.954943, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.954628] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11681] 1722289584954507, 25.8337, -2.86932, -0.587174, -1.18496, -0.295755, 0.018732, 0.0161819, -0.954943, -0.475824, 0.357688, -0.0497176, 0, 0, 0.885558, 
[2024-07-29 17:46:24.957104] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11682] 1722289584956987, 25.8362, -2.86932, -0.587174, -1.18496, -0.295755, 0.018732, 0.0161819, -0.954943, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.959740] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11683] 1722289584959625, 25.8388, -2.87394, -0.583536, -1.18551, -0.300049, 0.0189867, 0.0162567, -0.953596, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.964069] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11685] 1722289584963998, 25.8432, -2.87394, -0.583536, -1.18551, -0.300049, 0.0189867, 0.0162567, -0.953596, -0.461906, 0.363811, -0.0547494, 0, 0.0619877, 0.900197, 
[2024-07-29 17:46:24.966643] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11686] 1722289584966525, 25.8457, -2.87394, -0.583536, -1.18551, -0.300049, 0.0189867, 0.0162567, -0.953596, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.969285] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11687] 1722289584969177, 25.8484, -2.87394, -0.583536, -1.18551, -0.300049, 0.0189867, 0.0162567, -0.953596, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.971840] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11688] 1722289584971720, 25.8509, -2.87858, -0.579788, -1.18611, -0.304703, 0.018994, 0.0161902, -0.95212, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.974557] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11690] 1722289584974439, 25.8536, -2.87858, -0.579788, -1.18611, -0.304703, 0.018994, 0.0161902, -0.95212, -0.463683, 0.374768, -0.0601885, -0.0356197, 0, 0.977564, 
[2024-07-29 17:46:24.976829] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11691] 1722289584976714, 25.8559, -2.87858, -0.579788, -1.18611, -0.304703, 0.018994, 0.0161902, -0.95212, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.981100] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11692] 1722289584980988, 25.8602, -2.87858, -0.579788, -1.18611, -0.304703, 0.018994, 0.0161902, -0.95212, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.983579] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11693] 1722289584983496, 25.8627, -2.88674, -0.575678, -1.18402, -0.31406, 0.0154058, 0.0142213, -0.949172, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.986533] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11695] 1722289584986414, 25.8656, -2.88674, -0.575678, -1.18402, -0.31406, 0.0154058, 0.0142213, -0.949172, -0.815778, 0.410987, 0.20896, -0.194263, -0.78644, 1.97384, 
[2024-07-29 17:46:24.989074] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11696] 1722289584988964, 25.8682, -2.88674, -0.575678, -1.18402, -0.31406, 0.0154058, 0.0142213, -0.949172, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.991588] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11697] 1722289584991467, 25.8707, -2.89145, -0.571851, -1.18442, -0.318547, 0.0158539, 0.0143773, -0.947665, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:24.996228] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11699] 1722289584996110, 25.8753, -2.89145, -0.571851, -1.18442, -0.318547, 0.0158539, 0.0143773, -0.947665, -0.471387, 0.38276, -0.0405532, 0, 0.103066, 0.94645, 
[2024-07-29 17:46:24.998818] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11700] 1722289584998701, 25.8779, -2.89145, -0.571851, -1.18442, -0.318547, 0.0158539, 0.0143773, -0.947665, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:25.001366] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11701] 1722289585001242, 25.8804, -2.896, -0.567998, -1.18498, -0.32326, 0.0160925, 0.0142433, -0.946066, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:25.005440] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [11703] 1722289585005323, 25.8845, -2.896, -0.567998, -1.18498, -0.32326, 0.0160925, 0.0142433, -0.946066, -0.45531, 0.385325, -0.0559412, -0.0603676, 0.0449888, 0.996232, 
