[2024-07-29 17:55:19.552336] [0x0000007fa7ad47c0] [MocapTag] [0x00000b98] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-29 17:55:21.962284] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1066] 1722290121962172, 2.47087, 0.0556227, -0.222032, -0.306893, -0.999961, 0.00480164, -0.00506124, 0.00538461, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:21.966725] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1067] 1722290121966604, 2.4753, 0.0556227, -0.222032, -0.306893, -0.999961, 0.00480164, -0.00506124, 0.00538461, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:21.969732] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1069] 1722290121969575, 2.47827, 0.0556227, -0.222032, -0.306893, -0.999961, 0.00480164, -0.00506124, 0.00538461, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:21.972323] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1070] 1722290121972202, 2.4809, 0.0556215, -0.222035, -0.306899, -0.999961, 0.00480449, -0.00505514, 0.00538184, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:21.975176] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1071] 1722290121975066, 2.48377, 0.0556215, -0.222035, -0.306899, -0.999961, 0.00480449, -0.00505514, 0.00538184, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:21.977733] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1072] 1722290121977616, 2.48631, 0.0556215, -0.222035, -0.306899, -0.999961, 0.00480449, -0.00505514, 0.00538184, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:21.980464] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1074] 1722290121980351, 2.48905, 0.0556233, -0.222034, -0.306902, -0.999961, 0.0048117, -0.00505617, 0.00538576, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:21.983435] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1075] 1722290121983327, 2.49203, 0.0556233, -0.222034, -0.306902, -0.999961, 0.0048117, -0.00505617, 0.00538576, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:21.986892] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1076] 1722290121986777, 2.49548, 0.0556233, -0.222034, -0.306902, -0.999961, 0.0048117, -0.00505617, 0.00538576, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:21.989020] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1078] 1722290121988900, 2.4976, 0.0556233, -0.222034, -0.306902, -0.999961, 0.0048117, -0.00505617, 0.00538576, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:21.991582] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1079] 1722290121991470, 2.50017, 0.0556231, -0.22203, -0.306898, -0.999961, 0.00479669, -0.00505198, 0.00538972, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:21.994340] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1080] 1722290121994227, 2.50293, 0.0556231, -0.22203, -0.306898, -0.999961, 0.00479669, -0.00505198, 0.00538972, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:21.998897] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1082] 1722290121998776, 2.50747, 0.0556231, -0.22203, -0.306898, -0.999961, 0.00479669, -0.00505198, 0.00538972, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.001656] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1083] 1722290122001545, 2.51024, 0.0556203, -0.222029, -0.306901, -0.999961, 0.00479071, -0.00506732, 0.00538394, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.004365] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1084] 1722290122004261, 2.51296, 0.0556203, -0.222029, -0.306901, -0.999961, 0.00479071, -0.00506732, 0.00538394, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.006867] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1085] 1722290122006755, 2.51545, 0.0556203, -0.222029, -0.306901, -0.999961, 0.00479071, -0.00506732, 0.00538394, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.009829] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1087] 1722290122009713, 2.51841, 0.0556203, -0.222029, -0.306901, -0.999961, 0.00479071, -0.00506732, 0.00538394, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.012202] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1088] 1722290122012092, 2.52079, 0.055617, -0.222022, -0.306898, -0.999961, 0.00478226, -0.00506277, 0.00537527, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.016311] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1089] 1722290122016197, 2.5249, 0.055617, -0.222022, -0.306898, -0.999961, 0.00478226, -0.00506277, 0.00537527, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.019074] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1091] 1722290122018952, 2.52765, 0.055617, -0.222022, -0.306898, -0.999961, 0.00478226, -0.00506277, 0.00537527, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.021579] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1092] 1722290122021465, 2.53016, 0.0556177, -0.22203, -0.306899, -0.999961, 0.0047917, -0.00506519, 0.00537523, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.024394] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1093] 1722290122024284, 2.53298, 0.0556177, -0.22203, -0.306899, -0.999961, 0.0047917, -0.00506519, 0.00537523, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.026952] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1094] 1722290122026841, 2.53554, 0.0556177, -0.22203, -0.306899, -0.999961, 0.0047917, -0.00506519, 0.00537523, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.031236] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1096] 1722290122031123, 2.53982, 0.0556177, -0.22203, -0.306899, -0.999961, 0.0047917, -0.00506519, 0.00537523, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.033810] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1097] 1722290122033697, 2.5424, 0.0556159, -0.222028, -0.306896, -0.999961, 0.00478765, -0.00507431, 0.00538501, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.036659] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1098] 1722290122036554, 2.54525, 0.0556159, -0.222028, -0.306896, -0.999961, 0.00478765, -0.00507431, 0.00538501, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.039357] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1100] 1722290122039226, 2.54793, 0.0556159, -0.222028, -0.306896, -0.999961, 0.00478765, -0.00507431, 0.00538501, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.041824] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1101] 1722290122041709, 2.55041, 0.05562, -0.222032, -0.306892, -0.999961, 0.00478664, -0.00505557, 0.00539513, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.046206] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1102] 1722290122046094, 2.55479, 0.05562, -0.222032, -0.306892, -0.999961, 0.00478664, -0.00505557, 0.00539513, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.049458] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1104] 1722290122049347, 2.55805, 0.05562, -0.222032, -0.306892, -0.999961, 0.00478664, -0.00505557, 0.00539513, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.051427] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1105] 1722290122051314, 2.56001, 0.0556157, -0.222033, -0.30689, -0.999961, 0.0048037, -0.00506429, 0.0053965, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.054025] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1106] 1722290122053914, 2.56261, 0.0556157, -0.222033, -0.30689, -0.999961, 0.0048037, -0.00506429, 0.0053965, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.056635] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1107] 1722290122056526, 2.56522, 0.0556157, -0.222033, -0.30689, -0.999961, 0.0048037, -0.00506429, 0.0053965, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.059358] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1109] 1722290122059237, 2.56794, 0.0556157, -0.222033, -0.30689, -0.999961, 0.0048037, -0.00506429, 0.0053965, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.062899] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1110] 1722290122062790, 2.57149, 0.0556175, -0.222034, -0.30689, -0.999961, 0.00480277, -0.00506198, 0.00537764, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.065831] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1111] 1722290122065715, 2.57441, 0.0556175, -0.222034, -0.30689, -0.999961, 0.00480277, -0.00506198, 0.00537764, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.068417] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1112] 1722290122068328, 2.57703, 0.0556175, -0.222034, -0.30689, -0.999961, 0.00480277, -0.00506198, 0.00537764, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.071475] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1114] 1722290122071353, 2.58005, 0.0556149, -0.222031, -0.30689, -0.999961, 0.00479692, -0.00506986, 0.0053743, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.074322] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1115] 1722290122074208, 2.58291, 0.0556149, -0.222031, -0.30689, -0.999961, 0.00479692, -0.00506986, 0.0053743, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.078340] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1117] 1722290122078260, 2.58696, 0.0556149, -0.222031, -0.30689, -0.999961, 0.00479692, -0.00506986, 0.0053743, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.080944] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1118] 1722290122080832, 2.58953, 0.0556154, -0.222034, -0.30689, -0.999961, 0.00480424, -0.00505878, 0.00538607, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.083631] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1119] 1722290122083526, 2.59223, 0.0556154, -0.222034, -0.30689, -0.999961, 0.00480424, -0.00505878, 0.00538607, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.086270] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1120] 1722290122086163, 2.59486, 0.0556154, -0.222034, -0.30689, -0.999961, 0.00480424, -0.00505878, 0.00538607, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.089482] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1122] 1722290122089371, 2.59807, 0.0556154, -0.222034, -0.30689, -0.999961, 0.00480424, -0.00505878, 0.00538607, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.091764] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1123] 1722290122091656, 2.60035, 0.0556195, -0.222031, -0.306891, -0.999961, 0.00480782, -0.00506339, 0.00539299, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.095217] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1124] 1722290122095107, 2.60381, 0.0556195, -0.222031, -0.306891, -0.999961, 0.00480782, -0.00506339, 0.00539299, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.097986] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1125] 1722290122097900, 2.6066, 0.0556195, -0.222031, -0.306891, -0.999961, 0.00480782, -0.00506339, 0.00539299, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.100523] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1127] 1722290122100409, 2.60911, 0.055619, -0.222028, -0.306895, -0.999961, 0.00479867, -0.00507346, 0.00539014, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.103173] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1128] 1722290122103062, 2.61176, 0.055619, -0.222028, -0.306895, -0.999961, 0.00479867, -0.00507346, 0.00539014, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.107661] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1129] 1722290122107574, 2.61627, 0.055619, -0.222028, -0.306895, -0.999961, 0.00479867, -0.00507346, 0.00539014, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.110200] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1131] 1722290122110085, 2.61878, 0.055619, -0.222028, -0.306895, -0.999961, 0.00479867, -0.00507346, 0.00539014, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.112689] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1132] 1722290122112577, 2.62128, 0.0556197, -0.222026, -0.306891, -0.999961, 0.00479377, -0.00505962, 0.00537695, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.115567] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1133] 1722290122115440, 2.62414, 0.0556197, -0.222026, -0.306891, -0.999961, 0.00479377, -0.00505962, 0.00537695, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.118327] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1135] 1722290122118246, 2.62695, 0.0556197, -0.222026, -0.306891, -0.999961, 0.00479377, -0.00505962, 0.00537695, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.120864] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1136] 1722290122120750, 2.62945, 0.0556174, -0.222026, -0.306895, -0.999961, 0.00478795, -0.00505793, 0.00536611, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.124076] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1137] 1722290122123964, 2.63266, 0.0556174, -0.222026, -0.306895, -0.999961, 0.00478795, -0.00505793, 0.00536611, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.127061] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1138] 1722290122126949, 2.63565, 0.0556174, -0.222026, -0.306895, -0.999961, 0.00478795, -0.00505793, 0.00536611, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.130267] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1140] 1722290122130153, 2.63885, 0.0556174, -0.222026, -0.306895, -0.999961, 0.00478795, -0.00505793, 0.00536611, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.132398] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1141] 1722290122132290, 2.64099, 0.0556204, -0.222029, -0.306899, -0.999961, 0.00480421, -0.0050626, 0.00539457, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.135127] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1142] 1722290122135021, 2.64372, 0.0556204, -0.222029, -0.306899, -0.999961, 0.00480421, -0.0050626, 0.00539457, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.137798] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1143] 1722290122137715, 2.64641, 0.0556204, -0.222029, -0.306899, -0.999961, 0.00480421, -0.0050626, 0.00539457, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.142067] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1145] 1722290122141945, 2.65064, 0.055617, -0.222031, -0.306897, -0.999961, 0.00479154, -0.00506623, 0.00538531, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.145175] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1146] 1722290122145063, 2.65376, 0.055617, -0.222031, -0.306897, -0.999961, 0.00479154, -0.00506623, 0.00538531, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.147530] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1147] 1722290122147412, 2.65611, 0.055617, -0.222031, -0.306897, -0.999961, 0.00479154, -0.00506623, 0.00538531, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.150015] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1149] 1722290122149902, 2.6586, 0.0556183, -0.222031, -0.3069, -0.999961, 0.00479695, -0.00505641, 0.00538623, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.152756] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1150] 1722290122152650, 2.66135, 0.0556183, -0.222031, -0.3069, -0.999961, 0.00479695, -0.00505641, 0.00538623, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.155287] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1151] 1722290122155169, 2.66387, 0.0556183, -0.222031, -0.3069, -0.999961, 0.00479695, -0.00505641, 0.00538623, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.158277] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1153] 1722290122158220, 2.66692, 0.0556183, -0.222031, -0.3069, -0.999961, 0.00479695, -0.00505641, 0.00538623, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.160937] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1154] 1722290122160823, 2.66952, 0.0556142, -0.222031, -0.306897, -0.999961, 0.00478839, -0.00506013, 0.00538065, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.163816] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1155] 1722290122163703, 2.6724, 0.0556142, -0.222031, -0.306897, -0.999961, 0.00478839, -0.00506013, 0.00538065, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.167182] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1156] 1722290122167066, 2.67577, 0.0556142, -0.222031, -0.306897, -0.999961, 0.00478839, -0.00506013, 0.00538065, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.169901] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1158] 1722290122169786, 2.67848, 0.0556167, -0.222036, -0.306897, -0.999961, 0.00479331, -0.00506928, 0.00538239, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.174185] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1159] 1722290122174070, 2.68277, 0.0556167, -0.222036, -0.306897, -0.999961, 0.00479331, -0.00506928, 0.00538239, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.176939] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1160] 1722290122176829, 2.68553, 0.0556167, -0.222036, -0.306897, -0.999961, 0.00479331, -0.00506928, 0.00538239, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.180306] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1162] 1722290122180193, 2.68889, 0.0556167, -0.222036, -0.306897, -0.999961, 0.00479331, -0.00506928, 0.00538239, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.182129] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1163] 1722290122182022, 2.69072, 0.0556207, -0.222037, -0.306897, -0.999961, 0.00480209, -0.00506449, 0.00537851, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.184800] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1164] 1722290122184684, 2.69338, 0.0556207, -0.222037, -0.306897, -0.999961, 0.00480209, -0.00506449, 0.00537851, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.187426] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1165] 1722290122187315, 2.69601, 0.0556207, -0.222037, -0.306897, -0.999961, 0.00480209, -0.00506449, 0.00537851, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.191960] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1167] 1722290122191843, 2.70054, 0.0556171, -0.222034, -0.306895, -0.999961, 0.00481194, -0.00506371, 0.00537757, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.193280] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1168] 1722290122193170, 2.70187, 0.0556171, -0.222034, -0.306895, -0.999961, 0.00481194, -0.00506371, 0.00537757, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.196463] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1169] 1722290122196304, 2.705, 0.0556171, -0.222034, -0.306895, -0.999961, 0.00481194, -0.00506371, 0.00537757, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.199455] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1171] 1722290122199344, 2.70804, 0.0556171, -0.222034, -0.306895, -0.999961, 0.00481194, -0.00506371, 0.00537757, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.201646] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1172] 1722290122201536, 2.71023, 0.0556187, -0.222035, -0.306892, -0.999961, 0.00481019, -0.00506116, 0.00539408, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.206241] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1173] 1722290122206128, 2.71483, 0.0556187, -0.222035, -0.306892, -0.999961, 0.00481019, -0.00506116, 0.00539408, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.209433] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1175] 1722290122209311, 2.71801, 0.0556187, -0.222035, -0.306892, -0.999961, 0.00481019, -0.00506116, 0.00539408, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.212075] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1176] 1722290122211962, 2.72066, 0.0556195, -0.22203, -0.306889, -0.999961, 0.00479615, -0.0050696, 0.00539007, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.214773] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1177] 1722290122214658, 2.72336, 0.0556195, -0.22203, -0.306889, -0.999961, 0.00479615, -0.0050696, 0.00539007, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.217453] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1178] 1722290122217342, 2.72604, 0.0556195, -0.22203, -0.306889, -0.999961, 0.00479615, -0.0050696, 0.00539007, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.222335] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1180] 1722290122222224, 2.73092, 0.0556179, -0.222023, -0.306889, -0.999961, 0.00478307, -0.00507672, 0.00537531, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.225639] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1181] 1722290122225532, 2.73423, 0.0556179, -0.222023, -0.306889, -0.999961, 0.00478307, -0.00507672, 0.00537531, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.228438] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1183] 1722290122228345, 2.73704, 0.0556179, -0.222023, -0.306889, -0.999961, 0.00478307, -0.00507672, 0.00537531, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.231327] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1184] 1722290122231215, 2.73991, 0.0556213, -0.222024, -0.306892, -0.999961, 0.0047912, -0.00506235, 0.00536526, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.233910] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1185] 1722290122233802, 2.7425, 0.0556213, -0.222024, -0.306892, -0.999961, 0.0047912, -0.00506235, 0.00536526, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.238722] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1187] 1722290122238604, 2.7473, 0.0556213, -0.222024, -0.306892, -0.999961, 0.0047912, -0.00506235, 0.00536526, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.241723] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1188] 1722290122241611, 2.75031, 0.0556191, -0.222026, -0.306894, -0.999961, 0.004804, -0.00506186, 0.00538477, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.244528] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1189] 1722290122244420, 2.75312, 0.0556191, -0.222026, -0.306894, -0.999961, 0.004804, -0.00506186, 0.00538477, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.247164] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1190] 1722290122247052, 2.75575, 0.0556191, -0.222026, -0.306894, -0.999961, 0.004804, -0.00506186, 0.00538477, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.249872] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1192] 1722290122249757, 2.75846, 0.0556191, -0.222026, -0.306894, -0.999961, 0.004804, -0.00506186, 0.00538477, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.253894] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1193] 1722290122253785, 2.76248, 0.0556225, -0.222029, -0.306895, -0.999961, 0.00479134, -0.00506697, 0.00539709, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.256843] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1194] 1722290122256732, 2.76543, 0.0556225, -0.222029, -0.306895, -0.999961, 0.00479134, -0.00506697, 0.00539709, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.259626] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1196] 1722290122259515, 2.76821, 0.0556225, -0.222029, -0.306895, -0.999961, 0.00479134, -0.00506697, 0.00539709, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.262157] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1197] 1722290122262044, 2.77074, 0.055619, -0.222033, -0.306897, -0.999961, 0.00480241, -0.00505927, 0.00538751, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.264819] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1198] 1722290122264706, 2.7734, 0.055619, -0.222033, -0.306897, -0.999961, 0.00480241, -0.00505927, 0.00538751, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.268945] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1200] 1722290122268828, 2.77753, 0.055619, -0.222033, -0.306897, -0.999961, 0.00480241, -0.00505927, 0.00538751, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:22.271657] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [1201] 1722290122271543, 2.78024, 0.0556237, -0.222035, -0.306897, -0.999961, 0.00479265, -0.00505778, 0.00537939, 0, 0, 0, 0, 0, 0, 
