[2024-07-29 17:55:19.552336] [0x0000007fa7ad47c0] [MocapTag] [0x00000b98] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-29 17:55:19.557351] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [4] 1722290119557207, 0.065906, 0.0556184, -0.22203, -0.306899, -0.999961, 0.00480046, -0.00506824, 0.00539085, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.559972] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [6] 1722290119559869, 0.068568, 0.0556184, -0.22203, -0.306899, -0.999961, 0.00480046, -0.00506824, 0.00539085, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.562478] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [7] 1722290119562364, 0.071063, 0.0556235, -0.22203, -0.306893, -0.999961, 0.00479223, -0.00505436, 0.00539376, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.566380] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8] 1722290119566236, 0.074935, 0.0556235, -0.22203, -0.306893, -0.999961, 0.00479223, -0.00505436, 0.00539376, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.569509] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [10] 1722290119569394, 0.078093, 0.0556235, -0.22203, -0.306893, -0.999961, 0.00479223, -0.00505436, 0.00539376, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.572059] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [11] 1722290119571944, 0.080643, 0.0556227, -0.22203, -0.306892, -0.999961, 0.00480456, -0.00506499, 0.00538665, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.575026] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [12] 1722290119574918, 0.083617, 0.0556227, -0.22203, -0.306892, -0.999961, 0.00480456, -0.00506499, 0.00538665, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.577653] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [13] 1722290119577566, 0.086265, 0.0556227, -0.22203, -0.306892, -0.999961, 0.00480456, -0.00506499, 0.00538665, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.581577] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [15] 1722290119581462, 0.090161, 0.0556193, -0.222027, -0.306892, -0.999961, 0.00480379, -0.00507189, 0.00537821, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.584577] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [16] 1722290119584463, 0.093162, 0.0556193, -0.222027, -0.306892, -0.999961, 0.00480379, -0.00507189, 0.00537821, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.588163] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [17] 1722290119588073, 0.096772, 0.0556193, -0.222027, -0.306892, -0.999961, 0.00480379, -0.00507189, 0.00537821, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.589851] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [19] 1722290119589738, 0.098437, 0.0556193, -0.222027, -0.306892, -0.999961, 0.00480379, -0.00507189, 0.00537821, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.592433] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [20] 1722290119592319, 0.101018, 0.055619, -0.222032, -0.30689, -0.999961, 0.00480363, -0.00505657, 0.00539538, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.596777] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [21] 1722290119596668, 0.105367, 0.055619, -0.222032, -0.30689, -0.999961, 0.00480363, -0.00505657, 0.00539538, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.599502] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [23] 1722290119599386, 0.108085, 0.055619, -0.222032, -0.30689, -0.999961, 0.00480363, -0.00505657, 0.00539538, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.602090] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [24] 1722290119601978, 0.110677, 0.0556152, -0.222028, -0.306893, -0.999961, 0.00478946, -0.00506946, 0.00537707, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.604768] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [25] 1722290119604660, 0.113359, 0.0556152, -0.222028, -0.306893, -0.999961, 0.00478946, -0.00506946, 0.00537707, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.607294] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [26] 1722290119607178, 0.115877, 0.0556152, -0.222028, -0.306893, -0.999961, 0.00478946, -0.00506946, 0.00537707, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.611582] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [28] 1722290119611468, 0.120167, 0.0556169, -0.22203, -0.306894, -0.999961, 0.00479689, -0.00506303, 0.0053873, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.614310] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [29] 1722290119614190, 0.122889, 0.0556169, -0.22203, -0.306894, -0.999961, 0.00479689, -0.00506303, 0.0053873, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.616935] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [30] 1722290119616825, 0.125524, 0.0556169, -0.22203, -0.306894, -0.999961, 0.00479689, -0.00506303, 0.0053873, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.619597] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [32] 1722290119619475, 0.128174, 0.0556169, -0.22203, -0.306894, -0.999961, 0.00479689, -0.00506303, 0.0053873, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.622212] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [33] 1722290119622099, 0.130798, 0.0556179, -0.222034, -0.306897, -0.999961, 0.00479468, -0.00506358, 0.00539161, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.626454] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [34] 1722290119626308, 0.135007, 0.0556179, -0.222034, -0.306897, -0.999961, 0.00479468, -0.00506358, 0.00539161, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.629309] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [36] 1722290119629195, 0.137894, 0.0556179, -0.222034, -0.306897, -0.999961, 0.00479468, -0.00506358, 0.00539161, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.631632] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [37] 1722290119631523, 0.140222, 0.0556144, -0.222035, -0.306898, -0.999961, 0.00480943, -0.00506269, 0.00539095, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.634533] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [38] 1722290119634421, 0.14312, 0.0556144, -0.222035, -0.306898, -0.999961, 0.00480943, -0.00506269, 0.00539095, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.637133] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [39] 1722290119637025, 0.145724, 0.0556144, -0.222035, -0.306898, -0.999961, 0.00480943, -0.00506269, 0.00539095, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.639758] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [41] 1722290119639602, 0.148301, 0.0556144, -0.222035, -0.306898, -0.999961, 0.00480943, -0.00506269, 0.00539095, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.643522] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [42] 1722290119643407, 0.152106, 0.0556143, -0.222035, -0.306906, -0.999961, 0.00479677, -0.00507156, 0.00538791, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.646175] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [43] 1722290119646061, 0.15476, 0.0556143, -0.222035, -0.306906, -0.999961, 0.00479677, -0.00507156, 0.00538791, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.650688] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [45] 1722290119650574, 0.159273, 0.0556143, -0.222035, -0.306906, -0.999961, 0.00479677, -0.00507156, 0.00538791, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.651495] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [46] 1722290119651397, 0.160096, 0.0556141, -0.222029, -0.3069, -0.999961, 0.00480064, -0.00507427, 0.00539305, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.654384] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [47] 1722290119654276, 0.162975, 0.0556141, -0.222029, -0.3069, -0.999961, 0.00480064, -0.00507427, 0.00539305, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.658695] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [49] 1722290119658607, 0.167306, 0.0556141, -0.222029, -0.3069, -0.999961, 0.00480064, -0.00507427, 0.00539305, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.661353] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [50] 1722290119661241, 0.16994, 0.0556175, -0.222035, -0.306904, -0.999961, 0.00480825, -0.00506497, 0.0053962, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.664233] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [51] 1722290119664119, 0.172818, 0.0556175, -0.222035, -0.306904, -0.999961, 0.00480825, -0.00506497, 0.0053962, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.666681] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [52] 1722290119666571, 0.17527, 0.0556175, -0.222035, -0.306904, -0.999961, 0.00480825, -0.00506497, 0.0053962, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.669564] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [54] 1722290119669439, 0.178138, 0.0556175, -0.222035, -0.306904, -0.999961, 0.00480825, -0.00506497, 0.0053962, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.671937] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [55] 1722290119671825, 0.180524, 0.0556196, -0.222027, -0.306896, -0.999961, 0.00479613, -0.00506037, 0.00538948, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.675390] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [56] 1722290119675282, 0.183981, 0.0556196, -0.222027, -0.306896, -0.999961, 0.00479613, -0.00506037, 0.00538948, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.678161] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [58] 1722290119678105, 0.186804, 0.0556196, -0.222027, -0.306896, -0.999961, 0.00479613, -0.00506037, 0.00538948, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.680824] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [59] 1722290119680712, 0.189411, 0.0556199, -0.222024, -0.306891, -0.999961, 0.00479431, -0.00505685, 0.00538069, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.683712] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [60] 1722290119683600, 0.192299, 0.0556199, -0.222024, -0.306891, -0.999961, 0.00479431, -0.00505685, 0.00538069, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.686127] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [61] 1722290119686018, 0.194717, 0.0556199, -0.222024, -0.306891, -0.999961, 0.00479431, -0.00505685, 0.00538069, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.691062] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [63] 1722290119690949, 0.199648, 0.0556199, -0.222024, -0.306891, -0.999961, 0.00479431, -0.00505685, 0.00538069, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.693685] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [64] 1722290119693571, 0.20227, 0.0556186, -0.222026, -0.306889, -0.999961, 0.00479289, -0.00506413, 0.00538856, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.696735] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [65] 1722290119696626, 0.205325, 0.0556186, -0.222026, -0.306889, -0.999961, 0.00479289, -0.00506413, 0.00538856, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.699716] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [67] 1722290119699565, 0.208264, 0.0556186, -0.222026, -0.306889, -0.999961, 0.00479289, -0.00506413, 0.00538856, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.702338] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [68] 1722290119702225, 0.210924, 0.0556163, -0.222026, -0.306892, -0.999961, 0.00481209, -0.00508021, 0.00538992, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.706877] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [69] 1722290119706765, 0.215464, 0.0556163, -0.222026, -0.306892, -0.999961, 0.00481209, -0.00508021, 0.00538992, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.709760] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [71] 1722290119709592, 0.218291, 0.0556163, -0.222026, -0.306892, -0.999961, 0.00481209, -0.00508021, 0.00538992, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.712288] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [72] 1722290119712178, 0.220877, 0.0556199, -0.222029, -0.306888, -0.999961, 0.00479799, -0.00504873, 0.00537524, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.715031] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [73] 1722290119714921, 0.22362, 0.0556199, -0.222029, -0.306888, -0.999961, 0.00479799, -0.00504873, 0.00537524, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.717641] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [74] 1722290119717528, 0.226227, 0.0556199, -0.222029, -0.306888, -0.999961, 0.00479799, -0.00504873, 0.00537524, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.720419] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [76] 1722290119720307, 0.229006, 0.0556208, -0.222033, -0.306892, -0.999961, 0.0048042, -0.00506615, 0.00538576, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.724027] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [77] 1722290119723919, 0.232618, 0.0556208, -0.222033, -0.306892, -0.999961, 0.0048042, -0.00506615, 0.00538576, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.726736] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [78] 1722290119726614, 0.235313, 0.0556208, -0.222033, -0.306892, -0.999961, 0.0048042, -0.00506615, 0.00538576, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.729710] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [80] 1722290119729553, 0.238252, 0.0556208, -0.222033, -0.306892, -0.999961, 0.0048042, -0.00506615, 0.00538576, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.732132] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [81] 1722290119732028, 0.240727, 0.055618, -0.22203, -0.30689, -0.999961, 0.00479774, -0.00506246, 0.0053716, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.734899] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [82] 1722290119734786, 0.243485, 0.055618, -0.22203, -0.30689, -0.999961, 0.00479774, -0.00506246, 0.0053716, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.740189] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [84] 1722290119740077, 0.248776, 0.055618, -0.22203, -0.30689, -0.999961, 0.00479774, -0.00506246, 0.0053716, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.742271] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [85] 1722290119742158, 0.250857, 0.0556174, -0.222029, -0.306893, -0.999961, 0.00478982, -0.00506713, 0.00538454, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.745188] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [86] 1722290119745077, 0.253776, 0.0556174, -0.222029, -0.306893, -0.999961, 0.00478982, -0.00506713, 0.00538454, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.747795] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [87] 1722290119747698, 0.256397, 0.0556174, -0.222029, -0.306893, -0.999961, 0.00478982, -0.00506713, 0.00538454, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.750456] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [89] 1722290119750345, 0.259044, 0.0556161, -0.222034, -0.3069, -0.999961, 0.00479846, -0.00506845, 0.005387, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.755335] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [90] 1722290119755224, 0.263923, 0.0556161, -0.222034, -0.3069, -0.999961, 0.00479846, -0.00506845, 0.005387, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.758133] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [92] 1722290119758074, 0.266773, 0.0556161, -0.222034, -0.3069, -0.999961, 0.00479846, -0.00506845, 0.005387, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.760818] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [93] 1722290119760705, 0.269404, 0.0556202, -0.222037, -0.306903, -0.999961, 0.00480538, -0.00506847, 0.00538838, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.764338] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [94] 1722290119764227, 0.272926, 0.0556202, -0.222037, -0.306903, -0.999961, 0.00480538, -0.00506847, 0.00538838, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.766127] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [95] 1722290119766021, 0.27472, 0.0556202, -0.222037, -0.306903, -0.999961, 0.00480538, -0.00506847, 0.00538838, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.770581] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [97] 1722290119770466, 0.279165, 0.0556202, -0.222037, -0.306903, -0.999961, 0.00480538, -0.00506847, 0.00538838, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.773157] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [98] 1722290119773049, 0.281748, 0.0556209, -0.222031, -0.306902, -0.999961, 0.0047994, -0.00506215, 0.00539087, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.775918] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [99] 1722290119775808, 0.284507, 0.0556209, -0.222031, -0.306902, -0.999961, 0.0047994, -0.00506215, 0.00539087, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.778822] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [101] 1722290119778727, 0.287426, 0.0556209, -0.222031, -0.306902, -0.999961, 0.0047994, -0.00506215, 0.00539087, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.782269] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [102] 1722290119782149, 0.290848, 0.0556171, -0.222034, -0.306905, -0.999961, 0.00480002, -0.00506931, 0.00539328, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.784315] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [103] 1722290119784203, 0.292902, 0.0556171, -0.222034, -0.306905, -0.999961, 0.00480002, -0.00506931, 0.00539328, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.786892] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [104] 1722290119786787, 0.295486, 0.0556171, -0.222034, -0.306905, -0.999961, 0.00480002, -0.00506931, 0.00539328, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.789745] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [106] 1722290119789581, 0.29828, 0.0556171, -0.222034, -0.306905, -0.999961, 0.00480002, -0.00506931, 0.00539328, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.792164] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [107] 1722290119792056, 0.300755, 0.0556196, -0.22203, -0.306902, -0.999961, 0.0048031, -0.00505673, 0.0053883, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.794883] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [108] 1722290119794772, 0.303471, 0.0556196, -0.22203, -0.306902, -0.999961, 0.0048031, -0.00505673, 0.0053883, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.797660] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [109] 1722290119797573, 0.306272, 0.0556196, -0.22203, -0.306902, -0.999961, 0.0048031, -0.00505673, 0.0053883, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.800191] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [111] 1722290119800076, 0.308775, 0.0556212, -0.222034, -0.306906, -0.999961, 0.00479787, -0.00506025, 0.0054057, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.804442] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [112] 1722290119804332, 0.313031, 0.0556212, -0.222034, -0.306906, -0.999961, 0.00479787, -0.00506025, 0.0054057, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.805667] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [113] 1722290119805564, 0.314263, 0.0556212, -0.222034, -0.306906, -0.999961, 0.00479787, -0.00506025, 0.0054057, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.808398] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [115] 1722290119808328, 0.317027, 0.0556212, -0.222034, -0.306906, -0.999961, 0.00479787, -0.00506025, 0.0054057, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.810966] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [116] 1722290119810852, 0.319551, 0.0556213, -0.222027, -0.3069, -0.999961, 0.00479062, -0.00506898, 0.00540295, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.813714] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [117] 1722290119813606, 0.322305, 0.0556213, -0.222027, -0.3069, -0.999961, 0.00479062, -0.00506898, 0.00540295, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.818185] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [119] 1722290119818115, 0.326814, 0.0556213, -0.222027, -0.3069, -0.999961, 0.00479062, -0.00506898, 0.00540295, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.820573] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [120] 1722290119820458, 0.329157, 0.0556173, -0.222028, -0.306897, -0.999961, 0.00479546, -0.00506205, 0.00537665, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.823512] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [121] 1722290119823400, 0.332099, 0.0556173, -0.222028, -0.306897, -0.999961, 0.00479546, -0.00506205, 0.00537665, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.826011] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [122] 1722290119825905, 0.334604, 0.0556173, -0.222028, -0.306897, -0.999961, 0.00479546, -0.00506205, 0.00537665, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.828989] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [124] 1722290119828870, 0.337569, 0.0556173, -0.222028, -0.306897, -0.999961, 0.00479546, -0.00506205, 0.00537665, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.832804] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [125] 1722290119832694, 0.341393, 0.0556215, -0.222022, -0.306893, -0.999961, 0.00478142, -0.00505119, 0.00535964, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.836672] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [126] 1722290119836565, 0.345264, 0.0556215, -0.222022, -0.306893, -0.999961, 0.00478142, -0.00505119, 0.00535964, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.838381] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [127] 1722290119838289, 0.346988, 0.0556215, -0.222022, -0.306893, -0.999961, 0.00478142, -0.00505119, 0.00535964, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.840953] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [129] 1722290119840838, 0.349537, 0.0556208, -0.222027, -0.306896, -0.999961, 0.00481052, -0.00506603, 0.00538531, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.843755] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [130] 1722290119843649, 0.352348, 0.0556208, -0.222027, -0.306896, -0.999961, 0.00481052, -0.00506603, 0.00538531, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.848274] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [131] 1722290119848185, 0.356884, 0.0556208, -0.222027, -0.306896, -0.999961, 0.00481052, -0.00506603, 0.00538531, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.850569] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [133] 1722290119850455, 0.359154, 0.0556227, -0.222029, -0.30689, -0.999961, 0.00478449, -0.00506516, 0.00539873, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.853300] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [134] 1722290119853184, 0.361883, 0.0556227, -0.222029, -0.30689, -0.999961, 0.00478449, -0.00506516, 0.00539873, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.855953] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [135] 1722290119855838, 0.364537, 0.0556227, -0.222029, -0.30689, -0.999961, 0.00478449, -0.00506516, 0.00539873, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.859266] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [137] 1722290119859153, 0.367852, 0.0556227, -0.222029, -0.30689, -0.999961, 0.00478449, -0.00506516, 0.00539873, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.861641] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [138] 1722290119861532, 0.370231, 0.0556258, -0.222014, -0.306841, -0.999959, 0.00465077, -0.00533524, 0.00567975, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:19.864956] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [139] 1722290119864844, 0.373543, 0.0556258, -0.222014, -0.306841, -0.999959, 0.00465077, -0.00533524, 0.00567975, 0, 0, 0.00491416, 0, -0.0541305, 0.0560972, 
[2024-07-29 17:55:19.867524] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [140] 1722290119867414, 0.376113, 0.0556258, -0.222014, -0.306841, -0.999959, 0.00465077, -0.00533524, 0.00567975, 0, 0, 0, 0, 0, 0, 
