[2024-07-29 16:33:24.185081] [0x0000007fbdb6f7c0] [MocapTag] [0x00001e6d] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-29 16:33:24.192286] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [5] 1722285204192169, 0.051125, 0.103927, -0.149413, -0.301904, -0.999978, 0.00188545, 0.00227609, 0.0059179, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.194743] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6] 1722285204194626, 0.053582, 0.103926, -0.149421, -0.301899, -0.999978, 0.00185369, 0.00237391, 0.00599011, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.197402] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [7] 1722285204197289, 0.056245, 0.103926, -0.149421, -0.301899, -0.999978, 0.00185369, 0.00237391, 0.00599011, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.199990] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [8] 1722285204199880, 0.058836, 0.103926, -0.149421, -0.301899, -0.999978, 0.00185369, 0.00237391, 0.00599011, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.202547] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [10] 1722285204202422, 0.061378, 0.103926, -0.149421, -0.301899, -0.999978, 0.00185369, 0.00237391, 0.00599011, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.205150] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [11] 1722285204205036, 0.063992, 0.103923, -0.149418, -0.301886, -0.999978, 0.00191938, 0.0023939, 0.00594125, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.208442] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [12] 1722285204208332, 0.067288, 0.103923, -0.149418, -0.301886, -0.999978, 0.00191938, 0.0023939, 0.00594125, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.210976] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [13] 1722285204210863, 0.069819, 0.103923, -0.149418, -0.301886, -0.999978, 0.00191938, 0.0023939, 0.00594125, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.213751] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [15] 1722285204213629, 0.072585, 0.103923, -0.149418, -0.301886, -0.999978, 0.00191938, 0.0023939, 0.00594125, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.216098] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [16] 1722285204215985, 0.074941, 0.103929, -0.149414, -0.301914, -0.999978, 0.00179039, 0.00231002, 0.00595734, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.218901] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [17] 1722285204218777, 0.077733, 0.103929, -0.149414, -0.301914, -0.999978, 0.00179039, 0.00231002, 0.00595734, 0, 0, -0.00276404, 0, 0, 0, 
[2024-07-29 16:33:24.221498] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [18] 1722285204221409, 0.080365, 0.103929, -0.149414, -0.301914, -0.999978, 0.00179039, 0.00231002, 0.00595734, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.226152] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [20] 1722285204226038, 0.084994, 0.10393, -0.149429, -0.301915, -0.999978, 0.00183517, 0.00234095, 0.00601077, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.229783] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [21] 1722285204229664, 0.08862, 0.10393, -0.149429, -0.301915, -0.999978, 0.00183517, 0.00234095, 0.00601077, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.231532] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [22] 1722285204231441, 0.090397, 0.10393, -0.149429, -0.301915, -0.999978, 0.00183517, 0.00234095, 0.00601077, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.234287] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [24] 1722285204234172, 0.093128, 0.10393, -0.149429, -0.301915, -0.999978, 0.00183517, 0.00234095, 0.00601077, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.236738] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [25] 1722285204236605, 0.095561, 0.10393, -0.149433, -0.301907, -0.999977, 0.0018537, 0.00233218, 0.00601632, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.240312] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [26] 1722285204240200, 0.099156, 0.10393, -0.149433, -0.301907, -0.999977, 0.0018537, 0.00233218, 0.00601632, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.243174] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [28] 1722285204243055, 0.102011, 0.10393, -0.149433, -0.301907, -0.999977, 0.0018537, 0.00233218, 0.00601632, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.245894] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [29] 1722285204245784, 0.10474, 0.103921, -0.14942, -0.301926, -0.999978, 0.00184943, 0.00233554, 0.00597472, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.248341] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [30] 1722285204248233, 0.107189, 0.103921, -0.14942, -0.301926, -0.999978, 0.00184943, 0.00233554, 0.00597472, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.251112] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [31] 1722285204250979, 0.109935, 0.103921, -0.14942, -0.301926, -0.999978, 0.00184943, 0.00233554, 0.00597472, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.255527] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [33] 1722285204255412, 0.114368, 0.103921, -0.14942, -0.301926, -0.999978, 0.00184943, 0.00233554, 0.00597472, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.258096] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [34] 1722285204257989, 0.116945, 0.103928, -0.149408, -0.301914, -0.999978, 0.0018574, 0.00234852, 0.00596489, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.260972] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [35] 1722285204260860, 0.119816, 0.103928, -0.149408, -0.301914, -0.999978, 0.0018574, 0.00234852, 0.00596489, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.263919] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [37] 1722285204263805, 0.122761, 0.103928, -0.149408, -0.301914, -0.999978, 0.0018574, 0.00234852, 0.00596489, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.266343] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [38] 1722285204266240, 0.125196, 0.103931, -0.149417, -0.301924, -0.999978, 0.001819, 0.00235018, 0.00597864, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.268998] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [39] 1722285204268888, 0.127844, 0.103931, -0.149417, -0.301924, -0.999978, 0.001819, 0.00235018, 0.00597864, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.271857] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [41] 1722285204271792, 0.130748, 0.103931, -0.149417, -0.301924, -0.999978, 0.001819, 0.00235018, 0.00597864, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.274524] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [42] 1722285204274411, 0.133367, 0.103931, -0.149417, -0.301924, -0.999978, 0.001819, 0.00235018, 0.00597864, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.277887] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [43] 1722285204277773, 0.136729, 0.10393, -0.149407, -0.301914, -0.999978, 0.00183115, 0.0023476, 0.00596897, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.279707] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [44] 1722285204279602, 0.138558, 0.10393, -0.149407, -0.301914, -0.999978, 0.00183115, 0.0023476, 0.00596897, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.282204] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [46] 1722285204282134, 0.14109, 0.10393, -0.149407, -0.301914, -0.999978, 0.00183115, 0.0023476, 0.00596897, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.284795] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [47] 1722285204284675, 0.143631, 0.103928, -0.149415, -0.301901, -0.999978, 0.00181259, 0.00237718, 0.00599773, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.288243] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [48] 1722285204288130, 0.147086, 0.103928, -0.149415, -0.301901, -0.999978, 0.00181259, 0.00237718, 0.00599773, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.290708] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [49] 1722285204290595, 0.149551, 0.103928, -0.149415, -0.301901, -0.999978, 0.00181259, 0.00237718, 0.00599773, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.293590] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [51] 1722285204293476, 0.152432, 0.103928, -0.149415, -0.301901, -0.999978, 0.00181259, 0.00237718, 0.00599773, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.295969] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [52] 1722285204295866, 0.154822, 0.103933, -0.149425, -0.301911, -0.999978, 0.00183706, 0.00228972, 0.00598772, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.298825] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [53] 1722285204298687, 0.157643, 0.103933, -0.149425, -0.301911, -0.999978, 0.00183706, 0.00228972, 0.00598772, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.301409] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [54] 1722285204301289, 0.160245, 0.103933, -0.149425, -0.301911, -0.999978, 0.00183706, 0.00228972, 0.00598772, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.305664] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [56] 1722285204305550, 0.164506, 0.103929, -0.149423, -0.301884, -0.999978, 0.00180704, 0.00235582, 0.0060074, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.308471] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [57] 1722285204308363, 0.167319, 0.103929, -0.149423, -0.301884, -0.999978, 0.00180704, 0.00235582, 0.0060074, 0, 0, 0.00269761, 0, 0, 0, 
[2024-07-29 16:33:24.310899] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [58] 1722285204310776, 0.169732, 0.103929, -0.149423, -0.301884, -0.999978, 0.00180704, 0.00235582, 0.0060074, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.313899] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [60] 1722285204313786, 0.172742, 0.103929, -0.149423, -0.301884, -0.999978, 0.00180704, 0.00235582, 0.0060074, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.316407] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [61] 1722285204316290, 0.175246, 0.103927, -0.149422, -0.301895, -0.999978, 0.00184079, 0.00232359, 0.00598439, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.319825] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [62] 1722285204319714, 0.17867, 0.103927, -0.149422, -0.301895, -0.999978, 0.00184079, 0.00232359, 0.00598439, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.322565] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [64] 1722285204322442, 0.181398, 0.103927, -0.149422, -0.301895, -0.999978, 0.00184079, 0.00232359, 0.00598439, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.325118] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [65] 1722285204325008, 0.183964, 0.103927, -0.149414, -0.301903, -0.999978, 0.00183983, 0.00227847, 0.00592739, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.327831] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [66] 1722285204327726, 0.186682, 0.103927, -0.149414, -0.301903, -0.999978, 0.00183983, 0.00227847, 0.00592739, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.330511] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [67] 1722285204330399, 0.189355, 0.103927, -0.149414, -0.301903, -0.999978, 0.00183983, 0.00227847, 0.00592739, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.333810] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [69] 1722285204333697, 0.192653, 0.103927, -0.149414, -0.301903, -0.999978, 0.00183983, 0.00227847, 0.00592739, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.337323] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [70] 1722285204337213, 0.196169, 0.103937, -0.149423, -0.301906, -0.999978, 0.00179584, 0.00234245, 0.00599082, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.340115] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [71] 1722285204339968, 0.198924, 0.103937, -0.149423, -0.301906, -0.999978, 0.00179584, 0.00234245, 0.00599082, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.342821] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [73] 1722285204342701, 0.201657, 0.103937, -0.149423, -0.301906, -0.999978, 0.00179584, 0.00234245, 0.00599082, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.345379] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [74] 1722285204345267, 0.204223, 0.103929, -0.149411, -0.301905, -0.999978, 0.00185334, 0.0023478, 0.00594785, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.348625] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [75] 1722285204348514, 0.20747, 0.103929, -0.149411, -0.301905, -0.999978, 0.00185334, 0.0023478, 0.00594785, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.351616] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [76] 1722285204351530, 0.210486, 0.103929, -0.149411, -0.301905, -0.999978, 0.00185334, 0.0023478, 0.00594785, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.354269] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [78] 1722285204354157, 0.213113, 0.103929, -0.149411, -0.301905, -0.999978, 0.00185334, 0.0023478, 0.00594785, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.356829] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [79] 1722285204356670, 0.215626, 0.103928, -0.149423, -0.301906, -0.999978, 0.00177767, 0.00238208, 0.00599485, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.359472] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [80] 1722285204359368, 0.218324, 0.103928, -0.149423, -0.301906, -0.999978, 0.00177767, 0.00238208, 0.00599485, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.361962] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [82] 1722285204361904, 0.22086, 0.103928, -0.149423, -0.301906, -0.999978, 0.00177767, 0.00238208, 0.00599485, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.364533] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [83] 1722285204364421, 0.223377, 0.103931, -0.149404, -0.301927, -0.999978, 0.00183046, 0.00230789, 0.00592948, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.367728] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [84] 1722285204367620, 0.226576, 0.103931, -0.149404, -0.301927, -0.999978, 0.00183046, 0.00230789, 0.00592948, 0, 0, -0.00210739, 0, 0, 0, 
[2024-07-29 16:33:24.370277] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [85] 1722285204370168, 0.229124, 0.103931, -0.149404, -0.301927, -0.999978, 0.00183046, 0.00230789, 0.00592948, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.373044] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [87] 1722285204372931, 0.231887, 0.103931, -0.149404, -0.301927, -0.999978, 0.00183046, 0.00230789, 0.00592948, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.375478] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [88] 1722285204375369, 0.234325, 0.10393, -0.149426, -0.301926, -0.999977, 0.00179645, 0.00231488, 0.00603556, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.378414] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [89] 1722285204378302, 0.237258, 0.10393, -0.149426, -0.301926, -0.999977, 0.00179645, 0.00231488, 0.00603556, 0, -0.00215932, 0, 0, 0, 0, 
[2024-07-29 16:33:24.380849] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [90] 1722285204380740, 0.239696, 0.10393, -0.149426, -0.301926, -0.999977, 0.00179645, 0.00231488, 0.00603556, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.383893] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [92] 1722285204383779, 0.242735, 0.10393, -0.149426, -0.301926, -0.999977, 0.00179645, 0.00231488, 0.00603556, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.386214] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [93] 1722285204386107, 0.245063, 0.103927, -0.149416, -0.301911, -0.999978, 0.00183, 0.00235699, 0.00596927, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.389190] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [94] 1722285204389083, 0.248039, 0.103927, -0.149416, -0.301911, -0.999978, 0.00183, 0.00235699, 0.00596927, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.391345] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [95] 1722285204391231, 0.250187, 0.103927, -0.149416, -0.301911, -0.999978, 0.00183, 0.00235699, 0.00596927, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.394177] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [97] 1722285204394064, 0.25302, 0.103927, -0.149416, -0.301911, -0.999978, 0.00183, 0.00235699, 0.00596927, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.396579] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [98] 1722285204396473, 0.255429, 0.103932, -0.14943, -0.301901, -0.999977, 0.0018389, 0.00236162, 0.00601061, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.399768] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [99] 1722285204399655, 0.258611, 0.103932, -0.14943, -0.301901, -0.999977, 0.0018389, 0.00236162, 0.00601061, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.402387] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [101] 1722285204402297, 0.261253, 0.103932, -0.14943, -0.301901, -0.999977, 0.0018389, 0.00236162, 0.00601061, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.405913] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [102] 1722285204405801, 0.264757, 0.103924, -0.14941, -0.301899, -0.999978, 0.00187329, 0.00235246, 0.00595523, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.407599] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [103] 1722285204407490, 0.266446, 0.103924, -0.14941, -0.301899, -0.999978, 0.00187329, 0.00235246, 0.00595523, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.410215] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [104] 1722285204410099, 0.269055, 0.103924, -0.14941, -0.301899, -0.999978, 0.00187329, 0.00235246, 0.00595523, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.412894] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [106] 1722285204412778, 0.271734, 0.103924, -0.14941, -0.301899, -0.999978, 0.00187329, 0.00235246, 0.00595523, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.416044] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [107] 1722285204415916, 0.274872, 0.103928, -0.149418, -0.301903, -0.999978, 0.00180273, 0.00235976, 0.00598192, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.418716] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [108] 1722285204418606, 0.277562, 0.103928, -0.149418, -0.301903, -0.999978, 0.00180273, 0.00235976, 0.00598192, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.421387] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [109] 1722285204421297, 0.280253, 0.103928, -0.149418, -0.301903, -0.999978, 0.00180273, 0.00235976, 0.00598192, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.424028] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [111] 1722285204423915, 0.282871, 0.103928, -0.149418, -0.301903, -0.999978, 0.00180273, 0.00235976, 0.00598192, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.428217] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [112] 1722285204428110, 0.287066, 0.103928, -0.149417, -0.301909, -0.999978, 0.00182897, 0.00232628, 0.00598698, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.431952] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [114] 1722285204431866, 0.290822, 0.103928, -0.149417, -0.301909, -0.999978, 0.00182897, 0.00232628, 0.00598698, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.434276] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [115] 1722285204434162, 0.293118, 0.103928, -0.149417, -0.301909, -0.999978, 0.00182897, 0.00232628, 0.00598698, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.437408] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [116] 1722285204437295, 0.296251, 0.103928, -0.149419, -0.301904, -0.999978, 0.00183648, 0.00233386, 0.00594143, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.439462] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [117] 1722285204439359, 0.298315, 0.103928, -0.149419, -0.301904, -0.999978, 0.00183648, 0.00233386, 0.00594143, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.442047] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [119] 1722285204441953, 0.300909, 0.103928, -0.149419, -0.301904, -0.999978, 0.00183648, 0.00233386, 0.00594143, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.444583] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [120] 1722285204444467, 0.303423, 0.103928, -0.149419, -0.301904, -0.999978, 0.00183648, 0.00233386, 0.00594143, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.448087] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [121] 1722285204447979, 0.306935, 0.103926, -0.149427, -0.301898, -0.999977, 0.00182691, 0.00239093, 0.00600373, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.450904] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [122] 1722285204450789, 0.309745, 0.103926, -0.149427, -0.301898, -0.999977, 0.00182691, 0.00239093, 0.00600373, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.453548] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [124] 1722285204453435, 0.312391, 0.103926, -0.149427, -0.301898, -0.999977, 0.00182691, 0.00239093, 0.00600373, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.456018] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [125] 1722285204455908, 0.314864, 0.103927, -0.14942, -0.301897, -0.999978, 0.00181806, 0.00232989, 0.0059769, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.458716] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [126] 1722285204458609, 0.317565, 0.103927, -0.14942, -0.301897, -0.999978, 0.00181806, 0.00232989, 0.0059769, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.463137] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [128] 1722285204463025, 0.321981, 0.103927, -0.14942, -0.301897, -0.999978, 0.00181806, 0.00232989, 0.0059769, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.465589] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [129] 1722285204465482, 0.324438, 0.103933, -0.149414, -0.301894, -0.999978, 0.00190385, 0.0023336, 0.00595157, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.468501] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [130] 1722285204468392, 0.327348, 0.103933, -0.149414, -0.301894, -0.999978, 0.00190385, 0.0023336, 0.00595157, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.471096] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [131] 1722285204470982, 0.329938, 0.103933, -0.149414, -0.301894, -0.999978, 0.00190385, 0.0023336, 0.00595157, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.473981] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [133] 1722285204473866, 0.332822, 0.103933, -0.149414, -0.301894, -0.999978, 0.00190385, 0.0023336, 0.00595157, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.477855] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [134] 1722285204477748, 0.336704, 0.103926, -0.149424, -0.301914, -0.999978, 0.00181046, 0.00229155, 0.00600207, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.480914] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [135] 1722285204480801, 0.339757, 0.103926, -0.149424, -0.301914, -0.999978, 0.00181046, 0.00229155, 0.00600207, 0, 0, -0.00208633, 0, 0, 0, 
[2024-07-29 16:33:24.483555] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [137] 1722285204483442, 0.342398, 0.103926, -0.149424, -0.301914, -0.999978, 0.00181046, 0.00229155, 0.00600207, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.485906] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [138] 1722285204485782, 0.344738, 0.103931, -0.149416, -0.30191, -0.999978, 0.00182998, 0.00230149, 0.00598127, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.488622] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [139] 1722285204488514, 0.34747, 0.103931, -0.149416, -0.30191, -0.999978, 0.00182998, 0.00230149, 0.00598127, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:24.491228] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [140] 1722285204491118, 0.350074, 0.103931, -0.149416, -0.30191, -0.999978, 0.00182998, 0.00230149, 0.00598127, 0, 0, 0, 0, 0, 0, 
