[2024-07-29 16:33:24.185081] [0x0000007fbdb6f7c0] [MocapTag] [0x00001e6d] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-29 16:33:39.348324] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6831] 1722285219348206, 15.2072, -0.0876998, -0.0411545, -0.948452, -0.99893, -0.0142632, 0.0106978, 0.0426631, 0.00896866, 0.0818767, -0.0741437, 0.0818253, 0.109422, -0.0788331, 
[2024-07-29 16:33:39.351028] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6832] 1722285219350909, 15.2099, -0.0876998, -0.0411545, -0.948452, -0.99893, -0.0142632, 0.0106978, 0.0426631, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.353823] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6834] 1722285219353738, 15.2127, -0.0876116, -0.0403061, -0.949235, -0.998937, -0.0145458, 0.0114758, 0.0422057, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.356738] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6835] 1722285219356583, 15.2155, -0.0876116, -0.0403061, -0.949235, -0.998937, -0.0145458, 0.0114758, 0.0422057, 0.00882016, 0.0848457, -0.0782993, 0.0510454, 0.156555, -0.0942506, 
[2024-07-29 16:33:39.359601] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6836] 1722285219359491, 15.2184, -0.0876116, -0.0403061, -0.949235, -0.998937, -0.0145458, 0.0114758, 0.0422057, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.362664] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6837] 1722285219362573, 15.2215, -0.0876116, -0.0403061, -0.949235, -0.998937, -0.0145458, 0.0114758, 0.0422057, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.365281] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6839] 1722285219365166, 15.2241, -0.0875562, -0.0394563, -0.949912, -0.998939, -0.0144703, 0.0122755, 0.0419606, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.368151] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6840] 1722285219368020, 15.227, -0.0875562, -0.0394563, -0.949912, -0.998939, -0.0144703, 0.0122755, 0.0419606, 0.00553253, 0.0849757, -0.0676445, 0, 0.158484, -0.0509515, 
[2024-07-29 16:33:39.370854] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6841] 1722285219370739, 15.2297, -0.0875562, -0.0394563, -0.949912, -0.998939, -0.0144703, 0.0122755, 0.0419606, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.375111] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6843] 1722285219374992, 15.2339, -0.0876175, -0.0385952, -0.950608, -0.998952, -0.0139695, 0.013093, 0.0415644, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.377891] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6844] 1722285219377776, 15.2367, -0.0876175, -0.0385952, -0.950608, -0.998952, -0.0139695, 0.013093, 0.0415644, -0.00612613, 0.0861132, -0.069678, -0.10581, 0.158109, -0.0800461, 
[2024-07-29 16:33:39.380627] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6845] 1722285219380513, 15.2395, -0.0876175, -0.0385952, -0.950608, -0.998952, -0.0139695, 0.013093, 0.0415644, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.383258] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6846] 1722285219383174, 15.2421, -0.0876175, -0.0385952, -0.950608, -0.998952, -0.0139695, 0.013093, 0.0415644, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.387074] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6848] 1722285219386957, 15.2459, -0.0861902, -0.0383712, -0.951659, -0.999353, -0.0102931, 0.0136464, 0.0316383, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.390369] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6849] 1722285219390257, 15.2492, -0.0861902, -0.0383712, -0.951659, -0.999353, -0.0102931, 0.0136464, 0.0316383, 0.142735, 0.0224018, -0.105074, -0.711632, 0.0606779, -1.97805, 
[2024-07-29 16:33:39.393037] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6850] 1722285219392950, 15.2519, -0.0861902, -0.0383712, -0.951659, -0.999353, -0.0102931, 0.0136464, 0.0316383, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.395770] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6852] 1722285219395654, 15.2546, -0.0860907, -0.0375972, -0.95247, -0.999349, -0.0107219, 0.0141009, 0.03143, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.399015] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6853] 1722285219398900, 15.2579, -0.0860907, -0.0375972, -0.95247, -0.999349, -0.0107219, 0.0141009, 0.03143, 0.00995004, 0.0773946, -0.0811264, 0.083518, 0.0931453, -0.0437416, 
[2024-07-29 16:33:39.401802] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6854] 1722285219401686, 15.2606, -0.0860907, -0.0375972, -0.95247, -0.999349, -0.0107219, 0.0141009, 0.03143, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.405275] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6856] 1722285219405144, 15.2641, -0.0859176, -0.0367561, -0.95313, -0.99933, -0.0112089, 0.0137647, 0.0319939, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.409281] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6857] 1722285219409166, 15.2681, -0.0859176, -0.0367561, -0.95313, -0.99933, -0.0112089, 0.0137647, 0.0319939, 0.0173097, 0.0841137, -0.066011, 0.0978708, -0.0629438, 0.112131, 
[2024-07-29 16:33:39.410515] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6858] 1722285219410405, 15.2694, -0.0859176, -0.0367561, -0.95313, -0.99933, -0.0112089, 0.0137647, 0.0319939, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.413431] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6860] 1722285219413291, 15.2722, -0.0859176, -0.0367561, -0.95313, -0.99933, -0.0112089, 0.0137647, 0.0319939, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.416107] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6861] 1722285219415990, 15.2749, -0.0858587, -0.0361987, -0.954156, -0.999336, -0.0115271, 0.014174, 0.0315267, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.420494] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6862] 1722285219420378, 15.2793, -0.0858587, -0.0361987, -0.954156, -0.999336, -0.0115271, 0.014174, 0.0315267, 0.0058841, 0.055734, -0.10256, 0.0623941, 0.0828058, -0.0952534, 
[2024-07-29 16:33:39.423148] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6864] 1722285219423087, 15.282, -0.0858587, -0.0361987, -0.954156, -0.999336, -0.0115271, 0.014174, 0.0315267, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.425786] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6865] 1722285219425663, 15.2846, -0.0857614, -0.0355263, -0.955015, -0.99932, -0.011785, 0.014173, 0.0319351, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.428512] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6866] 1722285219428396, 15.2874, -0.0857614, -0.0355263, -0.955015, -0.99932, -0.011785, 0.014173, 0.0319351, 0.00973127, 0.0672463, -0.0858722, 0.0504255, 0, 0.0810049, 
[2024-07-29 16:33:39.431116] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6867] 1722285219430994, 15.2899, -0.0857614, -0.0355263, -0.955015, -0.99932, -0.011785, 0.014173, 0.0319351, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.433944] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6869] 1722285219433825, 15.2928, -0.085594, -0.0348436, -0.955907, -0.999306, -0.0118875, 0.0143388, 0.0322604, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.437420] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6870] 1722285219437304, 15.2963, -0.085594, -0.0348436, -0.955907, -0.999306, -0.0118875, 0.0143388, 0.0322604, 0.0167373, 0.0682654, -0.0892058, 0, 0, 0.0644557, 
[2024-07-29 16:33:39.439836] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6871] 1722285219439728, 15.2987, -0.085594, -0.0348436, -0.955907, -0.999306, -0.0118875, 0.0143388, 0.0322604, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.442729] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6872] 1722285219442643, 15.3016, -0.085594, -0.0348436, -0.955907, -0.999306, -0.0118875, 0.0143388, 0.0322604, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.445153] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6874] 1722285219445037, 15.304, -0.0854971, -0.0340411, -0.956781, -0.999306, -0.0121314, 0.0144246, 0.0321138, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.447946] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6875] 1722285219447828, 15.3068, -0.0854971, -0.0340411, -0.956781, -0.999306, -0.0121314, 0.0144246, 0.0321138, 0.00968893, 0.0802506, -0.0874445, 0.0486612, 0, 0, 
[2024-07-29 16:33:39.452432] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6876] 1722285219452347, 15.3113, -0.0854971, -0.0340411, -0.956781, -0.999306, -0.0121314, 0.0144246, 0.0321138, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.454931] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6878] 1722285219454805, 15.3138, -0.085382, -0.0331898, -0.957649, -0.999317, -0.0126029, 0.0144822, 0.0315794, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.457758] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6879] 1722285219457644, 15.3166, -0.085382, -0.0331898, -0.957649, -0.999317, -0.0126029, 0.0144822, 0.0315794, 0.0115104, 0.085135, -0.0867622, 0.0955105, 0, -0.108486, 
[2024-07-29 16:33:39.460243] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6880] 1722285219460133, 15.3191, -0.085382, -0.0331898, -0.957649, -0.999317, -0.0126029, 0.0144822, 0.0315794, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.463013] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6881] 1722285219462916, 15.3219, -0.085382, -0.0331898, -0.957649, -0.999317, -0.0126029, 0.0144822, 0.0315794, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.465661] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6883] 1722285219465544, 15.3245, -0.0852906, -0.0323271, -0.95848, -0.99932, -0.0130078, 0.0148119, 0.0311745, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.469112] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6884] 1722285219468998, 15.328, -0.0852906, -0.0323271, -0.95848, -0.99932, -0.0130078, 0.0148119, 0.0311745, 0.00913987, 0.0862659, -0.0830798, 0.0801802, 0.0674292, -0.0830103, 
[2024-07-29 16:33:39.472022] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6885] 1722285219471905, 15.3309, -0.0852906, -0.0323271, -0.95848, -0.99932, -0.0130078, 0.0148119, 0.0311745, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.475160] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6887] 1722285219475045, 15.334, -0.0851476, -0.0314719, -0.959246, -0.999321, -0.0132809, 0.015403, 0.0307223, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.477277] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6888] 1722285219477162, 15.3361, -0.0851476, -0.0314719, -0.959246, -0.999321, -0.0132809, 0.015403, 0.0307223, 0.0143092, 0.0855237, -0.0765922, 0.0524044, 0.118707, -0.0927422, 
[2024-07-29 16:33:39.479962] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6889] 1722285219479853, 15.3388, -0.0851476, -0.0314719, -0.959246, -0.999321, -0.0132809, 0.015403, 0.0307223, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.484486] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6891] 1722285219484354, 15.3433, -0.0851476, -0.0314719, -0.959246, -0.999321, -0.0132809, 0.015403, 0.0307223, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.487039] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6892] 1722285219486926, 15.3459, -0.0849853, -0.0306582, -0.960106, -0.999327, -0.0135527, 0.0157516, 0.03022, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.489848] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6893] 1722285219489734, 15.3487, -0.0849853, -0.0306582, -0.960106, -0.999327, -0.0135527, 0.0157516, 0.03022, 0.0162264, 0.0813675, -0.0860329, 0.0539064, 0.0700388, -0.102234, 
[2024-07-29 16:33:39.492682] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6894] 1722285219492561, 15.3515, -0.0849853, -0.0306582, -0.960106, -0.999327, -0.0135527, 0.0157516, 0.03022, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.495284] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6896] 1722285219495171, 15.3541, -0.0848575, -0.0298569, -0.960936, -0.999334, -0.0137615, 0.0159108, 0.0298022, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.498012] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6897] 1722285219497888, 15.3568, -0.0848575, -0.0298569, -0.960936, -0.999334, -0.0137615, 0.0159108, 0.0298022, 0.0127777, 0.0801277, -0.0830127, 0.0421762, 0, -0.0846807, 
[2024-07-29 16:33:39.500874] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6898] 1722285219500761, 15.3597, -0.0848575, -0.0298569, -0.960936, -0.999334, -0.0137615, 0.0159108, 0.0298022, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.503494] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6900] 1722285219503431, 15.3624, -0.0846081, -0.0290355, -0.961816, -0.999332, -0.0142016, 0.0162454, 0.0295045, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.507069] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6901] 1722285219506952, 15.3659, -0.0846081, -0.0290355, -0.961816, -0.999332, -0.0142016, 0.0162454, 0.0295045, 0.0249427, 0.082144, -0.0879923, 0.0870705, 0.0686835, -0.0618823, 
[2024-07-29 16:33:39.509724] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6902] 1722285219509612, 15.3686, -0.0846081, -0.0290355, -0.961816, -0.999332, -0.0142016, 0.0162454, 0.0295045, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.512655] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6903] 1722285219512566, 15.3715, -0.0846081, -0.0290355, -0.961816, -0.999332, -0.0142016, 0.0162454, 0.0295045, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.517233] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6905] 1722285219517116, 15.3761, -0.0843159, -0.0282391, -0.962654, -0.999329, -0.0145487, 0.0166167, 0.0292328, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.519912] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6906] 1722285219519796, 15.3788, -0.0843159, -0.0282391, -0.962654, -0.999329, -0.0145487, 0.0166167, 0.0292328, 0.0292148, 0.0796386, -0.0837757, 0.0682116, 0.0755068, -0.0565059, 
[2024-07-29 16:33:39.522684] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6907] 1722285219522567, 15.3815, -0.0843159, -0.0282391, -0.962654, -0.999329, -0.0145487, 0.0166167, 0.0292328, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.525372] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6909] 1722285219525246, 15.3842, -0.0840054, -0.027464, -0.963494, -0.999329, -0.0148506, 0.0168904, 0.0289252, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.528017] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6910] 1722285219527900, 15.3869, -0.0840054, -0.027464, -0.963494, -0.999329, -0.0148506, 0.0168904, 0.0289252, 0.0310561, 0.077514, -0.0840583, 0.0598907, 0.0555716, -0.0633366, 
[2024-07-29 16:33:39.533152] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6911] 1722285219533061, 15.392, -0.0840054, -0.027464, -0.963494, -0.999329, -0.0148506, 0.0168904, 0.0289252, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.535777] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6913] 1722285219535658, 15.3946, -0.0836761, -0.0266878, -0.964401, -0.999327, -0.0150738, 0.0171451, 0.0287252, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.538626] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6914] 1722285219538511, 15.3975, -0.0836761, -0.0266878, -0.964401, -0.999327, -0.0150738, 0.0171451, 0.0287252, 0.0329321, 0.0776184, -0.0906546, 0.0439167, 0.051621, -0.0414904, 
[2024-07-29 16:33:39.541420] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6915] 1722285219541292, 15.4002, -0.0836761, -0.0266878, -0.964401, -0.999327, -0.0150738, 0.0171451, 0.0287252, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.543976] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6917] 1722285219543918, 15.4029, -0.0833545, -0.0259389, -0.96529, -0.999319, -0.015407, 0.0174804, 0.0285995, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.548817] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6918] 1722285219548700, 15.4077, -0.0833545, -0.0259389, -0.96529, -0.999319, -0.015407, 0.0174804, 0.0285995, 0.0321533, 0.074886, -0.0889376, 0.0652313, 0.068564, 0, 
[2024-07-29 16:33:39.552122] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6919] 1722285219552004, 15.411, -0.0833545, -0.0259389, -0.96529, -0.999319, -0.015407, 0.0174804, 0.0285995, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.554722] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6921] 1722285219554572, 15.4135, -0.0830467, -0.0251253, -0.966149, -0.999325, -0.0155336, 0.0176974, 0.0281988, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.557431] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6922] 1722285219557313, 15.4163, -0.0830467, -0.0251253, -0.966149, -0.999325, -0.0155336, 0.0176974, 0.0281988, 0.0307846, 0.0813582, -0.0858858, 0, 0.0428911, -0.0812728, 
[2024-07-29 16:33:39.559859] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6923] 1722285219559748, 15.4187, -0.0830467, -0.0251253, -0.966149, -0.999325, -0.0155336, 0.0176974, 0.0281988, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.564276] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6925] 1722285219564156, 15.4231, -0.0830467, -0.0251253, -0.966149, -0.999325, -0.0155336, 0.0176974, 0.0281988, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.566909] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6926] 1722285219566796, 15.4258, -0.0826703, -0.0243361, -0.96692, -0.999327, -0.0154987, 0.0183, 0.0277467, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.569716] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6927] 1722285219569600, 15.4286, -0.0826703, -0.0243361, -0.96692, -0.999327, -0.0154987, 0.0183, 0.0277467, 0.0376339, 0.0789242, -0.0771414, 0, 0.11894, -0.092059, 
[2024-07-29 16:33:39.572582] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6928] 1722285219572497, 15.4315, -0.0826703, -0.0243361, -0.96692, -0.999327, -0.0154987, 0.0183, 0.0277467, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.575282] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6930] 1722285219575164, 15.4341, -0.0823437, -0.0235248, -0.967768, -0.999325, -0.0155841, 0.0186793, 0.0275353, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.579769] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6931] 1722285219579655, 15.4386, -0.0823437, -0.0235248, -0.967768, -0.999325, -0.0155841, 0.0186793, 0.0275353, 0.0326669, 0.0811261, -0.0847576, 0, 0.0756577, -0.043685, 
[2024-07-29 16:33:39.582542] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6932] 1722285219582429, 15.4414, -0.0823437, -0.0235248, -0.967768, -0.999325, -0.0155841, 0.0186793, 0.0275353, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.585424] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6934] 1722285219585308, 15.4443, -0.0818913, -0.0227224, -0.968569, -0.99932, -0.0157819, 0.0191921, 0.0272295, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.588232] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6935] 1722285219588117, 15.4471, -0.0818913, -0.0227224, -0.968569, -0.99932, -0.0157819, 0.0191921, 0.0272295, 0.0452378, 0.0802469, -0.080116, 0.0380516, 0.102692, -0.0634283, 
[2024-07-29 16:33:39.590358] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6936] 1722285219590247, 15.4492, -0.0818913, -0.0227224, -0.968569, -0.99932, -0.0157819, 0.0191921, 0.0272295, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.593154] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6937] 1722285219593064, 15.452, -0.0818913, -0.0227224, -0.968569, -0.99932, -0.0157819, 0.0191921, 0.0272295, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.596141] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6939] 1722285219596027, 15.455, -0.0814308, -0.0219481, -0.969386, -0.999318, -0.015897, 0.0194558, 0.027056, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.599163] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6940] 1722285219599046, 15.458, -0.0814308, -0.0219481, -0.969386, -0.999318, -0.015897, 0.0194558, 0.027056, 0.0460535, 0.0774206, -0.0816931, 0, 0.0527933, -0.0359312, 
[2024-07-29 16:33:39.601842] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6941] 1722285219601723, 15.4607, -0.0814308, -0.0219481, -0.969386, -0.999318, -0.015897, 0.0194558, 0.027056, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.604511] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6943] 1722285219604388, 15.4633, -0.0810174, -0.0212165, -0.970299, -0.999326, -0.015888, 0.0193217, 0.0268771, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.607374] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6944] 1722285219607259, 15.4662, -0.0810174, -0.0212165, -0.970299, -0.999326, -0.015888, 0.0193217, 0.0268771, 0.0413331, 0.0731602, -0.0913141, 0, 0, -0.0353929, 
[2024-07-29 16:33:39.611948] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6945] 1722285219611833, 15.4708, -0.0810174, -0.0212165, -0.970299, -0.999326, -0.015888, 0.0193217, 0.0268771, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.614561] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6947] 1722285219614438, 15.4734, -0.0805685, -0.0204222, -0.971128, -0.999334, -0.0157654, 0.0194311, 0.0265464, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.617450] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6948] 1722285219617326, 15.4763, -0.0805685, -0.0204222, -0.971128, -0.999334, -0.0157654, 0.0194311, 0.0265464, 0.0448897, 0.079435, -0.0828841, 0, 0, -0.0660196, 
[2024-07-29 16:33:39.620049] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6949] 1722285219619907, 15.4789, -0.0805685, -0.0204222, -0.971128, -0.999334, -0.0157654, 0.0194311, 0.0265464, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.622807] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6950] 1722285219622720, 15.4817, -0.0805685, -0.0204222, -0.971128, -0.999334, -0.0157654, 0.0194311, 0.0265464, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.627229] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6952] 1722285219627112, 15.4861, -0.0800855, -0.0196666, -0.971916, -0.999327, -0.0157345, 0.0197917, 0.0265745, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.630145] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6953] 1722285219629988, 15.4889, -0.0800855, -0.0196666, -0.971916, -0.999327, -0.0157345, 0.0197917, 0.0265745, 0.0482995, 0.0755585, -0.0788046, 0, 0.0720274, 0, 
[2024-07-29 16:33:39.632918] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6954] 1722285219632828, 15.4918, -0.0800855, -0.0196666, -0.971916, -0.999327, -0.0157345, 0.0197917, 0.0265745, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.635652] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6956] 1722285219635534, 15.4945, -0.0796014, -0.0189051, -0.972762, -0.999321, -0.0157801, 0.0200537, 0.0265927, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.638468] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6957] 1722285219638354, 15.4973, -0.0796014, -0.0189051, -0.972762, -0.999321, -0.0157801, 0.0200537, 0.0265927, 0.0484148, 0.0761493, -0.084601, 0, 0.0526801, 0, 
[2024-07-29 16:33:39.641120] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6958] 1722285219640997, 15.5, -0.0796014, -0.0189051, -0.972762, -0.999321, -0.0157801, 0.0200537, 0.0265927, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:39.645434] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [6960] 1722285219645319, 15.5043, -0.0791385, -0.0181548, -0.973548, -0.999318, -0.0157285, 0.0203556, 0.0264886, 0, 0, 0, 0, 0, 0, 
