[2024-07-29 16:26:28.554047] [0x0000007f8791f7c0] [MocapTag] [0x000012e8] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-29 16:26:41.407622] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5708] 1722284801407501, 12.8919, 0.506124, -0.213514, -0.893734, -0.9997, -0.0142787, -0.015945, -0.0118732, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.410536] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5709] 1722284801410421, 12.8948, 0.506124, -0.213514, -0.893734, -0.9997, -0.0142787, -0.015945, -0.0118732, -0.0464933, 0.235638, -0.30012, -0.363374, -0.272038, 0.167468, 
[2024-07-29 16:26:41.413127] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5710] 1722284801413008, 12.8974, 0.506124, -0.213514, -0.893734, -0.9997, -0.0142787, -0.015945, -0.0118732, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.417489] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5712] 1722284801417373, 12.9018, 0.506124, -0.213514, -0.893734, -0.9997, -0.0142787, -0.015945, -0.0118732, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.419940] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5713] 1722284801419826, 12.9043, 0.505703, -0.2112, -0.896464, -0.999721, -0.0128825, -0.0162851, -0.0112408, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.423333] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5714] 1722284801423201, 12.9076, 0.505703, -0.2112, -0.896464, -0.999721, -0.0128825, -0.0162851, -0.0112408, -0.0421507, 0.231451, -0.272973, -0.278044, -0.0631534, 0.122865, 
[2024-07-29 16:26:41.425349] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5716] 1722284801425262, 12.9097, 0.505703, -0.2112, -0.896464, -0.999721, -0.0128825, -0.0162851, -0.0112408, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.428094] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5717] 1722284801427978, 12.9124, 0.505158, -0.208854, -0.899133, -0.999729, -0.012149, -0.0164579, -0.0111226, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.432738] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5718] 1722284801432618, 12.917, 0.505158, -0.208854, -0.899133, -0.999729, -0.012149, -0.0164579, -0.0111226, -0.0544368, 0.234546, -0.266954, -0.146747, 0, 0, 
[2024-07-29 16:26:41.435622] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5720] 1722284801435505, 12.9199, 0.505158, -0.208854, -0.899133, -0.999729, -0.012149, -0.0164579, -0.0111226, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.438122] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5721] 1722284801438004, 12.9224, 0.504708, -0.206534, -0.901909, -0.99974, -0.0104861, -0.0174907, -0.010197, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.440823] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5722] 1722284801440709, 12.9251, 0.504708, -0.206534, -0.901909, -0.99974, -0.0104861, -0.0174907, -0.010197, -0.0450075, 0.232068, -0.277543, -0.33164, -0.20102, 0.181742, 
[2024-07-29 16:26:41.443367] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5723] 1722284801443248, 12.9277, 0.504708, -0.206534, -0.901909, -0.99974, -0.0104861, -0.0174907, -0.010197, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.445994] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5725] 1722284801445888, 12.9303, 0.504708, -0.206534, -0.901909, -0.99974, -0.0104861, -0.0174907, -0.010197, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.449427] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5726] 1722284801449312, 12.9337, 0.504146, -0.204222, -0.904555, -0.999743, -0.0094893, -0.0177982, -0.0103285, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.452216] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5727] 1722284801452102, 12.9365, 0.504146, -0.204222, -0.904555, -0.999743, -0.0094893, -0.0177982, -0.0103285, -0.0562676, 0.231166, -0.264638, -0.200534, -0.0597484, 0, 
[2024-07-29 16:26:41.455000] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5728] 1722284801454908, 12.9393, 0.504146, -0.204222, -0.904555, -0.999743, -0.0094893, -0.0177982, -0.0103285, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.457500] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5730] 1722284801457377, 12.9418, 0.502949, -0.201043, -0.90672, -0.999783, -0.0130247, -0.0162227, -0.00123868, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.460293] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5731] 1722284801460175, 12.9446, 0.502949, -0.201043, -0.90672, -0.999783, -0.0130247, -0.0162227, -0.00123868, -0.119674, 0.317895, -0.21648, 0.740123, 0.331457, 1.82731, 
[2024-07-29 16:26:41.464466] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5732] 1722284801464364, 12.9488, 0.502949, -0.201043, -0.90672, -0.999783, -0.0130247, -0.0162227, -0.00123868, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.467030] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5734] 1722284801466913, 12.9513, 0.502299, -0.198717, -0.909179, -0.999792, -0.012089, -0.0164375, -0.000599373, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.469728] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5735] 1722284801469614, 12.954, 0.502299, -0.198717, -0.909179, -0.999792, -0.012089, -0.0164375, -0.000599373, -0.0649975, 0.23257, -0.245956, -0.185156, -0.0412289, 0.125381, 
[2024-07-29 16:26:41.472198] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5736] 1722284801472085, 12.9565, 0.502299, -0.198717, -0.909179, -0.999792, -0.012089, -0.0164375, -0.000599373, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.474855] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5738] 1722284801474795, 12.9592, 0.502299, -0.198717, -0.909179, -0.999792, -0.012089, -0.0164375, -0.000599373, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.477491] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5739] 1722284801477376, 12.9618, 0.501613, -0.196473, -0.911581, -0.9998, -0.0109759, -0.0166922, 2.93458e-05, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.481085] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5740] 1722284801480971, 12.9654, 0.501613, -0.196473, -0.911581, -0.9998, -0.0109759, -0.0166922, 2.93458e-05, -0.0685581, 0.224412, -0.240222, -0.220609, -0.0494592, 0.122685, 
[2024-07-29 16:26:41.483501] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5741] 1722284801483320, 12.9677, 0.501613, -0.196473, -0.911581, -0.9998, -0.0109759, -0.0166922, 2.93458e-05, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.485921] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5743] 1722284801485803, 12.9702, 0.500908, -0.194115, -0.91397, -0.999804, -0.0100522, -0.0170786, 0.000365438, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.488753] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5744] 1722284801488637, 12.9731, 0.500908, -0.194115, -0.91397, -0.999804, -0.0100522, -0.0170786, 0.000365438, -0.0705485, 0.235803, -0.238878, -0.183654, -0.0766594, 0.0649374, 
[2024-07-29 16:26:41.491063] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5745] 1722284801490952, 12.9754, 0.500908, -0.194115, -0.91397, -0.999804, -0.0100522, -0.0170786, 0.000365438, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.494019] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5746] 1722284801493892, 12.9783, 0.500908, -0.194115, -0.91397, -0.999804, -0.0100522, -0.0170786, 0.000365438, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.496908] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5748] 1722284801496793, 12.9812, 0.500134, -0.19171, -0.916267, -0.999806, -0.00909117, -0.0174708, 0.00044336, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.499528] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5749] 1722284801499411, 12.9838, 0.500134, -0.19171, -0.916267, -0.999806, -0.00909117, -0.0174708, 0.00044336, -0.0773696, 0.240519, -0.229666, -0.191951, -0.0784021, 0, 
[2024-07-29 16:26:41.502076] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5750] 1722284801501964, 12.9864, 0.500134, -0.19171, -0.916267, -0.999806, -0.00909117, -0.0174708, 0.00044336, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.504722] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5752] 1722284801504665, 12.9891, 0.500134, -0.19171, -0.916267, -0.999806, -0.00909117, -0.0174708, 0.00044336, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.507239] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5753] 1722284801507124, 12.9916, 0.499418, -0.189326, -0.918381, -0.999799, -0.00882735, -0.0179874, 0.00117442, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.509877] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5754] 1722284801509760, 12.9942, 0.499418, -0.189326, -0.918381, -0.999799, -0.00882735, -0.0179874, 0.00117442, -0.0716354, 0.238369, -0.211406, -0.0500679, -0.102078, 0.146271, 
[2024-07-29 16:26:41.512446] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5755] 1722284801512330, 12.9968, 0.499418, -0.189326, -0.918381, -0.999799, -0.00882735, -0.0179874, 0.00117442, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.515371] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5757] 1722284801515274, 12.9997, 0.499418, -0.189326, -0.918381, -0.999799, -0.00882735, -0.0179874, 0.00117442, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.517873] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5758] 1722284801517757, 13.0022, 0.498516, -0.187059, -0.920665, -0.999814, -0.0075118, -0.0177569, 0.00104234, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.520518] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5759] 1722284801520396, 13.0048, 0.498516, -0.187059, -0.920665, -0.999814, -0.0075118, -0.0177569, 0.00104234, -0.0902077, 0.226701, -0.228418, -0.263786, 0.0455722, 0, 
[2024-07-29 16:26:41.523110] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5760] 1722284801522991, 13.0074, 0.498516, -0.187059, -0.920665, -0.999814, -0.0075118, -0.0177569, 0.00104234, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.525740] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5762] 1722284801525651, 13.0101, 0.497705, -0.184638, -0.922792, -0.999816, -0.00678739, -0.0178852, 0.00108617, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.529382] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5763] 1722284801529265, 13.0137, 0.497705, -0.184638, -0.922792, -0.999816, -0.00678739, -0.0178852, 0.00108617, -0.0811102, 0.242091, -0.212726, -0.144768, 0, 0, 
[2024-07-29 16:26:41.532605] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5764] 1722284801532481, 13.0169, 0.497705, -0.184638, -0.922792, -0.999816, -0.00678739, -0.0178852, 0.00108617, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.534736] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5765] 1722284801534647, 13.0191, 0.497705, -0.184638, -0.922792, -0.999816, -0.00678739, -0.0178852, 0.00108617, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.537310] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5767] 1722284801537194, 13.0216, 0.49679, -0.18235, -0.924923, -0.999812, -0.00613785, -0.0183299, 0.00142522, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.539934] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5768] 1722284801539821, 13.0242, 0.49679, -0.18235, -0.924923, -0.999812, -0.00613785, -0.0183299, 0.00142522, -0.091426, 0.228831, -0.213051, -0.128603, -0.0886932, 0.0660719, 
[2024-07-29 16:26:41.544136] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5769] 1722284801544008, 13.0284, 0.49679, -0.18235, -0.924923, -0.999812, -0.00613785, -0.0183299, 0.00142522, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.546630] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5771] 1722284801546509, 13.0309, 0.495885, -0.180131, -0.92689, -0.999813, -0.00546988, -0.0184676, 0.00188988, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.549343] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5772] 1722284801549228, 13.0337, 0.495885, -0.180131, -0.92689, -0.999813, -0.00546988, -0.0184676, 0.00188988, -0.0905071, 0.221932, -0.196704, -0.131893, 0, 0.0906803, 
[2024-07-29 16:26:41.551815] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5773] 1722284801551701, 13.0361, 0.495885, -0.180131, -0.92689, -0.999813, -0.00546988, -0.0184676, 0.00188988, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.554530] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5774] 1722284801554413, 13.0388, 0.495885, -0.180131, -0.92689, -0.999813, -0.00546988, -0.0184676, 0.00188988, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.557086] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5776] 1722284801556960, 13.0414, 0.494981, -0.177858, -0.928873, -0.999812, -0.00512668, -0.0185684, 0.00217693, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.560729] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5777] 1722284801560614, 13.045, 0.494981, -0.177858, -0.928873, -0.999812, -0.00512668, -0.0185684, 0.00217693, -0.090421, 0.22731, -0.198282, -0.0675678, 0, 0.056278, 
[2024-07-29 16:26:41.563143] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5778] 1722284801563026, 13.0475, 0.494981, -0.177858, -0.928873, -0.999812, -0.00512668, -0.0185684, 0.00217693, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.565708] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5780] 1722284801565589, 13.05, 0.494981, -0.177858, -0.928873, -0.999812, -0.00512668, -0.0185684, 0.00217693, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.568121] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5781] 1722284801568005, 13.0524, 0.49396, -0.175672, -0.930753, -0.99981, -0.00462229, -0.0187368, 0.00257144, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.570823] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5782] 1722284801570709, 13.0551, 0.49396, -0.175672, -0.930753, -0.99981, -0.00462229, -0.0187368, 0.00257144, -0.102064, 0.218566, -0.187999, -0.0993729, 0, 0.07723, 
[2024-07-29 16:26:41.573396] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5783] 1722284801573280, 13.0577, 0.49396, -0.175672, -0.930753, -0.99981, -0.00462229, -0.0187368, 0.00257144, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.576500] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5785] 1722284801576385, 13.0608, 0.492943, -0.17337, -0.932619, -0.999807, -0.00397464, -0.0190735, 0.00254643, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.579068] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5786] 1722284801578954, 13.0634, 0.492943, -0.17337, -0.932619, -0.999807, -0.00397464, -0.0190735, 0.00254643, -0.101713, 0.230177, -0.186651, -0.129509, -0.067715, 0, 
[2024-07-29 16:26:41.581716] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5787] 1722284801581595, 13.066, 0.492943, -0.17337, -0.932619, -0.999807, -0.00397464, -0.0190735, 0.00254643, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.584640] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5788] 1722284801584553, 13.069, 0.492943, -0.17337, -0.932619, -0.999807, -0.00397464, -0.0190735, 0.00254643, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.587202] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5790] 1722284801587066, 13.0715, 0.491848, -0.171105, -0.934413, -0.999804, -0.003319, -0.019346, 0.00244771, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.591482] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5791] 1722284801591365, 13.0758, 0.491848, -0.171105, -0.934413, -0.999804, -0.003319, -0.019346, 0.00244771, -0.109505, 0.226517, -0.179412, -0.13144, -0.0549182, 0, 
[2024-07-29 16:26:41.594230] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5792] 1722284801594137, 13.0786, 0.491848, -0.171105, -0.934413, -0.999804, -0.003319, -0.019346, 0.00244771, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.596777] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5794] 1722284801596627, 13.0811, 0.490693, -0.168881, -0.93611, -0.999804, -0.00271988, -0.0194667, 0.0025535, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.599607] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5795] 1722284801599490, 13.0839, 0.490693, -0.168881, -0.93611, -0.999804, -0.00271988, -0.0194667, 0.0025535, -0.115565, 0.222424, -0.169646, -0.1194, 0, 0, 
[2024-07-29 16:26:41.602079] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5796] 1722284801601964, 13.0864, 0.490693, -0.168881, -0.93611, -0.999804, -0.00271988, -0.0194667, 0.0025535, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.604721] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5798] 1722284801604662, 13.0891, 0.490693, -0.168881, -0.93611, -0.999804, -0.00271988, -0.0194667, 0.0025535, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.608354] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5799] 1722284801608229, 13.0927, 0.489533, -0.166784, -0.93771, -0.999807, -0.00227619, -0.019305, 0.0028642, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.611230] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5800] 1722284801611114, 13.0955, 0.489533, -0.166784, -0.93771, -0.999807, -0.00227619, -0.019305, 0.0028642, -0.116001, 0.209691, -0.160005, -0.0876904, 0, 0.0603685, 
[2024-07-29 16:26:41.613962] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5801] 1722284801613846, 13.0983, 0.489533, -0.166784, -0.93771, -0.999807, -0.00227619, -0.019305, 0.0028642, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.616516] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5803] 1722284801616395, 13.1008, 0.488368, -0.164753, -0.939239, -0.999814, -0.0018362, -0.0189624, 0.00312657, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.619251] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5804] 1722284801619134, 13.1036, 0.488368, -0.164753, -0.939239, -0.999814, -0.0018362, -0.0189624, 0.00312657, -0.116473, 0.203081, -0.152889, -0.0872612, 0.0683822, 0.0506642, 
[2024-07-29 16:26:41.624032] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5805] 1722284801623913, 13.1083, 0.488368, -0.164753, -0.939239, -0.999814, -0.0018362, -0.0189624, 0.00312657, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.626768] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5807] 1722284801626620, 13.111, 0.48713, -0.162636, -0.940773, -0.999817, -0.00149905, -0.0188045, 0.00312149, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.629232] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5808] 1722284801629117, 13.1135, 0.48713, -0.162636, -0.940773, -0.999817, -0.00149905, -0.0188045, 0.00312149, -0.123756, 0.211687, -0.153448, -0.0675678, 0, 0, 
[2024-07-29 16:26:41.631689] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5809] 1722284801631577, 13.116, 0.48713, -0.162636, -0.940773, -0.999817, -0.00149905, -0.0188045, 0.00312149, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.634411] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5810] 1722284801634295, 13.1187, 0.48713, -0.162636, -0.940773, -0.999817, -0.00149905, -0.0188045, 0.00312149, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.636940] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5812] 1722284801636817, 13.1212, 0.485826, -0.160469, -0.942285, -0.999817, -0.00100562, -0.0189064, 0.00286676, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.640503] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5813] 1722284801640387, 13.1248, 0.485826, -0.160469, -0.942285, -0.999817, -0.00100562, -0.0189064, 0.00286676, -0.130391, 0.216763, -0.151199, -0.0996351, 0, -0.0528068, 
[2024-07-29 16:26:41.643075] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5814] 1722284801642954, 13.1274, 0.485826, -0.160469, -0.942285, -0.999817, -0.00100562, -0.0189064, 0.00286676, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.645746] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5816] 1722284801645623, 13.13, 0.485826, -0.160469, -0.942285, -0.999817, -0.00100562, -0.0189064, 0.00286676, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.648388] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5817] 1722284801648273, 13.1327, 0.484494, -0.15834, -0.9437, -0.999822, -0.000598878, -0.0186592, 0.00271663, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.651070] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5818] 1722284801650956, 13.1354, 0.484494, -0.15834, -0.9437, -0.999822, -0.000598878, -0.0186592, 0.00271663, -0.133231, 0.212915, -0.141499, -0.0821114, 0.0491872, 0, 
[2024-07-29 16:26:41.655945] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5820] 1722284801655823, 13.1402, 0.484494, -0.15834, -0.9437, -0.999822, -0.000598878, -0.0186592, 0.00271663, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.658481] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5821] 1722284801658366, 13.1428, 0.483082, -0.156323, -0.945032, -0.999828, -0.000218158, -0.0182996, 0.00292382, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.661314] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5822] 1722284801661199, 13.1456, 0.483082, -0.156323, -0.945032, -0.999828, -0.000218158, -0.0182996, 0.00292382, -0.141189, 0.20163, -0.133222, -0.0756264, 0.0717491, 0.040011, 
[2024-07-29 16:26:41.664740] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5823] 1722284801664651, 13.1491, 0.483082, -0.156323, -0.945032, -0.999828, -0.000218158, -0.0182996, 0.00292382, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.666495] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5825] 1722284801666378, 13.1508, 0.481692, -0.154261, -0.946302, -0.999835, 9.64653e-05, -0.0179295, 0.00275646, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.669226] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5826] 1722284801669111, 13.1535, 0.481692, -0.154261, -0.946302, -0.999835, 9.64653e-05, -0.0179295, 0.00275646, -0.139011, 0.206227, -0.126921, 628.255, 0.0738479, 0, 
[2024-07-29 16:26:41.671933] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5827] 1722284801671820, 13.1562, 0.481692, -0.154261, -0.946302, -0.999835, 9.64653e-05, -0.0179295, 0.00275646, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.674844] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5829] 1722284801674782, 13.1592, 0.481692, -0.154261, -0.946302, -0.999835, 9.64653e-05, -0.0179295, 0.00275646, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.677382] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5830] 1722284801677267, 13.1617, 0.480192, -0.152263, -0.947613, -0.999835, 0.000258602, -0.0179833, 0.00242444, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.679928] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5831] 1722284801679818, 13.1642, 0.480192, -0.152263, -0.947613, -0.999835, 0.000258602, -0.0179833, 0.00242444, -0.149979, 0.199748, -0.131109, 0, 0, -0.0670191, 
[2024-07-29 16:26:41.682557] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5832] 1722284801682437, 13.1669, 0.480192, -0.152263, -0.947613, -0.999835, 0.000258602, -0.0179833, 0.00242444, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.685112] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5833] 1722284801685021, 13.1694, 0.480192, -0.152263, -0.947613, -0.999835, 0.000258602, -0.0179833, 0.00242444, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.688509] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5835] 1722284801688392, 13.1728, 0.478723, -0.150315, -0.948781, -0.999836, 0.000424369, -0.0179378, 0.00238382, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:41.691235] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5836] 1722284801691120, 13.1755, 0.478723, -0.150315, -0.948781, -0.999836, 0.000424369, -0.0179378, 0.00238382, -0.146975, 0.194814, -0.116788, 0, 0, 0, 
[2024-07-29 16:26:41.694030] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5837] 1722284801693914, 13.1783, 0.478723, -0.150315, -0.948781, -0.999836, 0.000424369, -0.0179378, 0.00238382, 0, 0, 0, 0, 0, 0, 
