[2024-07-29 16:26:28.554047] [0x0000007f8791f7c0] [MocapTag] [0x000012e8] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-29 16:26:28.559069] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [4] 1722284788558932, 0.043358, 0.0760251, -0.187651, -0.303658, -0.999631, 0.000880307, 0.00413116, -0.0268226, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.559793] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [5] 1722284788559672, 0.044098, 0.0760055, -0.187641, -0.303634, -0.999631, 0.000872231, 0.00409108, -0.0268492, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.561935] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [6] 1722284788561819, 0.046245, 0.0760055, -0.187641, -0.303634, -0.999631, 0.000872231, 0.00409108, -0.0268492, 0, 0, 0.0023859, 0, 0, 0, 
[2024-07-29 16:26:28.563707] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [8] 1722284788563634, 0.04806, 0.0760055, -0.187641, -0.303634, -0.999631, 0.000872231, 0.00409108, -0.0268492, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.566480] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [9] 1722284788566368, 0.050794, 0.0760055, -0.187641, -0.303634, -0.999631, 0.000872231, 0.00409108, -0.0268492, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.568994] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [10] 1722284788568882, 0.053308, 0.0759965, -0.187619, -0.303582, -0.999631, 0.000835587, 0.00411529, -0.0268487, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.574538] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12] 1722284788574423, 0.058849, 0.0759965, -0.187619, -0.303582, -0.999631, 0.000835587, 0.00411529, -0.0268487, 0, 0.00221799, 0.00520768, 0, 0, 0, 
[2024-07-29 16:26:28.576303] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [13] 1722284788576200, 0.060626, 0.0759965, -0.187619, -0.303582, -0.999631, 0.000835587, 0.00411529, -0.0268487, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.578940] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [14] 1722284788578824, 0.06325, 0.0759829, -0.187612, -0.303545, -0.99963, 0.000836559, 0.00407689, -0.0268691, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.581677] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [15] 1722284788581569, 0.065995, 0.0759829, -0.187612, -0.303545, -0.99963, 0.000836559, 0.00407689, -0.0268691, 0, 0, 0.00373925, 0, 0, 0, 
[2024-07-29 16:26:28.584426] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [17] 1722284788584307, 0.068733, 0.0759829, -0.187612, -0.303545, -0.99963, 0.000836559, 0.00407689, -0.0268691, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.588858] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [18] 1722284788588744, 0.07317, 0.0759843, -0.187601, -0.303522, -0.999631, 0.000817933, 0.00407835, -0.0268579, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.591589] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [19] 1722284788591474, 0.0759, 0.0759843, -0.187601, -0.303522, -0.999631, 0.000817933, 0.00407835, -0.0268579, 0, 0, 0.00230279, 0, 0, 0, 
[2024-07-29 16:26:28.594271] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [21] 1722284788594144, 0.07857, 0.0759843, -0.187601, -0.303522, -0.999631, 0.000817933, 0.00407835, -0.0268579, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.597065] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [22] 1722284788596939, 0.081365, 0.0759843, -0.187601, -0.303522, -0.999631, 0.000817933, 0.00407835, -0.0268579, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.599609] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [23] 1722284788599494, 0.08392, 0.0759996, -0.187602, -0.303505, -0.999631, 0.000797057, 0.00406613, -0.0268508, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.603212] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [24] 1722284788603130, 0.087556, 0.0759996, -0.187602, -0.303505, -0.999631, 0.000797057, 0.00406613, -0.0268508, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.605977] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [26] 1722284788605864, 0.09029, 0.0759996, -0.187602, -0.303505, -0.999631, 0.000797057, 0.00406613, -0.0268508, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.608633] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [27] 1722284788608520, 0.092946, 0.0760154, -0.18761, -0.303512, -0.999632, 0.000776614, 0.00408693, -0.0268203, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.611182] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [28] 1722284788611075, 0.095501, 0.0760154, -0.18761, -0.303512, -0.999632, 0.000776614, 0.00408693, -0.0268203, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.613950] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [30] 1722284788613843, 0.098269, 0.0760154, -0.18761, -0.303512, -0.999632, 0.000776614, 0.00408693, -0.0268203, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.619244] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [31] 1722284788619133, 0.103559, 0.0760154, -0.18761, -0.303512, -0.999632, 0.000776614, 0.00408693, -0.0268203, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.620717] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [32] 1722284788620609, 0.105035, 0.0760403, -0.187625, -0.303524, -0.999633, 0.000782326, 0.00412228, -0.0267744, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.623635] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [34] 1722284788623566, 0.107992, 0.0760403, -0.187625, -0.303524, -0.999633, 0.000782326, 0.00412228, -0.0267744, 0.00248621, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.626382] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [35] 1722284788626268, 0.110694, 0.0760403, -0.187625, -0.303524, -0.999633, 0.000782326, 0.00412228, -0.0267744, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.629089] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [36] 1722284788628979, 0.113405, 0.0760476, -0.187625, -0.303567, -0.999633, 0.000786792, 0.00411228, -0.02676, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.634627] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [38] 1722284788634495, 0.118921, 0.0760476, -0.187625, -0.303567, -0.999633, 0.000786792, 0.00411228, -0.02676, 0, 0, -0.00431615, 0, 0, 0, 
[2024-07-29 16:26:28.635261] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [39] 1722284788635155, 0.119581, 0.0760476, -0.187625, -0.303567, -0.999633, 0.000786792, 0.00411228, -0.02676, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.637372] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [40] 1722284788637249, 0.121675, 0.0760542, -0.18762, -0.303574, -0.999633, 0.000789734, 0.00412447, -0.0267501, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.640122] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [41] 1722284788639969, 0.124395, 0.0760542, -0.18762, -0.303574, -0.999633, 0.000789734, 0.00412447, -0.0267501, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.642540] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [42] 1722284788642428, 0.126854, 0.0760542, -0.18762, -0.303574, -0.999633, 0.000789734, 0.00412447, -0.0267501, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.645504] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [44] 1722284788645381, 0.129807, 0.0760542, -0.18762, -0.303574, -0.999633, 0.000789734, 0.00412447, -0.0267501, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.647979] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [45] 1722284788647866, 0.132292, 0.076051, -0.187608, -0.303608, -0.999634, 0.000783414, 0.00414502, -0.0267185, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.651019] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [46] 1722284788650868, 0.135294, 0.076051, -0.187608, -0.303608, -0.999634, 0.000783414, 0.00414502, -0.0267185, 0, 0, -0.00340424, 0, 0, 0, 
[2024-07-29 16:26:28.653609] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [48] 1722284788653530, 0.137956, 0.076051, -0.187608, -0.303608, -0.999634, 0.000783414, 0.00414502, -0.0267185, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.656366] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [49] 1722284788656253, 0.140679, 0.076051, -0.187608, -0.303608, -0.999634, 0.000783414, 0.00414502, -0.0267185, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.658911] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [50] 1722284788658798, 0.143224, 0.0760429, -0.187602, -0.303628, -0.999633, 0.000800887, 0.00415043, -0.0267404, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.661575] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [51] 1722284788661462, 0.145888, 0.0760429, -0.187602, -0.303628, -0.999633, 0.000800887, 0.00415043, -0.0267404, 0, 0, -0.00208483, 0, 0, 0, 
[2024-07-29 16:26:28.665909] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [53] 1722284788665788, 0.150214, 0.0760429, -0.187602, -0.303628, -0.999633, 0.000800887, 0.00415043, -0.0267404, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.668342] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [54] 1722284788668229, 0.152655, 0.076031, -0.187598, -0.303639, -0.999633, 0.000829233, 0.00413728, -0.0267638, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.671066] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [55] 1722284788670951, 0.155377, 0.076031, -0.187598, -0.303639, -0.999633, 0.000829233, 0.00413728, -0.0267638, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.673682] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [57] 1722284788673571, 0.157997, 0.076031, -0.187598, -0.303639, -0.999633, 0.000829233, 0.00413728, -0.0267638, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.676357] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [58] 1722284788676245, 0.160671, 0.076031, -0.187598, -0.303639, -0.999633, 0.000829233, 0.00413728, -0.0267638, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.678827] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [59] 1722284788678715, 0.163141, 0.0760181, -0.187608, -0.30364, -0.999632, 0.00084453, 0.00412594, -0.0268136, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.682304] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [60] 1722284788682197, 0.166623, 0.0760181, -0.187608, -0.30364, -0.999632, 0.00084453, 0.00412594, -0.0268136, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.684975] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [62] 1722284788684862, 0.169288, 0.0760181, -0.187608, -0.30364, -0.999632, 0.00084453, 0.00412594, -0.0268136, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.687495] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [63] 1722284788687382, 0.171808, 0.0760115, -0.187631, -0.303629, -0.999631, 0.000865047, 0.00412554, -0.0268339, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.690333] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [64] 1722284788690222, 0.174648, 0.0760115, -0.187631, -0.303629, -0.999631, 0.000865047, 0.00412554, -0.0268339, 0, -0.0022665, 0, 0, 0, 0, 
[2024-07-29 16:26:28.693162] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [66] 1722284788693105, 0.177531, 0.0760115, -0.187631, -0.303629, -0.999631, 0.000865047, 0.00412554, -0.0268339, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.698027] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [67] 1722284788697912, 0.182338, 0.0760115, -0.187631, -0.303629, -0.999631, 0.000865047, 0.00412554, -0.0268339, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.699948] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [68] 1722284788699838, 0.184264, 0.0760036, -0.187654, -0.303603, -0.999631, 0.000884059, 0.00411157, -0.0268481, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.702782] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [69] 1722284788702697, 0.187123, 0.0760036, -0.187654, -0.303603, -0.999631, 0.000884059, 0.00411157, -0.0268481, 0, -0.00230791, 0.00265636, 0, 0, 0, 
[2024-07-29 16:26:28.705619] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [71] 1722284788705505, 0.189931, 0.0760036, -0.187654, -0.303603, -0.999631, 0.000884059, 0.00411157, -0.0268481, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.708112] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [72] 1722284788707998, 0.192424, 0.0760092, -0.18766, -0.303581, -0.99963, 0.000875143, 0.0040988, -0.0268765, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.710825] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [73] 1722284788710713, 0.195139, 0.0760092, -0.18766, -0.303581, -0.99963, 0.000875143, 0.0040988, -0.0268765, 0, 0, 0.00219795, 0, 0, 0, 
[2024-07-29 16:26:28.713943] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [75] 1722284788713861, 0.198287, 0.0760092, -0.18766, -0.303581, -0.99963, 0.000875143, 0.0040988, -0.0268765, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.716627] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [76] 1722284788716514, 0.20094, 0.0760092, -0.18766, -0.303581, -0.99963, 0.000875143, 0.0040988, -0.0268765, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.719811] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [77] 1722284788719702, 0.204128, 0.0760123, -0.187663, -0.303543, -0.99963, 0.000870692, 0.0040864, -0.0268621, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.721928] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [78] 1722284788721809, 0.206235, 0.0760123, -0.187663, -0.303543, -0.99963, 0.000870692, 0.0040864, -0.0268621, 0, 0, 0.00373845, 0, 0, 0, 
[2024-07-29 16:26:28.724631] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [80] 1722284788724515, 0.208941, 0.0760123, -0.187663, -0.303543, -0.99963, 0.000870692, 0.0040864, -0.0268621, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.727226] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [81] 1722284788727112, 0.211538, 0.0760129, -0.187652, -0.303529, -0.999631, 0.000838185, 0.00409944, -0.026855, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.730213] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [82] 1722284788730101, 0.214527, 0.0760129, -0.187652, -0.303529, -0.999631, 0.000838185, 0.00409944, -0.026855, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.733230] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [83] 1722284788733112, 0.217538, 0.0760129, -0.187652, -0.303529, -0.999631, 0.000838185, 0.00409944, -0.026855, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.735497] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [85] 1722284788735374, 0.2198, 0.0760129, -0.187652, -0.303529, -0.999631, 0.000838185, 0.00409944, -0.026855, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.738096] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [86] 1722284788737983, 0.222409, 0.0760198, -0.187632, -0.303522, -0.999632, 0.000811668, 0.00411787, -0.0268139, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.740798] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [87] 1722284788740690, 0.225116, 0.0760198, -0.187632, -0.303522, -0.999632, 0.000811668, 0.00411787, -0.0268139, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.743336] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [89] 1722284788743262, 0.227688, 0.0760198, -0.187632, -0.303522, -0.999632, 0.000811668, 0.00411787, -0.0268139, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.747870] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [90] 1722284788747755, 0.232181, 0.0760264, -0.187604, -0.303522, -0.999633, 0.000801455, 0.0041459, -0.0267748, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.750968] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [91] 1722284788750857, 0.235283, 0.0760264, -0.187604, -0.303522, -0.999633, 0.000801455, 0.0041459, -0.0267748, 0, 0.0028759, 0, 0, 0, 0, 
[2024-07-29 16:26:28.753225] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [93] 1722284788753134, 0.23756, 0.0760264, -0.187604, -0.303522, -0.999633, 0.000801455, 0.0041459, -0.0267748, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.756053] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [94] 1722284788755942, 0.240368, 0.0760264, -0.187604, -0.303522, -0.999633, 0.000801455, 0.0041459, -0.0267748, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.758445] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [95] 1722284788758332, 0.242758, 0.0760247, -0.187585, -0.303548, -0.999633, 0.000770609, 0.00413294, -0.0267577, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.762112] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [96] 1722284788761996, 0.246422, 0.0760247, -0.187585, -0.303548, -0.999633, 0.000770609, 0.00413294, -0.0267577, 0, 0, -0.00262709, 0, 0, 0, 
[2024-07-29 16:26:28.764810] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [98] 1722284788764697, 0.249123, 0.0760247, -0.187585, -0.303548, -0.999633, 0.000770609, 0.00413294, -0.0267577, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.767259] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [99] 1722284788767141, 0.251567, 0.0760327, -0.187584, -0.303563, -0.999633, 0.000796158, 0.00415924, -0.0267647, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.769935] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [100] 1722284788769826, 0.254252, 0.0760327, -0.187584, -0.303563, -0.999633, 0.000796158, 0.00415924, -0.0267647, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.773461] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [102] 1722284788773359, 0.257785, 0.0760327, -0.187584, -0.303563, -0.999633, 0.000796158, 0.00415924, -0.0267647, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.775260] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [103] 1722284788775139, 0.259565, 0.0760327, -0.187584, -0.303563, -0.999633, 0.000796158, 0.00415924, -0.0267647, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.779613] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [104] 1722284788779499, 0.263925, 0.0760296, -0.187597, -0.303588, -0.999633, 0.000809619, 0.00412699, -0.0267734, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.782328] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [105] 1722284788782217, 0.266643, 0.0760296, -0.187597, -0.303588, -0.999633, 0.000809619, 0.00412699, -0.0267734, 0, 0, -0.0024853, 0, 0, 0, 
[2024-07-29 16:26:28.785148] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [107] 1722284788785032, 0.269458, 0.0760296, -0.187597, -0.303588, -0.999633, 0.000809619, 0.00412699, -0.0267734, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.787576] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [108] 1722284788787465, 0.271891, 0.0760294, -0.187611, -0.303612, -0.999632, 0.000806988, 0.00411234, -0.026804, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.790464] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [109] 1722284788790353, 0.274779, 0.0760294, -0.187611, -0.303612, -0.999632, 0.000806988, 0.00411234, -0.026804, 0, 0, -0.00240293, 0, 0, 0, 
[2024-07-29 16:26:28.794142] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [111] 1722284788794023, 0.278449, 0.0760294, -0.187611, -0.303612, -0.999632, 0.000806988, 0.00411234, -0.026804, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.796724] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [112] 1722284788796600, 0.281026, 0.0760294, -0.187611, -0.303612, -0.999632, 0.000806988, 0.00411234, -0.026804, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.799338] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [113] 1722284788799226, 0.283652, 0.0760323, -0.187644, -0.303619, -0.999632, 0.000839156, 0.00410334, -0.0268064, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.802184] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [114] 1722284788802073, 0.286499, 0.0760323, -0.187644, -0.303619, -0.999632, 0.000839156, 0.00410334, -0.0268064, 0, -0.00327643, 0, 0, 0, 0, 
[2024-07-29 16:26:28.805004] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [116] 1722284788804872, 0.289298, 0.0760323, -0.187644, -0.303619, -0.999632, 0.000839156, 0.00410334, -0.0268064, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.808599] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [117] 1722284788808487, 0.292913, 0.0760262, -0.187662, -0.30362, -0.999631, 0.000835998, 0.00409127, -0.0268365, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.811591] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [118] 1722284788811478, 0.295904, 0.0760262, -0.187662, -0.30362, -0.999631, 0.000835998, 0.00409127, -0.0268365, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.814544] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [120] 1722284788814430, 0.298856, 0.0760262, -0.187662, -0.30362, -0.999631, 0.000835998, 0.00409127, -0.0268365, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.819087] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [121] 1722284788818974, 0.3034, 0.0760262, -0.187662, -0.30362, -0.999631, 0.000835998, 0.00409127, -0.0268365, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.819925] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [122] 1722284788819816, 0.304242, 0.0760203, -0.187671, -0.303609, -0.999631, 0.000848069, 0.00407943, -0.0268301, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.823994] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [124] 1722284788823879, 0.308305, 0.0760203, -0.187671, -0.303609, -0.999631, 0.000848069, 0.00407943, -0.0268301, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.826622] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [125] 1722284788826508, 0.310934, 0.0760203, -0.187671, -0.303609, -0.999631, 0.000848069, 0.00407943, -0.0268301, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.829193] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [126] 1722284788829078, 0.313504, 0.0760274, -0.18767, -0.303592, -0.999631, 0.000849287, 0.00410264, -0.0268425, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.831986] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [127] 1722284788831873, 0.316299, 0.0760274, -0.18767, -0.303592, -0.999631, 0.000849287, 0.00410264, -0.0268425, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.834770] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [129] 1722284788834657, 0.319083, 0.0760274, -0.18767, -0.303592, -0.999631, 0.000849287, 0.00410264, -0.0268425, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.838710] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [130] 1722284788838600, 0.323026, 0.076019, -0.18766, -0.303577, -0.999631, 0.000847435, 0.00410093, -0.026846, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.842299] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [131] 1722284788842191, 0.326617, 0.076019, -0.18766, -0.303577, -0.999631, 0.000847435, 0.00410093, -0.026846, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.844040] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [133] 1722284788843934, 0.32836, 0.076019, -0.18766, -0.303577, -0.999631, 0.000847435, 0.00410093, -0.026846, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.846539] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [134] 1722284788846427, 0.330853, 0.076019, -0.18766, -0.303577, -0.999631, 0.000847435, 0.00410093, -0.026846, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.848945] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [135] 1722284788848832, 0.333258, 0.0760229, -0.187641, -0.303547, -0.999631, 0.000804228, 0.00411096, -0.0268338, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.851826] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [136] 1722284788851713, 0.336139, 0.0760229, -0.187641, -0.303547, -0.999631, 0.000804228, 0.00411096, -0.0268338, 0, 0, 0.00304225, 0, 0, 0, 
[2024-07-29 16:26:28.855748] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [138] 1722284788855633, 0.340059, 0.0760229, -0.187641, -0.303547, -0.999631, 0.000804228, 0.00411096, -0.0268338, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:28.858295] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [139] 1722284788858189, 0.342615, 0.0760264, -0.187624, -0.303524, -0.999632, 0.000786758, 0.00415247, -0.026798, 0, 0, 0, 0, 0, 0, 
