[2024-06-13 11:56:33.188281] [0x0000007f887dd010] [MocapTag] [0x00000af8] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-06-13 11:56:33.192565] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [3] 1718294193192431, 0.054423, 0.102857, -0.131938, -0.310022, -0.999121, -0.00194691, 0.00288477, 0.0417719, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.195324] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [6] 1718294193195199, 0.057191, 0.102857, -0.131938, -0.310022, -0.999121, -0.00194691, 0.00288477, 0.0417719, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.197653] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [7] 1718294193197535, 0.059527, 0.102863, -0.131937, -0.31003, -0.999121, -0.00194772, 0.00286411, 0.0417648, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.201387] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [8] 1718294193201232, 0.063224, 0.102863, -0.131937, -0.31003, -0.999121, -0.00194772, 0.00286411, 0.0417648, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.203871] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [10] 1718294193203752, 0.065744, 0.102863, -0.131937, -0.31003, -0.999121, -0.00194772, 0.00286411, 0.0417648, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.206503] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [11] 1718294193206388, 0.06838, 0.102872, -0.131935, -0.310043, -0.999121, -0.00194038, 0.00285371, 0.0417837, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.209266] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [12] 1718294193209154, 0.071146, 0.102872, -0.131935, -0.310043, -0.999121, -0.00194038, 0.00285371, 0.0417837, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.211782] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [13] 1718294193211673, 0.073665, 0.102872, -0.131935, -0.310043, -0.999121, -0.00194038, 0.00285371, 0.0417837, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.214443] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [15] 1718294193214326, 0.076318, 0.102872, -0.131935, -0.310043, -0.999121, -0.00194038, 0.00285371, 0.0417837, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.216883] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [16] 1718294193216771, 0.078763, 0.102873, -0.131935, -0.310033, -0.999122, -0.00194133, 0.00287227, 0.0417576, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.219755] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [17] 1718294193219636, 0.081628, 0.102873, -0.131935, -0.310033, -0.999122, -0.00194133, 0.00287227, 0.0417576, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.222242] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [18] 1718294193222121, 0.084113, 0.102873, -0.131935, -0.310033, -0.999122, -0.00194133, 0.00287227, 0.0417576, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.224945] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [20] 1718294193224831, 0.086823, 0.102873, -0.131935, -0.310033, -0.999122, -0.00194133, 0.00287227, 0.0417576, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.228297] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [21] 1718294193228186, 0.090178, 0.10288, -0.131943, -0.310037, -0.999121, -0.00193465, 0.00287656, 0.0417677, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.230242] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [22] 1718294193230134, 0.092126, 0.10288, -0.131943, -0.310037, -0.999121, -0.00193465, 0.00287656, 0.0417677, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.232500] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [23] 1718294193232405, 0.094397, 0.10288, -0.131943, -0.310037, -0.999121, -0.00193465, 0.00287656, 0.0417677, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.236259] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [25] 1718294193236140, 0.098132, 0.102875, -0.131942, -0.310027, -0.999122, -0.00193386, 0.00287597, 0.0417596, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.238980] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [26] 1718294193238865, 0.100857, 0.102875, -0.131942, -0.310027, -0.999122, -0.00193386, 0.00287597, 0.0417596, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.241527] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [27] 1718294193241411, 0.103403, 0.102875, -0.131942, -0.310027, -0.999122, -0.00193386, 0.00287597, 0.0417596, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.244090] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [29] 1718294193243979, 0.105971, 0.102875, -0.131942, -0.310027, -0.999122, -0.00193386, 0.00287597, 0.0417596, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.246783] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [30] 1718294193246670, 0.108662, 0.102872, -0.131945, -0.310011, -0.999121, -0.00193834, 0.00288896, 0.0417767, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.251245] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [31] 1718294193251134, 0.113126, 0.102872, -0.131945, -0.310011, -0.999121, -0.00193834, 0.00288896, 0.0417767, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.254116] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [33] 1718294193254001, 0.115993, 0.102872, -0.131945, -0.310011, -0.999121, -0.00193834, 0.00288896, 0.0417767, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.256606] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [34] 1718294193256491, 0.118483, 0.10286, -0.131946, -0.310009, -0.999122, -0.00194382, 0.00287451, 0.0417599, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.259712] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [35] 1718294193259588, 0.12158, 0.10286, -0.131946, -0.310009, -0.999122, -0.00194382, 0.00287451, 0.0417599, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.261768] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [36] 1718294193261656, 0.123648, 0.10286, -0.131946, -0.310009, -0.999122, -0.00194382, 0.00287451, 0.0417599, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.264567] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [38] 1718294193264452, 0.126444, 0.10286, -0.131946, -0.310009, -0.999122, -0.00194382, 0.00287451, 0.0417599, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.267327] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [39] 1718294193267215, 0.129207, 0.102852, -0.131945, -0.310001, -0.999122, -0.00194247, 0.00287931, 0.0417616, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.270234] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [40] 1718294193270125, 0.132117, 0.102852, -0.131945, -0.310001, -0.999122, -0.00194247, 0.00287931, 0.0417616, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.272786] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [42] 1718294193272718, 0.13471, 0.102852, -0.131945, -0.310001, -0.999122, -0.00194247, 0.00287931, 0.0417616, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.275486] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [43] 1718294193275373, 0.137365, 0.102852, -0.131945, -0.310002, -0.999122, -0.00194692, 0.00286133, 0.0417594, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.278311] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [44] 1718294193278195, 0.140187, 0.102852, -0.131945, -0.310002, -0.999122, -0.00194692, 0.00286133, 0.0417594, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.280789] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [45] 1718294193280665, 0.142657, 0.102852, -0.131945, -0.310002, -0.999122, -0.00194692, 0.00286133, 0.0417594, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.283444] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [47] 1718294193283327, 0.145319, 0.102852, -0.131945, -0.310002, -0.999122, -0.00194692, 0.00286133, 0.0417594, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.286113] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [48] 1718294193285996, 0.147988, 0.102852, -0.131938, -0.31, -0.999121, -0.00193964, 0.00287895, 0.0417821, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.288711] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [49] 1718294193288600, 0.150592, 0.102852, -0.131938, -0.31, -0.999121, -0.00193964, 0.00287895, 0.0417821, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.291425] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [50] 1718294193291258, 0.15325, 0.102852, -0.131938, -0.31, -0.999121, -0.00193964, 0.00287895, 0.0417821, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.293962] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [52] 1718294193293853, 0.155845, 0.102852, -0.131938, -0.31, -0.999121, -0.00193964, 0.00287895, 0.0417821, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.296618] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [53] 1718294193296503, 0.158495, 0.102848, -0.131941, -0.310003, -0.999121, -0.00193841, 0.00286856, 0.0417723, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.299707] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [54] 1718294193299584, 0.161576, 0.102848, -0.131941, -0.310003, -0.999121, -0.00193841, 0.00286856, 0.0417723, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.302110] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [55] 1718294193301991, 0.163983, 0.102848, -0.131941, -0.310003, -0.999121, -0.00193841, 0.00286856, 0.0417723, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.305078] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [57] 1718294193304955, 0.166947, 0.102848, -0.131941, -0.310003, -0.999121, -0.00193841, 0.00286856, 0.0417723, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.307453] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [58] 1718294193307333, 0.169325, 0.102849, -0.131944, -0.310005, -0.99912, -0.00194668, 0.00287296, 0.0417972, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.311511] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [59] 1718294193311382, 0.173374, 0.102849, -0.131944, -0.310005, -0.99912, -0.00194668, 0.00287296, 0.0417972, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.314273] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [61] 1718294193314156, 0.176148, 0.102849, -0.131944, -0.310005, -0.99912, -0.00194668, 0.00287296, 0.0417972, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.316833] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [62] 1718294193316712, 0.178704, 0.102853, -0.131937, -0.310016, -0.999122, -0.00194494, 0.00286955, 0.04176, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.319552] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [63] 1718294193319433, 0.181425, 0.102853, -0.131937, -0.310016, -0.999122, -0.00194494, 0.00286955, 0.04176, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.322108] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [64] 1718294193321989, 0.183981, 0.102853, -0.131937, -0.310016, -0.999122, -0.00194494, 0.00286955, 0.04176, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.324696] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [66] 1718294193324551, 0.186543, 0.102853, -0.131937, -0.310016, -0.999122, -0.00194494, 0.00286955, 0.04176, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.327352] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [67] 1718294193327236, 0.189228, 0.102859, -0.131942, -0.310019, -0.999122, -0.00193521, 0.00288604, 0.0417481, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.331404] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [68] 1718294193331230, 0.193222, 0.102859, -0.131942, -0.310019, -0.999122, -0.00193521, 0.00288604, 0.0417481, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.333946] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [70] 1718294193333832, 0.195824, 0.102859, -0.131942, -0.310019, -0.999122, -0.00193521, 0.00288604, 0.0417481, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.336269] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [71] 1718294193336153, 0.198145, 0.102869, -0.131941, -0.310034, -0.999122, -0.001934, 0.0028584, 0.0417566, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.339026] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [72] 1718294193338909, 0.200901, 0.102869, -0.131941, -0.310034, -0.999122, -0.001934, 0.0028584, 0.0417566, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.341593] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [73] 1718294193341474, 0.203466, 0.102869, -0.131941, -0.310034, -0.999122, -0.001934, 0.0028584, 0.0417566, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.346019] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [75] 1718294193345779, 0.207771, 0.102869, -0.131941, -0.310034, -0.999122, -0.001934, 0.0028584, 0.0417566, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.348595] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [76] 1718294193348478, 0.21047, 0.102876, -0.131939, -0.310025, -0.999122, -0.00194524, 0.00289228, 0.0417606, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.351480] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [77] 1718294193351366, 0.213358, 0.102876, -0.131939, -0.310025, -0.999122, -0.00194524, 0.00289228, 0.0417606, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.354194] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [79] 1718294193354075, 0.216067, 0.102876, -0.131939, -0.310025, -0.999122, -0.00194524, 0.00289228, 0.0417606, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.356624] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [80] 1718294193356514, 0.218506, 0.10287, -0.131939, -0.31003, -0.999122, -0.00193303, 0.00287709, 0.0417627, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.359585] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [81] 1718294193359469, 0.221461, 0.10287, -0.131939, -0.31003, -0.999122, -0.00193303, 0.00287709, 0.0417627, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.362581] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [82] 1718294193362482, 0.224474, 0.10287, -0.131939, -0.31003, -0.999122, -0.00193303, 0.00287709, 0.0417627, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.364988] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [84] 1718294193364879, 0.226871, 0.102877, -0.13194, -0.310033, -0.999121, -0.00194179, 0.00286802, 0.0417716, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.367895] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [85] 1718294193367777, 0.229769, 0.102877, -0.13194, -0.310033, -0.999121, -0.00194179, 0.00286802, 0.0417716, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.370386] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [86] 1718294193370262, 0.232254, 0.102877, -0.13194, -0.310033, -0.999121, -0.00194179, 0.00286802, 0.0417716, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.373237] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [88] 1718294193373121, 0.235113, 0.102877, -0.13194, -0.310033, -0.999121, -0.00194179, 0.00286802, 0.0417716, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.375965] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [89] 1718294193375855, 0.237847, 0.102867, -0.131941, -0.310025, -0.999121, -0.00193716, 0.00287379, 0.0417649, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.378857] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [90] 1718294193378743, 0.240735, 0.102867, -0.131941, -0.310025, -0.999121, -0.00193716, 0.00287379, 0.0417649, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.381409] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [91] 1718294193381262, 0.243254, 0.102867, -0.131941, -0.310025, -0.999121, -0.00193716, 0.00287379, 0.0417649, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.385578] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [93] 1718294193385460, 0.247452, 0.102867, -0.131941, -0.310025, -0.999121, -0.00193716, 0.00287379, 0.0417649, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.386595] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [94] 1718294193386479, 0.248471, 0.102862, -0.131937, -0.310017, -0.999121, -0.00194231, 0.00286205, 0.0417697, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.389358] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [95] 1718294193389241, 0.251233, 0.102862, -0.131937, -0.310017, -0.999121, -0.00194231, 0.00286205, 0.0417697, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.395305] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [97] 1718294193395180, 0.257172, 0.102862, -0.131937, -0.310017, -0.999121, -0.00194231, 0.00286205, 0.0417697, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.396195] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [98] 1718294193396073, 0.258065, 0.102859, -0.131939, -0.310006, -0.999121, -0.00195039, 0.00286219, 0.0417657, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.399050] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [99] 1718294193398929, 0.260921, 0.102859, -0.131939, -0.310006, -0.999121, -0.00195039, 0.00286219, 0.0417657, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.401632] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [100] 1718294193401514, 0.263506, 0.102859, -0.131939, -0.310006, -0.999121, -0.00195039, 0.00286219, 0.0417657, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.404984] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [102] 1718294193404864, 0.266856, 0.102859, -0.131939, -0.310006, -0.999121, -0.00195039, 0.00286219, 0.0417657, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.406795] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [103] 1718294193406674, 0.268666, 0.102851, -0.131944, -0.310001, -0.999122, -0.00194889, 0.00287674, 0.0417585, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.410790] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [104] 1718294193410673, 0.272665, 0.102851, -0.131944, -0.310001, -0.999122, -0.00194889, 0.00287674, 0.0417585, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.413443] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [106] 1718294193413321, 0.275313, 0.102851, -0.131944, -0.310001, -0.999122, -0.00194889, 0.00287674, 0.0417585, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.415891] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [107] 1718294193415783, 0.277775, 0.102851, -0.131946, -0.309999, -0.999121, -0.00194974, 0.00287978, 0.0417673, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.419303] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [108] 1718294193419195, 0.281187, 0.102851, -0.131946, -0.309999, -0.999121, -0.00194974, 0.00287978, 0.0417673, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.421172] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [109] 1718294193421064, 0.283056, 0.102851, -0.131946, -0.309999, -0.999121, -0.00194974, 0.00287978, 0.0417673, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.424065] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [111] 1718294193423942, 0.285934, 0.102851, -0.131946, -0.309999, -0.999121, -0.00194974, 0.00287978, 0.0417673, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.428189] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [112] 1718294193428070, 0.290062, 0.102847, -0.131937, -0.309996, -0.999122, -0.00194705, 0.00289427, 0.0417427, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.430885] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [113] 1718294193430772, 0.292764, 0.102847, -0.131937, -0.309996, -0.999122, -0.00194705, 0.00289427, 0.0417427, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.433858] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [115] 1718294193433740, 0.295732, 0.102847, -0.131937, -0.309996, -0.999122, -0.00194705, 0.00289427, 0.0417427, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.436557] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [116] 1718294193436432, 0.298424, 0.102845, -0.13194, -0.310004, -0.999122, -0.00194134, 0.00286975, 0.0417413, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.439246] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [117] 1718294193439133, 0.301125, 0.102845, -0.13194, -0.310004, -0.999122, -0.00194134, 0.00286975, 0.0417413, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.443587] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [119] 1718294193443457, 0.305449, 0.102845, -0.13194, -0.310004, -0.999122, -0.00194134, 0.00286975, 0.0417413, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.445479] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [120] 1718294193445366, 0.307358, 0.102854, -0.131944, -0.310011, -0.999121, -0.00194449, 0.00288973, 0.0417701, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.448105] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [121] 1718294193447868, 0.30986, 0.102854, -0.131944, -0.310011, -0.999121, -0.00194449, 0.00288973, 0.0417701, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.450444] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [122] 1718294193450334, 0.312326, 0.102854, -0.131944, -0.310011, -0.999121, -0.00194449, 0.00288973, 0.0417701, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.453545] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [124] 1718294193453427, 0.315419, 0.102854, -0.131944, -0.310011, -0.999121, -0.00194449, 0.00288973, 0.0417701, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.457464] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [125] 1718294193457347, 0.319339, 0.102853, -0.131939, -0.310015, -0.999122, -0.00193713, 0.00286886, 0.0417509, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.461490] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [126] 1718294193461380, 0.323372, 0.102853, -0.131939, -0.310015, -0.999122, -0.00193713, 0.00286886, 0.0417509, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.462919] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [128] 1718294193462834, 0.324826, 0.102853, -0.131939, -0.310015, -0.999122, -0.00193713, 0.00286886, 0.0417509, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.465447] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [129] 1718294193465328, 0.32732, 0.102869, -0.131943, -0.310019, -0.999121, -0.00194674, 0.00289634, 0.0417698, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.468576] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [130] 1718294193468466, 0.330458, 0.102869, -0.131943, -0.310019, -0.999121, -0.00194674, 0.00289634, 0.0417698, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.470735] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [131] 1718294193470616, 0.332608, 0.102869, -0.131943, -0.310019, -0.999121, -0.00194674, 0.00289634, 0.0417698, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.474463] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [133] 1718294193474351, 0.336343, 0.102869, -0.131943, -0.310019, -0.999121, -0.00194674, 0.00289634, 0.0417698, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.477162] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [134] 1718294193477020, 0.339012, 0.102866, -0.131938, -0.310026, -0.999121, -0.0019471, 0.00287237, 0.0417705, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.479726] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [135] 1718294193479615, 0.341607, 0.102866, -0.131938, -0.310026, -0.999121, -0.0019471, 0.00287237, 0.0417705, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.482216] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [136] 1718294193482100, 0.344092, 0.102866, -0.131938, -0.310026, -0.999121, -0.0019471, 0.00287237, 0.0417705, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.484819] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [138] 1718294193484701, 0.346693, 0.102866, -0.131938, -0.310026, -0.999121, -0.0019471, 0.00287237, 0.0417705, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.487329] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [139] 1718294193487219, 0.349211, 0.102868, -0.13194, -0.31003, -0.999122, -0.00193592, 0.00287114, 0.0417607, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.490473] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [140] 1718294193490358, 0.35235, 0.102868, -0.13194, -0.31003, -0.999122, -0.00193592, 0.00287114, 0.0417607, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:33.493098] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [142] 1718294193492987, 0.354979, 0.102868, -0.13194, -0.31003, -0.999122, -0.00193592, 0.00287114, 0.0417607, 0, 0, 0, 0, 0, 0, 
