[2024-06-13 11:56:33.188281] [0x0000007f887dd010] [MocapTag] [0x00000af8] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-06-13 11:56:42.199293] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4078] 1718294202199180, 9.06117, 0.103761, -0.134268, -0.311362, -0.999172, 0.0015513, 0.00309572, 0.0405272, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.202317] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4079] 1718294202202224, 9.06422, 0.103761, -0.134268, -0.311362, -0.999172, 0.0015513, 0.00309572, 0.0405272, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.205054] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4081] 1718294202204943, 9.06694, 0.103798, -0.134286, -0.311327, -0.999163, 0.00123748, 0.00285348, 0.0407763, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.207712] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4082] 1718294202207600, 9.06959, 0.103798, -0.134286, -0.311327, -0.999163, 0.00123748, 0.00285348, 0.0407763, 0.00374302, 0, 0.00348886, 0.0645399, -0.0459316, 0.0495896, 
[2024-06-13 11:56:42.211666] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4083] 1718294202211555, 9.07355, 0.103798, -0.134286, -0.311327, -0.999163, 0.00123748, 0.00285348, 0.0407763, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.214220] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4085] 1718294202214101, 9.07609, 0.103798, -0.134286, -0.311327, -0.999163, 0.00123748, 0.00285348, 0.0407763, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.216783] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4086] 1718294202216670, 9.07866, 0.10379, -0.134255, -0.311363, -0.99917, 0.00150568, 0.00316236, 0.0405767, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.219757] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4087] 1718294202219646, 9.08164, 0.10379, -0.134255, -0.311363, -0.99917, 0.00150568, 0.00316236, 0.0405767, 0, 0.00308316, -0.00366535, -0.0559807, 0.0596027, -0.0396833, 
[2024-06-13 11:56:42.225380] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4089] 1718294202225262, 9.08725, 0.10379, -0.134255, -0.311363, -0.99917, 0.00150568, 0.00316236, 0.0405767, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.226798] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4090] 1718294202226679, 9.08867, 0.103805, -0.134261, -0.311364, -0.999171, 0.00153264, 0.00318867, 0.0405538, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.229492] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4091] 1718294202229379, 9.09137, 0.103805, -0.134261, -0.311364, -0.999171, 0.00153264, 0.00318867, 0.0405538, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.232357] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4092] 1718294202232258, 9.09425, 0.103805, -0.134261, -0.311364, -0.999171, 0.00153264, 0.00318867, 0.0405538, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.234941] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4094] 1718294202234828, 9.09682, 0.103822, -0.134257, -0.311357, -0.999169, 0.00149242, 0.00324183, 0.0406026, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.237608] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4095] 1718294202237496, 9.09949, 0.103822, -0.134257, -0.311357, -0.999169, 0.00149242, 0.00324183, 0.0406026, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.239950] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4096] 1718294202239839, 9.10183, 0.103822, -0.134257, -0.311357, -0.999169, 0.00149242, 0.00324183, 0.0406026, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.243317] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4098] 1718294202243190, 9.10518, 0.103822, -0.134257, -0.311357, -0.999169, 0.00149242, 0.00324183, 0.0406026, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.245546] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4099] 1718294202245434, 9.10743, 0.103825, -0.134257, -0.311367, -0.999172, 0.00153046, 0.00320464, 0.0405294, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.248370] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4100] 1718294202248258, 9.11025, 0.103825, -0.134257, -0.311367, -0.999172, 0.00153046, 0.00320464, 0.0405294, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.250894] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4101] 1718294202250782, 9.11277, 0.103825, -0.134257, -0.311367, -0.999172, 0.00153046, 0.00320464, 0.0405294, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.253566] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4103] 1718294202253448, 9.11544, 0.103825, -0.134257, -0.311367, -0.999172, 0.00153046, 0.00320464, 0.0405294, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.256079] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4104] 1718294202255959, 9.11795, 0.103849, -0.134279, -0.311347, -0.99917, 0.00152624, 0.00325934, 0.0405707, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.259135] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4105] 1718294202259022, 9.12101, 0.103849, -0.134279, -0.311347, -0.99917, 0.00152624, 0.00325934, 0.0405707, 0.0023535, -0.00215616, 0, 0, 0, 0, 
[2024-06-13 11:56:42.261762] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4106] 1718294202261648, 9.12364, 0.103849, -0.134279, -0.311347, -0.99917, 0.00152624, 0.00325934, 0.0405707, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.264381] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4108] 1718294202264237, 9.12623, 0.103849, -0.134279, -0.311347, -0.99917, 0.00152624, 0.00325934, 0.0405707, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.266947] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4109] 1718294202266834, 9.12883, 0.103847, -0.134271, -0.311314, -0.999177, 0.00121973, 0.00319966, 0.0404306, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.269716] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4110] 1718294202269602, 9.13159, 0.103847, -0.134271, -0.311314, -0.999177, 0.00121973, 0.00319966, 0.0404306, 0, 0, 0.00333597, 0.0618219, 0, 0, 
[2024-06-13 11:56:42.274079] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4112] 1718294202273964, 9.13596, 0.103847, -0.134271, -0.311314, -0.999177, 0.00121973, 0.00319966, 0.0404306, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.276611] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4113] 1718294202276497, 9.13849, 0.103865, -0.134285, -0.311341, -0.999168, 0.00151514, 0.00318654, 0.0406316, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.279340] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4114] 1718294202279215, 9.14121, 0.103865, -0.134285, -0.311341, -0.999168, 0.00151514, 0.00318654, 0.0406316, 0, 0, -0.00267202, -0.0590563, 0, 0.0404008, 
[2024-06-13 11:56:42.281791] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4115] 1718294202281676, 9.14367, 0.103865, -0.134285, -0.311341, -0.999168, 0.00151514, 0.00318654, 0.0406316, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.284434] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4117] 1718294202284300, 9.14629, 0.103865, -0.134285, -0.311341, -0.999168, 0.00151514, 0.00318654, 0.0406316, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.286928] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4118] 1718294202286811, 9.1488, 0.103876, -0.134283, -0.311327, -0.999169, 0.00152279, 0.00331531, 0.0406049, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.290664] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4119] 1718294202290548, 9.15254, 0.103876, -0.134283, -0.311327, -0.999169, 0.00152279, 0.00331531, 0.0406049, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.293194] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4121] 1718294202293097, 9.15509, 0.103876, -0.134283, -0.311327, -0.999169, 0.00152279, 0.00331531, 0.0406049, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.295849] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4122] 1718294202295736, 9.15773, 0.103871, -0.134283, -0.311338, -0.999171, 0.00156383, 0.0032713, 0.0405562, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.298607] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4123] 1718294202298494, 9.16049, 0.103871, -0.134283, -0.311338, -0.999171, 0.00156383, 0.0032713, 0.0405562, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.301103] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4124] 1718294202300991, 9.16298, 0.103871, -0.134283, -0.311338, -0.999171, 0.00156383, 0.0032713, 0.0405562, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.305381] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4126] 1718294202305261, 9.16725, 0.103871, -0.134283, -0.311338, -0.999171, 0.00156383, 0.0032713, 0.0405562, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.308962] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4127] 1718294202308846, 9.17084, 0.103894, -0.134293, -0.311333, -0.999171, 0.00156301, 0.00333093, 0.0405437, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.310556] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4128] 1718294202310445, 9.17244, 0.103894, -0.134293, -0.311333, -0.999171, 0.00156301, 0.00333093, 0.0405437, 0.00230181, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.313293] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4130] 1718294202313185, 9.17518, 0.103894, -0.134293, -0.311333, -0.999171, 0.00156301, 0.00333093, 0.0405437, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.315851] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4131] 1718294202315736, 9.17773, 0.103893, -0.134286, -0.311333, -0.999169, 0.0015396, 0.00336921, 0.0405899, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.318726] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4132] 1718294202318612, 9.1806, 0.103893, -0.134286, -0.311333, -0.999169, 0.0015396, 0.00336921, 0.0405899, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.322264] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4133] 1718294202322164, 9.18416, 0.103893, -0.134286, -0.311333, -0.999169, 0.0015396, 0.00336921, 0.0405899, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.324961] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4135] 1718294202324844, 9.18684, 0.10389, -0.134301, -0.311314, -0.999179, 0.00119408, 0.00327622, 0.0403559, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.327493] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4136] 1718294202327371, 9.18936, 0.10389, -0.134301, -0.311314, -0.999179, 0.00119408, 0.00327622, 0.0403559, 0, 0, 0, 0.069952, 0, -0.0470981, 
[2024-06-13 11:56:42.331253] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4137] 1718294202331134, 9.19313, 0.10389, -0.134301, -0.311314, -0.999179, 0.00119408, 0.00327622, 0.0403559, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.332480] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4138] 1718294202332396, 9.19439, 0.10389, -0.134301, -0.311314, -0.999179, 0.00119408, 0.00327622, 0.0403559, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.335196] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4140] 1718294202335083, 9.19707, 0.103908, -0.134288, -0.311331, -0.999168, 0.00152321, 0.003389, 0.0406173, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.338476] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4141] 1718294202338368, 9.20036, 0.103908, -0.134288, -0.311331, -0.999168, 0.00152321, 0.003389, 0.0406173, 0, 0, 0, -0.0668526, 0, 0.0525869, 
[2024-06-13 11:56:42.341183] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4142] 1718294202341076, 9.20307, 0.103908, -0.134288, -0.311331, -0.999168, 0.00152321, 0.003389, 0.0406173, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.343771] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4144] 1718294202343656, 9.20565, 0.103908, -0.134288, -0.311331, -0.999168, 0.00152321, 0.003389, 0.0406173, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.346194] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4145] 1718294202346085, 9.20808, 0.103895, -0.134275, -0.311343, -0.99917, 0.00154166, 0.00333367, 0.0405567, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.349317] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4146] 1718294202349212, 9.2112, 0.103895, -0.134275, -0.311343, -0.99917, 0.00154166, 0.00333367, 0.0405567, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.351480] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4147] 1718294202351363, 9.21335, 0.103895, -0.134275, -0.311343, -0.99917, 0.00154166, 0.00333367, 0.0405567, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.354445] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4149] 1718294202354338, 9.21633, 0.103895, -0.134275, -0.311343, -0.99917, 0.00154166, 0.00333367, 0.0405567, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.357016] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4150] 1718294202356904, 9.2189, 0.103907, -0.134287, -0.311337, -0.99917, 0.00154303, 0.00334684, 0.0405573, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.359718] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4151] 1718294202359610, 9.2216, 0.103907, -0.134287, -0.311337, -0.99917, 0.00154303, 0.00334684, 0.0405573, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.362771] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4153] 1718294202362704, 9.2247, 0.103907, -0.134287, -0.311337, -0.99917, 0.00154303, 0.00334684, 0.0405573, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.365120] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4154] 1718294202365007, 9.227, 0.103899, -0.134261, -0.311339, -0.99917, 0.00151422, 0.00335453, 0.0405677, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.369463] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4155] 1718294202369356, 9.23135, 0.103899, -0.134261, -0.311339, -0.99917, 0.00151422, 0.00335453, 0.0405677, 0, 0.00252906, 0, 0, 0, 0, 
[2024-06-13 11:56:42.371949] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4156] 1718294202371841, 9.23383, 0.103899, -0.134261, -0.311339, -0.99917, 0.00151422, 0.00335453, 0.0405677, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.374586] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4158] 1718294202374476, 9.23647, 0.103884, -0.134259, -0.311353, -0.999172, 0.00153455, 0.00328975, 0.0405232, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.377313] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4159] 1718294202377207, 9.2392, 0.103884, -0.134259, -0.311353, -0.999172, 0.00153455, 0.00328975, 0.0405232, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.379835] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4160] 1718294202379729, 9.24172, 0.103884, -0.134259, -0.311353, -0.999172, 0.00153455, 0.00328975, 0.0405232, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.382828] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4161] 1718294202382740, 9.24473, 0.103884, -0.134259, -0.311353, -0.999172, 0.00153455, 0.00328975, 0.0405232, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.386611] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4163] 1718294202386501, 9.24849, 0.103878, -0.134265, -0.311326, -0.99918, 0.00125474, 0.00337377, 0.0403224, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.389447] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4164] 1718294202389341, 9.25133, 0.103878, -0.134265, -0.311326, -0.99918, 0.00125474, 0.00337377, 0.0403224, 0, 0, 0.0027761, 0.0553608, 0, -0.0403374, 
[2024-06-13 11:56:42.391945] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4165] 1718294202391839, 9.25383, 0.103878, -0.134265, -0.311326, -0.99918, 0.00125474, 0.00337377, 0.0403224, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.394751] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4167] 1718294202394606, 9.2566, 0.103878, -0.134265, -0.311326, -0.99918, 0.00125474, 0.00337377, 0.0403224, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.397271] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4168] 1718294202397156, 9.25915, 0.10387, -0.134254, -0.311344, -0.999167, 0.00148963, 0.00318395, 0.0406649, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.402402] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4169] 1718294202402302, 9.26429, 0.10387, -0.134254, -0.311344, -0.999167, 0.00148963, 0.00318395, 0.0406649, 0, 0, 0, -0.0456095, -0.0399373, 0.0686474, 
[2024-06-13 11:56:42.405373] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4171] 1718294202405233, 9.26722, 0.103862, -0.134254, -0.311345, -0.999171, 0.00150901, 0.00326615, 0.040539, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.408073] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4172] 1718294202407912, 9.2699, 0.103862, -0.134254, -0.311345, -0.999171, 0.00150901, 0.00326615, 0.040539, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.410587] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4173] 1718294202410472, 9.27246, 0.103862, -0.134254, -0.311345, -0.999171, 0.00150901, 0.00326615, 0.040539, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.413058] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4175] 1718294202412992, 9.27498, 0.103862, -0.134254, -0.311345, -0.999171, 0.00150901, 0.00326615, 0.040539, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.417438] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4176] 1718294202417321, 9.27931, 0.103854, -0.134247, -0.311336, -0.999169, 0.00149188, 0.00328844, 0.0405976, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.420154] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4177] 1718294202420031, 9.28202, 0.103854, -0.134247, -0.311336, -0.999169, 0.00149188, 0.00328844, 0.0405976, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.422843] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4179] 1718294202422770, 9.28476, 0.103854, -0.134247, -0.311336, -0.999169, 0.00149188, 0.00328844, 0.0405976, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.425465] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4180] 1718294202425351, 9.28734, 0.103829, -0.134254, -0.31135, -0.999171, 0.00151515, 0.00319581, 0.0405449, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.428113] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4181] 1718294202427996, 9.28999, 0.103829, -0.134254, -0.31135, -0.999171, 0.00151515, 0.00319581, 0.0405449, -0.00253226, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.430680] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4182] 1718294202430572, 9.29256, 0.103829, -0.134254, -0.31135, -0.999171, 0.00151515, 0.00319581, 0.0405449, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.434211] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4184] 1718294202434102, 9.29609, 0.103829, -0.134254, -0.31135, -0.999171, 0.00151515, 0.00319581, 0.0405449, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.437038] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4185] 1718294202436919, 9.29891, 0.103826, -0.134261, -0.311335, -0.99917, 0.00151298, 0.00324369, 0.0405829, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.441075] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4186] 1718294202440961, 9.30295, 0.103826, -0.134261, -0.311335, -0.99917, 0.00151298, 0.00324369, 0.0405829, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.442435] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4187] 1718294202442339, 9.30433, 0.103826, -0.134261, -0.311335, -0.99917, 0.00151298, 0.00324369, 0.0405829, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.445575] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4189] 1718294202445462, 9.30745, 0.103804, -0.13426, -0.311327, -0.999181, 0.00138054, 0.00332044, 0.0403083, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.449274] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4190] 1718294202449163, 9.31115, 0.103804, -0.13426, -0.311327, -0.999181, 0.00138054, 0.00332044, 0.0403083, -0.00219712, 0, 0, 0, 0, -0.0550218, 
[2024-06-13 11:56:42.452044] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4191] 1718294202451928, 9.31392, 0.103804, -0.13426, -0.311327, -0.999181, 0.00138054, 0.00332044, 0.0403083, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.454572] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4193] 1718294202454458, 9.31645, 0.103818, -0.134301, -0.31133, -0.999154, 0.00145272, 0.00278775, 0.0409951, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.457265] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4194] 1718294202457153, 9.31915, 0.103818, -0.134301, -0.31133, -0.999154, 0.00145272, 0.00278775, 0.0409951, 0, -0.00404431, 0, 0, -0.107248, 0.137334, 
[2024-06-13 11:56:42.459743] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4195] 1718294202459621, 9.32161, 0.103818, -0.134301, -0.31133, -0.999154, 0.00145272, 0.00278775, 0.0409951, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.463184] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4197] 1718294202463098, 9.32509, 0.103818, -0.134301, -0.31133, -0.999154, 0.00145272, 0.00278775, 0.0409951, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.466108] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4198] 1718294202465990, 9.32798, 0.103802, -0.134284, -0.311347, -0.999169, 0.0015351, 0.00320649, 0.0406072, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.468847] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4199] 1718294202468734, 9.33073, 0.103802, -0.134284, -0.311347, -0.999169, 0.0015351, 0.00320649, 0.0406072, 0, 0, 0, 0, 0.083131, -0.0774413, 
[2024-06-13 11:56:42.471508] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4200] 1718294202471381, 9.33337, 0.103802, -0.134284, -0.311347, -0.999169, 0.0015351, 0.00320649, 0.0406072, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.474883] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4202] 1718294202474759, 9.33675, 0.103802, -0.134284, -0.311347, -0.999169, 0.0015351, 0.00320649, 0.0406072, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.476696] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4203] 1718294202476578, 9.33857, 0.10379, -0.134291, -0.311362, -0.999171, 0.00156404, 0.00316825, 0.0405528, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.480910] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4204] 1718294202480788, 9.34278, 0.10379, -0.134291, -0.311362, -0.999171, 0.00156404, 0.00316825, 0.0405528, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.484062] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4206] 1718294202483932, 9.34592, 0.10379, -0.134291, -0.311362, -0.999171, 0.00156404, 0.00316825, 0.0405528, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.485984] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4207] 1718294202485868, 9.34786, 0.103788, -0.134303, -0.311366, -0.99917, 0.00158596, 0.003155, 0.0405719, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.488906] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4208] 1718294202488782, 9.35077, 0.103788, -0.134303, -0.311366, -0.99917, 0.00158596, 0.003155, 0.0405719, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.491751] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4209] 1718294202491628, 9.35362, 0.103788, -0.134303, -0.311366, -0.99917, 0.00158596, 0.003155, 0.0405719, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.495875] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4211] 1718294202495750, 9.35774, 0.103788, -0.134303, -0.311366, -0.99917, 0.00158596, 0.003155, 0.0405719, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.498802] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4212] 1718294202498680, 9.36067, 0.103779, -0.134298, -0.311365, -0.999169, 0.00155508, 0.00316056, 0.0406049, 0, 0, 0, 0, 0, 0, 
[2024-06-13 11:56:42.500990] [0x0000007f828b69a0] [MocapTag] [0x00000af8] [4213] 1718294202500876, 9.36287, 0.103779, -0.134298, -0.311365, -0.999169, 0.00155508, 0.00316056, 0.0406049, 0, 0, 0, 0, 0, 0, 
