[2024-07-20 02:03:15.777755] [0x0000007f959c57c0] [MocapTag] [0x00002b2d] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-20 02:03:15.781993] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [3] 1721455395781800, 0.051809, 0.0976791, -0.244241, -0.305761, -0.999974, -0.00116568, 0.00215455, -0.00684121, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.785894] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [6] 1721455395785774, 0.055783, 0.0976789, -0.244241, -0.305758, -0.999974, -0.00118912, 0.00215277, -0.0068174, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.788843] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [7] 1721455395788729, 0.058738, 0.0976789, -0.244241, -0.305758, -0.999974, -0.00118912, 0.00215277, -0.0068174, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.791342] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [8] 1721455395791230, 0.061239, 0.0976789, -0.244241, -0.305758, -0.999974, -0.00118912, 0.00215277, -0.0068174, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.793830] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [10] 1721455395793741, 0.06375, 0.0976789, -0.244241, -0.305758, -0.999974, -0.00118912, 0.00215277, -0.0068174, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.796395] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [11] 1721455395796273, 0.066282, 0.0976852, -0.244244, -0.305766, -0.999974, -0.00118191, 0.00216714, -0.0068333, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.798981] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [12] 1721455395798866, 0.068875, 0.0976852, -0.244244, -0.305766, -0.999974, -0.00118191, 0.00216714, -0.0068333, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.802847] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13] 1721455395802734, 0.072743, 0.0976852, -0.244244, -0.305766, -0.999974, -0.00118191, 0.00216714, -0.0068333, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.805450] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [15] 1721455395805328, 0.075337, 0.0976877, -0.244246, -0.30576, -0.999974, -0.00119369, 0.00217064, -0.00680858, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.808254] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [16] 1721455395808130, 0.078139, 0.0976877, -0.244246, -0.30576, -0.999974, -0.00119369, 0.00217064, -0.00680858, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.810706] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [17] 1721455395810590, 0.080599, 0.0976877, -0.244246, -0.30576, -0.999974, -0.00119369, 0.00217064, -0.00680858, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.813324] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [18] 1721455395813205, 0.083214, 0.0976877, -0.244246, -0.30576, -0.999974, -0.00119369, 0.00217064, -0.00680858, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.817504] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [20] 1721455395817390, 0.087399, 0.0976803, -0.244243, -0.305759, -0.999974, -0.00120313, 0.00216506, -0.00682516, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.820372] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [21] 1721455395820259, 0.090268, 0.0976803, -0.244243, -0.305759, -0.999974, -0.00120313, 0.00216506, -0.00682516, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.823144] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [22] 1721455395823026, 0.093035, 0.0976803, -0.244243, -0.305759, -0.999974, -0.00120313, 0.00216506, -0.00682516, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.825751] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [24] 1721455395825637, 0.095646, 0.0976798, -0.244241, -0.305753, -0.999974, -0.00119706, 0.00216833, -0.00683556, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.828345] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [25] 1721455395828194, 0.098203, 0.0976798, -0.244241, -0.305753, -0.999974, -0.00119706, 0.00216833, -0.00683556, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.831002] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [26] 1721455395830888, 0.100897, 0.0976798, -0.244241, -0.305753, -0.999974, -0.00119706, 0.00216833, -0.00683556, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.835170] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [28] 1721455395835045, 0.105054, 0.0976798, -0.244241, -0.305753, -0.999974, -0.00119706, 0.00216833, -0.00683556, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.837197] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [29] 1721455395837091, 0.1071, 0.097682, -0.244243, -0.305746, -0.999974, -0.00120477, 0.00220211, -0.00682311, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.840516] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [30] 1721455395840404, 0.110413, 0.097682, -0.244243, -0.305746, -0.999974, -0.00120477, 0.00220211, -0.00682311, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.842766] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [31] 1721455395842651, 0.11266, 0.097682, -0.244243, -0.305746, -0.999974, -0.00120477, 0.00220211, -0.00682311, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.845360] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [33] 1721455395845240, 0.115249, 0.0976767, -0.244239, -0.305741, -0.999974, -0.00120051, 0.00218544, -0.00682677, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.849591] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [34] 1721455395849479, 0.119488, 0.0976767, -0.244239, -0.305741, -0.999974, -0.00120051, 0.00218544, -0.00682677, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.853383] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [35] 1721455395853268, 0.123277, 0.0976767, -0.244239, -0.305741, -0.999974, -0.00120051, 0.00218544, -0.00682677, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.854932] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [37] 1721455395854809, 0.124818, 0.0976802, -0.24424, -0.305737, -0.999974, -0.00120098, 0.00218545, -0.00682008, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.857723] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [38] 1721455395857605, 0.127614, 0.0976802, -0.24424, -0.305737, -0.999974, -0.00120098, 0.00218545, -0.00682008, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.860377] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [39] 1721455395860262, 0.130271, 0.0976802, -0.24424, -0.305737, -0.999974, -0.00120098, 0.00218545, -0.00682008, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.863073] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [40] 1721455395862954, 0.132963, 0.0976802, -0.24424, -0.305737, -0.999974, -0.00120098, 0.00218545, -0.00682008, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.866242] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [42] 1721455395866129, 0.136138, 0.0976833, -0.244241, -0.305744, -0.999974, -0.00117991, 0.00217494, -0.00682913, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.868931] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [43] 1721455395868825, 0.138834, 0.0976833, -0.244241, -0.305744, -0.999974, -0.00117991, 0.00217494, -0.00682913, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.871682] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [44] 1721455395871502, 0.141511, 0.0976833, -0.244241, -0.305744, -0.999974, -0.00117991, 0.00217494, -0.00682913, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.874075] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [46] 1721455395874008, 0.144017, 0.097681, -0.244239, -0.305738, -0.999974, -0.00118898, 0.00219054, -0.00680793, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.876995] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [47] 1721455395876878, 0.146887, 0.097681, -0.244239, -0.305738, -0.999974, -0.00118898, 0.00219054, -0.00680793, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.879489] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [48] 1721455395879362, 0.149371, 0.097681, -0.244239, -0.305738, -0.999974, -0.00118898, 0.00219054, -0.00680793, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.882475] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [49] 1721455395882359, 0.152368, 0.097681, -0.244239, -0.305738, -0.999974, -0.00118898, 0.00219054, -0.00680793, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.884909] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [51] 1721455395884790, 0.154799, 0.0976831, -0.244234, -0.305739, -0.999974, -0.00119419, 0.00218416, -0.00681803, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.887818] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [52] 1721455395887702, 0.157711, 0.0976831, -0.244234, -0.305739, -0.999974, -0.00119419, 0.00218416, -0.00681803, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.890334] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [53] 1721455395890222, 0.160231, 0.0976831, -0.244234, -0.305739, -0.999974, -0.00119419, 0.00218416, -0.00681803, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.892969] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [54] 1721455395892856, 0.162865, 0.0976831, -0.244234, -0.305739, -0.999974, -0.00119419, 0.00218416, -0.00681803, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.895497] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [56] 1721455395895383, 0.165392, 0.0976805, -0.244237, -0.305745, -0.999974, -0.00118028, 0.00216965, -0.00682286, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.899952] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [57] 1721455395899835, 0.169844, 0.0976805, -0.244237, -0.305745, -0.999974, -0.00118028, 0.00216965, -0.00682286, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.902754] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [58] 1721455395902640, 0.172649, 0.0976805, -0.244237, -0.305745, -0.999974, -0.00118028, 0.00216965, -0.00682286, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.905459] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [60] 1721455395905340, 0.175349, 0.0976803, -0.244237, -0.305747, -0.999974, -0.00119962, 0.00217324, -0.00681961, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.908105] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [61] 1721455395907986, 0.177995, 0.0976803, -0.244237, -0.305747, -0.999974, -0.00119962, 0.00217324, -0.00681961, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.910618] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [62] 1721455395910504, 0.180513, 0.0976803, -0.244237, -0.305747, -0.999974, -0.00119962, 0.00217324, -0.00681961, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.914068] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [64] 1721455395914007, 0.184016, 0.0976803, -0.244237, -0.305747, -0.999974, -0.00119962, 0.00217324, -0.00681961, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.917606] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [65] 1721455395917490, 0.187499, 0.0976748, -0.244239, -0.305759, -0.999974, -0.00118382, 0.0021463, -0.00681308, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.919569] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [66] 1721455395919461, 0.18947, 0.0976748, -0.244239, -0.305759, -0.999974, -0.00118382, 0.0021463, -0.00681308, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.922479] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [67] 1721455395922366, 0.192375, 0.0976748, -0.244239, -0.305759, -0.999974, -0.00118382, 0.0021463, -0.00681308, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.925156] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [69] 1721455395925036, 0.195045, 0.0976877, -0.24424, -0.305752, -0.999974, -0.00119135, 0.00219378, -0.00683152, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.929400] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [70] 1721455395929287, 0.199296, 0.0976877, -0.24424, -0.305752, -0.999974, -0.00119135, 0.00219378, -0.00683152, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.932066] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [71] 1721455395931950, 0.201959, 0.0976877, -0.24424, -0.305752, -0.999974, -0.00119135, 0.00219378, -0.00683152, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.934770] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [73] 1721455395934652, 0.204661, 0.0976829, -0.24424, -0.30576, -0.999974, -0.00120171, 0.00216499, -0.00682654, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.937572] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [74] 1721455395937459, 0.207468, 0.0976829, -0.24424, -0.30576, -0.999974, -0.00120171, 0.00216499, -0.00682654, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.940756] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [75] 1721455395940641, 0.21065, 0.0976829, -0.24424, -0.30576, -0.999974, -0.00120171, 0.00216499, -0.00682654, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.942811] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [76] 1721455395942701, 0.21271, 0.0976829, -0.24424, -0.30576, -0.999974, -0.00120171, 0.00216499, -0.00682654, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.946190] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [78] 1721455395946074, 0.216083, 0.0976728, -0.244247, -0.305764, -0.999974, -0.00118625, 0.00217493, -0.00684434, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.949003] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [79] 1721455395948888, 0.218897, 0.0976728, -0.244247, -0.305764, -0.999974, -0.00118625, 0.00217493, -0.00684434, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.951704] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [80] 1721455395951568, 0.221577, 0.0976728, -0.244247, -0.305764, -0.999974, -0.00118625, 0.00217493, -0.00684434, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.954431] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [82] 1721455395954320, 0.224329, 0.0976746, -0.244246, -0.305754, -0.999974, -0.0011963, 0.00217905, -0.00682932, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.957253] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [83] 1721455395957137, 0.227146, 0.0976746, -0.244246, -0.305754, -0.999974, -0.0011963, 0.00217905, -0.00682932, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.961763] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [84] 1721455395961619, 0.231628, 0.0976746, -0.244246, -0.305754, -0.999974, -0.0011963, 0.00217905, -0.00682932, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.964493] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [86] 1721455395964404, 0.234413, 0.0976724, -0.244246, -0.305759, -0.999974, -0.0011883, 0.00218531, -0.00683326, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.967635] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [87] 1721455395967522, 0.237531, 0.0976724, -0.244246, -0.305759, -0.999974, -0.0011883, 0.00218531, -0.00683326, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.970191] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [88] 1721455395970079, 0.240088, 0.0976724, -0.244246, -0.305759, -0.999974, -0.0011883, 0.00218531, -0.00683326, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.972839] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [89] 1721455395972720, 0.242729, 0.0976724, -0.244246, -0.305759, -0.999974, -0.0011883, 0.00218531, -0.00683326, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.977371] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [91] 1721455395977254, 0.247263, 0.0976766, -0.244252, -0.305766, -0.999973, -0.00118553, 0.00219339, -0.00684226, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.980369] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [92] 1721455395980256, 0.250265, 0.0976766, -0.244252, -0.305766, -0.999973, -0.00118553, 0.00219339, -0.00684226, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.983438] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [93] 1721455395983348, 0.253357, 0.0976766, -0.244252, -0.305766, -0.999973, -0.00118553, 0.00219339, -0.00684226, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.986072] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [95] 1721455395985957, 0.255966, 0.0976774, -0.244249, -0.30576, -0.999974, -0.00118706, 0.00218637, -0.00683499, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.989572] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [96] 1721455395989463, 0.259472, 0.0976774, -0.244249, -0.30576, -0.999974, -0.00118706, 0.00218637, -0.00683499, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.993388] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [97] 1721455395993298, 0.263307, 0.0976774, -0.244249, -0.30576, -0.999974, -0.00118706, 0.00218637, -0.00683499, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.995801] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [99] 1721455395995685, 0.265694, 0.097673, -0.244244, -0.305752, -0.999974, -0.0011939, 0.00217662, -0.00682165, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:15.998664] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [100] 1721455395998550, 0.268559, 0.097673, -0.244244, -0.305752, -0.999974, -0.0011939, 0.00217662, -0.00682165, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.001089] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [101] 1721455396000980, 0.270989, 0.097673, -0.244244, -0.305752, -0.999974, -0.0011939, 0.00217662, -0.00682165, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.003763] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [102] 1721455396003667, 0.273676, 0.097673, -0.244244, -0.305752, -0.999974, -0.0011939, 0.00217662, -0.00682165, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.007505] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [104] 1721455396007389, 0.277398, 0.0976752, -0.244249, -0.305755, -0.999974, -0.00118329, 0.00216965, -0.00682825, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.009829] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [105] 1721455396009717, 0.279726, 0.0976752, -0.244249, -0.305755, -0.999974, -0.00118329, 0.00216965, -0.00682825, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.012627] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [106] 1721455396012512, 0.282521, 0.0976752, -0.244249, -0.305755, -0.999974, -0.00118329, 0.00216965, -0.00682825, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.015349] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [108] 1721455396015229, 0.285238, 0.0976715, -0.244236, -0.305757, -0.999974, -0.00118879, 0.0021485, -0.00683344, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.018014] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [109] 1721455396017899, 0.287908, 0.0976715, -0.244236, -0.305757, -0.999974, -0.00118879, 0.0021485, -0.00683344, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.020615] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [110] 1721455396020502, 0.290511, 0.0976715, -0.244236, -0.305757, -0.999974, -0.00118879, 0.0021485, -0.00683344, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.025104] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [112] 1721455396024946, 0.294955, 0.0976715, -0.244236, -0.305757, -0.999974, -0.00118879, 0.0021485, -0.00683344, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.027570] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [113] 1721455396027462, 0.297471, 0.0976726, -0.244238, -0.305754, -0.999974, -0.00118205, 0.00215914, -0.00682891, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.030440] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [114] 1721455396030325, 0.300334, 0.0976726, -0.244238, -0.305754, -0.999974, -0.00118205, 0.00215914, -0.00682891, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.033276] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [115] 1721455396033153, 0.303162, 0.0976726, -0.244238, -0.305754, -0.999974, -0.00118205, 0.00215914, -0.00682891, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.035863] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [117] 1721455396035747, 0.305756, 0.0976786, -0.244236, -0.305749, -0.999974, -0.00119405, 0.0021792, -0.00682595, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.038536] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [118] 1721455396038423, 0.308432, 0.0976786, -0.244236, -0.305749, -0.999974, -0.00119405, 0.0021792, -0.00682595, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.042819] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [119] 1721455396042709, 0.312718, 0.0976786, -0.244236, -0.305749, -0.999974, -0.00119405, 0.0021792, -0.00682595, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.045425] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [121] 1721455396045313, 0.315322, 0.0976801, -0.244238, -0.305755, -0.999974, -0.00118947, 0.00216828, -0.0068279, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.048221] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [122] 1721455396048110, 0.318119, 0.0976801, -0.244238, -0.305755, -0.999974, -0.00118947, 0.00216828, -0.0068279, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.051433] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [123] 1721455396051325, 0.321334, 0.0976801, -0.244238, -0.305755, -0.999974, -0.00118947, 0.00216828, -0.0068279, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.053444] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [124] 1721455396053327, 0.323336, 0.0976801, -0.244238, -0.305755, -0.999974, -0.00118947, 0.00216828, -0.0068279, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.057142] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [126] 1721455396057027, 0.327036, 0.0976744, -0.244236, -0.305762, -0.999974, -0.00117983, 0.00216358, -0.00683435, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.059893] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [127] 1721455396059781, 0.32979, 0.0976744, -0.244236, -0.305762, -0.999974, -0.00117983, 0.00216358, -0.00683435, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.062689] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [128] 1721455396062582, 0.332591, 0.0976744, -0.244236, -0.305762, -0.999974, -0.00117983, 0.00216358, -0.00683435, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.065520] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [130] 1721455396065405, 0.335414, 0.0976806, -0.244235, -0.305754, -0.999974, -0.00118789, 0.00218659, -0.00683174, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.068214] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [131] 1721455396068103, 0.338112, 0.0976806, -0.244235, -0.305754, -0.999974, -0.00118789, 0.00218659, -0.00683174, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.072636] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [132] 1721455396072517, 0.342526, 0.0976806, -0.244235, -0.305754, -0.999974, -0.00118789, 0.00218659, -0.00683174, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.075367] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [134] 1721455396075248, 0.345257, 0.0976737, -0.244238, -0.305756, -0.999973, -0.00119418, 0.00218718, -0.00684084, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.077949] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [135] 1721455396077840, 0.347849, 0.0976737, -0.244238, -0.305756, -0.999973, -0.00119418, 0.00218718, -0.00684084, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.080604] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [136] 1721455396080478, 0.350487, 0.0976737, -0.244238, -0.305756, -0.999973, -0.00119418, 0.00218718, -0.00684084, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.083346] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [137] 1721455396083228, 0.353237, 0.0976737, -0.244238, -0.305756, -0.999973, -0.00119418, 0.00218718, -0.00684084, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:16.085870] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [139] 1721455396085756, 0.355765, 0.0976748, -0.244241, -0.305762, -0.999973, -0.00118627, 0.00217217, -0.00684829, 0, 0, 0, 0, 0, 0, 
