[2024-07-20 02:03:15.777755] [0x0000007f959c57c0] [MocapTag] [0x00002b2d] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-20 02:03:19.673986] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1728] 1721455399673900, 3.94391, 0.0976243, -0.24401, -0.305741, -0.999975, -0.00130146, 0.00217849, -0.00655518, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.676768] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1730] 1721455399676653, 3.94666, 0.0976243, -0.24401, -0.305741, -0.999975, -0.00130146, 0.00217849, -0.00655518, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.679194] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1731] 1721455399679084, 3.94909, 0.0976243, -0.24401, -0.305741, -0.999975, -0.00130146, 0.00217849, -0.00655518, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.681947] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1732] 1721455399681839, 3.95185, 0.0976243, -0.24401, -0.305741, -0.999975, -0.00130146, 0.00217849, -0.00655518, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.685756] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1734] 1721455399685642, 3.95565, 0.0976243, -0.244014, -0.305744, -0.999975, -0.00130476, 0.00218139, -0.00656665, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.688671] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1735] 1721455399688553, 3.95856, 0.0976243, -0.244014, -0.305744, -0.999975, -0.00130476, 0.00218139, -0.00656665, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.691213] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1736] 1721455399691103, 3.96111, 0.0976243, -0.244014, -0.305744, -0.999975, -0.00130476, 0.00218139, -0.00656665, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.693839] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1737] 1721455399693721, 3.96373, 0.0976236, -0.244016, -0.305742, -0.999975, -0.00130224, 0.00217992, -0.00656335, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.696621] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1739] 1721455399696507, 3.96652, 0.0976236, -0.244016, -0.305742, -0.999975, -0.00130224, 0.00217992, -0.00656335, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.700750] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1740] 1721455399700636, 3.97065, 0.0976236, -0.244016, -0.305742, -0.999975, -0.00130224, 0.00217992, -0.00656335, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.703584] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1741] 1721455399703492, 3.9735, 0.0976236, -0.244016, -0.305742, -0.999975, -0.00130224, 0.00217992, -0.00656335, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.706259] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1743] 1721455399706143, 3.97615, 0.0976099, -0.244019, -0.305739, -0.999975, -0.00130602, 0.00215471, -0.00654602, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.709207] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1744] 1721455399709098, 3.97911, 0.0976099, -0.244019, -0.305739, -0.999975, -0.00130602, 0.00215471, -0.00654602, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.711913] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1745] 1721455399711798, 3.98181, 0.0976099, -0.244019, -0.305739, -0.999975, -0.00130602, 0.00215471, -0.00654602, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.715441] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1747] 1721455399715327, 3.98534, 0.0976253, -0.244017, -0.305743, -0.999975, -0.00131715, 0.00219427, -0.00656741, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.718182] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1748] 1721455399718073, 3.98808, 0.0976253, -0.244017, -0.305743, -0.999975, -0.00131715, 0.00219427, -0.00656741, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.720675] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1749] 1721455399720568, 3.99058, 0.0976253, -0.244017, -0.305743, -0.999975, -0.00131715, 0.00219427, -0.00656741, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.723503] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1750] 1721455399723362, 3.99337, 0.0976253, -0.244017, -0.305743, -0.999975, -0.00131715, 0.00219427, -0.00656741, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.726068] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1752] 1721455399725952, 3.99596, 0.0976311, -0.243972, -0.305685, -0.999976, -0.00162097, 0.00186079, -0.00640186, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.730635] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1753] 1721455399730520, 4.00053, 0.0976311, -0.243972, -0.305685, -0.999976, -0.00162097, 0.00186079, -0.00640186, 0, 0.00457435, 0.00577352, 0.0602722, -0.0670405, 0, 
[2024-07-20 02:03:19.733409] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1754] 1721455399733293, 4.0033, 0.0976311, -0.243972, -0.305685, -0.999976, -0.00162097, 0.00186079, -0.00640186, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.736149] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1756] 1721455399736011, 4.00602, 0.0976643, -0.243975, -0.305768, -0.999973, -0.00141415, 0.00222784, -0.00678438, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.739008] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1757] 1721455399738893, 4.0089, 0.0976643, -0.243975, -0.305768, -0.999973, -0.00141415, 0.00222784, -0.00678438, 0.00332405, 0, -0.00834184, -0.0407219, 0.0735636, -0.0765363, 
[2024-07-20 02:03:19.741555] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1758] 1721455399741446, 4.01145, 0.0976643, -0.243975, -0.305768, -0.999973, -0.00141415, 0.00222784, -0.00678438, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.744373] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1760] 1721455399744279, 4.01429, 0.0976687, -0.244236, -0.305739, -0.999973, -0.00121026, 0.00218455, -0.00683992, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.747480] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1761] 1721455399747366, 4.01738, 0.0976687, -0.244236, -0.305739, -0.999973, -0.00121026, 0.00218455, -0.00683992, 0, -0.0260349, 0.00293906, -0.0408173, 0, 0, 
[2024-07-20 02:03:19.749927] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1762] 1721455399749820, 4.01983, 0.0976687, -0.244236, -0.305739, -0.999973, -0.00121026, 0.00218455, -0.00683992, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.752744] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1763] 1721455399752630, 4.02264, 0.0976687, -0.244236, -0.305739, -0.999973, -0.00121026, 0.00218455, -0.00683992, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.755329] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1765] 1721455399755205, 4.02521, 0.0975696, -0.244108, -0.305714, -0.999977, -0.00126594, 0.00220767, -0.00633426, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.758134] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1766] 1721455399758019, 4.02803, 0.0975696, -0.244108, -0.305714, -0.999977, -0.00126594, 0.00220767, -0.00633426, -0.00990802, 0.0127542, 0.0024529, 0, 0, 0.101106, 
[2024-07-20 02:03:19.762330] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1767] 1721455399762220, 4.03223, 0.0975696, -0.244108, -0.305714, -0.999977, -0.00126594, 0.00220767, -0.00633426, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.764867] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1769] 1721455399764761, 4.03477, 0.097665, -0.243919, -0.305811, -0.999975, -0.00143206, 0.00220574, -0.00655892, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.767638] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1770] 1721455399767524, 4.03753, 0.097665, -0.243919, -0.305811, -0.999975, -0.00143206, 0.00220574, -0.00655892, 0.00954494, 0.0189251, -0.00968064, 0, 0, -0.0450066, 
[2024-07-20 02:03:19.770041] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1771] 1721455399769932, 4.03994, 0.097665, -0.243919, -0.305811, -0.999975, -0.00143206, 0.00220574, -0.00655892, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.772750] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1772] 1721455399772628, 4.04264, 0.097665, -0.243919, -0.305811, -0.999975, -0.00143206, 0.00220574, -0.00655892, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.775531] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1774] 1721455399775414, 4.04542, 0.0976797, -0.244271, -0.3057, -0.999973, -0.00108431, 0.00208886, -0.00688993, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.779258] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1775] 1721455399779143, 4.04915, 0.0976797, -0.244271, -0.3057, -0.999973, -0.00108431, 0.00208886, -0.00688993, 0, -0.0352129, 0.0110773, -0.0695705, 0, -0.066024, 
[2024-07-20 02:03:19.782101] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1776] 1721455399781993, 4.052, 0.0976797, -0.244271, -0.3057, -0.999973, -0.00108431, 0.00208886, -0.00688993, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.784945] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1778] 1721455399784822, 4.05483, 0.0976715, -0.244215, -0.305731, -0.999973, -0.00121207, 0.00215979, -0.00687846, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.787740] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1779] 1721455399787630, 4.05764, 0.0976715, -0.244215, -0.305731, -0.999973, -0.00121207, 0.00215979, -0.00687846, 0, 0.00554449, -0.00305491, 0, 0, 0, 
[2024-07-20 02:03:19.791315] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1780] 1721455399791207, 4.06122, 0.0976715, -0.244215, -0.305731, -0.999973, -0.00121207, 0.00215979, -0.00687846, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.795278] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1782] 1721455399795165, 4.06517, 0.0976715, -0.244215, -0.305731, -0.999973, -0.00121207, 0.00215979, -0.00687846, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.797059] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1783] 1721455399796953, 4.06696, 0.0976691, -0.244219, -0.305733, -0.999973, -0.00120486, 0.00215947, -0.00686985, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.800123] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1784] 1721455399800009, 4.07002, 0.0976691, -0.244219, -0.305733, -0.999973, -0.00120486, 0.00215947, -0.00686985, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.802693] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1785] 1721455399802584, 4.07259, 0.0976691, -0.244219, -0.305733, -0.999973, -0.00120486, 0.00215947, -0.00686985, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.805433] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1787] 1721455399805321, 4.07533, 0.0976575, -0.244277, -0.30574, -0.999974, -0.00119408, 0.0021993, -0.00673266, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.808416] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1788] 1721455399808262, 4.07827, 0.0976575, -0.244277, -0.30574, -0.999974, -0.00119408, 0.0021993, -0.00673266, 0, -0.00576626, 0, 0, 0, 0, 
[2024-07-20 02:03:19.812600] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1789] 1721455399812487, 4.0825, 0.0976575, -0.244277, -0.30574, -0.999974, -0.00119408, 0.0021993, -0.00673266, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.815234] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1791] 1721455399815115, 4.08512, 0.0976783, -0.244008, -0.305808, -0.999974, -0.0013803, 0.00218454, -0.00667507, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.817763] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1792] 1721455399817652, 4.08766, 0.0976783, -0.244008, -0.305808, -0.999974, -0.0013803, 0.00218454, -0.00667507, 0.00208061, 0.0268968, -0.00676033, 0.0371933, 0, 0, 
[2024-07-20 02:03:19.820509] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1793] 1721455399820396, 4.0904, 0.0976783, -0.244008, -0.305808, -0.999974, -0.0013803, 0.00218454, -0.00667507, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.823326] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1794] 1721455399823209, 4.09322, 0.0976783, -0.244008, -0.305808, -0.999974, -0.0013803, 0.00218454, -0.00667507, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.826757] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1796] 1721455399826641, 4.09665, 0.0976774, -0.244246, -0.305747, -0.999974, -0.00118591, 0.0021753, -0.00681381, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.829504] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1797] 1721455399829392, 4.0994, 0.0976774, -0.244246, -0.305747, -0.999974, -0.00118591, 0.0021753, -0.00681381, 0, -0.0237384, 0.00608047, -0.0388145, 0, 0, 
[2024-07-20 02:03:19.832334] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1798] 1721455399832219, 4.10223, 0.0976774, -0.244246, -0.305747, -0.999974, -0.00118591, 0.0021753, -0.00681381, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.834896] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1800] 1721455399834777, 4.10479, 0.0976583, -0.24427, -0.305752, -0.999974, -0.00124118, 0.00223898, -0.00677726, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.837587] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1801] 1721455399837477, 4.10749, 0.0976583, -0.24427, -0.305752, -0.999974, -0.00124118, 0.00223898, -0.00677726, 0, -0.00244949, 0, 0, 0, 0, 
[2024-07-20 02:03:19.841868] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1802] 1721455399841755, 4.11176, 0.0976583, -0.24427, -0.305752, -0.999974, -0.00124118, 0.00223898, -0.00677726, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.844475] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1804] 1721455399844364, 4.11437, 0.0976681, -0.24422, -0.305738, -0.999973, -0.00124539, 0.00219212, -0.0069051, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.847369] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1805] 1721455399847249, 4.11726, 0.0976681, -0.24422, -0.305738, -0.999973, -0.00124539, 0.00219212, -0.0069051, 0, 0.00500578, 0, 0, 0, 0, 
[2024-07-20 02:03:19.849996] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1806] 1721455399849882, 4.11989, 0.0976681, -0.24422, -0.305738, -0.999973, -0.00124539, 0.00219212, -0.0069051, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.852688] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1807] 1721455399852581, 4.12259, 0.0976681, -0.24422, -0.305738, -0.999973, -0.00124539, 0.00219212, -0.0069051, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.855510] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1809] 1721455399855392, 4.1254, 0.0976788, -0.244243, -0.305751, -0.999974, -0.00120006, 0.00216396, -0.00680904, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.858827] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1810] 1721455399858712, 4.12872, 0.0976788, -0.244243, -0.305751, -0.999974, -0.00120006, 0.00216396, -0.00680904, 0, -0.00230517, 0, 0, 0, 0, 
[2024-07-20 02:03:19.861322] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1811] 1721455399861214, 4.13122, 0.0976788, -0.244243, -0.305751, -0.999974, -0.00120006, 0.00216396, -0.00680904, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.863860] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1812] 1721455399863772, 4.13378, 0.0976689, -0.244327, -0.305708, -0.999974, -0.0010816, 0.00216101, -0.00682545, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.866901] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1814] 1721455399866786, 4.1368, 0.0976689, -0.244327, -0.305708, -0.999974, -0.0010816, 0.00216101, -0.00682545, 0, -0.0084264, 0.00424759, 0, 0, 0, 
[2024-07-20 02:03:19.869371] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1815] 1721455399869258, 4.13927, 0.0976689, -0.244327, -0.305708, -0.999974, -0.0010816, 0.00216101, -0.00682545, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.873836] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1816] 1721455399873743, 4.14375, 0.0976689, -0.244327, -0.305708, -0.999974, -0.0010816, 0.00216101, -0.00682545, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.876262] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1818] 1721455399876148, 4.14616, 0.0977435, -0.243961, -0.305868, -0.999973, -0.00146978, 0.00225553, -0.00682249, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.879075] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1819] 1721455399878965, 4.14897, 0.0977435, -0.243961, -0.305868, -0.999973, -0.00146978, 0.00225553, -0.00682249, 0.00745657, 0.0366345, -0.0159664, 0.0777721, 0, 0, 
[2024-07-20 02:03:19.881801] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1820] 1721455399881682, 4.15169, 0.0977435, -0.243961, -0.305868, -0.999973, -0.00146978, 0.00225553, -0.00682249, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.884345] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1822] 1721455399884257, 4.15427, 0.0976567, -0.243879, -0.305752, -0.999977, -0.00165812, 0.00179751, -0.00631021, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.887270] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1823] 1721455399887154, 4.15716, 0.0976567, -0.243879, -0.305752, -0.999977, -0.00165812, 0.00179751, -0.00631021, -0.0086722, 0.0082247, 0.0116002, 0.0368595, -0.0916889, 0.10253, 
[2024-07-20 02:03:19.890755] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1824] 1721455399890641, 4.16065, 0.0976567, -0.243879, -0.305752, -0.999977, -0.00165812, 0.00179751, -0.00631021, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.893451] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1825] 1721455399893362, 4.16337, 0.0976567, -0.243879, -0.305752, -0.999977, -0.00165812, 0.00179751, -0.00631021, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.896003] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1827] 1721455399895887, 4.1659, 0.0976716, -0.243897, -0.305804, -0.999974, -0.00144577, 0.00222384, -0.00666368, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.898731] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1828] 1721455399898623, 4.16863, 0.0976716, -0.243897, -0.305804, -0.999974, -0.00144577, 0.00222384, -0.00666368, 0, 0, -0.00520743, -0.0417948, 0.0854299, -0.0707477, 
[2024-07-20 02:03:19.901793] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1829] 1721455399901672, 4.17168, 0.0976716, -0.243897, -0.305804, -0.999974, -0.00144577, 0.00222384, -0.00666368, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.906247] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1831] 1721455399906134, 4.17614, 0.0976867, -0.244233, -0.305735, -0.999973, -0.00122146, 0.0021991, -0.00683522, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.909024] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1832] 1721455399908905, 4.17891, 0.0976867, -0.244233, -0.305735, -0.999973, -0.00122146, 0.0021991, -0.00683522, 0, -0.0335647, 0.00691189, -0.0447989, 0, 0, 
[2024-07-20 02:03:19.911756] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1833] 1721455399911595, 4.1816, 0.0976867, -0.244233, -0.305735, -0.999973, -0.00122146, 0.0021991, -0.00683522, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.914233] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1835] 1721455399914153, 4.18416, 0.0976807, -0.24431, -0.305686, -0.999974, -0.00105898, 0.00213282, -0.00686862, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.917369] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1836] 1721455399917254, 4.18726, 0.0976807, -0.24431, -0.305686, -0.999974, -0.00105898, 0.00213282, -0.00686862, 0, -0.00765825, 0.00487022, 0, 0, 0, 
[2024-07-20 02:03:19.922057] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1837] 1721455399921940, 4.19195, 0.0976807, -0.24431, -0.305686, -0.999974, -0.00105898, 0.00213282, -0.00686862, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.924648] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1839] 1721455399924566, 4.19458, 0.0976184, -0.24411, -0.30573, -0.999976, -0.00129673, 0.00223387, -0.00648683, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.927492] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1840] 1721455399927377, 4.19739, 0.0976184, -0.24411, -0.30573, -0.999976, -0.00129673, 0.00223387, -0.00648683, -0.00623556, 0.0200135, -0.00436154, 0.0475168, 0, 0.0762326, 
[2024-07-20 02:03:19.930132] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1841] 1721455399930019, 4.20003, 0.0976184, -0.24411, -0.30573, -0.999976, -0.00129673, 0.00223387, -0.00648683, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.932813] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1842] 1721455399932702, 4.20271, 0.0976184, -0.24411, -0.30573, -0.999976, -0.00129673, 0.00223387, -0.00648683, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.935503] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1844] 1721455399935386, 4.2054, 0.0976596, -0.244047, -0.305779, -0.999975, -0.00139207, 0.00225159, -0.00659286, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.938655] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1845] 1721455399938536, 4.20854, 0.0976596, -0.244047, -0.305779, -0.999975, -0.00139207, 0.00225159, -0.00659286, 0.00411723, 0.00620694, -0.00489949, 0, 0, 0, 
[2024-07-20 02:03:19.941066] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1846] 1721455399940957, 4.21097, 0.0976596, -0.244047, -0.305779, -0.999975, -0.00139207, 0.00225159, -0.00659286, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.943711] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1847] 1721455399943621, 4.21363, 0.0977149, -0.244007, -0.305843, -0.999973, -0.00144918, 0.00227949, -0.00677569, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.946532] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1849] 1721455399946413, 4.21642, 0.0977149, -0.244007, -0.305843, -0.999973, -0.00144918, 0.00227949, -0.00677569, 0.00553819, 0.00402731, -0.00645606, 0, 0, -0.036601, 
[2024-07-20 02:03:19.949085] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1850] 1721455399948969, 4.21898, 0.0977149, -0.244007, -0.305843, -0.999973, -0.00144918, 0.00227949, -0.00677569, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.951799] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1851] 1721455399951679, 4.22169, 0.0977149, -0.244007, -0.305843, -0.999973, -0.00144918, 0.00227949, -0.00677569, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.956134] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1853] 1721455399956020, 4.22603, 0.097732, -0.243999, -0.305864, -0.999973, -0.00149494, 0.00226442, -0.00680999, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.958822] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1854] 1721455399958707, 4.22872, 0.097732, -0.243999, -0.305864, -0.999973, -0.00149494, 0.00226442, -0.00680999, 0, 0, -0.00205058, 0, 0, 0, 
[2024-07-20 02:03:19.961302] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1855] 1721455399961192, 4.2312, 0.097732, -0.243999, -0.305864, -0.999973, -0.00149494, 0.00226442, -0.00680999, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.963819] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1856] 1721455399963730, 4.23374, 0.0976249, -0.244045, -0.30569, -0.999975, -0.00120207, 0.0021296, -0.00657869, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:19.967008] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1858] 1721455399966891, 4.2369, 0.0976249, -0.244045, -0.30569, -0.999975, -0.00120207, 0.0021296, -0.00657869, -0.010703, -0.00463419, 0.017348, -0.0588655, 0, 0.0464266, 
[2024-07-20 02:03:19.970188] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [1859] 1721455399970078, 4.24009, 0.0976249, -0.244045, -0.30569, -0.999975, -0.00120207, 0.0021296, -0.00657869, 0, 0, 0, 0, 0, 0, 
