[2025-10-20 16:16:01.766932] [0x0000007fadcc47c0] [MocapTag] [0x00004b61] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 16:16:25.060807] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11043] 1760991385060721, 25.9975, 0.222666, -0.118426, -1.25386, 0.682347, 0.680873, -0.175368, -0.200151, -0.00552869, -0.0129536, -0.0313567, -0.0562549, 0.0519872, 0.12295, 
[2025-10-20 16:16:25.063354] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11045] 1760991385063239, 26, 0.222666, -0.118426, -1.25386, 0.682347, 0.680873, -0.175368, -0.200151, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.066116] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11046] 1760991385066006, 26.0028, 0.222666, -0.118426, -1.25386, 0.682347, 0.680873, -0.175368, -0.200151, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.068630] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11047] 1760991385068515, 26.0053, 0.222646, -0.118575, -1.25423, 0.682724, 0.68048, -0.174957, -0.200562, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.071373] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11049] 1760991385071312, 26.0081, 0.222646, -0.118575, -1.25423, 0.682724, 0.68048, -0.174957, -0.200562, -0.00207363, -0.0148827, -0.0369457, -0.158048, 0, 0.164054, 
[2025-10-20 16:16:25.074030] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11050] 1760991385073916, 26.0107, 0.222646, -0.118575, -1.25423, 0.682724, 0.68048, -0.174957, -0.200562, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.076715] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11051] 1760991385076606, 26.0134, 0.222646, -0.118575, -1.25423, 0.682724, 0.68048, -0.174957, -0.200562, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.079483] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11052] 1760991385079370, 26.0162, 0.222614, -0.118683, -1.2546, 0.682975, 0.680202, -0.174716, -0.200859, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.082281] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11054] 1760991385082166, 26.019, 0.222614, -0.118683, -1.2546, 0.682975, 0.680202, -0.174716, -0.200859, -0.00317092, -0.0108409, -0.0367122, -0.107741, 0, 0.108673, 
[2025-10-20 16:16:25.084791] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11055] 1760991385084678, 26.0215, 0.222614, -0.118683, -1.2546, 0.682975, 0.680202, -0.174716, -0.200859, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.088110] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11056] 1760991385087996, 26.0248, 0.222518, -0.118762, -1.25489, 0.683123, 0.680034, -0.174514, -0.201103, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.090973] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11057] 1760991385090881, 26.0277, 0.222518, -0.118762, -1.25489, 0.683123, 0.680034, -0.174514, -0.201103, -0.00956157, -0.00786393, -0.0289676, -0.0697732, 0, 0.0847854, 
[2025-10-20 16:16:25.093299] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11059] 1760991385093186, 26.03, 0.222518, -0.118762, -1.25489, 0.683123, 0.680034, -0.174514, -0.201103, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.095989] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11060] 1760991385095878, 26.0327, 0.222518, -0.118762, -1.25489, 0.683123, 0.680034, -0.174514, -0.201103, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.098597] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11061] 1760991385098483, 26.0353, 0.222385, -0.118852, -1.25521, 0.683383, 0.679784, -0.174424, -0.201141, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.102072] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11063] 1760991385101963, 26.0388, 0.222385, -0.118852, -1.25521, 0.683383, 0.679784, -0.174424, -0.201141, -0.0132892, -0.00904662, -0.032061, -0.086236, 0, 0.0423901, 
[2025-10-20 16:16:25.104802] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11064] 1760991385104683, 26.0415, 0.222385, -0.118852, -1.25521, 0.683383, 0.679784, -0.174424, -0.201141, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.107178] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11065] 1760991385107059, 26.0439, 0.222226, -0.11889, -1.25549, 0.683542, 0.6796, -0.174228, -0.201392, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.110000] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11066] 1760991385109881, 26.0467, 0.222226, -0.11889, -1.25549, 0.683542, 0.6796, -0.174228, -0.201392, -0.0159775, -0.00382698, -0.0285855, -0.0742555, 0, 0.0861686, 
[2025-10-20 16:16:25.112533] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11068] 1760991385112411, 26.0492, 0.222226, -0.11889, -1.25549, 0.683542, 0.6796, -0.174228, -0.201392, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.115035] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11069] 1760991385114920, 26.0517, 0.222226, -0.11889, -1.25549, 0.683542, 0.6796, -0.174228, -0.201392, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.118559] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11070] 1760991385118442, 26.0552, 0.222081, -0.118945, -1.2558, 0.683833, 0.679301, -0.174126, -0.201503, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.120979] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11071] 1760991385120855, 26.0577, 0.222081, -0.118945, -1.2558, 0.683833, 0.679301, -0.174126, -0.201503, -0.0144548, -0.00548418, -0.0306745, -0.10308, 0, 0.0596773, 
[2025-10-20 16:16:25.123346] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11073] 1760991385123268, 26.0601, 0.222081, -0.118945, -1.2558, 0.683833, 0.679301, -0.174126, -0.201503, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.126043] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11074] 1760991385125924, 26.0627, 0.222081, -0.118945, -1.2558, 0.683833, 0.679301, -0.174126, -0.201503, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.128559] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11075] 1760991385128439, 26.0652, 0.221946, -0.119018, -1.2561, 0.684032, 0.679085, -0.174011, -0.201653, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.131387] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11076] 1760991385131264, 26.0681, 0.221946, -0.119018, -1.2561, 0.684032, 0.679085, -0.174011, -0.201653, -0.0134881, -0.00726607, -0.0303362, -0.0775099, 0, 0.0603143, 
[2025-10-20 16:16:25.134282] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11078] 1760991385134124, 26.0709, 0.221946, -0.119018, -1.2561, 0.684032, 0.679085, -0.174011, -0.201653, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.136733] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11079] 1760991385136624, 26.0734, 0.221946, -0.119018, -1.2561, 0.684032, 0.679085, -0.174011, -0.201653, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.139338] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11080] 1760991385139224, 26.076, 0.22182, -0.119113, -1.2564, 0.684165, 0.678905, -0.173945, -0.201864, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.143214] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11082] 1760991385143089, 26.0799, 0.22182, -0.119113, -1.2564, 0.684165, 0.678905, -0.173945, -0.201864, -0.0125924, -0.00950525, -0.0295556, -0.0626564, 0, 0.0582118, 
[2025-10-20 16:16:25.144423] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11083] 1760991385144310, 26.0811, 0.22182, -0.119113, -1.2564, 0.684165, 0.678905, -0.173945, -0.201864, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.146942] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11084] 1760991385146822, 26.0836, 0.22182, -0.119113, -1.2564, 0.684165, 0.678905, -0.173945, -0.201864, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.151243] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11086] 1760991385151179, 26.088, 0.22166, -0.11917, -1.25667, 0.684364, 0.678701, -0.173914, -0.201903, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.152778] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11087] 1760991385152663, 26.0895, 0.22166, -0.11917, -1.25667, 0.684364, 0.678701, -0.173914, -0.201903, -0.0159705, -0.0057128, -0.0272928, -0.0670075, 0, 0, 
[2025-10-20 16:16:25.155406] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11088] 1760991385155292, 26.0921, 0.22166, -0.11917, -1.25667, 0.684364, 0.678701, -0.173914, -0.201903, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.158083] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11089] 1760991385157969, 26.0948, 0.221455, -0.1192, -1.2569, 0.684575, 0.678554, -0.173888, -0.201704, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.160551] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11090] 1760991385160465, 26.0973, 0.221455, -0.1192, -1.2569, 0.684575, 0.678554, -0.173888, -0.201704, -0.0205201, -0.00297723, -0.0227797, -0.0480294, 0, 0, 
[2025-10-20 16:16:25.163099] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11092] 1760991385162984, 26.0998, 0.221455, -0.1192, -1.2569, 0.684575, 0.678554, -0.173888, -0.201704, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.166366] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11093] 1760991385166257, 26.1031, 0.221455, -0.1192, -1.2569, 0.684575, 0.678554, -0.173888, -0.201704, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.169028] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11094] 1760991385168906, 26.1057, 0.221258, -0.119195, -1.25712, 0.684811, 0.67842, -0.173882, -0.201357, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.171659] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11096] 1760991385171581, 26.1084, 0.221258, -0.119195, -1.25712, 0.684811, 0.67842, -0.173882, -0.201357, -0.0197161, 0, -0.022299, -0.0421286, -0.0523984, -0.0393383, 
[2025-10-20 16:16:25.174205] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11097] 1760991385174049, 26.1108, 0.221258, -0.119195, -1.25712, 0.684811, 0.67842, -0.173882, -0.201357, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.176911] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11098] 1760991385176796, 26.1136, 0.221258, -0.119195, -1.25712, 0.684811, 0.67842, -0.173882, -0.201357, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.179483] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11099] 1760991385179369, 26.1162, 0.221094, -0.11923, -1.25734, 0.684945, 0.678326, -0.173904, -0.2012, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.182306] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11101] 1760991385182186, 26.119, 0.221094, -0.11923, -1.25734, 0.684945, 0.678326, -0.173904, -0.2012, -0.0164431, -0.00353632, -0.0216116, 0, 0, 0, 
[2025-10-20 16:16:25.184745] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11102] 1760991385184636, 26.1214, 0.221094, -0.11923, -1.25734, 0.684945, 0.678326, -0.173904, -0.2012, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.187227] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11103] 1760991385187112, 26.1239, 0.220924, -0.1193, -1.25755, 0.685037, 0.678148, -0.173955, -0.201443, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.190111] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11104] 1760991385189990, 26.1268, 0.220924, -0.1193, -1.25755, 0.685037, 0.678148, -0.173955, -0.201443, -0.0170136, -0.00695677, -0.0214999, -0.0527024, 0.0420392, 0.0435047, 
[2025-10-20 16:16:25.192641] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11106] 1760991385192523, 26.1293, 0.220924, -0.1193, -1.25755, 0.685037, 0.678148, -0.173955, -0.201443, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.195055] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11107] 1760991385194934, 26.1317, 0.220924, -0.1193, -1.25755, 0.685037, 0.678148, -0.173955, -0.201443, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.198135] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11108] 1760991385198021, 26.1348, 0.220739, -0.119364, -1.25774, 0.685262, 0.677916, -0.174215, -0.201236, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.200792] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11109] 1760991385200704, 26.1375, 0.220739, -0.119364, -1.25774, 0.685262, 0.677916, -0.174215, -0.201236, -0.0184518, -0.00642481, -0.0186459, -0.0523806, 0, -0.054035, 
[2025-10-20 16:16:25.203554] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11111] 1760991385203441, 26.1402, 0.220739, -0.119364, -1.25774, 0.685262, 0.677916, -0.174215, -0.201236, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.206363] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11112] 1760991385206253, 26.1431, 0.220739, -0.119364, -1.25774, 0.685262, 0.677916, -0.174215, -0.201236, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.208982] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11113] 1760991385208869, 26.1457, 0.220528, -0.119377, -1.25788, 0.685431, 0.677789, -0.174557, -0.20079, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.211675] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11115] 1760991385211590, 26.1484, 0.220528, -0.119377, -1.25788, 0.685431, 0.677789, -0.174557, -0.20079, -0.0211336, 0, -0.013696, 0, 0, -0.112524, 
[2025-10-20 16:16:25.214205] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11116] 1760991385214052, 26.1509, 0.220528, -0.119377, -1.25788, 0.685431, 0.677789, -0.174557, -0.20079, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.216671] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11117] 1760991385216559, 26.1534, 0.220528, -0.119377, -1.25788, 0.685431, 0.677789, -0.174557, -0.20079, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.219485] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11118] 1760991385219369, 26.1562, 0.220279, -0.119397, -1.258, 0.685603, 0.677685, -0.174756, -0.20038, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.222084] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11120] 1760991385221968, 26.1588, 0.220279, -0.119397, -1.258, 0.685603, 0.677685, -0.174756, -0.20038, -0.0248664, -0.00202998, -0.0118343, 0, 0, -0.0855707, 
[2025-10-20 16:16:25.224662] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11121] 1760991385224548, 26.1613, 0.220279, -0.119397, -1.258, 0.685603, 0.677685, -0.174756, -0.20038, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.226980] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11122] 1760991385226874, 26.1637, 0.220279, -0.119397, -1.258, 0.685603, 0.677685, -0.174756, -0.20038, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.229613] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11123] 1760991385229497, 26.1663, 0.220038, -0.119445, -1.25815, 0.685807, 0.677532, -0.175095, -0.199902, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.232369] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11125] 1760991385232313, 26.1691, 0.220038, -0.119445, -1.25815, 0.685807, 0.677532, -0.175095, -0.199902, -0.0241237, -0.00481348, -0.0151697, 0, 0, -0.114529, 
[2025-10-20 16:16:25.234922] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11126] 1760991385234807, 26.1716, 0.220038, -0.119445, -1.25815, 0.685807, 0.677532, -0.175095, -0.199902, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.237677] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11127] 1760991385237558, 26.1744, 0.2198, -0.119504, -1.25826, 0.685883, 0.677403, -0.175353, -0.199854, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.240233] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11128] 1760991385240118, 26.1769, 0.2198, -0.119504, -1.25826, 0.685883, 0.677403, -0.175353, -0.199854, -0.0237441, -0.00589663, -0.0113766, 0, 0, -0.0387903, 
[2025-10-20 16:16:25.242670] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11130] 1760991385242556, 26.1794, 0.2198, -0.119504, -1.25826, 0.685883, 0.677403, -0.175353, -0.199854, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.245541] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11131] 1760991385245429, 26.1822, 0.2198, -0.119504, -1.25826, 0.685883, 0.677403, -0.175353, -0.199854, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.249118] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11132] 1760991385249003, 26.1858, 0.219564, -0.119538, -1.25841, 0.686071, 0.677253, -0.175553, -0.19954, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.250938] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11133] 1760991385250807, 26.1876, 0.219564, -0.119538, -1.25841, 0.686071, 0.677253, -0.175553, -0.19954, -0.0236159, -0.00343828, -0.0145153, 0, 0, -0.067199, 
[2025-10-20 16:16:25.254059] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11135] 1760991385253945, 26.1907, 0.219564, -0.119538, -1.25841, 0.686071, 0.677253, -0.175553, -0.19954, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.255983] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11136] 1760991385255875, 26.1927, 0.219564, -0.119538, -1.25841, 0.686071, 0.677253, -0.175553, -0.19954, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.258599] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11137] 1760991385258486, 26.1953, 0.219277, -0.119545, -1.2585, 0.686203, 0.677171, -0.175785, -0.19916, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.261815] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11139] 1760991385261721, 26.1985, 0.219277, -0.119545, -1.2585, 0.686203, 0.677171, -0.175785, -0.19916, -0.0286757, 0, -0.00964657, 0, 0, -0.0884335, 
[2025-10-20 16:16:25.264673] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11140] 1760991385264560, 26.2014, 0.219277, -0.119545, -1.2585, 0.686203, 0.677171, -0.175785, -0.19916, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.267462] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11141] 1760991385267347, 26.2041, 0.219277, -0.119545, -1.2585, 0.686203, 0.677171, -0.175785, -0.19916, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.269959] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11142] 1760991385269843, 26.2066, 0.218972, -0.119556, -1.25856, 0.686277, 0.677139, -0.17612, -0.198715, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.272815] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11144] 1760991385272696, 26.2095, 0.218972, -0.119556, -1.25856, 0.686277, 0.677139, -0.17612, -0.198715, -0.0305329, 0, -0.00603689, 0, 0, -0.11964, 
[2025-10-20 16:16:25.275366] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11145] 1760991385275256, 26.2121, 0.218972, -0.119556, -1.25856, 0.686277, 0.677139, -0.17612, -0.198715, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.278163] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11146] 1760991385278052, 26.2149, 0.218676, -0.119572, -1.25869, 0.686311, 0.677191, -0.176371, -0.198199, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.281011] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11147] 1760991385280917, 26.2177, 0.218676, -0.119572, -1.25869, 0.686311, 0.677191, -0.176371, -0.198199, -0.0296313, 0, -0.0122616, 0.037396, -0.0374019, -0.123213, 
[2025-10-20 16:16:25.283552] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11149] 1760991385283438, 26.2202, 0.218676, -0.119572, -1.25869, 0.686311, 0.677191, -0.176371, -0.198199, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.286393] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11150] 1760991385286275, 26.2231, 0.218676, -0.119572, -1.25869, 0.686311, 0.677191, -0.176371, -0.198199, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.288731] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11151] 1760991385288617, 26.2254, 0.218396, -0.119589, -1.25879, 0.686352, 0.677208, -0.176547, -0.197842, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.291539] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11153] 1760991385291460, 26.2283, 0.218396, -0.119589, -1.25879, 0.686352, 0.677208, -0.176547, -0.197842, -0.0279465, 0, -0.0106909, 0, 0, -0.0842579, 
[2025-10-20 16:16:25.294702] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11154] 1760991385294586, 26.2314, 0.218396, -0.119589, -1.25879, 0.686352, 0.677208, -0.176547, -0.197842, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.297622] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11155] 1760991385297459, 26.2343, 0.218103, -0.119642, -1.25889, 0.686327, 0.677264, -0.176956, -0.197371, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.300506] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11156] 1760991385300393, 26.2372, 0.218103, -0.119642, -1.25889, 0.686327, 0.677264, -0.176956, -0.197371, -0.0293743, -0.005334, -0.00993076, 0.0514269, 0, -0.143457, 
[2025-10-20 16:16:25.302998] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11158] 1760991385302880, 26.2397, 0.218103, -0.119642, -1.25889, 0.686327, 0.677264, -0.176956, -0.197371, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.305658] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11159] 1760991385305549, 26.2423, 0.218103, -0.119642, -1.25889, 0.686327, 0.677264, -0.176956, -0.197371, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.309061] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11160] 1760991385308946, 26.2457, 0.21777, -0.119651, -1.25899, 0.686275, 0.677429, -0.177311, -0.196664, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.311786] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11162] 1760991385311697, 26.2485, 0.21777, -0.119651, -1.25899, 0.686275, 0.677429, -0.177311, -0.196664, -0.03325, 0, -0.00955264, 0.081861, -0.0492632, -0.17897, 
[2025-10-20 16:16:25.314154] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11163] 1760991385314038, 26.2508, 0.21777, -0.119651, -1.25899, 0.686275, 0.677429, -0.177311, -0.196664, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.316754] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11164] 1760991385316642, 26.2534, 0.21777, -0.119651, -1.25899, 0.686275, 0.677429, -0.177311, -0.196664, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.319237] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11165] 1760991385319119, 26.2559, 0.217406, -0.11965, -1.25912, 0.686353, 0.677492, -0.177544, -0.195963, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.322288] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11167] 1760991385322167, 26.259, 0.217406, -0.11965, -1.25912, 0.686353, 0.677492, -0.177544, -0.195963, -0.0364445, 0, -0.0135061, 0.0400424, -0.0670969, -0.148887, 
[2025-10-20 16:16:25.325156] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11168] 1760991385325044, 26.2618, 0.217406, -0.11965, -1.25912, 0.686353, 0.677492, -0.177544, -0.195963, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.327790] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11169] 1760991385327671, 26.2645, 0.21707, -0.119679, -1.25924, 0.686347, 0.677578, -0.177778, -0.195474, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.330558] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11170] 1760991385330465, 26.2673, 0.21707, -0.119679, -1.25924, 0.686347, 0.677578, -0.177778, -0.195474, -0.0335587, -0.00291474, -0.0120082, 0.0468493, -0.036025, -0.11938, 
[2025-10-20 16:16:25.333011] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11172] 1760991385332896, 26.2697, 0.21707, -0.119679, -1.25924, 0.686347, 0.677578, -0.177778, -0.195474, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.335399] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11173] 1760991385335290, 26.2721, 0.21707, -0.119679, -1.25924, 0.686347, 0.677578, -0.177778, -0.195474, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.338044] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11174] 1760991385337928, 26.2747, 0.216731, -0.119725, -1.25939, 0.686333, 0.677654, -0.178078, -0.194986, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:25.341329] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11175] 1760991385341232, 26.278, 0.216731, -0.119725, -1.25939, 0.686333, 0.677654, -0.178078, -0.194986, -0.0338902, -0.00462984, -0.0149631, 0.0489712, 0, -0.129278, 
