[2025-10-20 16:16:01.766932] [0x0000007fadcc47c0] [MocapTag] [0x00004b61] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 16:16:01.769703] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [3] 1760991361769525, 2.70633, 0.129721, -0.226858, -0.319721, 0.70607, 0.707832, 0.0152224, 0.0143635, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.772137] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [5] 1760991361772054, 2.70885, 0.129721, -0.226858, -0.319721, 0.70607, 0.707832, 0.0152224, 0.0143635, -0.00263354, 0.00349147, 0, 0, 0, 0, 
[2025-10-20 16:16:01.775556] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [6] 1760991361775437, 2.71224, 0.129721, -0.226858, -0.319721, 0.70607, 0.707832, 0.0152224, 0.0143635, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.778634] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [8] 1760991361778523, 2.71532, 0.129823, -0.226946, -0.319879, 0.705916, 0.707991, 0.0155829, 0.0137206, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.781401] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9] 1760991361781289, 2.71809, 0.129823, -0.226946, -0.319879, 0.705916, 0.707991, 0.0155829, 0.0137206, 0.0101921, -0.0088759, -0.0158573, 0.0472307, 0.0401907, 0.142871, 
[2025-10-20 16:16:01.783818] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [10] 1760991361783717, 2.72052, 0.129823, -0.226946, -0.319879, 0.705916, 0.707991, 0.0155829, 0.0137206, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.786466] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [11] 1760991361786375, 2.72318, 0.129823, -0.226946, -0.319879, 0.705916, 0.707991, 0.0155829, 0.0137206, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.789012] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [13] 1760991361788900, 2.7257, 0.129881, -0.226882, -0.319936, 0.705795, 0.708104, 0.0157833, 0.0138801, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.792710] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [14] 1760991361792595, 2.7294, 0.129881, -0.226882, -0.319936, 0.705795, 0.708104, 0.0157833, 0.0138801, 0.0057512, 0.00639828, -0.00564616, 0, -0.0508618, 0, 
[2025-10-20 16:16:01.795650] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [15] 1760991361795531, 2.73233, 0.129881, -0.226882, -0.319936, 0.705795, 0.708104, 0.0157833, 0.0138801, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.798414] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [17] 1760991361798302, 2.7351, 0.12989, -0.226876, -0.319953, 0.705769, 0.708129, 0.015826, 0.0138909, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.801588] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [18] 1760991361801481, 2.73828, 0.12989, -0.226876, -0.319953, 0.705769, 0.708129, 0.015826, 0.0138909, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.803552] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [19] 1760991361803450, 2.74025, 0.12989, -0.226876, -0.319953, 0.705769, 0.708129, 0.015826, 0.0138909, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.806257] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [20] 1760991361806168, 2.74297, 0.12989, -0.226876, -0.319953, 0.705769, 0.708129, 0.015826, 0.0138909, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.808912] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [22] 1760991361808802, 2.7456, 0.129819, -0.226858, -0.319819, 0.705853, 0.708043, 0.0154956, 0.0143455, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.812022] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [23] 1760991361811906, 2.74871, 0.129819, -0.226858, -0.319819, 0.705853, 0.708043, 0.0154956, 0.0143455, -0.00707855, 0, 0.0133621, 0, 0, -0.111561, 
[2025-10-20 16:16:01.814638] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [24] 1760991361814531, 2.75133, 0.129819, -0.226858, -0.319819, 0.705853, 0.708043, 0.0154956, 0.0143455, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.818276] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [26] 1760991361818163, 2.75496, 0.129819, -0.226858, -0.319819, 0.705853, 0.708043, 0.0154956, 0.0143455, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.820260] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [27] 1760991361820150, 2.75695, 0.129827, -0.226926, -0.319898, 0.705924, 0.707982, 0.0155714, 0.0137693, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.823836] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [28] 1760991361823730, 2.76053, 0.129827, -0.226926, -0.319898, 0.705924, 0.707982, 0.0155714, 0.0137693, 0, -0.00682773, -0.00786733, 0, 0.0709139, 0.0917558, 
[2025-10-20 16:16:01.826760] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [30] 1760991361826680, 2.76348, 0.129827, -0.226926, -0.319898, 0.705924, 0.707982, 0.0155714, 0.0137693, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.829262] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [31] 1760991361829150, 2.76595, 0.129805, -0.226946, -0.319884, 0.705957, 0.707952, 0.0155263, 0.0136893, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.832272] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [32] 1760991361832156, 2.76896, 0.129805, -0.226946, -0.319884, 0.705957, 0.707952, 0.0155263, 0.0136893, -0.00215158, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.834563] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [33] 1760991361834453, 2.77125, 0.129805, -0.226946, -0.319884, 0.705957, 0.707952, 0.0155263, 0.0136893, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.836980] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [35] 1760991361836906, 2.77371, 0.129805, -0.226946, -0.319884, 0.705957, 0.707952, 0.0155263, 0.0136893, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.840393] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [36] 1760991361840283, 2.77708, 0.129769, -0.226894, -0.319753, 0.706, 0.707902, 0.0152563, 0.0143344, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.842351] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [37] 1760991361842238, 2.77904, 0.129769, -0.226894, -0.319753, 0.706, 0.707902, 0.0152563, 0.0143344, -0.00361826, 0.00518791, 0.0130257, 0, -0.0532601, -0.129701, 
[2025-10-20 16:16:01.844714] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [38] 1760991361844606, 2.78141, 0.129769, -0.226894, -0.319753, 0.706, 0.707902, 0.0152563, 0.0143344, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.847630] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [40] 1760991361847475, 2.78428, 0.129763, -0.226959, -0.319836, 0.706091, 0.707822, 0.0153482, 0.0136979, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.850200] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [41] 1760991361850093, 2.78689, 0.129763, -0.226959, -0.319836, 0.706091, 0.707822, 0.0153482, 0.0136979, 0, -0.0064358, -0.00829166, 0, 0.0771582, 0.102483, 
[2025-10-20 16:16:01.852766] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [42] 1760991361852654, 2.78945, 0.129763, -0.226959, -0.319836, 0.706091, 0.707822, 0.0153482, 0.0136979, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.855593] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [43] 1760991361855479, 2.79228, 0.129763, -0.226959, -0.319836, 0.706091, 0.707822, 0.0153482, 0.0136979, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.858267] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [45] 1760991361858157, 2.79496, 0.129749, -0.226879, -0.319744, 0.706032, 0.70787, 0.0152643, 0.0143096, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.862526] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [46] 1760991361862413, 2.79921, 0.129749, -0.226879, -0.319744, 0.706032, 0.70787, 0.0152643, 0.0143096, 0, 0.00794667, 0.00923419, 0, -0.0747725, -0.0980273, 
[2025-10-20 16:16:01.863601] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [47] 1760991361863502, 2.8003, 0.129749, -0.226879, -0.319744, 0.706032, 0.70787, 0.0152643, 0.0143096, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.866344] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [48] 1760991361866258, 2.80306, 0.129749, -0.226879, -0.319744, 0.706032, 0.70787, 0.0152643, 0.0143096, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.868905] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [50] 1760991361868793, 2.80559, 0.129817, -0.226883, -0.319799, 0.705913, 0.707985, 0.0154187, 0.0143782, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.871467] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [51] 1760991361871360, 2.80816, 0.129817, -0.226883, -0.319799, 0.705913, 0.707985, 0.0154187, 0.0143782, 0.00681398, 0, -0.00545804, 0, 0, 0, 
[2025-10-20 16:16:01.873961] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [52] 1760991361873854, 2.81066, 0.129817, -0.226883, -0.319799, 0.705913, 0.707985, 0.0154187, 0.0143782, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.876723] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [53] 1760991361876630, 2.81343, 0.129817, -0.226883, -0.319799, 0.705913, 0.707985, 0.0154187, 0.0143782, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.879390] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [55] 1760991361879279, 2.81608, 0.129862, -0.226845, -0.319842, 0.705805, 0.708088, 0.0156044, 0.0143797, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.882137] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [56] 1760991361882028, 2.81883, 0.129862, -0.226845, -0.319842, 0.705805, 0.708088, 0.0156044, 0.0143797, 0.00447725, 0.00379687, -0.00435541, 0, 0, 0, 
[2025-10-20 16:16:01.884632] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [57] 1760991361884525, 2.82133, 0.129862, -0.226845, -0.319842, 0.705805, 0.708088, 0.0156044, 0.0143797, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.887581] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [59] 1760991361887422, 2.82422, 0.129862, -0.226845, -0.319842, 0.705805, 0.708088, 0.0156044, 0.0143797, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.890115] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [60] 1760991361890008, 2.82681, 0.129936, -0.226913, -0.319962, 0.705728, 0.708169, 0.0158819, 0.013876, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.892710] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [61] 1760991361892603, 2.8294, 0.129936, -0.226913, -0.319962, 0.705728, 0.708169, 0.0158819, 0.013876, 0.00737797, -0.00671859, -0.0119599, 0, 0, 0.110948, 
[2025-10-20 16:16:01.895330] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [62] 1760991361895225, 2.83203, 0.129936, -0.226913, -0.319962, 0.705728, 0.708169, 0.0158819, 0.013876, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.898163] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [64] 1760991361898038, 2.83484, 0.129847, -0.226859, -0.319831, 0.705801, 0.708092, 0.0155969, 0.0143571, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.900640] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [65] 1760991361900528, 2.83733, 0.129847, -0.226859, -0.319831, 0.705801, 0.708092, 0.0155969, 0.0143571, -0.00889843, 0.00536737, 0.0130678, 0, 0, -0.108798, 
[2025-10-20 16:16:01.903390] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [66] 1760991361903280, 2.84008, 0.129847, -0.226859, -0.319831, 0.705801, 0.708092, 0.0155969, 0.0143571, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.906084] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [67] 1760991361905996, 2.8428, 0.129847, -0.226859, -0.319831, 0.705801, 0.708092, 0.0155969, 0.0143571, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.908768] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [69] 1760991361908656, 2.84546, 0.129826, -0.226923, -0.319886, 0.70589, 0.708015, 0.0156318, 0.0137595, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.911363] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [70] 1760991361911251, 2.84805, 0.129826, -0.226923, -0.319886, 0.70589, 0.708015, 0.0156318, 0.0137595, -0.00212207, -0.00644015, -0.00549219, 0, 0.0797123, 0.088885, 
[2025-10-20 16:16:01.913831] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [71] 1760991361913727, 2.85053, 0.129826, -0.226923, -0.319886, 0.70589, 0.708015, 0.0156318, 0.0137595, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.916460] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [72] 1760991361916373, 2.85317, 0.129826, -0.226923, -0.319886, 0.70589, 0.708015, 0.0156318, 0.0137595, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.919516] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [74] 1760991361919407, 2.85621, 0.129801, -0.226953, -0.31987, 0.705953, 0.707955, 0.0155569, 0.0136953, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.922075] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [75] 1760991361921963, 2.85876, 0.129801, -0.226953, -0.31987, 0.705953, 0.707955, 0.0155569, 0.0136953, -0.00247294, -0.00293117, 0, 0, 0, 0, 
[2025-10-20 16:16:01.924766] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [76] 1760991361924657, 2.86146, 0.129801, -0.226953, -0.31987, 0.705953, 0.707955, 0.0155569, 0.0136953, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.927276] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [78] 1760991361927163, 2.86396, 0.12979, -0.22694, -0.319861, 0.705966, 0.707942, 0.0155316, 0.0137229, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.930250] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [79] 1760991361930136, 2.86694, 0.12979, -0.22694, -0.319861, 0.705966, 0.707942, 0.0155316, 0.0137229, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.932384] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [80] 1760991361932275, 2.86908, 0.12979, -0.22694, -0.319861, 0.705966, 0.707942, 0.0155316, 0.0137229, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.935162] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [81] 1760991361935055, 2.87186, 0.12979, -0.22694, -0.319861, 0.705966, 0.707942, 0.0155316, 0.0137229, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.937937] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [83] 1760991361937816, 2.87462, 0.129745, -0.226863, -0.319743, 0.705974, 0.707928, 0.0153037, 0.0143207, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.940487] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [84] 1760991361940378, 2.87718, 0.129745, -0.226863, -0.319743, 0.705974, 0.707928, 0.0153037, 0.0143207, -0.00446306, 0.00764831, 0.0117951, 0, -0.0524871, -0.116845, 
[2025-10-20 16:16:01.943089] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [85] 1760991361942982, 2.87978, 0.129745, -0.226863, -0.319743, 0.705974, 0.707928, 0.0153037, 0.0143207, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.945872] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [86] 1760991361945752, 2.88255, 0.129745, -0.226863, -0.319743, 0.705974, 0.707928, 0.0153037, 0.0143207, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.948472] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [88] 1760991361948361, 2.88516, 0.129743, -0.226977, -0.319824, 0.706096, 0.707818, 0.0153736, 0.0136274, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.951364] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [89] 1760991361951247, 2.88805, 0.129743, -0.226977, -0.319824, 0.706096, 0.707818, 0.0153736, 0.0136274, 0, -0.0113064, -0.00809781, 0, 0.0882883, 0.107214, 
[2025-10-20 16:16:01.953992] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [90] 1760991361953884, 2.89068, 0.129743, -0.226977, -0.319824, 0.706096, 0.707818, 0.0153736, 0.0136274, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.956762] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [92] 1760991361956679, 2.89348, 0.129743, -0.226977, -0.319824, 0.706096, 0.707818, 0.0153736, 0.0136274, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.959262] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [93] 1760991361959152, 2.89595, 0.129786, -0.226966, -0.319862, 0.70599, 0.707921, 0.0154431, 0.0137066, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.962243] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [94] 1760991361962129, 2.89893, 0.129786, -0.226966, -0.319862, 0.70599, 0.707921, 0.0154431, 0.0137066, 0.00433251, 0, -0.00375723, 0, 0, 0, 
[2025-10-20 16:16:01.964764] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [95] 1760991361964654, 2.90145, 0.129786, -0.226966, -0.319862, 0.70599, 0.707921, 0.0154431, 0.0137066, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.967403] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [97] 1760991361967288, 2.90409, 0.129806, -0.226974, -0.319888, 0.705977, 0.707933, 0.0154637, 0.0136827, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.970171] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [98] 1760991361970060, 2.90686, 0.129806, -0.226974, -0.319888, 0.705977, 0.707933, 0.0154637, 0.0136827, 0.00201692, 0, -0.00258808, 0, 0, 0, 
[2025-10-20 16:16:01.972599] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [99] 1760991361972492, 2.90929, 0.129806, -0.226974, -0.319888, 0.705977, 0.707933, 0.0154637, 0.0136827, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.976602] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [101] 1760991361976542, 2.91334, 0.129806, -0.226974, -0.319888, 0.705977, 0.707933, 0.0154637, 0.0136827, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.978030] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [102] 1760991361977916, 2.91472, 0.129791, -0.226978, -0.319886, 0.705994, 0.707916, 0.0154641, 0.013691, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.980588] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [103] 1760991361980483, 2.91728, 0.129791, -0.226978, -0.319886, 0.705994, 0.707916, 0.0154641, 0.013691, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.983262] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [104] 1760991361983151, 2.91995, 0.129791, -0.226978, -0.319886, 0.705994, 0.707916, 0.0154641, 0.013691, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.986231] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [105] 1760991361986143, 2.92294, 0.129791, -0.226978, -0.319886, 0.705994, 0.707916, 0.0154641, 0.013691, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.988765] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [107] 1760991361988654, 2.92545, 0.129773, -0.22698, -0.319865, 0.706021, 0.70789, 0.0154191, 0.0136876, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.991482] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [108] 1760991361991372, 2.92817, 0.129773, -0.22698, -0.319865, 0.706021, 0.70789, 0.0154191, 0.0136876, 0, 0, 0.00201953, 0, 0, 0, 
[2025-10-20 16:16:01.994226] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [109] 1760991361994088, 2.93089, 0.129773, -0.22698, -0.319865, 0.706021, 0.70789, 0.0154191, 0.0136876, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.997054] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [111] 1760991361996945, 2.93375, 0.129773, -0.22698, -0.319865, 0.706021, 0.70789, 0.0154191, 0.0136876, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:01.999709] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [112] 1760991361999597, 2.9364, 0.129748, -0.226964, -0.319839, 0.706098, 0.707814, 0.015382, 0.0136977, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.002474] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [113] 1760991362002368, 2.93917, 0.129748, -0.226964, -0.319839, 0.706098, 0.707814, 0.015382, 0.0136977, -0.00251433, 0, 0.00267623, 0, 0, 0, 
[2025-10-20 16:16:02.005189] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [114] 1760991362005085, 2.94189, 0.129748, -0.226964, -0.319839, 0.706098, 0.707814, 0.015382, 0.0136977, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.008650] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [116] 1760991362008537, 2.94534, 0.129738, -0.226871, -0.319733, 0.706029, 0.707872, 0.0152727, 0.0143547, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.010707] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [117] 1760991362010602, 2.9474, 0.129738, -0.226871, -0.319733, 0.706029, 0.707872, 0.0152727, 0.0143547, 0, 0.00927273, 0.0105349, 0, -0.0775978, -0.10797, 
[2025-10-20 16:16:02.013321] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [118] 1760991362013214, 2.95002, 0.129738, -0.226871, -0.319733, 0.706029, 0.707872, 0.0152727, 0.0143547, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.017046] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [120] 1760991362016951, 2.95375, 0.129738, -0.226871, -0.319733, 0.706029, 0.707872, 0.0152727, 0.0143547, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.019556] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [121] 1760991362019448, 2.95625, 0.129817, -0.226938, -0.319894, 0.705918, 0.707988, 0.0156116, 0.0137455, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.022258] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [122] 1760991362022149, 2.95895, 0.129817, -0.226938, -0.319894, 0.705918, 0.707988, 0.0156116, 0.0137455, 0.00784673, -0.00664516, -0.0161074, 0, 0.0384599, 0.134782, 
[2025-10-20 16:16:02.024711] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [123] 1760991362024608, 2.96141, 0.129817, -0.226938, -0.319894, 0.705918, 0.707988, 0.0156116, 0.0137455, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.027693] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [125] 1760991362027566, 2.96437, 0.129866, -0.22692, -0.319934, 0.70583, 0.708072, 0.015728, 0.0137979, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.030943] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [126] 1760991362030794, 2.9676, 0.129866, -0.22692, -0.319934, 0.70583, 0.708072, 0.015728, 0.0137979, 0.0049044, 0, -0.00393699, 0, 0, 0, 
[2025-10-20 16:16:02.033559] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [127] 1760991362033450, 2.97025, 0.129866, -0.22692, -0.319934, 0.70583, 0.708072, 0.015728, 0.0137979, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.036476] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [129] 1760991362036412, 2.97321, 0.129866, -0.22692, -0.319934, 0.70583, 0.708072, 0.015728, 0.0137979, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.039035] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [130] 1760991362038921, 2.97572, 0.129827, -0.226939, -0.319902, 0.705912, 0.707993, 0.015631, 0.0137823, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.041872] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [131] 1760991362041764, 2.97857, 0.129827, -0.226939, -0.319902, 0.705912, 0.707993, 0.015631, 0.0137823, -0.00383853, 0, 0.00316755, 0, 0, 0, 
[2025-10-20 16:16:02.044553] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [132] 1760991362044439, 2.98124, 0.129827, -0.226939, -0.319902, 0.705912, 0.707993, 0.015631, 0.0137823, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.047053] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [134] 1760991362046945, 2.98375, 0.129827, -0.226939, -0.319902, 0.705912, 0.707993, 0.015631, 0.0137823, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.049619] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [135] 1760991362049510, 2.98631, 0.129769, -0.226862, -0.319775, 0.705956, 0.707944, 0.0153712, 0.0143262, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.052413] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [136] 1760991362052298, 2.9891, 0.129769, -0.226862, -0.319775, 0.705956, 0.707944, 0.0153712, 0.0143262, -0.00582526, 0.00768714, 0.0127175, 0, -0.0403777, -0.113946, 
