[2025-10-20 11:11:37.964915] [0x0000007f8afdc7c0] [MocapTag] [0x00003005] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 11:11:44.107434] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2902] 1760973104107317, 8.81507, 0.104245, -0.231597, -0.325905, 0.706418, 0.707502, 0.0172516, 0.0108108, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.110255] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2903] 1760973104110144, 8.8179, 0.104245, -0.231597, -0.325905, 0.706418, 0.707502, 0.0172516, 0.0108108, 0, 0, -0.00312575, 0, 0, 0, 
[2025-10-20 11:11:44.112772] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2904] 1760973104112658, 8.82041, 0.104245, -0.231597, -0.325905, 0.706418, 0.707502, 0.0172516, 0.0108108, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.115320] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2906] 1760973104115266, 8.82302, 0.104245, -0.231597, -0.325905, 0.706418, 0.707502, 0.0172516, 0.0108108, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.118196] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2907] 1760973104118081, 8.82584, 0.104291, -0.23157, -0.325909, 0.706269, 0.70765, 0.0172329, 0.0109087, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.120832] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2908] 1760973104120719, 8.82847, 0.104291, -0.23157, -0.325909, 0.706269, 0.70765, 0.0172329, 0.0109087, 0.00466126, 0.00271534, 0, 0.0417709, 0, 0, 
[2025-10-20 11:11:44.123495] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2909] 1760973104123374, 8.83113, 0.104291, -0.23157, -0.325909, 0.706269, 0.70765, 0.0172329, 0.0109087, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.126133] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2911] 1760973104126030, 8.83379, 0.104305, -0.231596, -0.325843, 0.706423, 0.707499, 0.0171354, 0.0108706, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.128795] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2912] 1760973104128682, 8.83644, 0.104305, -0.231596, -0.325843, 0.706423, 0.707499, 0.0171354, 0.0108706, 0, -0.00258618, 0.00654688, -0.0435591, 0, 0, 
[2025-10-20 11:11:44.131350] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2913] 1760973104131241, 8.839, 0.104305, -0.231596, -0.325843, 0.706423, 0.707499, 0.0171354, 0.0108706, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.134627] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2914] 1760973104134539, 8.8423, 0.104305, -0.231596, -0.325843, 0.706423, 0.707499, 0.0171354, 0.0108706, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.137544] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2916] 1760973104137426, 8.84518, 0.104307, -0.231591, -0.325889, 0.706347, 0.707572, 0.0172207, 0.0108807, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.140239] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2917] 1760973104140128, 8.84788, 0.104307, -0.231591, -0.325889, 0.706347, 0.707572, 0.0172207, 0.0108807, 0, 0, -0.00457988, 0, 0, 0, 
[2025-10-20 11:11:44.142839] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2918] 1760973104142732, 8.85049, 0.104307, -0.231591, -0.325889, 0.706347, 0.707572, 0.0172207, 0.0108807, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.145473] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2920] 1760973104145416, 8.85317, 0.104307, -0.231591, -0.325889, 0.706347, 0.707572, 0.0172207, 0.0108807, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.148343] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2921] 1760973104148233, 8.85599, 0.104301, -0.23161, -0.325849, 0.706366, 0.707551, 0.0172363, 0.0109785, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.151350] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2922] 1760973104151245, 8.859, 0.104301, -0.23161, -0.325849, 0.706366, 0.707551, 0.0172363, 0.0109785, 0, 0, 0.00395733, 0, 0, 0, 
[2025-10-20 11:11:44.154279] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2923] 1760973104154167, 8.86192, 0.104301, -0.23161, -0.325849, 0.706366, 0.707551, 0.0172363, 0.0109785, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.157036] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2925] 1760973104156924, 8.86468, 0.104339, -0.231633, -0.325811, 0.706493, 0.707427, 0.0171392, 0.010998, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.159598] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2926] 1760973104159492, 8.86725, 0.104339, -0.231633, -0.325811, 0.706493, 0.707427, 0.0171392, 0.010998, 0.00378266, -0.00234167, 0.00379616, -0.0359535, 0, 0, 
[2025-10-20 11:11:44.162256] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2927] 1760973104162145, 8.8699, 0.104339, -0.231633, -0.325811, 0.706493, 0.707427, 0.0171392, 0.010998, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.166439] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2929] 1760973104166318, 8.87407, 0.104339, -0.231633, -0.325811, 0.706493, 0.707427, 0.0171392, 0.010998, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.169208] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2930] 1760973104169096, 8.87685, 0.104392, -0.231569, -0.325879, 0.706225, 0.707696, 0.0170912, 0.0109575, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.172113] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2931] 1760973104172003, 8.87976, 0.104392, -0.231569, -0.325879, 0.706225, 0.707696, 0.0170912, 0.0109575, 0.00528621, 0.0064798, -0.00673555, 0.0760794, 0, 0, 
[2025-10-20 11:11:44.175053] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2932] 1760973104174967, 8.88272, 0.104392, -0.231569, -0.325879, 0.706225, 0.707696, 0.0170912, 0.0109575, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.177549] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2934] 1760973104177436, 8.88519, 0.104383, -0.231626, -0.325837, 0.706469, 0.707455, 0.017037, 0.010856, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.180276] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2935] 1760973104180165, 8.88792, 0.104383, -0.231626, -0.325837, 0.706469, 0.707455, 0.017037, 0.010856, 0, -0.00575099, 0.00418932, -0.0687242, 0, 0, 
[2025-10-20 11:11:44.182869] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2936] 1760973104182759, 8.89052, 0.104383, -0.231626, -0.325837, 0.706469, 0.707455, 0.017037, 0.010856, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.185687] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2938] 1760973104185634, 8.89339, 0.104383, -0.231626, -0.325837, 0.706469, 0.707455, 0.017037, 0.010856, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.188738] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2939] 1760973104188620, 8.89638, 0.104408, -0.231606, -0.325857, 0.70641, 0.707515, 0.0170117, 0.0109131, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.191120] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2940] 1760973104191009, 8.89876, 0.104408, -0.231606, -0.325857, 0.70641, 0.707515, 0.0170117, 0.0109131, 0.00250487, 0.00202265, -0.00201762, 0, 0, 0, 
[2025-10-20 11:11:44.193990] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2941] 1760973104193878, 8.90163, 0.104408, -0.231606, -0.325857, 0.70641, 0.707515, 0.0170117, 0.0109131, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.198197] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2943] 1760973104198082, 8.90584, 0.104411, -0.231571, -0.325854, 0.706298, 0.707625, 0.0170189, 0.0110005, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.199837] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2944] 1760973104199730, 8.90749, 0.104411, -0.231571, -0.325854, 0.706298, 0.707625, 0.0170189, 0.0110005, 0, 0.00343265, 0, 0, 0, 0, 
[2025-10-20 11:11:44.202537] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2945] 1760973104202425, 8.91018, 0.104411, -0.231571, -0.325854, 0.706298, 0.707625, 0.0170189, 0.0110005, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.206442] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2947] 1760973104206324, 8.91408, 0.104411, -0.231571, -0.325854, 0.706298, 0.707625, 0.0170189, 0.0110005, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.207688] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2948] 1760973104207580, 8.91534, 0.104407, -0.231607, -0.325818, 0.706417, 0.707507, 0.0169903, 0.0109433, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.211168] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2949] 1760973104211056, 8.91881, 0.104407, -0.231607, -0.325818, 0.706417, 0.707507, 0.0169903, 0.0109433, 0, -0.00357009, 0.00354198, 0, 0, 0, 
[2025-10-20 11:11:44.213727] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2950] 1760973104213621, 8.92138, 0.104407, -0.231607, -0.325818, 0.706417, 0.707507, 0.0169903, 0.0109433, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.216284] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2952] 1760973104216166, 8.92392, 0.104413, -0.23157, -0.325868, 0.706311, 0.707608, 0.0170757, 0.0110989, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.219667] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2953] 1760973104219554, 8.92731, 0.104413, -0.23157, -0.325868, 0.706311, 0.707608, 0.0170757, 0.0110989, 0, 0.00375741, -0.00498548, 0, 0, 0, 
[2025-10-20 11:11:44.221346] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2954] 1760973104221241, 8.929, 0.104413, -0.23157, -0.325868, 0.706311, 0.707608, 0.0170757, 0.0110989, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.224126] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2955] 1760973104224016, 8.93177, 0.104413, -0.23157, -0.325868, 0.706311, 0.707608, 0.0170757, 0.0110989, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.227533] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2957] 1760973104227420, 8.93518, 0.104383, -0.231591, -0.325833, 0.706347, 0.707575, 0.0170416, 0.0110073, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.230305] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2958] 1760973104230183, 8.93794, 0.104383, -0.231591, -0.325833, 0.706347, 0.707575, 0.0170416, 0.0110073, -0.00303419, -0.00213771, 0.00350893, 0, 0, 0, 
[2025-10-20 11:11:44.232648] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2959] 1760973104232538, 8.94029, 0.104383, -0.231591, -0.325833, 0.706347, 0.707575, 0.0170416, 0.0110073, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.235784] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2961] 1760973104235693, 8.94345, 0.104383, -0.231591, -0.325833, 0.706347, 0.707575, 0.0170416, 0.0110073, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.237906] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2962] 1760973104237785, 8.94554, 0.104408, -0.231606, -0.325796, 0.706437, 0.707485, 0.0170325, 0.011021, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.240636] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2963] 1760973104240526, 8.94828, 0.104408, -0.231606, -0.325796, 0.706437, 0.707485, 0.0170325, 0.011021, 0.00251465, 0, 0.00370527, 0, 0, 0, 
[2025-10-20 11:11:44.243703] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2964] 1760973104243593, 8.95135, 0.104408, -0.231606, -0.325796, 0.706437, 0.707485, 0.0170325, 0.011021, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.246652] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2966] 1760973104246535, 8.95429, 0.104376, -0.231586, -0.325878, 0.706303, 0.707616, 0.0171542, 0.0110325, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.249251] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2967] 1760973104249143, 8.9569, 0.104376, -0.231586, -0.325878, 0.706303, 0.707616, 0.0171542, 0.0110325, -0.00317324, 0, -0.00819254, 0.0377297, 0, 0, 
[2025-10-20 11:11:44.251858] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2968] 1760973104251748, 8.9595, 0.104376, -0.231586, -0.325878, 0.706303, 0.707616, 0.0171542, 0.0110325, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.254617] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2969] 1760973104254503, 8.96226, 0.104376, -0.231586, -0.325878, 0.706303, 0.707616, 0.0171542, 0.0110325, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.257320] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2971] 1760973104257198, 8.96495, 0.104372, -0.231583, -0.325791, 0.706302, 0.70762, 0.0170092, 0.0110471, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.260390] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2972] 1760973104260280, 8.96804, 0.104372, -0.231583, -0.325791, 0.706302, 0.70762, 0.0170092, 0.0110471, 0, 0, 0.00871036, 0, 0, 0, 
[2025-10-20 11:11:44.264262] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2973] 1760973104264154, 8.97191, 0.104372, -0.231583, -0.325791, 0.706302, 0.70762, 0.0170092, 0.0110471, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.264938] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2974] 1760973104264851, 8.97261, 0.104372, -0.231583, -0.325791, 0.706302, 0.70762, 0.0170092, 0.0110471, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.269036] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2976] 1760973104268925, 8.97668, 0.104368, -0.231591, -0.325862, 0.706326, 0.707595, 0.0170855, 0.0109667, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.270527] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2977] 1760973104270407, 8.97816, 0.104368, -0.231591, -0.325862, 0.706326, 0.707595, 0.0170855, 0.0109667, 0, 0, -0.00710155, 0, 0, 0, 
[2025-10-20 11:11:44.273019] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2978] 1760973104272909, 8.98067, 0.104368, -0.231591, -0.325862, 0.706326, 0.707595, 0.0170855, 0.0109667, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.275935] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2980] 1760973104275827, 8.98358, 0.104368, -0.231591, -0.325862, 0.706326, 0.707595, 0.0170855, 0.0109667, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.278325] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2981] 1760973104278206, 8.98596, 0.104361, -0.23161, -0.325893, 0.706309, 0.707611, 0.0171011, 0.0110317, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.281146] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2982] 1760973104281033, 8.98879, 0.104361, -0.23161, -0.325893, 0.706309, 0.707611, 0.0171011, 0.0110317, 0, 0, -0.00308402, 0, 0, 0, 
[2025-10-20 11:11:44.283902] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2983] 1760973104283790, 8.99155, 0.104361, -0.23161, -0.325893, 0.706309, 0.707611, 0.0171011, 0.0110317, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.286442] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2985] 1760973104286322, 8.99408, 0.10433, -0.231639, -0.325851, 0.706443, 0.70748, 0.0170619, 0.0108846, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.289040] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2986] 1760973104288927, 8.99668, 0.10433, -0.231639, -0.325851, 0.706443, 0.70748, 0.0170619, 0.0108846, -0.00317845, -0.00284471, 0.00414496, -0.0374198, 0, 0, 
[2025-10-20 11:11:44.291725] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2987] 1760973104291608, 8.99936, 0.10433, -0.231639, -0.325851, 0.706443, 0.70748, 0.0170619, 0.0108846, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.294240] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2988] 1760973104294133, 9.00189, 0.10433, -0.231639, -0.325851, 0.706443, 0.70748, 0.0170619, 0.0108846, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.296915] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2990] 1760973104296801, 9.00456, 0.104344, -0.231597, -0.325925, 0.706258, 0.70766, 0.0172051, 0.0109528, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.299436] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2991] 1760973104299324, 9.00708, 0.104344, -0.231597, -0.325925, 0.706258, 0.70766, 0.0172051, 0.0109528, 0, 0.00415261, -0.00742754, 0.0519872, 0, 0, 
[2025-10-20 11:11:44.301863] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2992] 1760973104301755, 9.00951, 0.104344, -0.231597, -0.325925, 0.706258, 0.70766, 0.0172051, 0.0109528, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.304506] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2993] 1760973104304393, 9.01215, 0.104344, -0.231597, -0.325925, 0.706258, 0.70766, 0.0172051, 0.0109528, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.307026] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2995] 1760973104306915, 9.01467, 0.104284, -0.23164, -0.325878, 0.706384, 0.707537, 0.0171639, 0.0109094, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.309731] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2996] 1760973104309623, 9.01738, 0.104284, -0.23164, -0.325878, 0.706384, 0.707537, 0.0171639, 0.0109094, -0.00603559, -0.00421565, 0.00477487, -0.0353336, 0, 0, 
[2025-10-20 11:11:44.312343] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2997] 1760973104312229, 9.01999, 0.104284, -0.23164, -0.325878, 0.706384, 0.707537, 0.0171639, 0.0109094, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.314901] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [2998] 1760973104314817, 9.02257, 0.104284, -0.23164, -0.325878, 0.706384, 0.707537, 0.0171639, 0.0109094, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.317412] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3000] 1760973104317300, 9.02506, 0.104282, -0.231615, -0.325841, 0.706373, 0.707545, 0.0172522, 0.0109222, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.320425] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3001] 1760973104320314, 9.02807, 0.104282, -0.231615, -0.325841, 0.706373, 0.707545, 0.0172522, 0.0109222, 0, 0.00244595, 0.00370496, 0, 0, 0, 
[2025-10-20 11:11:44.322976] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3002] 1760973104322869, 9.03063, 0.104282, -0.231615, -0.325841, 0.706373, 0.707545, 0.0172522, 0.0109222, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.325493] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3004] 1760973104325433, 9.03319, 0.104262, -0.231603, -0.325876, 0.706298, 0.707619, 0.0173262, 0.0108725, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.328267] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3005] 1760973104328151, 9.03591, 0.104262, -0.231603, -0.325876, 0.706298, 0.707619, 0.0173262, 0.0108725, 0, 0, -0.00355479, 0, 0, 0, 
[2025-10-20 11:11:44.330767] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3006] 1760973104330657, 9.03841, 0.104262, -0.231603, -0.325876, 0.706298, 0.707619, 0.0173262, 0.0108725, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.333414] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3007] 1760973104333283, 9.04104, 0.104262, -0.231603, -0.325876, 0.706298, 0.707619, 0.0173262, 0.0108725, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.336021] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3009] 1760973104335941, 9.0437, 0.10423, -0.231621, -0.325831, 0.706411, 0.70751, 0.0172317, 0.0108033, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.338845] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3010] 1760973104338731, 9.04649, 0.10423, -0.231621, -0.325831, 0.706411, 0.70751, 0.0172317, 0.0108033, -0.00325378, 0, 0.00448242, 0, 0, 0, 
[2025-10-20 11:11:44.341304] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3011] 1760973104341193, 9.04895, 0.10423, -0.231621, -0.325831, 0.706411, 0.70751, 0.0172317, 0.0108033, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.343847] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3012] 1760973104343740, 9.0515, 0.10423, -0.231621, -0.325831, 0.706411, 0.70751, 0.0172317, 0.0108033, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.346524] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3014] 1760973104346409, 9.05416, 0.104243, -0.23157, -0.325884, 0.706281, 0.707638, 0.0172785, 0.0108004, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.349019] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3015] 1760973104348906, 9.05666, 0.104243, -0.23157, -0.325884, 0.706281, 0.707638, 0.0172785, 0.0108004, 0, 0.00515235, -0.00525845, 0.0366926, 0, 0, 
[2025-10-20 11:11:44.351545] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3016] 1760973104351434, 9.05919, 0.104243, -0.23157, -0.325884, 0.706281, 0.707638, 0.0172785, 0.0108004, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.354022] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3017] 1760973104353916, 9.06167, 0.104243, -0.23157, -0.325884, 0.706281, 0.707638, 0.0172785, 0.0108004, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.357436] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3019] 1760973104357318, 9.06507, 0.10427, -0.231555, -0.325845, 0.706279, 0.707641, 0.0171971, 0.0109077, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.360157] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3020] 1760973104360046, 9.0678, 0.10427, -0.231555, -0.325845, 0.706279, 0.707641, 0.0171971, 0.0109077, 0.00272493, 0, 0.00386622, 0, 0, 0, 
[2025-10-20 11:11:44.362464] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3021] 1760973104362360, 9.07012, 0.10427, -0.231555, -0.325845, 0.706279, 0.707641, 0.0171971, 0.0109077, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.365118] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3022] 1760973104365034, 9.07279, 0.10427, -0.231555, -0.325845, 0.706279, 0.707641, 0.0171971, 0.0109077, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.367592] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3024] 1760973104367480, 9.07524, 0.104303, -0.231563, -0.325813, 0.706365, 0.70756, 0.0170624, 0.0107899, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.370803] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3025] 1760973104370690, 9.07845, 0.104303, -0.231563, -0.325813, 0.706365, 0.70756, 0.0170624, 0.0107899, 0.00324136, 0, 0.00319561, 0, 0.0355881, 0, 
[2025-10-20 11:11:44.374237] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3026] 1760973104374130, 9.08189, 0.104303, -0.231563, -0.325813, 0.706365, 0.70756, 0.0170624, 0.0107899, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.376327] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3028] 1760973104376208, 9.08396, 0.104307, -0.231528, -0.325902, 0.706231, 0.707689, 0.0172062, 0.0108367, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.379804] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3029] 1760973104379691, 9.08745, 0.104307, -0.231528, -0.325902, 0.706231, 0.707689, 0.0172062, 0.0108367, 0, 0.00342746, -0.00883475, 0.0375986, 0, 0, 
[2025-10-20 11:11:44.381654] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3030] 1760973104381541, 9.0893, 0.104307, -0.231528, -0.325902, 0.706231, 0.707689, 0.0172062, 0.0108367, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.384262] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3031] 1760973104384150, 9.09191, 0.104307, -0.231528, -0.325902, 0.706231, 0.707689, 0.0172062, 0.0108367, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:44.386924] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3033] 1760973104386811, 9.09457, 0.104332, -0.231585, -0.325853, 0.706358, 0.707565, 0.0171213, 0.0108268, 0, 0, 0, 0, 0, 0, 
