[2025-10-20 11:11:37.964915] [0x0000007f8afdc7c0] [MocapTag] [0x00003005] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 11:11:37.967594] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [3] 1760973097967408, 2.67516, 0.10341, -0.23187, -0.321482, 0.700961, 0.712853, 0.0203928, 0.00884502, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:37.970045] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [4] 1760973097969950, 2.67771, 0.10341, -0.23187, -0.321482, 0.700961, 0.712853, 0.0203928, 0.00884502, 0.00483114, 0.00778787, -0.00474955, 0.037384, -0.0374049, 0, 
[2025-10-20 11:11:37.972448] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6] 1760973097972332, 2.68009, 0.10341, -0.23187, -0.321482, 0.700961, 0.712853, 0.0203928, 0.00884502, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:37.975240] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [8] 1760973097975166, 2.68292, 0.10341, -0.23187, -0.321482, 0.700961, 0.712853, 0.0203928, 0.00884502, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:37.977709] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [9] 1760973097977564, 2.68532, 0.104002, -0.231384, -0.325447, 0.705894, 0.708002, 0.0181641, 0.0107749, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:37.981013] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [10] 1760973097980905, 2.68866, 0.104002, -0.231384, -0.325447, 0.705894, 0.708002, 0.0181641, 0.0107749, 0.0592003, 0.0485529, -0.396578, -1.39687, 0, -0.617148, 
[2025-10-20 11:11:37.983807] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [11] 1760973097983694, 2.69145, 0.104002, -0.231384, -0.325447, 0.705894, 0.708002, 0.0181641, 0.0107749, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:37.986423] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [13] 1760973097986303, 2.69406, 0.103968, -0.231407, -0.325419, 0.705917, 0.70798, 0.0181654, 0.0107546, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:37.989036] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [14] 1760973097988922, 2.69668, 0.103968, -0.231407, -0.325419, 0.705917, 0.70798, 0.0181654, 0.0107546, -0.00340289, -0.00226586, 0.00284667, 0, 0, 0, 
[2025-10-20 11:11:37.991567] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [15] 1760973097991457, 2.69921, 0.103968, -0.231407, -0.325419, 0.705917, 0.70798, 0.0181654, 0.0107546, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:37.994259] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [16] 1760973097994143, 2.7019, 0.103968, -0.231407, -0.325419, 0.705917, 0.70798, 0.0181654, 0.0107546, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:37.996542] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [18] 1760973097996431, 2.70419, 0.104005, -0.231422, -0.325382, 0.705999, 0.707901, 0.0180631, 0.0107486, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:37.999795] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [19] 1760973097999681, 2.70744, 0.104005, -0.231422, -0.325382, 0.705999, 0.707901, 0.0180631, 0.0107486, 0.00369345, 0, 0.00366535, 0, 0, 0, 
[2025-10-20 11:11:38.002355] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [20] 1760973098002248, 2.71, 0.104005, -0.231422, -0.325382, 0.705999, 0.707901, 0.0180631, 0.0107486, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.005386] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [22] 1760973098005308, 2.71306, 0.104005, -0.231422, -0.325382, 0.705999, 0.707901, 0.0180631, 0.0107486, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.007934] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [23] 1760973098007821, 2.71558, 0.103971, -0.231434, -0.325404, 0.705957, 0.707942, 0.0181166, 0.0107357, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.010724] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [24] 1760973098010617, 2.71837, 0.103971, -0.231434, -0.325404, 0.705957, 0.707942, 0.0181166, 0.0107357, -0.00346001, 0, -0.002151, 0, 0, 0, 
[2025-10-20 11:11:38.013993] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [25] 1760973098013883, 2.72164, 0.103971, -0.231434, -0.325404, 0.705957, 0.707942, 0.0181166, 0.0107357, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.016682] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [27] 1760973098016570, 2.72433, 0.103984, -0.231413, -0.325422, 0.705978, 0.707921, 0.0181179, 0.0106823, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.019311] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [28] 1760973098019198, 2.72695, 0.103984, -0.231413, -0.325422, 0.705978, 0.707921, 0.0181179, 0.0106823, 0, 0.00208812, 0, 0, 0, 0, 
[2025-10-20 11:11:38.021763] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [29] 1760973098021656, 2.72941, 0.103984, -0.231413, -0.325422, 0.705978, 0.707921, 0.0181179, 0.0106823, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.024621] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [30] 1760973098024451, 2.73221, 0.103984, -0.231413, -0.325422, 0.705978, 0.707921, 0.0181179, 0.0106823, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.027682] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [32] 1760973098027570, 2.73533, 0.103994, -0.231394, -0.325425, 0.705982, 0.707918, 0.0180597, 0.0106909, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.031157] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [33] 1760973098031049, 2.73881, 0.103994, -0.231394, -0.325425, 0.705982, 0.707918, 0.0180597, 0.0106909, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.033063] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [34] 1760973098032946, 2.7407, 0.103994, -0.231394, -0.325425, 0.705982, 0.707918, 0.0180597, 0.0106909, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.035548] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [36] 1760973098035458, 2.74321, 0.103994, -0.231394, -0.325425, 0.705982, 0.707918, 0.0180597, 0.0106909, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.038098] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [37] 1760973098037937, 2.74569, 0.103975, -0.231401, -0.325427, 0.70602, 0.707881, 0.0181097, 0.0106318, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.040956] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [38] 1760973098040839, 2.74859, 0.103975, -0.231401, -0.325427, 0.70602, 0.707881, 0.0181097, 0.0106318, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.044363] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [39] 1760973098044278, 2.75203, 0.103975, -0.231401, -0.325427, 0.70602, 0.707881, 0.0181097, 0.0106318, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.047002] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [41] 1760973098046889, 2.75465, 0.103982, -0.231395, -0.325382, 0.70599, 0.70791, 0.0180742, 0.0107191, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.049492] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [42] 1760973098049385, 2.75714, 0.103982, -0.231395, -0.325382, 0.70599, 0.70791, 0.0180742, 0.0107191, 0, 0, 0.00447173, 0, 0, 0, 
[2025-10-20 11:11:38.051970] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [43] 1760973098051862, 2.75962, 0.103982, -0.231395, -0.325382, 0.70599, 0.70791, 0.0180742, 0.0107191, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.055927] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [45] 1760973098055817, 2.76357, 0.103982, -0.231395, -0.325382, 0.70599, 0.70791, 0.0180742, 0.0107191, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.057157] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [46] 1760973098057047, 2.7648, 0.103986, -0.231397, -0.325359, 0.706023, 0.707876, 0.0180861, 0.0107745, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.060485] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [47] 1760973098060376, 2.76813, 0.103986, -0.231397, -0.325359, 0.706023, 0.707876, 0.0180861, 0.0107745, 0, 0, 0.00232927, 0, 0, 0, 
[2025-10-20 11:11:38.062862] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [48] 1760973098062756, 2.77051, 0.103986, -0.231397, -0.325359, 0.706023, 0.707876, 0.0180861, 0.0107745, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.065612] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [50] 1760973098065500, 2.77326, 0.103986, -0.231397, -0.325359, 0.706023, 0.707876, 0.0180861, 0.0107745, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.068266] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [51] 1760973098068153, 2.77591, 0.103979, -0.23142, -0.325349, 0.706089, 0.707811, 0.0180777, 0.010728, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.070887] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [52] 1760973098070782, 2.77854, 0.103979, -0.23142, -0.325349, 0.706089, 0.707811, 0.0180777, 0.010728, 0, -0.00229359, 0, 0, 0, 0, 
[2025-10-20 11:11:38.073640] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [53] 1760973098073528, 2.78128, 0.103979, -0.23142, -0.325349, 0.706089, 0.707811, 0.0180777, 0.010728, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.076448] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [55] 1760973098076328, 2.78408, 0.103983, -0.231427, -0.325376, 0.706054, 0.707846, 0.0180945, 0.01074, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.079021] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [56] 1760973098078909, 2.78667, 0.103983, -0.231427, -0.325376, 0.706054, 0.707846, 0.0180945, 0.01074, 0, 0, -0.00270797, 0, 0, 0, 
[2025-10-20 11:11:38.081878] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [57] 1760973098081771, 2.78953, 0.103983, -0.231427, -0.325376, 0.706054, 0.707846, 0.0180945, 0.01074, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.084390] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [58] 1760973098084304, 2.79206, 0.103983, -0.231427, -0.325376, 0.706054, 0.707846, 0.0180945, 0.01074, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.086799] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [60] 1760973098086689, 2.79445, 0.104015, -0.231423, -0.325399, 0.706009, 0.707889, 0.018102, 0.0108147, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.089544] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [61] 1760973098089432, 2.79719, 0.104015, -0.231423, -0.325399, 0.706009, 0.707889, 0.018102, 0.0108147, 0.00322906, 0, -0.00230046, 0, 0, 0, 
[2025-10-20 11:11:38.092102] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [62] 1760973098091996, 2.79975, 0.104015, -0.231423, -0.325399, 0.706009, 0.707889, 0.018102, 0.0108147, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.094871] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [63] 1760973098094806, 2.80256, 0.104015, -0.231423, -0.325399, 0.706009, 0.707889, 0.018102, 0.0108147, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.097415] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [65] 1760973098097302, 2.80506, 0.104007, -0.231422, -0.32543, 0.705948, 0.70795, 0.0181497, 0.01077, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.100101] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [66] 1760973098099993, 2.80775, 0.104007, -0.231422, -0.32543, 0.705948, 0.70795, 0.0181497, 0.01077, 0, 0, -0.00311557, 0, 0, 0, 
[2025-10-20 11:11:38.102595] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [67] 1760973098102489, 2.81025, 0.104007, -0.231422, -0.32543, 0.705948, 0.70795, 0.0181497, 0.01077, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.105462] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [69] 1760973098105350, 2.81311, 0.104007, -0.231422, -0.32543, 0.705948, 0.70795, 0.0181497, 0.01077, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.107885] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [70] 1760973098107777, 2.81553, 0.104025, -0.231395, -0.325427, 0.705901, 0.707995, 0.0181457, 0.0107952, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.110659] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [71] 1760973098110548, 2.8183, 0.104025, -0.231395, -0.325427, 0.705901, 0.707995, 0.0181457, 0.0107952, 0, 0.00264263, 0, 0, 0, 0, 
[2025-10-20 11:11:38.113100] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [72] 1760973098112994, 2.82075, 0.104025, -0.231395, -0.325427, 0.705901, 0.707995, 0.0181457, 0.0107952, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.115914] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [74] 1760973098115802, 2.82356, 0.104027, -0.231417, -0.325393, 0.70598, 0.707918, 0.0180926, 0.0107964, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.118559] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [75] 1760973098118448, 2.8262, 0.104027, -0.231417, -0.325393, 0.70598, 0.707918, 0.0180926, 0.0107964, 0, -0.00213446, 0.00342742, 0, 0, 0, 
[2025-10-20 11:11:38.120967] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [76] 1760973098120864, 2.82862, 0.104027, -0.231417, -0.325393, 0.70598, 0.707918, 0.0180926, 0.0107964, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.123764] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [77] 1760973098123649, 2.83141, 0.104027, -0.231417, -0.325393, 0.70598, 0.707918, 0.0180926, 0.0107964, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.126246] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [79] 1760973098126134, 2.83389, 0.103992, -0.2314, -0.325393, 0.705986, 0.707912, 0.0181335, 0.0107894, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.128971] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [80] 1760973098128857, 2.83661, 0.103992, -0.2314, -0.325393, 0.705986, 0.707912, 0.0181335, 0.0107894, -0.00348074, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.131569] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [81] 1760973098131458, 2.83921, 0.103992, -0.2314, -0.325393, 0.705986, 0.707912, 0.0181335, 0.0107894, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.134142] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [82] 1760973098134027, 2.84178, 0.103992, -0.2314, -0.325393, 0.705986, 0.707912, 0.0181335, 0.0107894, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.137698] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [84] 1760973098137585, 2.84534, 0.104007, -0.231392, -0.325432, 0.705973, 0.707925, 0.018122, 0.0107385, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.140528] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [85] 1760973098140419, 2.84817, 0.104007, -0.231392, -0.325432, 0.705973, 0.707925, 0.018122, 0.0107385, 0, 0, -0.00390205, 0, 0, 0, 
[2025-10-20 11:11:38.143017] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [86] 1760973098142908, 2.85066, 0.104007, -0.231392, -0.325432, 0.705973, 0.707925, 0.018122, 0.0107385, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.145728] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [88] 1760973098145612, 2.85337, 0.103996, -0.231388, -0.325473, 0.705946, 0.707955, 0.0180842, 0.0106747, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.148469] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [89] 1760973098148356, 2.85611, 0.103996, -0.231388, -0.325473, 0.705946, 0.707955, 0.0180842, 0.0106747, 0, 0, -0.00408214, 0, 0, 0, 
[2025-10-20 11:11:38.151912] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [90] 1760973098151798, 2.85955, 0.103996, -0.231388, -0.325473, 0.705946, 0.707955, 0.0180842, 0.0106747, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.154514] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [91] 1760973098154425, 2.86218, 0.103996, -0.231388, -0.325473, 0.705946, 0.707955, 0.0180842, 0.0106747, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.157115] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [93] 1760973098157003, 2.86476, 0.103991, -0.23139, -0.325457, 0.705986, 0.707912, 0.0181414, 0.0107018, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.159770] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [94] 1760973098159659, 2.86741, 0.103991, -0.23139, -0.325457, 0.705986, 0.707912, 0.0181414, 0.0107018, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.162433] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [95] 1760973098162314, 2.87007, 0.103991, -0.23139, -0.325457, 0.705986, 0.707912, 0.0181414, 0.0107018, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.165047] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [96] 1760973098164956, 2.87271, 0.103991, -0.23139, -0.325457, 0.705986, 0.707912, 0.0181414, 0.0107018, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.167547] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [98] 1760973098167427, 2.87518, 0.104017, -0.231408, -0.325417, 0.705995, 0.707905, 0.0180568, 0.0107416, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.170924] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [99] 1760973098170812, 2.87857, 0.104017, -0.231408, -0.325417, 0.705995, 0.707905, 0.0180568, 0.0107416, 0.00259402, 0, 0.00397517, 0, 0, 0, 
[2025-10-20 11:11:38.173616] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [100] 1760973098173510, 2.88127, 0.104017, -0.231408, -0.325417, 0.705995, 0.707905, 0.0180568, 0.0107416, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.176223] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [102] 1760973098176103, 2.88386, 0.103993, -0.231419, -0.325384, 0.706006, 0.707894, 0.0180748, 0.01073, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.179017] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [103] 1760973098178907, 2.88666, 0.103993, -0.231419, -0.325384, 0.706006, 0.707894, 0.0180748, 0.01073, -0.00236874, 0, 0.00334776, 0, 0, 0, 
[2025-10-20 11:11:38.181496] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [104] 1760973098181387, 2.88914, 0.103993, -0.231419, -0.325384, 0.706006, 0.707894, 0.0180748, 0.01073, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.184473] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [105] 1760973098184384, 2.89214, 0.103993, -0.231419, -0.325384, 0.706006, 0.707894, 0.0180748, 0.01073, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.188063] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [107] 1760973098187922, 2.89568, 0.103991, -0.231426, -0.32536, 0.706006, 0.707894, 0.0180627, 0.010744, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.190256] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [108] 1760973098190147, 2.8979, 0.103991, -0.231426, -0.32536, 0.706006, 0.707894, 0.0180627, 0.010744, 0, 0, 0.00237568, 0, 0, 0, 
[2025-10-20 11:11:38.192376] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [109] 1760973098192269, 2.90002, 0.103991, -0.231426, -0.32536, 0.706006, 0.707894, 0.0180627, 0.010744, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.195566] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [111] 1760973098195467, 2.90322, 0.103991, -0.231426, -0.32536, 0.706006, 0.707894, 0.0180627, 0.010744, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.198095] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [112] 1760973098197954, 2.90571, 0.103994, -0.231424, -0.325351, 0.706047, 0.707853, 0.0180462, 0.0107891, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.201626] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [113] 1760973098201515, 2.90927, 0.103994, -0.231424, -0.325351, 0.706047, 0.707853, 0.0180462, 0.0107891, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.204547] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [114] 1760973098204449, 2.91221, 0.103994, -0.231424, -0.325351, 0.706047, 0.707853, 0.0180462, 0.0107891, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.207182] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [116] 1760973098207071, 2.91483, 0.103976, -0.231433, -0.325373, 0.706093, 0.707807, 0.0180744, 0.0107603, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.209778] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [117] 1760973098209661, 2.91742, 0.103976, -0.231433, -0.325373, 0.706093, 0.707807, 0.0180744, 0.0107603, 0, 0, -0.00216966, 0, 0, 0, 
[2025-10-20 11:11:38.212290] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [118] 1760973098212179, 2.91994, 0.103976, -0.231433, -0.325373, 0.706093, 0.707807, 0.0180744, 0.0107603, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.215028] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [119] 1760973098214941, 2.9227, 0.103976, -0.231433, -0.325373, 0.706093, 0.707807, 0.0180744, 0.0107603, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.217931] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [121] 1760973098217820, 2.92558, 0.103987, -0.231412, -0.325402, 0.706008, 0.707891, 0.0181205, 0.0107276, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.220365] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [122] 1760973098220260, 2.92802, 0.103987, -0.231412, -0.325402, 0.706008, 0.707891, 0.0181205, 0.0107276, 0, 0.00209997, -0.00291146, 0, 0, 0, 
[2025-10-20 11:11:38.222911] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [123] 1760973098222775, 2.93053, 0.103987, -0.231412, -0.325402, 0.706008, 0.707891, 0.0181205, 0.0107276, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.225539] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [125] 1760973098225464, 2.93322, 0.103987, -0.231412, -0.325402, 0.706008, 0.707891, 0.0181205, 0.0107276, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.228078] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [126] 1760973098227943, 2.9357, 0.103987, -0.231387, -0.325415, 0.705971, 0.707928, 0.0181377, 0.0107149, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.231480] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [127] 1760973098231329, 2.93908, 0.103987, -0.231387, -0.325415, 0.705971, 0.707928, 0.0181377, 0.0107149, 0, 0.00245192, 0, 0, 0, 0, 
[2025-10-20 11:11:38.234147] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [128] 1760973098234031, 2.94179, 0.103987, -0.231387, -0.325415, 0.705971, 0.707928, 0.0181377, 0.0107149, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.236740] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [130] 1760973098236629, 2.94439, 0.103986, -0.231368, -0.325432, 0.705899, 0.707998, 0.0181794, 0.0107552, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.239402] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [131] 1760973098239293, 2.94705, 0.103986, -0.231368, -0.325432, 0.705899, 0.707998, 0.0181794, 0.0107552, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.241984] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [132] 1760973098241878, 2.94963, 0.103986, -0.231368, -0.325432, 0.705899, 0.707998, 0.0181794, 0.0107552, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.244625] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [133] 1760973098244539, 2.95229, 0.103986, -0.231368, -0.325432, 0.705899, 0.707998, 0.0181794, 0.0107552, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.247309] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [135] 1760973098247197, 2.95495, 0.103989, -0.231388, -0.325427, 0.705974, 0.707925, 0.0181116, 0.0107152, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:38.249875] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [136] 1760973098249767, 2.95752, 0.103989, -0.231388, -0.325427, 0.705974, 0.707925, 0.0181116, 0.0107152, 0, -0.00201397, 0, 0, 0, 0, 
[2025-10-20 11:11:38.252431] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [137] 1760973098252321, 2.96008, 0.103989, -0.231388, -0.325427, 0.705974, 0.707925, 0.0181116, 0.0107152, 0, 0, 0, 0, 0, 0, 
