[2025-10-20 15:39:44.690780] [0x0000007f900067c0] [MocapTag] [0x00000a55] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 15:39:44.693824] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [3] 1760989184693643, 2.75527, 0.122753, -0.23054, -0.320058, 0.706124, 0.707721, 0.0154392, 0.0167897, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.696382] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [5] 1760989184696254, 2.75788, 0.122753, -0.23054, -0.320058, 0.706124, 0.707721, 0.0154392, 0.0167897, 0, 0.00439232, 0, 0, 0, 0, 
[2025-10-20 15:39:44.698827] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [6] 1760989184698707, 2.76034, 0.122753, -0.23054, -0.320058, 0.706124, 0.707721, 0.0154392, 0.0167897, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.701731] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [8] 1760989184701600, 2.76323, 0.122753, -0.23054, -0.320058, 0.706124, 0.707721, 0.0154392, 0.0167897, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.704537] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [9] 1760989184704426, 2.76606, 0.122778, -0.230516, -0.320118, 0.706058, 0.707778, 0.0156953, 0.0169382, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.707234] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [10] 1760989184707126, 2.76876, 0.122778, -0.230516, -0.320118, 0.706058, 0.707778, 0.0156953, 0.0169382, 0.00250988, 0.00242018, -0.0059579, 0, -0.057226, 0, 
[2025-10-20 15:39:44.710066] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [12] 1760989184709981, 2.77161, 0.122778, -0.230516, -0.320118, 0.706058, 0.707778, 0.0156953, 0.0169382, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.712455] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13] 1760989184712341, 2.77397, 0.122767, -0.230555, -0.320076, 0.706093, 0.707751, 0.0153722, 0.0168657, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.715230] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [14] 1760989184715116, 2.77675, 0.122767, -0.230555, -0.320076, 0.706093, 0.707751, 0.0153722, 0.0168657, 0, -0.00397201, 0.00415883, 0, 0.0559267, -0.0357214, 
[2025-10-20 15:39:44.717585] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [15] 1760989184717479, 2.77911, 0.122767, -0.230555, -0.320076, 0.706093, 0.707751, 0.0153722, 0.0168657, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.720689] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [17] 1760989184720569, 2.7822, 0.122767, -0.230555, -0.320076, 0.706093, 0.707751, 0.0153722, 0.0168657, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.722991] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [18] 1760989184722881, 2.78451, 0.122773, -0.230595, -0.320049, 0.706151, 0.707694, 0.0154413, 0.0167698, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.725898] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [19] 1760989184725786, 2.78742, 0.122773, -0.230595, -0.320049, 0.706151, 0.707694, 0.0154413, 0.0167698, 0, -0.00397057, 0.0027301, 0, 0, 0, 
[2025-10-20 15:39:44.728203] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [20] 1760989184728099, 2.78973, 0.122773, -0.230595, -0.320049, 0.706151, 0.707694, 0.0154413, 0.0167698, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.731760] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [22] 1760989184731652, 2.79328, 0.122773, -0.230595, -0.320049, 0.706151, 0.707694, 0.0154413, 0.0167698, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.733621] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [23] 1760989184733504, 2.79513, 0.122737, -0.230575, -0.320044, 0.706167, 0.707682, 0.0152927, 0.016734, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.736628] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [24] 1760989184736519, 2.79815, 0.122737, -0.230575, -0.320044, 0.706167, 0.707682, 0.0152927, 0.016734, -0.00352839, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.739117] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [25] 1760989184739001, 2.80063, 0.122737, -0.230575, -0.320044, 0.706167, 0.707682, 0.0152927, 0.016734, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.741787] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [27] 1760989184741674, 2.8033, 0.122737, -0.230575, -0.320044, 0.706167, 0.707682, 0.0152927, 0.016734, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.744194] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [28] 1760989184744090, 2.80572, 0.122753, -0.23058, -0.320041, 0.706166, 0.707683, 0.0152558, 0.0167844, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.746942] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [29] 1760989184746815, 2.80844, 0.122753, -0.23058, -0.320041, 0.706166, 0.707683, 0.0152558, 0.0167844, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.749502] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [30] 1760989184749414, 2.81104, 0.122753, -0.23058, -0.320041, 0.706166, 0.707683, 0.0152558, 0.0167844, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.752531] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [32] 1760989184752419, 2.81405, 0.122738, -0.230577, -0.320047, 0.706174, 0.707674, 0.0153041, 0.0167671, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.755405] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [33] 1760989184755295, 2.81692, 0.122738, -0.230577, -0.320047, 0.706174, 0.707674, 0.0153041, 0.0167671, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.758228] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [34] 1760989184758120, 2.81975, 0.122738, -0.230577, -0.320047, 0.706174, 0.707674, 0.0153041, 0.0167671, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.761141] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [36] 1760989184760948, 2.82258, 0.122738, -0.230577, -0.320047, 0.706174, 0.707674, 0.0153041, 0.0167671, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.763605] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [37] 1760989184763499, 2.82513, 0.122744, -0.230578, -0.320044, 0.706187, 0.707662, 0.0152895, 0.0167456, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.767117] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [38] 1760989184767007, 2.82864, 0.122744, -0.230578, -0.320044, 0.706187, 0.707662, 0.0152895, 0.0167456, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.769623] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [39] 1760989184769535, 2.83116, 0.122744, -0.230578, -0.320044, 0.706187, 0.707662, 0.0152895, 0.0167456, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.772177] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [41] 1760989184772054, 2.83368, 0.122744, -0.230584, -0.320062, 0.70616, 0.707689, 0.0152837, 0.0167597, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.775027] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [42] 1760989184774917, 2.83655, 0.122744, -0.230584, -0.320062, 0.70616, 0.707689, 0.0152837, 0.0167597, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.777383] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [43] 1760989184777276, 2.83891, 0.122744, -0.230584, -0.320062, 0.70616, 0.707689, 0.0152837, 0.0167597, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.780219] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [45] 1760989184780117, 2.84175, 0.122744, -0.230584, -0.320062, 0.70616, 0.707689, 0.0152837, 0.0167597, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.783150] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [46] 1760989184783040, 2.84467, 0.122769, -0.230575, -0.32005, 0.706123, 0.707719, 0.0154699, 0.0168573, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.786051] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [47] 1760989184785935, 2.84756, 0.122769, -0.230575, -0.32005, 0.706123, 0.707719, 0.0154699, 0.0168573, 0.00248092, 0, 0, 0, -0.0401307, 0, 
[2025-10-20 15:39:44.788624] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [48] 1760989184788515, 2.85014, 0.122769, -0.230575, -0.32005, 0.706123, 0.707719, 0.0154699, 0.0168573, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.791949] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [50] 1760989184791832, 2.85346, 0.122769, -0.230575, -0.32005, 0.706123, 0.707719, 0.0154699, 0.0168573, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.795000] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [51] 1760989184794887, 2.85652, 0.122775, -0.230576, -0.32005, 0.706127, 0.707718, 0.0154148, 0.0167983, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.798130] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [52] 1760989184798023, 2.85965, 0.122775, -0.230576, -0.32005, 0.706127, 0.707718, 0.0154148, 0.0167983, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.800917] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [54] 1760989184800796, 2.86243, 0.122775, -0.230576, -0.32005, 0.706127, 0.707718, 0.0154148, 0.0167983, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.803527] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [55] 1760989184803416, 2.86505, 0.122763, -0.230524, -0.320141, 0.706082, 0.707757, 0.0156117, 0.01687, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.806555] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [56] 1760989184806435, 2.86807, 0.122763, -0.230524, -0.320141, 0.706082, 0.707757, 0.0156117, 0.01687, 0, 0.00516128, -0.00905399, 0, -0.0379834, 0, 
[2025-10-20 15:39:44.808868] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [57] 1760989184808751, 2.87038, 0.122763, -0.230524, -0.320141, 0.706082, 0.707757, 0.0156117, 0.01687, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.812439] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [59] 1760989184812318, 2.87395, 0.122763, -0.230524, -0.320141, 0.706082, 0.707757, 0.0156117, 0.01687, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.814912] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [60] 1760989184814801, 2.87643, 0.122742, -0.230563, -0.32008, 0.706129, 0.707718, 0.0153702, 0.0167708, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.817598] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [61] 1760989184817489, 2.87912, 0.122742, -0.230563, -0.32008, 0.706129, 0.707718, 0.0153702, 0.0167708, -0.00208634, -0.00385052, 0.00608093, 0, 0.0481717, 0, 
[2025-10-20 15:39:44.820632] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [63] 1760989184820512, 2.88214, 0.122742, -0.230563, -0.32008, 0.706129, 0.707718, 0.0153702, 0.0167708, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.822985] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [64] 1760989184822877, 2.88451, 0.122765, -0.230611, -0.320046, 0.706159, 0.707685, 0.0154295, 0.0168533, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.825732] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [65] 1760989184825617, 2.88725, 0.122765, -0.230611, -0.320046, 0.706159, 0.707685, 0.0154295, 0.0168533, 0.00221284, -0.00481277, 0.00340341, 0, 0, 0, 
[2025-10-20 15:39:44.828848] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [66] 1760989184828741, 2.89037, 0.122765, -0.230611, -0.320046, 0.706159, 0.707685, 0.0154295, 0.0168533, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.831662] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [68] 1760989184831551, 2.89318, 0.122765, -0.230611, -0.320046, 0.706159, 0.707685, 0.0154295, 0.0168533, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.834086] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [69] 1760989184833974, 2.8956, 0.122774, -0.230517, -0.32015, 0.706059, 0.707778, 0.0156183, 0.016911, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.836794] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [70] 1760989184836681, 2.89831, 0.122774, -0.230517, -0.32015, 0.706059, 0.707778, 0.0156183, 0.016911, 0, 0.00933637, -0.0103892, 0, 0, 0, 
[2025-10-20 15:39:44.839244] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [71] 1760989184839133, 2.90076, 0.122774, -0.230517, -0.32015, 0.706059, 0.707778, 0.0156183, 0.016911, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.841922] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [73] 1760989184841809, 2.90344, 0.122774, -0.230517, -0.32015, 0.706059, 0.707778, 0.0156183, 0.016911, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.845349] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [74] 1760989184845243, 2.90687, 0.122735, -0.230593, -0.320048, 0.70615, 0.707701, 0.0152643, 0.016711, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.848315] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [75] 1760989184848196, 2.90983, 0.122735, -0.230593, -0.320048, 0.70615, 0.707701, 0.0152643, 0.016711, -0.00387383, -0.0075872, 0.0101812, 0, 0.0783447, 0, 
[2025-10-20 15:39:44.851086] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [77] 1760989184850943, 2.91257, 0.122735, -0.230593, -0.320048, 0.70615, 0.707701, 0.0152643, 0.016711, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.853517] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [78] 1760989184853395, 2.91502, 0.122766, -0.230527, -0.320135, 0.706027, 0.707811, 0.0155572, 0.0169482, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.856260] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [79] 1760989184856148, 2.91778, 0.122766, -0.230527, -0.320135, 0.706027, 0.707811, 0.0155572, 0.0169482, 0.00312295, 0.00661404, -0.00876578, 0, -0.0749849, 0, 
[2025-10-20 15:39:44.859640] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [80] 1760989184859551, 2.92118, 0.122766, -0.230527, -0.320135, 0.706027, 0.707811, 0.0155572, 0.0169482, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.862724] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [82] 1760989184862612, 2.92424, 0.122765, -0.230593, -0.320062, 0.706159, 0.707686, 0.0154015, 0.016809, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.865300] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [83] 1760989184865185, 2.92681, 0.122765, -0.230593, -0.320062, 0.706159, 0.707686, 0.0154015, 0.016809, 0, -0.00663512, 0.00729159, -0.0364065, 0.0417311, 0, 
[2025-10-20 15:39:44.868150] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [84] 1760989184868040, 2.92967, 0.122765, -0.230593, -0.320062, 0.706159, 0.707686, 0.0154015, 0.016809, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.871153] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [86] 1760989184871003, 2.93263, 0.122765, -0.230593, -0.320062, 0.706159, 0.707686, 0.0154015, 0.016809, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.873877] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [87] 1760989184873763, 2.93539, 0.122768, -0.230541, -0.320148, 0.706067, 0.707773, 0.015538, 0.0168734, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.876783] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [88] 1760989184876672, 2.9383, 0.122768, -0.230541, -0.320148, 0.706067, 0.707773, 0.015538, 0.0168734, 0, 0.00523407, -0.0085947, 0, 0, 0, 
[2025-10-20 15:39:44.879472] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [89] 1760989184879374, 2.941, 0.122768, -0.230541, -0.320148, 0.706067, 0.707773, 0.015538, 0.0168734, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.881915] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [91] 1760989184881803, 2.94343, 0.122768, -0.230541, -0.320148, 0.706067, 0.707773, 0.015538, 0.0168734, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.884522] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [92] 1760989184884372, 2.946, 0.122749, -0.230562, -0.320101, 0.706115, 0.70773, 0.0154121, 0.0168141, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.887293] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [93] 1760989184887181, 2.94881, 0.122749, -0.230562, -0.320101, 0.706115, 0.70773, 0.0154121, 0.0168141, 0, -0.00207205, 0.004747, 0, 0, 0, 
[2025-10-20 15:39:44.890633] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [95] 1760989184890520, 2.95215, 0.122749, -0.230562, -0.320101, 0.706115, 0.70773, 0.0154121, 0.0168141, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.893190] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [96] 1760989184893068, 2.9547, 0.122773, -0.230597, -0.320059, 0.706183, 0.707667, 0.0152165, 0.0167695, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.895909] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [97] 1760989184895784, 2.95741, 0.122773, -0.230597, -0.320059, 0.706183, 0.707667, 0.0152165, 0.0167695, 0.00234613, -0.00352833, 0.00423339, 0, 0, 0, 
[2025-10-20 15:39:44.898512] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [98] 1760989184898402, 2.96003, 0.122773, -0.230597, -0.320059, 0.706183, 0.707667, 0.0152165, 0.0167695, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.901241] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [100] 1760989184901119, 2.96275, 0.122773, -0.230597, -0.320059, 0.706183, 0.707667, 0.0152165, 0.0167695, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.903971] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [101] 1760989184903861, 2.96549, 0.122749, -0.230539, -0.320122, 0.706085, 0.707756, 0.0155458, 0.0168614, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.906747] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [102] 1760989184906633, 2.96826, 0.122749, -0.230539, -0.320122, 0.706085, 0.707756, 0.0155458, 0.0168614, -0.00240856, 0.00582486, -0.00637647, 0, -0.0595815, 0, 
[2025-10-20 15:39:44.909394] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [103] 1760989184909297, 2.97093, 0.122749, -0.230539, -0.320122, 0.706085, 0.707756, 0.0155458, 0.0168614, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.912040] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [105] 1760989184911928, 2.97356, 0.122757, -0.230548, -0.320122, 0.706075, 0.707767, 0.0154578, 0.0168855, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.914735] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [106] 1760989184914629, 2.97626, 0.122757, -0.230548, -0.320122, 0.706075, 0.707767, 0.0154578, 0.0168855, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.917383] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [107] 1760989184917273, 2.9789, 0.122757, -0.230548, -0.320122, 0.706075, 0.707767, 0.0154578, 0.0168855, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.919855] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [109] 1760989184919796, 2.98143, 0.122757, -0.230548, -0.320122, 0.706075, 0.707767, 0.0154578, 0.0168855, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.922790] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [110] 1760989184922655, 2.98428, 0.122772, -0.230588, -0.320086, 0.706135, 0.70771, 0.015361, 0.0168436, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.925601] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [111] 1760989184925485, 2.98712, 0.122772, -0.230588, -0.320086, 0.706135, 0.70771, 0.015361, 0.0168436, 0, -0.00401249, 0.00359212, 0, 0, 0, 
[2025-10-20 15:39:44.928073] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [112] 1760989184927962, 2.98959, 0.122772, -0.230588, -0.320086, 0.706135, 0.70771, 0.015361, 0.0168436, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.931281] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [114] 1760989184931164, 2.99279, 0.122772, -0.230588, -0.320086, 0.706135, 0.70771, 0.015361, 0.0168436, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.933272] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [115] 1760989184933163, 2.99479, 0.122767, -0.230594, -0.320085, 0.706158, 0.707688, 0.0153605, 0.0168298, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.936002] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [116] 1760989184935893, 2.99752, 0.122767, -0.230594, -0.320085, 0.706158, 0.707688, 0.0153605, 0.0168298, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.938709] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [117] 1760989184938593, 3.00022, 0.122767, -0.230594, -0.320085, 0.706158, 0.707688, 0.0153605, 0.0168298, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.941703] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [119] 1760989184941589, 3.00322, 0.122767, -0.230594, -0.320085, 0.706158, 0.707688, 0.0153605, 0.0168298, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.944291] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [120] 1760989184944182, 3.00581, 0.122697, -0.230583, -0.32008, 0.706189, 0.707661, 0.0153295, 0.016657, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.946905] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [121] 1760989184946792, 3.00842, 0.122697, -0.230583, -0.32008, 0.706189, 0.707661, 0.0153295, 0.016657, -0.00701112, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.949413] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [122] 1760989184949324, 3.01095, 0.122697, -0.230583, -0.32008, 0.706189, 0.707661, 0.0153295, 0.016657, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.952039] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [124] 1760989184951928, 3.01356, 0.122763, -0.230575, -0.320109, 0.706133, 0.707716, 0.0153156, 0.0167358, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.954788] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [125] 1760989184954679, 3.01631, 0.122763, -0.230575, -0.320109, 0.706133, 0.707716, 0.0153156, 0.0167358, 0.00659924, 0, -0.00289036, 0, 0, 0, 
[2025-10-20 15:39:44.957196] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [126] 1760989184957086, 3.01872, 0.122763, -0.230575, -0.320109, 0.706133, 0.707716, 0.0153156, 0.0167358, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.960280] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [128] 1760989184960190, 3.02182, 0.122763, -0.230575, -0.320109, 0.706133, 0.707716, 0.0153156, 0.0167358, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.962666] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [129] 1760989184962554, 3.02418, 0.122762, -0.230566, -0.320109, 0.706113, 0.707732, 0.0154089, 0.0168063, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.965143] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [130] 1760989184965017, 3.02665, 0.122762, -0.230566, -0.320109, 0.706113, 0.707732, 0.0154089, 0.0168063, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.967645] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [131] 1760989184967533, 3.02916, 0.122762, -0.230566, -0.320109, 0.706113, 0.707732, 0.0154089, 0.0168063, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.970572] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [133] 1760989184970451, 3.03208, 0.122762, -0.230566, -0.320109, 0.706113, 0.707732, 0.0154089, 0.0168063, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.973390] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [134] 1760989184973280, 3.03491, 0.122782, -0.230549, -0.320115, 0.706094, 0.707749, 0.0154398, 0.016849, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.975921] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [135] 1760989184975803, 3.03743, 0.122782, -0.230549, -0.320115, 0.706094, 0.707749, 0.0154398, 0.016849, 0.00202508, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.978660] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [136] 1760989184978548, 3.04018, 0.122782, -0.230549, -0.320115, 0.706094, 0.707749, 0.0154398, 0.016849, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.981145] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [138] 1760989184980996, 3.04263, 0.122782, -0.230549, -0.320115, 0.706094, 0.707749, 0.0154398, 0.016849, 0, 0, 0, 0, 0, 0, 
