[2025-10-20 15:39:44.690780] [0x0000007f900067c0] [MocapTag] [0x00000a55] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 15:40:13.968887] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13829] 1760989213968764, 32.0304, 0.115749, -0.218948, -0.467719, 0.674014, 0.691417, -0.184118, -0.183707, 0.00700671, 0.0104936, 0.437409, 0, 0, 0, 
[2025-10-20 15:40:13.971330] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13830] 1760989213971213, 32.0328, 0.115749, -0.218948, -0.467719, 0.674014, 0.691417, -0.184118, -0.183707, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:13.973422] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13831] 1760989213973308, 32.0349, 0.115749, -0.218948, -0.467719, 0.674014, 0.691417, -0.184118, -0.183707, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:13.975236] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13832] 1760989213975152, 32.0368, 0.116451, -0.215987, -0.463772, 0.681088, 0.690275, -0.174915, -0.170425, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:13.977277] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13834] 1760989213977156, 32.0388, 0.116451, -0.215987, -0.463772, 0.681088, 0.690275, -0.174915, -0.170425, 0.0702004, 0.296124, 0.394645, -1.15937, -3.28669, -0.254205, 
[2025-10-20 15:40:13.979002] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13835] 1760989213978889, 32.0405, 0.116451, -0.215987, -0.463772, 0.681088, 0.690275, -0.174915, -0.170425, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:13.981018] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13836] 1760989213980893, 32.0425, 0.116451, -0.215987, -0.463772, 0.681088, 0.690275, -0.174915, -0.170425, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:13.982932] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13837] 1760989213982814, 32.0444, 0.116518, -0.215817, -0.459659, 0.681117, 0.690295, -0.174506, -0.170646, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:13.984924] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13838] 1760989213984809, 32.0464, 0.116518, -0.215817, -0.459659, 0.681117, 0.690295, -0.174506, -0.170646, 0.0067663, 0.0169594, 0.411343, 0, 0, 0.0987571, 
[2025-10-20 15:40:13.988546] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13840] 1760989213988426, 32.0501, 0.116518, -0.215817, -0.459659, 0.681117, 0.690295, -0.174506, -0.170646, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:13.990536] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13841] 1760989213990419, 32.052, 0.116594, -0.215625, -0.455599, 0.681186, 0.690341, -0.173972, -0.17073, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:13.994716] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13842] 1760989213994634, 32.0563, 0.116594, -0.215625, -0.455599, 0.681186, 0.690341, -0.173972, -0.17073, 0.00753158, 0.0192738, 0.406007, 0, -0.0647545, 0.0979029, 
[2025-10-20 15:40:13.996623] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13844] 1760989213996503, 32.0581, 0.116594, -0.215625, -0.455599, 0.681186, 0.690341, -0.173972, -0.17073, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:13.998906] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13845] 1760989213998791, 32.0604, 0.116594, -0.215625, -0.455599, 0.681186, 0.690341, -0.173972, -0.17073, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.000750] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13846] 1760989214000623, 32.0623, 0.116685, -0.215327, -0.451664, 0.681402, 0.690252, -0.1733, -0.170913, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.002940] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13847] 1760989214002818, 32.0644, 0.116685, -0.215327, -0.451664, 0.681402, 0.690252, -0.1733, -0.170913, 0.00919064, 0.0297791, 0.393497, -0.0813842, -0.0703275, 0.145639, 
[2025-10-20 15:40:14.005172] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13848] 1760989214005059, 32.0667, 0.116685, -0.215327, -0.451664, 0.681402, 0.690252, -0.1733, -0.170913, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.009155] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13850] 1760989214009042, 32.0707, 0.116685, -0.215327, -0.451664, 0.681402, 0.690252, -0.1733, -0.170913, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.011172] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13851] 1760989214011029, 32.0727, 0.116739, -0.21512, -0.44781, 0.681244, 0.690552, -0.17263, -0.171007, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.013309] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13852] 1760989214013187, 32.0748, 0.116739, -0.21512, -0.44781, 0.681244, 0.690552, -0.17263, -0.171007, 0.00540006, 0.0207105, 0.385399, 0.0406742, -0.0832528, 0.10201, 
[2025-10-20 15:40:14.015154] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13853] 1760989214015040, 32.0767, 0.116739, -0.21512, -0.44781, 0.681244, 0.690552, -0.17263, -0.171007, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.017482] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13855] 1760989214017364, 32.079, 0.116789, -0.214886, -0.44403, 0.681191, 0.690748, -0.171796, -0.171265, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.019396] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13856] 1760989214019283, 32.0809, 0.116789, -0.214886, -0.44403, 0.681191, 0.690748, -0.171796, -0.171265, 0.00493854, 0.0233458, 0.378046, 0, -0.0829995, 0.160957, 
[2025-10-20 15:40:14.021357] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13857] 1760989214021233, 32.0829, 0.116789, -0.214886, -0.44403, 0.681191, 0.690748, -0.171796, -0.171265, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.025167] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13858] 1760989214025081, 32.0867, 0.116789, -0.214886, -0.44403, 0.681191, 0.690748, -0.171796, -0.171265, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.027234] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13860] 1760989214027121, 32.0888, 0.116845, -0.214603, -0.440374, 0.681171, 0.690913, -0.170972, -0.171505, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.029114] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13861] 1760989214029000, 32.0906, 0.116845, -0.214603, -0.440374, 0.681171, 0.690913, -0.170972, -0.171505, 0.00560041, 0.0283724, 0.365514, 0, -0.0840098, 0.159001, 
[2025-10-20 15:40:14.031235] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13862] 1760989214031117, 32.0927, 0.116845, -0.214603, -0.440374, 0.681171, 0.690913, -0.170972, -0.171505, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.035166] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13863] 1760989214035079, 32.0967, 0.116908, -0.214314, -0.436809, 0.681008, 0.691136, -0.170221, -0.172001, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.037181] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13865] 1760989214037056, 32.0987, 0.116908, -0.214314, -0.436809, 0.681008, 0.691136, -0.170221, -0.172001, 0.00630196, 0.0288639, 0.356553, 0, -0.0358939, 0.17917, 
[2025-10-20 15:40:14.039057] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13866] 1760989214038944, 32.1006, 0.116908, -0.214314, -0.436809, 0.681008, 0.691136, -0.170221, -0.172001, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.040733] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13867] 1760989214040616, 32.1022, 0.116908, -0.214314, -0.436809, 0.681008, 0.691136, -0.170221, -0.172001, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.042692] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13868] 1760989214042574, 32.1042, 0.116991, -0.21407, -0.433385, 0.68097, 0.691256, -0.16941, -0.17247, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.044796] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13869] 1760989214044698, 32.1063, 0.116991, -0.21407, -0.433385, 0.68097, 0.691256, -0.16941, -0.17247, 0.0083168, 0.0244252, 0.342399, 0, -0.0484139, 0.193234, 
[2025-10-20 15:40:14.046678] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13871] 1760989214046546, 32.1082, 0.116991, -0.21407, -0.433385, 0.68097, 0.691256, -0.16941, -0.17247, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.050512] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13872] 1760989214050398, 32.112, 0.116991, -0.21407, -0.433385, 0.68097, 0.691256, -0.16941, -0.17247, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.052708] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13873] 1760989214052591, 32.1142, 0.117042, -0.213829, -0.430019, 0.6809, 0.691453, -0.168714, -0.172637, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.055585] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13875] 1760989214055448, 32.1171, 0.117042, -0.213829, -0.430019, 0.6809, 0.691453, -0.168714, -0.172637, 0.00505877, 0.0240393, 0.33659, 0, -0.0760645, 0.12429, 
[2025-10-20 15:40:14.057835] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13876] 1760989214057688, 32.1193, 0.117042, -0.213829, -0.430019, 0.6809, 0.691453, -0.168714, -0.172637, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.061945] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13877] 1760989214061832, 32.1235, 0.117099, -0.213626, -0.426769, 0.681005, 0.691545, -0.167774, -0.172771, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.063815] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13878] 1760989214063691, 32.1253, 0.117099, -0.213626, -0.426769, 0.681005, 0.691545, -0.167774, -0.172771, 0.00569517, 0.0203004, 0.324975, -0.0436664, -0.11625, 0.168189, 
[2025-10-20 15:40:14.065903] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13879] 1760989214065787, 32.1274, 0.117099, -0.213626, -0.426769, 0.681005, 0.691545, -0.167774, -0.172771, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.067823] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13881] 1760989214067670, 32.1293, 0.117099, -0.213626, -0.426769, 0.681005, 0.691545, -0.167774, -0.172771, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.072330] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13882] 1760989214072212, 32.1338, 0.117109, -0.213405, -0.423741, 0.680834, 0.691673, -0.167568, -0.173131, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.074306] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13883] 1760989214074190, 32.1358, 0.117109, -0.213405, -0.423741, 0.680834, 0.691673, -0.167568, -0.173131, 0, 0.0221457, 0.302802, 0, 0, 0.0761527, 
[2025-10-20 15:40:14.076220] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13885] 1760989214076150, 32.1378, 0.117109, -0.213405, -0.423741, 0.680834, 0.691673, -0.167568, -0.173131, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.078302] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13886] 1760989214078187, 32.1398, 0.117182, -0.213185, -0.420734, 0.681409, 0.691281, -0.166666, -0.173304, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.080259] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13887] 1760989214080152, 32.1418, 0.117182, -0.213185, -0.420734, 0.681409, 0.691281, -0.166666, -0.173304, 0.0072657, 0.02203, 0.300683, -0.191474, -0.105584, 0.204759, 
[2025-10-20 15:40:14.091369] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13889] 1760989214091253, 32.1529, 0.117182, -0.213185, -0.420734, 0.681409, 0.691281, -0.166666, -0.173304, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.097864] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13891] 1760989214097749, 32.1594, 0.117182, -0.213185, -0.420734, 0.681409, 0.691281, -0.166666, -0.173304, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.119443] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13894] 1760989214119324, 32.181, 0.117253, -0.212959, -0.417807, 0.681861, 0.690905, -0.166108, -0.173563, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.127411] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13896] 1760989214127296, 32.1889, 0.117253, -0.212959, -0.417807, 0.681861, 0.690905, -0.166108, -0.173563, 0.00712682, 0.0225964, 0.292766, -0.159955, -0.0431538, 0.158945, 
[2025-10-20 15:40:14.135557] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13898] 1760989214135462, 32.1971, 0.117253, -0.212959, -0.417807, 0.681861, 0.690905, -0.166108, -0.173563, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.143148] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13899] 1760989214143033, 32.2047, 0.117253, -0.212959, -0.417807, 0.681861, 0.690905, -0.166108, -0.173563, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.165928] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13903] 1760989214165808, 32.2274, 0.117314, -0.212751, -0.415036, 0.682224, 0.69056, -0.165919, -0.173688, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.177954] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13905] 1760989214177838, 32.2395, 0.117314, -0.212751, -0.415036, 0.682224, 0.69056, -0.165919, -0.173688, 0.0060789, 0.0207124, 0.277105, -0.121891, 0, 0.0759079, 
[2025-10-20 15:40:14.184791] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13907] 1760989214184736, 32.2464, 0.117314, -0.212751, -0.415036, 0.682224, 0.69056, -0.165919, -0.173688, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.193878] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13908] 1760989214193761, 32.2554, 0.117332, -0.212506, -0.412378, 0.682832, 0.690046, -0.165543, -0.173705, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.200844] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13910] 1760989214200727, 32.2624, 0.117332, -0.212506, -0.412378, 0.682832, 0.690046, -0.165543, -0.173705, 0, 0.0245677, 0.265766, -0.188994, -0.052768, 0.104146, 
[2025-10-20 15:40:14.208939] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13912] 1760989214208826, 32.2705, 0.117332, -0.212506, -0.412378, 0.682832, 0.690046, -0.165543, -0.173705, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.225584] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13915] 1760989214225469, 32.2871, 0.117332, -0.212506, -0.412378, 0.682832, 0.690046, -0.165543, -0.173705, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.233026] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13916] 1760989214232910, 32.2945, 0.117369, -0.212329, -0.409799, 0.683252, 0.68971, -0.164968, -0.173933, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.244608] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13919] 1760989214244550, 32.3062, 0.117369, -0.212329, -0.409799, 0.683252, 0.68971, -0.164968, -0.173933, 0.00374933, 0.0177174, 0.257867, -0.147831, -0.050649, 0.153673, 
[2025-10-20 15:40:14.252646] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13920] 1760989214252527, 32.3142, 0.117369, -0.212329, -0.409799, 0.683252, 0.68971, -0.164968, -0.173933, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.260759] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13922] 1760989214260639, 32.3223, 0.117369, -0.212329, -0.409799, 0.683252, 0.68971, -0.164968, -0.173933, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.302642] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13927] 1760989214302523, 32.3642, 0.117402, -0.212138, -0.407312, 0.683566, 0.689502, -0.164298, -0.174157, 0.00324077, 0.0190133, 0.248683, -0.114846, -0.0650585, 0.158546, 
[2025-10-20 15:40:14.309447] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13929] 1760989214309333, 32.371, 0.117402, -0.212138, -0.407312, 0.683566, 0.689502, -0.164298, -0.174157, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.319444] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13931] 1760989214319329, 32.381, 0.117353, -0.211855, -0.405038, 0.683607, 0.689379, -0.164485, -0.174304, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.321570] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13932] 1760989214321451, 32.3831, 0.117353, -0.211855, -0.405038, 0.683607, 0.689379, -0.164485, -0.174304, -0.00485474, 0.0283507, 0.227444, 0, 0.0485748, 0, 
[2025-10-20 15:40:14.323431] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13933] 1760989214323317, 32.3849, 0.117353, -0.211855, -0.405038, 0.683607, 0.689379, -0.164485, -0.174304, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.353662] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13937] 1760989214353544, 32.4152, 0.117353, -0.211855, -0.405038, 0.683607, 0.689379, -0.164485, -0.174304, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.355373] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13938] 1760989214355286, 32.4169, 0.116846, -0.214174, -0.402321, 0.676935, 0.69096, -0.171872, -0.186529, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.365575] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13941] 1760989214365456, 32.4271, 0.116846, -0.214174, -0.402321, 0.676935, 0.69096, -0.171872, -0.186529, -0.0507378, -0.231898, 0.271685, 1.07913, 2.8746, 0.422005, 
[2025-10-20 15:40:14.367818] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13942] 1760989214367669, 32.4293, 0.116846, -0.214174, -0.402321, 0.676935, 0.69096, -0.171872, -0.186529, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.370012] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13943] 1760989214369894, 32.4315, 0.116846, -0.214174, -0.402321, 0.676935, 0.69096, -0.171872, -0.186529, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.372090] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13944] 1760989214371975, 32.4336, 0.117055, -0.213858, -0.399982, 0.677159, 0.690948, -0.171539, -0.186067, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.373966] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13945] 1760989214373851, 32.4355, 0.117055, -0.213858, -0.399982, 0.677159, 0.690948, -0.171539, -0.186067, 0.0209058, 0.031633, 0.233968, 0, -0.116539, 0, 
[2025-10-20 15:40:14.375887] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13947] 1760989214375807, 32.4374, 0.117055, -0.213858, -0.399982, 0.677159, 0.690948, -0.171539, -0.186067, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.377959] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13948] 1760989214377846, 32.4395, 0.117055, -0.213858, -0.399982, 0.677159, 0.690948, -0.171539, -0.186067, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.380324] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13949] 1760989214380211, 32.4418, 0.117492, -0.210995, -0.398359, 0.684311, 0.68886, -0.163958, -0.174092, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.382390] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13950] 1760989214382275, 32.4439, 0.117492, -0.210995, -0.398359, 0.684311, 0.68886, -0.163958, -0.174092, 0.0436822, 0.286278, 0.162234, -1.24907, -2.86677, -0.316311, 
[2025-10-20 15:40:14.386261] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13952] 1760989214386141, 32.4478, 0.117492, -0.210995, -0.398359, 0.684311, 0.68886, -0.163958, -0.174092, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.389888] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13953] 1760989214389771, 32.4514, 0.117492, -0.210995, -0.398359, 0.684311, 0.68886, -0.163958, -0.174092, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.393887] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13954] 1760989214393775, 32.4554, 0.117522, -0.210757, -0.396316, 0.684105, 0.688999, -0.164222, -0.174104, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.397979] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13956] 1760989214397859, 32.4595, 0.117522, -0.210757, -0.396316, 0.684105, 0.688999, -0.164222, -0.174104, 0.00298917, 0.02375, 0.204348, 0.0627637, 0.0403732, -0.0521163, 
[2025-10-20 15:40:14.402259] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13957] 1760989214402144, 32.4638, 0.117522, -0.210757, -0.396316, 0.684105, 0.688999, -0.164222, -0.174104, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.405948] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13959] 1760989214405820, 32.4674, 0.117544, -0.210408, -0.394327, 0.683989, 0.689131, -0.164282, -0.173982, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.410284] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13960] 1760989214410168, 32.4718, 0.117544, -0.210408, -0.394327, 0.683989, 0.689131, -0.164282, -0.173982, 0.00220329, 0.0349796, 0.19885, 0.045526, 0, -0.0377092, 
[2025-10-20 15:40:14.412467] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13961] 1760989214412353, 32.474, 0.117544, -0.210408, -0.394327, 0.683989, 0.689131, -0.164282, -0.173982, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.416334] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13963] 1760989214416216, 32.4778, 0.117544, -0.210408, -0.394327, 0.683989, 0.689131, -0.164282, -0.173982, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.418316] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13964] 1760989214418196, 32.4798, 0.117536, -0.210092, -0.392387, 0.68414, 0.689032, -0.164104, -0.173945, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.420307] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13965] 1760989214420194, 32.4818, 0.117536, -0.210092, -0.392387, 0.68414, 0.689032, -0.164104, -0.173945, 0, 0.0315121, 0.194044, -0.0438213, 0, 0, 
[2025-10-20 15:40:14.424135] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13966] 1760989214424019, 32.4856, 0.117536, -0.210092, -0.392387, 0.68414, 0.689032, -0.164104, -0.173945, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.426279] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13968] 1760989214426152, 32.4878, 0.117536, -0.210092, -0.392387, 0.68414, 0.689032, -0.164104, -0.173945, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.428314] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13969] 1760989214428201, 32.4898, 0.117498, -0.209804, -0.390548, 0.68406, 0.689061, -0.164337, -0.173928, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.430215] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13970] 1760989214430108, 32.4917, 0.117498, -0.209804, -0.390548, 0.68406, 0.689061, -0.164337, -0.173928, -0.00381958, 0.02887, 0.183916, 0, 0, -0.0428689, 
[2025-10-20 15:40:14.434324] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13971] 1760989214434236, 32.4959, 0.117498, -0.209804, -0.390548, 0.68406, 0.689061, -0.164337, -0.173928, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.436080] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13973] 1760989214435964, 32.4976, 0.117498, -0.209804, -0.390548, 0.68406, 0.689061, -0.164337, -0.173928, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.460437] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13976] 1760989214460325, 32.522, 0.117499, -0.209524, -0.388671, 0.684301, 0.688855, -0.16423, -0.173895, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.465201] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13977] 1760989214465113, 32.5267, 0.117499, -0.209524, -0.388671, 0.684301, 0.688855, -0.16423, -0.173895, 0, 0.0279494, 0.187675, -0.0720024, 0, 0, 
[2025-10-20 15:40:14.467310] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13979] 1760989214467191, 32.5288, 0.117499, -0.209524, -0.388671, 0.684301, 0.688855, -0.16423, -0.173895, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.498836] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13983] 1760989214498721, 32.5604, 0.117418, -0.209268, -0.386942, 0.684435, 0.688731, -0.164294, -0.173801, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:14.502866] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [13984] 1760989214502749, 32.5644, 0.117418, -0.209268, -0.386942, 0.684435, 0.688731, -0.164294, -0.173801, -0.00805182, 0.0256719, 0.172839, 0, 0, 0, 
[2025-10-20 15:40:14.651894] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [14000] 1760989214651777, 32.7134, 0.117342, -0.209087, -0.385192, 0.685019, 0.688234, -0.163732, -0.173995, 0, 0, 0, 0, 0, 0, 
