[2025-10-20 10:58:22.686445] [0x0000007f87c3c7c0] [MocapTag] [0x00001824] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 10:58:49.514715] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12656] 1760972329514605, 29.602, 0.123916, -0.136815, -1.29456, 0.662163, 0.67772, -0.225819, -0.226367, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.517347] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12657] 1760972329517232, 29.6046, 0.123728, -0.13716, -1.29454, 0.661866, 0.678031, -0.225781, -0.226341, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.520175] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12658] 1760972329520060, 29.6075, 0.123728, -0.13716, -1.29454, 0.661866, 0.678031, -0.225781, -0.226341, -0.0187172, -0.0345178, 0, 0.101578, 0, 0, 
[2025-10-20 10:58:49.522657] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12660] 1760972329522557, 29.61, 0.123728, -0.13716, -1.29454, 0.661866, 0.678031, -0.225781, -0.226341, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.525516] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12661] 1760972329525404, 29.6128, 0.123728, -0.13716, -1.29454, 0.661866, 0.678031, -0.225781, -0.226341, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.528077] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12662] 1760972329527963, 29.6154, 0.123537, -0.137464, -1.29456, 0.661506, 0.678388, -0.225831, -0.226275, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.530827] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12663] 1760972329530713, 29.6181, 0.123537, -0.137464, -1.29456, 0.661506, 0.678388, -0.225831, -0.226275, -0.0190909, -0.030409, 0, 0.127375, 0, -0.0602043, 
[2025-10-20 10:58:49.534012] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12665] 1760972329533900, 29.6213, 0.123537, -0.137464, -1.29456, 0.661506, 0.678388, -0.225831, -0.226275, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.535914] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12666] 1760972329535756, 29.6232, 0.123369, -0.137782, -1.2946, 0.661145, 0.678784, -0.225731, -0.22624, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.539098] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12667] 1760972329538978, 29.6264, 0.123369, -0.137782, -1.2946, 0.661145, 0.678784, -0.225731, -0.22624, -0.0168408, -0.0317949, -0.00353136, 0.123501, 0, 0, 
[2025-10-20 10:58:49.541237] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12669] 1760972329541157, 29.6286, 0.123369, -0.137782, -1.2946, 0.661145, 0.678784, -0.225731, -0.22624, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.544517] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12670] 1760972329544404, 29.6318, 0.123369, -0.137782, -1.2946, 0.661145, 0.678784, -0.225731, -0.22624, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.547037] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12671] 1760972329546923, 29.6343, 0.1232, -0.138089, -1.29461, 0.660851, 0.679111, -0.225684, -0.226166, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.549329] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12672] 1760972329549204, 29.6366, 0.1232, -0.138089, -1.29461, 0.660851, 0.679111, -0.225684, -0.226166, -0.0168662, -0.0307625, 0, 0.105774, 0, -0.0393045, 
[2025-10-20 10:58:49.553658] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12674] 1760972329553546, 29.641, 0.1232, -0.138089, -1.29461, 0.660851, 0.679111, -0.225684, -0.226166, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.554234] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12675] 1760972329554151, 29.6416, 0.1232, -0.138089, -1.29461, 0.660851, 0.679111, -0.225684, -0.226166, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.558166] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12676] 1760972329558014, 29.6454, 0.123023, -0.13841, -1.2946, 0.66059, 0.679363, -0.225678, -0.226178, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.560266] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12677] 1760972329560178, 29.6476, 0.123023, -0.13841, -1.2946, 0.66059, 0.679363, -0.225678, -0.226178, -0.0177236, -0.0320394, 0, 0.0852108, 0, 0, 
[2025-10-20 10:58:49.562803] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12679] 1760972329562683, 29.6501, 0.123023, -0.13841, -1.2946, 0.66059, 0.679363, -0.225678, -0.226178, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.565479] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12680] 1760972329565369, 29.6528, 0.123023, -0.13841, -1.2946, 0.66059, 0.679363, -0.225678, -0.226178, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.568271] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12681] 1760972329568156, 29.6556, 0.122838, -0.138745, -1.29458, 0.660404, 0.67953, -0.225672, -0.226224, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.570875] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12683] 1760972329570818, 29.6582, 0.122838, -0.138745, -1.29458, 0.660404, 0.67953, -0.225672, -0.226224, -0.0184958, -0.033474, 0, 0.0565648, 0, 0, 
[2025-10-20 10:58:49.573908] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12684] 1760972329573796, 29.6612, 0.122838, -0.138745, -1.29458, 0.660404, 0.67953, -0.225672, -0.226224, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.576090] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12685] 1760972329575981, 29.6634, 0.122675, -0.139081, -1.29457, 0.660236, 0.679726, -0.225646, -0.226154, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.579478] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12686] 1760972329579360, 29.6668, 0.122675, -0.139081, -1.29457, 0.660236, 0.679726, -0.225646, -0.226154, -0.0162981, -0.0335974, 0, 0.0637054, 0, 0, 
[2025-10-20 10:58:49.581500] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12687] 1760972329581384, 29.6688, 0.122675, -0.139081, -1.29457, 0.660236, 0.679726, -0.225646, -0.226154, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.584158] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12689] 1760972329584041, 29.6715, 0.122675, -0.139081, -1.29457, 0.660236, 0.679726, -0.225646, -0.226154, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.586751] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12690] 1760972329586634, 29.6741, 0.122502, -0.139429, -1.29454, 0.660101, 0.679861, -0.225601, -0.226185, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.589436] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12691] 1760972329589319, 29.6767, 0.122502, -0.139429, -1.29454, 0.660101, 0.679861, -0.225601, -0.226185, -0.0173022, -0.0348606, 0.00315071, 0.0410318, 0, 0, 
[2025-10-20 10:58:49.592104] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12693] 1760972329591981, 29.6794, 0.122502, -0.139429, -1.29454, 0.660101, 0.679861, -0.225601, -0.226185, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.594760] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12694] 1760972329594649, 29.6821, 0.122502, -0.139429, -1.29454, 0.660101, 0.679861, -0.225601, -0.226185, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.597175] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12695] 1760972329597058, 29.6845, 0.122353, -0.139776, -1.2945, 0.660001, 0.67996, -0.225628, -0.226153, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.600014] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12696] 1760972329599897, 29.6873, 0.122353, -0.139776, -1.2945, 0.660001, 0.67996, -0.225628, -0.226153, -0.0149037, -0.034693, 0.00351373, 0.036931, 0, 0, 
[2025-10-20 10:58:49.602441] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12698] 1760972329602326, 29.6897, 0.122353, -0.139776, -1.2945, 0.660001, 0.67996, -0.225628, -0.226153, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.605375] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12699] 1760972329605259, 29.6927, 0.122353, -0.139776, -1.2945, 0.660001, 0.67996, -0.225628, -0.226153, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.607956] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12700] 1760972329607841, 29.6953, 0.122198, -0.14007, -1.29446, 0.65992, 0.680091, -0.225549, -0.226075, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.610710] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12701] 1760972329610594, 29.698, 0.122198, -0.14007, -1.29446, 0.65992, 0.680091, -0.225549, -0.226075, -0.0155164, -0.0294068, 0.00435634, 0.0350475, 0, 0, 
[2025-10-20 10:58:49.613228] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12703] 1760972329613116, 29.7005, 0.122198, -0.14007, -1.29446, 0.65992, 0.680091, -0.225549, -0.226075, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.616216] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12704] 1760972329616108, 29.7035, 0.122018, -0.140403, -1.29442, 0.659867, 0.680135, -0.225524, -0.226121, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.618473] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12705] 1760972329618345, 29.7058, 0.122018, -0.140403, -1.29442, 0.659867, 0.680135, -0.225524, -0.226121, -0.0179909, -0.033273, 0.0043174, 0, 0, 0, 
[2025-10-20 10:58:49.621153] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12706] 1760972329621068, 29.7085, 0.122018, -0.140403, -1.29442, 0.659867, 0.680135, -0.225524, -0.226121, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.623778] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12708] 1760972329623666, 29.7111, 0.122018, -0.140403, -1.29442, 0.659867, 0.680135, -0.225524, -0.226121, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.626246] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12709] 1760972329626123, 29.7135, 0.121855, -0.14076, -1.29438, 0.659819, 0.680162, -0.225475, -0.22623, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.629468] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12710] 1760972329629353, 29.7168, 0.121855, -0.14076, -1.29438, 0.659819, 0.680162, -0.225475, -0.22623, -0.0163144, -0.0357131, 0.00371028, 0, 0, 0, 
[2025-10-20 10:58:49.631379] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12712] 1760972329631296, 29.7187, 0.121855, -0.14076, -1.29438, 0.659819, 0.680162, -0.225475, -0.22623, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.634158] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12713] 1760972329634046, 29.7215, 0.121855, -0.14076, -1.29438, 0.659819, 0.680162, -0.225475, -0.22623, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.637128] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12714] 1760972329637007, 29.7244, 0.121717, -0.141092, -1.29436, 0.659748, 0.680278, -0.225388, -0.226175, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.639846] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12715] 1760972329639730, 29.7271, 0.121717, -0.141092, -1.29436, 0.659748, 0.680278, -0.225388, -0.226175, -0.013794, -0.033181, 0, 0, 0, 0, 
[2025-10-20 10:58:49.642780] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12717] 1760972329642667, 29.7301, 0.121717, -0.141092, -1.29436, 0.659748, 0.680278, -0.225388, -0.226175, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.644711] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12718] 1760972329644605, 29.732, 0.121717, -0.141092, -1.29436, 0.659748, 0.680278, -0.225388, -0.226175, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.647494] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12719] 1760972329647378, 29.7348, 0.121579, -0.141395, -1.29434, 0.659661, 0.680425, -0.22525, -0.226123, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.650090] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12720] 1760972329649974, 29.7374, 0.121579, -0.141395, -1.29434, 0.659661, 0.680425, -0.22525, -0.226123, -0.0138223, -0.0303082, 0.00237487, 0, 0, 0, 
[2025-10-20 10:58:49.653050] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12722] 1760972329652939, 29.7404, 0.121579, -0.141395, -1.29434, 0.659661, 0.680425, -0.22525, -0.226123, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.655631] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12723] 1760972329655518, 29.7429, 0.121453, -0.14168, -1.29432, 0.659615, 0.680563, -0.225041, -0.226052, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.658503] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12724] 1760972329658387, 29.7458, 0.121453, -0.14168, -1.29432, 0.659615, 0.680563, -0.225041, -0.226052, -0.0125316, -0.0285183, 0, 0, -0.0415444, 0, 
[2025-10-20 10:58:49.660889] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12726] 1760972329660820, 29.7482, 0.121453, -0.14168, -1.29432, 0.659615, 0.680563, -0.225041, -0.226052, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.663531] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12727] 1760972329663419, 29.7508, 0.121453, -0.14168, -1.29432, 0.659615, 0.680563, -0.225041, -0.226052, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.667360] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12728] 1760972329667232, 29.7546, 0.121295, -0.141962, -1.29425, 0.65964, 0.680554, -0.224891, -0.226155, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.669396] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12729] 1760972329669273, 29.7567, 0.121295, -0.141962, -1.29425, 0.65964, 0.680554, -0.224891, -0.226155, -0.0158574, -0.0281474, 0.00661824, 0, 0, 0.0445815, 
[2025-10-20 10:58:49.672062] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12731] 1760972329671938, 29.7594, 0.121295, -0.141962, -1.29425, 0.65964, 0.680554, -0.224891, -0.226155, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.674760] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12732] 1760972329674649, 29.7621, 0.121295, -0.141962, -1.29425, 0.65964, 0.680554, -0.224891, -0.226155, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.677424] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12733] 1760972329677310, 29.7647, 0.121144, -0.142282, -1.2942, 0.659698, 0.680522, -0.224694, -0.226275, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.680169] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12734] 1760972329680078, 29.7675, 0.121144, -0.142282, -1.2942, 0.659698, 0.680522, -0.224694, -0.226275, -0.0151395, -0.0320207, 0.00483853, 0, 0, 0.0588237, 
[2025-10-20 10:58:49.683300] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12736] 1760972329683188, 29.7706, 0.121144, -0.142282, -1.2942, 0.659698, 0.680522, -0.224694, -0.226275, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.685729] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12737] 1760972329685620, 29.773, 0.120967, -0.142592, -1.29414, 0.659749, 0.680456, -0.224473, -0.226547, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.689731] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12738] 1760972329689614, 29.777, 0.120967, -0.142592, -1.29414, 0.659749, 0.680456, -0.224473, -0.226547, -0.017642, -0.0309821, 0.00566048, -0.0473619, 0, 0.0892961, 
[2025-10-20 10:58:49.691036] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12739] 1760972329690949, 29.7784, 0.120967, -0.142592, -1.29414, 0.659749, 0.680456, -0.224473, -0.226547, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.693665] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12741] 1760972329693552, 29.781, 0.120967, -0.142592, -1.29414, 0.659749, 0.680456, -0.224473, -0.226547, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.696172] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12742] 1760972329696062, 29.7835, 0.120788, -0.142921, -1.29403, 0.659866, 0.680272, -0.224421, -0.226809, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.699216] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12743] 1760972329699097, 29.7865, 0.120788, -0.142921, -1.29403, 0.659866, 0.680272, -0.224421, -0.226809, -0.0179387, -0.0329515, 0.011847, -0.0679493, 0, 0.0690731, 
[2025-10-20 10:58:49.701676] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12744] 1760972329701588, 29.789, 0.120788, -0.142921, -1.29403, 0.659866, 0.680272, -0.224421, -0.226809, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.704421] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12746] 1760972329704307, 29.7917, 0.120788, -0.142921, -1.29403, 0.659866, 0.680272, -0.224421, -0.226809, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.707286] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12747] 1760972329707166, 29.7946, 0.120649, -0.143262, -1.29389, 0.660084, 0.680053, -0.224347, -0.226904, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.709566] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12748] 1760972329709445, 29.7969, 0.120649, -0.143262, -1.29389, 0.660084, 0.680053, -0.224347, -0.226904, -0.0138675, -0.0341139, 0.0139679, -0.0830889, 0, 0.0531976, 
[2025-10-20 10:58:49.712056] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12749] 1760972329711942, 29.7994, 0.120649, -0.143262, -1.29389, 0.660084, 0.680053, -0.224347, -0.226904, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.715307] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12751] 1760972329715193, 29.8026, 0.120649, -0.143262, -1.29389, 0.660084, 0.680053, -0.224347, -0.226904, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.718803] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12752] 1760972329718690, 29.8061, 0.120477, -0.143577, -1.29375, 0.66028, 0.679874, -0.22423, -0.226986, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.720698] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12753] 1760972329720569, 29.808, 0.120477, -0.143577, -1.29375, 0.66028, 0.679874, -0.22423, -0.226986, -0.0172416, -0.0314785, 0.0135624, -0.0743389, 0, 0.0547524, 
[2025-10-20 10:58:49.723151] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12755] 1760972329723072, 29.8105, 0.120477, -0.143577, -1.29375, 0.66028, 0.679874, -0.22423, -0.226986, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.725659] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12756] 1760972329725545, 29.813, 0.120321, -0.143863, -1.29365, 0.66047, 0.679763, -0.223922, -0.227072, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.728512] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12757] 1760972329728398, 29.8158, 0.120321, -0.143863, -1.29365, 0.66047, 0.679763, -0.223922, -0.227072, -0.0155901, -0.0286443, 0.00988295, -0.0735283, 0, 0.0841533, 
[2025-10-20 10:58:49.730895] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12758] 1760972329730810, 29.8182, 0.120321, -0.143863, -1.29365, 0.66047, 0.679763, -0.223922, -0.227072, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.733859] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12760] 1760972329733747, 29.8212, 0.120321, -0.143863, -1.29365, 0.66047, 0.679763, -0.223922, -0.227072, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.735972] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12761] 1760972329735864, 29.8233, 0.120166, -0.144168, -1.29353, 0.660649, 0.679608, -0.223729, -0.227203, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.738729] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12762] 1760972329738611, 29.826, 0.120166, -0.144168, -1.29353, 0.660649, 0.679608, -0.223729, -0.227203, -0.015468, -0.0305013, 0.0118282, -0.0744939, 0, 0.0734398, 
[2025-10-20 10:58:49.741193] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12763] 1760972329741098, 29.8285, 0.120166, -0.144168, -1.29353, 0.660649, 0.679608, -0.223729, -0.227203, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.743907] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12765] 1760972329743795, 29.8312, 0.120166, -0.144168, -1.29353, 0.660649, 0.679608, -0.223729, -0.227203, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.746655] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12766] 1760972329746536, 29.834, 0.120021, -0.144455, -1.29336, 0.660862, 0.679449, -0.223529, -0.227257, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.749463] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12767] 1760972329749347, 29.8368, 0.120021, -0.144455, -1.29336, 0.660862, 0.679449, -0.223529, -0.227257, -0.014522, -0.0286351, 0.0169117, -0.0775576, 0, 0.0644982, 
[2025-10-20 10:58:49.752439] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12769] 1760972329752320, 29.8397, 0.120021, -0.144455, -1.29336, 0.660862, 0.679449, -0.223529, -0.227257, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.754704] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12770] 1760972329754591, 29.842, 0.120021, -0.144455, -1.29336, 0.660862, 0.679449, -0.223529, -0.227257, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.757159] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12771] 1760972329757043, 29.8445, 0.119894, -0.144762, -1.29313, 0.661134, 0.679187, -0.223491, -0.227288, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.759878] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12772] 1760972329759755, 29.8472, 0.119894, -0.144762, -1.29313, 0.661134, 0.679187, -0.223491, -0.227288, -0.0126621, -0.0307414, 0.0234575, -0.0936151, 0, 0.0417206, 
[2025-10-20 10:58:49.762904] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12774] 1760972329762791, 29.8502, 0.119894, -0.144762, -1.29313, 0.661134, 0.679187, -0.223491, -0.227288, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.765771] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12775] 1760972329765645, 29.8531, 0.119894, -0.144762, -1.29313, 0.661134, 0.679187, -0.223491, -0.227288, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.768514] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12776] 1760972329768399, 29.8558, 0.119767, -0.145078, -1.29287, 0.661381, 0.67893, -0.22351, -0.227315, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.771034] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12777] 1760972329770947, 29.8584, 0.119767, -0.145078, -1.29287, 0.661381, 0.67893, -0.22351, -0.227315, -0.0127254, -0.0315589, 0.0258204, -0.0851512, 0, 0, 
[2025-10-20 10:58:49.773666] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12779] 1760972329773553, 29.861, 0.119767, -0.145078, -1.29287, 0.661381, 0.67893, -0.22351, -0.227315, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.776225] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12780] 1760972329776116, 29.8635, 0.11964, -0.145377, -1.29258, 0.661633, 0.678691, -0.223533, -0.227274, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.778946] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12781] 1760972329778830, 29.8662, 0.11964, -0.145377, -1.29258, 0.661633, 0.678691, -0.223533, -0.227274, -0.0126719, -0.0299283, 0.0291245, -0.0791788, 0, 0, 
[2025-10-20 10:58:49.781650] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12782] 1760972329781586, 29.869, 0.11964, -0.145377, -1.29258, 0.661633, 0.678691, -0.223533, -0.227274, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.784559] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12784] 1760972329784447, 29.8719, 0.11964, -0.145377, -1.29258, 0.661633, 0.678691, -0.223533, -0.227274, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.786940] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12785] 1760972329786819, 29.8742, 0.119536, -0.145668, -1.29229, 0.661886, 0.678478, -0.223574, -0.227133, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.789776] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12786] 1760972329789659, 29.8771, 0.119536, -0.145668, -1.29229, 0.661886, 0.678478, -0.223574, -0.227133, -0.0104019, -0.0290614, 0.0293256, -0.0683069, 0, 0, 
[2025-10-20 10:58:49.792204] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12788] 1760972329792090, 29.8795, 0.119536, -0.145668, -1.29229, 0.661886, 0.678478, -0.223574, -0.227133, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:49.795084] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12789] 1760972329794969, 29.8824, 0.119536, -0.145668, -1.29229, 0.661886, 0.678478, -0.223574, -0.227133, 0, 0, 0, 0, 0, 0, 
