[2025-10-20 10:58:22.686445] [0x0000007f87c3c7c0] [MocapTag] [0x00001824] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 10:58:22.690719] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [4] 1760972302690557, 2.77797, 0.106152, -0.206746, -0.325285, 0.707644, 0.706054, -0.0153856, -0.0221713, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.694190] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [5] 1760972302694080, 2.7815, 0.106152, -0.206746, -0.325285, 0.707644, 0.706054, -0.0153856, -0.0221713, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.696670] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [7] 1760972302696561, 2.78398, 0.106171, -0.206732, -0.325278, 0.707581, 0.706118, -0.0153966, -0.0221095, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.699562] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [8] 1760972302699449, 2.78687, 0.106171, -0.206732, -0.325278, 0.707581, 0.706118, -0.0153966, -0.0221095, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.702165] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [9] 1760972302702055, 2.78947, 0.106171, -0.206732, -0.325278, 0.707581, 0.706118, -0.0153966, -0.0221095, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.704602] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [10] 1760972302704496, 2.79191, 0.106163, -0.206738, -0.325286, 0.707616, 0.706081, -0.0153834, -0.0222008, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.707818] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [12] 1760972302707706, 2.79512, 0.106163, -0.206738, -0.325286, 0.707616, 0.706081, -0.0153834, -0.0222008, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.710613] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [13] 1760972302710506, 2.79792, 0.106163, -0.206738, -0.325286, 0.707616, 0.706081, -0.0153834, -0.0222008, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.713671] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [14] 1760972302713557, 2.80097, 0.106163, -0.206738, -0.325286, 0.707616, 0.706081, -0.0153834, -0.0222008, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.716399] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [16] 1760972302716322, 2.80374, 0.106176, -0.206729, -0.325282, 0.707606, 0.706094, -0.0153974, -0.0220907, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.719132] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [17] 1760972302719013, 2.80643, 0.106176, -0.206729, -0.325282, 0.707606, 0.706094, -0.0153974, -0.0220907, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.721694] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [18] 1760972302721584, 2.809, 0.106176, -0.206729, -0.325282, 0.707606, 0.706094, -0.0153974, -0.0220907, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.724474] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [19] 1760972302724369, 2.81178, 0.106176, -0.206729, -0.325282, 0.707606, 0.706094, -0.0153974, -0.0220907, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.727174] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [21] 1760972302727061, 2.81448, 0.106171, -0.206727, -0.325301, 0.70762, 0.706078, -0.0153958, -0.0221583, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.729798] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [22] 1760972302729688, 2.8171, 0.106171, -0.206727, -0.325301, 0.70762, 0.706078, -0.0153958, -0.0221583, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.733557] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [23] 1760972302733449, 2.82086, 0.106171, -0.206727, -0.325301, 0.70762, 0.706078, -0.0153958, -0.0221583, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.735175] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [24] 1760972302735058, 2.82247, 0.10616, -0.206734, -0.325299, 0.707628, 0.706068, -0.0154219, -0.0222058, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.738341] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [26] 1760972302738231, 2.82565, 0.10616, -0.206734, -0.325299, 0.707628, 0.706068, -0.0154219, -0.0222058, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.740649] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [27] 1760972302740531, 2.82795, 0.10616, -0.206734, -0.325299, 0.707628, 0.706068, -0.0154219, -0.0222058, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.743372] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [28] 1760972302743263, 2.83068, 0.10616, -0.206734, -0.325299, 0.707628, 0.706068, -0.0154219, -0.0222058, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.746105] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [30] 1760972302746044, 2.83346, 0.106164, -0.206726, -0.325305, 0.707633, 0.706061, -0.0154185, -0.0222389, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.748834] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [31] 1760972302748718, 2.83613, 0.106164, -0.206726, -0.325305, 0.707633, 0.706061, -0.0154185, -0.0222389, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.751262] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [32] 1760972302751154, 2.83857, 0.106164, -0.206726, -0.325305, 0.707633, 0.706061, -0.0154185, -0.0222389, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.753847] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [33] 1760972302753744, 2.84116, 0.106164, -0.206726, -0.325305, 0.707633, 0.706061, -0.0154185, -0.0222389, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.756397] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [35] 1760972302756320, 2.84374, 0.106165, -0.206724, -0.325299, 0.707601, 0.706096, -0.0154011, -0.02216, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.759194] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [36] 1760972302759080, 2.8465, 0.106165, -0.206724, -0.325299, 0.707601, 0.706096, -0.0154011, -0.02216, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.761693] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [37] 1760972302761578, 2.84899, 0.106165, -0.206724, -0.325299, 0.707601, 0.706096, -0.0154011, -0.02216, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.764884] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [38] 1760972302764720, 2.85214, 0.106165, -0.206724, -0.325299, 0.707601, 0.706096, -0.0154011, -0.02216, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.766888] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [40] 1760972302766773, 2.85419, 0.106155, -0.206716, -0.325281, 0.707604, 0.706093, -0.0154062, -0.0221631, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.769540] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [41] 1760972302769427, 2.85684, 0.106155, -0.206716, -0.325281, 0.707604, 0.706093, -0.0154062, -0.0221631, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.772125] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [42] 1760972302772018, 2.85943, 0.106155, -0.206716, -0.325281, 0.707604, 0.706093, -0.0154062, -0.0221631, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.774703] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [43] 1760972302774602, 2.86202, 0.106169, -0.206719, -0.325271, 0.70761, 0.706089, -0.0153614, -0.0221725, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.777618] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [45] 1760972302777504, 2.86492, 0.106169, -0.206719, -0.325271, 0.70761, 0.706089, -0.0153614, -0.0221725, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.780613] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [46] 1760972302780507, 2.86792, 0.106169, -0.206719, -0.325271, 0.70761, 0.706089, -0.0153614, -0.0221725, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.782971] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [47] 1760972302782867, 2.87028, 0.106169, -0.206719, -0.325271, 0.70761, 0.706089, -0.0153614, -0.0221725, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.786551] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [49] 1760972302786438, 2.87385, 0.106165, -0.206714, -0.325268, 0.707629, 0.706069, -0.0153598, -0.0221748, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.788297] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [50] 1760972302788188, 2.8756, 0.106165, -0.206714, -0.325268, 0.707629, 0.706069, -0.0153598, -0.0221748, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.790915] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [51] 1760972302790806, 2.87822, 0.106165, -0.206714, -0.325268, 0.707629, 0.706069, -0.0153598, -0.0221748, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.793734] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [52] 1760972302793629, 2.88104, 0.106165, -0.206714, -0.325268, 0.707629, 0.706069, -0.0153598, -0.0221748, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.796139] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [53] 1760972302796049, 2.88347, 0.106167, -0.206711, -0.325261, 0.707598, 0.7061, -0.0153557, -0.0221671, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.798982] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [55] 1760972302798871, 2.88629, 0.106167, -0.206711, -0.325261, 0.707598, 0.7061, -0.0153557, -0.0221671, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.801350] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [56] 1760972302801245, 2.88866, 0.106167, -0.206711, -0.325261, 0.707598, 0.7061, -0.0153557, -0.0221671, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.804100] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [57] 1760972302803994, 2.89141, 0.106167, -0.206711, -0.325261, 0.707598, 0.7061, -0.0153557, -0.0221671, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.806664] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [59] 1760972302806556, 2.89397, 0.106167, -0.206656, -0.325318, 0.707676, 0.706025, -0.0152929, -0.0221184, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.809503] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [60] 1760972302809394, 2.89681, 0.106167, -0.206656, -0.325318, 0.707676, 0.706025, -0.0152929, -0.0221184, 0, 0.0055031, -0.00563075, 0, 0, 0, 
[2025-10-20 10:58:22.812039] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [61] 1760972302811930, 2.89935, 0.106167, -0.206656, -0.325318, 0.707676, 0.706025, -0.0152929, -0.0221184, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.814588] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [62] 1760972302814488, 2.9019, 0.106168, -0.206718, -0.325278, 0.707584, 0.706115, -0.0153874, -0.0221408, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.817562] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [64] 1760972302817442, 2.90486, 0.106168, -0.206718, -0.325278, 0.707584, 0.706115, -0.0153874, -0.0221408, 0, -0.00623514, 0.00399356, 0, 0, 0, 
[2025-10-20 10:58:22.819999] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [65] 1760972302819894, 2.90731, 0.106168, -0.206718, -0.325278, 0.707584, 0.706115, -0.0153874, -0.0221408, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.822599] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [66] 1760972302822493, 2.90991, 0.106168, -0.206718, -0.325278, 0.707584, 0.706115, -0.0153874, -0.0221408, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.825156] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [67] 1760972302825039, 2.91246, 0.10616, -0.206723, -0.325283, 0.707605, 0.706092, -0.0154153, -0.0221711, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.828044] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [69] 1760972302827934, 2.91535, 0.10616, -0.206723, -0.325283, 0.707605, 0.706092, -0.0154153, -0.0221711, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.830341] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [70] 1760972302830237, 2.91765, 0.10616, -0.206723, -0.325283, 0.707605, 0.706092, -0.0154153, -0.0221711, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.833298] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [71] 1760972302833187, 2.9206, 0.10616, -0.206723, -0.325283, 0.707605, 0.706092, -0.0154153, -0.0221711, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.836164] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [73] 1760972302836085, 2.9235, 0.106152, -0.206741, -0.325297, 0.707638, 0.706058, -0.0153998, -0.0222075, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.838617] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [74] 1760972302838492, 2.92591, 0.106152, -0.206741, -0.325297, 0.707638, 0.706058, -0.0153998, -0.0222075, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.840970] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [75] 1760972302840858, 2.92827, 0.106152, -0.206741, -0.325297, 0.707638, 0.706058, -0.0153998, -0.0222075, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.844259] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [76] 1760972302844153, 2.93157, 0.106152, -0.206741, -0.325297, 0.707638, 0.706058, -0.0153998, -0.0222075, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.847812] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [78] 1760972302847698, 2.93511, 0.106147, -0.206734, -0.325294, 0.707612, 0.706086, -0.0153959, -0.022149, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.849689] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [79] 1760972302849578, 2.93699, 0.106147, -0.206734, -0.325294, 0.707612, 0.706086, -0.0153959, -0.022149, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.852268] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [80] 1760972302852161, 2.93958, 0.106147, -0.206734, -0.325294, 0.707612, 0.706086, -0.0153959, -0.022149, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.854877] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [81] 1760972302854714, 2.94213, 0.106164, -0.206723, -0.325287, 0.707624, 0.706073, -0.0154013, -0.0221767, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.857537] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [83] 1760972302857427, 2.94484, 0.106164, -0.206723, -0.325287, 0.707624, 0.706073, -0.0154013, -0.0221767, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.859891] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [84] 1760972302859784, 2.9472, 0.106164, -0.206723, -0.325287, 0.707624, 0.706073, -0.0154013, -0.0221767, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.862616] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [85] 1760972302862506, 2.94992, 0.106164, -0.206723, -0.325287, 0.707624, 0.706073, -0.0154013, -0.0221767, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.865506] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [86] 1760972302865417, 2.95283, 0.106181, -0.206632, -0.325339, 0.70761, 0.706093, -0.0152832, -0.0220571, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.869564] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [88] 1760972302869452, 2.95687, 0.106181, -0.206632, -0.325339, 0.70761, 0.706093, -0.0152832, -0.0220571, 0, 0.00911404, -0.00512387, 0, 0, 0, 
[2025-10-20 10:58:22.871002] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [89] 1760972302870900, 2.95832, 0.106181, -0.206632, -0.325339, 0.70761, 0.706093, -0.0152832, -0.0220571, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.874230] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [90] 1760972302874126, 2.96154, 0.106181, -0.206632, -0.325339, 0.70761, 0.706093, -0.0152832, -0.0220571, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.876281] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [92] 1760972302876213, 2.96363, 0.106172, -0.206709, -0.325278, 0.707602, 0.706095, -0.0153877, -0.0221829, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.879068] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [93] 1760972302878958, 2.96637, 0.106172, -0.206709, -0.325278, 0.707602, 0.706095, -0.0153877, -0.0221829, 0, -0.00763424, 0.00603784, 0, 0, 0, 
[2025-10-20 10:58:22.881711] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [94] 1760972302881598, 2.96901, 0.106172, -0.206709, -0.325278, 0.707602, 0.706095, -0.0153877, -0.0221829, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.889437] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [96] 1760972302889325, 2.97674, 0.106169, -0.206689, -0.325264, 0.707599, 0.706099, -0.0153773, -0.0221465, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.890052] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [97] 1760972302889946, 2.97736, 0.106169, -0.206689, -0.325264, 0.707599, 0.706099, -0.0153773, -0.0221465, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.890997] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [98] 1760972302890894, 2.97831, 0.106169, -0.206689, -0.325264, 0.707599, 0.706099, -0.0153773, -0.0221465, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.893818] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [99] 1760972302893706, 2.98112, 0.106169, -0.206689, -0.325264, 0.707599, 0.706099, -0.0153773, -0.0221465, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.896354] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [101] 1760972302896249, 2.98366, 0.10617, -0.206714, -0.325277, 0.707612, 0.706086, -0.0153821, -0.022168, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.899271] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [102] 1760972302899152, 2.98657, 0.10617, -0.206714, -0.325277, 0.707612, 0.706086, -0.0153821, -0.022168, 0, -0.00256762, 0, 0, 0, 0, 
[2025-10-20 10:58:22.902027] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [103] 1760972302901918, 2.98933, 0.10617, -0.206714, -0.325277, 0.707612, 0.706086, -0.0153821, -0.022168, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.904508] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [104] 1760972302904403, 2.99182, 0.106127, -0.206812, -0.325158, 0.707986, 0.705705, -0.0155585, -0.0222322, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.907215] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [106] 1760972302907088, 2.9945, 0.106127, -0.206812, -0.325158, 0.707986, 0.705705, -0.0155585, -0.0222322, -0.0043655, -0.00974643, 0.0119231, -0.106668, 0, 0, 
[2025-10-20 10:58:22.909678] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [107] 1760972302909567, 2.99698, 0.106127, -0.206812, -0.325158, 0.707986, 0.705705, -0.0155585, -0.0222322, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.912317] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [108] 1760972302912206, 2.99962, 0.106127, -0.206812, -0.325158, 0.707986, 0.705705, -0.0155585, -0.0222322, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.915226] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [109] 1760972302915110, 3.00253, 0.10617, -0.206739, -0.325293, 0.707638, 0.706059, -0.0154157, -0.0221878, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.918244] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [111] 1760972302918089, 3.0055, 0.10617, -0.206739, -0.325293, 0.707638, 0.706059, -0.0154157, -0.0221878, 0.00428958, 0.00730198, -0.0134522, 0.099206, 0, 0, 
[2025-10-20 10:58:22.920612] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [112] 1760972302920509, 3.00793, 0.10617, -0.206739, -0.325293, 0.707638, 0.706059, -0.0154157, -0.0221878, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.923230] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [113] 1760972302923125, 3.01054, 0.10617, -0.206739, -0.325293, 0.707638, 0.706059, -0.0154157, -0.0221878, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.925794] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [114] 1760972302925706, 3.01312, 0.106154, -0.206739, -0.325292, 0.707632, 0.706065, -0.0154231, -0.0221808, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.928632] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [116] 1760972302928521, 3.01594, 0.106154, -0.206739, -0.325292, 0.707632, 0.706065, -0.0154231, -0.0221808, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.931717] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [117] 1760972302931607, 3.01902, 0.106154, -0.206739, -0.325292, 0.707632, 0.706065, -0.0154231, -0.0221808, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.934107] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [118] 1760972302934003, 3.02142, 0.106154, -0.206739, -0.325292, 0.707632, 0.706065, -0.0154231, -0.0221808, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.936735] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [120] 1760972302936614, 3.02403, 0.10616, -0.206753, -0.325314, 0.707636, 0.70606, -0.0154124, -0.0222058, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.939437] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [121] 1760972302939325, 3.02674, 0.10616, -0.206753, -0.325314, 0.707636, 0.70606, -0.0154124, -0.0222058, 0, 0, -0.00213605, 0, 0, 0, 
[2025-10-20 10:58:22.941824] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [122] 1760972302941716, 3.02913, 0.10616, -0.206753, -0.325314, 0.707636, 0.70606, -0.0154124, -0.0222058, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.944376] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [123] 1760972302944273, 3.03169, 0.10618, -0.206669, -0.325334, 0.707691, 0.706008, -0.0153259, -0.0221345, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.947827] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [125] 1760972302947714, 3.03513, 0.10618, -0.206669, -0.325334, 0.707691, 0.706008, -0.0153259, -0.0221345, 0, 0.00842141, -0.00200775, 0, 0, 0, 
[2025-10-20 10:58:22.950044] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [126] 1760972302949935, 3.03735, 0.10618, -0.206669, -0.325334, 0.707691, 0.706008, -0.0153259, -0.0221345, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.952666] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [127] 1760972302952556, 3.03997, 0.10618, -0.206669, -0.325334, 0.707691, 0.706008, -0.0153259, -0.0221345, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.955195] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [128] 1760972302955087, 3.0425, 0.106162, -0.206723, -0.325296, 0.707608, 0.70609, -0.0153899, -0.0221795, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.957964] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [130] 1760972302957853, 3.04527, 0.106162, -0.206723, -0.325296, 0.707608, 0.70609, -0.0153899, -0.0221795, 0, -0.00535645, 0.00373764, 0, 0, 0, 
[2025-10-20 10:58:22.960449] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [131] 1760972302960340, 3.04776, 0.106162, -0.206723, -0.325296, 0.707608, 0.70609, -0.0153899, -0.0221795, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.963405] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [132] 1760972302963296, 3.05071, 0.106162, -0.206723, -0.325296, 0.707608, 0.70609, -0.0153899, -0.0221795, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.966140] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [134] 1760972302965967, 3.05338, 0.106179, -0.20671, -0.325292, 0.707575, 0.706123, -0.0154069, -0.0221454, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.968837] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [135] 1760972302968723, 3.05614, 0.106179, -0.20671, -0.325292, 0.707575, 0.706123, -0.0154069, -0.0221454, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.971930] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [136] 1760972302971822, 3.05924, 0.106179, -0.20671, -0.325292, 0.707575, 0.706123, -0.0154069, -0.0221454, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.974072] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [137] 1760972302973957, 3.06137, 0.106179, -0.20671, -0.325292, 0.707575, 0.706123, -0.0154069, -0.0221454, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.976711] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [139] 1760972302976609, 3.06402, 0.106152, -0.206721, -0.325299, 0.707598, 0.7061, -0.0153626, -0.0221758, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.979575] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [140] 1760972302979463, 3.06688, 0.106152, -0.206721, -0.325299, 0.707598, 0.7061, -0.0153626, -0.0221758, -0.00268435, 0, 0, 0, 0, 0, 
