[2025-10-20 15:46:08.810090] [0x0000007fbcd6b7c0] [MocapTag] [0x00001580] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 15:46:08.814915] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [4] 1760989568814810, 2.75446, 0.15407, -0.217242, -0.319971, 0.705881, 0.708202, 0.00731964, 0.0113358, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.816447] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [5] 1760989568816331, 2.75598, 0.15407, -0.217242, -0.319971, 0.705881, 0.708202, 0.00731964, 0.0113358, 0, 0.00490315, -0.00392765, 0, -0.0399228, 0, 
[2025-10-20 15:46:08.818866] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [7] 1760989568818812, 2.75846, 0.15407, -0.217242, -0.319971, 0.705881, 0.708202, 0.00731964, 0.0113358, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.821597] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [8] 1760989568821485, 2.76114, 0.15407, -0.217242, -0.319971, 0.705881, 0.708202, 0.00731964, 0.0113358, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.824208] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [9] 1760989568824103, 2.76376, 0.154082, -0.217207, -0.31997, 0.705856, 0.708225, 0.00737558, 0.0114131, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.826616] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [10] 1760989568826507, 2.76616, 0.154082, -0.217207, -0.31997, 0.705856, 0.708225, 0.00737558, 0.0114131, 0, 0.00348174, 0, 0, 0, 0, 
[2025-10-20 15:46:08.829088] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [12] 1760989568829034, 2.76869, 0.154082, -0.217207, -0.31997, 0.705856, 0.708225, 0.00737558, 0.0114131, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.831806] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [13] 1760989568831692, 2.77134, 0.154082, -0.217207, -0.31997, 0.705856, 0.708225, 0.00737558, 0.0114131, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.834212] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [14] 1760989568834110, 2.77376, 0.154076, -0.217236, -0.319968, 0.705944, 0.708141, 0.00732804, 0.0112012, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.837786] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [15] 1760989568837650, 2.7773, 0.154076, -0.217236, -0.319968, 0.705944, 0.708141, 0.00732804, 0.0112012, 0, -0.0029046, 0, 0, 0.0368049, 0, 
[2025-10-20 15:46:08.840598] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [17] 1760989568840488, 2.78014, 0.154076, -0.217236, -0.319968, 0.705944, 0.708141, 0.00732804, 0.0112012, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.843034] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [18] 1760989568842925, 2.78258, 0.154049, -0.217248, -0.319968, 0.705906, 0.708178, 0.0073116, 0.0112739, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.845723] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [19] 1760989568845615, 2.78527, 0.154049, -0.217248, -0.319968, 0.705906, 0.708178, 0.0073116, 0.0112739, -0.00272911, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.848241] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [20] 1760989568848122, 2.78777, 0.154049, -0.217248, -0.319968, 0.705906, 0.708178, 0.0073116, 0.0112739, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.851069] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [22] 1760989568850928, 2.79058, 0.154049, -0.217248, -0.319968, 0.705906, 0.708178, 0.0073116, 0.0112739, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.854465] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [23] 1760989568854298, 2.79395, 0.154057, -0.217247, -0.319985, 0.705954, 0.708133, 0.00732874, 0.0111287, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.858895] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [24] 1760989568858807, 2.79846, 0.154057, -0.217247, -0.319985, 0.705954, 0.708133, 0.00732874, 0.0111287, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.859559] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [26] 1760989568859452, 2.7991, 0.154057, -0.217247, -0.319985, 0.705954, 0.708133, 0.00732874, 0.0111287, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.862380] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [27] 1760989568862270, 2.80192, 0.154057, -0.217241, -0.319986, 0.705841, 0.708242, 0.00727214, 0.0113767, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.865241] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [28] 1760989568865131, 2.80478, 0.154057, -0.217241, -0.319986, 0.705841, 0.708242, 0.00727214, 0.0113767, 0, 0, 0, 0, 0, -0.0426382, 
[2025-10-20 15:46:08.868446] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [29] 1760989568868328, 2.80798, 0.154057, -0.217241, -0.319986, 0.705841, 0.708242, 0.00727214, 0.0113767, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.872154] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [31] 1760989568872042, 2.81169, 0.154057, -0.217241, -0.319986, 0.705841, 0.708242, 0.00727214, 0.0113767, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.874605] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [32] 1760989568874499, 2.81415, 0.154052, -0.217236, -0.320012, 0.705861, 0.708222, 0.00736632, 0.0113148, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.877483] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [33] 1760989568877374, 2.81703, 0.154052, -0.217236, -0.320012, 0.705861, 0.708222, 0.00736632, 0.0113148, 0, 0, -0.00257037, 0, 0, 0, 
[2025-10-20 15:46:08.880159] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [35] 1760989568880038, 2.81969, 0.154052, -0.217236, -0.320012, 0.705861, 0.708222, 0.00736632, 0.0113148, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.883418] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [36] 1760989568883307, 2.82296, 0.154043, -0.217245, -0.319947, 0.705945, 0.70814, 0.00720494, 0.0112817, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.886119] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [37] 1760989568886005, 2.82566, 0.154043, -0.217245, -0.319947, 0.705945, 0.70814, 0.00720494, 0.0112817, 0, 0, 0.00650337, 0, 0, 0, 
[2025-10-20 15:46:08.888653] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [38] 1760989568888567, 2.82822, 0.154043, -0.217245, -0.319947, 0.705945, 0.70814, 0.00720494, 0.0112817, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.891464] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [40] 1760989568891355, 2.83101, 0.154043, -0.217245, -0.319947, 0.705945, 0.70814, 0.00720494, 0.0112817, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.893908] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [41] 1760989568893793, 2.83345, 0.154045, -0.217292, -0.31993, 0.705946, 0.708141, 0.00719234, 0.0112057, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.896607] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [42] 1760989568896497, 2.83615, 0.154045, -0.217292, -0.31993, 0.705946, 0.708141, 0.00719234, 0.0112057, 0, -0.00462139, 0, 0, 0, 0, 
[2025-10-20 15:46:08.899768] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [44] 1760989568899683, 2.83934, 0.154045, -0.217292, -0.31993, 0.705946, 0.708141, 0.00719234, 0.0112057, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.902418] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [45] 1760989568902307, 2.84196, 0.154053, -0.217226, -0.320011, 0.705974, 0.708111, 0.00741779, 0.0111596, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.906603] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [46] 1760989568906496, 2.84615, 0.154053, -0.217226, -0.320011, 0.705974, 0.708111, 0.00741779, 0.0111596, 0, 0.00660591, -0.00807511, 0, 0, 0.0383406, 
[2025-10-20 15:46:08.907864] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [47] 1760989568907760, 2.84741, 0.154053, -0.217226, -0.320011, 0.705974, 0.708111, 0.00741779, 0.0111596, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.910546] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [49] 1760989568910434, 2.85009, 0.154053, -0.217226, -0.320011, 0.705974, 0.708111, 0.00741779, 0.0111596, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.913164] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [50] 1760989568913053, 2.8527, 0.15406, -0.217233, -0.319997, 0.705855, 0.708229, 0.0073079, 0.0112873, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.915725] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [51] 1760989568915618, 2.85527, 0.15406, -0.217233, -0.319997, 0.705855, 0.708229, 0.0073079, 0.0112873, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.918232] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [52] 1760989568918115, 2.85777, 0.15406, -0.217233, -0.319997, 0.705855, 0.708229, 0.0073079, 0.0112873, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.920907] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [54] 1760989568920794, 2.86045, 0.15406, -0.217233, -0.319997, 0.705855, 0.708229, 0.0073079, 0.0112873, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.924877] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [55] 1760989568924768, 2.86442, 0.154019, -0.217293, -0.31995, 0.705914, 0.708171, 0.00725074, 0.0112506, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.926118] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [56] 1760989568926013, 2.86566, 0.154019, -0.217293, -0.31995, 0.705914, 0.708171, 0.00725074, 0.0112506, -0.00403541, -0.00601986, 0.0047753, 0, 0, 0, 
[2025-10-20 15:46:08.928724] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [57] 1760989568928639, 2.86829, 0.154019, -0.217293, -0.31995, 0.705914, 0.708171, 0.00725074, 0.0112506, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.931660] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [59] 1760989568931547, 2.8712, 0.154019, -0.217293, -0.31995, 0.705914, 0.708171, 0.00725074, 0.0112506, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.934074] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [60] 1760989568933969, 2.87362, 0.154065, -0.217224, -0.320003, 0.705868, 0.708216, 0.00735538, 0.0112278, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.936907] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [61] 1760989568936795, 2.87645, 0.154065, -0.217224, -0.320003, 0.705868, 0.708216, 0.00735538, 0.0112278, 0.00458908, 0.00693505, -0.00536939, 0, 0, 0, 
[2025-10-20 15:46:08.939265] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [63] 1760989568939197, 2.87885, 0.154065, -0.217224, -0.320003, 0.705868, 0.708216, 0.00735538, 0.0112278, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.941906] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [64] 1760989568941788, 2.88144, 0.154065, -0.217224, -0.320003, 0.705868, 0.708216, 0.00735538, 0.0112278, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.944428] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [65] 1760989568944290, 2.88394, 0.154016, -0.217282, -0.319937, 0.70599, 0.708096, 0.00719994, 0.0112239, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.947221] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [66] 1760989568947114, 2.88677, 0.154016, -0.217282, -0.319937, 0.70599, 0.708096, 0.00719994, 0.0112239, -0.00491066, -0.00579744, 0.00664282, 0, 0, 0, 
[2025-10-20 15:46:08.949781] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [68] 1760989568949695, 2.88935, 0.154016, -0.217282, -0.319937, 0.70599, 0.708096, 0.00719994, 0.0112239, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.952418] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [69] 1760989568952307, 2.89196, 0.154057, -0.21722, -0.320004, 0.705828, 0.708255, 0.00736304, 0.0113348, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.955106] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [70] 1760989568954997, 2.89465, 0.154057, -0.21722, -0.320004, 0.705828, 0.708255, 0.00736304, 0.0113348, 0.00409844, 0.00616598, -0.00672288, 0.0453591, -0.0388648, 0, 
[2025-10-20 15:46:08.957583] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [71] 1760989568957477, 2.89713, 0.154057, -0.21722, -0.320004, 0.705828, 0.708255, 0.00736304, 0.0113348, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.960315] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [73] 1760989568960197, 2.89985, 0.154057, -0.21722, -0.320004, 0.705828, 0.708255, 0.00736304, 0.0113348, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.962868] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [74] 1760989568962757, 2.90241, 0.154055, -0.217298, -0.319963, 0.706014, 0.708074, 0.00724588, 0.0110927, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.965652] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [75] 1760989568965539, 2.90519, 0.154055, -0.217298, -0.319963, 0.706014, 0.708074, 0.00724588, 0.0110927, 0, -0.00775073, 0.00407275, -0.0514984, 0.0509871, 0, 
[2025-10-20 15:46:08.968127] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [76] 1760989568968021, 2.90767, 0.154055, -0.217298, -0.319963, 0.706014, 0.708074, 0.00724588, 0.0110927, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.970780] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [78] 1760989568970669, 2.91032, 0.154055, -0.217298, -0.319963, 0.706014, 0.708074, 0.00724588, 0.0110927, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.973782] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [79] 1760989568973672, 2.91332, 0.154059, -0.217238, -0.319995, 0.705912, 0.708173, 0.00735108, 0.0112319, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.976289] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [80] 1760989568976180, 2.91583, 0.154059, -0.217238, -0.319995, 0.705912, 0.708173, 0.00735108, 0.0112319, 0, 0.00597331, -0.00317694, 0, 0, 0, 
[2025-10-20 15:46:08.979446] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [82] 1760989568979360, 2.91901, 0.154059, -0.217238, -0.319995, 0.705912, 0.708173, 0.00735108, 0.0112319, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.982033] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [83] 1760989568981922, 2.92157, 0.154059, -0.217238, -0.319995, 0.705912, 0.708173, 0.00735108, 0.0112319, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.984536] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [84] 1760989568984428, 2.92408, 0.154061, -0.217271, -0.320001, 0.706011, 0.708077, 0.00732728, 0.0110213, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.987107] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [85] 1760989568986998, 2.92665, 0.154061, -0.217271, -0.320001, 0.706011, 0.708077, 0.00732728, 0.0110213, 0, -0.00328038, 0, 0, 0, 0, 
[2025-10-20 15:46:08.989807] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [87] 1760989568989688, 2.92934, 0.154061, -0.217271, -0.320001, 0.706011, 0.708077, 0.00732728, 0.0110213, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.993161] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [88] 1760989568993050, 2.9327, 0.154038, -0.217267, -0.319965, 0.70595, 0.708136, 0.00719494, 0.0112297, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:08.996065] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [89] 1760989568995954, 2.93561, 0.154038, -0.217267, -0.319965, 0.70595, 0.708136, 0.00719494, 0.0112297, -0.00229047, 0, 0.0036088, 0, 0, -0.0479671, 
[2025-10-20 15:46:08.998868] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [90] 1760989568998780, 2.93843, 0.154038, -0.217267, -0.319965, 0.70595, 0.708136, 0.00719494, 0.0112297, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.001199] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [92] 1760989569001089, 2.94074, 0.154038, -0.217267, -0.319965, 0.70595, 0.708136, 0.00719494, 0.0112297, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.003631] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [93] 1760989569003520, 2.94317, 0.154054, -0.217262, -0.320017, 0.705971, 0.708115, 0.0073798, 0.0111611, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.006364] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [94] 1760989569006257, 2.94591, 0.154054, -0.217262, -0.320017, 0.705971, 0.708115, 0.0073798, 0.0111611, 0, 0, -0.00519162, 0, 0, 0.0357953, 
[2025-10-20 15:46:09.009543] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [96] 1760989569009462, 2.94911, 0.154054, -0.217262, -0.320017, 0.705971, 0.708115, 0.0073798, 0.0111611, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.012161] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [97] 1760989569012047, 2.9517, 0.154054, -0.217262, -0.320017, 0.705971, 0.708115, 0.0073798, 0.0111611, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.014711] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [98] 1760989569014594, 2.95425, 0.154079, -0.217239, -0.32002, 0.705891, 0.708193, 0.00733607, 0.0112781, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.017387] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [99] 1760989569017276, 2.95693, 0.154079, -0.217239, -0.32002, 0.705891, 0.708193, 0.00733607, 0.0112781, 0.00247612, 0.00229874, 0, 0, 0, 0, 
[2025-10-20 15:46:09.019916] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [101] 1760989569019805, 2.95946, 0.154079, -0.217239, -0.32002, 0.705891, 0.708193, 0.00733607, 0.0112781, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.022919] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [102] 1760989569022806, 2.96246, 0.154059, -0.217301, -0.320002, 0.705934, 0.708152, 0.0072724, 0.0111647, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.025593] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [103] 1760989569025482, 2.96513, 0.154059, -0.217301, -0.320002, 0.705934, 0.708152, 0.0072724, 0.0111647, -0.00201214, -0.006161, 0, 0, 0, 0, 
[2025-10-20 15:46:09.028109] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [104] 1760989569028002, 2.96765, 0.154059, -0.217301, -0.320002, 0.705934, 0.708152, 0.0072724, 0.0111647, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.031151] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [106] 1760989569030985, 2.97064, 0.154059, -0.217301, -0.320002, 0.705934, 0.708152, 0.0072724, 0.0111647, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.034777] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [107] 1760989569034669, 2.97432, 0.154068, -0.217315, -0.319991, 0.705972, 0.708118, 0.00718849, 0.0109998, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.036202] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [108] 1760989569036101, 2.97575, 0.154068, -0.217315, -0.319991, 0.705972, 0.708118, 0.00718849, 0.0109998, 0, 0, 0, 0, 0.0352394, 0, 
[2025-10-20 15:46:09.038881] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [109] 1760989569038792, 2.97844, 0.154068, -0.217315, -0.319991, 0.705972, 0.708118, 0.00718849, 0.0109998, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.041806] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [111] 1760989569041695, 2.98135, 0.154068, -0.217315, -0.319991, 0.705972, 0.708118, 0.00718849, 0.0109998, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.044218] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [112] 1760989569044113, 2.98377, 0.154066, -0.217305, -0.319976, 0.705978, 0.708111, 0.0071626, 0.0110953, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.047054] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [113] 1760989569046943, 2.98659, 0.154066, -0.217305, -0.319976, 0.705978, 0.708111, 0.0071626, 0.0110953, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.050353] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [115] 1760989569050239, 2.98989, 0.154066, -0.217305, -0.319976, 0.705978, 0.708111, 0.0071626, 0.0110953, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.052125] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [116] 1760989569052017, 2.99167, 0.154076, -0.217264, -0.319965, 0.706, 0.708087, 0.00722839, 0.0111574, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.056776] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [117] 1760989569056665, 2.99632, 0.154076, -0.217264, -0.319965, 0.706, 0.708087, 0.00722839, 0.0111574, 0, 0.00405028, 0, 0, 0, 0, 
[2025-10-20 15:46:09.057333] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [118] 1760989569057252, 2.9969, 0.154076, -0.217264, -0.319965, 0.706, 0.708087, 0.00722839, 0.0111574, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.060945] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [120] 1760989569060822, 3.00047, 0.154076, -0.217264, -0.319965, 0.706, 0.708087, 0.00722839, 0.0111574, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.063128] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [121] 1760989569063019, 3.00267, 0.15408, -0.217261, -0.320005, 0.705977, 0.70811, 0.00723546, 0.011157, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.065885] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [122] 1760989569065776, 3.00543, 0.15408, -0.217261, -0.320005, 0.705977, 0.70811, 0.00723546, 0.011157, 0, 0, -0.00393291, 0, 0, 0, 
[2025-10-20 15:46:09.068240] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [123] 1760989569068132, 3.00778, 0.15408, -0.217261, -0.320005, 0.705977, 0.70811, 0.00723546, 0.011157, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.071324] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [125] 1760989569071214, 3.01087, 0.15408, -0.217261, -0.320005, 0.705977, 0.70811, 0.00723546, 0.011157, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.074458] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [126] 1760989569074308, 3.01396, 0.154085, -0.217262, -0.320008, 0.705954, 0.708132, 0.00724604, 0.0111964, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.076971] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [127] 1760989569076866, 3.01652, 0.154085, -0.217262, -0.320008, 0.705954, 0.708132, 0.00724604, 0.0111964, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.079742] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [129] 1760989569079625, 3.01928, 0.154085, -0.217262, -0.320008, 0.705954, 0.708132, 0.00724604, 0.0111964, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.082366] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [130] 1760989569082257, 3.02191, 0.154085, -0.217262, -0.320008, 0.705954, 0.708132, 0.00724604, 0.0111964, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.084815] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [131] 1760989569084704, 3.02436, 0.154087, -0.217267, -0.319978, 0.705984, 0.708103, 0.00727784, 0.0111779, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.087520] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [132] 1760989569087411, 3.02706, 0.154087, -0.217267, -0.319978, 0.705984, 0.708103, 0.00727784, 0.0111779, 0, 0, 0.00306818, 0, 0, 0, 
[2025-10-20 15:46:09.090471] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [134] 1760989569090355, 3.03001, 0.154087, -0.217267, -0.319978, 0.705984, 0.708103, 0.00727784, 0.0111779, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.092872] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [135] 1760989569092761, 3.03241, 0.154083, -0.217279, -0.319993, 0.705948, 0.708138, 0.00725091, 0.0111923, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.095863] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [136] 1760989569095756, 3.03541, 0.154083, -0.217279, -0.319993, 0.705948, 0.708138, 0.00725091, 0.0111923, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.098480] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [137] 1760989569098386, 3.03804, 0.154083, -0.217279, -0.319993, 0.705948, 0.708138, 0.00725091, 0.0111923, 0, 0, 0, 0, 0, 0, 
