[2025-10-20 15:46:08.810090] [0x0000007fbcd6b7c0] [MocapTag] [0x00001580] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 15:46:22.373606] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6417] 1760989582373494, 16.3131, 2.72926, -0.0944044, -1.24826, 0.643199, 0.65305, -0.264059, -0.300157, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.376352] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6419] 1760989582376239, 16.3159, 2.72926, -0.0944044, -1.24826, 0.643199, 0.65305, -0.264059, -0.300157, 0.240964, -0.434994, -0.0501647, 0.366342, 0.271899, 0.547995, 
[2025-10-20 15:46:22.378649] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6420] 1760989582378541, 16.3182, 2.72926, -0.0944044, -1.24826, 0.643199, 0.65305, -0.264059, -0.300157, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.381745] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6421] 1760989582381631, 16.3213, 2.72926, -0.0944044, -1.24826, 0.643199, 0.65305, -0.264059, -0.300157, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.384209] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6422] 1760989582384120, 16.3238, 2.73225, -0.100184, -1.2482, 0.641004, 0.653419, -0.266879, -0.301551, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.386847] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6424] 1760989582386728, 16.3264, 2.73225, -0.100184, -1.2482, 0.641004, 0.653419, -0.266879, -0.301551, 0.299726, -0.577971, 0.00556786, 0.577068, 0.662488, -0.461304, 
[2025-10-20 15:46:22.389353] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6425] 1760989582389236, 16.3289, 2.73225, -0.100184, -1.2482, 0.641004, 0.653419, -0.266879, -0.301551, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.392136] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6426] 1760989582392020, 16.3317, 2.73225, -0.100184, -1.2482, 0.641004, 0.653419, -0.266879, -0.301551, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.394461] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6427] 1760989582394387, 16.334, 2.73549, -0.105988, -1.24776, 0.639789, 0.653477, -0.268559, -0.302513, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.396985] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6429] 1760989582396869, 16.3365, 2.73549, -0.105988, -1.24776, 0.639789, 0.653477, -0.268559, -0.302513, 0.32407, -0.580413, 0.0436563, 0.287199, 0.413787, -0.231772, 
[2025-10-20 15:46:22.399337] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6430] 1760989582399215, 16.3389, 2.73549, -0.105988, -1.24776, 0.639789, 0.653477, -0.268559, -0.302513, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.402268] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6431] 1760989582402153, 16.3418, 2.73549, -0.105988, -1.24776, 0.639789, 0.653477, -0.268559, -0.302513, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.404599] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6433] 1760989582404520, 16.3442, 2.73853, -0.111749, -1.24765, 0.637598, 0.653665, -0.271759, -0.303873, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.407327] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6434] 1760989582407211, 16.3469, 2.73853, -0.111749, -1.24765, 0.637598, 0.653665, -0.271759, -0.303873, 0.303068, -0.5761, 0.0117479, 0.588655, 0.714582, -0.538022, 
[2025-10-20 15:46:22.409834] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6435] 1760989582409719, 16.3494, 2.73853, -0.111749, -1.24765, 0.637598, 0.653665, -0.271759, -0.303873, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.412373] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6436] 1760989582412258, 16.3519, 2.74167, -0.117557, -1.24729, 0.636275, 0.653546, -0.273823, -0.305045, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.414967] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6438] 1760989582414865, 16.3545, 2.74167, -0.117557, -1.24729, 0.636275, 0.653546, -0.273823, -0.305045, 0.314923, -0.580746, 0.0360076, 0.294244, 0.505257, -0.265647, 
[2025-10-20 15:46:22.417481] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6439] 1760989582417369, 16.357, 2.74167, -0.117557, -1.24729, 0.636275, 0.653546, -0.273823, -0.305045, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.420096] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6440] 1760989582419980, 16.3596, 2.74167, -0.117557, -1.24729, 0.636275, 0.653546, -0.273823, -0.305045, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.422638] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6441] 1760989582422522, 16.3622, 2.74481, -0.12318, -1.24696, 0.634788, 0.653516, -0.276041, -0.306205, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.425303] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6443] 1760989582425183, 16.3648, 2.74481, -0.12318, -1.24696, 0.634788, 0.653516, -0.276041, -0.306205, 0.313261, -0.562374, 0.032238, 0.361204, 0.528181, -0.323836, 
[2025-10-20 15:46:22.427814] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6444] 1760989582427661, 16.3673, 2.74481, -0.12318, -1.24696, 0.634788, 0.653516, -0.276041, -0.306205, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.430263] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6445] 1760989582430146, 16.3698, 2.74481, -0.12318, -1.24696, 0.634788, 0.653516, -0.276041, -0.306205, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.432851] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6446] 1760989582432762, 16.3724, 2.74775, -0.128908, -1.24683, 0.632808, 0.653521, -0.279297, -0.30734, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.435370] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6448] 1760989582435255, 16.3749, 2.74775, -0.128908, -1.24683, 0.632808, 0.653521, -0.279297, -0.30734, 0.294605, -0.572751, 0.0128484, 0.56113, 0.685829, -0.582394, 
[2025-10-20 15:46:22.437834] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6449] 1760989582437724, 16.3774, 2.74775, -0.128908, -1.24683, 0.632808, 0.653521, -0.279297, -0.30734, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.440556] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6450] 1760989582440439, 16.3801, 2.74775, -0.128908, -1.24683, 0.632808, 0.653521, -0.279297, -0.30734, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.443581] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6452] 1760989582443520, 16.3832, 2.75085, -0.134667, -1.2464, 0.631692, 0.65321, -0.281581, -0.308212, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.446204] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6453] 1760989582446088, 16.3857, 2.75085, -0.134667, -1.2464, 0.631692, 0.65321, -0.281581, -0.308212, 0.309861, -0.575956, 0.0433044, 0.277555, 0.491148, -0.347025, 
[2025-10-20 15:46:22.448579] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6454] 1760989582448467, 16.3881, 2.75085, -0.134667, -1.2464, 0.631692, 0.65321, -0.281581, -0.308212, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.451292] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6455] 1760989582451174, 16.3908, 2.75085, -0.134667, -1.2464, 0.631692, 0.65321, -0.281581, -0.308212, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.453673] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6457] 1760989582453610, 16.3933, 2.754, -0.140251, -1.24601, 0.630354, 0.652882, -0.28419, -0.309249, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.456689] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6458] 1760989582456569, 16.3962, 2.754, -0.140251, -1.24601, 0.630354, 0.652882, -0.28419, -0.309249, 0.314567, -0.558378, 0.0389303, 0.335813, 0.567615, -0.401071, 
[2025-10-20 15:46:22.459376] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6459] 1760989582459259, 16.3989, 2.754, -0.140251, -1.24601, 0.630354, 0.652882, -0.28419, -0.309249, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.461885] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6460] 1760989582461755, 16.4014, 2.754, -0.140251, -1.24601, 0.630354, 0.652882, -0.28419, -0.309249, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.464210] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6462] 1760989582464087, 16.4037, 2.75699, -0.146028, -1.24563, 0.628947, 0.652584, -0.286907, -0.310232, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.466873] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6463] 1760989582466729, 16.4064, 2.75699, -0.146028, -1.24563, 0.628947, 0.652584, -0.286907, -0.310232, 0.299022, -0.577666, 0.0385093, 0.376558, 0.575989, -0.448502, 
[2025-10-20 15:46:22.469305] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6464] 1760989582469188, 16.4088, 2.75699, -0.146028, -1.24563, 0.628947, 0.652584, -0.286907, -0.310232, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.472160] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6465] 1760989582472045, 16.4117, 2.75699, -0.146028, -1.24563, 0.628947, 0.652584, -0.286907, -0.310232, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.475235] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6467] 1760989582475111, 16.4148, 2.76002, -0.15166, -1.24528, 0.627497, 0.652112, -0.289805, -0.311467, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.477887] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6468] 1760989582477772, 16.4174, 2.76002, -0.15166, -1.24528, 0.627497, 0.652112, -0.289805, -0.311467, 0.303162, -0.563215, 0.0347895, 0.35044, 0.643373, -0.429044, 
[2025-10-20 15:46:22.480498] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6469] 1760989582480383, 16.42, 2.76002, -0.15166, -1.24528, 0.627497, 0.652112, -0.289805, -0.311467, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.483005] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6470] 1760989582482891, 16.4225, 2.76296, -0.157209, -1.24499, 0.625718, 0.651798, -0.293193, -0.31253, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.486485] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6472] 1760989582486371, 16.426, 2.76296, -0.157209, -1.24499, 0.625718, 0.651798, -0.293193, -0.31253, 0.294203, -0.554934, 0.0289346, 0.519574, 0.692362, -0.616964, 
[2025-10-20 15:46:22.488546] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6473] 1760989582488436, 16.4281, 2.76296, -0.157209, -1.24499, 0.625718, 0.651798, -0.293193, -0.31253, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.491657] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6474] 1760989582491540, 16.4312, 2.76296, -0.157209, -1.24499, 0.625718, 0.651798, -0.293193, -0.31253, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.494003] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6475] 1760989582493912, 16.4336, 2.76597, -0.162947, -1.24468, 0.624617, 0.651158, -0.295963, -0.313453, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.496731] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6477] 1760989582496617, 16.4363, 2.76597, -0.162947, -1.24468, 0.624617, 0.651158, -0.295963, -0.313453, 0.300562, -0.573709, 0.0306635, 0.278711, 0.573575, -0.430625, 
[2025-10-20 15:46:22.499237] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6478] 1760989582499118, 16.4388, 2.76597, -0.162947, -1.24468, 0.624617, 0.651158, -0.295963, -0.313453, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.501912] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6479] 1760989582501797, 16.4414, 2.76597, -0.162947, -1.24468, 0.624617, 0.651158, -0.295963, -0.313453, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.504291] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6481] 1760989582504236, 16.4439, 2.76906, -0.16848, -1.24423, 0.623575, 0.650339, -0.298635, -0.314693, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.508019] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6482] 1760989582507903, 16.4476, 2.76906, -0.16848, -1.24423, 0.623575, 0.650339, -0.298635, -0.314693, 0.308992, -0.553343, 0.0458007, 0.195694, 0.609422, -0.328984, 
[2025-10-20 15:46:22.510124] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6483] 1760989582510008, 16.4497, 2.76906, -0.16848, -1.24423, 0.623575, 0.650339, -0.298635, -0.314693, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.512650] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6484] 1760989582512534, 16.4522, 2.77184, -0.174098, -1.24401, 0.621933, 0.6495, -0.302172, -0.316294, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.515279] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6486] 1760989582515154, 16.4548, 2.77184, -0.174098, -1.24401, 0.621933, 0.6495, -0.302172, -0.316294, 0.27783, -0.561816, 0.0212077, 0.375235, 0.801122, -0.501385, 
[2025-10-20 15:46:22.517745] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6487] 1760989582517586, 16.4572, 2.77184, -0.174098, -1.24401, 0.621933, 0.6495, -0.302172, -0.316294, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.521296] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6488] 1760989582521183, 16.4608, 2.77184, -0.174098, -1.24401, 0.621933, 0.6495, -0.302172, -0.316294, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.523689] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6489] 1760989582523606, 16.4633, 2.77472, -0.179716, -1.24365, 0.621158, 0.648347, -0.304499, -0.317946, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.526486] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6491] 1760989582526373, 16.466, 2.77472, -0.179716, -1.24365, 0.621158, 0.648347, -0.304499, -0.317946, 0.288858, -0.561798, 0.0358786, 0, 0.623924, -0.12256, 
[2025-10-20 15:46:22.528949] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6492] 1760989582528835, 16.4685, 2.77472, -0.179716, -1.24365, 0.621158, 0.648347, -0.304499, -0.317946, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.531773] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6493] 1760989582531657, 16.4713, 2.77472, -0.179716, -1.24365, 0.621158, 0.648347, -0.304499, -0.317946, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.534217] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6494] 1760989582534125, 16.4738, 2.77755, -0.185168, -1.24352, 0.61985, 0.647243, -0.30764, -0.31972, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.536882] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6496] 1760989582536766, 16.4764, 2.77755, -0.185168, -1.24352, 0.61985, 0.647243, -0.30764, -0.31972, 0.282796, -0.545233, 0.0130004, 0.205672, 0.769842, -0.334053, 
[2025-10-20 15:46:22.539454] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6497] 1760989582539338, 16.479, 2.77755, -0.185168, -1.24352, 0.61985, 0.647243, -0.30764, -0.31972, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.542138] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6498] 1760989582542023, 16.4817, 2.77755, -0.185168, -1.24352, 0.61985, 0.647243, -0.30764, -0.31972, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.544299] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6499] 1760989582544213, 16.4839, 2.7804, -0.190783, -1.24327, 0.619232, 0.64591, -0.309772, -0.321548, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.546989] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6501] 1760989582546873, 16.4865, 2.7804, -0.190783, -1.24327, 0.619232, 0.64591, -0.309772, -0.321548, 0.285035, -0.561462, 0.0255922, -0.0986457, 0.624353, 0, 
[2025-10-20 15:46:22.549479] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6502] 1760989582549362, 16.489, 2.7804, -0.190783, -1.24327, 0.619232, 0.64591, -0.309772, -0.321548, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.551923] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6503] 1760989582551806, 16.4915, 2.7804, -0.190783, -1.24327, 0.619232, 0.64591, -0.309772, -0.321548, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.555280] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6505] 1760989582555155, 16.4948, 2.78333, -0.19623, -1.24316, 0.618375, 0.644433, -0.312335, -0.323674, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.558226] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6506] 1760989582558111, 16.4978, 2.78333, -0.19623, -1.24316, 0.618375, 0.644433, -0.312335, -0.323674, 0.292744, -0.544693, 0.0113717, -0.0609636, 0.740266, -0.0552827, 
[2025-10-20 15:46:22.561075] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6507] 1760989582560914, 16.5006, 2.78333, -0.19623, -1.24316, 0.618375, 0.644433, -0.312335, -0.323674, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.563592] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6508] 1760989582563507, 16.5032, 2.78594, -0.201667, -1.24316, 0.617275, 0.642906, -0.315059, -0.326161, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.566239] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6510] 1760989582566123, 16.5058, 2.78594, -0.201667, -1.24316, 0.617275, 0.642906, -0.315059, -0.326161, 0.261327, -0.543675, 0, -0.0384569, 0.825071, -0.036727, 
[2025-10-20 15:46:22.569033] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6511] 1760989582568921, 16.5086, 2.78594, -0.201667, -1.24316, 0.617275, 0.642906, -0.315059, -0.326161, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.571894] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6512] 1760989582571776, 16.5114, 2.78594, -0.201667, -1.24316, 0.617275, 0.642906, -0.315059, -0.326161, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.574194] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6513] 1760989582574109, 16.5138, 2.78869, -0.207223, -1.24313, 0.616744, 0.641166, -0.317293, -0.328417, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.576868] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6515] 1760989582576750, 16.5164, 2.78869, -0.207223, -1.24313, 0.616744, 0.641166, -0.317293, -0.328417, 0.274259, -0.555636, 0.00361961, -0.239706, 0.713336, 0.110447, 
[2025-10-20 15:46:22.579418] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6516] 1760989582579320, 16.519, 2.78869, -0.207223, -1.24313, 0.616744, 0.641166, -0.317293, -0.328417, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.582036] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6517] 1760989582581910, 16.5216, 2.78869, -0.207223, -1.24313, 0.616744, 0.641166, -0.317293, -0.328417, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.584485] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6518] 1760989582584397, 16.524, 2.79143, -0.212542, -1.24323, 0.61577, 0.639322, -0.320128, -0.33108, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.587794] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6520] 1760989582587621, 16.5273, 2.79143, -0.212542, -1.24323, 0.61577, 0.639322, -0.320128, -0.33108, 0.274009, -0.531919, -0.0103073, -0.142741, 0.874436, 0, 
[2025-10-20 15:46:22.590423] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6521] 1760989582590305, 16.53, 2.79143, -0.212542, -1.24323, 0.61577, 0.639322, -0.320128, -0.33108, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.593286] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6522] 1760989582593173, 16.5328, 2.79393, -0.218127, -1.24331, 0.61522, 0.637455, -0.322235, -0.333646, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.595607] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6524] 1760989582595490, 16.5351, 2.79393, -0.218127, -1.24331, 0.61522, 0.637455, -0.322235, -0.333646, 0.250564, -0.558474, -0.00822367, -0.319839, 0.746614, 0.225686, 
[2025-10-20 15:46:22.597962] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6525] 1760989582597851, 16.5375, 2.79393, -0.218127, -1.24331, 0.61522, 0.637455, -0.322235, -0.333646, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.600685] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6526] 1760989582600566, 16.5402, 2.79393, -0.218127, -1.24331, 0.61522, 0.637455, -0.322235, -0.333646, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.603149] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6527] 1760989582603035, 16.5427, 2.79685, -0.22327, -1.24336, 0.61467, 0.635398, -0.32455, -0.33633, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.605809] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6529] 1760989582605685, 16.5453, 2.79685, -0.22327, -1.24336, 0.61467, 0.635398, -0.32455, -0.33633, 0.292033, -0.514303, -0.00462432, -0.356615, 0.799775, 0.233212, 
[2025-10-20 15:46:22.608212] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6530] 1760989582608101, 16.5478, 2.79685, -0.22327, -1.24336, 0.61467, 0.635398, -0.32455, -0.33633, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.610999] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6531] 1760989582610872, 16.5505, 2.79685, -0.22327, -1.24336, 0.61467, 0.635398, -0.32455, -0.33633, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.613344] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6532] 1760989582613257, 16.5529, 2.7995, -0.228607, -1.24348, 0.614205, 0.633262, -0.326707, -0.339108, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.616113] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6534] 1760989582615997, 16.5556, 2.7995, -0.228607, -1.24348, 0.614205, 0.633262, -0.326707, -0.339108, 0.265176, -0.53374, -0.0123415, -0.431561, 0.791198, 0.31753, 
[2025-10-20 15:46:22.618466] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6535] 1760989582618354, 16.558, 2.7995, -0.228607, -1.24348, 0.614205, 0.633262, -0.326707, -0.339108, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.621347] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6536] 1760989582621229, 16.5609, 2.7995, -0.228607, -1.24348, 0.614205, 0.633262, -0.326707, -0.339108, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.623546] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6538] 1760989582623487, 16.5631, 2.80213, -0.234004, -1.24375, 0.613845, 0.630945, -0.328909, -0.341939, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.626247] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6539] 1760989582626125, 16.5658, 2.80213, -0.234004, -1.24375, 0.613845, 0.630945, -0.328909, -0.341939, 0.262829, -0.539627, -0.0271227, -0.506294, 0.807828, 0.363772, 
[2025-10-20 15:46:22.628724] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6540] 1760989582628612, 16.5683, 2.80213, -0.234004, -1.24375, 0.613845, 0.630945, -0.328909, -0.341939, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.631746] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6541] 1760989582631622, 16.5713, 2.80213, -0.234004, -1.24375, 0.613845, 0.630945, -0.328909, -0.341939, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.634335] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6542] 1760989582634249, 16.5739, 2.80477, -0.239365, -1.24399, 0.613437, 0.628509, -0.33121, -0.344925, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.636991] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6544] 1760989582636876, 16.5765, 2.80477, -0.239365, -1.24399, 0.613437, 0.628509, -0.33121, -0.344925, 0.264247, -0.536124, -0.024023, -0.541258, 0.849599, 0.39718, 
[2025-10-20 15:46:22.639357] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6545] 1760989582639239, 16.5789, 2.80477, -0.239365, -1.24399, 0.613437, 0.628509, -0.33121, -0.344925, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.642025] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6546] 1760989582641908, 16.5816, 2.80477, -0.239365, -1.24399, 0.613437, 0.628509, -0.33121, -0.344925, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.644666] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6548] 1760989582644539, 16.5842, 2.80734, -0.244701, -1.24425, 0.61308, 0.625897, -0.333534, -0.348053, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:22.647975] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [6549] 1760989582647859, 16.5875, 2.80734, -0.244701, -1.24425, 0.61308, 0.625897, -0.333534, -0.348053, 0.256202, -0.53361, -0.0255145, -0.622535, 0.877273, 0.467717, 
