[2025-10-20 16:13:10.969425] [0x0000007f9c4d37c0] [MocapTag] [0x00004483] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 16:13:10.973661] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [3] 1760991190973527, 2.74255, 0.14457, -0.219679, -0.323386, 0.70678, 0.707157, 0.0137377, 0.0142586, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:10.976384] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [5] 1760991190976269, 2.74529, 0.14457, -0.219679, -0.323386, 0.70678, 0.707157, 0.0137377, 0.0142586, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:10.978888] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [7] 1760991190978822, 2.74784, 0.144572, -0.219682, -0.323384, 0.706784, 0.707153, 0.0137262, 0.0142221, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:10.981917] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8] 1760991190981797, 2.75082, 0.144572, -0.219682, -0.323384, 0.706784, 0.707153, 0.0137262, 0.0142221, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:10.984491] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9] 1760991190984376, 2.7534, 0.144572, -0.219682, -0.323384, 0.706784, 0.707153, 0.0137262, 0.0142221, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:10.987120] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [10] 1760991190987014, 2.75604, 0.144572, -0.219682, -0.323384, 0.706784, 0.707153, 0.0137262, 0.0142221, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:10.989917] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [12] 1760991190989747, 2.75877, 0.144567, -0.219678, -0.323377, 0.706775, 0.707162, 0.0137352, 0.0142443, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:10.992632] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [13] 1760991190992446, 2.76147, 0.144567, -0.219678, -0.323377, 0.706775, 0.707162, 0.0137352, 0.0142443, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:10.995360] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [14] 1760991190995223, 2.76425, 0.144567, -0.219678, -0.323377, 0.706775, 0.707162, 0.0137352, 0.0142443, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:10.998148] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [15] 1760991190998013, 2.76704, 0.144567, -0.219677, -0.323375, 0.706771, 0.707166, 0.0137284, 0.0142425, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.000689] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [17] 1760991191000549, 2.76957, 0.144567, -0.219677, -0.323375, 0.706771, 0.707166, 0.0137284, 0.0142425, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.003251] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [18] 1760991191003143, 2.77217, 0.144567, -0.219677, -0.323375, 0.706771, 0.707166, 0.0137284, 0.0142425, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.006188] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [19] 1760991191006076, 2.7751, 0.144567, -0.219677, -0.323375, 0.706771, 0.707166, 0.0137284, 0.0142425, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.008644] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [20] 1760991191008557, 2.77758, 0.144563, -0.219672, -0.323373, 0.706773, 0.707164, 0.0137275, 0.0142506, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.011581] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [22] 1760991191011470, 2.78049, 0.144563, -0.219672, -0.323373, 0.706773, 0.707164, 0.0137275, 0.0142506, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.014781] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [23] 1760991191014670, 2.78369, 0.144563, -0.219672, -0.323373, 0.706773, 0.707164, 0.0137275, 0.0142506, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.017309] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [24] 1760991191017197, 2.78622, 0.144567, -0.219668, -0.323367, 0.706758, 0.707179, 0.0137258, 0.0142373, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.020101] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [26] 1760991191019987, 2.78901, 0.144567, -0.219668, -0.323367, 0.706758, 0.707179, 0.0137258, 0.0142373, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.022622] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [27] 1760991191022515, 2.79154, 0.144567, -0.219668, -0.323367, 0.706758, 0.707179, 0.0137258, 0.0142373, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.025404] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [28] 1760991191025293, 2.79432, 0.144567, -0.219668, -0.323367, 0.706758, 0.707179, 0.0137258, 0.0142373, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.027930] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [29] 1760991191027810, 2.79683, 0.144569, -0.219658, -0.323359, 0.706748, 0.707188, 0.0137201, 0.0143039, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.031416] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [31] 1760991191031299, 2.80032, 0.144569, -0.219658, -0.323359, 0.706748, 0.707188, 0.0137201, 0.0143039, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.034046] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [32] 1760991191033934, 2.80296, 0.144569, -0.219658, -0.323359, 0.706748, 0.707188, 0.0137201, 0.0143039, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.036592] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [33] 1760991191036487, 2.80551, 0.144569, -0.219658, -0.323359, 0.706748, 0.707188, 0.0137201, 0.0143039, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.039176] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [35] 1760991191039097, 2.80812, 0.144582, -0.219668, -0.323366, 0.706761, 0.707175, 0.0137165, 0.0142646, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.041994] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [36] 1760991191041854, 2.81088, 0.144582, -0.219668, -0.323366, 0.706761, 0.707175, 0.0137165, 0.0142646, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.044615] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [37] 1760991191044503, 2.81353, 0.144582, -0.219668, -0.323366, 0.706761, 0.707175, 0.0137165, 0.0142646, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.047662] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [38] 1760991191047551, 2.81657, 0.144582, -0.219668, -0.323366, 0.706761, 0.707175, 0.0137165, 0.0142646, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.050362] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [40] 1760991191050251, 2.81927, 0.14457, -0.21967, -0.323378, 0.706758, 0.707178, 0.013736, 0.0142724, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.053634] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [41] 1760991191053527, 2.82255, 0.14457, -0.21967, -0.323378, 0.706758, 0.707178, 0.013736, 0.0142724, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.055495] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [42] 1760991191055390, 2.82441, 0.14457, -0.21967, -0.323378, 0.706758, 0.707178, 0.013736, 0.0142724, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.058223] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [43] 1760991191058131, 2.82715, 0.144567, -0.219671, -0.323375, 0.706762, 0.707174, 0.0137336, 0.0142775, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.060948] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [45] 1760991191060805, 2.82983, 0.144567, -0.219671, -0.323375, 0.706762, 0.707174, 0.0137336, 0.0142775, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.063473] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [46] 1760991191063370, 2.83239, 0.144567, -0.219671, -0.323375, 0.706762, 0.707174, 0.0137336, 0.0142775, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.066178] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [47] 1760991191066069, 2.83509, 0.144567, -0.219671, -0.323375, 0.706762, 0.707174, 0.0137336, 0.0142775, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.068745] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [49] 1760991191068687, 2.83771, 0.144548, -0.219674, -0.323388, 0.706762, 0.707174, 0.0137522, 0.0142819, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.071583] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [50] 1760991191071470, 2.84049, 0.144548, -0.219674, -0.323388, 0.706762, 0.707174, 0.0137522, 0.0142819, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.075965] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [51] 1760991191075853, 2.84488, 0.144548, -0.219674, -0.323388, 0.706762, 0.707174, 0.0137522, 0.0142819, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.076528] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [52] 1760991191076447, 2.84547, 0.144548, -0.219674, -0.323388, 0.706762, 0.707174, 0.0137522, 0.0142819, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.079448] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [54] 1760991191079334, 2.84836, 0.144555, -0.219676, -0.323391, 0.706772, 0.707164, 0.0137426, 0.0142606, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.082154] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [55] 1760991191082041, 2.85106, 0.144555, -0.219676, -0.323391, 0.706772, 0.707164, 0.0137426, 0.0142606, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.084922] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [56] 1760991191084750, 2.85377, 0.144555, -0.219676, -0.323391, 0.706772, 0.707164, 0.0137426, 0.0142606, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.087308] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [57] 1760991191087196, 2.85622, 0.144571, -0.219667, -0.323376, 0.706753, 0.707183, 0.0137249, 0.0142693, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.090182] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [59] 1760991191090039, 2.85906, 0.144571, -0.219667, -0.323376, 0.706753, 0.707183, 0.0137249, 0.0142693, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.093614] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [60] 1760991191093503, 2.86253, 0.144571, -0.219667, -0.323376, 0.706753, 0.707183, 0.0137249, 0.0142693, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.095247] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [61] 1760991191095138, 2.86416, 0.144571, -0.219667, -0.323376, 0.706753, 0.707183, 0.0137249, 0.0142693, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.097902] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [62] 1760991191097782, 2.8668, 0.144567, -0.219682, -0.323391, 0.706782, 0.707155, 0.0137281, 0.0142301, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.101917] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [64] 1760991191101806, 2.87083, 0.144567, -0.219682, -0.323391, 0.706782, 0.707155, 0.0137281, 0.0142301, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.103258] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [65] 1760991191103155, 2.87218, 0.144567, -0.219682, -0.323391, 0.706782, 0.707155, 0.0137281, 0.0142301, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.106471] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [66] 1760991191106365, 2.87539, 0.144567, -0.219682, -0.323391, 0.706782, 0.707155, 0.0137281, 0.0142301, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.108617] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [67] 1760991191108531, 2.87755, 0.144578, -0.219657, -0.323366, 0.706757, 0.707179, 0.0137318, 0.0143043, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.111429] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [69] 1760991191111317, 2.88034, 0.144578, -0.219657, -0.323366, 0.706757, 0.707179, 0.0137318, 0.0143043, 0, 0.00252849, 0.00246291, 0, 0, 0, 
[2025-10-20 16:13:11.113929] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [70] 1760991191113813, 2.88284, 0.144578, -0.219657, -0.323366, 0.706757, 0.707179, 0.0137318, 0.0143043, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.116621] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [71] 1760991191116514, 2.88554, 0.144578, -0.219657, -0.323366, 0.706757, 0.707179, 0.0137318, 0.0143043, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.119458] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [73] 1760991191119350, 2.88837, 0.144573, -0.21967, -0.323373, 0.706774, 0.707163, 0.0137194, 0.0142523, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.121801] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [74] 1760991191121689, 2.89071, 0.144573, -0.21967, -0.323373, 0.706774, 0.707163, 0.0137194, 0.0142523, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.124279] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [75] 1760991191124114, 2.89314, 0.144573, -0.21967, -0.323373, 0.706774, 0.707163, 0.0137194, 0.0142523, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.127658] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [76] 1760991191127501, 2.89652, 0.144556, -0.219681, -0.32339, 0.706783, 0.707155, 0.0137388, 0.0142096, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.130497] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [78] 1760991191130384, 2.89941, 0.144556, -0.219681, -0.32339, 0.706783, 0.707155, 0.0137388, 0.0142096, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.132861] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [79] 1760991191132753, 2.90178, 0.144556, -0.219681, -0.32339, 0.706783, 0.707155, 0.0137388, 0.0142096, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.135677] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [80] 1760991191135566, 2.90459, 0.144556, -0.219681, -0.32339, 0.706783, 0.707155, 0.0137388, 0.0142096, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.138262] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [81] 1760991191138172, 2.9072, 0.144584, -0.21967, -0.323367, 0.706769, 0.707167, 0.0137241, 0.0142585, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.141092] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [83] 1760991191140977, 2.91, 0.144584, -0.21967, -0.323367, 0.706769, 0.707167, 0.0137241, 0.0142585, 0.00276773, 0, 0.00230455, 0, 0, 0, 
[2025-10-20 16:13:11.143608] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [84] 1760991191143505, 2.91253, 0.144584, -0.21967, -0.323367, 0.706769, 0.707167, 0.0137241, 0.0142585, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.146400] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [85] 1760991191146291, 2.91531, 0.144584, -0.21967, -0.323367, 0.706769, 0.707167, 0.0137241, 0.0142585, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.148958] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [87] 1760991191148872, 2.9179, 0.144553, -0.219678, -0.323351, 0.706828, 0.707108, 0.013738, 0.0142544, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.151592] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [88] 1760991191151451, 2.92047, 0.144553, -0.219678, -0.323351, 0.706828, 0.707108, 0.013738, 0.0142544, -0.0030151, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.154318] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [89] 1760991191154204, 2.92323, 0.144553, -0.219678, -0.323351, 0.706828, 0.707108, 0.013738, 0.0142544, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.156692] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [90] 1760991191156578, 2.9256, 0.144553, -0.219678, -0.323351, 0.706828, 0.707108, 0.013738, 0.0142544, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.159352] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [92] 1760991191159241, 2.92826, 0.144581, -0.219669, -0.323357, 0.706722, 0.707213, 0.0137253, 0.0143282, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.161968] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [93] 1760991191161857, 2.93088, 0.144581, -0.219669, -0.323357, 0.706722, 0.707213, 0.0137253, 0.0143282, 0.00280573, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.164472] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [94] 1760991191164359, 2.93338, 0.144581, -0.219669, -0.323357, 0.706722, 0.707213, 0.0137253, 0.0143282, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.167062] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [95] 1760991191166950, 2.93597, 0.144581, -0.219669, -0.323357, 0.706722, 0.707213, 0.0137253, 0.0143282, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.169570] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [97] 1760991191169472, 2.9385, 0.144553, -0.219667, -0.32343, 0.706658, 0.707275, 0.0137821, 0.0143509, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.172553] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [98] 1760991191172442, 2.94146, 0.144553, -0.219667, -0.32343, 0.706658, 0.707275, 0.0137821, 0.0143509, -0.00283835, 0, -0.00729263, 0, 0, 0, 
[2025-10-20 16:13:11.175183] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [99] 1760991191175069, 2.94409, 0.144553, -0.219667, -0.32343, 0.706658, 0.707275, 0.0137821, 0.0143509, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.177643] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [100] 1760991191177501, 2.94652, 0.144576, -0.219664, -0.323408, 0.70669, 0.707245, 0.0137295, 0.0143015, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.180678] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [102] 1760991191180567, 2.94959, 0.144576, -0.219664, -0.323408, 0.70669, 0.707245, 0.0137295, 0.0143015, 0.002293, 0, 0.00214492, 0, 0, 0, 
[2025-10-20 16:13:11.183098] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [103] 1760991191182995, 2.95202, 0.144576, -0.219664, -0.323408, 0.70669, 0.707245, 0.0137295, 0.0143015, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.186798] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [104] 1760991191186688, 2.95571, 0.144576, -0.219664, -0.323408, 0.70669, 0.707245, 0.0137295, 0.0143015, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.189384] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [106] 1760991191189306, 2.95833, 0.144574, -0.219701, -0.323374, 0.706822, 0.707119, 0.0136826, 0.0141197, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.192174] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [107] 1760991191192060, 2.96108, 0.144574, -0.219701, -0.323374, 0.706822, 0.707119, 0.0136826, 0.0141197, 0, -0.00367109, 0.00341953, -0.0361204, 0, 0, 
[2025-10-20 16:13:11.194725] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [108] 1760991191194614, 2.96364, 0.144574, -0.219701, -0.323374, 0.706822, 0.707119, 0.0136826, 0.0141197, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.197236] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [109] 1760991191197132, 2.96616, 0.144574, -0.219701, -0.323374, 0.706822, 0.707119, 0.0136826, 0.0141197, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.200131] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [111] 1760991191200020, 2.96904, 0.144555, -0.219687, -0.323378, 0.706741, 0.707194, 0.0137379, 0.0142966, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.204280] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [112] 1760991191204147, 2.97317, 0.144555, -0.219687, -0.323378, 0.706741, 0.707194, 0.0137379, 0.0142966, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.205632] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [113] 1760991191205529, 2.97455, 0.144555, -0.219687, -0.323378, 0.706741, 0.707194, 0.0137379, 0.0142966, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.208153] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [114] 1760991191208066, 2.97709, 0.144585, -0.219647, -0.323407, 0.706668, 0.707265, 0.0137558, 0.0143828, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.210980] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [116] 1760991191210825, 2.97985, 0.144585, -0.219647, -0.323407, 0.706668, 0.707265, 0.0137558, 0.0143828, 0.0029616, 0.00399521, -0.00286271, 0, 0, 0, 
[2025-10-20 16:13:11.213477] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [117] 1760991191213367, 2.98239, 0.144585, -0.219647, -0.323407, 0.706668, 0.707265, 0.0137558, 0.0143828, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.216870] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [118] 1760991191216765, 2.98579, 0.144585, -0.219647, -0.323407, 0.706668, 0.707265, 0.0137558, 0.0143828, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.219488] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [120] 1760991191219370, 2.98839, 0.144566, -0.219667, -0.323405, 0.706696, 0.707238, 0.0137583, 0.0143364, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.222284] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [121] 1760991191222173, 2.9912, 0.144566, -0.219667, -0.323405, 0.706696, 0.707238, 0.0137583, 0.0143364, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.224755] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [122] 1760991191224650, 2.99367, 0.144566, -0.219667, -0.323405, 0.706696, 0.707238, 0.0137583, 0.0143364, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.227325] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [123] 1760991191227213, 2.99624, 0.144561, -0.219666, -0.323368, 0.706725, 0.707209, 0.013772, 0.0143601, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.230101] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [125] 1760991191229990, 2.99901, 0.144561, -0.219666, -0.323368, 0.706725, 0.707209, 0.013772, 0.0143601, 0, 0, 0.00374281, 0, 0, 0, 
[2025-10-20 16:13:11.232324] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [126] 1760991191232216, 3.00124, 0.144561, -0.219666, -0.323368, 0.706725, 0.707209, 0.013772, 0.0143601, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.235310] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [127] 1760991191235197, 3.00422, 0.144561, -0.219666, -0.323368, 0.706725, 0.707209, 0.013772, 0.0143601, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.237762] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [128] 1760991191237655, 3.00668, 0.144558, -0.219648, -0.323381, 0.706693, 0.70724, 0.0137814, 0.0143962, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.240553] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [130] 1760991191240443, 3.00947, 0.144558, -0.219648, -0.323381, 0.706693, 0.70724, 0.0137814, 0.0143962, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.242991] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [131] 1760991191242885, 3.01191, 0.144558, -0.219648, -0.323381, 0.706693, 0.70724, 0.0137814, 0.0143962, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.246555] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [132] 1760991191246446, 3.01547, 0.144558, -0.219648, -0.323381, 0.706693, 0.70724, 0.0137814, 0.0143962, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.249162] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [134] 1760991191249075, 3.0181, 0.144593, -0.219636, -0.323431, 0.706598, 0.707335, 0.0137689, 0.0144157, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.251938] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [135] 1760991191251827, 3.02085, 0.144593, -0.219636, -0.323431, 0.706598, 0.707335, 0.0137689, 0.0144157, 0.00358609, 0, -0.00502862, 0, 0, 0, 
[2025-10-20 16:13:11.254590] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [136] 1760991191254480, 3.0235, 0.144593, -0.219636, -0.323431, 0.706598, 0.707335, 0.0137689, 0.0144157, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.257095] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [137] 1760991191256993, 3.02602, 0.144593, -0.219636, -0.323431, 0.706598, 0.707335, 0.0137689, 0.0144157, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.259704] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [139] 1760991191259591, 3.02861, 0.144574, -0.219655, -0.323392, 0.706702, 0.707233, 0.0137536, 0.0143148, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:11.262658] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [140] 1760991191262547, 3.03157, 0.144574, -0.219655, -0.323392, 0.706702, 0.707233, 0.0137536, 0.0143148, 0, 0, 0.00391117, 0, 0, 0, 
