[2025-10-20 16:13:10.969425] [0x0000007f9c4d37c0] [MocapTag] [0x00004483] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 16:13:13.923962] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1394] 1760991193923853, 5.69288, 0.144685, -0.219683, -0.32351, 0.706648, 0.707286, 0.013585, 0.0145135, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:13.926896] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1395] 1760991193926790, 5.69581, 0.144685, -0.219683, -0.32351, 0.706648, 0.707286, 0.013585, 0.0145135, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:13.929044] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1396] 1760991193928954, 5.69798, 0.144693, -0.21971, -0.323452, 0.706724, 0.707211, 0.0135327, 0.0144943, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:13.931852] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1398] 1760991193931740, 5.70076, 0.144693, -0.21971, -0.323452, 0.706724, 0.707211, 0.0135327, 0.0144943, 0, -0.00264435, 0.00581756, 0, 0, 0, 
[2025-10-20 16:13:13.934318] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1399] 1760991193934170, 5.70319, 0.144693, -0.21971, -0.323452, 0.706724, 0.707211, 0.0135327, 0.0144943, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:13.937081] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1400] 1760991193936970, 5.70599, 0.144693, -0.21971, -0.323452, 0.706724, 0.707211, 0.0135327, 0.0144943, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:13.939464] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1402] 1760991193939366, 5.70839, 0.144711, -0.219719, -0.323411, 0.706823, 0.707115, 0.013474, 0.0144069, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:13.942203] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1403] 1760991193942092, 5.71112, 0.144711, -0.219719, -0.323411, 0.706823, 0.707115, 0.013474, 0.0144069, 0, 0, 0.00400842, 0, 0, 0, 
[2025-10-20 16:13:13.944695] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1404] 1760991193944587, 5.71361, 0.144711, -0.219719, -0.323411, 0.706823, 0.707115, 0.013474, 0.0144069, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:13.947268] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1405] 1760991193947167, 5.71619, 0.144731, -0.219676, -0.323484, 0.706621, 0.707312, 0.013517, 0.0146152, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:13.950316] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1407] 1760991193950196, 5.71922, 0.144731, -0.219676, -0.323484, 0.706621, 0.707312, 0.013517, 0.0146152, 0.00200239, 0.00433739, -0.00725928, 0.0560164, -0.0355907, 0, 
[2025-10-20 16:13:13.952797] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1408] 1760991193952690, 5.72171, 0.144731, -0.219676, -0.323484, 0.706621, 0.707312, 0.013517, 0.0146152, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:13.955455] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1409] 1760991193955347, 5.72437, 0.144731, -0.219676, -0.323484, 0.706621, 0.707312, 0.013517, 0.0146152, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:13.957930] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1410] 1760991193957824, 5.72685, 0.144728, -0.219704, -0.323438, 0.706737, 0.7072, 0.0134835, 0.0145002, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:13.960886] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1412] 1760991193960746, 5.72977, 0.144728, -0.219704, -0.323438, 0.706737, 0.7072, 0.0134835, 0.0145002, 0, -0.00278913, 0.00461303, 0, 0, 0, 
[2025-10-20 16:13:13.963366] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1413] 1760991193963256, 5.73228, 0.144728, -0.219704, -0.323438, 0.706737, 0.7072, 0.0134835, 0.0145002, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:13.965921] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1414] 1760991193965814, 5.73484, 0.144728, -0.219704, -0.323438, 0.706737, 0.7072, 0.0134835, 0.0145002, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:13.968878] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1416] 1760991193968824, 5.73785, 0.144713, -0.219694, -0.323437, 0.706786, 0.707152, 0.0134843, 0.0144078, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:13.971468] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1417] 1760991193971357, 5.74038, 0.144713, -0.219694, -0.323437, 0.706786, 0.707152, 0.0134843, 0.0144078, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:13.973901] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1418] 1760991193973796, 5.74282, 0.144713, -0.219694, -0.323437, 0.706786, 0.707152, 0.0134843, 0.0144078, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:13.976707] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1419] 1760991193976597, 5.74562, 0.144713, -0.219694, -0.323437, 0.706786, 0.707152, 0.0134843, 0.0144078, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:13.979962] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1421] 1760991193979843, 5.74887, 0.144645, -0.219551, -0.323675, 0.706033, 0.707897, 0.0140461, 0.0141648, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:13.982075] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1422] 1760991193981965, 5.75099, 0.144645, -0.219551, -0.323675, 0.706033, 0.707897, 0.0140461, 0.0141648, -0.00677555, 0.0143368, -0.0238206, 0.214243, -0.045076, 0.118124, 
[2025-10-20 16:13:13.984568] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1423] 1760991193984460, 5.75348, 0.144645, -0.219551, -0.323675, 0.706033, 0.707897, 0.0140461, 0.0141648, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:13.987269] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1424] 1760991193987158, 5.75618, 0.144645, -0.219551, -0.323675, 0.706033, 0.707897, 0.0140461, 0.0141648, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:13.989703] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1426] 1760991193989592, 5.75861, 0.14464, -0.219472, -0.323771, 0.705777, 0.708151, 0.0140659, 0.0142515, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:13.992471] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1427] 1760991193992361, 5.76138, 0.14464, -0.219472, -0.323771, 0.705777, 0.708151, 0.0140659, 0.0142515, 0, 0.00786826, -0.00957968, 0.0720501, 0, 0, 
[2025-10-20 16:13:13.994786] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1428] 1760991193994683, 5.76371, 0.14464, -0.219472, -0.323771, 0.705777, 0.708151, 0.0140659, 0.0142515, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:13.997401] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1429] 1760991193997292, 5.76631, 0.144642, -0.219681, -0.323461, 0.706729, 0.707207, 0.0135902, 0.0144042, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.000704] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1431] 1760991194000594, 5.76962, 0.144642, -0.219681, -0.323461, 0.706729, 0.707207, 0.0135902, 0.0144042, 0, -0.0208806, 0.0310377, -0.2702, 0.0456769, -0.094312, 
[2025-10-20 16:13:14.003152] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1432] 1760991194003046, 5.77207, 0.144642, -0.219681, -0.323461, 0.706729, 0.707207, 0.0135902, 0.0144042, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.005932] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1433] 1760991194005823, 5.77485, 0.144642, -0.219681, -0.323461, 0.706729, 0.707207, 0.0135902, 0.0144042, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.008420] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1434] 1760991194008325, 5.77735, 0.144644, -0.219675, -0.323498, 0.706647, 0.707287, 0.0136013, 0.0144697, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.011245] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1436] 1760991194011133, 5.78016, 0.144644, -0.219675, -0.323498, 0.706647, 0.707287, 0.0136013, 0.0144697, 0, 0, -0.00369268, 0, 0, 0, 
[2025-10-20 16:13:14.013723] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1437] 1760991194013614, 5.78264, 0.144644, -0.219675, -0.323498, 0.706647, 0.707287, 0.0136013, 0.0144697, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.016533] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1438] 1760991194016427, 5.78545, 0.144644, -0.219675, -0.323498, 0.706647, 0.707287, 0.0136013, 0.0144697, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.019084] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1439] 1760991194018997, 5.78802, 0.144611, -0.219722, -0.323475, 0.706726, 0.70721, 0.0136579, 0.0143433, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.021849] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1441] 1760991194021736, 5.79076, 0.144611, -0.219722, -0.323475, 0.706726, 0.70721, 0.0136579, 0.0143433, -0.00332195, -0.00464043, 0.00232446, 0, 0, 0, 
[2025-10-20 16:13:14.024434] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1442] 1760991194024328, 5.79335, 0.144611, -0.219722, -0.323475, 0.706726, 0.70721, 0.0136579, 0.0143433, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.026915] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1443] 1760991194026808, 5.79583, 0.144611, -0.219722, -0.323475, 0.706726, 0.70721, 0.0136579, 0.0143433, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.029719] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1445] 1760991194029620, 5.79864, 0.144597, -0.219704, -0.323507, 0.706715, 0.707222, 0.0136671, 0.0142904, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.032572] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1446] 1760991194032460, 5.80148, 0.144597, -0.219704, -0.323507, 0.706715, 0.707222, 0.0136671, 0.0142904, 0, 0, -0.00326588, 0, 0, 0, 
[2025-10-20 16:13:14.035340] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1447] 1760991194035231, 5.80425, 0.144597, -0.219704, -0.323507, 0.706715, 0.707222, 0.0136671, 0.0142904, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.037698] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1448] 1760991194037590, 5.80661, 0.144563, -0.219688, -0.323499, 0.706685, 0.707251, 0.0136803, 0.0143243, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.040613] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1450] 1760991194040503, 5.80953, 0.144563, -0.219688, -0.323499, 0.706685, 0.707251, 0.0136803, 0.0143243, -0.00332448, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.043096] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1451] 1760991194042987, 5.81201, 0.144563, -0.219688, -0.323499, 0.706685, 0.707251, 0.0136803, 0.0143243, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.045675] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1452] 1760991194045564, 5.81459, 0.144563, -0.219688, -0.323499, 0.706685, 0.707251, 0.0136803, 0.0143243, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.048432] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1453] 1760991194048347, 5.81737, 0.144558, -0.219715, -0.323457, 0.706754, 0.707182, 0.0137031, 0.0142806, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.051126] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1455] 1760991194051015, 5.82004, 0.144558, -0.219715, -0.323457, 0.706754, 0.707182, 0.0137031, 0.0142806, 0, -0.00269353, 0.00423243, 0, 0, 0, 
[2025-10-20 16:13:14.053649] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1456] 1760991194053547, 5.82257, 0.144558, -0.219715, -0.323457, 0.706754, 0.707182, 0.0137031, 0.0142806, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.056306] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1457] 1760991194056198, 5.82522, 0.144558, -0.219715, -0.323457, 0.706754, 0.707182, 0.0137031, 0.0142806, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.058795] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1458] 1760991194058708, 5.82773, 0.144545, -0.219678, -0.323496, 0.706685, 0.70725, 0.0137322, 0.0143131, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.061840] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1460] 1760991194061729, 5.83075, 0.144545, -0.219678, -0.323496, 0.706685, 0.70725, 0.0137322, 0.0143131, 0, 0.00367083, -0.00392721, 0, 0, 0, 
[2025-10-20 16:13:14.064245] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1461] 1760991194064100, 5.83312, 0.144545, -0.219678, -0.323496, 0.706685, 0.70725, 0.0137322, 0.0143131, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.066805] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1462] 1760991194066699, 5.83572, 0.144545, -0.219678, -0.323496, 0.706685, 0.70725, 0.0137322, 0.0143131, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.069523] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1464] 1760991194069423, 5.83845, 0.144528, -0.219663, -0.323474, 0.706681, 0.707254, 0.0137241, 0.0143284, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.072111] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1465] 1760991194071999, 5.84102, 0.144528, -0.219663, -0.323474, 0.706681, 0.707254, 0.0137241, 0.0143284, 0, 0, 0.00216, 0, 0, 0, 
[2025-10-20 16:13:14.074685] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1466] 1760991194074570, 5.84359, 0.144528, -0.219663, -0.323474, 0.706681, 0.707254, 0.0137241, 0.0143284, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.077136] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1467] 1760991194077031, 5.84605, 0.144506, -0.21968, -0.32345, 0.706757, 0.707179, 0.0137232, 0.014251, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.081228] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1469] 1760991194081118, 5.85014, 0.144506, -0.21968, -0.32345, 0.706757, 0.707179, 0.0137232, 0.014251, -0.00221241, 0, 0.00245345, 0, 0, 0, 
[2025-10-20 16:13:14.083955] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1470] 1760991194083846, 5.85287, 0.144506, -0.21968, -0.32345, 0.706757, 0.707179, 0.0137232, 0.014251, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.087264] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1471] 1760991194087160, 5.85618, 0.144506, -0.21968, -0.32345, 0.706757, 0.707179, 0.0137232, 0.014251, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.089913] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1473] 1760991194089797, 5.85882, 0.144463, -0.219556, -0.32371, 0.706058, 0.707874, 0.0142521, 0.0139169, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.091999] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1474] 1760991194091887, 5.86091, 0.144463, -0.219556, -0.32371, 0.706058, 0.707874, 0.0142521, 0.0139169, -0.00423846, 0.0123496, -0.0260559, 0.199664, 0, 0.126057, 
[2025-10-20 16:13:14.094447] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1475] 1760991194094342, 5.86336, 0.144463, -0.219556, -0.32371, 0.706058, 0.707874, 0.0142521, 0.0139169, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.097830] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1476] 1760991194097723, 5.86675, 0.144516, -0.219681, -0.323489, 0.706702, 0.707235, 0.0137368, 0.0142285, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.100820] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1478] 1760991194100706, 5.86973, 0.144516, -0.219681, -0.323489, 0.706702, 0.707235, 0.0137368, 0.0142285, 0.00523672, -0.0124329, 0.0221681, -0.183952, 0, -0.120637, 
[2025-10-20 16:13:14.103160] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1479] 1760991194103048, 5.87207, 0.144516, -0.219681, -0.323489, 0.706702, 0.707235, 0.0137368, 0.0142285, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.105964] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1480] 1760991194105854, 5.87488, 0.144516, -0.219681, -0.323489, 0.706702, 0.707235, 0.0137368, 0.0142285, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.108451] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1481] 1760991194108363, 5.87739, 0.144492, -0.219706, -0.323474, 0.706805, 0.707134, 0.013751, 0.0141052, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.112482] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1483] 1760991194112370, 5.88139, 0.144492, -0.219706, -0.323474, 0.706805, 0.707134, 0.013751, 0.0141052, -0.00240225, -0.00256541, 0, 0, 0, 0, 
[2025-10-20 16:13:14.115044] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1484] 1760991194114938, 5.88396, 0.144492, -0.219706, -0.323474, 0.706805, 0.707134, 0.013751, 0.0141052, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.117812] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1485] 1760991194117704, 5.88673, 0.14448, -0.219565, -0.323708, 0.706031, 0.707901, 0.0142429, 0.0139025, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.121015] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1487] 1760991194120899, 5.88992, 0.14448, -0.219565, -0.323708, 0.706031, 0.707901, 0.0142429, 0.0139025, 0, 0.0141471, -0.0233624, 0.220203, -0.0408236, 0.102662, 
[2025-10-20 16:13:14.123025] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1488] 1760991194122920, 5.89194, 0.14448, -0.219565, -0.323708, 0.706031, 0.707901, 0.0142429, 0.0139025, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.125718] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1489] 1760991194125607, 5.89463, 0.14448, -0.219565, -0.323708, 0.706031, 0.707901, 0.0142429, 0.0139025, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.129829] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1491] 1760991194129748, 5.89877, 0.144498, -0.219497, -0.32383, 0.705784, 0.708145, 0.0142495, 0.013979, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.130969] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1492] 1760991194130810, 5.89983, 0.144498, -0.219497, -0.32383, 0.705784, 0.708145, 0.0142495, 0.013979, 0, 0.00674241, -0.0122598, 0.0691891, 0, 0, 
[2025-10-20 16:13:14.133476] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1493] 1760991194133364, 5.90239, 0.144498, -0.219497, -0.32383, 0.705784, 0.708145, 0.0142495, 0.013979, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.136184] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1494] 1760991194136078, 5.9051, 0.144498, -0.219497, -0.32383, 0.705784, 0.708145, 0.0142495, 0.013979, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.138709] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1495] 1760991194138621, 5.90764, 0.144521, -0.219487, -0.323814, 0.705837, 0.708094, 0.0141987, 0.0140099, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.141373] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1497] 1760991194141261, 5.91028, 0.144521, -0.219487, -0.323814, 0.705837, 0.708094, 0.0141987, 0.0140099, 0.00226495, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.143883] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1498] 1760991194143781, 5.9128, 0.144521, -0.219487, -0.323814, 0.705837, 0.708094, 0.0141987, 0.0140099, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.146807] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1499] 1760991194146697, 5.91572, 0.144521, -0.219487, -0.323814, 0.705837, 0.708094, 0.0141987, 0.0140099, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.149281] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1501] 1760991194149221, 5.91824, 0.144546, -0.219443, -0.323849, 0.70565, 0.708275, 0.0142358, 0.0142094, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.152099] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1502] 1760991194151987, 5.92101, 0.144546, -0.219443, -0.323849, 0.70565, 0.708275, 0.0142358, 0.0142094, 0.00249835, 0.00444887, -0.00343286, 0.0517726, 0, 0, 
[2025-10-20 16:13:14.154729] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1503] 1760991194154618, 5.92364, 0.144546, -0.219443, -0.323849, 0.70565, 0.708275, 0.0142358, 0.0142094, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.157156] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1504] 1760991194157051, 5.92607, 0.144573, -0.219459, -0.323783, 0.705763, 0.708165, 0.0141291, 0.0142139, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.160031] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1506] 1760991194159915, 5.92894, 0.144573, -0.219459, -0.323783, 0.705763, 0.708165, 0.0141291, 0.0142139, 0.00271831, 0, 0.00656443, 0, 0, 0, 
[2025-10-20 16:13:14.162687] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1507] 1760991194162581, 5.9316, 0.144573, -0.219459, -0.323783, 0.705763, 0.708165, 0.0141291, 0.0142139, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.165281] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1508] 1760991194165175, 5.9342, 0.144573, -0.219459, -0.323783, 0.705763, 0.708165, 0.0141291, 0.0142139, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.168081] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1509] 1760991194167960, 5.93698, 0.144628, -0.219653, -0.323457, 0.706668, 0.707266, 0.0135906, 0.0144965, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.170726] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1511] 1760991194170614, 5.93964, 0.144628, -0.219653, -0.323457, 0.706668, 0.707266, 0.0135906, 0.0144965, 0.00544984, -0.0193811, 0.0325816, -0.257516, 0.0361592, -0.121331, 
[2025-10-20 16:13:14.173778] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1512] 1760991194173671, 5.94269, 0.144628, -0.219653, -0.323457, 0.706668, 0.707266, 0.0135906, 0.0144965, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.176103] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1513] 1760991194175993, 5.94502, 0.144628, -0.219653, -0.323457, 0.706668, 0.707266, 0.0135906, 0.0144965, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.178669] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1514] 1760991194178582, 5.94761, 0.144641, -0.219658, -0.323475, 0.706653, 0.707281, 0.0136113, 0.0144995, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.181525] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1516] 1760991194181409, 5.95043, 0.144641, -0.219658, -0.323475, 0.706653, 0.707281, 0.0136113, 0.0144995, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.183903] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1517] 1760991194183798, 5.95282, 0.144641, -0.219658, -0.323475, 0.706653, 0.707281, 0.0136113, 0.0144995, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.186665] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1518] 1760991194186554, 5.95558, 0.144641, -0.219658, -0.323475, 0.706653, 0.707281, 0.0136113, 0.0144995, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.189116] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1520] 1760991194189045, 5.95807, 0.144647, -0.219718, -0.323454, 0.706737, 0.707198, 0.0135723, 0.014437, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.191857] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1521] 1760991194191743, 5.96077, 0.144647, -0.219718, -0.323454, 0.706737, 0.707198, 0.0135723, 0.014437, 0, -0.00594015, 0.00207547, 0, 0, 0, 
[2025-10-20 16:13:14.194360] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1522] 1760991194194250, 5.96327, 0.144647, -0.219718, -0.323454, 0.706737, 0.707198, 0.0135723, 0.014437, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.197037] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1523] 1760991194196936, 5.96596, 0.144647, -0.219718, -0.323454, 0.706737, 0.707198, 0.0135723, 0.014437, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.199603] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1525] 1760991194199520, 5.96854, 0.144661, -0.219693, -0.323481, 0.706703, 0.707232, 0.0135872, 0.0144262, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:14.202233] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1526] 1760991194202120, 5.97114, 0.144661, -0.219693, -0.323481, 0.706703, 0.707232, 0.0135872, 0.0144262, 0, 0.0024842, -0.00266809, 0, 0, 0, 
[2025-10-20 16:13:14.204724] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [1527] 1760991194204615, 5.97364, 0.144661, -0.219693, -0.323481, 0.706703, 0.707232, 0.0135872, 0.0144262, 0, 0, 0, 0, 0, 0, 
