[2025-10-20 16:10:56.148938] [0x0000007fa68637c0] [MocapTag] [0x00003fad] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 16:10:56.153628] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [4] 1760991056153474, 2.76753, 0.132954, -0.23494, -0.322867, 0.709418, 0.704777, -0.000303654, -0.00398024, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.156459] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [6] 1760991056156338, 2.77039, 0.132954, -0.23494, -0.322867, 0.709418, 0.704777, -0.000303654, -0.00398024, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.158727] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [7] 1760991056158614, 2.77267, 0.13295, -0.234938, -0.322862, 0.709427, 0.704768, -0.000294693, -0.00393824, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.161571] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [8] 1760991056161458, 2.77551, 0.13295, -0.234938, -0.322862, 0.709427, 0.704768, -0.000294693, -0.00393824, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.164043] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [9] 1760991056163960, 2.77801, 0.13295, -0.234938, -0.322862, 0.709427, 0.704768, -0.000294693, -0.00393824, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.166734] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [11] 1760991056166622, 2.78068, 0.13295, -0.234938, -0.322862, 0.709427, 0.704768, -0.000294693, -0.00393824, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.169050] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [12] 1760991056168942, 2.783, 0.132962, -0.234937, -0.322847, 0.709439, 0.704756, -0.000311899, -0.00395122, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.171813] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13] 1760991056171702, 2.78576, 0.132962, -0.234937, -0.322847, 0.709439, 0.704756, -0.000311899, -0.00395122, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.174347] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [14] 1760991056174256, 2.78831, 0.132962, -0.234937, -0.322847, 0.709439, 0.704756, -0.000311899, -0.00395122, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.176972] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [16] 1760991056176854, 2.79091, 0.132962, -0.234937, -0.322847, 0.709439, 0.704756, -0.000311899, -0.00395122, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.179581] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [17] 1760991056179468, 2.79352, 0.132925, -0.234961, -0.322848, 0.70947, 0.704724, -0.000251413, -0.0039968, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.182294] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [18] 1760991056182185, 2.79624, 0.132925, -0.234961, -0.322848, 0.70947, 0.704724, -0.000251413, -0.0039968, -0.00370905, -0.00231341, 0, 0, 0, 0, 
[2025-10-20 16:10:56.184817] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [20] 1760991056184735, 2.79879, 0.132925, -0.234961, -0.322848, 0.70947, 0.704724, -0.000251413, -0.0039968, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.187454] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [21] 1760991056187341, 2.80139, 0.132954, -0.234955, -0.322848, 0.709375, 0.704821, -0.000311942, -0.00385067, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.190352] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [22] 1760991056190241, 2.8043, 0.132954, -0.234955, -0.322848, 0.709375, 0.704821, -0.000311942, -0.00385067, 0.00293826, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.192545] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [23] 1760991056192436, 2.80649, 0.132954, -0.234955, -0.322848, 0.709375, 0.704821, -0.000311942, -0.00385067, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.195078] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [25] 1760991056194959, 2.80901, 0.132954, -0.234955, -0.322848, 0.709375, 0.704821, -0.000311942, -0.00385067, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.197735] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [26] 1760991056197623, 2.81168, 0.132942, -0.234957, -0.32286, 0.70944, 0.704754, -0.000298414, -0.00397441, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.200453] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [27] 1760991056200348, 2.8144, 0.132942, -0.234957, -0.32286, 0.70944, 0.704754, -0.000298414, -0.00397441, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.202967] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [28] 1760991056202858, 2.81691, 0.132942, -0.234957, -0.32286, 0.70944, 0.704754, -0.000298414, -0.00397441, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.205459] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [30] 1760991056205342, 2.8194, 0.132942, -0.234957, -0.32286, 0.70944, 0.704754, -0.000298414, -0.00397441, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.208298] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [31] 1760991056208191, 2.82225, 0.133031, -0.235, -0.323062, 0.709603, 0.704592, -0.000568469, -0.00379317, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.211002] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [32] 1760991056210889, 2.82494, 0.133031, -0.235, -0.323062, 0.709603, 0.704592, -0.000568469, -0.00379317, 0.00890212, -0.00429921, -0.0202839, -0.0458241, 0, -0.06364, 
[2025-10-20 16:10:56.214471] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [33] 1760991056214381, 2.82843, 0.133031, -0.235, -0.323062, 0.709603, 0.704592, -0.000568469, -0.00379317, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.216859] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [35] 1760991056216748, 2.8308, 0.133031, -0.235, -0.323062, 0.709603, 0.704592, -0.000568469, -0.00379317, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.219280] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [36] 1760991056219175, 2.83323, 0.133026, -0.234987, -0.323065, 0.709659, 0.704535, -0.000553558, -0.00387687, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.222179] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [37] 1760991056222069, 2.83612, 0.133026, -0.234987, -0.323065, 0.709659, 0.704535, -0.000553558, -0.00387687, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.224677] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [39] 1760991056224607, 2.83866, 0.133026, -0.234987, -0.323065, 0.709659, 0.704535, -0.000553558, -0.00387687, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.227469] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [40] 1760991056227357, 2.84141, 0.133015, -0.235003, -0.323046, 0.709626, 0.704568, -0.000558534, -0.00381588, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.230766] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [41] 1760991056230662, 2.84472, 0.133015, -0.235003, -0.323046, 0.709626, 0.704568, -0.000558534, -0.00381588, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.233904] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [42] 1760991056233792, 2.84785, 0.133015, -0.235003, -0.323046, 0.709626, 0.704568, -0.000558534, -0.00381588, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.236370] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [44] 1760991056236258, 2.85031, 0.133015, -0.235003, -0.323046, 0.709626, 0.704568, -0.000558534, -0.00381588, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.238871] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [45] 1760991056238759, 2.85281, 0.133028, -0.234988, -0.323026, 0.709614, 0.704579, -0.000550884, -0.00385561, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.241409] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [46] 1760991056241304, 2.85536, 0.133028, -0.234988, -0.323026, 0.709614, 0.704579, -0.000550884, -0.00385561, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.244726] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [48] 1760991056244669, 2.85872, 0.133028, -0.234988, -0.323026, 0.709614, 0.704579, -0.000550884, -0.00385561, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.247869] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [49] 1760991056247756, 2.86181, 0.133028, -0.234988, -0.323026, 0.709614, 0.704579, -0.000550884, -0.00385561, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.250396] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [50] 1760991056250285, 2.86434, 0.133026, -0.234975, -0.322996, 0.70958, 0.704615, -0.000538211, -0.00377288, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.253159] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [51] 1760991056253053, 2.86711, 0.133026, -0.234975, -0.322996, 0.70958, 0.704615, -0.000538211, -0.00377288, 0, 0, 0.00305216, 0, 0, 0, 
[2025-10-20 16:10:56.256388] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [53] 1760991056256264, 2.87032, 0.133026, -0.234975, -0.322996, 0.70958, 0.704615, -0.000538211, -0.00377288, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.258702] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [54] 1760991056258589, 2.87264, 0.133006, -0.234983, -0.32304, 0.709628, 0.704565, -0.00054189, -0.00390297, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.262191] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [55] 1760991056262080, 2.87613, 0.133006, -0.234983, -0.32304, 0.709628, 0.704565, -0.00054189, -0.00390297, -0.00201466, 0, -0.00440777, 0, 0, 0, 
[2025-10-20 16:10:56.264847] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [57] 1760991056264734, 2.87879, 0.133006, -0.234983, -0.32304, 0.709628, 0.704565, -0.00054189, -0.00390297, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.267415] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [58] 1760991056267304, 2.88136, 0.133006, -0.234983, -0.32304, 0.709628, 0.704565, -0.00054189, -0.00390297, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.269906] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [59] 1760991056269803, 2.88386, 0.133014, -0.234977, -0.323073, 0.709574, 0.70462, -0.000534851, -0.00388345, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.272735] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [60] 1760991056272624, 2.88668, 0.133014, -0.234977, -0.323073, 0.709574, 0.70462, -0.000534851, -0.00388345, 0, 0, -0.00334493, 0, 0, 0, 
[2025-10-20 16:10:56.276331] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [62] 1760991056276220, 2.89027, 0.133014, -0.234977, -0.323073, 0.709574, 0.70462, -0.000534851, -0.00388345, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.278827] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [63] 1760991056278716, 2.89277, 0.133028, -0.23501, -0.323081, 0.709268, 0.704929, -0.000603357, -0.00379804, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.281425] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [64] 1760991056281316, 2.89537, 0.133028, -0.23501, -0.323081, 0.709268, 0.704929, -0.000603357, -0.00379804, 0, -0.00334099, 0, 0.086987, 0, 0, 
[2025-10-20 16:10:56.283972] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [65] 1760991056283885, 2.89794, 0.133028, -0.23501, -0.323081, 0.709268, 0.704929, -0.000603357, -0.00379804, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.286871] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [67] 1760991056286758, 2.90081, 0.133028, -0.23501, -0.323081, 0.709268, 0.704929, -0.000603357, -0.00379804, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.289237] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [68] 1760991056289125, 2.90318, 0.13302, -0.234997, -0.323071, 0.709252, 0.704944, -0.000576487, -0.00384973, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.292052] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [69] 1760991056291942, 2.906, 0.13302, -0.234997, -0.323071, 0.709252, 0.704944, -0.000576487, -0.00384973, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.294628] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [71] 1760991056294540, 2.90859, 0.13302, -0.234997, -0.323071, 0.709252, 0.704944, -0.000576487, -0.00384973, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.297099] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [72] 1760991056296985, 2.91104, 0.13302, -0.234997, -0.323071, 0.709252, 0.704944, -0.000576487, -0.00384973, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.299665] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [73] 1760991056299558, 2.91361, 0.133031, -0.234992, -0.323064, 0.70922, 0.704977, -0.000564396, -0.00378091, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.302358] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [74] 1760991056302246, 2.9163, 0.133031, -0.234992, -0.323064, 0.70922, 0.704977, -0.000564396, -0.00378091, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.305496] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [76] 1760991056305379, 2.91943, 0.133031, -0.234992, -0.323064, 0.70922, 0.704977, -0.000564396, -0.00378091, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.308128] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [77] 1760991056308016, 2.92207, 0.133035, -0.234992, -0.323089, 0.709142, 0.705055, -0.000539795, -0.00372232, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.309946] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [78] 1760991056309834, 2.92389, 0.133035, -0.234992, -0.323089, 0.709142, 0.705055, -0.000539795, -0.00372232, 0, 0, -0.00243634, 0, 0, 0, 
[2025-10-20 16:10:56.313200] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [79] 1760991056313083, 2.92714, 0.133035, -0.234992, -0.323089, 0.709142, 0.705055, -0.000539795, -0.00372232, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.315900] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [81] 1760991056315789, 2.92984, 0.133035, -0.234992, -0.323089, 0.709142, 0.705055, -0.000539795, -0.00372232, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.318417] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [82] 1760991056318309, 2.93236, 0.133049, -0.234961, -0.32313, 0.709116, 0.705082, -0.000483016, -0.00377259, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.321921] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [83] 1760991056321811, 2.93587, 0.133049, -0.234961, -0.32313, 0.709116, 0.705082, -0.000483016, -0.00377259, 0, 0.00309077, -0.00408783, 0, 0, 0, 
[2025-10-20 16:10:56.324469] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [85] 1760991056324397, 2.93845, 0.133049, -0.234961, -0.32313, 0.709116, 0.705082, -0.000483016, -0.00377259, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.327099] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [86] 1760991056326987, 2.94104, 0.133049, -0.234961, -0.32313, 0.709116, 0.705082, -0.000483016, -0.00377259, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.329585] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [87] 1760991056329460, 2.94351, 0.133109, -0.235023, -0.323288, 0.707733, 0.706473, -0.000365142, -0.00312512, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.332214] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [88] 1760991056332102, 2.94616, 0.133109, -0.235023, -0.323288, 0.707733, 0.706473, -0.000365142, -0.00312512, 0.00605981, -0.00621045, -0.0158852, 0.392663, -0.107254, -0.0761734, 
[2025-10-20 16:10:56.334849] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [90] 1760991056334740, 2.94879, 0.133109, -0.235023, -0.323288, 0.707733, 0.706473, -0.000365142, -0.00312512, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.337637] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [91] 1760991056337480, 2.95153, 0.133061, -0.234879, -0.323509, 0.707235, 0.706971, 0.000157321, -0.0031789, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.340238] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [92] 1760991056340123, 2.95418, 0.133061, -0.234879, -0.323509, 0.707235, 0.706971, 0.000157321, -0.0031789, -0.00486371, 0.0144454, -0.0220284, 0.14087, -0.0660217, 0.0811334, 
[2025-10-20 16:10:56.344273] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [94] 1760991056344166, 2.95822, 0.133061, -0.234879, -0.323509, 0.707235, 0.706971, 0.000157321, -0.0031789, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.344861] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [95] 1760991056344762, 2.95882, 0.133061, -0.234879, -0.323509, 0.707235, 0.706971, 0.000157321, -0.0031789, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.347868] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [96] 1760991056347758, 2.96181, 0.133036, -0.234912, -0.323395, 0.707644, 0.706561, 1.82478e-05, -0.00336881, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.351419] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [97] 1760991056351307, 2.96536, 0.133036, -0.234912, -0.323395, 0.707644, 0.706561, 1.82478e-05, -0.00336881, -0.00246724, -0.00334081, 0.0113957, -0.115883, 0.0462452, 0, 
[2025-10-20 16:10:56.353944] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [98] 1760991056353857, 2.96791, 0.133036, -0.234912, -0.323395, 0.707644, 0.706561, 1.82478e-05, -0.00336881, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.356616] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [100] 1760991056356503, 2.97056, 0.133036, -0.234912, -0.323395, 0.707644, 0.706561, 1.82478e-05, -0.00336881, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.359125] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [101] 1760991056359012, 2.97307, 0.133054, -0.234925, -0.323378, 0.707659, 0.706547, -2.84491e-06, -0.00329401, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.361878] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [102] 1760991056361769, 2.97582, 0.133054, -0.234925, -0.323378, 0.707659, 0.706547, -2.84491e-06, -0.00329401, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.364369] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [103] 1760991056364275, 2.97833, 0.133054, -0.234925, -0.323378, 0.707659, 0.706547, -2.84491e-06, -0.00329401, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.367765] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [105] 1760991056367648, 2.9817, 0.133054, -0.234925, -0.323378, 0.707659, 0.706547, -2.84491e-06, -0.00329401, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.370346] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [106] 1760991056370235, 2.98429, 0.133057, -0.234908, -0.323443, 0.707318, 0.706888, 4.52989e-05, -0.00333546, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.373056] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [107] 1760991056372942, 2.987, 0.133057, -0.234908, -0.323443, 0.707318, 0.706888, 4.52989e-05, -0.00333546, 0, 0, -0.00648189, 0.0964284, 0, 0, 
[2025-10-20 16:10:56.375719] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [109] 1760991056375609, 2.98966, 0.133057, -0.234908, -0.323443, 0.707318, 0.706888, 4.52989e-05, -0.00333546, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.378204] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [110] 1760991056378091, 2.99214, 0.133049, -0.234912, -0.323468, 0.707356, 0.70685, 7.72357e-05, -0.00328419, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.382483] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [111] 1760991056382371, 2.99642, 0.133049, -0.234912, -0.323468, 0.707356, 0.70685, 7.72357e-05, -0.00328419, 0, 0, -0.00254458, 0, 0, 0, 
[2025-10-20 16:10:56.385209] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [113] 1760991056385093, 2.99915, 0.133049, -0.234912, -0.323468, 0.707356, 0.70685, 7.72357e-05, -0.00328419, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.387566] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [114] 1760991056387437, 3.00149, 0.133048, -0.23492, -0.323454, 0.707375, 0.706831, 0.000113836, -0.00327442, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.390355] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [115] 1760991056390246, 3.0043, 0.133048, -0.23492, -0.323454, 0.707375, 0.706831, 0.000113836, -0.00327442, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.392782] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [116] 1760991056392674, 3.00673, 0.133048, -0.23492, -0.323454, 0.707375, 0.706831, 0.000113836, -0.00327442, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.395552] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [118] 1760991056395441, 3.00949, 0.133048, -0.23492, -0.323454, 0.707375, 0.706831, 0.000113836, -0.00327442, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.398477] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [119] 1760991056398364, 3.01242, 0.133025, -0.234933, -0.323439, 0.70737, 0.706836, 0.00011742, -0.00322521, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.401190] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [120] 1760991056401080, 3.01513, 0.133025, -0.234933, -0.323439, 0.70737, 0.706836, 0.00011742, -0.00322521, -0.00227983, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.403821] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [121] 1760991056403732, 3.01779, 0.133025, -0.234933, -0.323439, 0.70737, 0.706836, 0.00011742, -0.00322521, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.406606] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [123] 1760991056406495, 3.02055, 0.133025, -0.234933, -0.323439, 0.70737, 0.706836, 0.00011742, -0.00322521, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.409053] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [124] 1760991056408945, 3.023, 0.133061, -0.235093, -0.323251, 0.707898, 0.706307, -0.00038577, -0.00330941, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.412108] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [125] 1760991056411995, 3.02605, 0.133061, -0.235093, -0.323251, 0.707898, 0.706307, -0.00038577, -0.00330941, 0.00355492, -0.015981, 0.0187869, -0.1495, 0.0827834, -0.0588314, 
[2025-10-20 16:10:56.414356] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [126] 1760991056414268, 3.02832, 0.133061, -0.235093, -0.323251, 0.707898, 0.706307, -0.00038577, -0.00330941, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.416988] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [128] 1760991056416870, 3.03092, 0.133061, -0.235093, -0.323251, 0.707898, 0.706307, -0.00038577, -0.00330941, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.419504] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [129] 1760991056419394, 3.03345, 0.133073, -0.235084, -0.323215, 0.707924, 0.70628, -0.000442227, -0.00332657, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.422178] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [130] 1760991056422066, 3.03612, 0.133073, -0.235084, -0.323215, 0.707924, 0.70628, -0.000442227, -0.00332657, 0, 0, 0.00361523, 0, 0, 0, 
[2025-10-20 16:10:56.424822] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [132] 1760991056424742, 3.0388, 0.133073, -0.235084, -0.323215, 0.707924, 0.70628, -0.000442227, -0.00332657, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.427505] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [133] 1760991056427394, 3.04145, 0.133077, -0.235064, -0.323235, 0.707886, 0.706318, -0.000466056, -0.0033073, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.430928] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [134] 1760991056430779, 3.04483, 0.133077, -0.235064, -0.323235, 0.707886, 0.706318, -0.000466056, -0.0033073, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.433580] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [135] 1760991056433495, 3.04755, 0.133077, -0.235064, -0.323235, 0.707886, 0.706318, -0.000466056, -0.0033073, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.436627] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [137] 1760991056436511, 3.05057, 0.133077, -0.235064, -0.323235, 0.707886, 0.706318, -0.000466056, -0.0033073, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:56.438832] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [138] 1760991056438669, 3.05272, 0.133064, -0.235061, -0.323254, 0.707887, 0.706318, -0.000421529, -0.0033621, 0, 0, 0, 0, 0, 0, 
