[2025-10-20 16:10:56.148938] [0x0000007fa68637c0] [MocapTag] [0x00003fad] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 16:10:58.972398] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1329] 1760991058972285, 5.58634, 0.133089, -0.235054, -0.323139, 0.709743, 0.70445, -0.00082544, -0.00393277, 0, -0.00796431, 0.0102279, -0.179636, 0.0634207, 0, 
[2025-10-20 16:10:58.974968] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1331] 1760991058974892, 5.58895, 0.133089, -0.235054, -0.323139, 0.709743, 0.70445, -0.00082544, -0.00393277, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:58.977663] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1332] 1760991058977505, 5.59156, 0.133103, -0.235077, -0.323134, 0.709389, 0.704807, -0.000822256, -0.00379991, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:58.980346] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1333] 1760991058980235, 5.59429, 0.133103, -0.235077, -0.323134, 0.709389, 0.704807, -0.000822256, -0.00379991, 0, -0.00236741, 0, 0.100636, 0, 0, 
[2025-10-20 16:10:58.984251] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1334] 1760991058984127, 5.59818, 0.133103, -0.235077, -0.323134, 0.709389, 0.704807, -0.000822256, -0.00379991, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:58.985817] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1336] 1760991058985701, 5.59976, 0.133103, -0.235077, -0.323134, 0.709389, 0.704807, -0.000822256, -0.00379991, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:58.989215] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1337] 1760991058989107, 5.60316, 0.133144, -0.235002, -0.323178, 0.709131, 0.705067, -0.000695908, -0.00367729, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:58.991776] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1338] 1760991058991665, 5.60572, 0.133144, -0.235002, -0.323178, 0.709131, 0.705067, -0.000695908, -0.00367729, 0.00415844, 0.00756445, -0.00440876, 0.0733614, -0.035056, 0, 
[2025-10-20 16:10:58.994238] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1339] 1760991058994126, 5.60818, 0.133144, -0.235002, -0.323178, 0.709131, 0.705067, -0.000695908, -0.00367729, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:58.997027] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1341] 1760991058996910, 5.61096, 0.133144, -0.235002, -0.323178, 0.709131, 0.705067, -0.000695908, -0.00367729, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:58.999383] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1342] 1760991058999273, 5.61333, 0.133118, -0.234986, -0.323054, 0.709619, 0.704575, -0.00067546, -0.00374981, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.002700] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1343] 1760991059002594, 5.61665, 0.133118, -0.234986, -0.323054, 0.709619, 0.704575, -0.00067546, -0.00374981, -0.0026045, 0, 0.0123959, -0.138569, 0, 0, 
[2025-10-20 16:10:59.006066] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1345] 1760991059005955, 5.62001, 0.133118, -0.234986, -0.323054, 0.709619, 0.704575, -0.00067546, -0.00374981, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.007740] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1346] 1760991059007632, 5.62169, 0.133129, -0.234955, -0.323093, 0.709122, 0.705077, -0.00062848, -0.00358497, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.010367] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1347] 1760991059010260, 5.62431, 0.133129, -0.234955, -0.323093, 0.709122, 0.705077, -0.00062848, -0.00358497, 0, 0.0031576, -0.00380793, 0.141335, 0, 0, 
[2025-10-20 16:10:59.012887] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1348] 1760991059012775, 5.62683, 0.133129, -0.234955, -0.323093, 0.709122, 0.705077, -0.00062848, -0.00358497, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.015471] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1350] 1760991059015366, 5.62942, 0.133129, -0.234955, -0.323093, 0.709122, 0.705077, -0.00062848, -0.00358497, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.018084] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1351] 1760991059017975, 5.63203, 0.133134, -0.234942, -0.32307, 0.709519, 0.704677, -0.000617201, -0.00366701, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.021441] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1352] 1760991059021337, 5.63539, 0.133134, -0.234942, -0.32307, 0.709519, 0.704677, -0.000617201, -0.00366701, 0, 0, 0.00222725, -0.112832, 0, 0, 
[2025-10-20 16:10:59.024170] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1353] 1760991059024077, 5.63813, 0.133134, -0.234942, -0.32307, 0.709519, 0.704677, -0.000617201, -0.00366701, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.026766] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1355] 1760991059026652, 5.64071, 0.133134, -0.234942, -0.32307, 0.709519, 0.704677, -0.000617201, -0.00366701, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.029185] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1356] 1760991059029074, 5.64313, 0.133163, -0.234962, -0.323055, 0.709552, 0.704643, -0.000672384, -0.00356685, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.032502] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1357] 1760991059032391, 5.64644, 0.133163, -0.234962, -0.323055, 0.709552, 0.704643, -0.000672384, -0.00356685, 0.00290787, -0.0020346, 0, 0, 0, 0, 
[2025-10-20 16:10:59.034501] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1358] 1760991059034413, 5.64847, 0.133163, -0.234962, -0.323055, 0.709552, 0.704643, -0.000672384, -0.00356685, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.037141] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1360] 1760991059037029, 5.65108, 0.133163, -0.234962, -0.323055, 0.709552, 0.704643, -0.000672384, -0.00356685, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.039588] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1361] 1760991059039481, 5.65353, 0.13318, -0.234999, -0.323098, 0.70924, 0.704957, -0.000761522, -0.00367382, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.042398] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1362] 1760991059042286, 5.65634, 0.13318, -0.234999, -0.323098, 0.70924, 0.704957, -0.000761522, -0.00367382, 0, -0.00373095, -0.00431394, 0.0885844, 0, 0, 
[2025-10-20 16:10:59.045008] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1364] 1760991059044927, 5.65898, 0.13318, -0.234999, -0.323098, 0.70924, 0.704957, -0.000761522, -0.00367382, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.047511] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1365] 1760991059047400, 5.66145, 0.133178, -0.235011, -0.323078, 0.709635, 0.704559, -0.000831096, -0.00375342, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.050389] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1366] 1760991059050278, 5.66433, 0.133178, -0.235011, -0.323078, 0.709635, 0.704559, -0.000831096, -0.00375342, 0, 0, 0.00201267, -0.112426, 0, 0, 
[2025-10-20 16:10:59.052832] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1367] 1760991059052726, 5.66678, 0.133178, -0.235011, -0.323078, 0.709635, 0.704559, -0.000831096, -0.00375342, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.055594] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1369] 1760991059055479, 5.66953, 0.133178, -0.235011, -0.323078, 0.709635, 0.704559, -0.000831096, -0.00375342, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.058099] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1370] 1760991059057989, 5.67204, 0.13318, -0.235024, -0.323071, 0.709677, 0.704517, -0.000830017, -0.00369366, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.060647] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1371] 1760991059060540, 5.67459, 0.13318, -0.235024, -0.323071, 0.709677, 0.704517, -0.000830017, -0.00369366, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.063179] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1372] 1760991059063072, 5.67713, 0.13318, -0.235024, -0.323071, 0.709677, 0.704517, -0.000830017, -0.00369366, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.065993] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1374] 1760991059065880, 5.67993, 0.13318, -0.235024, -0.323071, 0.709677, 0.704517, -0.000830017, -0.00369366, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.068721] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1375] 1760991059068614, 5.68267, 0.133143, -0.235053, -0.323152, 0.709355, 0.704841, -0.000764225, -0.00375016, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.071523] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1376] 1760991059071411, 5.68546, 0.133143, -0.235053, -0.323152, 0.709355, 0.704841, -0.000764225, -0.00375016, -0.0037162, -0.00290986, -0.00810101, 0.0914335, 0, 0, 
[2025-10-20 16:10:59.074248] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1377] 1760991059074129, 5.68818, 0.133143, -0.235053, -0.323152, 0.709355, 0.704841, -0.000764225, -0.00375016, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.076753] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1379] 1760991059076642, 5.6907, 0.133143, -0.235053, -0.323152, 0.709355, 0.704841, -0.000764225, -0.00375016, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.079887] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1380] 1760991059079779, 5.69383, 0.133005, -0.234786, -0.322515, 0.709568, 0.704604, -0.000376435, -0.00687152, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.081961] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1381] 1760991059081852, 5.69591, 0.133005, -0.234786, -0.322515, 0.709568, 0.704604, -0.000376435, -0.00687152, -0.0137744, 0.0267486, 0.0636977, -0.0669599, 0.384699, 0.497857, 
[2025-10-20 16:10:59.084710] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1383] 1760991059084647, 5.6987, 0.133005, -0.234786, -0.322515, 0.709568, 0.704604, -0.000376435, -0.00687152, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.087413] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1384] 1760991059087301, 5.70136, 0.133284, -0.234454, -0.321307, 0.697709, 0.716272, -0.00254151, -0.0122512, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.090448] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1385] 1760991059090340, 5.70439, 0.133284, -0.234454, -0.321307, 0.697709, 0.716272, -0.00254151, -0.0122512, 0.0279264, 0.0332198, 0.120775, 3.318, 1.08806, 0.423638, 
[2025-10-20 16:10:59.092814] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1386] 1760991059092709, 5.70676, 0.133284, -0.234454, -0.321307, 0.697709, 0.716272, -0.00254151, -0.0122512, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.095210] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1388] 1760991059095106, 5.70916, 0.133284, -0.234454, -0.321307, 0.697709, 0.716272, -0.00254151, -0.0122512, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.097673] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1389] 1760991059097557, 5.71161, 0.133125, -0.235073, -0.323307, 0.707879, 0.706327, -0.000439641, -0.00312921, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.101069] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1390] 1760991059100956, 5.71501, 0.133125, -0.235073, -0.323307, 0.707879, 0.706327, -0.000439641, -0.00312921, -0.0159061, -0.061946, -0.200037, -2.83176, -1.60555, -0.964892, 
[2025-10-20 16:10:59.103614] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1391] 1760991059103496, 5.71755, 0.133125, -0.235073, -0.323307, 0.707879, 0.706327, -0.000439641, -0.00312921, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.107393] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1393] 1760991059107281, 5.72133, 0.133125, -0.235073, -0.323307, 0.707879, 0.706327, -0.000439641, -0.00312921, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.108817] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1394] 1760991059108711, 5.72276, 0.133104, -0.23503, -0.323249, 0.708055, 0.70615, -0.000427785, -0.00322364, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.111570] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1395] 1760991059111463, 5.72552, 0.133104, -0.23503, -0.323249, 0.708055, 0.70615, -0.000427785, -0.00322364, -0.00211063, 0.00432067, 0.00587239, -0.0500441, 0, 0, 
[2025-10-20 16:10:59.114084] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1396] 1760991059114000, 5.72805, 0.133104, -0.23503, -0.323249, 0.708055, 0.70615, -0.000427785, -0.00322364, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.116911] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1398] 1760991059116799, 5.73085, 0.133104, -0.23503, -0.323249, 0.708055, 0.70615, -0.000427785, -0.00322364, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.119333] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1399] 1760991059119226, 5.73328, 0.133038, -0.234989, -0.32308, 0.709566, 0.704629, -0.000593014, -0.00374925, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.122271] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1400] 1760991059122158, 5.73621, 0.133038, -0.234989, -0.32308, 0.709566, 0.704629, -0.000593014, -0.00374925, -0.00659423, 0.00412611, 0.0168527, -0.42901, 0.0966707, 0.0524135, 
[2025-10-20 16:10:59.124756] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1402] 1760991059124674, 5.73873, 0.133038, -0.234989, -0.32308, 0.709566, 0.704629, -0.000593014, -0.00374925, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.127446] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1403] 1760991059127327, 5.74138, 0.133038, -0.234999, -0.323137, 0.709209, 0.704988, -0.000613385, -0.00377273, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.130396] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1404] 1760991059130281, 5.74434, 0.133038, -0.234999, -0.323137, 0.709209, 0.704988, -0.000613385, -0.00377273, 0, 0, -0.00569801, 0.101304, 0, 0, 
[2025-10-20 16:10:59.133982] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1405] 1760991059133892, 5.74795, 0.133038, -0.234999, -0.323137, 0.709209, 0.704988, -0.000613385, -0.00377273, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.136290] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1407] 1760991059136177, 5.75023, 0.133038, -0.234999, -0.323137, 0.709209, 0.704988, -0.000613385, -0.00377273, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.138717] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1408] 1760991059138607, 5.75266, 0.133004, -0.235015, -0.323119, 0.709634, 0.704559, -0.000604401, -0.00391513, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.141733] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1409] 1760991059141616, 5.75567, 0.133004, -0.235015, -0.323119, 0.709634, 0.704559, -0.000604401, -0.00391513, -0.00336785, 0, 0, -0.120962, 0, 0, 
[2025-10-20 16:10:59.144914] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1411] 1760991059144799, 5.75885, 0.133004, -0.235015, -0.323119, 0.709634, 0.704559, -0.000604401, -0.00391513, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.147100] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1412] 1760991059146989, 5.76104, 0.133004, -0.235015, -0.323119, 0.709634, 0.704559, -0.000604401, -0.00391513, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.149713] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1413] 1760991059149597, 5.76365, 0.132998, -0.235015, -0.32311, 0.70962, 0.704573, -0.000573941, -0.00392662, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.152369] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1414] 1760991059152258, 5.76631, 0.132998, -0.235015, -0.32311, 0.70962, 0.704573, -0.000573941, -0.00392662, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.154968] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1416] 1760991059154901, 5.76896, 0.132998, -0.235015, -0.32311, 0.70962, 0.704573, -0.000573941, -0.00392662, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.157570] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1417] 1760991059157413, 5.77147, 0.132998, -0.235005, -0.323163, 0.709267, 0.704929, -0.000541443, -0.00392396, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.160333] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1418] 1760991059160227, 5.77428, 0.132998, -0.235005, -0.323163, 0.709267, 0.704929, -0.000541443, -0.00392396, 0, 0, -0.00534548, 0.100386, 0, 0, 
[2025-10-20 16:10:59.162944] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1419] 1760991059162838, 5.77689, 0.132998, -0.235005, -0.323163, 0.709267, 0.704929, -0.000541443, -0.00392396, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.166112] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1421] 1760991059166000, 5.78005, 0.132998, -0.235005, -0.323163, 0.709267, 0.704929, -0.000541443, -0.00392396, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.168829] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1422] 1760991059168723, 5.78278, 0.132992, -0.234969, -0.323094, 0.709561, 0.704634, -0.00051422, -0.0038678, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.171643] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1423] 1760991059171533, 5.78559, 0.132992, -0.234969, -0.323094, 0.709561, 0.704634, -0.00051422, -0.0038678, 0, 0.0035167, 0.00691453, -0.0833273, 0, 0, 
[2025-10-20 16:10:59.173842] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1424] 1760991059173757, 5.78781, 0.132992, -0.234969, -0.323094, 0.709561, 0.704634, -0.00051422, -0.0038678, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.176658] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1426] 1760991059176545, 5.7906, 0.132992, -0.234969, -0.323094, 0.709561, 0.704634, -0.00051422, -0.0038678, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.179127] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1427] 1760991059179017, 5.79307, 0.132994, -0.23495, -0.323065, 0.709535, 0.70466, -0.000491699, -0.00376991, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.182071] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1428] 1760991059181968, 5.79602, 0.132994, -0.23495, -0.323065, 0.709535, 0.70466, -0.000491699, -0.00376991, 0, 0, 0.0029083, 0, 0, 0, 
[2025-10-20 16:10:59.184679] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1430] 1760991059184614, 5.79867, 0.132994, -0.23495, -0.323065, 0.709535, 0.70466, -0.000491699, -0.00376991, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.187879] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1431] 1760991059187764, 5.80182, 0.132994, -0.23495, -0.323065, 0.709535, 0.70466, -0.000491699, -0.00376991, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.189816] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1432] 1760991059189713, 5.80377, 0.133013, -0.234949, -0.323126, 0.709128, 0.70507, -0.00048881, -0.00368256, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.193403] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1433] 1760991059193291, 5.80734, 0.133013, -0.234949, -0.323126, 0.709128, 0.70507, -0.00048881, -0.00368256, 0, 0, -0.00604999, 0.115716, 0, 0, 
[2025-10-20 16:10:59.196152] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1435] 1760991059196039, 5.81009, 0.133013, -0.234949, -0.323126, 0.709128, 0.70507, -0.00048881, -0.00368256, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.198787] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1436] 1760991059198666, 5.81272, 0.133028, -0.234978, -0.323117, 0.709619, 0.704574, -0.000565285, -0.00388937, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.201507] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1437] 1760991059201393, 5.81545, 0.133028, -0.234978, -0.323117, 0.709619, 0.704574, -0.000565285, -0.00388937, 0, -0.00287009, 0, -0.139666, 0.0396808, 0, 
[2025-10-20 16:10:59.203984] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1438] 1760991059203886, 5.81794, 0.133028, -0.234978, -0.323117, 0.709619, 0.704574, -0.000565285, -0.00388937, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.206780] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1440] 1760991059206668, 5.82072, 0.133028, -0.234978, -0.323117, 0.709619, 0.704574, -0.000565285, -0.00388937, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.209468] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1441] 1760991059209359, 5.82341, 0.13305, -0.234992, -0.323108, 0.709599, 0.704595, -0.000616074, -0.00382804, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.212378] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1442] 1760991059212264, 5.82632, 0.13305, -0.234992, -0.323108, 0.709599, 0.704595, -0.000616074, -0.00382804, 0.00214111, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.215048] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1444] 1760991059214952, 5.82901, 0.13305, -0.234992, -0.323108, 0.709599, 0.704595, -0.000616074, -0.00382804, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.217514] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1445] 1760991059217401, 5.83146, 0.133048, -0.234998, -0.323169, 0.709214, 0.704983, -0.000596352, -0.00373582, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.220271] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1446] 1760991059220157, 5.83421, 0.133048, -0.234998, -0.323169, 0.709214, 0.704983, -0.000596352, -0.00373582, 0, 0, -0.00617657, 0.10947, 0, 0, 
[2025-10-20 16:10:59.222732] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1447] 1760991059222622, 5.83668, 0.133048, -0.234998, -0.323169, 0.709214, 0.704983, -0.000596352, -0.00373582, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.225437] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1449] 1760991059225323, 5.83938, 0.133048, -0.234998, -0.323169, 0.709214, 0.704983, -0.000596352, -0.00373582, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.227920] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1450] 1760991059227809, 5.84186, 0.133067, -0.234991, -0.323092, 0.709609, 0.704585, -0.000686062, -0.00375978, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.230702] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1451] 1760991059230598, 5.84465, 0.133067, -0.234991, -0.323092, 0.709609, 0.704585, -0.000686062, -0.00375978, 0, 0, 0.00776731, -0.112188, 0, 0, 
[2025-10-20 16:10:59.233283] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1452] 1760991059233172, 5.84723, 0.133067, -0.234991, -0.323092, 0.709609, 0.704585, -0.000686062, -0.00375978, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.236025] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1454] 1760991059235915, 5.84997, 0.133067, -0.234991, -0.323092, 0.709609, 0.704585, -0.000686062, -0.00375978, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.239226] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1455] 1760991059239118, 5.85317, 0.133089, -0.235012, -0.323087, 0.709662, 0.704532, -0.000659234, -0.00377833, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.242325] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1456] 1760991059242191, 5.85625, 0.133089, -0.235012, -0.323087, 0.709662, 0.704532, -0.000659234, -0.00377833, 0.00225152, -0.00213361, 0, 0, 0, 0, 
[2025-10-20 16:10:59.244508] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1457] 1760991059244420, 5.85847, 0.133089, -0.235012, -0.323087, 0.709662, 0.704532, -0.000659234, -0.00377833, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.247148] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1459] 1760991059247031, 5.86109, 0.133089, -0.235012, -0.323087, 0.709662, 0.704532, -0.000659234, -0.00377833, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.249604] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1460] 1760991059249493, 5.86355, 0.133091, -0.235011, -0.323154, 0.709221, 0.704976, -0.000606811, -0.00366585, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:10:59.252199] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [1461] 1760991059252094, 5.86615, 0.133091, -0.235011, -0.323154, 0.709221, 0.704976, -0.000606811, -0.00366585, 0, 0, -0.00677019, 0.12536, 0, 0, 
