[2025-10-20 16:08:24.677364] [0x0000007fb807f7c0] [MocapTag] [0x00003a79] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 16:08:24.680719] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [3] 1760990904680542, 2.7389, 0.093724, -0.241015, -0.321573, 0.711249, 0.702931, 0.00317888, -0.00171961, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.683183] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [5] 1760990904683063, 2.74142, 0.093724, -0.241015, -0.321573, 0.711249, 0.702931, 0.00317888, -0.00171961, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.686026] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6] 1760990904685940, 2.7443, 0.093724, -0.241015, -0.321573, 0.711249, 0.702931, 0.00317888, -0.00171961, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.689145] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [8] 1760990904689033, 2.74739, 0.0937428, -0.241017, -0.321538, 0.71126, 0.70292, 0.00317587, -0.00171434, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.691100] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [9] 1760990904690995, 2.74935, 0.0937428, -0.241017, -0.321538, 0.71126, 0.70292, 0.00317587, -0.00171434, 0, 0, 0.00349046, 0, 0, 0, 
[2025-10-20 16:08:24.693729] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [10] 1760990904693621, 2.75198, 0.0937428, -0.241017, -0.321538, 0.71126, 0.70292, 0.00317587, -0.00171434, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.698026] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [12] 1760990904697904, 2.75626, 0.0937428, -0.241017, -0.321538, 0.71126, 0.70292, 0.00317587, -0.00171434, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.700524] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [13] 1760990904700412, 2.75877, 0.0937341, -0.241018, -0.321543, 0.71125, 0.70293, 0.00320461, -0.00172348, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.703078] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [14] 1760990904702974, 2.76133, 0.0937341, -0.241018, -0.321543, 0.71125, 0.70293, 0.00320461, -0.00172348, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.705892] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [15] 1760990904705772, 2.76413, 0.0937341, -0.241018, -0.321543, 0.71125, 0.70293, 0.00320461, -0.00172348, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.708447] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [17] 1760990904708336, 2.76669, 0.0937211, -0.241011, -0.321558, 0.711257, 0.702922, 0.00320716, -0.00174905, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.711228] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [18] 1760990904711115, 2.76947, 0.0937211, -0.241011, -0.321558, 0.711257, 0.702922, 0.00320716, -0.00174905, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.713704] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [19] 1760990904713599, 2.77196, 0.0937211, -0.241011, -0.321558, 0.711257, 0.702922, 0.00320716, -0.00174905, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.716557] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [20] 1760990904716464, 2.77482, 0.0937211, -0.241011, -0.321558, 0.711257, 0.702922, 0.00320716, -0.00174905, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.719195] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [22] 1760990904719083, 2.77744, 0.0937128, -0.241022, -0.321561, 0.71126, 0.70292, 0.00322085, -0.00176043, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.722000] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [23] 1760990904721893, 2.78025, 0.0937128, -0.241022, -0.321561, 0.71126, 0.70292, 0.00322085, -0.00176043, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.724714] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [24] 1760990904724605, 2.78296, 0.0937128, -0.241022, -0.321561, 0.71126, 0.70292, 0.00322085, -0.00176043, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.727294] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [26] 1760990904727201, 2.78556, 0.0937157, -0.241006, -0.321561, 0.71125, 0.70293, 0.00321047, -0.00174401, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.730176] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [27] 1760990904730062, 2.78842, 0.0937157, -0.241006, -0.321561, 0.71125, 0.70293, 0.00321047, -0.00174401, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.733676] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [28] 1760990904733564, 2.79192, 0.0937157, -0.241006, -0.321561, 0.71125, 0.70293, 0.00321047, -0.00174401, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.735724] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [29] 1760990904735616, 2.79397, 0.0937157, -0.241006, -0.321561, 0.71125, 0.70293, 0.00321047, -0.00174401, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.738434] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [31] 1760990904738322, 2.79668, 0.0937211, -0.241007, -0.321564, 0.711255, 0.702924, 0.00322666, -0.00168947, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.741137] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [32] 1760990904741031, 2.79939, 0.0937211, -0.241007, -0.321564, 0.711255, 0.702924, 0.00322666, -0.00168947, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.744737] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [33] 1760990904744627, 2.80299, 0.0937211, -0.241007, -0.321564, 0.711255, 0.702924, 0.00322666, -0.00168947, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.747531] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [35] 1760990904747407, 2.80577, 0.0937022, -0.24102, -0.321595, 0.711249, 0.70293, 0.0032356, -0.00176261, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.750734] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [36] 1760990904750619, 2.80898, 0.0937022, -0.24102, -0.321595, 0.711249, 0.70293, 0.0032356, -0.00176261, 0, 0, -0.00307566, 0, 0, 0, 
[2025-10-20 16:08:24.753481] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [37] 1760990904753371, 2.81173, 0.0937022, -0.24102, -0.321595, 0.711249, 0.70293, 0.0032356, -0.00176261, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.756301] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [38] 1760990904756184, 2.81454, 0.0937022, -0.24102, -0.321595, 0.711249, 0.70293, 0.0032356, -0.00176261, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.759032] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [40] 1760990904758921, 2.81728, 0.0937044, -0.240995, -0.321572, 0.711244, 0.702936, 0.00324731, -0.00172787, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.761595] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [41] 1760990904761488, 2.81985, 0.0937044, -0.240995, -0.321572, 0.711244, 0.702936, 0.00324731, -0.00172787, 0, 0.00246428, 0.00234273, 0, 0, 0, 
[2025-10-20 16:08:24.764193] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [42] 1760990904764090, 2.82245, 0.0937044, -0.240995, -0.321572, 0.711244, 0.702936, 0.00324731, -0.00172787, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.767087] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [44] 1760990904767026, 2.82538, 0.0937044, -0.240995, -0.321572, 0.711244, 0.702936, 0.00324731, -0.00172787, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.769516] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [45] 1760990904769405, 2.82776, 0.0937083, -0.241019, -0.321593, 0.71124, 0.70294, 0.00322295, -0.00176322, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.772427] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [46] 1760990904772315, 2.83067, 0.0937083, -0.241019, -0.321593, 0.71124, 0.70294, 0.00322295, -0.00176322, 0, -0.00238675, -0.00210697, 0, 0, 0, 
[2025-10-20 16:08:24.774971] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [47] 1760990904774864, 2.83322, 0.0937083, -0.241019, -0.321593, 0.71124, 0.70294, 0.00322295, -0.00176322, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.777784] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [49] 1760990904777663, 2.83602, 0.0937603, -0.240973, -0.321486, 0.710442, 0.703746, 0.00313983, -0.00209444, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.781195] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [50] 1760990904781078, 2.83944, 0.0937603, -0.240973, -0.321486, 0.710442, 0.703746, 0.00313983, -0.00209444, 0.00519918, 0.00465959, 0.0107339, 0.226653, 0.059229, 0.0356018, 
[2025-10-20 16:08:24.783087] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [51] 1760990904782982, 2.84134, 0.0937603, -0.240973, -0.321486, 0.710442, 0.703746, 0.00313983, -0.00209444, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.785910] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [52] 1760990904785801, 2.84416, 0.0937603, -0.240973, -0.321486, 0.710442, 0.703746, 0.00313983, -0.00209444, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.788431] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [54] 1760990904788320, 2.84668, 0.093775, -0.24097, -0.321466, 0.710171, 0.704018, 0.00318575, -0.00234666, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.791903] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [55] 1760990904791791, 2.85015, 0.093775, -0.24097, -0.321466, 0.710171, 0.704018, 0.00318575, -0.00234666, 0, 0, 0, 0.0767589, 0, 0.0423491, 
[2025-10-20 16:08:24.794360] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [56] 1760990904794244, 2.8526, 0.093775, -0.24097, -0.321466, 0.710171, 0.704018, 0.00318575, -0.00234666, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.796980] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [57] 1760990904796884, 2.85524, 0.0936796, -0.24045, -0.320741, 0.703278, 0.710902, 0.00201232, -0.00373035, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.799776] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [59] 1760990904799663, 2.85802, 0.0936796, -0.24045, -0.320741, 0.703278, 0.710902, 0.00201232, -0.00373035, -0.00953829, 0.0520197, 0.0724593, 1.94684, 0.369406, 0, 
[2025-10-20 16:08:24.802287] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [60] 1760990904802175, 2.86053, 0.0936796, -0.24045, -0.320741, 0.703278, 0.710902, 0.00201232, -0.00373035, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.804972] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [61] 1760990904804865, 2.86322, 0.0936796, -0.24045, -0.320741, 0.703278, 0.710902, 0.00201232, -0.00373035, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.808003] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [63] 1760990904807885, 2.86624, 0.0939416, -0.240795, -0.3226, 0.707269, 0.706934, 0.00345938, 0.00172314, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.810508] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [64] 1760990904810396, 2.86875, 0.0939416, -0.240795, -0.3226, 0.707269, 0.706934, 0.00345938, 0.00172314, 0.0261993, -0.0344848, -0.185892, -1.12365, -0.980316, -0.565447, 
[2025-10-20 16:08:24.813079] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [65] 1760990904812974, 2.87133, 0.0939416, -0.240795, -0.3226, 0.707269, 0.706934, 0.00345938, 0.00172314, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.815868] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [66] 1760990904815757, 2.87412, 0.0939416, -0.240795, -0.3226, 0.707269, 0.706934, 0.00345938, 0.00172314, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.818525] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [68] 1760990904818408, 2.87677, 0.0939475, -0.2408, -0.322617, 0.70727, 0.706933, 0.00346096, 0.00169535, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.822054] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [69] 1760990904821942, 2.8803, 0.0939475, -0.2408, -0.322617, 0.70727, 0.706933, 0.00346096, 0.00169535, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.824664] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [70] 1760990904824538, 2.8829, 0.0939475, -0.2408, -0.322617, 0.70727, 0.706933, 0.00346096, 0.00169535, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.827323] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [72] 1760990904827214, 2.88557, 0.0939517, -0.240817, -0.322602, 0.707274, 0.706929, 0.003445, 0.00168889, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.830012] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [73] 1760990904829901, 2.88826, 0.0939517, -0.240817, -0.322602, 0.707274, 0.706929, 0.003445, 0.00168889, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.832968] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [74] 1760990904832857, 2.89121, 0.0939517, -0.240817, -0.322602, 0.707274, 0.706929, 0.003445, 0.00168889, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.835474] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [75] 1760990904835367, 2.89372, 0.0939517, -0.240817, -0.322602, 0.707274, 0.706929, 0.003445, 0.00168889, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.838194] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [77] 1760990904838079, 2.89644, 0.0939784, -0.240791, -0.322636, 0.707209, 0.706994, 0.00348573, 0.00176629, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.841008] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [78] 1760990904840845, 2.8992, 0.0939784, -0.240791, -0.322636, 0.707209, 0.706994, 0.00348573, 0.00176629, 0.00267184, 0.00259754, -0.00342823, 0, 0, 0, 
[2025-10-20 16:08:24.843574] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [79] 1760990904843472, 2.90183, 0.0939784, -0.240791, -0.322636, 0.707209, 0.706994, 0.00348573, 0.00176629, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.846379] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [80] 1760990904846287, 2.90464, 0.0939784, -0.240791, -0.322636, 0.707209, 0.706994, 0.00348573, 0.00176629, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.848893] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [82] 1760990904848782, 2.90714, 0.0939815, -0.240779, -0.322662, 0.707152, 0.707051, 0.00351978, 0.00178926, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.852541] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [83] 1760990904852430, 2.91079, 0.0939815, -0.240779, -0.322662, 0.707152, 0.707051, 0.00351978, 0.00178926, 0, 0, -0.00259264, 0, 0, 0, 
[2025-10-20 16:08:24.855089] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [84] 1760990904854983, 2.91334, 0.0939815, -0.240779, -0.322662, 0.707152, 0.707051, 0.00351978, 0.00178926, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.857912] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [86] 1760990904857796, 2.91615, 0.0939655, -0.240826, -0.322521, 0.707638, 0.706565, 0.00337007, 0.00176008, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.860474] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [87] 1760990904860368, 2.91873, 0.0939655, -0.240826, -0.322521, 0.707638, 0.706565, 0.00337007, 0.00176008, 0, -0.00470522, 0.0140754, -0.137448, 0, 0, 
[2025-10-20 16:08:24.863132] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [88] 1760990904863023, 2.92138, 0.0939655, -0.240826, -0.322521, 0.707638, 0.706565, 0.00337007, 0.00176008, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.865984] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [89] 1760990904865870, 2.92423, 0.0939655, -0.240826, -0.322521, 0.707638, 0.706565, 0.00337007, 0.00176008, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.869146] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [91] 1760990904869034, 2.92739, 0.0939515, -0.240838, -0.322555, 0.707333, 0.70687, 0.00337844, 0.00172106, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.871488] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [92] 1760990904871375, 2.92973, 0.0939515, -0.240838, -0.322555, 0.707333, 0.70687, 0.00337844, 0.00172106, 0, 0, -0.0034157, 0.0863194, 0, 0, 
[2025-10-20 16:08:24.873951] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [93] 1760990904873848, 2.93221, 0.0939515, -0.240838, -0.322555, 0.707333, 0.70687, 0.00337844, 0.00172106, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.876607] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [95] 1760990904876544, 2.9349, 0.0939515, -0.240838, -0.322555, 0.707333, 0.70687, 0.00337844, 0.00172106, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.879289] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [96] 1760990904879176, 2.93753, 0.0938022, -0.240696, -0.321761, 0.710655, 0.703531, 0.00327686, -0.00153864, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.883176] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [97] 1760990904883058, 2.94142, 0.0938022, -0.240696, -0.321761, 0.710655, 0.703531, 0.00327686, -0.00153864, -0.0149296, 0.0142237, 0.0794644, -0.942039, 0.47201, 0.445613, 
[2025-10-20 16:08:24.885605] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [98] 1760990904885496, 2.94385, 0.0938022, -0.240696, -0.321761, 0.710655, 0.703531, 0.00327686, -0.00153864, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.888164] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [100] 1760990904888036, 2.94639, 0.093808, -0.240704, -0.321756, 0.710638, 0.703549, 0.00325625, -0.00153982, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.890931] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [101] 1760990904890777, 2.94914, 0.093808, -0.240704, -0.321756, 0.710638, 0.703549, 0.00325625, -0.00153982, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.893322] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [102] 1760990904893222, 2.95158, 0.093808, -0.240704, -0.321756, 0.710638, 0.703549, 0.00325625, -0.00153982, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.896136] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [103] 1760990904896017, 2.95438, 0.093808, -0.240704, -0.321756, 0.710638, 0.703549, 0.00325625, -0.00153982, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.898921] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [105] 1760990904898809, 2.95717, 0.0938055, -0.240694, -0.321764, 0.71063, 0.703557, 0.00324886, -0.00159383, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.901618] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [106] 1760990904901503, 2.95986, 0.0938055, -0.240694, -0.321764, 0.71063, 0.703557, 0.00324886, -0.00159383, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.904306] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [107] 1760990904904165, 2.96252, 0.0938055, -0.240694, -0.321764, 0.71063, 0.703557, 0.00324886, -0.00159383, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.907164] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [109] 1760990904907065, 2.96542, 0.093791, -0.240698, -0.321773, 0.71063, 0.703556, 0.00326465, -0.0016108, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.909654] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [110] 1760990904909543, 2.9679, 0.093791, -0.240698, -0.321773, 0.71063, 0.703556, 0.00326465, -0.0016108, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.912091] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [111] 1760990904911987, 2.97035, 0.093791, -0.240698, -0.321773, 0.71063, 0.703556, 0.00326465, -0.0016108, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.914849] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [112] 1760990904914738, 2.9731, 0.093791, -0.240698, -0.321773, 0.71063, 0.703556, 0.00326465, -0.0016108, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.917628] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [114] 1760990904917467, 2.97582, 0.0937807, -0.240718, -0.321777, 0.710674, 0.703512, 0.00327402, -0.00162076, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.920919] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [115] 1760990904920766, 2.97912, 0.0937807, -0.240718, -0.321777, 0.710674, 0.703512, 0.00327402, -0.00162076, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.923734] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [116] 1760990904923624, 2.98198, 0.0937807, -0.240718, -0.321777, 0.710674, 0.703512, 0.00327402, -0.00162076, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.925993] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [117] 1760990904925876, 2.98423, 0.0937807, -0.240718, -0.321777, 0.710674, 0.703512, 0.00327402, -0.00162076, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.928423] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [119] 1760990904928309, 2.98667, 0.0938561, -0.240956, -0.322232, 0.707686, 0.706518, 0.00319028, 0.00147038, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.931067] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [120] 1760990904930955, 2.98931, 0.0938561, -0.240956, -0.322232, 0.707686, 0.706518, 0.00319028, 0.00147038, 0.00753685, -0.0238583, -0.0454804, 0.847757, -0.422012, -0.448346, 
[2025-10-20 16:08:24.934931] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [121] 1760990904934817, 2.99317, 0.0938561, -0.240956, -0.322232, 0.707686, 0.706518, 0.00319028, 0.00147038, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.936244] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [122] 1760990904936157, 2.99451, 0.0938561, -0.240956, -0.322232, 0.707686, 0.706518, 0.00319028, 0.00147038, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.939033] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [124] 1760990904938925, 2.99728, 0.0939679, -0.241008, -0.322421, 0.707936, 0.706268, 0.00288937, 0.00173025, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.941485] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [125] 1760990904941377, 2.99973, 0.0939679, -0.241008, -0.322421, 0.707936, 0.706268, 0.00288937, 0.00173025, 0.0111848, -0.00514922, -0.0189232, -0.0709772, 0, -0.0795342, 
[2025-10-20 16:08:24.944029] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [126] 1760990904943924, 3.00228, 0.0939679, -0.241008, -0.322421, 0.707936, 0.706268, 0.00288937, 0.00173025, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.947015] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [128] 1760990904946948, 3.00531, 0.0939679, -0.241008, -0.322421, 0.707936, 0.706268, 0.00288937, 0.00173025, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.949435] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [129] 1760990904949323, 3.00768, 0.0939569, -0.241009, -0.322402, 0.70797, 0.706234, 0.00288436, 0.00172465, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.952284] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [130] 1760990904952173, 3.01053, 0.0939569, -0.241009, -0.322402, 0.70797, 0.706234, 0.00288436, 0.00172465, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.954990] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [131] 1760990904954882, 3.01324, 0.0939569, -0.241009, -0.322402, 0.70797, 0.706234, 0.00288436, 0.00172465, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.958554] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [133] 1760990904958441, 3.0168, 0.0939494, -0.241007, -0.322401, 0.707955, 0.70625, 0.00289986, 0.00163644, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.960337] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [134] 1760990904960233, 3.01859, 0.0939494, -0.241007, -0.322401, 0.707955, 0.70625, 0.00289986, 0.00163644, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:24.963159] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [135] 1760990904963050, 3.02141, 0.0939494, -0.241007, -0.322401, 0.707955, 0.70625, 0.00289986, 0.00163644, 0, 0, 0, 0, 0, 0, 
