[2025-10-20 16:08:24.677364] [0x0000007fb807f7c0] [MocapTag] [0x00003a79] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 16:08:34.176439] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4409] 1760990914176310, 12.2347, 0.297503, 0.0855282, -1.0058, 0.677779, 0.671674, 0.195395, 0.226474, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.179374] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4410] 1760990914179258, 12.2376, 0.300801, 0.0876909, -1.00988, 0.677555, 0.672109, 0.195202, 0.226021, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.182510] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4412] 1760990914182386, 12.2407, 0.300801, 0.0876909, -1.00988, 0.677555, 0.672109, 0.195202, 0.226021, 0.329753, 0.216272, -0.407848, 0.125301, 0.0927031, 0.0795696, 
[2025-10-20 16:08:34.184796] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4413] 1760990914184679, 12.243, 0.300801, 0.0876909, -1.00988, 0.677555, 0.672109, 0.195202, 0.226021, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.187379] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4414] 1760990914187263, 12.2456, 0.304165, 0.0898744, -1.0139, 0.677617, 0.67227, 0.194939, 0.22558, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.190024] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4415] 1760990914189911, 12.2483, 0.304165, 0.0898744, -1.0139, 0.677617, 0.67227, 0.194939, 0.22558, 0.336414, 0.218356, -0.40253, 0, 0.103569, 0.037707, 
[2025-10-20 16:08:34.192687] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4417] 1760990914192569, 12.2509, 0.304165, 0.0898744, -1.0139, 0.677617, 0.67227, 0.194939, 0.22558, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.195561] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4418] 1760990914195448, 12.2538, 0.304165, 0.0898744, -1.0139, 0.677617, 0.67227, 0.194939, 0.22558, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.198129] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4419] 1760990914198015, 12.2564, 0.307591, 0.0920597, -1.01776, 0.677792, 0.672332, 0.194567, 0.225192, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.200843] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4420] 1760990914200757, 12.2591, 0.307591, 0.0920597, -1.01776, 0.677792, 0.672332, 0.194567, 0.225192, 0.342626, 0.218528, -0.385793, 0, 0.112838, 0, 
[2025-10-20 16:08:34.203234] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4422] 1760990914203120, 12.2615, 0.307591, 0.0920597, -1.01776, 0.677792, 0.672332, 0.194567, 0.225192, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.206094] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4423] 1760990914205980, 12.2643, 0.307591, 0.0920597, -1.01776, 0.677792, 0.672332, 0.194567, 0.225192, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.209553] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4424] 1760990914209439, 12.2678, 0.311111, 0.0942151, -1.02162, 0.677947, 0.672517, 0.194021, 0.224642, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.211958] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4426] 1760990914211834, 12.2702, 0.311111, 0.0942151, -1.02162, 0.677947, 0.672517, 0.194021, 0.224642, 0.352016, 0.215539, -0.386541, 0, 0.161928, 0, 
[2025-10-20 16:08:34.214283] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4427] 1760990914214121, 12.2725, 0.311111, 0.0942151, -1.02162, 0.677947, 0.672517, 0.194021, 0.224642, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.216683] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4428] 1760990914216571, 12.2749, 0.311111, 0.0942151, -1.02162, 0.677947, 0.672517, 0.194021, 0.224642, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.219264] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4429] 1760990914219149, 12.2775, 0.314609, 0.096371, -1.02544, 0.678028, 0.672652, 0.193692, 0.224281, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.222187] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4431] 1760990914222065, 12.2804, 0.314609, 0.096371, -1.02544, 0.678028, 0.672652, 0.193692, 0.224281, 0.349747, 0.21559, -0.381203, 0, 0.101918, 0, 
[2025-10-20 16:08:34.224576] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4432] 1760990914224467, 12.2828, 0.314609, 0.096371, -1.02544, 0.678028, 0.672652, 0.193692, 0.224281, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.227369] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4433] 1760990914227248, 12.2856, 0.318136, 0.0984785, -1.02916, 0.6784, 0.672516, 0.193479, 0.223747, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.230227] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4434] 1760990914230107, 12.2885, 0.318136, 0.0984785, -1.02916, 0.6784, 0.672516, 0.193479, 0.223747, 0.352757, 0.210744, -0.372286, -0.0624061, 0.111932, 0, 
[2025-10-20 16:08:34.232595] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4436] 1760990914232481, 12.2908, 0.318136, 0.0984785, -1.02916, 0.6784, 0.672516, 0.193479, 0.223747, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.235347] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4437] 1760990914235233, 12.2936, 0.318136, 0.0984785, -1.02916, 0.6784, 0.672516, 0.193479, 0.223747, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.238105] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4438] 1760990914237990, 12.2963, 0.321718, 0.100666, -1.03291, 0.678409, 0.67269, 0.193361, 0.223296, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.240587] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4439] 1760990914240495, 12.2989, 0.321718, 0.100666, -1.03291, 0.678409, 0.67269, 0.193361, 0.223296, 0.35815, 0.218715, -0.374696, 0.0472665, 0.082922, 0.0656515, 
[2025-10-20 16:08:34.243211] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4441] 1760990914243098, 12.3015, 0.321718, 0.100666, -1.03291, 0.678409, 0.67269, 0.193361, 0.223296, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.245783] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4442] 1760990914245675, 12.304, 0.321718, 0.100666, -1.03291, 0.678409, 0.67269, 0.193361, 0.223296, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.248514] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4443] 1760990914248401, 12.3068, 0.325331, 0.102856, -1.03656, 0.678675, 0.672567, 0.193448, 0.222782, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.251108] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4445] 1760990914251033, 12.3094, 0.325331, 0.102856, -1.03656, 0.678675, 0.672567, 0.193448, 0.222782, 0.361298, 0.219009, -0.365175, 0, 0.0635982, 0.080644, 
[2025-10-20 16:08:34.253744] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4446] 1760990914253627, 12.312, 0.325331, 0.102856, -1.03656, 0.678675, 0.672567, 0.193448, 0.222782, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.256302] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4447] 1760990914256190, 12.3145, 0.325331, 0.102856, -1.03656, 0.678675, 0.672567, 0.193448, 0.222782, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.259271] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4448] 1760990914259157, 12.3175, 0.329061, 0.105058, -1.04008, 0.679043, 0.672363, 0.193399, 0.222318, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.263398] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4450] 1760990914263284, 12.3216, 0.329061, 0.105058, -1.04008, 0.679043, 0.672363, 0.193399, 0.222318, 0.373006, 0.220248, -0.352059, -0.0695109, 0.0771224, 0.0414971, 
[2025-10-20 16:08:34.264619] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4451] 1760990914264511, 12.3229, 0.329061, 0.105058, -1.04008, 0.679043, 0.672363, 0.193399, 0.222318, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.267363] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4452] 1760990914267248, 12.3256, 0.332795, 0.107283, -1.04364, 0.679047, 0.672597, 0.193339, 0.22165, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.270016] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4453] 1760990914269899, 12.3283, 0.332795, 0.107283, -1.04364, 0.679047, 0.672597, 0.193339, 0.22165, 0.373384, 0.222487, -0.35635, 0.0721335, 0.105608, 0.114462, 
[2025-10-20 16:08:34.272468] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4455] 1760990914272372, 12.3307, 0.332795, 0.107283, -1.04364, 0.679047, 0.672597, 0.193339, 0.22165, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.275484] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4456] 1760990914275372, 12.3337, 0.332795, 0.107283, -1.04364, 0.679047, 0.672597, 0.193339, 0.22165, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.278097] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4457] 1760990914277985, 12.3363, 0.336547, 0.109471, -1.0471, 0.679277, 0.672559, 0.193347, 0.221052, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.280596] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4458] 1760990914280508, 12.3389, 0.336547, 0.109471, -1.0471, 0.679277, 0.672559, 0.193347, 0.221052, 0.375228, 0.218813, -0.345787, 0, 0.0871837, 0.0883594, 
[2025-10-20 16:08:34.283233] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4460] 1760990914283121, 12.3415, 0.336547, 0.109471, -1.0471, 0.679277, 0.672559, 0.193347, 0.221052, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.285897] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4461] 1760990914285788, 12.3441, 0.336547, 0.109471, -1.0471, 0.679277, 0.672559, 0.193347, 0.221052, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.288675] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4462] 1760990914288526, 12.3469, 0.340322, 0.111607, -1.05046, 0.679602, 0.67247, 0.19335, 0.22032, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.291544] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4463] 1760990914291458, 12.3498, 0.340322, 0.111607, -1.05046, 0.679602, 0.67247, 0.19335, 0.22032, 0.377537, 0.213549, -0.336093, 0, 0.10792, 0.102473, 
[2025-10-20 16:08:34.294278] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4465] 1760990914294123, 12.3525, 0.340322, 0.111607, -1.05046, 0.679602, 0.67247, 0.19335, 0.22032, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.296688] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4466] 1760990914296571, 12.3549, 0.344206, 0.113798, -1.05383, 0.679677, 0.672629, 0.193267, 0.219676, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.299922] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4467] 1760990914299805, 12.3582, 0.344206, 0.113798, -1.05383, 0.679677, 0.672629, 0.193267, 0.219676, 0.388368, 0.219166, -0.33657, 0.0455499, 0.106144, 0.099007, 
[2025-10-20 16:08:34.303246] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4469] 1760990914303132, 12.3615, 0.344206, 0.113798, -1.05383, 0.679677, 0.672629, 0.193267, 0.219676, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.305162] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4470] 1760990914305053, 12.3634, 0.344206, 0.113798, -1.05383, 0.679677, 0.672629, 0.193267, 0.219676, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.307951] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4471] 1760990914307835, 12.3662, 0.348141, 0.116043, -1.0571, 0.679746, 0.672706, 0.193248, 0.219244, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.311728] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4473] 1760990914311607, 12.37, 0.348141, 0.116043, -1.0571, 0.679746, 0.672706, 0.193248, 0.219244, 0.393471, 0.224477, -0.327544, 0, 0.065887, 0.0698142, 
[2025-10-20 16:08:34.313063] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4474] 1760990914312952, 12.3713, 0.348141, 0.116043, -1.0571, 0.679746, 0.672706, 0.193248, 0.219244, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.315813] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4475] 1760990914315703, 12.3741, 0.348141, 0.116043, -1.0571, 0.679746, 0.672706, 0.193248, 0.219244, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.318649] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4476] 1760990914318536, 12.3769, 0.352159, 0.118268, -1.0603, 0.679986, 0.672665, 0.193103, 0.218751, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.321226] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4478] 1760990914321161, 12.3795, 0.352159, 0.118268, -1.0603, 0.679986, 0.672665, 0.193103, 0.218751, 0.401792, 0.222458, -0.319737, 0, 0.0945508, 0.045627, 
[2025-10-20 16:08:34.323869] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4479] 1760990914323754, 12.3821, 0.352159, 0.118268, -1.0603, 0.679986, 0.672665, 0.193103, 0.218751, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.326416] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4480] 1760990914326308, 12.3847, 0.352159, 0.118268, -1.0603, 0.679986, 0.672665, 0.193103, 0.218751, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.329007] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4481] 1760990914328890, 12.3872, 0.356167, 0.120483, -1.06335, 0.680324, 0.672514, 0.192875, 0.218364, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.331635] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4482] 1760990914331544, 12.3899, 0.356167, 0.120483, -1.06335, 0.680324, 0.672514, 0.192875, 0.218364, 0.400827, 0.221575, -0.305088, -0.0683546, 0.0921786, 0, 
[2025-10-20 16:08:34.334417] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4484] 1760990914334306, 12.3927, 0.356167, 0.120483, -1.06335, 0.680324, 0.672514, 0.192875, 0.218364, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.337512] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4485] 1760990914337395, 12.3958, 0.36024, 0.12271, -1.0664, 0.680457, 0.672556, 0.192624, 0.218044, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.340136] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4486] 1760990914340012, 12.3984, 0.36024, 0.12271, -1.0664, 0.680457, 0.672556, 0.192624, 0.218044, 0.407245, 0.22268, -0.30493, 0, 0.084579, 0, 
[2025-10-20 16:08:34.342589] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4488] 1760990914342488, 12.4008, 0.36024, 0.12271, -1.0664, 0.680457, 0.672556, 0.192624, 0.218044, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.345351] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4489] 1760990914345238, 12.4036, 0.36024, 0.12271, -1.0664, 0.680457, 0.672556, 0.192624, 0.218044, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.348069] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4490] 1760990914347954, 12.4063, 0.364379, 0.124951, -1.06939, 0.680613, 0.672541, 0.192347, 0.217847, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.350813] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4491] 1760990914350751, 12.4091, 0.364379, 0.124951, -1.06939, 0.680613, 0.672541, 0.192347, 0.217847, 0.413947, 0.224119, -0.299028, 0, 0.0707746, 0, 
[2025-10-20 16:08:34.353475] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4493] 1760990914353363, 12.4117, 0.364379, 0.124951, -1.06939, 0.680613, 0.672541, 0.192347, 0.217847, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.355923] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4494] 1760990914355811, 12.4142, 0.364379, 0.124951, -1.06939, 0.680613, 0.672541, 0.192347, 0.217847, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.358639] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4495] 1760990914358526, 12.4169, 0.368586, 0.12717, -1.07226, 0.680954, 0.672377, 0.191959, 0.217629, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.361260] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4496] 1760990914361172, 12.4195, 0.368586, 0.12717, -1.07226, 0.680954, 0.672377, 0.191959, 0.217629, 0.420657, 0.221835, -0.2869, -0.0874639, 0.0915349, -0.049784, 
[2025-10-20 16:08:34.363733] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4498] 1760990914363620, 12.422, 0.368586, 0.12717, -1.07226, 0.680954, 0.672377, 0.191959, 0.217629, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.366297] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4499] 1760990914366186, 12.4245, 0.368586, 0.12717, -1.07226, 0.680954, 0.672377, 0.191959, 0.217629, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.368898] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4500] 1760990914368785, 12.4271, 0.372878, 0.129433, -1.07506, 0.681205, 0.672314, 0.191418, 0.217515, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.371583] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4501] 1760990914371487, 12.4298, 0.372878, 0.129433, -1.07506, 0.681205, 0.672314, 0.191418, 0.217515, 0.429273, 0.22637, -0.280632, -0.0684023, 0.0985622, -0.0818431, 
[2025-10-20 16:08:34.374093] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4503] 1760990914373982, 12.4323, 0.372878, 0.129433, -1.07506, 0.681205, 0.672314, 0.191418, 0.217515, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.376720] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4504] 1760990914376602, 12.435, 0.377156, 0.131721, -1.0779, 0.681272, 0.672339, 0.191174, 0.217442, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.379407] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4505] 1760990914379292, 12.4376, 0.377156, 0.131721, -1.0779, 0.681272, 0.672339, 0.191174, 0.217442, 0.427762, 0.228802, -0.283545, 0, 0.0472903, 0, 
[2025-10-20 16:08:34.381797] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4507] 1760990914381735, 12.4401, 0.377156, 0.131721, -1.0779, 0.681272, 0.672339, 0.191174, 0.217442, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.384988] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4508] 1760990914384876, 12.4432, 0.377156, 0.131721, -1.0779, 0.681272, 0.672339, 0.191174, 0.217442, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.387716] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4509] 1760990914387597, 12.446, 0.381493, 0.134018, -1.08064, 0.68152, 0.672176, 0.190897, 0.217412, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.390369] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4510] 1760990914390283, 12.4486, 0.381493, 0.134018, -1.08064, 0.68152, 0.672176, 0.190897, 0.217412, 0.433701, 0.229669, -0.273833, -0.0772357, 0.0472844, -0.0589222, 
[2025-10-20 16:08:34.392677] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4512] 1760990914392561, 12.4509, 0.381493, 0.134018, -1.08064, 0.68152, 0.672176, 0.190897, 0.217412, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.395435] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4513] 1760990914395322, 12.4537, 0.381493, 0.134018, -1.08064, 0.68152, 0.672176, 0.190897, 0.217412, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.398112] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4514] 1760990914397995, 12.4564, 0.385923, 0.136319, -1.08328, 0.681672, 0.672208, 0.190368, 0.217303, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.400866] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4516] 1760990914400806, 12.4592, 0.385923, 0.136319, -1.08328, 0.681672, 0.672208, 0.190368, 0.217303, 0.442968, 0.230063, -0.263956, -0.0363111, 0.0954807, -0.0709787, 
[2025-10-20 16:08:34.403595] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4517] 1760990914403476, 12.4618, 0.385923, 0.136319, -1.08328, 0.681672, 0.672208, 0.190368, 0.217303, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.406209] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4518] 1760990914406096, 12.4645, 0.385923, 0.136319, -1.08328, 0.681672, 0.672208, 0.190368, 0.217303, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.408764] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4519] 1760990914408649, 12.467, 0.390402, 0.138602, -1.08586, 0.681798, 0.672208, 0.1899, 0.217315, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.411547] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4521] 1760990914411434, 12.4698, 0.390402, 0.138602, -1.08586, 0.681798, 0.672208, 0.1899, 0.217315, 0.447958, 0.228312, -0.25862, -0.0412226, 0.0687063, -0.0816438, 
[2025-10-20 16:08:34.414537] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4522] 1760990914414423, 12.4728, 0.390402, 0.138602, -1.08586, 0.681798, 0.672208, 0.1899, 0.217315, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.416954] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4523] 1760990914416843, 12.4752, 0.390402, 0.138602, -1.08586, 0.681798, 0.672208, 0.1899, 0.217315, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.419649] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4524] 1760990914419535, 12.4779, 0.394941, 0.140889, -1.08839, 0.681834, 0.672335, 0.189264, 0.217365, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.422327] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4526] 1760990914422245, 12.4806, 0.394941, 0.140889, -1.08839, 0.681834, 0.672335, 0.189264, 0.217365, 0.453904, 0.228753, -0.25305, 0, 0.0876188, -0.10404, 
[2025-10-20 16:08:34.424907] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4527] 1760990914424783, 12.4831, 0.394941, 0.140889, -1.08839, 0.681834, 0.672335, 0.189264, 0.217365, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.427384] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4528] 1760990914427270, 12.4856, 0.399454, 0.143222, -1.09093, 0.681695, 0.672605, 0.188732, 0.217427, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.430292] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4529] 1760990914430177, 12.4885, 0.399454, 0.143222, -1.09093, 0.681695, 0.672605, 0.188732, 0.217427, 0.451253, 0.233263, -0.253952, 0.0402331, 0.069046, -0.0741996, 
[2025-10-20 16:08:34.432962] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4531] 1760990914432842, 12.4912, 0.399454, 0.143222, -1.09093, 0.681695, 0.672605, 0.188732, 0.217427, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.435724] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4532] 1760990914435614, 12.494, 0.399454, 0.143222, -1.09093, 0.681695, 0.672605, 0.188732, 0.217427, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.438526] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4533] 1760990914438414, 12.4968, 0.40398, 0.145526, -1.09344, 0.681658, 0.672742, 0.188425, 0.217387, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.440791] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4535] 1760990914440736, 12.4991, 0.40398, 0.145526, -1.09344, 0.681658, 0.672742, 0.188425, 0.217387, 0.452643, 0.230423, -0.250949, 0, 0.0512064, 0, 
[2025-10-20 16:08:34.443343] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4536] 1760990914443231, 12.5016, 0.40398, 0.145526, -1.09344, 0.681658, 0.672742, 0.188425, 0.217387, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.445994] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4537] 1760990914445879, 12.5042, 0.40398, 0.145526, -1.09344, 0.681658, 0.672742, 0.188425, 0.217387, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:34.448630] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [4538] 1760990914448513, 12.5069, 0.408638, 0.147898, -1.09589, 0.681567, 0.672958, 0.188041, 0.217335, 0, 0, 0, 0, 0, 0, 
