[2025-10-20 10:50:17.740805] [0x0000007f947297c0] [MocapTag] [0x0000080a] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 10:50:41.753607] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11353] 1760971841753487, 26.796, 0.139447, -0.150972, -1.27661, 0.674415, 0.673165, -0.208352, -0.220458, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.756580] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11354] 1760971841756494, 26.799, 0.139259, -0.1512, -1.2767, 0.674061, 0.673435, -0.20811, -0.220946, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.760301] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11356] 1760971841760186, 26.8027, 0.139259, -0.1512, -1.2767, 0.674061, 0.673435, -0.20811, -0.220946, -0.0187906, -0.0228307, -0.00896509, 0.0640512, 0.0371456, 0.0882983, 
[2025-10-20 10:50:41.761418] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11357] 1760971841761311, 26.8039, 0.139259, -0.1512, -1.2767, 0.674061, 0.673435, -0.20811, -0.220946, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.764103] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11358] 1760971841763985, 26.8065, 0.139259, -0.1512, -1.2767, 0.674061, 0.673435, -0.20811, -0.220946, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.766547] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11359] 1760971841766456, 26.809, 0.139086, -0.151415, -1.27678, 0.673752, 0.673652, -0.207816, -0.221504, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.769348] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11361] 1760971841769230, 26.8118, 0.139086, -0.151415, -1.27678, 0.673752, 0.673652, -0.207816, -0.221504, -0.017326, -0.0215024, -0.00750713, 0.0414252, 0.0394344, 0.113567, 
[2025-10-20 10:50:41.771802] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11362] 1760971841771679, 26.8142, 0.139086, -0.151415, -1.27678, 0.673752, 0.673652, -0.207816, -0.221504, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.774619] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11363] 1760971841774500, 26.8171, 0.139086, -0.151415, -1.27678, 0.673752, 0.673652, -0.207816, -0.221504, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.777317] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11365] 1760971841777223, 26.8198, 0.138918, -0.151685, -1.2768, 0.673478, 0.6739, -0.207596, -0.221787, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.779967] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11366] 1760971841779848, 26.8224, 0.138918, -0.151685, -1.2768, 0.673478, 0.6739, -0.207596, -0.221787, -0.0167884, -0.0269696, -0.002668, 0.0595331, 0, 0.0556847, 
[2025-10-20 10:50:41.782613] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11367] 1760971841782498, 26.8251, 0.138918, -0.151685, -1.2768, 0.673478, 0.6739, -0.207596, -0.221787, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.785251] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11368] 1760971841785164, 26.8277, 0.138918, -0.151685, -1.2768, 0.673478, 0.6739, -0.207596, -0.221787, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.787723] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11370] 1760971841787607, 26.8302, 0.13877, -0.15199, -1.27693, 0.67306, 0.674316, -0.207213, -0.222152, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.790282] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11371] 1760971841790171, 26.8327, 0.13877, -0.15199, -1.27693, 0.67306, 0.674316, -0.207213, -0.222152, -0.0148702, -0.0305254, -0.0123958, 0.098598, 0, 0.0796741, 
[2025-10-20 10:50:41.793383] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11372] 1760971841793262, 26.8358, 0.13877, -0.15199, -1.27693, 0.67306, 0.674316, -0.207213, -0.222152, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.795809] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11373] 1760971841795722, 26.8383, 0.138603, -0.152259, -1.277, 0.672788, 0.67457, -0.206977, -0.222423, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.798580] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11375] 1760971841798459, 26.841, 0.138603, -0.152259, -1.277, 0.672788, 0.67457, -0.206977, -0.222423, -0.0167069, -0.0269064, -0.00693414, 0.0599146, 0, 0.0562482, 
[2025-10-20 10:50:41.801071] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11376] 1760971841800960, 26.8435, 0.138603, -0.152259, -1.277, 0.672788, 0.67457, -0.206977, -0.222423, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.803625] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11377] 1760971841803508, 26.8461, 0.138603, -0.152259, -1.277, 0.672788, 0.67457, -0.206977, -0.222423, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.806320] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11378] 1760971841806232, 26.8488, 0.138396, -0.152521, -1.277, 0.6725, 0.674781, -0.20666, -0.22295, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.809465] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11380] 1760971841809350, 26.8519, 0.138396, -0.152521, -1.277, 0.6725, 0.674781, -0.20666, -0.22295, -0.0206446, -0.0261438, 0, 0.0375867, 0, 0.113481, 
[2025-10-20 10:50:41.811996] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11381] 1760971841811878, 26.8544, 0.138396, -0.152521, -1.277, 0.6725, 0.674781, -0.20666, -0.22295, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.814597] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11382] 1760971841814481, 26.857, 0.138396, -0.152521, -1.277, 0.6725, 0.674781, -0.20666, -0.22295, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.817023] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11384] 1760971841816964, 26.8595, 0.138207, -0.152772, -1.277, 0.672254, 0.674967, -0.206381, -0.223385, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.819805] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11385] 1760971841819689, 26.8622, 0.138207, -0.152772, -1.277, 0.672254, 0.674967, -0.206381, -0.223385, -0.0189158, -0.0251884, 0, 0, 0, 0.0956047, 
[2025-10-20 10:50:41.822592] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11386] 1760971841822476, 26.865, 0.138207, -0.152772, -1.277, 0.672254, 0.674967, -0.206381, -0.223385, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.825372] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11387] 1760971841825256, 26.8678, 0.138207, -0.152772, -1.277, 0.672254, 0.674967, -0.206381, -0.223385, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.827824] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11389] 1760971841827714, 26.8703, 0.138019, -0.153089, -1.27694, 0.672014, 0.675113, -0.206222, -0.223812, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.830572] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11390] 1760971841830454, 26.873, 0.138019, -0.153089, -1.27694, 0.672014, 0.675113, -0.206222, -0.223812, -0.0187892, -0.031636, 0.00591521, 0, 0.0403702, 0.0768483, 
[2025-10-20 10:50:41.833138] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11391] 1760971841833022, 26.8756, 0.138019, -0.153089, -1.27694, 0.672014, 0.675113, -0.206222, -0.223812, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.835686] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11392] 1760971841835598, 26.8782, 0.138019, -0.153089, -1.27694, 0.672014, 0.675113, -0.206222, -0.223812, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.838352] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11394] 1760971841838236, 26.8808, 0.137866, -0.15343, -1.27698, 0.671711, 0.675436, -0.20595, -0.223998, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.841394] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11395] 1760971841841285, 26.8838, 0.137866, -0.15343, -1.27698, 0.671711, 0.675436, -0.20595, -0.223998, -0.0153021, -0.0341516, -0.00412423, 0.0794411, 0, 0.0425732, 
[2025-10-20 10:50:41.844163] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11396] 1760971841844040, 26.8866, 0.137866, -0.15343, -1.27698, 0.671711, 0.675436, -0.20595, -0.223998, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.846618] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11398] 1760971841846507, 26.8891, 0.137696, -0.153752, -1.27697, 0.671528, 0.67561, -0.205825, -0.224138, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.849306] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11399] 1760971841849190, 26.8917, 0.137696, -0.153752, -1.27697, 0.671528, 0.67561, -0.205825, -0.224138, -0.016966, -0.0321511, 0, 0.0449181, 0, 0, 
[2025-10-20 10:50:41.852002] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11400] 1760971841851886, 26.8944, 0.137696, -0.153752, -1.27697, 0.671528, 0.67561, -0.205825, -0.224138, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.855485] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11401] 1760971841855370, 26.8979, 0.137696, -0.153752, -1.27697, 0.671528, 0.67561, -0.205825, -0.224138, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.858258] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11403] 1760971841858108, 26.9007, 0.137494, -0.154067, -1.27689, 0.671356, 0.675707, -0.205676, -0.224495, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.860900] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11404] 1760971841860791, 26.9033, 0.137494, -0.154067, -1.27689, 0.671356, 0.675707, -0.205676, -0.224495, -0.0202088, -0.0314973, 0.00712664, 0, 0, 0.0700263, 
[2025-10-20 10:50:41.863351] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11405] 1760971841863234, 26.9058, 0.137494, -0.154067, -1.27689, 0.671356, 0.675707, -0.205676, -0.224495, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.865979] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11406] 1760971841865862, 26.9084, 0.137285, -0.154392, -1.27683, 0.671224, 0.675802, -0.20558, -0.224693, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.870456] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11408] 1760971841870334, 26.9129, 0.137285, -0.154392, -1.27683, 0.671224, 0.675802, -0.20558, -0.224693, -0.0209048, -0.0325214, 0.00656856, 0, 0, 0.036723, 
[2025-10-20 10:50:41.872656] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11409] 1760971841872541, 26.9151, 0.137285, -0.154392, -1.27683, 0.671224, 0.675802, -0.20558, -0.224693, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.875620] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11411] 1760971841875566, 26.9181, 0.137285, -0.154392, -1.27683, 0.671224, 0.675802, -0.20558, -0.224693, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.878344] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11412] 1760971841878219, 26.9208, 0.137109, -0.154734, -1.27669, 0.671073, 0.675894, -0.205585, -0.224864, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.882232] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11413] 1760971841882112, 26.9247, 0.137109, -0.154734, -1.27669, 0.671073, 0.675894, -0.205585, -0.224864, -0.0176174, -0.0342471, 0.014006, 0, 0, 0, 
[2025-10-20 10:50:41.883807] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11414] 1760971841883686, 26.9262, 0.137109, -0.154734, -1.27669, 0.671073, 0.675894, -0.205585, -0.224864, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.886817] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11416] 1760971841886702, 26.9293, 0.136952, -0.155066, -1.27655, 0.670899, 0.675974, -0.205757, -0.224984, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.889705] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11417] 1760971841889584, 26.9321, 0.136952, -0.155066, -1.27655, 0.670899, 0.675974, -0.205757, -0.224984, -0.0156769, -0.0331534, 0.0139079, 0.0439048, 0.0436902, 0, 
[2025-10-20 10:50:41.892356] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11418] 1760971841892238, 26.9348, 0.136952, -0.155066, -1.27655, 0.670899, 0.675974, -0.205757, -0.224984, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.895042] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11419] 1760971841894923, 26.9375, 0.136952, -0.155066, -1.27655, 0.670899, 0.675974, -0.205757, -0.224984, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.897589] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11421] 1760971841897473, 26.94, 0.136852, -0.155157, -1.27604, 0.671111, 0.676401, -0.206319, -0.22254, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.900972] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11422] 1760971841900856, 26.9434, 0.136852, -0.155157, -1.27604, 0.671111, 0.676401, -0.206319, -0.22254, -0.0100171, -0.00909175, 0.0512666, 0.198603, -0.278652, -0.510924, 
[2025-10-20 10:50:41.903628] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11423] 1760971841903510, 26.9461, 0.136852, -0.155157, -1.27604, 0.671111, 0.676401, -0.206319, -0.22254, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.906211] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11424] 1760971841906118, 26.9487, 0.136666, -0.155747, -1.27614, 0.67061, 0.67615, -0.206355, -0.22477, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.911353] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11426] 1760971841911236, 26.9538, 0.136666, -0.155747, -1.27614, 0.67061, 0.67615, -0.206355, -0.22477, -0.0185724, -0.0589957, -0.0106829, -0.0797272, 0.336891, 0.352606, 
[2025-10-20 10:50:41.912014] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11427] 1760971841911916, 26.9545, 0.136666, -0.155747, -1.27614, 0.67061, 0.67615, -0.206355, -0.22477, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.914239] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11428] 1760971841914117, 26.9567, 0.136666, -0.155747, -1.27614, 0.67061, 0.67615, -0.206355, -0.22477, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.916678] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11429] 1760971841916590, 26.9591, 0.136531, -0.156115, -1.27601, 0.670445, 0.676326, -0.206651, -0.224461, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.919565] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11431] 1760971841919443, 26.962, 0.136531, -0.156115, -1.27601, 0.670445, 0.676326, -0.206651, -0.224461, -0.0135644, -0.0368036, 0.0135301, 0.0885129, 0, -0.118126, 
[2025-10-20 10:50:41.921166] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11432] 1760971841921055, 26.9636, 0.136531, -0.156115, -1.27601, 0.670445, 0.676326, -0.206651, -0.224461, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.925107] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11433] 1760971841925021, 26.9676, 0.136531, -0.156115, -1.27601, 0.670445, 0.676326, -0.206651, -0.224461, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.927325] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11435] 1760971841927211, 26.9698, 0.136387, -0.156478, -1.2758, 0.670235, 0.676531, -0.207129, -0.224026, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.930139] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11436] 1760971841930025, 26.9726, 0.136387, -0.156478, -1.2758, 0.670235, 0.676531, -0.207129, -0.224026, -0.0143808, -0.0362771, 0.0210153, 0.11698, 0, -0.173012, 
[2025-10-20 10:50:41.932740] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11437] 1760971841932627, 26.9752, 0.136387, -0.156478, -1.2758, 0.670235, 0.676531, -0.207129, -0.224026, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.935701] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11438] 1760971841935614, 26.9782, 0.136387, -0.156478, -1.2758, 0.670235, 0.676531, -0.207129, -0.224026, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.937998] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11440] 1760971841937886, 26.9804, 0.136273, -0.156818, -1.27562, 0.669971, 0.676744, -0.207599, -0.223741, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.940932] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11441] 1760971841940818, 26.9834, 0.136273, -0.156818, -1.27562, 0.669971, 0.676744, -0.207599, -0.223741, -0.011385, -0.033999, 0.0176427, 0.11853, 0, -0.15003, 
[2025-10-20 10:50:41.943504] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11442] 1760971841943392, 26.9859, 0.136273, -0.156818, -1.27562, 0.669971, 0.676744, -0.207599, -0.223741, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.946477] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11444] 1760971841946375, 26.9889, 0.136156, -0.157141, -1.27541, 0.669758, 0.676893, -0.208246, -0.223323, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.948860] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11445] 1760971841948744, 26.9913, 0.136156, -0.157141, -1.27541, 0.669758, 0.676893, -0.208246, -0.223323, -0.0116748, -0.0323736, 0.0210868, 0.115955, 0, -0.195297, 
[2025-10-20 10:50:41.951422] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11446] 1760971841951314, 26.9939, 0.136156, -0.157141, -1.27541, 0.669758, 0.676893, -0.208246, -0.223323, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.954376] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11447] 1760971841954262, 26.9968, 0.136156, -0.157141, -1.27541, 0.669758, 0.676893, -0.208246, -0.223323, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.956767] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11449] 1760971841956711, 26.9993, 0.136062, -0.157478, -1.27514, 0.669542, 0.677041, -0.208781, -0.223026, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.959770] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11450] 1760971841959645, 27.0022, 0.136062, -0.157478, -1.27514, 0.669542, 0.677041, -0.208781, -0.223026, -0.00941522, -0.0336261, 0.0268535, 0.103962, 0.0355363, -0.156805, 
[2025-10-20 10:50:41.962250] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11451] 1760971841962130, 27.0047, 0.136062, -0.157478, -1.27514, 0.669542, 0.677041, -0.208781, -0.223026, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.964939] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11452] 1760971841964788, 27.0073, 0.136062, -0.157478, -1.27514, 0.669542, 0.677041, -0.208781, -0.223026, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.967394] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11454] 1760971841967277, 27.0098, 0.135934, -0.157833, -1.27493, 0.669336, 0.677213, -0.209366, -0.22257, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.970057] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11455] 1760971841969944, 27.0125, 0.135934, -0.157833, -1.27493, 0.669336, 0.677213, -0.209366, -0.22257, -0.0127849, -0.0355046, 0.0211114, 0.117636, 0, -0.192334, 
[2025-10-20 10:50:41.972613] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11456] 1760971841972499, 27.0151, 0.135934, -0.157833, -1.27493, 0.669336, 0.677213, -0.209366, -0.22257, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.975312] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11457] 1760971841975187, 27.0177, 0.135934, -0.157833, -1.27493, 0.669336, 0.677213, -0.209366, -0.22257, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.977699] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11459] 1760971841977585, 27.0201, 0.135797, -0.158185, -1.27465, 0.66914, 0.677293, -0.210001, -0.222318, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.980565] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11460] 1760971841980436, 27.023, 0.135797, -0.158185, -1.27465, 0.66914, 0.677293, -0.210001, -0.222318, -0.0137103, -0.0352331, 0.0278799, 0.0925422, 0.0567079, -0.161472, 
[2025-10-20 10:50:41.983277] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11461] 1760971841983161, 27.0257, 0.135797, -0.158185, -1.27465, 0.66914, 0.677293, -0.210001, -0.222318, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.985817] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11462] 1760971841985732, 27.0283, 0.135654, -0.158526, -1.27447, 0.668984, 0.677442, -0.210432, -0.221927, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.988654] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11464] 1760971841988539, 27.0311, 0.135654, -0.158526, -1.27447, 0.668984, 0.677442, -0.210432, -0.221927, -0.0143617, -0.0341178, 0.0184125, 0.0941396, 0, -0.152359, 
[2025-10-20 10:50:41.991140] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11465] 1760971841991034, 27.0336, 0.135654, -0.158526, -1.27447, 0.668984, 0.677442, -0.210432, -0.221927, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.993870] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11466] 1760971841993756, 27.0363, 0.135654, -0.158526, -1.27447, 0.668984, 0.677442, -0.210432, -0.221927, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.996696] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11467] 1760971841996614, 27.0392, 0.135535, -0.158863, -1.27435, 0.668832, 0.677631, -0.210897, -0.221362, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:41.999080] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11469] 1760971841998965, 27.0415, 0.135535, -0.158863, -1.27435, 0.668832, 0.677631, -0.210897, -0.221362, -0.011828, -0.0337062, 0.0114865, 0.111222, 0, -0.188651, 
[2025-10-20 10:50:42.002130] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11470] 1760971842002012, 27.0446, 0.135535, -0.158863, -1.27435, 0.668832, 0.677631, -0.210897, -0.221362, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:42.004394] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11471] 1760971842004277, 27.0468, 0.135535, -0.158863, -1.27435, 0.668832, 0.677631, -0.210897, -0.221362, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:42.007378] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11473] 1760971842007263, 27.0498, 0.135381, -0.159148, -1.27417, 0.668582, 0.677796, -0.211311, -0.22122, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:42.009562] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11474] 1760971842009449, 27.052, 0.135381, -0.159148, -1.27417, 0.668582, 0.677796, -0.211311, -0.22122, -0.0154645, -0.0284857, 0.018002, 0.0981927, 0.0402212, -0.114252, 
[2025-10-20 10:50:42.012100] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11475] 1760971842011984, 27.0545, 0.135381, -0.159148, -1.27417, 0.668582, 0.677796, -0.211311, -0.22122, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:42.014933] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11476] 1760971842014776, 27.0573, 0.135381, -0.159148, -1.27417, 0.668582, 0.677796, -0.211311, -0.22122, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:42.017413] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11478] 1760971842017290, 27.0598, 0.135214, -0.159442, -1.27406, 0.668378, 0.677964, -0.211659, -0.22099, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:42.020057] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11479] 1760971842019946, 27.0625, 0.135214, -0.159442, -1.27406, 0.668378, 0.677964, -0.211659, -0.22099, -0.0166394, -0.0294349, 0.0114226, 0.0923634, 0, -0.115557, 
[2025-10-20 10:50:42.022631] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11480] 1760971842022516, 27.0651, 0.135214, -0.159442, -1.27406, 0.668378, 0.677964, -0.211659, -0.22099, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:42.025107] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11481] 1760971842024990, 27.0675, 0.135214, -0.159442, -1.27406, 0.668378, 0.677964, -0.211659, -0.22099, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:42.027733] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [11483] 1760971842027615, 27.0702, 0.135033, -0.159728, -1.2739, 0.668167, 0.678118, -0.211929, -0.220896, 0, 0, 0, 0, 0, 0, 
