[2025-10-20 10:54:58.262578] [0x0000007f8102e7c0] [MocapTag] [0x0000107d] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 10:55:23.242438] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11769] 1760972123242316, 27.7244, 0.113716, -0.155572, -1.27113, 0.678946, 0.682697, -0.185609, -0.196231, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.244217] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11771] 1760972123244128, 27.7262, 0.113716, -0.155572, -1.27113, 0.678946, 0.682697, -0.185609, -0.196231, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.246782] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11772] 1760972123246660, 27.7288, 0.113751, -0.155812, -1.27111, 0.67891, 0.682691, -0.185682, -0.196307, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.249503] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11773] 1760972123249373, 27.7315, 0.113751, -0.155812, -1.27111, 0.67891, 0.682691, -0.185682, -0.196307, 0.00356532, -0.0240014, 0.00225941, 0, 0, 0, 
[2025-10-20 10:55:23.254136] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11775] 1760972123254042, 27.7361, 0.113751, -0.155812, -1.27111, 0.67891, 0.682691, -0.185682, -0.196307, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.254693] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11776] 1760972123254574, 27.7367, 0.113751, -0.155812, -1.27111, 0.67891, 0.682691, -0.185682, -0.196307, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.257821] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11777] 1760972123257698, 27.7398, 0.113816, -0.15605, -1.27107, 0.678952, 0.682676, -0.185826, -0.196076, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.260567] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11778] 1760972123260439, 27.7425, 0.113816, -0.15605, -1.27107, 0.678952, 0.682676, -0.185826, -0.196076, 0.00648257, -0.0237734, 0.00343462, 0, 0, -0.0572506, 
[2025-10-20 10:55:23.271840] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11780] 1760972123271725, 27.7538, 0.113816, -0.15605, -1.27107, 0.678952, 0.682676, -0.185826, -0.196076, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.272570] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11781] 1760972123272441, 27.7545, 0.113816, -0.15605, -1.27107, 0.678952, 0.682676, -0.185826, -0.196076, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.273224] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11782] 1760972123273109, 27.7552, 0.113874, -0.156313, -1.27103, 0.678953, 0.682656, -0.185963, -0.196012, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.273902] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11783] 1760972123273793, 27.7559, 0.113874, -0.156313, -1.27103, 0.678953, 0.682656, -0.185963, -0.196012, 0.00577137, -0.0263283, 0.00482393, 0, 0, 0, 
[2025-10-20 10:55:23.276119] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11785] 1760972123276003, 27.7581, 0.113874, -0.156313, -1.27103, 0.678953, 0.682656, -0.185963, -0.196012, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.276758] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11786] 1760972123276656, 27.7588, 0.113935, -0.15657, -1.27101, 0.679044, 0.68257, -0.186128, -0.195841, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.279383] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11787] 1760972123279258, 27.7614, 0.113935, -0.15657, -1.27101, 0.679044, 0.68257, -0.186128, -0.195841, 0.00613152, -0.0257042, 0, 0, 0, -0.0457446, 
[2025-10-20 10:55:23.282344] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11788] 1760972123282227, 27.7643, 0.113935, -0.15657, -1.27101, 0.679044, 0.68257, -0.186128, -0.195841, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.284740] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11790] 1760972123284621, 27.7667, 0.113935, -0.15657, -1.27101, 0.679044, 0.68257, -0.186128, -0.195841, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.287129] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11791] 1760972123287018, 27.7691, 0.113984, -0.156832, -1.27097, 0.679026, 0.682541, -0.186245, -0.195894, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.289949] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11792] 1760972123289833, 27.7719, 0.113984, -0.156832, -1.27097, 0.679026, 0.682541, -0.186245, -0.195894, 0.0049102, -0.0262183, 0.00466539, 0, 0, 0, 
[2025-10-20 10:55:23.292351] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11793] 1760972123292229, 27.7743, 0.113984, -0.156832, -1.27097, 0.679026, 0.682541, -0.186245, -0.195894, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.295258] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11795] 1760972123295144, 27.7772, 0.113984, -0.156832, -1.27097, 0.679026, 0.682541, -0.186245, -0.195894, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.297598] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11796] 1760972123297496, 27.7796, 0.114021, -0.157095, -1.27099, 0.679073, 0.682494, -0.186222, -0.195916, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.301700] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11797] 1760972123301580, 27.7837, 0.114021, -0.157095, -1.27099, 0.679073, 0.682494, -0.186222, -0.195916, 0.00366613, -0.0263292, -0.00248637, 0, 0, 0, 
[2025-10-20 10:55:23.302965] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11798] 1760972123302848, 27.7849, 0.114021, -0.157095, -1.27099, 0.679073, 0.682494, -0.186222, -0.195916, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.306082] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11800] 1760972123305968, 27.7881, 0.114038, -0.157358, -1.27097, 0.6791, 0.682433, -0.186203, -0.196053, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.308281] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11801] 1760972123308169, 27.7903, 0.114038, -0.157358, -1.27097, 0.6791, 0.682433, -0.186203, -0.196053, 0, -0.026243, 0, 0, 0, 0, 
[2025-10-20 10:55:23.310988] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11802] 1760972123310870, 27.793, 0.114038, -0.157358, -1.27097, 0.6791, 0.682433, -0.186203, -0.196053, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.313428] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11803] 1760972123313303, 27.7954, 0.114038, -0.157358, -1.27097, 0.6791, 0.682433, -0.186203, -0.196053, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.316435] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11805] 1760972123316317, 27.7984, 0.114076, -0.157648, -1.27103, 0.679156, 0.682389, -0.186166, -0.19605, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.318908] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11806] 1760972123318790, 27.8009, 0.114076, -0.157648, -1.27103, 0.679156, 0.682389, -0.186166, -0.19605, 0.00379353, -0.0290199, -0.00614063, 0, 0, 0, 
[2025-10-20 10:55:23.321766] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11807] 1760972123321652, 27.8038, 0.114076, -0.157648, -1.27103, 0.679156, 0.682389, -0.186166, -0.19605, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.324674] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11809] 1760972123324598, 27.8067, 0.114076, -0.157648, -1.27103, 0.679156, 0.682389, -0.186166, -0.19605, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.326556] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11810] 1760972123326437, 27.8085, 0.114121, -0.157922, -1.27106, 0.679198, 0.682413, -0.186103, -0.19588, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.329351] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11811] 1760972123329227, 27.8113, 0.114121, -0.157922, -1.27106, 0.679198, 0.682413, -0.186103, -0.19588, 0.00455507, -0.0273487, -0.00240515, 0, 0, 0, 
[2025-10-20 10:55:23.332073] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11812] 1760972123331959, 27.8141, 0.114121, -0.157922, -1.27106, 0.679198, 0.682413, -0.186103, -0.19588, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.334761] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11814] 1760972123334641, 27.8167, 0.114121, -0.157922, -1.27106, 0.679198, 0.682413, -0.186103, -0.19588, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.337889] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11815] 1760972123337781, 27.8199, 0.114161, -0.158191, -1.27112, 0.679273, 0.682362, -0.186044, -0.195853, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.340359] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11816] 1760972123340231, 27.8223, 0.114161, -0.158191, -1.27112, 0.679273, 0.682362, -0.186044, -0.195853, 0.0039968, -0.0269261, -0.0059254, 0, 0, 0, 
[2025-10-20 10:55:23.342975] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11817] 1760972123342862, 27.825, 0.114161, -0.158191, -1.27112, 0.679273, 0.682362, -0.186044, -0.195853, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.345709] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11819] 1760972123345595, 27.8277, 0.114161, -0.158191, -1.27112, 0.679273, 0.682362, -0.186044, -0.195853, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.348224] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11820] 1760972123348075, 27.8302, 0.114215, -0.158467, -1.27113, 0.679332, 0.682324, -0.186015, -0.195805, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.351001] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11821] 1760972123350887, 27.833, 0.114215, -0.158467, -1.27113, 0.679332, 0.682324, -0.186015, -0.195805, 0.00532859, -0.0276521, 0, 0, 0, 0, 
[2025-10-20 10:55:23.353511] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11823] 1760972123353448, 27.8355, 0.114215, -0.158467, -1.27113, 0.679332, 0.682324, -0.186015, -0.195805, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.356455] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11824] 1760972123356341, 27.8384, 0.114251, -0.158706, -1.2712, 0.679283, 0.682366, -0.185845, -0.19599, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.358741] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11825] 1760972123358633, 27.8407, 0.114251, -0.158706, -1.2712, 0.679283, 0.682366, -0.185845, -0.19599, 0.0036769, -0.0239126, -0.00775223, 0, 0, 0.0526056, 
[2025-10-20 10:55:23.361505] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11826] 1760972123361359, 27.8435, 0.114251, -0.158706, -1.2712, 0.679283, 0.682366, -0.185845, -0.19599, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.364126] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11828] 1760972123364020, 27.8461, 0.114251, -0.158706, -1.2712, 0.679283, 0.682366, -0.185845, -0.19599, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.366562] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11829] 1760972123366449, 27.8485, 0.114272, -0.158944, -1.27124, 0.679299, 0.682359, -0.185768, -0.196034, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.369337] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11830] 1760972123369214, 27.8513, 0.114272, -0.158944, -1.27124, 0.679299, 0.682359, -0.185768, -0.196034, 0.00207076, -0.023731, -0.00324641, 0, 0, 0, 
[2025-10-20 10:55:23.372492] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11831] 1760972123372376, 27.8545, 0.114272, -0.158944, -1.27124, 0.679299, 0.682359, -0.185768, -0.196034, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.374540] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11833] 1760972123374455, 27.8566, 0.114272, -0.158944, -1.27124, 0.679299, 0.682359, -0.185768, -0.196034, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.377069] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11834] 1760972123376955, 27.8591, 0.114292, -0.159182, -1.27128, 0.67926, 0.68237, -0.185557, -0.19633, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.379953] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11835] 1760972123379837, 27.8619, 0.114292, -0.159182, -1.27128, 0.67926, 0.68237, -0.185557, -0.19633, 0.00200722, -0.023794, -0.0043915, 0, 0, 0.0786761, 
[2025-10-20 10:55:23.382336] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11836] 1760972123382221, 27.8643, 0.114292, -0.159182, -1.27128, 0.67926, 0.68237, -0.185557, -0.19633, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.385580] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11838] 1760972123385461, 27.8676, 0.114292, -0.159182, -1.27128, 0.67926, 0.68237, -0.185557, -0.19633, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.387655] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11839] 1760972123387543, 27.8696, 0.114314, -0.159415, -1.27134, 0.679319, 0.682338, -0.185477, -0.196314, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.390606] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11840] 1760972123390488, 27.8726, 0.114314, -0.159415, -1.27134, 0.679319, 0.682338, -0.185477, -0.196314, 0.00216337, -0.0233669, -0.00543452, 0, 0, 0, 
[2025-10-20 10:55:23.393071] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11841] 1760972123392954, 27.8751, 0.114314, -0.159415, -1.27134, 0.679319, 0.682338, -0.185477, -0.196314, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.395564] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11843] 1760972123395444, 27.8775, 0.114336, -0.159649, -1.27134, 0.679272, 0.682381, -0.185336, -0.196457, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.398370] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11844] 1760972123398252, 27.8803, 0.114336, -0.159649, -1.27134, 0.679272, 0.682381, -0.185336, -0.196457, 0.00224403, -0.0233402, 0, 0, 0, 0.0412893, 
[2025-10-20 10:55:23.400848] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11845] 1760972123400734, 27.8828, 0.114336, -0.159649, -1.27134, 0.679272, 0.682381, -0.185336, -0.196457, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.403517] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11847] 1760972123403464, 27.8856, 0.114336, -0.159649, -1.27134, 0.679272, 0.682381, -0.185336, -0.196457, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.406059] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11848] 1760972123405943, 27.888, 0.114372, -0.159902, -1.2714, 0.679301, 0.682375, -0.185162, -0.196544, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.408878] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11849] 1760972123408770, 27.8909, 0.114372, -0.159902, -1.2714, 0.679301, 0.682375, -0.185162, -0.196544, 0.00360641, -0.025285, -0.00609576, 0, 0, 0.0429559, 
[2025-10-20 10:55:23.411534] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11850] 1760972123411368, 27.8935, 0.114372, -0.159902, -1.2714, 0.679301, 0.682375, -0.185162, -0.196544, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.415058] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11852] 1760972123414936, 27.897, 0.114372, -0.159902, -1.2714, 0.679301, 0.682375, -0.185162, -0.196544, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.416814] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11853] 1760972123416694, 27.8988, 0.114385, -0.160149, -1.27141, 0.679199, 0.682425, -0.185013, -0.196865, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.419322] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11854] 1760972123419200, 27.9013, 0.114385, -0.160149, -1.27141, 0.679199, 0.682425, -0.185013, -0.196865, 0, -0.0247184, 0, 0, 0, 0.0685096, 
[2025-10-20 10:55:23.427841] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11856] 1760972123427727, 27.9098, 0.114385, -0.160149, -1.27141, 0.679199, 0.682425, -0.185013, -0.196865, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.428509] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11857] 1760972123428391, 27.9105, 0.114385, -0.160149, -1.27141, 0.679199, 0.682425, -0.185013, -0.196865, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.429102] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11858] 1760972123429006, 27.9111, 0.114395, -0.16039, -1.27146, 0.679175, 0.682432, -0.184914, -0.197015, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.429862] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11859] 1760972123429745, 27.9118, 0.114395, -0.16039, -1.27146, 0.679175, 0.682432, -0.184914, -0.197015, 0, -0.0240896, -0.00422932, 0, 0, 0.038179, 
[2025-10-20 10:55:23.432498] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11860] 1760972123432382, 27.9145, 0.114395, -0.16039, -1.27146, 0.679175, 0.682432, -0.184914, -0.197015, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.435105] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11862] 1760972123434983, 27.9171, 0.114395, -0.16039, -1.27146, 0.679175, 0.682432, -0.184914, -0.197015, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.437627] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11863] 1760972123437518, 27.9196, 0.114415, -0.160644, -1.27145, 0.679092, 0.682473, -0.184814, -0.197252, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.440367] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11864] 1760972123440250, 27.9223, 0.114415, -0.160644, -1.27145, 0.679092, 0.682473, -0.184814, -0.197252, 0.00207906, -0.0253933, 0, 0, 0, 0.0483647, 
[2025-10-20 10:55:23.442992] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11865] 1760972123442877, 27.925, 0.114415, -0.160644, -1.27145, 0.679092, 0.682473, -0.184814, -0.197252, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.445519] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11867] 1760972123445401, 27.9275, 0.114452, -0.16089, -1.2715, 0.679148, 0.682436, -0.18471, -0.197285, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.448412] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11868] 1760972123448300, 27.9304, 0.114452, -0.16089, -1.2715, 0.679148, 0.682436, -0.18471, -0.197285, 0.00368881, -0.0246445, -0.00432431, 0, 0, 0, 
[2025-10-20 10:55:23.451123] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11869] 1760972123451010, 27.9331, 0.114452, -0.16089, -1.2715, 0.679148, 0.682436, -0.18471, -0.197285, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.453695] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11870] 1760972123453601, 27.9357, 0.114452, -0.16089, -1.2715, 0.679148, 0.682436, -0.18471, -0.197285, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.456181] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11872] 1760972123456067, 27.9382, 0.114493, -0.16115, -1.27148, 0.679115, 0.682453, -0.184717, -0.197336, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.459495] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11873] 1760972123459369, 27.9415, 0.114493, -0.16115, -1.27148, 0.679115, 0.682453, -0.184717, -0.197336, 0.00411135, -0.0260234, 0, 0, 0, 0, 
[2025-10-20 10:55:23.462034] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11874] 1760972123461917, 27.944, 0.114493, -0.16115, -1.27148, 0.679115, 0.682453, -0.184717, -0.197336, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.463963] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11875] 1760972123463877, 27.946, 0.114493, -0.16115, -1.27148, 0.679115, 0.682453, -0.184717, -0.197336, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.466703] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11877] 1760972123466586, 27.9487, 0.114524, -0.161399, -1.27152, 0.679076, 0.682487, -0.184633, -0.197428, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.469424] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11878] 1760972123469300, 27.9514, 0.114524, -0.161399, -1.27152, 0.679076, 0.682487, -0.184633, -0.197428, 0.00305282, -0.0248424, -0.0031837, 0, 0, 0, 
[2025-10-20 10:55:23.475127] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11880] 1760972123475003, 27.9571, 0.114524, -0.161399, -1.27152, 0.679076, 0.682487, -0.184633, -0.197428, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.476102] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11881] 1760972123475983, 27.9581, 0.114524, -0.161399, -1.27152, 0.679076, 0.682487, -0.184633, -0.197428, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.477131] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11882] 1760972123477022, 27.9591, 0.114555, -0.161665, -1.27152, 0.679036, 0.682504, -0.184667, -0.197475, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.479971] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11883] 1760972123479853, 27.962, 0.114555, -0.161665, -1.27152, 0.679036, 0.682504, -0.184667, -0.197475, 0.00309115, -0.0266086, 0, 0, 0, 0, 
[2025-10-20 10:55:23.482493] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11884] 1760972123482377, 27.9645, 0.114555, -0.161665, -1.27152, 0.679036, 0.682504, -0.184667, -0.197475, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.485253] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11886] 1760972123485140, 27.9672, 0.114555, -0.161665, -1.27152, 0.679036, 0.682504, -0.184667, -0.197475, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.488478] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11887] 1760972123488360, 27.9705, 0.114566, -0.161895, -1.27154, 0.678925, 0.682583, -0.184593, -0.197653, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.490975] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11888] 1760972123490856, 27.973, 0.114566, -0.161895, -1.27154, 0.678925, 0.682583, -0.184593, -0.197653, 0, -0.0230342, 0, 0, 0, 0, 
[2025-10-20 10:55:23.493098] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11889] 1760972123492984, 27.9751, 0.114566, -0.161895, -1.27154, 0.678925, 0.682583, -0.184593, -0.197653, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.495878] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11891] 1760972123495757, 27.9779, 0.114595, -0.162147, -1.27157, 0.678841, 0.682622, -0.184684, -0.19772, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.499809] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11892] 1760972123499682, 27.9818, 0.114595, -0.162147, -1.27157, 0.678841, 0.682622, -0.184684, -0.19772, 0.00280873, -0.0252017, -0.00237389, 0, 0, 0, 
[2025-10-20 10:55:23.501161] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11893] 1760972123501041, 27.9831, 0.114595, -0.162147, -1.27157, 0.678841, 0.682622, -0.184684, -0.19772, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.503858] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11894] 1760972123503745, 27.9858, 0.114595, -0.162147, -1.27157, 0.678841, 0.682622, -0.184684, -0.19772, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.506844] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11896] 1760972123506729, 27.9888, 0.11463, -0.162373, -1.27155, 0.678754, 0.682685, -0.184732, -0.197757, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.509037] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11897] 1760972123508925, 27.991, 0.11463, -0.162373, -1.27155, 0.678754, 0.682685, -0.184732, -0.197757, 0.00350242, -0.0225363, 0, 0, 0, 0, 
[2025-10-20 10:55:23.512111] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11898] 1760972123511993, 27.9941, 0.11463, -0.162373, -1.27155, 0.678754, 0.682685, -0.184732, -0.197757, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.514152] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11899] 1760972123514067, 27.9962, 0.11463, -0.162373, -1.27155, 0.678754, 0.682685, -0.184732, -0.197757, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:23.516755] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11901] 1760972123516640, 27.9987, 0.114662, -0.162623, -1.27157, 0.678699, 0.6827, -0.184874, -0.197762, 0, 0, 0, 0, 0, 0, 
