[2025-10-20 10:54:58.262578] [0x0000007f8102e7c0] [MocapTag] [0x0000107d] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 10:54:58.266773] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [3] 1760972098266630, 2.74873, 0.100777, -0.233391, -0.324394, 0.706716, 0.707489, 0.00229523, 0.00265188, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.269326] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [6] 1760972098269243, 2.75134, 0.100777, -0.233391, -0.324394, 0.706716, 0.707489, 0.00229523, 0.00265188, 0, 0, -0.00245799, 0, 0, 0, 
[2025-10-20 10:54:58.272126] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [7] 1760972098272009, 2.75411, 0.100777, -0.233391, -0.324394, 0.706716, 0.707489, 0.00229523, 0.00265188, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.275124] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [8] 1760972098275018, 2.75712, 0.100777, -0.233391, -0.324394, 0.706716, 0.707489, 0.00229523, 0.00265188, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.276984] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [9] 1760972098276882, 2.75898, 0.100785, -0.233336, -0.324451, 0.706578, 0.707626, 0.0024061, 0.00269002, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.280565] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [11] 1760972098280451, 2.76255, 0.100785, -0.233336, -0.324451, 0.706578, 0.707626, 0.0024061, 0.00269002, 0, 0.00549438, -0.00565398, 0.0389576, 0, 0, 
[2025-10-20 10:54:58.283378] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [12] 1760972098283263, 2.76536, 0.100785, -0.233336, -0.324451, 0.706578, 0.707626, 0.0024061, 0.00269002, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.286295] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [13] 1760972098286184, 2.76828, 0.100778, -0.233412, -0.324335, 0.706947, 0.707258, 0.00219378, 0.00261488, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.289196] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [15] 1760972098289085, 2.77118, 0.100778, -0.233412, -0.324335, 0.706947, 0.707258, 0.00219378, 0.00261488, 0, -0.00760944, 0.011541, -0.104427, 0.0406711, 0, 
[2025-10-20 10:54:58.291641] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [16] 1760972098291526, 2.77362, 0.100778, -0.233412, -0.324335, 0.706947, 0.707258, 0.00219378, 0.00261488, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.294389] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [17] 1760972098294269, 2.77637, 0.100778, -0.233412, -0.324335, 0.706947, 0.707258, 0.00219378, 0.00261488, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.296897] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [18] 1760972098296775, 2.77887, 0.100766, -0.233399, -0.324292, 0.706816, 0.707388, 0.00218699, 0.00286706, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.299722] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [20] 1760972098299608, 2.78171, 0.100766, -0.233399, -0.324292, 0.706816, 0.707388, 0.00218699, 0.00286706, 0, 0, 0.0043774, 0.0368953, 0, -0.0364849, 
[2025-10-20 10:54:58.302297] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [21] 1760972098302177, 2.78428, 0.100766, -0.233399, -0.324292, 0.706816, 0.707388, 0.00218699, 0.00286706, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.305135] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [22] 1760972098305008, 2.78711, 0.100766, -0.233399, -0.324292, 0.706816, 0.707388, 0.00218699, 0.00286706, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.309004] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [24] 1760972098308946, 2.79104, 0.100749, -0.233391, -0.324248, 0.706544, 0.707661, 0.00225028, 0.00235947, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.310438] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [25] 1760972098310301, 2.7924, 0.100749, -0.233391, -0.324248, 0.706544, 0.707661, 0.00225028, 0.00235947, 0, 0, 0.00439558, 0.0773311, 0.062861, 0.0809623, 
[2025-10-20 10:54:58.313008] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [26] 1760972098312889, 2.79499, 0.100749, -0.233391, -0.324248, 0.706544, 0.707661, 0.00225028, 0.00235947, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.315493] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [27] 1760972098315373, 2.79747, 0.100809, -0.233368, -0.324147, 0.706095, 0.708111, 0.00215401, 0.00185124, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.318432] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [28] 1760972098318339, 2.80044, 0.100809, -0.233368, -0.324147, 0.706095, 0.708111, 0.00215401, 0.00185124, 0.00597027, 0.00234363, 0.0100345, 0.127292, 0.0855629, 0.0585518, 
[2025-10-20 10:54:58.321040] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [30] 1760972098320923, 2.80302, 0.100809, -0.233368, -0.324147, 0.706095, 0.708111, 0.00215401, 0.00185124, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.323660] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [31] 1760972098323534, 2.80563, 0.100809, -0.233368, -0.324147, 0.706095, 0.708111, 0.00215401, 0.00185124, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.326170] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [32] 1760972098326053, 2.80815, 0.100761, -0.233465, -0.324304, 0.706859, 0.707347, 0.00217793, 0.00259101, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.328890] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [34] 1760972098328835, 2.81093, 0.100761, -0.233465, -0.324304, 0.706859, 0.707347, 0.00217793, 0.00259101, -0.00474122, -0.00975361, -0.0156658, -0.216448, -0.108085, -0.101812, 
[2025-10-20 10:54:58.331572] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [35] 1760972098331415, 2.81351, 0.100761, -0.233465, -0.324304, 0.706859, 0.707347, 0.00217793, 0.00259101, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.334304] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [36] 1760972098334177, 2.81628, 0.100761, -0.233465, -0.324304, 0.706859, 0.707347, 0.00217793, 0.00259101, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.336812] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [37] 1760972098336692, 2.81879, 0.100742, -0.233456, -0.324305, 0.706878, 0.707327, 0.00219283, 0.002562, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.339468] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [39] 1760972098339356, 2.82145, 0.100742, -0.233456, -0.324305, 0.706878, 0.707327, 0.00219283, 0.002562, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.342157] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [40] 1760972098342037, 2.82414, 0.100742, -0.233456, -0.324305, 0.706878, 0.707327, 0.00219283, 0.002562, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.344732] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [41] 1760972098344610, 2.82671, 0.100742, -0.233456, -0.324305, 0.706878, 0.707327, 0.00219283, 0.002562, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.347155] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [42] 1760972098347038, 2.82914, 0.100776, -0.233453, -0.324292, 0.706925, 0.70728, 0.00211359, 0.00262926, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.350030] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [44] 1760972098349914, 2.83201, 0.100776, -0.233453, -0.324292, 0.706925, 0.70728, 0.00211359, 0.00262926, 0.00341324, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.352642] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [45] 1760972098352513, 2.83461, 0.100776, -0.233453, -0.324292, 0.706925, 0.70728, 0.00211359, 0.00262926, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.355317] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [46] 1760972098355202, 2.8373, 0.100776, -0.233453, -0.324292, 0.706925, 0.70728, 0.00211359, 0.00262926, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.357812] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [47] 1760972098357689, 2.83979, 0.100758, -0.233437, -0.324279, 0.706942, 0.707264, 0.00214913, 0.00263893, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.360650] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [49] 1760972098360535, 2.84263, 0.100758, -0.233437, -0.324279, 0.706942, 0.707264, 0.00214913, 0.00263893, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.363044] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [50] 1760972098362927, 2.84503, 0.100758, -0.233437, -0.324279, 0.706942, 0.707264, 0.00214913, 0.00263893, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.365540] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [51] 1760972098365430, 2.84753, 0.100765, -0.233408, -0.324315, 0.706886, 0.70732, 0.0021882, 0.00259378, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.368643] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [52] 1760972098368552, 2.85065, 0.100765, -0.233408, -0.324315, 0.706886, 0.70732, 0.0021882, 0.00259378, 0, 0.00284683, -0.00351696, 0, 0, 0, 
[2025-10-20 10:54:58.371219] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [54] 1760972098371106, 2.8532, 0.100765, -0.233408, -0.324315, 0.706886, 0.70732, 0.0021882, 0.00259378, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.373734] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [55] 1760972098373625, 2.85572, 0.100765, -0.233408, -0.324315, 0.706886, 0.70732, 0.0021882, 0.00259378, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.376221] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [56] 1760972098376117, 2.85821, 0.100793, -0.2334, -0.324341, 0.706799, 0.707406, 0.00219266, 0.00268795, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.379018] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [58] 1760972098378960, 2.86106, 0.100793, -0.2334, -0.324341, 0.706799, 0.707406, 0.00219266, 0.00268795, 0.0028599, 0, -0.00260376, 0, 0, 0, 
[2025-10-20 10:54:58.381586] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [59] 1760972098381442, 2.86354, 0.100793, -0.2334, -0.324341, 0.706799, 0.707406, 0.00219266, 0.00268795, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.384403] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [60] 1760972098384293, 2.86639, 0.100793, -0.2334, -0.324341, 0.706799, 0.707406, 0.00219266, 0.00268795, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.386873] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [61] 1760972098386764, 2.86886, 0.100764, -0.233442, -0.324301, 0.706929, 0.707277, 0.00215094, 0.00249922, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.390192] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [63] 1760972098390072, 2.87217, 0.100764, -0.233442, -0.324301, 0.706929, 0.707277, 0.00215094, 0.00249922, -0.00297737, -0.00425529, 0.00393995, -0.0364661, 0, 0, 
[2025-10-20 10:54:58.392574] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [64] 1760972098392463, 2.87456, 0.100764, -0.233442, -0.324301, 0.706929, 0.707277, 0.00215094, 0.00249922, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.395620] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [65] 1760972098395515, 2.87761, 0.100764, -0.233442, -0.324301, 0.706929, 0.707277, 0.00215094, 0.00249922, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.397827] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [66] 1760972098397711, 2.87981, 0.100751, -0.233456, -0.324331, 0.706916, 0.70729, 0.00216408, 0.00259683, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.401081] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [68] 1760972098400969, 2.88307, 0.100751, -0.233456, -0.324331, 0.706916, 0.70729, 0.00216408, 0.00259683, 0, 0, -0.00292953, 0, 0, 0, 
[2025-10-20 10:54:58.403039] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [69] 1760972098402929, 2.88503, 0.100751, -0.233456, -0.324331, 0.706916, 0.70729, 0.00216408, 0.00259683, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.406244] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [70] 1760972098406139, 2.88824, 0.100807, -0.233462, -0.324322, 0.706898, 0.707308, 0.00207539, 0.00258259, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.409034] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [72] 1760972098408959, 2.89106, 0.100807, -0.233462, -0.324322, 0.706898, 0.707308, 0.00207539, 0.00258259, 0.00553579, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.411736] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [73] 1760972098411625, 2.89372, 0.100807, -0.233462, -0.324322, 0.706898, 0.707308, 0.00207539, 0.00258259, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.414386] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [74] 1760972098414279, 2.89638, 0.100807, -0.233462, -0.324322, 0.706898, 0.707308, 0.00207539, 0.00258259, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.416808] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [75] 1760972098416700, 2.8988, 0.100761, -0.233485, -0.324289, 0.706939, 0.707267, 0.00212234, 0.00264381, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.419764] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [77] 1760972098419648, 2.90175, 0.100761, -0.233485, -0.324289, 0.706939, 0.707267, 0.00212234, 0.00264381, -0.00461208, -0.00227618, 0.00332123, 0, 0, 0, 
[2025-10-20 10:54:58.422148] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [78] 1760972098422037, 2.90414, 0.100761, -0.233485, -0.324289, 0.706939, 0.707267, 0.00212234, 0.00264381, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.424934] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [79] 1760972098424791, 2.90689, 0.100761, -0.233485, -0.324289, 0.706939, 0.707267, 0.00212234, 0.00264381, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.427472] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [80] 1760972098427368, 2.90947, 0.100774, -0.233457, -0.324266, 0.706921, 0.707284, 0.00211886, 0.00261265, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.430260] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [82] 1760972098430144, 2.91224, 0.100774, -0.233457, -0.324266, 0.706921, 0.707284, 0.00211886, 0.00261265, 0, 0.00282166, 0.00228484, 0, 0, 0, 
[2025-10-20 10:54:58.432678] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [83] 1760972098432568, 2.91467, 0.100774, -0.233457, -0.324266, 0.706921, 0.707284, 0.00211886, 0.00261265, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.435373] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [84] 1760972098435266, 2.91736, 0.100774, -0.233457, -0.324266, 0.706921, 0.707284, 0.00211886, 0.00261265, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.437925] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [85] 1760972098437841, 2.91994, 0.100774, -0.233447, -0.324263, 0.706929, 0.707277, 0.00212678, 0.00267193, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.440947] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [87] 1760972098440836, 2.92293, 0.100774, -0.233447, -0.324263, 0.706929, 0.707277, 0.00212678, 0.00267193, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.443428] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [88] 1760972098443317, 2.92542, 0.100774, -0.233447, -0.324263, 0.706929, 0.707277, 0.00212678, 0.00267193, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.445872] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [89] 1760972098445767, 2.92787, 0.100781, -0.233433, -0.324309, 0.70687, 0.707335, 0.00216377, 0.00263838, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.448784] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [91] 1760972098448723, 2.93082, 0.100781, -0.233433, -0.324309, 0.70687, 0.707335, 0.00216377, 0.00263838, 0, 0, -0.00456256, 0, 0, 0, 
[2025-10-20 10:54:58.451441] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [92] 1760972098451327, 2.93343, 0.100781, -0.233433, -0.324309, 0.70687, 0.707335, 0.00216377, 0.00263838, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.454115] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [93] 1760972098454012, 2.93611, 0.100781, -0.233433, -0.324309, 0.70687, 0.707335, 0.00216377, 0.00263838, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.456575] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [94] 1760972098456459, 2.93856, 0.100778, -0.233394, -0.324364, 0.706779, 0.707426, 0.00224168, 0.00262598, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.459442] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [96] 1760972098459349, 2.94145, 0.100778, -0.233394, -0.324364, 0.706779, 0.707426, 0.00224168, 0.00262598, 0, 0.00391238, -0.00554652, 0, 0, 0, 
[2025-10-20 10:54:58.462024] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [97] 1760972098461911, 2.94401, 0.100778, -0.233394, -0.324364, 0.706779, 0.707426, 0.00224168, 0.00262598, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.464622] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [98] 1760972098464518, 2.94662, 0.100778, -0.233394, -0.324364, 0.706779, 0.707426, 0.00224168, 0.00262598, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.467138] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [99] 1760972098467022, 2.94912, 0.100803, -0.233379, -0.32436, 0.706748, 0.707456, 0.00219037, 0.00272007, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.470377] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [101] 1760972098470265, 2.95236, 0.100803, -0.233379, -0.32436, 0.706748, 0.707456, 0.00219037, 0.00272007, 0.00245927, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.472904] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [102] 1760972098472793, 2.95489, 0.100803, -0.233379, -0.32436, 0.706748, 0.707456, 0.00219037, 0.00272007, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.475386] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [103] 1760972098475279, 2.95738, 0.100803, -0.233379, -0.32436, 0.706748, 0.707456, 0.00219037, 0.00272007, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.477861] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [104] 1760972098477749, 2.95985, 0.100784, -0.233396, -0.324407, 0.706755, 0.707449, 0.00227025, 0.002634, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.480824] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [106] 1760972098480701, 2.9628, 0.100784, -0.233396, -0.324407, 0.706755, 0.707449, 0.00227025, 0.002634, 0, 0, -0.00475959, 0, 0, 0, 
[2025-10-20 10:54:58.483298] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [107] 1760972098483186, 2.96528, 0.100784, -0.233396, -0.324407, 0.706755, 0.707449, 0.00227025, 0.002634, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.486111] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [108] 1760972098486007, 2.9681, 0.100767, -0.233394, -0.324391, 0.70671, 0.707495, 0.00230104, 0.00264725, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.489010] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [110] 1760972098488956, 2.97105, 0.100767, -0.233394, -0.324391, 0.70671, 0.707495, 0.00230104, 0.00264725, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.491762] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [111] 1760972098491650, 2.97375, 0.100767, -0.233394, -0.324391, 0.70671, 0.707495, 0.00230104, 0.00264725, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.494370] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [112] 1760972098494258, 2.97636, 0.100767, -0.233394, -0.324391, 0.70671, 0.707495, 0.00230104, 0.00264725, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.498286] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [113] 1760972098498184, 2.98028, 0.10079, -0.233352, -0.324463, 0.706516, 0.707687, 0.00239664, 0.00282196, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.499715] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [115] 1760972098499580, 2.98168, 0.10079, -0.233352, -0.324463, 0.706516, 0.707687, 0.00239664, 0.00282196, 0.00229601, 0.00424462, -0.00710482, 0.054431, -0.0382506, 0, 
[2025-10-20 10:54:58.502954] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [116] 1760972098502842, 2.98494, 0.10079, -0.233352, -0.324463, 0.706516, 0.707687, 0.00239664, 0.00282196, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.505251] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [117] 1760972098505148, 2.98725, 0.10079, -0.233352, -0.324463, 0.706516, 0.707687, 0.00239664, 0.00282196, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.507721] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [118] 1760972098507619, 2.98972, 0.100758, -0.233418, -0.324326, 0.706953, 0.707252, 0.00223034, 0.00264191, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.510699] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [120] 1760972098510584, 2.99268, 0.100758, -0.233418, -0.324326, 0.706953, 0.707252, 0.00223034, 0.00264191, -0.00316863, -0.00658567, 0.0136938, -0.123167, 0.0490189, 0, 
[2025-10-20 10:54:58.513135] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [121] 1760972098513028, 2.99513, 0.100758, -0.233418, -0.324326, 0.706953, 0.707252, 0.00223034, 0.00264191, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.515748] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [122] 1760972098515642, 2.99774, 0.100759, -0.233429, -0.324345, 0.706954, 0.707251, 0.00224897, 0.00261331, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.518586] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [124] 1760972098518531, 3.00063, 0.100759, -0.233429, -0.324345, 0.706954, 0.707251, 0.00224897, 0.00261331, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.521087] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [125] 1760972098520975, 3.00307, 0.100759, -0.233429, -0.324345, 0.706954, 0.707251, 0.00224897, 0.00261331, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.523547] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [126] 1760972098523436, 3.00553, 0.100759, -0.233429, -0.324345, 0.706954, 0.707251, 0.00224897, 0.00261331, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.525238] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [127] 1760972098525133, 3.00723, 0.100761, -0.233427, -0.324354, 0.70695, 0.707255, 0.00224942, 0.00264451, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.528792] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [129] 1760972098528723, 3.01082, 0.100761, -0.233427, -0.324354, 0.70695, 0.707255, 0.00224942, 0.00264451, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.531613] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [130] 1760972098531495, 3.01359, 0.100761, -0.233427, -0.324354, 0.70695, 0.707255, 0.00224942, 0.00264451, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.533986] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [131] 1760972098533881, 3.01598, 0.100761, -0.233427, -0.324354, 0.70695, 0.707255, 0.00224942, 0.00264451, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.536524] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [132] 1760972098536406, 3.0185, 0.10076, -0.233428, -0.324354, 0.706941, 0.707264, 0.00223635, 0.00263624, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.539308] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [134] 1760972098539206, 3.0213, 0.10076, -0.233428, -0.324354, 0.706941, 0.707264, 0.00223635, 0.00263624, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.541872] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [135] 1760972098541731, 3.02383, 0.10076, -0.233428, -0.324354, 0.706941, 0.707264, 0.00223635, 0.00263624, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:54:58.544509] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [136] 1760972098544402, 3.0265, 0.10076, -0.233428, -0.324354, 0.706941, 0.707264, 0.00223635, 0.00263624, 0, 0, 0, 0, 0, 0, 
