[2024-04-18 18:38:55.308869] [0x00007fbb43831f80] [info] [0x000100c9] [1] Initial timestamp, Current time, User-defined position x, User-defined position y, User-defined position z, User-defined velocity x, User-defined velocity y, User-defined velocity z, User-defined acceleration x, User-defined acceleration y, User-defined acceleration z, User-defined yaw, User-defined yaw_dot, User-defined yaw_dot_dot
[2024-04-18 18:38:55.320149] [0x00007fbb43831f80] [info] [0x000100c9] [2] 1713479935308783, 0.011262, -4.48956e-10, -3.08997e-10, 3.36216e-10, -1.59272e-07, -1.09603e-07, 1.19263e-07, -4.23446e-05, -2.9132e-05, 3.17018e-05, 0, 0, 0
[2024-04-18 18:38:55.330092] [0x00007fbb43831f80] [info] [0x000100c9] [3] 1713479935308783, 0.021223, -5.6386e-09, -3.87869e-09, 4.221e-09, -1.06039e-06, -7.2921e-07, 7.9363e-07, -0.000149341, -0.000102649, 0.000111732, 0, 0, 0
[2024-04-18 18:38:55.340124] [0x00007fbb43831f80] [info] [0x000100c9] [4] 1713479935308783, 0.031253, -2.64057e-08, -1.8154e-08, 1.97592e-08, -3.36861e-06, -2.31494e-06, 2.51993e-06, -0.0003216, -0.000220846, 0.000240451, 0, 0, 0
[2024-04-18 18:38:55.350079] [0x00007fbb43831f80] [info] [0x000100c9] [5] 1713479935308783, 0.041213, -7.95181e-08, -5.4639e-08, 5.94793e-08, -7.68461e-06, -5.27729e-06, 5.74571e-06, -0.000555368, -0.000381026, 0.000414957, 0, 0, 0
[2024-04-18 18:38:55.360081] [0x00007fbb43831f80] [info] [0x000100c9] [6] 1713479935308783, 0.051234, -1.89124e-07, -1.2988e-07, 1.41408e-07, -1.46865e-05, -1.00787e-05, 1.09755e-05, -0.000852281, -0.000584183, 0.000636374, 0, 0, 0
[2024-04-18 18:38:55.370090] [0x00007fbb43831f80] [info] [0x000100c9] [7] 1713479935308783, 0.061217, -3.83875e-07, -2.63479e-07, 2.86909e-07, -2.49223e-05, -1.70913e-05, 1.86155e-05, -0.00120828, -0.000827419, 0.000901578, 0, 0, 0
[2024-04-18 18:38:55.380135] [0x00007fbb43831f80] [info] [0x000100c9] [8] 1713479935308783, 0.071252, -7.01561e-07, -4.8126e-07, 5.24138e-07, -3.9091e-05, -2.6789e-05, 2.9184e-05, -0.00162536, -0.00111197, 0.00121196, 0, 0, 0
[2024-04-18 18:38:55.390065] [0x00007fbb43831f80] [info] [0x000100c9] [9] 1713479935308783, 0.081208, -1.17886e-06, -8.08228e-07, 8.80374e-07, -5.75717e-05, -3.94262e-05, 4.29593e-05, -0.00209653, -0.00143296, 0.00156222, 0, 0, 0
[2024-04-18 18:38:55.400108] [0x00007fbb43831f80] [info] [0x000100c9] [10] 1713479935308783, 0.091242, -1.87075e-06, -1.28187e-06, 1.39652e-06, -8.12272e-05, -5.55864e-05, 6.05799e-05, -0.00262789, -0.00179441, 0.00195681, 0, 0, 0
[2024-04-18 18:38:55.410066] [0x00007fbb43831f80] [info] [0x000100c9] [11] 1713479935308783, 0.101206, -2.81997e-06, -1.93121e-06, 2.10426e-06, -0.000110269, -7.54071e-05, 8.21973e-05, -0.00321039, -0.00219005, 0.00238891, 0, 0, 0
[2024-04-18 18:38:55.420135] [0x00007fbb43831f80] [info] [0x000100c9] [12] 1713479935308783, 0.111257, -4.10101e-06, -2.80692e-06, 3.05893e-06, -0.000145716, -9.95762e-05, 0.000108565, -0.00385206, -0.00262521, 0.00286436, 0, 0, 0
[2024-04-18 18:38:55.430126] [0x00007fbb43831f80] [info] [0x000100c9] [13] 1713479935308783, 0.121227, -5.75645e-06, -3.93776e-06, 4.29197e-06, -0.000187512, -0.000128046, 0.000139633, -0.00454093, -0.00309166, 0.00337424, 0, 0, 0
[2024-04-18 18:38:55.440121] [0x00007fbb43831f80] [info] [0x000100c9] [14] 1713479935308783, 0.131254, -7.87717e-06, -5.38539e-06, 5.87076e-06, -0.000236733, -0.000161541, 0.000176194, -0.0052851, -0.00359476, 0.00392441, 0, 0, 0
[2024-04-18 18:38:55.450053] [0x00007fbb43831f80] [info] [0x000100c9] [15] 1713479935308783, 0.141204, -1.05071e-05, -7.17931e-06, 7.82761e-06, -0.0002932, -0.000199928, 0.000218108, -0.00607321, -0.00412672, 0.00450642, 0, 0, 0
[2024-04-18 18:38:55.460098] [0x00007fbb43831f80] [info] [0x000100c9] [16] 1713479935308783, 0.151237, -1.37684e-05, -9.4023e-06, 1.0253e-05, -0.000358323, -0.000244157, 0.000266413, -0.00691675, -0.00469519, 0.00512864, 0, 0, 0
[2024-04-18 18:38:55.470086] [0x00007fbb43831f80] [info] [0x000100c9] [17] 1713479935308783, 0.161219, -1.77043e-05, -1.20832e-05, 1.31785e-05, -0.000431753, -0.000293977, 0.00032084, -0.00780346, -0.00529176, 0.00578194, 0, 0, 0
[2024-04-18 18:38:55.480125] [0x00007fbb43831f80] [info] [0x000100c9] [18] 1713479935308783, 0.171249, -2.24428e-05, -1.53084e-05, 1.66988e-05, -0.000514684, -0.000350186, 0.000382265, -0.00874087, -0.00592142, 0.00647179, 0, 0, 0
[2024-04-18 18:38:55.490055] [0x00007fbb43831f80] [info] [0x000100c9] [19] 1713479935308783, 0.181206, -2.80167e-05, -1.90994e-05, 2.08376e-05, -0.000606537, -0.000412378, 0.000450247, -0.00971632, -0.00657553, 0.00718876, 0, 0, 0
[2024-04-18 18:38:55.500116] [0x00007fbb43831f80] [info] [0x000100c9] [20] 1713479935308783, 0.191251, -3.46167e-05, -2.35849e-05, 2.57355e-05, -0.000709265, -0.000481863, 0.000526223, -0.0107445, -0.0072638, 0.00794355, 0, 0, 0
[2024-04-18 18:38:55.510056] [0x00007fbb43831f80] [info] [0x000100c9] [21] 1713479935308783, 0.201204, -4.22256e-05, -2.87523e-05, 3.13792e-05, -0.000821451, -0.000557667, 0.000609133, -0.0118057, -0.007973, 0.00872167, 0, 0, 0
[2024-04-18 18:38:55.520144] [0x00007fbb43831f80] [info] [0x000100c9] [22] 1713479935308783, 0.211248, -5.10902e-05, -3.4768e-05, 3.79509e-05, -0.00094558, -0.000641453, 0.000700801, -0.0129183, -0.00871526, 0.00953646, -2.54553, -0.0348564, -0.0157641
[2024-04-18 18:38:55.530116] [0x00007fbb43831f80] [info] [0x000100c9] [23] 1713479935308783, 0.221221, -6.11817e-05, -4.16112e-05, 4.5428e-05, -0.00108009, -0.000732152, 0.000800061, -0.0140633, -0.00947779, 0.0103739, -2.54588, -0.0350141, -0.0158622
[2024-04-18 18:38:55.540100] [0x00007fbb43831f80] [info] [0x000100c9] [24] 1713479935308783, 0.231233, -7.27202e-05, -4.94296e-05, 5.39725e-05, -0.00122681, -0.000830979, 0.000908249, -0.015252, -0.010268, 0.0112423, -2.54623, -0.0351734, -0.0159615
[2024-04-18 18:38:55.550067] [0x00007fbb43831f80] [info] [0x000100c9] [25] 1713479935308783, 0.241203, -8.57296e-05, -5.82381e-05, 6.36012e-05, -0.00138493, -0.000937373, 0.00102476, -0.0164737, -0.0110786, 0.0121335, -2.54658, -0.035333, -0.0160612
[2024-04-18 18:38:55.560168] [0x00007fbb43831f80] [info] [0x000100c9] [26] 1713479935308783, 0.251283, -0.000100548, -6.82639e-05, 7.45627e-05, -0.00155737, -0.00105327, 0.00115171, -0.0177461, -0.0119214, 0.0130605, -2.54694, -0.0354954, -0.0161629
[2024-04-18 18:38:55.570099] [0x00007fbb43831f80] [info] [0x000100c9] [27] 1713479935308783, 0.261219, -0.000116919, -7.93316e-05, 8.66662e-05, -0.00174007, -0.00117594, 0.00128612, -0.019036, -0.0127741, 0.013999, -2.54729, -0.0356565, -0.016264
[2024-04-18 18:38:55.580131] [0x00007fbb43831f80] [info] [0x000100c9] [28] 1713479935308783, 0.271224, -0.000135303, -9.17508e-05, 0.000100251, -0.00193717, -0.00130813, 0.00143101, -0.0203694, -0.013654, 0.0149679, -2.54765, -0.0358198, -0.0163666
[2024-04-18 18:38:55.590109] [0x00007fbb43831f80] [info] [0x000100c9] [29] 1713479935308783, 0.281221, -0.00015571, -0.000105525, 0.000115321, -0.0021476, -0.00144911, 0.00158558, -0.0217353, -0.0145536, 0.0159591, -2.54801, -0.0359839, -0.01647
[2024-04-18 18:38:55.600117] [0x00007fbb43831f80] [info] [0x000100c9] [30] 1713479935308783, 0.291242, -0.000178346, -0.000120793, 0.000132028, -0.00237241, -0.00159955, 0.00175058, -0.0231371, -0.015475, 0.0169749, -2.54837, -0.0361495, -0.0165746
[2024-04-18 18:38:55.610069] [0x00007fbb43831f80] [info] [0x000100c9] [31] 1713479935308783, 0.301203, -0.000203148, -0.000137509, 0.000150325, -0.00260995, -0.00175834, 0.00192478, -0.0245618, -0.0164097, 0.0180058, -2.54873, -0.0363151, -0.0166794
[2024-04-18 18:38:55.620158] [0x00007fbb43831f80] [info] [0x000100c9] [32] 1713479935308783, 0.311259, -0.000230661, -0.000156037, 0.000170608, -0.0028643, -0.00192818, 0.00211117, -0.0260306, -0.0173713, 0.0190672, -2.5491, -0.0364833, -0.0167861
[2024-04-18 18:38:55.630106] [0x00007fbb43831f80] [info] [0x000100c9] [33] 1713479935308783, 0.321219, -0.000260505, -0.000176119, 0.000192599, -0.00313094, -0.00210601, 0.00230639, -0.0275146, -0.0183409, 0.0201379, -2.54946, -0.0366511, -0.0168927
[2024-04-18 18:38:55.640106] [0x00007fbb43831f80] [info] [0x000100c9] [34] 1713479935308783, 0.331241, -0.00029329, -0.000198163, 0.000216743, -0.00341429, -0.00229478, 0.00251369, -0.0290362, -0.019333, 0.0212342, -2.54983, -0.0368209, -0.017001
[2024-04-18 18:38:55.650114] [0x00007fbb43831f80] [info] [0x000100c9] [35] 1713479935308783, 0.341223, -0.000328844, -0.00022205, 0.000242911, -0.0037118, -0.00249276, 0.00273118, -0.0305788, -0.0203367, 0.022344, -2.5502, -0.0369911, -0.0171097
[2024-04-18 18:38:55.660114] [0x00007fbb43831f80] [info] [0x000100c9] [36] 1713479935308783, 0.351237, -0.000367573, -0.000248049, 0.0002714, -0.00402588, -0.00270152, 0.00296058, -0.0321525, -0.0213586, 0.0234745, -2.55057, -0.037163, -0.0172196
[2024-04-18 18:38:55.670106] [0x00007fbb43831f80] [info] [0x000100c9] [37] 1713479935308783, 0.36122, -0.000409392, -0.000276099, 0.000302145, -0.00435479, -0.00291988, 0.00320062, -0.0337465, -0.0223913, 0.0246177, -2.55094, -0.0373355, -0.0173303
[2024-04-18 18:38:55.680141] [0x00007fbb43831f80] [info] [0x000100c9] [38] 1713479935308783, 0.371256, -0.000454823, -0.000306549, 0.000335525, -0.00470162, -0.00314987, 0.00345351, -0.0353733, -0.0234429, 0.0257827, -2.55132, -0.03751, -0.0174424
[2024-04-18 18:38:55.690111] [0x00007fbb43831f80] [info] [0x000100c9] [39] 1713479935308783, 0.381224, -0.000503473, -0.000339129, 0.00037125, -0.00506237, -0.00338881, 0.00371634, -0.0370121, -0.0245, 0.0269544, -2.55169, -0.0376844, -0.0175548
[2024-04-18 18:38:55.700146] [0x00007fbb43831f80] [info] [0x000100c9] [40] 1713479935308783, 0.391256, -0.000556149, -0.000374376, 0.000409909, -0.00544204, -0.00363998, 0.00399272, -0.0386836, -0.0255758, 0.0281477, -2.55207, -0.0378611, -0.0176689
[2024-04-18 18:38:55.710107] [0x00007fbb43831f80] [info] [0x000100c9] [41] 1713479935308783, 0.401221, -0.000612328, -0.000411936, 0.000451114, -0.00583588, -0.00390021, 0.00427918, -0.0403651, -0.0266555, 0.0293461, -2.55245, -0.0380377, -0.0177832
[2024-04-18 18:38:55.720147] [0x00007fbb43831f80] [info] [0x000100c9] [42] 1713479935308783, 0.411259, -0.000672971, -0.000452448, 0.000495567, -0.00624965, -0.00417328, 0.00457986, -0.0420792, -0.0277536, 0.0305658, -2.55283, -0.0382168, -0.0178994
[2024-04-18 18:38:55.730118] [0x00007fbb43831f80] [info] [0x000100c9] [43] 1713479935308783, 0.421225, -0.000737373, -0.000495435, 0.000542748, -0.00667757, -0.00445534, 0.00489056, -0.0438003, -0.0288534, 0.0317883, -2.55321, -0.0383958, -0.0180158
[2024-04-18 18:38:55.740145] [0x00007fbb43831f80] [info] [0x000100c9] [44] 1713479935308783, 0.431256, -0.000806588, -0.000541597, 0.000593425, -0.0071257, -0.00475036, 0.00521565, -0.0455509, -0.0299695, 0.0330297, -2.5536, -0.0385771, -0.018134
[2024-04-18 18:38:55.750183] [0x00007fbb43831f80] [info] [0x000100c9] [45] 1713479935308783, 0.441257, -0.00088016, -0.000590623, 0.000647259, -0.00759005, -0.00505569, 0.00555221, -0.0473137, -0.0310906, 0.0342776, -2.55399, -0.038759, -0.0182528
[2024-04-18 18:38:55.760190] [0x00007fbb43831f80] [info] [0x000100c9] [46] 1713479935308783, 0.45124, -0.000958318, -0.000642662, 0.000704416, -0.00807124, -0.00537168, 0.00590066, -0.0490897, -0.0322174, 0.0355327, -2.55437, -0.0389419, -0.0183725
[2024-04-18 18:38:55.770176] [0x00007fbb43831f80] [info] [0x000100c9] [47] 1713479935308783, 0.46123, -0.00104143, -0.000697951, 0.000765158, -0.00857059, -0.0056992, 0.00626194, -0.0508825, -0.0333518, 0.0367973, -2.55476, -0.039126, -0.0184934
[2024-04-18 18:38:55.780164] [0x00007fbb43831f80] [info] [0x000100c9] [48] 1713479935308783, 0.47126, -0.00112998, -0.000756811, 0.000829837, -0.00909003, -0.00603945, 0.00663742, -0.0526971, -0.0344971, 0.038075, -2.55516, -0.0393121, -0.0186159
[2024-04-18 18:38:55.790121] [0x00007fbb43831f80] [info] [0x000100c9] [49] 1713479935308783, 0.481222, -0.00122318, -0.000818707, 0.00089787, -0.00962403, -0.0063888, 0.00702308, -0.0545131, -0.0356403, 0.0393514, -2.55555, -0.0394982, -0.0187386
[2024-04-18 18:38:55.800141] [0x00007fbb43831f80] [info] [0x000100c9] [50] 1713479935308783, 0.49125, -0.00132246, -0.000884585, 0.000970297, -0.0101799, -0.006752, 0.00742416, -0.0563541, -0.036796, 0.0406428, -2.55595, -0.0396867, -0.0188632
[2024-04-18 18:38:55.810109] [0x00007fbb43831f80] [info] [0x000100c9] [51] 1713479935308783, 0.501221, -0.0014268, -0.000953757, 0.00104637, -0.010751, -0.00712464, 0.00783584, -0.0581964, -0.0379496, 0.0419328, -2.55634, -0.0398754, -0.0189883
[2024-04-18 18:38:55.820141] [0x00007fbb43831f80] [info] [0x000100c9] [52] 1713479935308783, 0.511254, -0.00153762, -0.00102717, 0.00112711, -0.0113442, -0.00751122, 0.00826308, -0.0600614, -0.039114, 0.043236, -2.55675, -0.0400666, -0.0191153
[2024-04-18 18:38:55.830163] [0x00007fbb43831f80] [info] [0x000100c9] [53] 1713479935308783, 0.521229, -0.0016538, -0.00110406, 0.00121171, -0.0119526, -0.00790717, 0.00870085, -0.0619258, -0.0402748, 0.0445363, -2.55715, -0.0402579, -0.0192427
[2024-04-18 18:38:55.840151] [0x00007fbb43831f80] [info] [0x000100c9] [54] 1713479935308783, 0.531228, -0.00177644, -0.00118515, 0.00130096, -0.0125812, -0.00831571, 0.0091527, -0.063804, -0.0414408, 0.0458436, -2.55755, -0.0404509, -0.0193716
[2024-04-18 18:38:55.850140] [0x00007fbb43831f80] [info] [0x000100c9] [55] 1713479935308783, 0.541224, -0.00190542, -0.00127037, 0.00139476, -0.0132284, -0.00873579, 0.0096175, -0.0656902, -0.0426084, 0.0471538, -2.55795, -0.0406452, -0.0195016
[2024-04-18 18:38:55.860133] [0x00007fbb43831f80] [info] [0x000100c9] [56] 1713479935308783, 0.551221, -0.00204098, -0.00135985, 0.00149329, -0.0138946, -0.00916758, 0.0100955, -0.0675843, -0.0437774, 0.0484667, -2.55836, -0.0408408, -0.0196329
[2024-04-18 18:38:55.870177] [0x00007fbb43831f80] [info] [0x000100c9] [57] 1713479935308783, 0.561241, -0.00218363, -0.00145392, 0.0015969, -0.0145813, -0.00961211, 0.0105877, -0.0694897, -0.0449497, 0.0497846, -2.55877, -0.0410382, -0.0197657
[2024-04-18 18:38:55.880145] [0x00007fbb43831f80] [info] [0x000100c9] [58] 1713479935308783, 0.571229, -0.00233277, -0.00155219, 0.00170515, -0.0152849, -0.0100669, 0.0110915, -0.071395, -0.0461184, 0.0510996, -2.55918, -0.0412363, -0.0198992
[2024-04-18 18:38:55.890151] [0x00007fbb43831f80] [info] [0x000100c9] [59] 1713479935308783, 0.581226, -0.00248917, -0.00165515, 0.00181861, -0.0160082, -0.0105338, 0.0116089, -0.0733074, -0.0472876, 0.0524166, -2.5596, -0.0414359, -0.0200342
[2024-04-18 18:38:55.900136] [0x00007fbb43831f80] [info] [0x000100c9] [60] 1713479935308783, 0.591226, -0.00265295, -0.00176288, 0.00193734, -0.0167508, -0.0110125, 0.0121397, -0.0752248, -0.0484562, 0.053734, -2.56001, -0.0416369, -0.0201704
[2024-04-18 18:38:55.910116] [0x00007fbb43831f80] [info] [0x000100c9] [61] 1713479935308783, 0.601203, -0.00282385, -0.00187518, 0.00206116, -0.0175109, -0.0115018, 0.0126823, -0.0771414, -0.0496204, 0.055048, -2.56043, -0.0418388, -0.0203077
[2024-04-18 18:38:55.920145] [0x00007fbb43831f80] [info] [0x000100c9] [62] 1713479935308783, 0.611248, -0.00300367, -0.00199324, 0.00219135, -0.0182955, -0.0120061, 0.0132419, -0.079074, -0.0507904, 0.0563698, -2.56085, -0.0420435, -0.0204471
[2024-04-18 18:38:55.930140] [0x00007fbb43831f80] [info] [0x000100c9] [63] 1713479935308783, 0.621227, -0.00319021, -0.00211559, 0.00232632, -0.0190942, -0.0125187, 0.013811, -0.0809961, -0.05195, 0.0576812, -2.56127, -0.0422483, -0.020587
[2024-04-18 18:38:55.940146] [0x00007fbb43831f80] [info] [0x000100c9] [64] 1713479935308783, 0.631248, -0.00338565, -0.00224367, 0.00246764, -0.0199155, -0.0130451, 0.0143956, -0.0829277, -0.0531113, 0.0589959, -2.56169, -0.0424553, -0.0207287
[2024-04-18 18:38:55.950088] [0x00007fbb43831f80] [info] [0x000100c9] [65] 1713479935308783, 0.641206, -0.00358811, -0.00237623, 0.00261394, -0.0207509, -0.0135797, 0.0149896, -0.0848478, -0.0542615, 0.0602995, -2.56212, -0.0426624, -0.020871
[2024-04-18 18:38:55.960176] [0x00007fbb43831f80] [info] [0x000100c9] [66] 1713479935308783, 0.65126, -0.00380106, -0.00251552, 0.00276771, -0.0216137, -0.0141311, 0.0156024, -0.0867863, -0.0554184, 0.0616123, -2.56255, -0.042873, -0.0210159
[2024-04-18 18:38:55.970126] [0x00007fbb43831f80] [info] [0x000100c9] [67] 1713479935308783, 0.661218, -0.00402063, -0.002659, 0.00292616, -0.0224874, -0.0146886, 0.0162224, -0.0887054, -0.0565596, 0.0629087, -2.56298, -0.043083, -0.0211609
[2024-04-18 18:38:55.980143] [0x00007fbb43831f80] [info] [0x000100c9] [68] 1713479935308783, 0.671248, -0.00425067, -0.0028092, 0.00309205, -0.0233868, -0.0152617, 0.0168599, -0.0906369, -0.0577036, 0.0642099, -2.56341, -0.0432959, -0.0213083
[2024-04-18 18:38:55.990129] [0x00007fbb43831f80] [info] [0x000100c9] [69] 1713479935308783, 0.681217, -0.00448835, -0.00296423, 0.00326334, -0.0243, -0.0158426, 0.0175065, -0.0925543, -0.0588349, 0.0654981, -2.56384, -0.0435091, -0.0214563
[2024-04-18 18:38:56.000157] [0x00007fbb43831f80] [info] [0x000100c9] [70] 1713479935308783, 0.691248, -0.00473679, -0.00312612, 0.00344227, -0.025238, -0.0164384, 0.01817, -0.0944807, -0.0599669, 0.0667889, -2.56428, -0.0437251, -0.0216066
[2024-04-18 18:38:56.010079] [0x00007fbb43831f80] [info] [0x000100c9] [71] 1713479935308783, 0.701202, -0.00499272, -0.00329274, 0.00362646, -0.026188, -0.0170409, 0.0188411, -0.0963887, -0.0610835, 0.0680636, -2.56472, -0.0439409, -0.0217572
[2024-04-18 18:38:56.020149] [0x00007fbb43831f80] [info] [0x000100c9] [72] 1713479935308783, 0.71125, -0.00526076, -0.00346707, 0.00381923, -0.0271662, -0.0176603, 0.0195315, -0.0983103, -0.0622033, 0.0693438, -2.56516, -0.0441603, -0.0219107
[2024-04-18 18:38:56.030120] [0x00007fbb43831f80] [info] [0x000100c9] [73] 1713479935308783, 0.721219, -0.00553649, -0.00364623, 0.00401741, -0.0281557, -0.0182859, 0.0202291, -0.100212, -0.0633066, 0.0706068, -2.5656, -0.0443795, -0.0220645
[2024-04-18 18:38:56.040144] [0x00007fbb43831f80] [info] [0x000100c9] [74] 1713479935308783, 0.731237, -0.00582362, -0.00383262, 0.00422363, -0.0291692, -0.0189256, 0.0209427, -0.102117, -0.0644072, 0.0718683, -2.56605, -0.0446013, -0.0222206
[2024-04-18 18:38:56.050138] [0x00007fbb43831f80] [info] [0x000100c9] [75] 1713479935308783, 0.741216, -0.00611981, -0.0040247, 0.00443621, -0.0301976, -0.0195738, 0.0216661, -0.104008, -0.0654948, 0.0731169, -2.56649, -0.0448238, -0.0223776
[2024-04-18 18:38:56.060105] [0x00007fbb43831f80] [info] [0x000100c9] [76] 1713479935308783, 0.751215, -0.00642699, -0.00422371, 0.00465653, -0.0312471, -0.0202341, 0.0224034, -0.105897, -0.0665755, 0.0743595, -2.56694, -0.0450484, -0.0225364
[2024-04-18 18:38:56.070120] [0x00007fbb43831f80] [info] [0x000100c9] [77] 1713479935308783, 0.761214, -0.00674475, -0.00442938, 0.00488428, -0.0323153, -0.0209051, 0.0231531, -0.107777, -0.0676468, 0.0755929, -2.56739, -0.0452745, -0.0226969
[2024-04-18 18:38:56.080125] [0x00007fbb43831f80] [info] [0x000100c9] [78] 1713479935308783, 0.77122, -0.00707353, -0.00464196, 0.00511975, -0.0334031, -0.0215873, 0.0239157, -0.109651, -0.0687088, 0.0768177, -2.56785, -0.0455024, -0.0228591
[2024-04-18 18:38:56.090121] [0x00007fbb43831f80] [info] [0x000100c9] [79] 1713479935308783, 0.781217, -0.00741297, -0.00486122, 0.0053627, -0.0345086, -0.0222795, 0.0246897, -0.111514, -0.0697594, 0.0780313, -2.5683, -0.0457318, -0.0230228
[2024-04-18 18:38:56.100124] [0x00007fbb43831f80] [info] [0x000100c9] [80] 1713479935308783, 0.791241, -0.00776452, -0.00508807, 0.00561413, -0.0356358, -0.022984, 0.0254779, -0.113372, -0.0708021, 0.0792378, -2.56876, -0.0459634, -0.0231885
[2024-04-18 18:38:56.110122] [0x00007fbb43831f80] [info] [0x000100c9] [81] 1713479935308783, 0.801212, -0.00812551, -0.00532078, 0.00587213, -0.0367754, -0.0236951, 0.0262739, -0.11521, -0.0718281, 0.080427, -2.56922, -0.0461954, -0.0233551
[2024-04-18 18:38:56.120169] [0x00007fbb43831f80] [info] [0x000100c9] [82] 1713479935308783, 0.811255, -0.00850068, -0.00556239, 0.00614007, -0.0379417, -0.0244216, 0.0270876, -0.117051, -0.0728499, 0.0816134, -2.56969, -0.0464308, -0.0235245
[2024-04-18 18:38:56.130145] [0x00007fbb43831f80] [info] [0x000100c9] [83] 1713479935308783, 0.821216, -0.00888446, -0.00580928, 0.00641396, -0.0391167, -0.0251522, 0.0279064, -0.118866, -0.0738514, 0.0827784, -2.57015, -0.046666, -0.0236943
[2024-04-18 18:38:56.140136] [0x00007fbb43831f80] [info] [0x000100c9] [84] 1713479935308783, 0.831232, -0.00928224, -0.00606493, 0.00669764, -0.0403163, -0.0258969, 0.0287413, -0.120679, -0.074846, 0.0839376, -2.57062, -0.0469042, -0.0238668
[2024-04-18 18:38:56.150115] [0x00007fbb43831f80] [info] [0x000100c9] [85] 1713479935308783, 0.841218, -0.00969089, -0.00632728, 0.00698886, -0.0415304, -0.0266492, 0.0295852, -0.122474, -0.0758248, 0.0850807, -2.57109, -0.0471434, -0.0240405
[2024-04-18 18:38:56.160111] [0x00007fbb43831f80] [info] [0x000100c9] [86] 1713479935308783, 0.851203, -0.0101117, -0.00659717, 0.00728853, -0.0427622, -0.0274112, 0.0304404, -0.124255, -0.0767905, 0.0862107, -2.57156, -0.0473843, -0.0242161
[2024-04-18 18:38:56.170136] [0x00007fbb43831f80] [info] [0x000100c9] [87] 1713479935308783, 0.861218, -0.0105462, -0.00687556, 0.00759773, -0.0440155, -0.028185, 0.0313094, -0.126029, -0.0777456, 0.0873307, -2.57204, -0.0476277, -0.0243939
[2024-04-18 18:38:56.180179] [0x00007fbb43831f80] [info] [0x000100c9] [88] 1713479935308783, 0.871263, -0.0109948, -0.00716262, 0.00791666, -0.0452903, -0.0289707, 0.0321923, -0.127793, -0.0786895, 0.0884401, -2.57252, -0.0478737, -0.0245742
[2024-04-18 18:38:56.190090] [0x00007fbb43831f80] [info] [0x000100c9] [89] 1713479935308783, 0.881206, -0.0114514, -0.00745458, 0.00824113, -0.0465696, -0.0297577, 0.033077, -0.129525, -0.0796098, 0.089524, -2.57299, -0.0481189, -0.0247544
[2024-04-18 18:38:56.200187] [0x00007fbb43831f80] [info] [0x000100c9] [90] 1713479935308783, 0.891263, -0.0119264, -0.00775789, 0.00857834, -0.047881, -0.030563, 0.0339828, -0.131261, -0.0805259, 0.0906058, -2.57348, -0.0483688, -0.0249387
[2024-04-18 18:38:56.210121] [0x00007fbb43831f80] [info] [0x000100c9] [91] 1713479935308783, 0.901218, -0.0124095, -0.00806615, 0.00892114, -0.0491962, -0.0313691, 0.0348901, -0.132964, -0.0814179, 0.0916616, -2.57396, -0.048618, -0.025123
[2024-04-18 18:38:56.220163] [0x00007fbb43831f80] [info] [0x000100c9] [92] 1713479935308783, 0.911251, -0.0129098, -0.00838499, 0.00927583, -0.0505388, -0.0321904, 0.035815, -0.134664, -0.0823017, 0.0927103, -2.57445, -0.048871, -0.0253108
[2024-04-18 18:38:56.230133] [0x00007fbb43831f80] [info] [0x000100c9] [93] 1713479935308783, 0.921217, -0.0134202, -0.0087099, 0.00963738, -0.0518892, -0.0330149, 0.0367441, -0.136336, -0.083164, 0.0937363, -2.57494, -0.0491241, -0.0254992
[2024-04-18 18:38:56.240190] [0x00007fbb43831f80] [info] [0x000100c9] [94] 1713479935308783, 0.93126, -0.0139483, -0.00904568, 0.0100111, -0.0532668, -0.0338544, 0.0376906, -0.138003, -0.0840171, 0.0947542, -2.57543, -0.0493812, -0.0256912
[2024-04-18 18:38:56.250119] [0x00007fbb43831f80] [info] [0x000100c9] [95] 1713479935308783, 0.941213, -0.0144853, -0.00938681, 0.010391, -0.0546485, -0.0346948, 0.0386386, -0.139638, -0.0848464, 0.0957465, -2.57593, -0.0496378, -0.0258834
[2024-04-18 18:38:56.260110] [0x00007fbb43831f80] [info] [0x000100c9] [96] 1713479935308783, 0.951232, -0.0150398, -0.00973869, 0.0107829, -0.0560557, -0.035549, 0.0396028, -0.141265, -0.0856647, 0.0967287, -2.57642, -0.0498981, -0.026079
[2024-04-18 18:38:56.270156] [0x00007fbb43831f80] [info] [0x000100c9] [97] 1713479935308783, 0.961223, -0.015607, -0.0100981, 0.0111834, -0.0574751, -0.0364089, 0.0405741, -0.142869, -0.086464, 0.0976911, -2.57692, -0.0501597, -0.0262762
[2024-04-18 18:38:56.280154] [0x00007fbb43831f80] [info] [0x000100c9] [98] 1713479935308783, 0.971252, -0.0161906, -0.0104677, 0.0115953, -0.0589159, -0.03728, 0.0415586, -0.14446, -0.0872491, 0.0986396, -2.57743, -0.0504242, -0.0264763
[2024-04-18 18:38:56.290082] [0x00007fbb43831f80] [info] [0x000100c9] [99] 1713479935308783, 0.981203, -0.0167841, -0.010843, 0.0120137, -0.0603612, -0.038152, 0.0425448, -0.146019, -0.0880109, 0.0995631, -2.57793, -0.0506887, -0.026677
