[2024-04-19 15:12:38.215545] [0x00007f50543bdf80] [info] [0x0000d691] [1] Initial timestamp, Current time, User-defined position x, User-defined position y, User-defined position z, User-defined velocity x, User-defined velocity y, User-defined velocity z, User-defined acceleration x, User-defined acceleration y, User-defined acceleration z, User-defined yaw, User-defined yaw_dot, User-defined yaw_dot_dot
[2024-04-19 15:12:38.227131] [0x00007f50543bdf80] [info] [0x0000d691] [2] 1713553958215421, 0.011482, 3.72302e-08, 2.78479e-09, -9.97917e-09, 1.29375e-05, 9.67082e-07, -3.46724e-06, 0.00336619, 0.000251347, -0.000901909, 0, 0, 0
[2024-04-19 15:12:38.237519] [0x00007f50543bdf80] [info] [0x0000d691] [3] 1713553958215421, 0.021513, 4.54811e-07, 3.39414e-08, -1.21843e-07, 8.41679e-05, 6.27342e-06, -2.2542e-05, 0.0116453, 0.000866157, -0.00311736, 0, 0, 0
[2024-04-19 15:12:38.247230] [0x00007f50543bdf80] [info] [0x0000d691] [4] 1713553958215421, 0.03131, 2.02322e-06, 1.50645e-07, -5.41734e-07, 0.000256707, 1.90788e-05, -6.87065e-05, 0.0243153, 0.00180154, -0.00650327, 0, 0, 0
[2024-04-19 15:12:38.257403] [0x00007f50543bdf80] [info] [0x0000d691] [5] 1713553958215421, 0.041378, 6.11733e-06, 4.54413e-07, -1.63708e-06, 0.000586002, 4.34229e-05, -0.000156734, 0.0418426, 0.0030876, -0.0111807, 0, 0, 0
[2024-04-19 15:12:38.267569] [0x00007f50543bdf80] [info] [0x0000d691] [6] 1713553958215421, 0.05145, 1.44941e-05, 1.0741e-06, -3.87669e-06, 0.00111412, 8.23077e-05, -0.000297781, 0.0637361, 0.00468371, -0.0170147, 0.0737426, -0.0222202, -0.0243942
[2024-04-19 15:12:38.277613] [0x00007f50543bdf80] [info] [0x0000d691] [7] 1713553958215421, 0.061364, 2.90751e-05, 2.14953e-06, -7.77242e-06, 0.00186969, 0.00013771, -0.000499382, 0.0893408, 0.00653807, -0.0238275, 0.0735211, -0.0224636, -0.0247012
[2024-04-19 15:12:38.287512] [0x00007f50543bdf80] [info] [0x0000d691] [8] 1713553958215421, 0.071364, 5.27182e-05, 3.88806e-06, -1.4085e-05, 0.00290845, 0.000213558, -0.000776283, 0.119043, 0.00867456, -0.0317185, 0.0732952, -0.0227122, -0.0250148
[2024-04-19 15:12:38.297607] [0x00007f50543bdf80] [info] [0x0000d691] [9] 1713553958215421, 0.081354, 8.82538e-05, 6.493e-06, -2.35661e-05, 0.00426135, 0.00031192, -0.00113657, 0.152408, 0.0110575, -0.0405682, 0.0730671, -0.0229637, -0.025332
[2024-04-19 15:12:38.306910] [0x00007f50543bdf80] [info] [0x0000d691] [10] 1713553958215421, 0.09132, 0.000138886, 1.0193e-05, -3.70654e-05, 0.00596066, 0.000434926, -0.00158867, 0.189178, 0.0136644, -0.0503054, 0.072837, -0.0232177, -0.0256523
[2024-04-19 15:12:38.316920] [0x00007f50543bdf80] [info] [0x0000d691] [11] 1713553958215421, 0.101287, 0.000208342, 1.52524e-05, -5.55702e-05, 0.00804322, 0.000585001, -0.00214216, 0.229248, 0.0164839, -0.0608986, 0.0726043, -0.023475, -0.0259765
[2024-04-19 15:12:38.326886] [0x00007f50543bdf80] [info] [0x0000d691] [12] 1713553958215421, 0.111271, 0.000300778, 2.1964e-05, -8.01792e-05, 0.0105455, 0.000764496, -0.00280652, 0.272509, 0.019504, -0.0723156, 0.0723686, -0.023736, -0.0263053
[2024-04-19 15:12:38.336853] [0x00007f50543bdf80] [info] [0x0000d691] [13] 1713553958215421, 0.121272, 0.000420631, 3.06378e-05, -0.000112064, 0.0134999, 0.000975439, -0.00359011, 0.318799, 0.0227092, -0.0845098, 0.0721299, -0.0240007, -0.0266386
[2024-04-19 15:12:38.346878] [0x00007f50543bdf80] [info] [0x0000d691] [14] 1713553958215421, 0.131278, 0.000572478, 4.15905e-05, -0.00015243, 0.0169332, 0.0012194, -0.00449973, 0.367896, 0.02608, -0.0974197, 0.0718884, -0.024269, -0.0269761
[2024-04-19 15:12:38.356930] [0x00007f50543bdf80] [info] [0x0000d691] [15] 1713553958215421, 0.141271, 0.000760909, 5.51361e-05, -0.000202483, 0.0208655, 0.00149746, -0.00554044, 0.419538, 0.0295944, -0.110973, 0.0716445, -0.0245402, -0.0273172
[2024-04-19 15:12:38.366899] [0x00007f50543bdf80] [info] [0x0000d691] [16] 1713553958215421, 0.151275, 0.000991535, 7.1658e-05, -0.000263696, 0.0253314, 0.00181168, -0.00672105, 0.473681, 0.0332455, -0.125154, 0.0713977, -0.0248152, -0.0276627
[2024-04-19 15:12:38.376865] [0x00007f50543bdf80] [info] [0x0000d691] [17] 1713553958215421, 0.161275, 0.00126946, 9.14994e-05, -0.000337408, 0.0303484, 0.00216288, -0.00804586, 0.530084, 0.0370128, -0.139898, 0.0711481, -0.0250936, -0.0280122
[2024-04-19 15:12:38.386862] [0x00007f50543bdf80] [info] [0x0000d691] [18] 1713553958215421, 0.171272, 0.00160031, 0.000115035, -0.000425085, 0.0359384, 0.00255216, -0.00952028, 0.588591, 0.0408822, -0.155158, 0.0708959, -0.0253754, -0.0283657
[2024-04-19 15:12:38.396827] [0x00007f50543bdf80] [info] [0x0000d691] [19] 1713553958215421, 0.181267, 0.00198991, 0.000142652, -0.000528251, 0.042122, 0.00298049, -0.0111493, 0.649052, 0.0448397, -0.170895, 0.0706408, -0.0256607, -0.0287232
[2024-04-19 15:12:38.406844] [0x00007f50543bdf80] [info] [0x0000d691] [20] 1713553958215421, 0.191273, 0.00244491, 0.000174786, -0.000648634, 0.0489268, 0.0034493, -0.01294, 0.711397, 0.0488768, -0.187085, 0.0703826, -0.0259499, -0.0290853
[2024-04-19 15:12:38.416824] [0x00007f50543bdf80] [info] [0x0000d691] [21] 1713553958215421, 0.201266, 0.00297041, 0.000211763, -0.000787559, 0.0563539, 0.00395813, -0.014892, 0.775328, 0.0529706, -0.203648, 0.0701218, -0.0262424, -0.029451
[2024-04-19 15:12:38.426791] [0x00007f50543bdf80] [info] [0x0000d691] [22] 1713553958215421, 0.211252, 0.0035729, 0.000253999, -0.000946703, 0.0644217, 0.00450773, -0.0170097, 0.840736, 0.0571101, -0.220553, 0.0698583, -0.0265383, -0.0298206
[2024-04-19 15:12:38.436835] [0x00007f50543bdf80] [info] [0x0000d691] [23] 1713553958215421, 0.221274, 0.00426188, 0.000302114, -0.00112854, 0.0731824, 0.00510106, -0.0193064, 0.90777, 0.0613009, -0.237834, 0.0695908, -0.0268391, -0.0301957
[2024-04-19 15:12:38.446797] [0x00007f50543bdf80] [info] [0x0000d691] [24] 1713553958215421, 0.231254, 0.00503857, 0.000356145, -0.00133335, 0.0825803, 0.00573377, -0.0217671, 0.97577, 0.0654982, -0.255319, 0.0693215, -0.0271423, -0.0305734
[2024-04-19 15:12:38.456842] [0x00007f50543bdf80] [info] [0x0000d691] [25] 1713553958215421, 0.241274, 0.00591616, 0.000416956, -0.00156457, 0.0927043, 0.00641123, -0.0244143, 1.04516, 0.0697243, -0.273115, 0.069048, -0.0274506, -0.0309569
[2024-04-19 15:12:38.466864] [0x00007f50543bdf80] [info] [0x0000d691] [26] 1713553958215421, 0.251284, 0.00689767, 0.000484696, -0.00182294, 0.103518, 0.00713031, -0.0272381, 1.11548, 0.0739469, -0.291096, 0.0687716, -0.0277624, -0.0313441
[2024-04-19 15:12:38.476850] [0x00007f50543bdf80] [info] [0x0000d691] [27] 1713553958215421, 0.261278, 0.00798911, 0.000559719, -0.00211, 0.11502, 0.00789036, -0.0302377, 1.18655, 0.0781522, -0.309217, 0.0684926, -0.0280776, -0.0317348
[2024-04-19 15:12:38.486843] [0x00007f50543bdf80] [info] [0x0000d691] [28] 1713553958215421, 0.271275, 0.00919945, 0.000642574, -0.00242804, 0.12724, 0.00869259, -0.0334201, 1.25838, 0.0823375, -0.327478, 0.0682103, -0.0283968, -0.0321299
[2024-04-19 15:12:38.496867] [0x00007f50543bdf80] [info] [0x0000d691] [29] 1713553958215421, 0.281287, 0.0105377, 0.000733801, -0.00277936, 0.140202, 0.00953781, -0.0367908, 1.33094, 0.0864973, -0.345867, 0.0679244, -0.0287205, -0.0325297
[2024-04-19 15:12:38.506839] [0x00007f50543bdf80] [info] [0x0000d691] [30] 1713553958215421, 0.291273, 0.0120053, 0.000833427, -0.0031643, 0.153856, 0.0104221, -0.0403365, 1.40383, 0.0906046, -0.364278, 0.0676359, -0.0290473, -0.0329326
[2024-04-19 15:12:38.516839] [0x00007f50543bdf80] [info] [0x0000d691] [31] 1713553958215421, 0.301273, 0.0136153, 0.000942246, -0.00358619, 0.168261, 0.0113485, -0.0440717, 1.47721, 0.0946662, -0.382753, 0.0673438, -0.0293787, -0.0333403
[2024-04-19 15:12:38.526848] [0x00007f50543bdf80] [info] [0x0000d691] [32] 1713553958215421, 0.311279, 0.0153741, 0.00106061, -0.00404664, 0.183411, 0.0123158, -0.047994, 1.55094, 0.0986693, -0.401247, 0.0670482, -0.0297144, -0.0337523
[2024-04-19 15:12:38.536845] [0x00007f50543bdf80] [info] [0x0000d691] [33] 1713553958215421, 0.321274, 0.017286, 0.0011887, -0.00454669, 0.199281, 0.0133217, -0.0520967, 1.62477, 0.102598, -0.4197, 0.0667495, -0.0300538, -0.0341679
[2024-04-19 15:12:38.546836] [0x00007f50543bdf80] [info] [0x0000d691] [34] 1713553958215421, 0.33127, 0.0193604, 0.00132705, -0.00508872, 0.215892, 0.0143666, -0.0563841, 1.6987, 0.106449, -0.438106, 0.0664474, -0.0303974, -0.0345877
[2024-04-19 15:12:38.556843] [0x00007f50543bdf80] [info] [0x0000d691] [35] 1713553958215421, 0.341275, 0.0216066, 0.00147618, -0.00567508, 0.233258, 0.0154506, -0.0608592, 1.77268, 0.110216, -0.456453, 0.0661415, -0.0307456, -0.035012
[2024-04-19 15:12:38.566850] [0x00007f50543bdf80] [info] [0x0000d691] [36] 1713553958215421, 0.351278, 0.0240298, 0.00163631, -0.006307, 0.25136, 0.0165715, -0.0655164, 1.84655, 0.113888, -0.474694, 0.0658322, -0.031098, -0.0354401
[2024-04-19 15:12:38.576833] [0x00007f50543bdf80] [info] [0x0000d691] [37] 1713553958215421, 0.361269, 0.0266346, 0.00180762, -0.00698556, 0.270176, 0.0177272, -0.0703496, 1.92013, 0.117452, -0.492785, 0.0655197, -0.0314542, -0.0358718
[2024-04-19 15:12:38.586847] [0x00007f50543bdf80] [info] [0x0000d691] [38] 1713553958215421, 0.371275, 0.0294353, 0.00199093, -0.00771445, 0.289757, 0.0189199, -0.0753704, 1.99354, 0.120912, -0.510752, 0.0652032, -0.0318153, -0.0363081
[2024-04-19 15:12:38.596846] [0x00007f50543bdf80] [info] [0x0000d691] [39] 1713553958215421, 0.381277, 0.0324344, 0.00218627, -0.00849415, 0.310061, 0.020146, -0.0805681, 2.06655, 0.124253, -0.528536, 0.0648831, -0.0321807, -0.0367481
[2024-04-19 15:12:38.606845] [0x00007f50543bdf80] [info] [0x0000d691] [40] 1713553958215421, 0.391275, 0.0356389, 0.00239396, -0.00932638, 0.331086, 0.0214045, -0.0859404, 2.13909, 0.127469, -0.546115, 0.0645596, -0.0325503, -0.0371917
[2024-04-19 15:12:38.616846] [0x00007f50543bdf80] [info] [0x0000d691] [41] 1713553958215421, 0.401278, 0.0390589, 0.0026145, -0.0102137, 0.352844, 0.0226951, -0.0914903, 2.21113, 0.130556, -0.563484, 0.0642321, -0.0329245, -0.0376395
[2024-04-19 15:12:38.626834] [0x00007f50543bdf80] [info] [0x0000d691] [42] 1713553958215421, 0.41127, 0.0426961, 0.00284783, -0.0111562, 0.375295, 0.0240145, -0.0972063, 2.2825, 0.133504, -0.580593, 0.0639012, -0.0333029, -0.0380904
[2024-04-19 15:12:38.636811] [0x00007f50543bdf80] [info] [0x0000d691] [43] 1713553958215421, 0.421262, 0.0465612, 0.0030945, -0.0121568, 0.398455, 0.0253626, -0.103092, 2.35318, 0.136309, -0.597442, 0.0635665, -0.0336858, -0.0385451
[2024-04-19 15:12:38.646828] [0x00007f50543bdf80] [info] [0x0000d691] [44] 1713553958215421, 0.431266, 0.0506662, 0.00335509, -0.0132183, 0.422347, 0.0267397, -0.109152, 2.42321, 0.13897, -0.614033, 0.0632276, -0.0340736, -0.0390039
[2024-04-19 15:12:38.656842] [0x00007f50543bdf80] [info] [0x0000d691] [45] 1713553958215421, 0.441274, 0.0550156, 0.0036297, -0.0143417, 0.446946, 0.0281431, -0.115379, 2.49246, 0.141478, -0.630332, 0.0628846, -0.0344663, -0.0394664
[2024-04-19 15:12:38.666851] [0x00007f50543bdf80] [info] [0x0000d691] [46] 1713553958215421, 0.451278, 0.0596127, 0.00391837, -0.0155278, 0.472223, 0.0295704, -0.121765, 2.56079, 0.143828, -0.646309, 0.0625379, -0.0348635, -0.0399323
[2024-04-19 15:12:38.676833] [0x00007f50543bdf80] [info] [0x0000d691] [47] 1713553958215421, 0.461269, 0.0644596, 0.00422102, -0.0167769, 0.498145, 0.0310184, -0.128301, 2.62811, 0.146012, -0.661934, 0.0621875, -0.0352648, -0.0404008
[2024-04-19 15:12:38.686849] [0x00007f50543bdf80] [info] [0x0000d691] [48] 1713553958215421, 0.47128, 0.0695794, 0.0045389, -0.0180947, 0.524789, 0.0324904, -0.135004, 2.69456, 0.148032, -0.677243, 0.0618325, -0.0356716, -0.0408736
[2024-04-19 15:12:38.696816] [0x00007f50543bdf80] [info] [0x0000d691] [49] 1713553958215421, 0.481263, 0.0749537, 0.00487066, -0.0194764, 0.552015, 0.0339775, -0.14184, 2.75978, 0.149877, -0.692146, 0.0614743, -0.036082, -0.0413483
[2024-04-19 15:12:38.706838] [0x00007f50543bdf80] [info] [0x0000d691] [50] 1713553958215421, 0.491271, 0.0806176, 0.00521824, -0.0209309, 0.579957, 0.035486, -0.14884, 2.82406, 0.15155, -0.706711, 0.0611111, -0.0364982, -0.0418272
[2024-04-19 15:12:38.716843] [0x00007f50543bdf80] [info] [0x0000d691] [51] 1713553958215421, 0.501276, 0.0865624, 0.00558089, -0.0224556, 0.608529, 0.0370099, -0.155982, 2.88717, 0.153044, -0.72088, 0.0607439, -0.0369191, -0.0423089
[2024-04-19 15:12:38.726833] [0x00007f50543bdf80] [info] [0x0000d691] [52] 1713553958215421, 0.511299, 0.0928078, 0.00595955, -0.0240555, 0.637779, 0.0385506, -0.163277, 2.94918, 0.154359, -0.73467, 0.0603717, -0.0373456, -0.0427943
[2024-04-19 15:12:38.736826] [0x00007f50543bdf80] [info] [0x0000d691] [53] 1713553958215421, 0.5213, 0.0993347, 0.00635283, -0.0257254, 0.667578, 0.0401001, -0.170691, 3.00981, 0.155484, -0.748014, 0.0599961, -0.037776, -0.0432813
[2024-04-19 15:12:38.746841] [0x00007f50543bdf80] [info] [0x0000d691] [54] 1713553958215421, 0.531307, 0.106167, 0.00676191, -0.0274712, 0.697995, 0.0416609, -0.178242, 3.06919, 0.156423, -0.76094, 0.0596159, -0.0382116, -0.0437712
[2024-04-19 15:12:38.756829] [0x00007f50543bdf80] [info] [0x0000d691] [55] 1713553958215421, 0.541293, 0.113291, 0.00718575, -0.0292892, 0.728934, 0.0432269, -0.185903, 3.12712, 0.157169, -0.773402, 0.0592321, -0.0386511, -0.0442625
[2024-04-19 15:12:38.767118] [0x00007f50543bdf80] [info] [0x0000d691] [56] 1713553958215421, 0.551356, 0.120786, 0.00762871, -0.0311993, 0.76069, 0.0448114, -0.193747, 3.18411, 0.157727, -0.78551, 0.0588409, -0.039099, -0.0447598
[2024-04-19 15:12:38.777181] [0x00007f50543bdf80] [info] [0x0000d691] [57] 1713553958215421, 0.561389, 0.128579, 0.00808625, -0.0331829, 0.792916, 0.0463959, -0.201687, 3.23952, 0.158086, -0.797122, 0.0584463, -0.0395506, -0.0452577
[2024-04-19 15:12:38.787083] [0x00007f50543bdf80] [info] [0x0000d691] [58] 1713553958215421, 0.571339, 0.13663, 0.00855572, -0.0352294, 0.825416, 0.0479698, -0.209673, 3.29305, 0.158248, -0.808176, 0.0580506, -0.0400034, -0.0457533
[2024-04-19 15:12:38.797275] [0x00007f50543bdf80] [info] [0x0000d691] [59] 1713553958215421, 0.581383, 0.145087, 0.00904551, -0.0373763, 0.858757, 0.0495592, -0.217845, 3.34561, 0.158211, -0.81886, 0.0576465, -0.0404654, -0.0462554
[2024-04-19 15:12:38.807536] [0x00007f50543bdf80] [info] [0x0000d691] [60] 1713553958215421, 0.591387, 0.153846, 0.00954921, -0.0395967, 0.892482, 0.0511409, -0.226088, 3.39647, 0.157974, -0.829022, 0.0572393, -0.0409307, -0.0467569
[2024-04-19 15:12:38.817321] [0x00007f50543bdf80] [info] [0x0000d691] [61] 1713553958215421, 0.601379, 0.162934, 0.0100681, -0.0418973, 0.926667, 0.0527174, -0.23442, 3.44575, 0.157538, -0.838686, 0.056828, -0.0414004, -0.0472592
[2024-04-19 15:12:38.827222] [0x00007f50543bdf80] [info] [0x0000d691] [62] 1713553958215421, 0.611351, 0.172347, 0.0106016, -0.0442768, 0.961267, 0.0542854, -0.24283, 3.4934, 0.156901, -0.847841, 0.0564128, -0.0418742, -0.0477615
[2024-04-19 15:12:38.837280] [0x00007f50543bdf80] [info] [0x0000d691] [63] 1713553958215421, 0.621358, 0.182142, 0.0111527, -0.0467494, 0.996458, 0.0558514, -0.251358, 3.53965, 0.15606, -0.856531, 0.0559914, -0.0423546, -0.0482664
[2024-04-19 15:12:38.847417] [0x00007f50543bdf80] [info] [0x0000d691] [64] 1713553958215421, 0.631503, 0.192434, 0.0117273, -0.0493437, 1.0326, 0.0574295, -0.26009, 3.58492, 0.155, -0.864829, 0.0555592, -0.0428469, -0.0487789
[2024-04-19 15:12:38.857304] [0x00007f50543bdf80] [info] [0x0000d691] [65] 1713553958215421, 0.641375, 0.202804, 0.0123018, -0.0519536, 1.0682, 0.0589537, -0.268665, 3.62739, 0.153767, -0.872405, 0.0551338, -0.0433309, -0.049278
[2024-04-19 15:12:38.867295] [0x00007f50543bdf80] [info] [0x0000d691] [66] 1713553958215421, 0.651385, 0.213679, 0.0128996, -0.0546867, 1.10472, 0.0604858, -0.277434, 3.66884, 0.152316, -0.879579, 0.0546976, -0.0438267, -0.0497841
[2024-04-19 15:12:38.877331] [0x00007f50543bdf80] [info] [0x0000d691] [67] 1713553958215421, 0.661388, 0.224913, 0.0135122, -0.057506, 1.14162, 0.0620013, -0.286267, 3.70864, 0.150662, -0.886237, 0.0542567, -0.0443272, -0.0502896
[2024-04-19 15:12:38.887284] [0x00007f50543bdf80] [info] [0x0000d691] [68] 1713553958215421, 0.671387, 0.236514, 0.0141397, -0.0604128, 1.17889, 0.0634987, -0.295159, 3.74678, 0.148807, -0.892378, 0.0538109, -0.0448326, -0.0507945
[2024-04-19 15:12:38.897467] [0x00007f50543bdf80] [info] [0x0000d691] [69] 1713553958215421, 0.681523, 0.248657, 0.0147909, -0.0634505, 1.21706, 0.0649966, -0.304234, 3.78377, 0.146719, -0.898078, 0.0533539, -0.04535, -0.0513054
[2024-04-19 15:12:38.907521] [0x00007f50543bdf80] [info] [0x0000d691] [70] 1713553958215421, 0.691393, 0.260854, 0.0154395, -0.0664971, 1.25458, 0.0664339, -0.313123, 3.81814, 0.144488, -0.903117, 0.0529038, -0.0458589, -0.0518018
[2024-04-19 15:12:38.917628] [0x00007f50543bdf80] [info] [0x0000d691] [71] 1713553958215421, 0.701391, 0.273589, 0.0161109, -0.0696729, 1.29292, 0.0678663, -0.322176, 3.85131, 0.142029, -0.907708, 0.0524427, -0.0463793, -0.0523032
[2024-04-19 15:12:38.927624] [0x00007f50543bdf80] [info] [0x0000d691] [72] 1713553958215421, 0.711499, 0.286855, 0.0168041, -0.0729759, 1.33201, 0.0692885, -0.331372, 3.88316, 0.13934, -0.911824, 0.0519712, -0.0469105, -0.0528082
[2024-04-19 15:12:38.937371] [0x00007f50543bdf80] [info] [0x0000d691] [73] 1713553958215421, 0.721356, 0.300174, 0.0174938, -0.0762866, 1.37043, 0.0706483, -0.340378, 3.91257, 0.136523, -0.915328, 0.0515062, -0.0474335, -0.0532986
[2024-04-19 15:12:38.947580] [0x00007f50543bdf80] [info] [0x0000d691] [74] 1713553958215421, 0.731504, 0.314283, 0.0182178, -0.0797879, 1.41028, 0.0720182, -0.349682, 3.94116, 0.133423, -0.918412, 0.0510221, -0.0479769, -0.0538008
[2024-04-19 15:12:38.957445] [0x00007f50543bdf80] [info] [0x0000d691] [75] 1713553958215421, 0.741371, 0.32839, 0.0189348, -0.083283, 1.4493, 0.073319, -0.358757, 3.96731, 0.130217, -0.920903, 0.0505461, -0.0485102, -0.0542862
[2024-04-19 15:12:38.967539] [0x00007f50543bdf80] [info] [0x0000d691] [76] 1713553958215421, 0.751387, 0.343106, 0.0196756, -0.0869225, 1.48916, 0.0746061, -0.367991, 3.99219, 0.12677, -0.922921, 0.0500575, -0.0490563, -0.0547755
[2024-04-19 15:12:38.977736] [0x00007f50543bdf80] [info] [0x0000d691] [77] 1713553958215421, 0.761512, 0.358389, 0.0204375, -0.0906958, 1.5297, 0.0758712, -0.377344, 4.01566, 0.123091, -0.92444, 0.049558, -0.0496134, -0.0552663
[2024-04-19 15:12:38.987662] [0x00007f50543bdf80] [info] [0x0000d691] [78] 1713553958215421, 0.771508, 0.373881, 0.021202, -0.0945139, 1.56995, 0.0770827, -0.38659, 4.03717, 0.119268, -0.925429, 0.0490593, -0.0501683, -0.0557466
[2024-04-19 15:12:38.997662] [0x00007f50543bdf80] [info] [0x0000d691] [79] 1713553958215421, 0.781385, 0.389584, 0.0219691, -0.0983774, 1.60993, 0.0782413, -0.395733, 4.05681, 0.115307, -0.925911, 0.0485611, -0.0507212, -0.0562165
[2024-04-19 15:12:39.007328] [0x00007f50543bdf80] [info] [0x0000d691] [80] 1713553958215421, 0.79139, 0.405895, 0.0227576, -0.102383, 1.65061, 0.0793741, -0.404998, 4.07507, 0.111112, -0.925901, 0.0480508, -0.051286, -0.0566873
[2024-04-19 15:12:39.017536] [0x00007f50543bdf80] [info] [0x0000d691] [81] 1713553958215421, 0.801377, 0.422583, 0.0235557, -0.106474, 1.69139, 0.0804621, -0.414242, 4.09168, 0.106743, -0.925396, 0.0475357, -0.0518545, -0.0571515
[2024-04-19 15:12:39.027317] [0x00007f50543bdf80] [info] [0x0000d691] [82] 1713553958215421, 0.811358, 0.439669, 0.0243641, -0.110655, 1.73231, 0.081505, -0.423474, 4.10667, 0.102198, -0.9244, 0.0470153, -0.0524272, -0.0576093
[2024-04-19 15:12:39.037560] [0x00007f50543bdf80] [info] [0x0000d691] [83] 1713553958215421, 0.821394, 0.457261, 0.0251871, -0.114951, 1.77359, 0.082507, -0.432744, 4.12014, 0.0974508, -0.922909, 0.0464863, -0.0530076, -0.0580628
[2024-04-19 15:12:39.047609] [0x00007f50543bdf80] [info] [0x0000d691] [84] 1713553958215421, 0.831389, 0.475194, 0.0260166, -0.119322, 1.81483, 0.0834566, -0.441959, 4.13197, 0.0925496, -0.920942, 0.0459535, -0.0535902, -0.0585071
[2024-04-19 15:12:39.057554] [0x00007f50543bdf80] [info] [0x0000d691] [85] 1713553958215421, 0.841459, 0.493679, 0.0268616, -0.12382, 1.85649, 0.084363, -0.451221, 4.1423, 0.0874396, -0.918478, 0.0454109, -0.0541816, -0.0589468
[2024-04-19 15:12:39.067486] [0x00007f50543bdf80] [info] [0x0000d691] [86] 1713553958215421, 0.85137, 0.512283, 0.0277019, -0.128337, 1.89759, 0.085204, -0.46031, 4.15094, 0.0822451, -0.915588, 0.044871, -0.0547679, -0.0593711
[2024-04-19 15:12:39.077520] [0x00007f50543bdf80] [info] [0x0000d691] [87] 1713553958215421, 0.861369, 0.531464, 0.0285579, -0.132985, 1.93913, 0.0859995, -0.469449, 4.15812, 0.0768416, -0.91221, 0.0443204, -0.0553637, -0.0597902
[2024-04-19 15:12:39.087447] [0x00007f50543bdf80] [info] [0x0000d691] [88] 1713553958215421, 0.871347, 0.55102, 0.0294197, -0.137715, 1.98065, 0.0867387, -0.478532, 4.16378, 0.0712899, -0.908382, 0.043765, -0.0559623, -0.0601986
[2024-04-19 15:12:39.097453] [0x00007f50543bdf80] [info] [0x0000d691] [89] 1713553958215421, 0.881343, 0.571027, 0.0302902, -0.142543, 2.0223, 0.0874228, -0.487591, 4.16797, 0.065572, -0.904099, 0.0432026, -0.0565661, -0.0605975
[2024-04-19 15:12:39.107314] [0x00007f50543bdf80] [info] [0x0000d691] [90] 1713553958215421, 0.891387, 0.591549, 0.0311715, -0.147486, 2.06417, 0.0880519, -0.496649, 4.17069, 0.0596727, -0.899349, 0.0426314, -0.0571767, -0.0609871
[2024-04-19 15:12:39.117574] [0x00007f50543bdf80] [info] [0x0000d691] [91] 1713553958215421, 0.901376, 0.612376, 0.032054, -0.152492, 2.10584, 0.0886181, -0.505607, 4.17195, 0.0536567, -0.894188, 0.0420572, -0.0577878, -0.0613628
[2024-04-19 15:12:39.127251] [0x00007f50543bdf80] [info] [0x0000d691] [92] 1713553958215421, 0.911363, 0.633615, 0.0329416, -0.157586, 2.14751, 0.0891233, -0.51451, 4.17179, 0.0474971, -0.888603, 0.041477, -0.0584024, -0.0617261
[2024-04-19 15:12:39.137462] [0x00007f50543bdf80] [info] [0x0000d691] [93] 1713553958215421, 0.921366, 0.655306, 0.0338353, -0.162777, 2.18923, 0.089567, -0.523369, 4.17024, 0.0411866, -0.882589, 0.0408897, -0.0590216, -0.0620767
[2024-04-19 15:12:39.146961] [0x00007f50543bdf80] [info] [0x0000d691] [94] 1713553958215421, 0.931312, 0.677286, 0.0347281, -0.168026, 2.2307, 0.0899449, -0.532115, 4.16733, 0.034776, -0.876201, 0.0402996, -0.0596407, -0.0624116
[2024-04-19 15:12:39.156959] [0x00007f50543bdf80] [info] [0x0000d691] [95] 1713553958215421, 0.941309, 0.699794, 0.0356289, -0.173389, 2.27234, 0.0902598, -0.540841, 4.16306, 0.0282002, -0.86938, 0.0397003, -0.0602663, -0.0627335
[2024-04-19 15:12:39.166896] [0x00007f50543bdf80] [info] [0x0000d691] [96] 1713553958215421, 0.951308, 0.722723, 0.0365327, -0.17884, 2.31394, 0.0905083, -0.549498, 4.15748, 0.0214946, -0.862164, 0.0390945, -0.0608951, -0.06304
[2024-04-19 15:12:39.176832] [0x00007f50543bdf80] [info] [0x0000d691] [97] 1713553958215421, 0.961285, 0.746016, 0.0374367, -0.184366, 2.35538, 0.0906889, -0.558062, 4.15062, 0.0146798, -0.854581, 0.0384838, -0.0615255, -0.0633296
[2024-04-19 15:12:39.186832] [0x00007f50543bdf80] [info] [0x0000d691] [98] 1713553958215421, 0.971285, 0.769778, 0.0383442, -0.189989, 2.39685, 0.090801, -0.566569, 4.14249, 0.00772974, -0.846606, 0.0378654, -0.0621602, -0.0636028
[2024-04-19 15:12:39.196838] [0x00007f50543bdf80] [info] [0x0000d691] [99] 1713553958215421, 0.981266, 0.793907, 0.0392507, -0.195686, 2.43815, 0.0908431, -0.574977, 4.13315, 0.000677864, -0.838282, 0.0372418, -0.0627963, -0.0638575
[2024-04-19 15:12:39.206824] [0x00007f50543bdf80] [info] [0x0000d691] [100] 1713553958215421, 0.991295, 0.818567, 0.0401617, -0.201494, 2.47955, 0.0908139, -0.583341, 4.12256, -0.00651905, -0.829561, 0.0366088, -0.0634379, -0.0640947
[2024-04-19 15:12:39.216808] [0x00007f50543bdf80] [info] [0x0000d691] [101] 1713553958215421, 1.00129, 0.843553, 0.0410689, -0.207365, 2.52069, 0.0907124, -0.591587, 4.11083, -0.013797, -0.820526, 0.0359716, -0.0640796, -0.0643113
